clause_id	physical_page	locus_span	visible_owner_or_namespace_de	event_count	surface_sequence	complete_working_translation_de	reading_source	end_reason	event_ids
P915-C177	f81v	f81v.25|f81v.26	gemeinsames zweireihiges Badfeld	14	shol chedy y shchey ol chey qol chedy tchd oky ol checholtar oiin okedy	Den aktuellen Posten im selben Becken weiterhalten, zur nächsten Station umsetzen, dort nach eingestellter Stufe behandeln und kurz schließen.	MANUAL_LONG_CLAUSE_REWRITE	LICENSED_DY_CLOSE	P912-E1085|P912-E1086|P912-E1087|P912-E1088|P912-E1089|P912-E1090|P912-E1091|P912-E1092|P912-E1093|P912-E1094|P912-E1095|P912-E1096|P912-E1097|P912-E1098
P915-C178	f81v	f81v.26	gemeinsames zweireihiges Badfeld	4	dal shey olkeol olkeedy	Im gemeinsamen zweireihigen Badfeld länger halten und behandeln, im Empfangsbecken auffangen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1099|P912-E1100|P912-E1101|P912-E1102
P915-C179	f81v	f81v.26|f81v.27	gemeinsames zweireihiges Badfeld	4	okeol dsheol oiiin olkeedy	Im gemeinsamen zweireihigen Badfeld im Empfangsbecken auffangen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1103|P912-E1104|P912-E1105|P912-E1106
P915-C180	f81v	f81v.27	gemeinsames zweireihiges Badfeld	1	tedy	Im gemeinsamen zweireihigen Badfeld den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1107
P915-C181	f81v	f81v.27	gemeinsames zweireihiges Badfeld	2	cheky shckhedy	Im gemeinsamen zweireihigen Badfeld kurz halten und behandeln, durch den angeschlossenen Durchlass geben und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1108|P912-E1109
P915-C182	f81v	f81v.27	gemeinsames zweireihiges Badfeld	1	chal	Im gemeinsamen zweireihigen Badfeld den bezeichneten Stationsgang nach der Vorlage ausführen.	COMPACT_OWNER_ACTION_REWRITE	NONPROSE_OWNER_OR_DIAGRAM_BOUNDARY	P912-E1110
P915-C183	f82r	f82r.1|f82r.2	mehrere getrennte Bad- und Leitungsstationen	10	qosheedy qokeol daiin shckhy okeeor cheey daiin shey dchedy qolchedy	An der jeweils gezeigten Bad- oder Leitungsstation länger halten und behandeln, über den sichtbaren Weg zur nächsten Station führen, durch den angeschlossenen Durchlass geben und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1113|P912-E1114|P912-E1115|P912-E1116|P912-E1117|P912-E1118|P912-E1119|P912-E1120|P912-E1121|P912-E1122
P915-C184	f82r	f82r.2	mehrere getrennte Bad- und Leitungsstationen	3	qokain dy qokeedy	An der jeweils gezeigten Bad- oder Leitungsstation die vorgesehene Füllung einstellen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1123|P912-E1124|P912-E1125
P915-C185	f82r	f82r.2|f82r.3	mehrere getrennte Bad- und Leitungsstationen	5	qokal lcheckhy lched qokeey lcheckhedy	An der jeweils gezeigten Bad- oder Leitungsstation über den sichtbaren Weg zur nächsten Station führen, durch den angeschlossenen Durchlass geben und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1126|P912-E1127|P912-E1128|P912-E1129|P912-E1130
P915-C186	f82r	f82r.3|f82r.4	mehrere getrennte Bad- und Leitungsstationen	8	qokaly solkaiin chckhy qokaiin qokaiin octheol chkeey ldy	An der jeweils gezeigten Bad- oder Leitungsstation länger halten und behandeln, über den sichtbaren Weg zur nächsten Station führen, durch den angeschlossenen Durchlass geben und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1131|P912-E1132|P912-E1133|P912-E1134|P912-E1135|P912-E1136|P912-E1137|P912-E1138
P915-C187	f82r	f82r.4|f82r.5	mehrere getrennte Bad- und Leitungsstationen	7	oteey qokal sheckhy qoky sol lkchedy qokeedy	An der jeweils gezeigten Bad- oder Leitungsstation über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1139|P912-E1140|P912-E1141|P912-E1142|P912-E1143|P912-E1144|P912-E1145
P915-C188	f82r	f82r.5	mehrere getrennte Bad- und Leitungsstationen	4	qokal cthol chedy qoteedy	An der jeweils gezeigten Bad- oder Leitungsstation über den sichtbaren Weg zur nächsten Station führen, bis zur Gebrauchsbereitschaft führen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1146|P912-E1147|P912-E1148|P912-E1149
P915-C189	f82r	f82r.5|f82r.6	mehrere getrennte Bad- und Leitungsstationen	3	qokal sar shedy	An der jeweils gezeigten Bad- oder Leitungsstation den bezeichneten Stationsposten wählen, absetzen lassen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1150|P912-E1151|P912-E1152
P915-C190	f82r	f82r.6|f82r.7	mehrere getrennte Bad- und Leitungsstationen	8	qol shedaiin sheckhy okal sheky qotaiin chedol dshedy	An der jeweils gezeigten Bad- oder Leitungsstation kurz halten und behandeln, über den sichtbaren Weg zur nächsten Station führen und absetzen lassen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1153|P912-E1154|P912-E1155|P912-E1156|P912-E1157|P912-E1158|P912-E1159|P912-E1160
P915-C191	f82r	f82r.7	mehrere getrennte Bad- und Leitungsstationen	3	sotaiin qokar shedy	An der jeweils gezeigten Bad- oder Leitungsstation den bezeichneten Stationsposten wählen, absetzen lassen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1161|P912-E1162|P912-E1163
P915-C192	f82r	f82r.7	mehrere getrennte Bad- und Leitungsstationen	1	solshedy	An der jeweils gezeigten Bad- oder Leitungsstation kurz halten und behandeln und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1164
P915-C193	f82r	f82r.7|f82r.8	mehrere getrennte Bad- und Leitungsstationen	6	qokeey qoky ls cheey qekeey sheedy	An der jeweils gezeigten Bad- oder Leitungsstation länger halten und behandeln und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1165|P912-E1166|P912-E1167|P912-E1168|P912-E1169|P912-E1170
P915-C194	f82r	f82r.8	mehrere getrennte Bad- und Leitungsstationen	1	qokedy	An der jeweils gezeigten Bad- oder Leitungsstation den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1171
P915-C195	f82r	f82r.8|f82r.9	mehrere getrennte Bad- und Leitungsstationen	13	lcho r cheey qokey qotal chedy qoteor ssholshecthy qokaiin chkedy rchey dairchey qokaiin	An der jeweils gezeigten Bad- oder Leitungsstation den bezeichneten Stationsposten wählen, kurz halten und behandeln, über den sichtbaren Weg zur nächsten Station führen, die Station spülen und bis zur Gebrauchsbereitschaft führen.	COMPACT_OWNER_ACTION_REWRITE	NONPROSE_OWNER_OR_DIAGRAM_BOUNDARY	P912-E1172|P912-E1173|P912-E1174|P912-E1175|P912-E1176|P912-E1177|P912-E1178|P912-E1179|P912-E1180|P912-E1181|P912-E1182|P912-E1183|P912-E1184
P915-C196	f82r	f82r.11	mehrere getrennte Bad- und Leitungsstationen	2	kolchdy qokedy	An der jeweils gezeigten Bad- oder Leitungsstation über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1186|P912-E1187
P915-C197	f82r	f82r.11|f82r.12	mehrere getrennte Bad- und Leitungsstationen	7	qopol qotedor chopchedy qotal chedy kam otedy	An der jeweils gezeigten Bad- oder Leitungsstation in die Arbeitsstation geben, über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1188|P912-E1189|P912-E1190|P912-E1191|P912-E1192|P912-E1193|P912-E1194
P915-C198	f82r	f82r.12|f82r.13	mehrere getrennte Bad- und Leitungsstationen	9	qodched olqo dar checkho lolol okal okarchedy tcheol olchedy	An der jeweils gezeigten Bad- oder Leitungsstation über den sichtbaren Weg zur nächsten Station führen, durch den angeschlossenen Durchlass geben, den Auszug weiterverwenden und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1195|P912-E1196|P912-E1197|P912-E1198|P912-E1199|P912-E1200|P912-E1201|P912-E1202|P912-E1203
P915-C199	f82r	f82r.13	mehrere getrennte Bad- und Leitungsstationen	1	qokeedy	An der jeweils gezeigten Bad- oder Leitungsstation den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1204
P915-C200	f82r	f82r.13	mehrere getrennte Bad- und Leitungsstationen	1	qotedy	An der jeweils gezeigten Bad- oder Leitungsstation den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1205
P915-C201	f82r	f82r.13|f82r.14	mehrere getrennte Bad- und Leitungsstationen	13	chedar cheey lchey solarol r olchy qokal chey qokain deeedy qokeey qokaiin olchedy	An der jeweils gezeigten Bad- oder Leitungsstation den bezeichneten Stationsposten wählen, die vorgesehene Füllung einstellen, über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1206|P912-E1207|P912-E1208|P912-E1209|P912-E1210|P912-E1211|P912-E1212|P912-E1213|P912-E1214|P912-E1215|P912-E1216|P912-E1217|P912-E1218
P915-C202	f82r	f82r.15	mehrere getrennte Bad- und Leitungsstationen	1	kedy	An der jeweils gezeigten Bad- oder Leitungsstation den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1219
P915-C203	f82r	f82r.15	mehrere getrennte Bad- und Leitungsstationen	1	lchedy	An der jeweils gezeigten Bad- oder Leitungsstation über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1220
P915-C204	f82r	f82r.15	mehrere getrennte Bad- und Leitungsstationen	1	qokedy	An der jeweils gezeigten Bad- oder Leitungsstation den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1221
P915-C205	f82r	f82r.15	mehrere getrennte Bad- und Leitungsstationen	1	qokeedy	An der jeweils gezeigten Bad- oder Leitungsstation den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1222
P915-C206	f82r	f82r.15|f82r.16	mehrere getrennte Bad- und Leitungsstationen	7	lkeedy qokaiin dy daiin chdy dy qokeedy	An der jeweils gezeigten Bad- oder Leitungsstation über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1223|P912-E1224|P912-E1225|P912-E1226|P912-E1227|P912-E1228|P912-E1229
P915-C207	f82r	f82r.16	mehrere getrennte Bad- und Leitungsstationen	1	lchedy	An der jeweils gezeigten Bad- oder Leitungsstation über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1230
P915-C208	f82r	f82r.16	mehrere getrennte Bad- und Leitungsstationen	1	qokeedy	An der jeweils gezeigten Bad- oder Leitungsstation den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1231
P915-C209	f82r	f82r.16|f82r.17	mehrere getrennte Bad- und Leitungsstationen	10	cheey r or ol s aiin chey ra dam dshedy	An der jeweils gezeigten Bad- oder Leitungsstation den bezeichneten Stationsposten wählen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1232|P912-E1233|P912-E1234|P912-E1235|P912-E1236|P912-E1237|P912-E1238|P912-E1239|P912-E1240|P912-E1241
P915-C210	f82r	f82r.17	mehrere getrennte Bad- und Leitungsstationen	4	qoteey chedy qokeeey qokedy	An der jeweils gezeigten Bad- oder Leitungsstation über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1242|P912-E1243|P912-E1244|P912-E1245
P915-C211	f82r	f82r.17	mehrere getrennte Bad- und Leitungsstationen	2	lteedy qokeedy	An der jeweils gezeigten Bad- oder Leitungsstation über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1246|P912-E1247
P915-C212	f82r	f82r.17|f82r.18	mehrere getrennte Bad- und Leitungsstationen	4	ralchey polched otain shedy	An der jeweils gezeigten Bad- oder Leitungsstation die vorgesehene Füllung einstellen, in die Arbeitsstation geben, über den sichtbaren Weg zur nächsten Station führen, absetzen lassen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1248|P912-E1249|P912-E1250|P912-E1251
P915-C213	f82r	f82r.18	mehrere getrennte Bad- und Leitungsstationen	1	shedy	An der jeweils gezeigten Bad- oder Leitungsstation absetzen lassen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1252
P915-C214	f82r	f82r.18|f82r.19	mehrere getrennte Bad- und Leitungsstationen	12	dal chedar qokeey ykeey l s araiin ory okain char okain qokeedy	An der jeweils gezeigten Bad- oder Leitungsstation den bezeichneten Stationsposten wählen, die vorgesehene Füllung einstellen, über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1253|P912-E1254|P912-E1255|P912-E1256|P912-E1257|P912-E1258|P912-E1259|P912-E1260|P912-E1261|P912-E1262|P912-E1263|P912-E1264
P915-C215	f82r	f82r.19|f82r.20	mehrere getrennte Bad- und Leitungsstationen	3	lchy posalshy qokedy	An der jeweils gezeigten Bad- oder Leitungsstation den bezeichneten Stationsposten wählen, in die Arbeitsstation geben, über den sichtbaren Weg zur nächsten Station führen, die Station spülen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1265|P912-E1266|P912-E1267
P915-C216	f82r	f82r.20	mehrere getrennte Bad- und Leitungsstationen	2	cphal shedy	An der jeweils gezeigten Bad- oder Leitungsstation über den sichtbaren Weg zur nächsten Station führen, absetzen lassen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1268|P912-E1269
P915-C217	f82r	f82r.20	mehrere getrennte Bad- und Leitungsstationen	4	sheol keeedy lkaiin shedy	An der jeweils gezeigten Bad- oder Leitungsstation kurz halten und behandeln, über den sichtbaren Weg zur nächsten Station führen, absetzen lassen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1270|P912-E1271|P912-E1272|P912-E1273
P915-C218	f82r	f82r.20|f82r.21	mehrere getrennte Bad- und Leitungsstationen	4	qoly daiin cheoky lkedy	An der jeweils gezeigten Bad- oder Leitungsstation über den sichtbaren Weg zur nächsten Station führen, den Auszug weiterverwenden und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1274|P912-E1275|P912-E1276|P912-E1277
P915-C219	f82r	f82r.21|f82r.22|f82r.23	mehrere getrennte Bad- und Leitungsstationen	23	salshey daiin chey qol chedy qokeey dal qokaiin cheor sheey qokaiin shckhey qol keeedy qokeeey rasy cheey qcthey qokeey lcheey daiin chey qokeeedy	An dieser Stationsgruppe den gewählten Posten nach Sollwert einsetzen, zum Zielbecken versetzen, länger halten, durch den sichtbaren Durchlass führen und den Klarlauf prüfen; anschließend vollständig füllen und die Zelle schließen.	MANUAL_LONG_CLAUSE_REWRITE	LICENSED_DY_CLOSE	P912-E1278|P912-E1279|P912-E1280|P912-E1281|P912-E1282|P912-E1283|P912-E1284|P912-E1285|P912-E1286|P912-E1287|P912-E1288|P912-E1289|P912-E1290|P912-E1291|P912-E1292|P912-E1293|P912-E1294|P912-E1295|P912-E1296|P912-E1297|P912-E1298|P912-E1299|P912-E1300
P915-C220	f82r	f82r.23	mehrere getrennte Bad- und Leitungsstationen	1	lchedy	An der jeweils gezeigten Bad- oder Leitungsstation über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1301
P915-C221	f82r	f82r.23|f82r.24	mehrere getrennte Bad- und Leitungsstationen	2	lar qokeedy	An der jeweils gezeigten Bad- oder Leitungsstation den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1302|P912-E1303
P915-C222	f82r	f82r.24	mehrere getrennte Bad- und Leitungsstationen	9	lcheedy qokeoy sal raiin qokeey lkeey qokeey raiin ydy	An der jeweils gezeigten Bad- oder Leitungsstation den bezeichneten Stationsposten wählen, über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1304|P912-E1305|P912-E1306|P912-E1307|P912-E1308|P912-E1309|P912-E1310|P912-E1311|P912-E1312
P915-C223	f82r	f82r.25	mehrere getrennte Bad- und Leitungsstationen	2	dol qoesedy	An der jeweils gezeigten Bad- oder Leitungsstation den bezeichneten Stationsposten wählen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1313|P912-E1314
P915-C224	f82r	f82r.25	mehrere getrennte Bad- und Leitungsstationen	2	sheeal sheedy	An der jeweils gezeigten Bad- oder Leitungsstation länger halten und behandeln und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1315|P912-E1316
P915-C225	f82r	f82r.25	mehrere getrennte Bad- und Leitungsstationen	3	lshed qockhey lchedy	An der jeweils gezeigten Bad- oder Leitungsstation über den sichtbaren Weg zur nächsten Station führen, durch den angeschlossenen Durchlass geben, absetzen lassen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1317|P912-E1318|P912-E1319
P915-C226	f82r	f82r.25|f82r.26	mehrere getrennte Bad- und Leitungsstationen	5	lar sheey ry tshey qokeedy	An der jeweils gezeigten Bad- oder Leitungsstation länger halten und behandeln und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1320|P912-E1321|P912-E1322|P912-E1323|P912-E1324
P915-C227	f82r	f82r.26|f82r.27	mehrere getrennte Bad- und Leitungsstationen	8	cheal lchedar ches aiin oteey qokaiin okey pchedy	An der jeweils gezeigten Bad- oder Leitungsstation in die Arbeitsstation geben, über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1325|P912-E1326|P912-E1327|P912-E1328|P912-E1329|P912-E1330|P912-E1331|P912-E1332
P915-C228	f82r	f82r.27	mehrere getrennte Bad- und Leitungsstationen	2	rsheal daldy	An der jeweils gezeigten Bad- oder Leitungsstation den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1333|P912-E1334
P915-C229	f82r	f82r.27	mehrere getrennte Bad- und Leitungsstationen	1	qokeedy	An der jeweils gezeigten Bad- oder Leitungsstation den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1335
P915-C230	f82r	f82r.27	mehrere getrennte Bad- und Leitungsstationen	1	rshedy	An der jeweils gezeigten Bad- oder Leitungsstation den bezeichneten Stationsgang nach der Vorlage ausführen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1336
P915-C231	f82r	f82r.27	mehrere getrennte Bad- und Leitungsstationen	1	qoteedy	An der jeweils gezeigten Bad- oder Leitungsstation den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1337
P915-C232	f82r	f82r.27	mehrere getrennte Bad- und Leitungsstationen	1	qokeedy	An der jeweils gezeigten Bad- oder Leitungsstation den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1338
P915-C233	f82r	f82r.27	mehrere getrennte Bad- und Leitungsstationen	1	lochedy	An der jeweils gezeigten Bad- oder Leitungsstation über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1339
P915-C234	f82r	f82r.28	mehrere getrennte Bad- und Leitungsstationen	2	qokoiin shedy	An der jeweils gezeigten Bad- oder Leitungsstation absetzen lassen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1340|P912-E1341
P915-C235	f82r	f82r.28	mehrere getrennte Bad- und Leitungsstationen	1	qokeedy	An der jeweils gezeigten Bad- oder Leitungsstation den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1342
P915-C236	f82r	f82r.28|f82r.29	mehrere getrennte Bad- und Leitungsstationen	9	qotaiin chcthey qoteeol chey qokaiin oly d cheey lchedy	An der jeweils gezeigten Bad- oder Leitungsstation über den sichtbaren Weg zur nächsten Station führen, bis zur Gebrauchsbereitschaft führen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1343|P912-E1344|P912-E1345|P912-E1346|P912-E1347|P912-E1348|P912-E1349|P912-E1350|P912-E1351
P915-C237	f82r	f82r.29	mehrere getrennte Bad- und Leitungsstationen	1	qokeedy	An der jeweils gezeigten Bad- oder Leitungsstation den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1352
P915-C238	f82r	f82r.29	mehrere getrennte Bad- und Leitungsstationen	1	lchedy	An der jeweils gezeigten Bad- oder Leitungsstation über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1353
P915-C239	f82r	f82r.29	mehrere getrennte Bad- und Leitungsstationen	3	rchedy oky qotedy	An der jeweils gezeigten Bad- oder Leitungsstation über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1354|P912-E1355|P912-E1356
P915-C240	f82r	f82r.29|f82r.30	mehrere getrennte Bad- und Leitungsstationen	7	qoty qoty qoteey raiin cheol qoteey shedy	An der jeweils gezeigten Bad- oder Leitungsstation über den sichtbaren Weg zur nächsten Station führen, den Auszug weiterverwenden, absetzen lassen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1357|P912-E1358|P912-E1359|P912-E1360|P912-E1361|P912-E1362|P912-E1363
P915-C241	f82r	f82r.30	mehrere getrennte Bad- und Leitungsstationen	2	qokeey lshedy	An der jeweils gezeigten Bad- oder Leitungsstation die Station spülen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1364|P912-E1365
P915-C242	f82r	f82r.30	mehrere getrennte Bad- und Leitungsstationen	1	qokeedy	An der jeweils gezeigten Bad- oder Leitungsstation den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1366
P915-C243	f82r	f82r.30|f82r.31	mehrere getrennte Bad- und Leitungsstationen	5	rag cheol ol rsheedy lchedy	An der jeweils gezeigten Bad- oder Leitungsstation länger halten und behandeln, über den sichtbaren Weg zur nächsten Station führen, den Auszug weiterverwenden und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1367|P912-E1368|P912-E1369|P912-E1370|P912-E1371
P915-C244	f82r	f82r.31|f82r.32|f82r.33	mehrere getrennte Bad- und Leitungsstationen	20	qoty lcheeor qokain cheedy lched taiin shedaiin chckhey lchey lcheckhy sheey lr chey rain sain ol cheol ey cheor chey	Zur nächsten Station gehen, eine Portion aus dem vorherigen Becken abführen, nach Sollwert absetzen lassen und durch den sichtbaren Durchlass weiterleiten; den Auszug markieren und die Fortsetzung offenlassen.	MANUAL_LONG_CLAUSE_REWRITE	NONPROSE_OWNER_OR_DIAGRAM_BOUNDARY	P912-E1372|P912-E1373|P912-E1374|P912-E1375|P912-E1376|P912-E1377|P912-E1378|P912-E1379|P912-E1380|P912-E1381|P912-E1382|P912-E1383|P912-E1384|P912-E1385|P912-E1386|P912-E1387|P912-E1388|P912-E1389|P912-E1390|P912-E1391
P915-C245	f83r	f83r.1	Variantenatlas lokaler Becken und Anwendungen	3	tchedy lpchedy opedy	In der gezeigten Becken- oder Anwendungsvariante in die Arbeitsstation geben, über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1404|P912-E1405|P912-E1406
P915-C246	f83r	f83r.1	Variantenatlas lokaler Becken und Anwendungen	3	chepol pchedar shedy	In der gezeigten Becken- oder Anwendungsvariante in die Arbeitsstation geben, über den sichtbaren Weg zur nächsten Station führen, absetzen lassen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1407|P912-E1408|P912-E1409
P915-C247	f83r	f83r.1|f83r.2	Variantenatlas lokaler Becken und Anwendungen	8	qopchedy sol cheey qokaiin shol lchs shey qoteedy	In der gezeigten Becken- oder Anwendungsvariante den bezeichneten Stationsposten wählen, in die Arbeitsstation geben, länger halten und behandeln, über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1410|P912-E1411|P912-E1412|P912-E1413|P912-E1414|P912-E1415|P912-E1416|P912-E1417
P915-C248	f83r	f83r.2|f83r.3	Variantenatlas lokaler Becken und Anwendungen	5	rches ar chedy dor olkeedy	In der gezeigten Becken- oder Anwendungsvariante den bezeichneten Stationsposten wählen, über den sichtbaren Weg zur nächsten Station führen, im Empfangsbecken auffangen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1418|P912-E1419|P912-E1420|P912-E1421|P912-E1422
P915-C249	f83r	f83r.3	Variantenatlas lokaler Becken und Anwendungen	2	qotal chkeedy	In der gezeigten Becken- oder Anwendungsvariante länger halten und behandeln und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1423|P912-E1424
P915-C250	f83r	f83r.3	Variantenatlas lokaler Becken und Anwendungen	4	chey daiin chey lchedy	In der gezeigten Becken- oder Anwendungsvariante über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1425|P912-E1426|P912-E1427|P912-E1428
