event_id	clause_id	physical_page	locus	position_in_clause	surface	component_recipe	reconciled_card_reading_de	natural_event_phrase_de
P912-E0822	P915-C119	f75r	f75r.44	1	okoldy	OK+OL+DY	AN STATION SETZEN · FORTSETZEN · SCHLUSS	den Teilgang fortsetzen, dann den Teilgang abschließen
P912-E0823	P915-C120	f75r	f75r.44	1	otar	OT+AR	DANACH · QUELLSTATION	zum nächsten Teilgang gehen
P912-E0824	P915-C120	f75r	f75r.44	2	otam	OT+AM_ADDR	DANACH · INNEN	zum nächsten Teilgang gehen im inneren Becken
P912-E0825	P915-C120	f75r	f75r.44	3	olaiin	OL+AIIN	FORTSETZEN · STATIONSWERT	den Teilgang fortsetzen
P912-E0826	P915-C120	f75r	f75r.44	4	ch	CH	AUS STATION NEHMEN	AUS STATION NEHMEN verwenden
P912-E0827	P915-C120	f75r	f75r.44	5	dar	D_ADDR+AR	TEIL · QUELLSTATION	die bezeichnete Einstellung übernehmen mit dem Teilposten
P912-E0828	P915-C120	f75r	f75r.44	6	dy	Y	POSTEN	POSTEN verwenden
P912-E0829	P915-C120	f75r	f75r.45	7	sshedy	S+SH+E+DY	AUSWÄHLEN · HALTEN · KURZ · SCHLUSS	kurz die bezeichnete Station auswählen, dann den Posten halten, dann den Teilgang abschließen
P912-E0830	P915-C121	f75r	f75r.45	1	shckhy	SH+CKH+Y	HALTEN · DURCHLASS · POSTEN	den Posten halten
P912-E0831	P915-C121	f75r	f75r.45	2	qokey	OK+E+Y	AN STATION SETZEN · KURZ · POSTEN	kurz den aktuellen Posten beibehalten
P912-E0832	P915-C121	f75r	f75r.45	3	okedy	OK+E+DY	AN STATION SETZEN · KURZ · SCHLUSS	kurz den Teilgang abschließen
P912-E0833	P915-C122	f75r	f75r.45	1	sarol	S+AR+OL	AUSWÄHLEN · QUELLSTATION · FORTSETZEN	die bezeichnete Station auswählen, dann den Teilgang fortsetzen
P912-E0834	P915-C122	f75r	f75r.45	2	oty	OT+Y	DANACH · POSTEN	zum nächsten Teilgang gehen
P912-E0835	P915-C122	f75r	f75r.45	3	otedy	OT+E+DY	DANACH · KURZ · SCHLUSS	kurz zum nächsten Teilgang gehen, dann den Teilgang abschließen
P912-E0836	P915-C123	f75r	f75r.45	1	qotedy	OT+E+DY	DANACH · KURZ · SCHLUSS	kurz zum nächsten Teilgang gehen, dann den Teilgang abschließen
P912-E0837	P915-C124	f75r	f75r.45	1	otedy	OT+E+DY	DANACH · KURZ · SCHLUSS	kurz zum nächsten Teilgang gehen, dann den Teilgang abschließen
P912-E0838	P915-C125	f75r	f75r.45	1	okaiin	OK+AIIN	AN STATION SETZEN · STATIONSWERT	die bezeichnete Einstellung übernehmen
P912-E0839	P915-C125	f75r	f75r.46	2	qokey	OK+E+Y	AN STATION SETZEN · KURZ · POSTEN	kurz den aktuellen Posten beibehalten
P912-E0840	P915-C125	f75r	f75r.46	3	qokedy	OK+E+DY	AN STATION SETZEN · KURZ · SCHLUSS	kurz den Teilgang abschließen
P912-E0841	P915-C126	f75r	f75r.46	1	sheol	SH+E+OL	HALTEN · KURZ · FORTSETZEN	kurz den Posten halten, dann den Teilgang fortsetzen
P912-E0842	P915-C126	f75r	f75r.46	2	qokedy	OK+E+DY	AN STATION SETZEN · KURZ · SCHLUSS	kurz den Teilgang abschließen
P912-E0843	P915-C127	f75r	f75r.46	1	dain	AIN	PORTION	eine Portion verwenden
P912-E0844	P915-C127	f75r	f75r.46	2	shedy	SHED+DY	ABSETZEN · SCHLUSS	den Posten absetzen lassen, dann den Teilgang abschließen
P912-E0845	P915-C128	f75r	f75r.46	1	otol	OT+OL	DANACH · FORTSETZEN	zum nächsten Teilgang gehen, dann den Teilgang fortsetzen
P912-E0846	P915-C128	f75r	f75r.46	2	chedy	CHD+Y	UMSETZEN · POSTEN	den Posten umsetzen
P912-E0847	P915-C128	f75r	f75r.46	3	olor	OL+OR	FORTSETZEN · ANSATZ	den Teilgang fortsetzen
P912-E0858	P915-C129	f81v	f81v.1	1	par	P+AR	EINSETZEN · QUELLSTATION	den Posten einsetzen
P912-E0859	P915-C129	f81v	f81v.1	2	shey	SH+E+Y	HALTEN · KURZ · POSTEN	kurz den Posten halten
P912-E0860	P915-C129	f81v	f81v.1	3	keedy	K+EE+DY	IN STATION GEBEN · LÄNGER · SCHLUSS	länger den Teilgang abschließen
P912-E0861	P915-C130	f81v	f81v.1	1	shekal	SH+E+K+AL	HALTEN · KURZ · IN STATION GEBEN · ZIELSTATION	kurz den Posten halten
P912-E0862	P915-C130	f81v	f81v.1	2	dal	AL	ZIELSTATION	ZIELSTATION verwenden
P912-E0863	P915-C130	f81v	f81v.1	3	dar	D_ADDR+AR	TEIL · QUELLSTATION	die bezeichnete Einstellung übernehmen mit dem Teilposten
P912-E0864	P915-C130	f81v	f81v.1	4	ol	OL	FORTSETZEN	FORTSETZEN verwenden
P912-E0865	P915-C130	f81v	f81v.1	5	pchedy	P+CHD+DY	EINSETZEN · UMSETZEN · SCHLUSS	den Posten einsetzen, dann den Posten umsetzen, dann den Teilgang abschließen
P912-E0866	P915-C131	f81v	f81v.1	1	shek	SH+E+K	HALTEN · KURZ · IN STATION GEBEN	kurz den Posten halten
P912-E0867	P915-C131	f81v	f81v.1	2	dain	AIN	PORTION	eine Portion verwenden
P912-E0868	P915-C131	f81v	f81v.1	3	ofalsheky	O+LOCAL_CHAR_F+A_ADDR+LSH+E+K+Y	AUSFÜHREN · NEBENWEG · ORT · SPÜLEN · KURZ · IN STATION GEBEN · POSTEN	kurz den Stationsgang ausführen am bezeichneten Ort, dann die Station spülen
P912-E0869	P915-C131	f81v	f81v.2	4	qokedy	OK+E+DY	AN STATION SETZEN · KURZ · SCHLUSS	kurz den Teilgang abschließen
P912-E0870	P915-C132	f81v	f81v.2	1	okaiin	OK+AIIN	AN STATION SETZEN · STATIONSWERT	die bezeichnete Einstellung übernehmen
P912-E0871	P915-C132	f81v	f81v.2	2	kair	K+AIR	IN STATION GEBEN · BECKENLAUF	die bezeichnete Einstellung übernehmen
P912-E0872	P915-C132	f81v	f81v.2	3	okal	OK+AL	AN STATION SETZEN · ZIELSTATION	die bezeichnete Einstellung übernehmen
P912-E0873	P915-C132	f81v	f81v.2	4	sar	S+AR	AUSWÄHLEN · QUELLSTATION	die bezeichnete Station auswählen
P912-E0874	P915-C132	f81v	f81v.2	5	ol	OL	FORTSETZEN	FORTSETZEN verwenden
P912-E0875	P915-C132	f81v	f81v.2	6	kain	K+AIN	IN STATION GEBEN · PORTION	die bezeichnete Einstellung übernehmen mit dem Teilposten
P912-E0876	P915-C132	f81v	f81v.2	7	olkain	OL+K+AIN	FORTSETZEN · IN STATION GEBEN · PORTION	den Teilgang fortsetzen mit dem Teilposten
P912-E0877	P915-C132	f81v	f81v.2	8	al	AL	ZIELSTATION	ZIELSTATION verwenden
P912-E0878	P915-C132	f81v	f81v.2	9	ol	OL	FORTSETZEN	FORTSETZEN verwenden
P912-E0879	P915-C132	f81v	f81v.2	10	rol	R+OL	warm	den Posten warm halten
P912-E0880	P915-C132	f81v	f81v.2	11	dl	L	Zusatz	den Zusatz zugeben
P912-E0881	P915-C132	f81v	f81v.3	12	saiin	S+AIIN	AUSWÄHLEN · STATIONSWERT	die bezeichnete Station auswählen
P912-E0882	P915-C132	f81v	f81v.3	13	daiin	AIIN	STATIONSWERT	STATIONSWERT verwenden
P912-E0883	P915-C132	f81v	f81v.3	14	olkeedy	SOLK+EE+DY	AUFFANGEN · LÄNGER · SCHLUSS	länger den Posten auffangen, dann den Teilgang abschließen
P912-E0884	P915-C133	f81v	f81v.3	1	okedy	OK+E+DY	AN STATION SETZEN · KURZ · SCHLUSS	kurz den Teilgang abschließen
P912-E0885	P915-C134	f81v	f81v.3	1	dykain	D_ADDR+Y+K+AIN	TEIL · POSTEN · IN STATION GEBEN · PORTION	den aktuellen Posten beibehalten mit dem Teilposten
P912-E0886	P915-C134	f81v	f81v.3	2	shek	SH+E+K	HALTEN · KURZ · IN STATION GEBEN	kurz den Posten halten
P912-E0887	P915-C134	f81v	f81v.3	3	chdy	CHD+Y	UMSETZEN · POSTEN	den Posten umsetzen
P912-E0888	P915-C134	f81v	f81v.3	4	dalal	AL+AL	ZIELSTATION · ZIELSTATION	die bezeichnete Einstellung übernehmen
P912-E0889	P915-C134	f81v	f81v.3	5	oldy	OL+DY	FORTSETZEN · SCHLUSS	den Teilgang fortsetzen, dann den Teilgang abschließen
P912-E0890	P915-C135	f81v	f81v.4	1	qokaiin	OK+AIIN	AN STATION SETZEN · STATIONSWERT	die bezeichnete Einstellung übernehmen
P912-E0891	P915-C135	f81v	f81v.4	2	okain	OK+AIN	AN STATION SETZEN · PORTION	die bezeichnete Einstellung übernehmen mit dem Teilposten
P912-E0892	P915-C135	f81v	f81v.4	3	cheeky	CHK+EE+Y	BEHANDELN · LÄNGER · POSTEN	länger den Posten behandeln
P912-E0893	P915-C135	f81v	f81v.4	4	dy	Y	POSTEN	POSTEN verwenden
P912-E0894	P915-C135	f81v	f81v.4	5	ol	OL	FORTSETZEN	FORTSETZEN verwenden
P912-E0895	P915-C135	f81v	f81v.4	6	kaiin	K+AIIN	IN STATION GEBEN · STATIONSWERT	die bezeichnete Einstellung übernehmen
P912-E0896	P915-C135	f81v	f81v.4	7	dain	AIN	PORTION	eine Portion verwenden
P912-E0897	P915-C135	f81v	f81v.4	8	dy	Y	POSTEN	POSTEN verwenden
P912-E0898	P915-C135	f81v	f81v.4	9	daiin	AIIN	STATIONSWERT	STATIONSWERT verwenden
P912-E0899	P915-C135	f81v	f81v.4	10	chcthy	CH+CTH+Y	AUS STATION NEHMEN · BEREIT · POSTEN	den Posten gebrauchsfertig machen
P912-E0900	P915-C135	f81v	f81v.5	11	okaiin	OK+AIIN	AN STATION SETZEN · STATIONSWERT	die bezeichnete Einstellung übernehmen
P912-E0901	P915-C135	f81v	f81v.5	12	daiin	AIIN	STATIONSWERT	STATIONSWERT verwenden
P912-E0902	P915-C135	f81v	f81v.5	13	otain	OT+AIN	DANACH · PORTION	zum nächsten Teilgang gehen mit dem Teilposten
P912-E0903	P915-C135	f81v	f81v.5	14	chckhy	CKH+Y	DURCHLASS · POSTEN	den Posten durch den sichtbaren Durchlass führen
P912-E0904	P915-C135	f81v	f81v.5	15	okeedy	OK+EE+DY	AN STATION SETZEN · LÄNGER · SCHLUSS	länger den Teilgang abschließen
P912-E0905	P915-C136	f81v	f81v.5	1	qoky	OK+Y	AN STATION SETZEN · POSTEN	den aktuellen Posten beibehalten
P912-E0906	P915-C136	f81v	f81v.5	2	kar	K+AR	IN STATION GEBEN · QUELLSTATION	die bezeichnete Einstellung übernehmen
P912-E0907	P915-C136	f81v	f81v.5	3	daiin	AIIN	STATIONSWERT	STATIONSWERT verwenden
P912-E0908	P915-C136	f81v	f81v.5	4	okar	OK+AR	AN STATION SETZEN · QUELLSTATION	die bezeichnete Einstellung übernehmen
P912-E0909	P915-C136	f81v	f81v.6	5	qokain	OK+AIN	AN STATION SETZEN · PORTION	die bezeichnete Einstellung übernehmen mit dem Teilposten
P912-E0910	P915-C136	f81v	f81v.6	6	okaiin	OK+AIIN	AN STATION SETZEN · STATIONSWERT	die bezeichnete Einstellung übernehmen
P912-E0911	P915-C136	f81v	f81v.6	7	ol	OL	FORTSETZEN	FORTSETZEN verwenden
P912-E0912	P915-C136	f81v	f81v.6	8	chedy	CHD+Y	UMSETZEN · POSTEN	den Posten umsetzen
P912-E0913	P915-C136	f81v	f81v.6	9	cheol	CHEO+L	AUSZUG · LEITEN	den Posten weiterleiten
P912-E0914	P915-C136	f81v	f81v.6	10	lky	L+K+Y	LEITEN · IN STATION GEBEN · POSTEN	den Posten weiterleiten
P912-E0915	P915-C136	f81v	f81v.6	11	l	L	LEITEN	LEITEN verwenden
P912-E0916	P915-C136	f81v	f81v.6	12	s	S	AUSWÄHLEN	AUSWÄHLEN verwenden
P912-E0917	P915-C136	f81v	f81v.6	13	aiin	AIIN	STATIONSWERT	STATIONSWERT verwenden
P912-E0918	P915-C136	f81v	f81v.6	14	okain	OK+AIN	AN STATION SETZEN · PORTION	die bezeichnete Einstellung übernehmen mit dem Teilposten
P912-E0919	P915-C136	f81v	f81v.6	15	daldy	AL+DY	ZIELSTATION · SCHLUSS	den Teilgang abschließen
P912-E0920	P915-C137	f81v	f81v.7	1	olor	OL+OR	FORTSETZEN · ANSATZ	den Teilgang fortsetzen
P912-E0921	P915-C137	f81v	f81v.7	2	ol	OL	FORTSETZEN	FORTSETZEN verwenden
P912-E0922	P915-C137	f81v	f81v.7	3	sheckhal	SH+E+CKH+AL	Mittelmaß	Mittelmaß verwenden
P912-E0923	P915-C137	f81v	f81v.7	4	daiin	AIIN	STATIONSWERT	STATIONSWERT verwenden
P912-E0924	P915-C137	f81v	f81v.7	5	qokeedal	OK+EE+AL	AN STATION SETZEN · LÄNGER · ZIELSTATION	länger die bezeichnete Einstellung übernehmen
P912-E0925	P915-C137	f81v	f81v.7	6	daiin	AIIN	STATIONSWERT	STATIONSWERT verwenden
P912-E0926	P915-C137	f81v	f81v.7	7	chckhy	CKH+Y	DURCHLASS · POSTEN	den Posten durch den sichtbaren Durchlass führen
P912-E0927	P915-C137	f81v	f81v.7	8	schedy	CHD+DY	UMSETZEN · SCHLUSS	den Posten umsetzen, dann den Teilgang abschließen
P912-E0928	P915-C138	f81v	f81v.7	1	qol	OL	FORTSETZEN	FORTSETZEN verwenden
P912-E0929	P915-C138	f81v	f81v.8	2	ykol	Y+K+OL	POSTEN · IN STATION GEBEN · FORTSETZEN	den Teilgang fortsetzen
P912-E0930	P915-C138	f81v	f81v.8	3	or	OR	ANSATZ	den laufenden Ansatz verwenden
P912-E0931	P915-C138	f81v	f81v.8	4	shedy	SHED+DY	ABSETZEN · SCHLUSS	den Posten absetzen lassen, dann den Teilgang abschließen
P912-E0932	P915-C139	f81v	f81v.8	1	sheedy	SH+EE+DY	HALTEN · LÄNGER · SCHLUSS	länger den Posten halten, dann den Teilgang abschließen
P912-E0933	P915-C140	f81v	f81v.8	1	qolkeedy	SOLK+EE+D_ADDR+Y	AUFFANGEN · LÄNGER · TEIL · POSTEN	länger den Posten auffangen mit dem Teilposten
P912-E0934	P915-C140	f81v	f81v.8	2	daiin	AIIN	STATIONSWERT	STATIONSWERT verwenden
P912-E0935	P915-C140	f81v	f81v.8	3	dkain	D_ADDR+K+AIN	TEIL · IN STATION GEBEN · PORTION	die bezeichnete Einstellung übernehmen mit dem Teilposten
P912-E0936	P915-C140	f81v	f81v.8	4	cphedy	CPH+E+DY	UMLEITEN · KURZ · SCHLUSS	kurz den Posten umleiten, dann den Teilgang abschließen
P912-E0937	P915-C141	f81v	f81v.8	1	oldy	OL+DY	FORTSETZEN · SCHLUSS	den Teilgang fortsetzen, dann den Teilgang abschließen
P912-E0938	P915-C142	f81v	f81v.9	1	yar	Y+AR	POSTEN · QUELLSTATION	den aktuellen Posten beibehalten
P912-E0939	P915-C142	f81v	f81v.9	2	olchey	OL+Y	FORTSETZEN · POSTEN	den Teilgang fortsetzen
P912-E0940	P915-C142	f81v	f81v.9	3	kaiin	K+AIIN	IN STATION GEBEN · STATIONSWERT	die bezeichnete Einstellung übernehmen
P912-E0941	P915-C142	f81v	f81v.9	4	okeey	OK+EE+Y	AN STATION SETZEN · LÄNGER · POSTEN	länger den aktuellen Posten beibehalten
P912-E0942	P915-C142	f81v	f81v.9	5	daiin	AIIN	STATIONSWERT	STATIONSWERT verwenden
P912-E0943	P915-C142	f81v	f81v.9	6	olor	OL+OR	FORTSETZEN · ANSATZ	den Teilgang fortsetzen
P912-E0944	P915-C142	f81v	f81v.9	7	checkhy	CH+E+CKH+Y	AUS STATION NEHMEN · KURZ · DURCHLASS · POSTEN	kurz den Posten durch den sichtbaren Durchlass führen
P912-E0945	P915-C142	f81v	f81v.9	8	daiidy	DA+IIN+DY	ZWEIT · STUFE · SCHLUSS	den Teilgang abschließen auf der eingestellten Stufe
P912-E0946	P915-C143	f81v	f81v.10	1	polshy	P+OL+SH+Y	EINSETZEN · FORTSETZEN · HALTEN · POSTEN	den Posten einsetzen, dann den Teilgang fortsetzen, dann den Posten halten
P912-E0947	P915-C143	f81v	f81v.10	2	ashyteed	A_ADDR+SH+Y+T+EE+D_ADDR	ORT · HALTEN · POSTEN · STELLEN · LÄNGER · TEIL	länger den Posten halten am bezeichneten Ort mit dem Teilposten, dann die Stufe einstellen
P912-E0948	P915-C143	f81v	f81v.10	3	qop	CARRIER_Q+O+P	BEGINNEN · AUSFÜHREN · EINSETZEN	den Stationsgang ausführen, dann den Posten einsetzen
P912-E0949	P915-C143	f81v	f81v.10	4	okeedy	OK+EE+DY	AN STATION SETZEN · LÄNGER · SCHLUSS	länger den Teilgang abschließen
P912-E0950	P915-C144	f81v	f81v.10	1	otedy	OT+E+DY	DANACH · KURZ · SCHLUSS	kurz zum nächsten Teilgang gehen, dann den Teilgang abschließen
P912-E0951	P915-C145	f81v	f81v.10	1	okshedy	OK+SH+E+DY	AN STATION SETZEN · HALTEN · KURZ · SCHLUSS	kurz den Posten halten, dann den Teilgang abschließen
P912-E0952	P915-C146	f81v	f81v.10	1	qoty	OT+Y	DANACH · POSTEN	zum nächsten Teilgang gehen
P912-E0953	P915-C146	f81v	f81v.10	2	dairam	D_ADDR+AIR+A_ADDR+AM_ADDR	TEIL · BECKENLAUF · ORT · INNEN	die bezeichnete Einstellung übernehmen im inneren Becken am bezeichneten Ort mit dem Teilposten
P912-E0954	P915-C146	f81v	f81v.11	3	yshey	Y+SH+E+Y	POSTEN · HALTEN · KURZ · POSTEN	kurz den Posten halten
P912-E0955	P915-C146	f81v	f81v.11	4	qokeey	OK+EE+Y	AN STATION SETZEN · LÄNGER · POSTEN	länger den aktuellen Posten beibehalten
P912-E0956	P915-C146	f81v	f81v.11	5	okeey	OK+EE+Y	AN STATION SETZEN · LÄNGER · POSTEN	länger den aktuellen Posten beibehalten
P912-E0957	P915-C146	f81v	f81v.11	6	oky	OK+Y	AN STATION SETZEN · POSTEN	den aktuellen Posten beibehalten
P912-E0958	P915-C146	f81v	f81v.11	7	ykeey	Y+K+EE+Y	POSTEN · IN STATION GEBEN · LÄNGER · POSTEN	länger den aktuellen Posten beibehalten
P912-E0959	P915-C146	f81v	f81v.11	8	qoky	OK+Y	AN STATION SETZEN · POSTEN	den aktuellen Posten beibehalten
P912-E0960	P915-C146	f81v	f81v.11	9	oky	OK+Y	AN STATION SETZEN · POSTEN	den aktuellen Posten beibehalten
P912-E0961	P915-C146	f81v	f81v.11	10	lky	L+K+Y	LEITEN · IN STATION GEBEN · POSTEN	den Posten weiterleiten
P912-E0962	P915-C146	f81v	f81v.11	11	olchy	OL+CH+Y	FORTSETZEN · AUS STATION NEHMEN · POSTEN	den Teilgang fortsetzen
P912-E0963	P915-C146	f81v	f81v.11	12	ky	K+Y	IN STATION GEBEN · POSTEN	den aktuellen Posten beibehalten
P912-E0964	P915-C146	f81v	f81v.11	13	dsholyd	D_ADDR+SH+OL+Y+D_ADDR	TEIL · HALTEN · FORTSETZEN · POSTEN · TEIL	den Posten halten mit dem Teilposten, dann den Teilgang fortsetzen
P912-E0965	P915-C146	f81v	f81v.12	14	qol	OL	FORTSETZEN	FORTSETZEN verwenden
P912-E0966	P915-C146	f81v	f81v.12	15	ol	OL	FORTSETZEN	FORTSETZEN verwenden
P912-E0967	P915-C146	f81v	f81v.12	16	chdy	CHD+Y	UMSETZEN · POSTEN	den Posten umsetzen
P912-E0968	P915-C146	f81v	f81v.12	17	shedy	SHED+DY	ABSETZEN · SCHLUSS	den Posten absetzen lassen, dann den Teilgang abschließen
P912-E0969	P915-C147	f81v	f81v.12	1	qokedy	OK+E+DY	AN STATION SETZEN · KURZ · SCHLUSS	kurz den Teilgang abschließen
P912-E0970	P915-C148	f81v	f81v.12	1	ytedy	Y+T+E+DY	POSTEN · STELLEN · KURZ · SCHLUSS	kurz die Stufe einstellen, dann den Teilgang abschließen
P912-E0971	P915-C149	f81v	f81v.12	1	chetedy	CH+E+T+E+D_ADDR+Y	AUS STATION NEHMEN · KURZ · STELLEN · KURZ · TEIL · POSTEN	kurz die Stufe einstellen mit dem Teilposten
P912-E0972	P915-C149	f81v	f81v.12	2	lkedey	L+K+E+D_ADDR+E+Y	LEITEN · IN STATION GEBEN · KURZ · TEIL · KURZ · POSTEN	kurz den Posten weiterleiten mit dem Teilposten
P912-E0973	P915-C149	f81v	f81v.12	3	ytedy	Y+T+E+DY	POSTEN · STELLEN · KURZ · SCHLUSS	kurz die Stufe einstellen, dann den Teilgang abschließen
P912-E0974	P915-C150	f81v	f81v.13	1	ykeshey	Y+K+E+SH+E+Y	POSTEN · IN STATION GEBEN · KURZ · HALTEN · KURZ · POSTEN	kurz den Posten halten
P912-E0975	P915-C150	f81v	f81v.13	2	dchsed	D_ADDR+CH+S+E+D_ADDR	TEIL · AUS STATION NEHMEN · AUSWÄHLEN · KURZ · TEIL	kurz die bezeichnete Station auswählen mit dem Teilposten
P912-E0976	P915-C150	f81v	f81v.13	3	ytedy	Y+T+E+DY	POSTEN · STELLEN · KURZ · SCHLUSS	kurz die Stufe einstellen, dann den Teilgang abschließen
P912-E0977	P915-C151	f81v	f81v.13	1	ytedy	Y+T+E+DY	POSTEN · STELLEN · KURZ · SCHLUSS	kurz die Stufe einstellen, dann den Teilgang abschließen
P912-E0978	P915-C152	f81v	f81v.13	1	dar	D_ADDR+AR	TEIL · QUELLSTATION	die bezeichnete Einstellung übernehmen mit dem Teilposten
P912-E0979	P915-C152	f81v	f81v.13	2	ykeday	Y+K+E+DA+Y	POSTEN · IN STATION GEBEN · KURZ · ZWEIT · POSTEN	kurz den aktuellen Posten beibehalten
P912-E0980	P915-C152	f81v	f81v.13	3	qoty	OT+Y	DANACH · POSTEN	zum nächsten Teilgang gehen
P912-E0981	P915-C152	f81v	f81v.13	4	ykedy	Y+K+E+DY	POSTEN · IN STATION GEBEN · KURZ · SCHLUSS	kurz den Teilgang abschließen
P912-E0982	P915-C153	f81v	f81v.13	1	okal	OK+AL	AN STATION SETZEN · ZIELSTATION	die bezeichnete Einstellung übernehmen
P912-E0983	P915-C153	f81v	f81v.14	2	dshedy	SH+E+DY	HALTEN · KURZ · SCHLUSS	kurz den Posten halten, dann den Teilgang abschließen
P912-E0984	P915-C154	f81v	f81v.14	1	ykeedy	Y+K+EE+D_ADDR+Y	POSTEN · IN STATION GEBEN · LÄNGER · TEIL · POSTEN	länger den aktuellen Posten beibehalten mit dem Teilposten
P912-E0985	P915-C154	f81v	f81v.14	2	sheeky	SH+EE+K+Y	HALTEN · LÄNGER · IN STATION GEBEN · POSTEN	länger den Posten halten
P912-E0986	P915-C154	f81v	f81v.14	3	daiin	AIIN	STATIONSWERT	STATIONSWERT verwenden
P912-E0987	P915-C154	f81v	f81v.14	4	okedy	OK+E+DY	AN STATION SETZEN · KURZ · SCHLUSS	kurz den Teilgang abschließen
P912-E0988	P915-C155	f81v	f81v.14	1	qokeed	OK+EE+D_ADDR	AN STATION SETZEN · LÄNGER · TEIL	länger die bezeichnete Einstellung übernehmen mit dem Teilposten
P912-E0989	P915-C155	f81v	f81v.14	2	qokedy	OK+E+DY	AN STATION SETZEN · KURZ · SCHLUSS	kurz den Teilgang abschließen
P912-E0990	P915-C156	f81v	f81v.14	1	lchpchdy	L+CH+P+CHD+Y	LEITEN · AUS STATION NEHMEN · EINSETZEN · UMSETZEN · POSTEN	den Posten weiterleiten, dann den Posten einsetzen, dann den Posten umsetzen
P912-E0991	P915-C156	f81v	f81v.15	2	qokal	OK+AL	AN STATION SETZEN · ZIELSTATION	die bezeichnete Einstellung übernehmen
P912-E0992	P915-C156	f81v	f81v.15	3	chedy	CHD+Y	UMSETZEN · POSTEN	den Posten umsetzen
P912-E0993	P915-C156	f81v	f81v.15	4	ol	OL	FORTSETZEN	FORTSETZEN verwenden
P912-E0994	P915-C156	f81v	f81v.15	5	sheey	SH+EE+Y	HALTEN · LÄNGER · POSTEN	länger den Posten halten
P912-E0995	P915-C156	f81v	f81v.15	6	salshcthdy	S+A_ADDR+LSH+CTH+D_ADDR+Y	AUSWÄHLEN · ORT · SPÜLEN · BEREIT · TEIL · POSTEN	die bezeichnete Station auswählen am bezeichneten Ort mit dem Teilposten, dann die Station spülen, dann den Posten gebrauchsfertig machen
P912-E0996	P915-C156	f81v	f81v.15	7	qofchedy	CARRIER_Q+O+LOCAL_CHAR_F+CHD+Y	BEGINNEN · AUSFÜHREN · NEBENWEG · UMSETZEN · POSTEN	den Stationsgang ausführen, dann den Posten umsetzen
P912-E0997	P915-C156	f81v	f81v.15	8	r	R	MERKEN	den Zustand merken
P912-E0998	P915-C156	f81v	f81v.15	9	chedy	CHD+Y	UMSETZEN · POSTEN	den Posten umsetzen
P912-E0999	P915-C156	f81v	f81v.15	10	ltary	L+T+AR+Y	LEITEN · STELLEN · QUELLSTATION · POSTEN	den Posten weiterleiten, dann die Stufe einstellen
P912-E1000	P915-C156	f81v	f81v.16	11	lor	L+OR	LEITEN · ANSATZ	den Posten weiterleiten
P912-E1001	P915-C156	f81v	f81v.16	12	shedy	SHED+DY	ABSETZEN · SCHLUSS	den Posten absetzen lassen, dann den Teilgang abschließen
P912-E1002	P915-C157	f81v	f81v.16	1	qoeedy	CARRIER_Q+O+EE+D_ADDR+Y	BEGINNEN · AUSFÜHREN · LÄNGER · TEIL · POSTEN	länger den Stationsgang ausführen mit dem Teilposten
P912-E1003	P915-C157	f81v	f81v.16	2	ol	OL	FORTSETZEN	FORTSETZEN verwenden
P912-E1004	P915-C157	f81v	f81v.16	3	chy	Y	POSTEN	POSTEN verwenden
P912-E1005	P915-C157	f81v	f81v.16	4	rshdy	R+SH+D_ADDR+Y	MERKEN · HALTEN · TEIL · POSTEN	den Zustand markieren mit dem Teilposten, dann den Posten halten
P912-E1006	P915-C157	f81v	f81v.16	5	lshedy	LSH+E+DY	SPÜLEN · KURZ · SCHLUSS	kurz die Station spülen, dann den Teilgang abschließen
P912-E1007	P915-C158	f81v	f81v.16	1	dar	D_ADDR+AR	TEIL · QUELLSTATION	die bezeichnete Einstellung übernehmen mit dem Teilposten
P912-E1008	P915-C158	f81v	f81v.16	2	chdy	CHD+Y	UMSETZEN · POSTEN	den Posten umsetzen
P912-E1009	P915-C158	f81v	f81v.16	3	pchdy	P+CHD+Y	EINSETZEN · UMSETZEN · POSTEN	den Posten einsetzen, dann den Posten umsetzen
P912-E1010	P915-C158	f81v	f81v.17	4	sshkchdy	SH+K+CHD+DY	schwenken	schwenken verwenden
P912-E1011	P915-C159	f81v	f81v.17	1	chedy	CHD+Y	UMSETZEN · POSTEN	den Posten umsetzen
P912-E1012	P915-C159	f81v	f81v.17	2	ol	OL	FORTSETZEN	FORTSETZEN verwenden
P912-E1013	P915-C159	f81v	f81v.17	3	shedy	SHED+DY	ABSETZEN · SCHLUSS	den Posten absetzen lassen, dann den Teilgang abschließen
P912-E1014	P915-C160	f81v	f81v.17	1	qolchedy	OL+CHD+DY	FORTSETZEN · UMSETZEN · SCHLUSS	den Teilgang fortsetzen, dann den Posten umsetzen, dann den Teilgang abschließen
P912-E1015	P915-C161	f81v	f81v.17	1	qokain	OK+AIN	AN STATION SETZEN · PORTION	die bezeichnete Einstellung übernehmen mit dem Teilposten
P912-E1016	P915-C161	f81v	f81v.17	2	ckhy	CKH+Y	DURCHLASS · POSTEN	den Posten durch den sichtbaren Durchlass führen
P912-E1017	P915-C161	f81v	f81v.17	3	dl	L	Zusatz	den Zusatz zugeben
P912-E1018	P915-C161	f81v	f81v.17	4	ral	R+AL	abkühlen	abkühlen verwenden
