edition_event_ordinal	event_id	statement_id	card_ordinal_in_statement	physical_page	register	owner_id	surface	final_context_recipe	state_status	state_marker_sequence	gdt570_modifier_voice_clause_de	outer_voice_working_clause_de	owner_bound_control_clause_de	outer_voice_changed	state_atom_alignment	guard
2865	G407-E2865	G407-S426	3	f81r	BIOLOGICAL	F81R_LOWER_POOL	qotaldar	OT+AL+D_ADDR+AR	STATE_CARD	OT	Danach im laufenden Gang: entnimm denselben Stationsposten; zur Zielstation; an der bezeichneten Stelle; von der Ausgangsstation.	Danach im laufenden Gang: entnimm denselben Stationsposten; zur Zielstation; an der bezeichneten Stelle; von der Ausgangsstation.	Danach im laufenden Gang entnimm den Stationsposten [wie zuvor]; zur Zielstation und von der Ausgangsstation; an der bezeichneten Stelle.	NO	1:OT=danach | 2:AL=zum Zielort | 3:D_ADDR=hier | 4:AR=vom Ausgang	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
2866	G407-E2866	G407-S426	4	f81r	BIOLOGICAL	F81R_LOWER_POOL	otedy	OT+E+DY	STATE_CARD	OT+DY	Danach im laufenden Gang: entnimm denselben Stationsposten; auf Grad I; schließe den Schritt.	Danach im laufenden Gang: entnimm denselben Stationsposten; auf Grad I; schließe den Schritt.	Danach im laufenden Gang entnimm den Stationsposten [wie zuvor]; auf Grad I; schließe den Schritt.	NO	1:OT=danach | 2:E=auf Grad I | 3:DY=abschließen	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
2867	G407-E2867	G407-S427	1	f81r	BIOLOGICAL	F81R_LOWER_POOL	oly	OL+Y	STATE_CARD	OL	Weiter im laufenden Gang: entnimm den Stationsposten.	Weiter im laufenden Gang: entnimm den Stationsposten.	Weiter im laufenden Gang entnimm den Stationsposten.	NO	1:OL=weiter | 2:Y=den Posten	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
2868	G407-E2868	G407-S427	2	f81r	BIOLOGICAL	F81R_LOWER_POOL	sar	S+AR	NONSTATE_CARD	NOT_APPLICABLE	Wähle den Stationsposten [wie zuvor]; von der Ausgangsstation.	Wähle den Stationsposten [wie zuvor]; von der Ausgangsstation.	Wähle den Stationsposten [wie zuvor]; von der Ausgangsstation.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
2869	G407-E2869	G407-S427	3	f81r	BIOLOGICAL	F81R_LOWER_POOL	shedy	SH+E+DY	STATE_CARD	DY	Halte denselben Stationsposten; auf Grad I; schließe den Schritt.	Halte denselben Stationsposten; auf Grad I; schließe den Schritt.	Halte den Stationsposten [wie zuvor]; auf Grad I; schließe den Schritt.	NO	1:SH=halten | 2:E=auf Grad I | 3:DY=abschließen	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
2870	G407-E2870	G407-S428	1	f81r	BIOLOGICAL	F81R_LOWER_POOL	qol	OL	STATE_CARD	OL	Weiter im laufenden Gang: halte denselben Stationsposten.	Weiter im laufenden Gang: halte denselben Stationsposten.	Weiter im laufenden Gang halte den Stationsposten [wie zuvor].	NO	1:OL=weiter	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
2871	G407-E2871	G407-S428	2	f81r	BIOLOGICAL	F81R_LOWER_POOL	otain	OT+AIN	STATE_CARD	OT	Danach im laufenden Gang: halte den Stationsanteil.	Danach im laufenden Gang: halte den Stationsanteil.	Danach im laufenden Gang halte den Stationsanteil.	NO	1:OT=danach | 2:AIN=den Anteil	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
2872	G407-E2872	G407-S428	3	f81r	BIOLOGICAL	F81R_LOWER_POOL	okair	OK+AIR	NONSTATE_CARD	NOT_APPLICABLE	Setze den Stationsanteil [wie zuvor] im Stationsgang an; entlang der Stationsbahn.	Setze den Stationsanteil [wie zuvor] im Stationsgang an; entlang der Stationsbahn.	Setze den Stationsanteil [wie zuvor] im Stationsgang an; entlang der Stationsbahn.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
2873	G407-E2873	G407-S428	4	f81r	BIOLOGICAL	F81R_LOWER_POOL	okal	OK+AL	NONSTATE_CARD	NOT_APPLICABLE	Setze den Stationsanteil [wie zuvor] im Stationsgang an; zur Zielstation.	Setze den Stationsanteil [wie zuvor] im Stationsgang an; zur Zielstation.	Setze den Stationsanteil [wie zuvor] im Stationsgang an; zur Zielstation.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
2874	G407-E2874	G407-S428	5	f81r	BIOLOGICAL	F81R_LOWER_POOL	chedy	CHD+Y	NONSTATE_CARD	NOT_APPLICABLE	Bearbeite den Stationsposten.	Bearbeite den Stationsposten.	Bearbeite den Stationsposten.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
2875	G407-E2875	G407-S428	6	f81r	BIOLOGICAL	F81R_LOWER_POOL	dy	Y	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang bearbeite den Stationsposten.	Im laufenden Gang bearbeite den Stationsposten.	Im laufenden Gang bearbeite den Stationsposten.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
2876	G407-E2876	G407-S428	7	f81r	BIOLOGICAL	F81R_LOWER_POOL	pchedy	P+CHD+DY	STATE_CARD	DY	Setze denselben Stationsposten ein und bearbeite denselben Stationsposten; schließe den Schritt.	Setze denselben Stationsposten ein und bearbeite denselben Stationsposten; schließe den Schritt.	Setze den Stationsposten [wie zuvor] ein und bearbeite den Stationsposten [wie zuvor]; schließe den Schritt.	NO	1:P=einsetzen | 2:CHD=bearbeiten | 3:DY=abschließen	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
2877	G407-E2877	G407-S429	1	f81r	BIOLOGICAL	F81R_LOWER_POOL	qokey	OK+E+Y	NONSTATE_CARD	NOT_APPLICABLE	Setze den Stationsposten im Stationsgang an; auf Grad I.	Setze den Stationsposten im Stationsgang an; auf Grad I.	Setze den Stationsposten im Stationsgang an; auf Grad I.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
2878	G407-E2878	G407-S429	2	f81r	BIOLOGICAL	F81R_LOWER_POOL	oteol	OT+E+OL	STATE_CARD	OT+OL	Danach im laufenden Gang: setze denselben Stationsposten im Stationsgang an; auf Grad I; weiterführen.	Danach im laufenden Gang: setze denselben Stationsposten im Stationsgang an; auf Grad I; führe den Gang weiter.	Danach und weiter im laufenden Gang setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad I.	YES	1:OT=danach | 2:E=auf Grad I | 3:OL=weiter	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
2879	G407-E2879	G407-S429	3	f81r	BIOLOGICAL	F81R_LOWER_POOL	qol	OL	STATE_CARD	OL	Weiter im laufenden Gang: setze denselben Stationsposten im Stationsgang an.	Weiter im laufenden Gang: setze denselben Stationsposten im Stationsgang an.	Weiter im laufenden Gang setze den Stationsposten [wie zuvor] im Stationsgang an.	NO	1:OL=weiter	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
2880	G407-E2880	G407-S429	4	f81r	BIOLOGICAL	F81R_LOWER_POOL	sheor	SH+E+OR	NONSTATE_CARD	NOT_APPLICABLE	Halte die Stationseinheit; auf Grad I.	Halte die Stationseinheit; auf Grad I.	Halte die Stationseinheit; auf Grad I.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
2881	G407-E2881	G407-S429	5	f81r	BIOLOGICAL	F81R_LOWER_POOL	shedy	SH+E+DY	STATE_CARD	DY	Halte dieselbe Stationseinheit; auf Grad I; schließe den Schritt.	Halte dieselbe Stationseinheit; auf Grad I; schließe den Schritt.	Halte die Stationseinheit [wie zuvor]; auf Grad I; schließe den Schritt.	NO	1:SH=halten | 2:E=auf Grad I | 3:DY=abschließen	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
2882	G407-E2882	G407-S430	1	f81r	BIOLOGICAL	F81R_LOWER_POOL	qcthdys	CH+T+D_ADDR+Y+S	NONSTATE_CARD	NOT_APPLICABLE	Entnimm den Stationsposten, stelle den Stationsposten ein und wähle den Stationsposten; an der bezeichneten Stelle.	Entnimm den Stationsposten, stelle den Stationsposten ein und wähle den Stationsposten; an der bezeichneten Stelle.	Entnimm den Stationsposten, stelle den Stationsposten ein und wähle den Stationsposten; an der bezeichneten Stelle.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
2883	G407-E2883	G407-S430	2	f81r	BIOLOGICAL	F81R_LOWER_POOL	sol	OL	STATE_CARD	OL	Weiter im laufenden Gang: wähle denselben Stationsposten.	Weiter im laufenden Gang: wähle denselben Stationsposten.	Weiter im laufenden Gang wähle den Stationsposten [wie zuvor].	NO	1:OL=weiter	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
2884	G407-E2884	G407-S430	3	f81r	BIOLOGICAL	F81R_LOWER_POOL	chedy	CHD+Y	NONSTATE_CARD	NOT_APPLICABLE	Bearbeite den Stationsposten.	Bearbeite den Stationsposten.	Bearbeite den Stationsposten.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
2885	G407-E2885	G407-S430	4	f81r	BIOLOGICAL	F81R_LOWER_POOL	qokedy	OK+E+DY	STATE_CARD	DY	Setze denselben Stationsposten im Stationsgang an; auf Grad I; schließe den Schritt.	Setze denselben Stationsposten im Stationsgang an; auf Grad I; schließe den Schritt.	Setze den Stationsposten [wie zuvor] im Stationsgang an; auf Grad I; schließe den Schritt.	NO	1:OK=setzen | 2:E=auf Grad I | 3:DY=abschließen	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
2886	G407-E2886	G407-S431	1	f81r	BIOLOGICAL	F81R_LOWER_POOL	olkedy	OL+K+E+DY	STATE_CARD	OL+DY	Weiter: führe denselben Stationsposten zu; auf Grad I; schließe den Schritt.	Weiter: führe denselben Stationsposten zu; auf Grad I; schließe den Schritt.	Weiter führe den Stationsposten [wie zuvor] zu; auf Grad I; schließe den Schritt.	NO	1:OL=weiter | 2:K=geben | 3:E=auf Grad I | 4:DY=abschließen	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
2887	G407-E2887	G407-S432	1	f81r	BIOLOGICAL	F81R_LOWER_POOL	dol	D_ADDR+OL	STATE_CARD	OL	Weiter im laufenden Gang: führe denselben Stationsposten zu; an der bezeichneten Stelle.	Weiter im laufenden Gang: führe denselben Stationsposten zu; an der bezeichneten Stelle.	Weiter im laufenden Gang führe den Stationsposten [wie zuvor] zu; an der bezeichneten Stelle.	NO	1:D_ADDR=hier | 2:OL=weiter	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
2888	G407-E2888	G407-S432	2	f81r	BIOLOGICAL	F81R_LOWER_POOL	qokchedy	OK+CHD+Y	NONSTATE_CARD	NOT_APPLICABLE	Setze den Stationsposten im Stationsgang an und bearbeite den Stationsposten.	Setze den Stationsposten im Stationsgang an und bearbeite den Stationsposten.	Setze den Stationsposten im Stationsgang an und bearbeite den Stationsposten.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
2889	G407-E2889	G407-S432	3	f81r	BIOLOGICAL	F81R_LOWER_POOL	qokesdy	OK+E+S+DY	STATE_CARD	DY	Setze denselben Stationsposten im Stationsgang an und wähle denselben Stationsposten; auf Grad I; schließe den Schritt.	Setze denselben Stationsposten im Stationsgang an und wähle denselben Stationsposten; auf Grad I; schließe den Schritt.	Setze den Stationsposten [wie zuvor] im Stationsgang an und wähle den Stationsposten [wie zuvor]; auf Grad I; schließe den Schritt.	NO	1:OK=setzen | 2:E=auf Grad I | 3:S=wählen | 4:DY=abschließen	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
2890	G407-E2890	G407-S433	1	f81r	BIOLOGICAL	F81R_LOWER_POOL	chedy	CHD+Y	NONSTATE_CARD	NOT_APPLICABLE	Bearbeite den Stationsposten.	Bearbeite den Stationsposten.	Bearbeite den Stationsposten.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
2891	G407-E2891	G407-S433	2	f81r	BIOLOGICAL	F81R_LOWER_POOL	qokar	OK+AR	NONSTATE_CARD	NOT_APPLICABLE	Setze den Stationsposten [wie zuvor] im Stationsgang an; von der Ausgangsstation.	Setze den Stationsposten [wie zuvor] im Stationsgang an; von der Ausgangsstation.	Setze den Stationsposten [wie zuvor] im Stationsgang an; von der Ausgangsstation.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
2892	G407-E2892	G407-S433	3	f81r	BIOLOGICAL	F81R_LOWER_POOL	chey	Y	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang setze den Stationsposten im Stationsgang an.	Im laufenden Gang setze den Stationsposten im Stationsgang an.	Im laufenden Gang setze den Stationsposten im Stationsgang an.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
2893	G407-E2893	G407-S433	4	f81r	BIOLOGICAL	F81R_LOWER_POOL	taiin	T+AIIN	NONSTATE_CARD	NOT_APPLICABLE	Stelle den Stationswert ein.	Stelle den Stationswert ein.	Stelle den Stationswert ein.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
2894	G407-E2894	G407-S433	5	f81r	BIOLOGICAL	F81R_LOWER_POOL	otey	OT+E+Y	STATE_CARD	OT	Danach im laufenden Gang: stelle den Stationsposten ein; auf Grad I.	Danach im laufenden Gang: stelle den Stationsposten ein; auf Grad I.	Danach im laufenden Gang stelle den Stationsposten ein; auf Grad I.	NO	1:OT=danach | 2:E=auf Grad I | 3:Y=den Posten	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
2895	G407-E2895	G407-S433	6	f81r	BIOLOGICAL	F81R_LOWER_POOL	lchl	L+CH+L	NONSTATE_CARD	NOT_APPLICABLE	Entnimm den Stationsposten [wie zuvor]; über die sichtbare Verbindung [außen] und über die sichtbare Verbindung [innen].	Entnimm den Stationsposten [wie zuvor]; über die sichtbare Verbindung [außen] und über die sichtbare Verbindung [innen].	Entnimm den Stationsposten [wie zuvor]; über die sichtbare Verbindung [außen] und über die sichtbare Verbindung [innen].	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
2896	G407-E2896	G407-S433	7	f81r	BIOLOGICAL	F81R_LOWER_POOL	y	Y	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang entnimm den Stationsposten.	Im laufenden Gang entnimm den Stationsposten.	Im laufenden Gang entnimm den Stationsposten.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
2897	G407-E2897	G407-S433	8	f81r	BIOLOGICAL	F81R_LOWER_POOL	sheedy	SH+EE+DY	STATE_CARD	DY	Halte denselben Stationsposten; auf Grad II; schließe den Schritt.	Halte denselben Stationsposten; auf Grad II; schließe den Schritt.	Halte den Stationsposten [wie zuvor]; auf Grad II; schließe den Schritt.	NO	1:SH=halten | 2:EE=auf Grad II | 3:DY=abschließen	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
2898	G407-E2898	G407-S434	1	f81r	BIOLOGICAL	F81R_LOWER_POOL	shy	Y	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang halte den Stationsposten.	Im laufenden Gang halte den Stationsposten.	Im laufenden Gang halte den Stationsposten.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
2899	G407-E2899	G407-S434	2	f81r	BIOLOGICAL	F81R_LOWER_POOL	chey	Y	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang halte den Stationsposten.	Im laufenden Gang halte den Stationsposten.	Im laufenden Gang halte den Stationsposten.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
2900	G407-E2900	G407-S434	3	f81r	BIOLOGICAL	F81R_LOWER_POOL	l	L	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang halte den Stationsposten [wie zuvor]; über die sichtbare Verbindung.	Im laufenden Gang halte den Stationsposten [wie zuvor]; über die sichtbare Verbindung.	Im laufenden Gang halte den Stationsposten [wie zuvor]; über die sichtbare Verbindung.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
2901	G407-E2901	G407-S434	4	f81r	BIOLOGICAL	F81R_LOWER_POOL	chcthy	CH+CH+T+Y	NONSTATE_CARD	NOT_APPLICABLE	Entnimm den Stationsposten, entnimm den Stationsposten und stelle den Stationsposten ein.	Entnimm den Stationsposten, entnimm den Stationsposten und stelle den Stationsposten ein.	Entnimm den Stationsposten, entnimm den Stationsposten und stelle den Stationsposten ein.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
2902	G407-E2902	G407-S434	5	f81r	BIOLOGICAL	F81R_LOWER_POOL	ytar	Y+T+AR	NONSTATE_CARD	NOT_APPLICABLE	Stelle den Stationsposten ein; von der Ausgangsstation.	Stelle den Stationsposten ein; von der Ausgangsstation.	Stelle den Stationsposten ein; von der Ausgangsstation.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
2903	G407-E2903	G407-S434	6	f81r	BIOLOGICAL	F81R_LOWER_POOL	olkaiin	OL+K+AIIN	STATE_CARD	OL	Weiter: führe den Stationswert zu.	Weiter: führe den Stationswert zu.	Weiter führe den Stationswert zu.	NO	1:OL=weiter | 2:K=geben | 3:AIIN=den Wert	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
2904	G407-E2904	G407-S434	7	f81r	BIOLOGICAL	F81R_LOWER_POOL	ol	OL	STATE_CARD	OL	Weiter im laufenden Gang: führe denselben Stationswert zu.	Weiter im laufenden Gang: führe denselben Stationswert zu.	Weiter im laufenden Gang führe den Stationswert [wie zuvor] zu.	NO	1:OL=weiter	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
2905	G407-E2905	G407-S434	8	f81r	BIOLOGICAL	F81R_LOWER_POOL	l	L	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang führe den Stationswert [wie zuvor] zu; über die sichtbare Verbindung.	Im laufenden Gang führe den Stationswert [wie zuvor] zu; über die sichtbare Verbindung.	Im laufenden Gang führe den Stationswert [wie zuvor] zu; über die sichtbare Verbindung.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
2906	G407-E2906	G407-S434	9	f81r	BIOLOGICAL	F81R_LOWER_POOL	shedy	SH+E+DY	STATE_CARD	DY	Halte denselben Stationswert; auf Grad I; schließe den Schritt.	Halte denselben Stationswert; auf Grad I; schließe den Schritt.	Halte den Stationswert [wie zuvor]; auf Grad I; schließe den Schritt.	NO	1:SH=halten | 2:E=auf Grad I | 3:DY=abschließen	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
2907	G407-E2907	G407-S435	1	f81r	BIOLOGICAL	F81R_LOWER_POOL	qokedy	OK+E+DY	STATE_CARD	DY	Setze denselben Stationswert im Stationsgang an; auf Grad I; schließe den Schritt.	Setze denselben Stationswert im Stationsgang an; auf Grad I; schließe den Schritt.	Setze den Stationswert [wie zuvor] im Stationsgang an; auf Grad I; schließe den Schritt.	NO	1:OK=setzen | 2:E=auf Grad I | 3:DY=abschließen	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
2908	G407-E2908	G407-S436	1	f81r	BIOLOGICAL	F81R_LOWER_POOL	sor	S+OR	NONSTATE_CARD	NOT_APPLICABLE	Wähle die Stationseinheit.	Wähle die Stationseinheit.	Wähle die Stationseinheit.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
2909	G407-E2909	G407-S436	2	f81r	BIOLOGICAL	F81R_LOWER_POOL	olkar	OL+K+AR	STATE_CARD	OL	Weiter: führe dieselbe Stationseinheit zu; von der Ausgangsstation.	Weiter: führe dieselbe Stationseinheit zu; von der Ausgangsstation.	Weiter führe die Stationseinheit [wie zuvor] zu; von der Ausgangsstation.	NO	1:OL=weiter | 2:K=geben | 3:AR=vom Ausgang	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
2910	G407-E2910	G407-S436	3	f81r	BIOLOGICAL	F81R_LOWER_POOL	ol	OL	STATE_CARD	OL	Weiter im laufenden Gang: führe dieselbe Stationseinheit zu.	Weiter im laufenden Gang: führe dieselbe Stationseinheit zu.	Weiter im laufenden Gang führe die Stationseinheit [wie zuvor] zu.	NO	1:OL=weiter	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
2911	G407-E2911	G407-S436	4	f81r	BIOLOGICAL	F81R_LOWER_POOL	kaiin	K+AIIN	NONSTATE_CARD	NOT_APPLICABLE	Führe den Stationswert zu.	Führe den Stationswert zu.	Führe den Stationswert zu.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
2912	G407-E2912	G407-S436	5	f81r	BIOLOGICAL	F81R_LOWER_POOL	olkshdy	OL+K+SH+D_ADDR+Y	STATE_CARD	OL	Weiter: führe den Stationsposten zu und halte den Stationsposten; an der bezeichneten Stelle.	Weiter: führe den Stationsposten zu und halte den Stationsposten; an der bezeichneten Stelle.	Weiter führe den Stationsposten zu und halte den Stationsposten; an der bezeichneten Stelle.	NO	1:OL=weiter | 2:K=geben | 3:SH=halten | 4:D_ADDR=hier | 5:Y=den Posten	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
2913	G407-E2913	G407-S436	6	f81r	BIOLOGICAL	F81R_LOWER_POOL	sol	OL	STATE_CARD	OL	Weiter im laufenden Gang: halte denselben Stationsposten.	Weiter im laufenden Gang: halte denselben Stationsposten.	Weiter im laufenden Gang halte den Stationsposten [wie zuvor].	NO	1:OL=weiter	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
2914	G407-E2914	G407-S436	7	f81r	BIOLOGICAL	F81R_LOWER_POOL	shedy	SH+E+DY	STATE_CARD	DY	Halte denselben Stationsposten; auf Grad I; schließe den Schritt.	Halte denselben Stationsposten; auf Grad I; schließe den Schritt.	Halte den Stationsposten [wie zuvor]; auf Grad I; schließe den Schritt.	NO	1:SH=halten | 2:E=auf Grad I | 3:DY=abschließen	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
2915	G407-E2915	G407-S437	1	f81r	BIOLOGICAL	F81R_LOWER_POOL	ol	OL	STATE_CARD	OL	Weiter im laufenden Gang: halte denselben Stationsposten.	Weiter im laufenden Gang: halte denselben Stationsposten.	Weiter im laufenden Gang halte den Stationsposten [wie zuvor].	NO	1:OL=weiter	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
2916	G407-E2916	G407-S437	2	f81r	BIOLOGICAL	F81R_LOWER_POOL	lchedy	L+CHD+DY	STATE_CARD	DY	Bearbeite denselben Stationsposten; über die sichtbare Verbindung; schließe den Schritt.	Bearbeite denselben Stationsposten; über die sichtbare Verbindung; schließe den Schritt.	Bearbeite den Stationsposten [wie zuvor]; über die sichtbare Verbindung; schließe den Schritt.	NO	1:L=über die Verbindung | 2:CHD=bearbeiten | 3:DY=abschließen	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
2917	G407-E2917	G407-S438	1	f81r	BIOLOGICAL	F81R_LOWER_POOL	shedy	SH+E+DY	STATE_CARD	DY	Halte denselben Stationsposten; auf Grad I; schließe den Schritt.	Halte denselben Stationsposten; auf Grad I; schließe den Schritt.	Halte den Stationsposten [wie zuvor]; auf Grad I; schließe den Schritt.	NO	1:SH=halten | 2:E=auf Grad I | 3:DY=abschließen	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
2918	G407-E2918	G407-S439	1	f81r	BIOLOGICAL	F81R_LOWER_POOL	shy	Y	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang halte den Stationsposten.	Im laufenden Gang halte den Stationsposten.	Im laufenden Gang halte den Stationsposten.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
2919	G407-E2919	G407-S439	2	f81r	BIOLOGICAL	F81R_LOWER_POOL	olkedy	OL+K+E+DY	STATE_CARD	OL+DY	Weiter: führe denselben Stationsposten zu; auf Grad I; schließe den Schritt.	Weiter: führe denselben Stationsposten zu; auf Grad I; schließe den Schritt.	Weiter führe den Stationsposten [wie zuvor] zu; auf Grad I; schließe den Schritt.	NO	1:OL=weiter | 2:K=geben | 3:E=auf Grad I | 4:DY=abschließen	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
2920	G407-E2920	G407-S440	1	f81r	BIOLOGICAL	F81R_LOWER_POOL	ches	CH+E+S	NONSTATE_CARD	NOT_APPLICABLE	Entnimm den Stationsposten [wie zuvor] und wähle den Stationsposten [wie zuvor]; auf Grad I.	Entnimm den Stationsposten [wie zuvor] und wähle den Stationsposten [wie zuvor]; auf Grad I.	Entnimm den Stationsposten [wie zuvor] und wähle den Stationsposten [wie zuvor]; auf Grad I.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
2921	G407-E2921	G407-S440	2	f81r	BIOLOGICAL	F81R_LOWER_POOL	ar	AR	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang wähle den Stationsposten [wie zuvor]; von der Ausgangsstation.	Im laufenden Gang wähle den Stationsposten [wie zuvor]; von der Ausgangsstation.	Im laufenden Gang wähle den Stationsposten [wie zuvor]; von der Ausgangsstation.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
2922	G407-E2922	G407-S440	3	f81r	BIOLOGICAL	F81R_LOWER_POOL	or	OR	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang wähle die Stationseinheit.	Im laufenden Gang wähle die Stationseinheit.	Im laufenden Gang wähle die Stationseinheit.	NO	NOT_APPLICABLE	COMPLETE_EVENT_ORDER__NONSTATE_TEXT_BYTE_UNCHANGED
