assignment_ordinal	event_id	statement_id	physical_page	register	surface	final_context_recipe	state_marker_sequence	marker_ordinal_in_sequence	recipe_atom_position	operator	working_value	outer_slot	position_realization_de	finite_voice_changed	guard
842	G407-E2484	G407-S342	f77r	BIOLOGICAL	qotaiin	OT+AIIN	OT	1	1	OT	DANACH	ENTRY_PREFIX	Danach	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
843	G407-E2485	G407-S342	f77r	BIOLOGICAL	qokeedy	OK+EE+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
844	G407-E2488	G407-S343	f77r	BIOLOGICAL	qokeedy	OK+EE+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
845	G407-E2489	G407-S344	f77r	BIOLOGICAL	qokeedy	OK+EE+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
846	G407-E2494	G407-S345	f77r	BIOLOGICAL	qotain	OT+AIN	OT	1	1	OT	DANACH	ENTRY_PREFIX	Danach	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
847	G407-E2496	G407-S345	f77r	BIOLOGICAL	qokeedy	OK+EE+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
848	G407-E2497	G407-S346	f77r	BIOLOGICAL	qoteey	OT+EE+Y	OT	1	1	OT	DANACH	ENTRY_PREFIX	Danach	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
849	G407-E2500	G407-S346	f77r	BIOLOGICAL	qotedy	OT+E+DY	OT+DY	1	1	OT	DANACH	ENTRY_PREFIX	Danach	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
850	G407-E2500	G407-S346	f77r	BIOLOGICAL	qotedy	OT+E+DY	OT+DY	2	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
851	G407-E2501	G407-S347	f77r	BIOLOGICAL	dalchedy	AL+CHD+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
852	G407-E2503	G407-S348	f77r	BIOLOGICAL	shedy	SH+E+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
853	G407-E2504	G407-S349	f77r	BIOLOGICAL	qokeedy	OK+EE+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
854	G407-E2505	G407-S350	f77r	BIOLOGICAL	qokedy	OK+E+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
855	G407-E2509	G407-S351	f77r	BIOLOGICAL	olaiiny	OL+AIIN+Y	OL	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
856	G407-E2510	G407-S351	f77r	BIOLOGICAL	qoteedy	OT+EE+DY	OT+DY	1	1	OT	DANACH	ENTRY_PREFIX	Danach	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
857	G407-E2510	G407-S351	f77r	BIOLOGICAL	qoteedy	OT+EE+DY	OT+DY	2	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
858	G407-E2512	G407-S352	f77r	BIOLOGICAL	lchedy	L+CHD+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
859	G407-E2518	G407-S353	f77r	BIOLOGICAL	okedy	OK+E+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
860	G407-E2523	G407-S354	f77r	BIOLOGICAL	lchedy	L+CHD+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
861	G407-E2524	G407-S355	f77r	BIOLOGICAL	olshedy	OL+SH+E+DY	OL+DY	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
862	G407-E2524	G407-S355	f77r	BIOLOGICAL	olshedy	OL+SH+E+DY	OL+DY	2	4	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
863	G407-E2525	G407-S356	f77r	BIOLOGICAL	qokeedy	OK+EE+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
864	G407-E2529	G407-S357	f77r	BIOLOGICAL	dol	D_ADDR+OL	OL	1	2	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
865	G407-E2534	G407-S357	f77r	BIOLOGICAL	qolchy	OL+CH+Y	OL	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
866	G407-E2535	G407-S357	f77r	BIOLOGICAL	otedy	OT+E+DY	OT+DY	1	1	OT	DANACH	ENTRY_PREFIX	Danach	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
867	G407-E2535	G407-S357	f77r	BIOLOGICAL	otedy	OT+E+DY	OT+DY	2	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
868	G407-E2537	G407-S358	f77r	BIOLOGICAL	shedy	SH+E+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
869	G407-E2543	G407-S359	f77r	BIOLOGICAL	qoteedy	OT+EE+DY	OT+DY	1	1	OT	DANACH	ENTRY_PREFIX	Danach	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
870	G407-E2543	G407-S359	f77r	BIOLOGICAL	qoteedy	OT+EE+DY	OT+DY	2	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
871	G407-E2544	G407-S360	f77r	BIOLOGICAL	qokeedy	OK+EE+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
872	G407-E2547	G407-S361	f77r	BIOLOGICAL	lchedy	L+CHD+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
873	G407-E2549	G407-S362	f77r	BIOLOGICAL	solchedy	S+OL+CHD+Y	OL	1	2	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
874	G407-E2552	G407-S362	f77r	BIOLOGICAL	shedy	SH+E+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
875	G407-E2553	G407-S363	f77r	BIOLOGICAL	qokeedy	OK+EE+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
876	G407-E2554	G407-S364	f77r	BIOLOGICAL	qotedy	OT+E+DY	OT+DY	1	1	OT	DANACH	ENTRY_PREFIX	Danach	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
877	G407-E2554	G407-S364	f77r	BIOLOGICAL	qotedy	OT+E+DY	OT+DY	2	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
878	G407-E2555	G407-S365	f77r	BIOLOGICAL	olchey	OL+Y	OL	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
879	G407-E2556	G407-S365	f77r	BIOLOGICAL	qotey	OT+E+Y	OT	1	1	OT	DANACH	ENTRY_PREFIX	Danach	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
880	G407-E2558	G407-S365	f77r	BIOLOGICAL	olcheedy	OL+CH+EE+DY	OL+DY	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
881	G407-E2558	G407-S365	f77r	BIOLOGICAL	olcheedy	OL+CH+EE+DY	OL+DY	2	4	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
882	G407-E2562	G407-S366	f77r	BIOLOGICAL	cheeol	SH+EE+OL	OL	1	3	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
883	G407-E2563	G407-S366	f77r	BIOLOGICAL	qokeedy	OK+EE+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
884	G407-E2564	G407-S367	f77r	BIOLOGICAL	qokeedy	OK+EE+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
885	G407-E2565	G407-S368	f77r	BIOLOGICAL	qotal	OT+AL	OT	1	1	OT	DANACH	ENTRY_PREFIX	Danach	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
886	G407-E2570	G407-S368	f77r	BIOLOGICAL	qolkain	OL+K+AIN	OL	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
887	G407-E2572	G407-S368	f77r	BIOLOGICAL	lol	L+OL	OL	1	2	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
888	G407-E2576	G407-S368	f77r	BIOLOGICAL	qotedy	OT+E+DY	OT+DY	1	1	OT	DANACH	ENTRY_PREFIX	Danach	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
889	G407-E2576	G407-S368	f77r	BIOLOGICAL	qotedy	OT+E+DY	OT+DY	2	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
890	G407-E2577	G407-S369	f77r	BIOLOGICAL	qotedy	OT+E+DY	OT+DY	1	1	OT	DANACH	ENTRY_PREFIX	Danach	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
891	G407-E2577	G407-S369	f77r	BIOLOGICAL	qotedy	OT+E+DY	OT+DY	2	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
892	G407-E2578	G407-S370	f77r	BIOLOGICAL	qotary	OT+AR+Y	OT	1	1	OT	DANACH	ENTRY_PREFIX	Danach	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
893	G407-E2582	G407-S370	f77r	BIOLOGICAL	ol	OL	OL	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
894	G407-E2589	G407-S370	f77r	BIOLOGICAL	qol	OL	OL	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
895	G407-E2590	G407-S370	f77r	BIOLOGICAL	keedy	K+EE+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
896	G407-E2591	G407-S371	f77r	BIOLOGICAL	qoteeedy	OT+EEE+DY	OT+DY	1	1	OT	DANACH	ENTRY_PREFIX	Danach	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
897	G407-E2591	G407-S371	f77r	BIOLOGICAL	qoteeedy	OT+EEE+DY	OT+DY	2	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
898	G407-E2597	G407-S372	f77r	BIOLOGICAL	shedy	SH+E+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
899	G407-E2599	G407-S373	f77r	BIOLOGICAL	qolchedy	OL+CHD+DY	OL+DY	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
900	G407-E2599	G407-S373	f77r	BIOLOGICAL	qolchedy	OL+CHD+DY	OL+DY	2	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
901	G407-E2604	G407-S374	f77r	BIOLOGICAL	solkeey	OL+K+EE+Y	OL	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
902	G407-E2608	G407-S374	f77r	BIOLOGICAL	sheedy	SH+EE+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
903	G407-E2612	G407-S375	f77r	BIOLOGICAL	dshedy	SH+E+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
904	G407-E2613	G407-S376	f77r	BIOLOGICAL	pchedy	P+CHD+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
905	G407-E2614	G407-S377	f77r	BIOLOGICAL	qotain	OT+AIN	OT	1	1	OT	DANACH	ENTRY_PREFIX	Danach	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
906	G407-E2616	G407-S377	f77r	BIOLOGICAL	dolchl	D_ADDR+OL+CH+L	OL	1	2	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
907	G407-E2617	G407-S377	f77r	BIOLOGICAL	qokeedy	OK+EE+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
908	G407-E2618	G407-S378	f77r	BIOLOGICAL	qokol	OK+OL	OL	1	2	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
909	G407-E2619	G407-S378	f77r	BIOLOGICAL	olchey	OL+Y	OL	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
910	G407-E2620	G407-S378	f77r	BIOLOGICAL	teeolain	T+EE+OL+AIN	OL	1	3	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
911	G407-E2622	G407-S378	f77r	BIOLOGICAL	qoteedy	OT+EE+DY	OT+DY	1	1	OT	DANACH	ENTRY_PREFIX	Danach	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
912	G407-E2622	G407-S378	f77r	BIOLOGICAL	qoteedy	OT+EE+DY	OT+DY	2	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
913	G407-E2626	G407-S379	f77r	BIOLOGICAL	lchedy	L+CHD+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
914	G407-E2627	G407-S380	f77r	BIOLOGICAL	pol	P+OL	OL	1	2	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
915	G407-E2628	G407-S380	f77r	BIOLOGICAL	shedy	SH+E+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
916	G407-E2632	G407-S381	f77r	BIOLOGICAL	qol	OL	OL	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
917	G407-E2634	G407-S381	f77r	BIOLOGICAL	shedy	SH+E+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
918	G407-E2635	G407-S382	f77r	BIOLOGICAL	qol	OL	OL	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
919	G407-E2636	G407-S382	f77r	BIOLOGICAL	olaiin	OL+AIIN	OL	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
920	G407-E2641	G407-S382	f77r	BIOLOGICAL	sheedy	SH+EE+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
921	G407-E2644	G407-S383	f77r	BIOLOGICAL	ol	OL	OL	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
922	G407-E2645	G407-S383	f77r	BIOLOGICAL	eeedy	EEE+DY	DY	1	2	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
923	G407-E2647	G407-S384	f77r	BIOLOGICAL	sheeol	SH+EE+OL	OL	1	3	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
924	G407-E2648	G407-S384	f77r	BIOLOGICAL	qotaiin	OT+AIIN	OT	1	1	OT	DANACH	ENTRY_PREFIX	Danach	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
925	G407-E2649	G407-S384	f77r	BIOLOGICAL	shody	SH+O+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
926	G407-E2650	G407-S385	f77r	BIOLOGICAL	qoty	OT+Y	OT	1	1	OT	DANACH	ENTRY_PREFIX	Danach	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
927	G407-E2653	G407-S385	f77r	BIOLOGICAL	qolchey	OL+Y	OL	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
928	G407-E2654	G407-S385	f77r	BIOLOGICAL	qotedy	OT+E+DY	OT+DY	1	1	OT	DANACH	ENTRY_PREFIX	Danach	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
929	G407-E2654	G407-S385	f77r	BIOLOGICAL	qotedy	OT+E+DY	OT+DY	2	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
930	G407-E2655	G407-S386	f77r	BIOLOGICAL	qotal	OT+AL	OT	1	1	OT	DANACH	ENTRY_PREFIX	Danach	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
931	G407-E2660	G407-S386	f77r	BIOLOGICAL	arol	AR+OL	OL	1	2	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
932	G407-E2661	G407-S386	f77r	BIOLOGICAL	qokeedy	OK+EE+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
933	G407-E2662	G407-S387	f77r	BIOLOGICAL	qotedy	OT+E+DY	OT+DY	1	1	OT	DANACH	ENTRY_PREFIX	Danach	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
934	G407-E2662	G407-S387	f77r	BIOLOGICAL	qotedy	OT+E+DY	OT+DY	2	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
935	G407-E2663	G407-S388	f77r	BIOLOGICAL	qokeedy	OK+EE+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
936	G407-E2664	G407-S389	f77r	BIOLOGICAL	qokeedy	OK+EE+DY	DY	1	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
937	G407-E2671	G407-S390	f77r	BIOLOGICAL	ol	OL	OL	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
938	G407-E2673	G407-S390	f77r	BIOLOGICAL	qotaiin	OT+AIIN	OT	1	1	OT	DANACH	ENTRY_PREFIX	Danach	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
939	G407-E2674	G407-S390	f77r	BIOLOGICAL	qoteedy	OT+EE+DY	OT+DY	1	1	OT	DANACH	ENTRY_PREFIX	Danach	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
940	G407-E2674	G407-S390	f77r	BIOLOGICAL	qoteedy	OT+EE+DY	OT+DY	2	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
941	G407-E2675	G407-S391	f77r	BIOLOGICAL	qotedy	OT+E+DY	OT+DY	1	1	OT	DANACH	ENTRY_PREFIX	Danach	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
942	G407-E2675	G407-S391	f77r	BIOLOGICAL	qotedy	OT+E+DY	OT+DY	2	3	DY	ABSCHLIESSEN	FOLLOWER_SUFFIX	schließe den Schritt	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
943	G407-E2679	G407-S392	f77r	BIOLOGICAL	qol	OL	OL	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
944	G407-E2683	G407-S392	f77r	BIOLOGICAL	loly	L+OL+Y	OL	1	2	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
945	G407-E2693	G407-S392	f77r	BIOLOGICAL	ol	OL	OL	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
946	G407-E2702	G407-S392	f77r	BIOLOGICAL	otey	OT+E+Y	OT	1	1	OT	DANACH	ENTRY_PREFIX	Danach	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
947	G407-E2706	G407-S392	f77r	BIOLOGICAL	saiisol	S+A_ADDR+IIN+S+OL	OL	1	5	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
948	G407-E2713	G407-S392	f77r	BIOLOGICAL	oloky	OL+OK+Y	OL	1	1	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
949	G407-E2714	G407-S393	f81r	BIOLOGICAL	polchoy	P+OL+CH+O+Y	OL	1	2	OL	FORTSETZEN	ENTRY_PREFIX	Weiter	NO	EVERY_MARKER_ASSIGNED_ONCE__WRITTEN_ORDER_UNCHANGED
