statement_ordinal	statement_id	physical_page	register	owner_id	host_count	action_count	completed_object_action_count	remaining_action_gap_count	changed_host_count	paragraph_count	coverage_state	completed_root_profile	remaining_root_profile	gdt584_reader_de	gdt598_integrated_reader_de	paragraph_count_preserved
164	G407-S449	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	11	7	2	5	2	1	MIXED_COMPLETED_AND_GAP_ACTIONS	CHD:1|SH:1	CH:2|K:2|OK:1	Fahre im selben Arbeitsgang fort. Verwende für den vorangehenden Arbeitsschritt die Becken- oder Körpereinheit. Fahre im selben Arbeitsgang fort. Halte im Bad auf Grad I. Entnimm oder lass ab. Führe das Stations- oder Badmaß zur Zielstation oder ins Zielbecken zu. Beschicke oder bereite das Stations- oder Badmaß auf Grad II und zur Zielstation oder ins Zielbecken vor. Entnimm oder lass ab. Führe den Stationsansatz zu. Behandle den Ansatz. Schließe den Arbeitsgang.	Fahre im selben Arbeitsgang fort. Verwende für den vorangehenden Arbeitsschritt die Becken- oder Körpereinheit. Fahre im selben Arbeitsgang fort. Halte dieselbe Becken- oder Körpereinheit im Bad auf Grad I. Entnimm oder lass ab. Führe das Stations- oder Badmaß zur Zielstation oder ins Zielbecken zu. Beschicke oder bereite das Stations- oder Badmaß auf Grad II und zur Zielstation oder ins Zielbecken vor. Entnimm oder lass ab. Führe den Stationsansatz zu. Behandle denselben Stationsansatz. Schließe den Arbeitsgang.	YES
165	G407-S450	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	5	2	1	1	1	1	MIXED_COMPLETED_AND_GAP_ACTIONS	SH:1	K:1	Fahre im selben Arbeitsgang fort. Führe den Stationsansatz und die Becken- oder Körpereinheit zu. Fahre im selben Arbeitsgang fort. Halte im Bad auf Grad I. Schließe den Arbeitsgang.	Fahre im selben Arbeitsgang fort. Führe den Stationsansatz und die Becken- oder Körpereinheit zu. Fahre im selben Arbeitsgang fort. Halte dieselbe Stationseinheit im Bad auf Grad I. Schließe den Arbeitsgang.	YES
166	G407-S451	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	2	1	1	0	1	1	ALL_ACTIONS_OBJECT_COMPLETE	SH:1	NONE	Halte im Bad auf Grad II. Schließe den Arbeitsgang.	Halte die Badeinheit im Bad auf Grad II. Schließe den Arbeitsgang.	YES
167	G407-S455	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	8	6	3	3	2	1	MIXED_COMPLETED_AND_GAP_ACTIONS	SH:2|T:1	OK:1|P:2	Wende an. Fahre im selben Arbeitsgang fort. Halte den Stationsansatz im Bad. Halte den Stationsansatz im Bad an der Stations-Hauptstelle. Lass anschließend auf Grad II und an der Stations-Arbeitsstelle abkühlen. Wende in Anwendungsform und als neuer Bad- oder Stationsansatz an. Beschicke oder bereite auf Grad II vor. Schließe den Arbeitsgang.	Wende an. Fahre im selben Arbeitsgang fort. Halte den Körper im Bad. Halte den Stationsansatz im Bad an der Stations-Hauptstelle. Lass denselben Stationsansatz anschließend auf Grad II und an der Stations-Arbeitsstelle abkühlen. Wende in Anwendungsform und als neuer Bad- oder Stationsansatz an. Beschicke oder bereite auf Grad II vor. Schließe den Arbeitsgang.	YES
168	G407-S457	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	3	2	1	1	1	1	MIXED_COMPLETED_AND_GAP_ACTIONS	SH:1	OK:1	Beschicke oder bereite vor. Halte im Bad auf Grad I. Schließe den Arbeitsgang.	Beschicke oder bereite vor. Halte den Körper im Bad auf Grad I. Schließe den Arbeitsgang.	YES
169	G407-S458	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	21	13	4	9	1	2	MIXED_COMPLETED_AND_GAP_ACTIONS	CHD:1|SH:3	CH:1|K:3|OK:5	"Beginne danach den nächsten Arbeitsgang.

Verwende für den vorangehenden Arbeitsschritt den Stationsansatz. Halte den Stationsansatz im Bad auf Grad I, an der Stations-Hauptstelle, an der Stations-Nebenstelle, an der Stations-Arbeitsstelle und entlang des Stationswegs oder Kanals. Beschicke oder bereite den Stationsansatz auf Grad II vor. Beschicke oder bereite den Stationsansatz auf Grad II vor. Beschicke oder bereite den Stationsansatz vor. Führe den Stationsansatz auf Grad II zu. Beschicke oder bereite den Stationsansatz vor. Beschicke oder bereite den Stationsansatz vor. Führe den Stationsansatz über den Stationskontakt oder die Leitung zu. Fahre im selben Arbeitsgang fort. Entnimm oder lass den Stationsansatz ab. Führe den Stationsansatz zu. Halte den Stationsansatz im Bad an der Stations-Arbeitsstelle. Fahre im selben Arbeitsgang fort. Verwende für den vorangehenden Arbeitsschritt an der Stations-Arbeitsstelle. Fahre im selben Arbeitsgang fort. Fahre im selben Arbeitsgang fort. Behandle den Stationsansatz. Halte im Bad auf Grad I. Schließe den Arbeitsgang."	"Beginne danach den nächsten Arbeitsgang.

Verwende für den vorangehenden Arbeitsschritt den Stationsansatz. Halte den Stationsansatz im Bad auf Grad I, an der Stations-Hauptstelle, an der Stations-Nebenstelle, an der Stations-Arbeitsstelle und entlang des Stationswegs oder Kanals. Beschicke oder bereite den Stationsansatz auf Grad II vor. Beschicke oder bereite den Stationsansatz auf Grad II vor. Beschicke oder bereite den Stationsansatz vor. Führe den Stationsansatz auf Grad II zu. Beschicke oder bereite den Stationsansatz vor. Beschicke oder bereite den Stationsansatz vor. Führe den Stationsansatz über den Stationskontakt oder die Leitung zu. Fahre im selben Arbeitsgang fort. Entnimm oder lass den Stationsansatz ab. Führe den Stationsansatz zu. Halte den Stationsansatz im Bad an der Stations-Arbeitsstelle. Fahre im selben Arbeitsgang fort. Verwende für den vorangehenden Arbeitsschritt an der Stations-Arbeitsstelle. Fahre im selben Arbeitsgang fort. Fahre im selben Arbeitsgang fort. Behandle den Stationsansatz. Halte denselben Stationsansatz im Bad auf Grad I. Schließe den Arbeitsgang."	YES
170	G407-S460	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	2	1	1	0	0	1	ALL_ACTIONS_OBJECT_COMPLETE	T:1	NONE	Temperiere den Stationsansatz auf Grad I. Schließe den Arbeitsgang.	Temperiere den Stationsansatz auf Grad I. Schließe den Arbeitsgang.	YES
171	G407-S461	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	5	4	2	2	0	1	MIXED_COMPLETED_AND_GAP_ACTIONS	T:2	CH:1|K:1	Entnimm oder lass auf Grad I ab. Temperiere den Stationsansatz auf Grad I und an der Stations-Arbeitsstelle. Führe den Stationsansatz auf Grad I, an der Stations-Arbeitsstelle und über den Stationskontakt oder die Leitung zu. Temperiere den Stationsansatz auf Grad I. Schließe den Arbeitsgang.	Entnimm oder lass auf Grad I ab. Temperiere den Stationsansatz auf Grad I und an der Stations-Arbeitsstelle. Führe den Stationsansatz auf Grad I, an der Stations-Arbeitsstelle und über den Stationskontakt oder die Leitung zu. Temperiere den Stationsansatz auf Grad I. Schließe den Arbeitsgang.	YES
172	G407-S462	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	6	5	3	2	2	1	MIXED_COMPLETED_AND_GAP_ACTIONS	S:1|SH:1|T:1	CH:1|K:1	Führe den Stationsansatz auf Grad I zu. Halte den Stationsansatz im Bad auf Grad I. Entnimm oder lass an der Stations-Arbeitsstelle ab. Wähle die Einheit auf Grad I und an der Stations-Arbeitsstelle aus. Temperiere den Stationsansatz auf Grad I. Schließe den Arbeitsgang.	Führe den Stationsansatz auf Grad I zu. Halte den Körper im Bad auf Grad I. Entnimm oder lass an der Stations-Arbeitsstelle ab. Wähle denselben Körper auf Grad I und an der Stations-Arbeitsstelle aus. Temperiere den Stationsansatz auf Grad I. Schließe den Arbeitsgang.	YES
173	G407-S463	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	2	1	1	0	0	1	ALL_ACTIONS_OBJECT_COMPLETE	T:1	NONE	Temperiere den Stationsansatz auf Grad I. Schließe den Arbeitsgang.	Temperiere den Stationsansatz auf Grad I. Schließe den Arbeitsgang.	YES
174	G407-S465	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	3	2	1	1	1	1	MIXED_COMPLETED_AND_GAP_ACTIONS	SH:1	OK:1	Beschicke oder bereite zur Zielstation oder ins Zielbecken vor. Halte im Bad auf Grad I. Schließe den Arbeitsgang.	Beschicke oder bereite zur Zielstation oder ins Zielbecken vor. Halte den Körper im Bad auf Grad I. Schließe den Arbeitsgang.	YES
175	G407-S466	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	5	4	1	3	1	1	MIXED_COMPLETED_AND_GAP_ACTIONS	SH:1	K:2|OK:1	Führe den Stationsansatz auf Grad II und an der Stations-Arbeitsstelle zu. Halte im Bad auf Grad II. Führe den Stationsansatz und das Stations- oder Badmaß zu. Beschicke oder bereite auf Grad I vor. Schließe den Arbeitsgang.	Führe den Stationsansatz auf Grad II und an der Stations-Arbeitsstelle zu. Halte denselben Stationsansatz im Bad auf Grad II. Führe den Stationsansatz und das Stations- oder Badmaß zu. Beschicke oder bereite auf Grad I vor. Schließe den Arbeitsgang.	YES
176	G407-S468	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	17	15	9	6	4	1	MIXED_COMPLETED_AND_GAP_ACTIONS	CHD:4|S:1|SH:2|T:2	CH:2|OK:1|P:1|R:1|SH:1	Entnimm oder lass über den Stationskontakt oder die Leitung ab. Wende an. Behandle den Stationsansatz. Beschicke oder bereite zur Zielstation oder ins Zielbecken vor. Behandle den Stationsansatz. Fahre im selben Arbeitsgang fort. Halte den Stationsansatz im Bad auf Grad II. Wähle die Einheit an der Stations-Hauptstelle aus. Halte den Zustand über den Stationskontakt oder die Leitung. Entnimm oder lass ab. Reguliere den Stationsansatz an der Stations-Arbeitsstelle. Behandle den Stationsansatz in Anwendungsform, in Feinform und als neuer Bad- oder Stationsansatz. Kennzeichne oder prüfe. Behandle den Stationsansatz. Reguliere den Stationsansatz und die Becken- oder Körpereinheit von der Ausgangsstation oder aus dem Ausgangsbecken und über den Stationskontakt oder die Leitung. Halte im Bad auf Grad I. Schließe den Arbeitsgang.	Entnimm oder lass über den Stationskontakt oder die Leitung ab. Wende an. Behandle den Stationsansatz. Beschicke oder bereite zur Zielstation oder ins Zielbecken vor. Behandle den Stationsansatz. Fahre im selben Arbeitsgang fort. Halte den Körper im Bad auf Grad II. Wähle denselben Körper an der Stations-Hauptstelle aus. Halte den Zustand über den Stationskontakt oder die Leitung. Entnimm oder lass ab. Reguliere den Stationsansatz an der Stations-Arbeitsstelle. Behandle den Stationsansatz in Anwendungsform, in Feinform und als neuer Bad- oder Stationsansatz. Kennzeichne oder prüfe. Behandle den Stationsansatz. Reguliere den Stationsansatz und die Stationseinheit von der Ausgangsstation oder aus dem Ausgangsbecken und über den Stationskontakt oder die Leitung. Halte dieselbe Stationseinheit im Bad auf Grad I. Schließe den Arbeitsgang.	YES
177	G407-S469	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	6	3	2	1	1	1	MIXED_COMPLETED_AND_GAP_ACTIONS	SH:2	R:1	Verwende für den vorangehenden Arbeitsschritt den Stationsansatz, in Anwendungsform, auf Grad II, als neuer Bad- oder Stationsansatz und an der Stations-Arbeitsstelle. Fahre im selben Arbeitsgang fort. Kennzeichne oder prüfe den Stationsansatz. Halte den Stationsansatz im Bad an der Stations-Arbeitsstelle. Halte im Bad auf Grad I und über den Stationskontakt oder die Leitung. Schließe den Arbeitsgang.	Verwende für den vorangehenden Arbeitsschritt den Stationsansatz, in Anwendungsform, auf Grad II, als neuer Bad- oder Stationsansatz und an der Stations-Arbeitsstelle. Fahre im selben Arbeitsgang fort. Kennzeichne oder prüfe den Stationsansatz. Halte den Stationsansatz im Bad an der Stations-Arbeitsstelle. Halte den Stationsansatz im Bad auf Grad I und über den Stationskontakt oder die Leitung. Schließe den Arbeitsgang.	YES
178	G407-S470	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	8	6	3	3	1	1	MIXED_COMPLETED_AND_GAP_ACTIONS	CHD:3	K:1|P:1|SH:1	Verwende für den vorangehenden Arbeitsschritt an der Stations-Arbeitsstelle und von der Ausgangsstation oder aus dem Ausgangsbecken. Behandle den Stationsansatz. Wende an. Behandle den Stationsansatz. Halte den Zustand. Führe zu. Behandle den Ansatz. Schließe den Arbeitsgang.	Verwende für den vorangehenden Arbeitsschritt an der Stations-Arbeitsstelle und von der Ausgangsstation oder aus dem Ausgangsbecken. Behandle den Stationsansatz. Wende an. Behandle den Stationsansatz. Halte den Zustand. Führe zu. Behandle denselben Stationsansatz. Schließe den Arbeitsgang.	YES
179	G407-S471	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	4	2	2	0	1	1	ALL_ACTIONS_OBJECT_COMPLETE	CHD:1|SH:1	NONE	Behandle den Stationsansatz. Fahre im selben Arbeitsgang fort. Halte im Bad auf Grad I. Schließe den Arbeitsgang.	Behandle den Stationsansatz. Fahre im selben Arbeitsgang fort. Halte denselben Stationsansatz im Bad auf Grad I. Schließe den Arbeitsgang.	YES
180	G407-S472	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	3	1	1	0	1	1	ALL_ACTIONS_OBJECT_COMPLETE	CHD:1	NONE	Fahre im selben Arbeitsgang fort. Behandle den Ansatz. Schließe den Arbeitsgang.	Fahre im selben Arbeitsgang fort. Behandle den Stationsansatz. Schließe den Arbeitsgang.	YES
181	G407-S473	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	7	6	1	5	1	1	MIXED_COMPLETED_AND_GAP_ACTIONS	CHD:1	CH:1|K:1|OK:2|R:1	Beschicke oder bereite die Anwendungsportion vor. Entnimm oder lass ab. Führe den Stationsansatz über den Stationskontakt oder die Leitung zu. Kennzeichne oder prüfe zur Zielstation oder ins Zielbecken. Beschicke oder bereite vor. Behandle den Ansatz. Schließe den Arbeitsgang.	Beschicke oder bereite die Anwendungsportion vor. Entnimm oder lass ab. Führe den Stationsansatz über den Stationskontakt oder die Leitung zu. Kennzeichne oder prüfe zur Zielstation oder ins Zielbecken. Beschicke oder bereite vor. Behandle denselben Stationsansatz. Schließe den Arbeitsgang.	YES
182	G407-S474	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	7	3	1	2	1	1	MIXED_COMPLETED_AND_GAP_ACTIONS	SH:1	CH:1|K:1	Verwende für den vorangehenden Arbeitsschritt den Stationsansatz. Fahre im selben Arbeitsgang fort. Entnimm oder lass ab. Führe den Stationsansatz auf Grad I zu. Fahre im selben Arbeitsgang fort. Halte im Bad auf Grad I. Schließe den Arbeitsgang.	Verwende für den vorangehenden Arbeitsschritt den Stationsansatz. Fahre im selben Arbeitsgang fort. Entnimm oder lass ab. Führe den Stationsansatz auf Grad I zu. Fahre im selben Arbeitsgang fort. Halte denselben Stationsansatz im Bad auf Grad I. Schließe den Arbeitsgang.	YES
183	G407-S477	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	9	5	1	4	1	1	MIXED_COMPLETED_AND_GAP_ACTIONS	SH:1	CH:1|K:2|OK:1	Entnimm oder lass ab. Führe den Stationsansatz zu. Beschicke oder bereite den Stationsansatz vor. Fahre im selben Arbeitsgang fort. Führe den Stationsansatz zu. Verwende für den vorangehenden Arbeitsschritt auf Grad II. Fahre im selben Arbeitsgang fort. Halte im Bad auf Grad I. Schließe den Arbeitsgang.	Entnimm oder lass ab. Führe den Stationsansatz zu. Beschicke oder bereite den Stationsansatz vor. Fahre im selben Arbeitsgang fort. Führe den Stationsansatz zu. Verwende für den vorangehenden Arbeitsschritt auf Grad II. Fahre im selben Arbeitsgang fort. Halte denselben Stationsansatz im Bad auf Grad I. Schließe den Arbeitsgang.	YES
184	G407-S478	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	6	4	0	4	0	1	GAP_ONLY_ACTIONS	NONE	CH:1|K:1|OK:1|SH:1	Beschicke oder bereite von der Ausgangsstation oder aus dem Ausgangsbecken vor. Halte den Zustand. Entnimm oder lass ab. Führe den Stationsansatz auf Grad I zu. Verwende für den vorangehenden Arbeitsschritt an der Stations-Arbeitsstelle. Schließe den Arbeitsgang.	Beschicke oder bereite von der Ausgangsstation oder aus dem Ausgangsbecken vor. Halte den Zustand. Entnimm oder lass ab. Führe den Stationsansatz auf Grad I zu. Verwende für den vorangehenden Arbeitsschritt an der Stations-Arbeitsstelle. Schließe den Arbeitsgang.	YES
185	G407-S479	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	11	8	2	6	0	1	MIXED_COMPLETED_AND_GAP_ACTIONS	CHD:1|T:1	CH:2|K:1|OK:3	Beschicke oder bereite von der Ausgangsstation oder aus dem Ausgangsbecken vor. Beschicke oder bereite den Stationsansatz zur Zielstation oder ins Zielbecken vor. Verwende für den vorangehenden Arbeitsschritt an der Stations-Arbeitsstelle. Fahre im selben Arbeitsgang fort. Entnimm oder lass in Anwendungsform und als neuer Bad- oder Stationsansatz ab. Temperiere den Stationsansatz auf Grad I. Entnimm oder lass ab. Führe zur Zielstation oder ins Zielbecken zu. Behandle den Stationsansatz. Beschicke oder bereite auf Grad I vor. Schließe den Arbeitsgang.	Beschicke oder bereite von der Ausgangsstation oder aus dem Ausgangsbecken vor. Beschicke oder bereite den Stationsansatz zur Zielstation oder ins Zielbecken vor. Verwende für den vorangehenden Arbeitsschritt an der Stations-Arbeitsstelle. Fahre im selben Arbeitsgang fort. Entnimm oder lass in Anwendungsform und als neuer Bad- oder Stationsansatz ab. Temperiere den Stationsansatz auf Grad I. Entnimm oder lass ab. Führe zur Zielstation oder ins Zielbecken zu. Behandle den Stationsansatz. Beschicke oder bereite auf Grad I vor. Schließe den Arbeitsgang.	YES
186	G407-S480	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	4	2	2	0	2	1	ALL_ACTIONS_OBJECT_COMPLETE	SH:1|T:1	NONE	Halte im Bad auf Grad I und über den Stationskontakt oder die Leitung. Lass den Stationsansatz anschließend abkühlen. Fahre im selben Arbeitsgang fort. Schließe den Arbeitsgang.	Halte den Stationsansatz im Bad auf Grad I und über den Stationskontakt oder die Leitung. Lass den Körper anschließend abkühlen. Fahre im selben Arbeitsgang fort. Schließe den Arbeitsgang.	YES
187	G407-S481	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	2	1	1	0	1	1	ALL_ACTIONS_OBJECT_COMPLETE	T:1	NONE	Temperiere auf Grad I und über den Stationskontakt oder die Leitung. Schließe den Arbeitsgang.	Temperiere den Stationsansatz auf Grad I und über den Stationskontakt oder die Leitung. Schließe den Arbeitsgang.	YES
188	G407-S482	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	5	3	2	1	1	2	MIXED_COMPLETED_AND_GAP_ACTIONS	SH:2	OK:1	"Beginne danach den nächsten Arbeitsgang.

Halte die Anwendungsportion im Bad in Anwendungsform und über den Stationskontakt oder die Leitung. Beschicke oder bereite den Stationsansatz auf Grad I vor. Halte im Bad auf Grad I und über den Stationskontakt oder die Leitung. Schließe den Arbeitsgang."	"Beginne danach den nächsten Arbeitsgang.

Halte die Anwendungsportion im Bad in Anwendungsform und über den Stationskontakt oder die Leitung. Beschicke oder bereite den Stationsansatz auf Grad I vor. Halte den Stationsansatz im Bad auf Grad I und über den Stationskontakt oder die Leitung. Schließe den Arbeitsgang."	YES
189	G407-S483	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	2	1	1	0	1	1	ALL_ACTIONS_OBJECT_COMPLETE	SH:1	NONE	Halte im Bad auf Grad I und über den Stationskontakt oder die Leitung. Schließe den Arbeitsgang.	Halte den Stationsansatz im Bad auf Grad I und über den Stationskontakt oder die Leitung. Schließe den Arbeitsgang.	YES
190	G407-S484	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	12	6	4	2	2	2	MIXED_COMPLETED_AND_GAP_ACTIONS	CHD:3|SH:1	K:1|OK:1	"Behandle den Stationsansatz. Fahre im selben Arbeitsgang fort. Führe den Stationsansatz zu. Behandle den Ansatz zur Zielstation oder ins Zielbecken, von der Ausgangsstation oder aus dem Ausgangsbecken und über den Stationskontakt oder die Leitung. Fahre im selben Arbeitsgang fort. Beginne danach den nächsten Arbeitsgang.

Beschicke oder bereite zur Zielstation oder ins Zielbecken vor. Fahre im selben Arbeitsgang fort. Verwende für den vorangehenden Arbeitsschritt in Anwendungsform und auf der Anwendungsstufe. Halte den Stationsansatz im Bad auf Grad II und zur Zielstation oder ins Zielbecken. Behandle den Ansatz über den Stationskontakt oder die Leitung. Schließe den Arbeitsgang."	"Behandle den Stationsansatz. Fahre im selben Arbeitsgang fort. Führe den Stationsansatz zu. Behandle denselben Stationsansatz zur Zielstation oder ins Zielbecken, von der Ausgangsstation oder aus dem Ausgangsbecken und über den Stationskontakt oder die Leitung. Fahre im selben Arbeitsgang fort. Beginne danach den nächsten Arbeitsgang.

Beschicke oder bereite zur Zielstation oder ins Zielbecken vor. Fahre im selben Arbeitsgang fort. Verwende für den vorangehenden Arbeitsschritt in Anwendungsform und auf der Anwendungsstufe. Halte den Stationsansatz im Bad auf Grad II und zur Zielstation oder ins Zielbecken. Behandle denselben Stationsansatz über den Stationskontakt oder die Leitung. Schließe den Arbeitsgang."	YES
191	G407-S485	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	14	11	6	5	3	1	MIXED_COMPLETED_AND_GAP_ACTIONS	CHD:1|S:1|SH:1|T:3	CH:2|K:2|SH:1	Behandle den Stationsansatz. Leite den Strom zur Zielstation oder ins Zielbecken um. Entnimm oder lass ab. Temperiere auf Grad I und an der Stations-Arbeitsstelle. Reguliere den Stationsansatz von der Ausgangsstation oder aus dem Ausgangsbecken. Halte den Zustand. Fahre im selben Arbeitsgang fort. Temperiere auf Grad I und als neuer Bad- oder Stationsansatz. Entnimm oder lass den Stationsansatz ab. Führe den Stationsansatz und das Stations- oder Badmaß zu. Fahre im selben Arbeitsgang fort. Führe die Anwendungsportion zu. Halte im Bad auf Grad I. Schließe den Arbeitsgang.	Behandle den Stationsansatz. Leite den Strom zur Zielstation oder ins Zielbecken um. Entnimm oder lass ab. Temperiere denselben Strom auf Grad I und an der Stations-Arbeitsstelle. Reguliere den Stationsansatz von der Ausgangsstation oder aus dem Ausgangsbecken. Halte den Zustand. Fahre im selben Arbeitsgang fort. Temperiere denselben Stationsansatz auf Grad I und als neuer Bad- oder Stationsansatz. Entnimm oder lass den Stationsansatz ab. Führe den Stationsansatz und das Stations- oder Badmaß zu. Fahre im selben Arbeitsgang fort. Führe die Anwendungsportion zu. Halte dieselbe Anwendungsportion im Bad auf Grad I. Schließe den Arbeitsgang.	YES
192	G407-S486	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	11	8	4	4	1	1	MIXED_COMPLETED_AND_GAP_ACTIONS	CHD:2|T:2	CH:1|OK:2|R:1	Beschicke oder bereite den Stationsansatz vor. Behandle den Stationsansatz an der Stations-Arbeitsstelle. Kennzeichne oder prüfe. Fahre im selben Arbeitsgang fort. Fahre im selben Arbeitsgang fort. Entnimm oder lass ab. Reguliere den Stationsansatz an der Stations-Arbeitsstelle. Temperiere den Stationsansatz auf Grad I. Beschicke oder bereite vor. Behandle den Ansatz. Schließe den Arbeitsgang.	Beschicke oder bereite den Stationsansatz vor. Behandle den Stationsansatz an der Stations-Arbeitsstelle. Kennzeichne oder prüfe. Fahre im selben Arbeitsgang fort. Fahre im selben Arbeitsgang fort. Entnimm oder lass ab. Reguliere den Stationsansatz an der Stations-Arbeitsstelle. Temperiere den Stationsansatz auf Grad I. Beschicke oder bereite vor. Behandle denselben Stationsansatz. Schließe den Arbeitsgang.	YES
193	G407-S487	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	9	5	2	3	1	1	MIXED_COMPLETED_AND_GAP_ACTIONS	CHD:1|S:1	CH:1|OK:2	Beschicke oder bereite zur Zielstation oder ins Zielbecken vor. Beschicke oder bereite den Stationsansatz auf Grad II vor. Fahre im selben Arbeitsgang fort. Entnimm oder lass den Stationsansatz auf Grad II und an der Stations-Arbeitsstelle ab. Leite den Strom zur Zielstation oder ins Zielbecken um. Verwende für den vorangehenden Arbeitsschritt auf Grad I. Fahre im selben Arbeitsgang fort. Behandle den Ansatz. Schließe den Arbeitsgang.	Beschicke oder bereite zur Zielstation oder ins Zielbecken vor. Beschicke oder bereite den Stationsansatz auf Grad II vor. Fahre im selben Arbeitsgang fort. Entnimm oder lass den Stationsansatz auf Grad II und an der Stations-Arbeitsstelle ab. Leite den Strom zur Zielstation oder ins Zielbecken um. Verwende für den vorangehenden Arbeitsschritt auf Grad I. Fahre im selben Arbeitsgang fort. Behandle den Stationsansatz. Schließe den Arbeitsgang.	YES
194	G407-S488	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	4	1	1	0	0	2	ALL_ACTIONS_OBJECT_COMPLETE	SH:1	NONE	"Halte den Stationsansatz im Bad in Anwendungsform, auf Grad I und über den Stationskontakt oder die Leitung. Beginne danach den nächsten Arbeitsgang.

Verwende für den vorangehenden Arbeitsschritt auf Grad I. Schließe den Arbeitsgang."	"Halte den Stationsansatz im Bad in Anwendungsform, auf Grad I und über den Stationskontakt oder die Leitung. Beginne danach den nächsten Arbeitsgang.

Verwende für den vorangehenden Arbeitsschritt auf Grad I. Schließe den Arbeitsgang."	YES
195	G407-S489	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	18	10	6	4	2	1	MIXED_COMPLETED_AND_GAP_ACTIONS	CHD:3|SH:1|T:2	CH:1|OK:2|SH:1	Halte den Zustand. Fahre im selben Arbeitsgang fort. Behandle den Stationsansatz. Halte den Stationsansatz im Bad. Fahre im selben Arbeitsgang fort. Fahre im selben Arbeitsgang fort. Behandle den Stationsansatz. Reguliere die Stationsbedingung. Behandle den Ansatz. Beschicke oder bereite den Stationsansatz vor. Fahre im selben Arbeitsgang fort. Entnimm oder lass ab. Verwende für den vorangehenden Arbeitsschritt auf Grad I. Fahre im selben Arbeitsgang fort. Reguliere die Stationsbedingung von der Ausgangsstation oder aus dem Ausgangsbecken. Verwende für den vorangehenden Arbeitsschritt in Anwendungsform und auf der Anwendungsstufe. Beschicke oder bereite auf Grad I vor. Schließe den Arbeitsgang.	Halte den Zustand. Fahre im selben Arbeitsgang fort. Behandle den Stationsansatz. Halte den Körper im Bad. Fahre im selben Arbeitsgang fort. Fahre im selben Arbeitsgang fort. Behandle den Stationsansatz. Reguliere die Stationsbedingung. Behandle denselben Stationsansatz. Beschicke oder bereite den Stationsansatz vor. Fahre im selben Arbeitsgang fort. Entnimm oder lass ab. Verwende für den vorangehenden Arbeitsschritt auf Grad I. Fahre im selben Arbeitsgang fort. Reguliere die Stationsbedingung von der Ausgangsstation oder aus dem Ausgangsbecken. Verwende für den vorangehenden Arbeitsschritt in Anwendungsform und auf der Anwendungsstufe. Beschicke oder bereite auf Grad I vor. Schließe den Arbeitsgang.	YES
