gap_ordinal	host_ordinal_global	statement_id	host_ordinal_in_statement	physical_page	register	primary_governor_key	anchor_event_id	action_slot_id	action_root	gdt584_rule_id	written_carrier_count	written_carrier_roots	written_carrier_lemmas_de	gdt584_upstream_clause_de	gap_route	next_object_task
380	3524	G407-S447	6	f81v	BIOLOGICAL	ACTION:G407-E2961@1:K	G407-E2961	RUNNING:G407-E2961@1	K	GDT582_RETAINED_NON_TARGET	4	AIIN+AIN+Y+AIIN	Stations- oder Badmaß|Anwendungsportion|Stationsansatz|Stations- oder Badmaß	Führe das Stations- oder Badmaß, die Anwendungsportion und den Stationsansatz zu	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
381	3525	G407-S447	7	f81v	BIOLOGICAL	ACTION:G407-E2965@1:CH	G407-E2965	RUNNING:G407-E2965@1	CH	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Entnimm oder lass ab	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
382	3526	G407-S447	8	f81v	BIOLOGICAL	ACTION:G407-E2965@2:CH	G407-E2965	RUNNING:G407-E2965@2	CH	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Entnimm oder lass ab	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
383	3528	G407-S447	10	f81v	BIOLOGICAL	ACTION:G407-E2966@1:OK	G407-E2966	RUNNING:G407-E2966@1	OK	GDT582_RETAINED_NON_TARGET	3	AIIN+AIIN+AIN	Stations- oder Badmaß|Stations- oder Badmaß|Anwendungsportion	Beschicke oder bereite das Stations- oder Badmaß und die Anwendungsportion vor	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
384	3530	G407-S447	12	f81v	BIOLOGICAL	ACTION:G407-E2969@1:CH	G407-E2969	RUNNING:G407-E2969@1	CH	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Entnimm oder lass ab	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
385	3531	G407-S447	13	f81v	BIOLOGICAL	ACTION:G407-E2969@2:K	G407-E2969	RUNNING:G407-E2969@2	K	GDT582_RETAINED_NON_TARGET	1	Y	Stationsansatz	Führe den Stationsansatz zu	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
386	3532	G407-S447	14	f81v	BIOLOGICAL	ACTION:G407-E2970@1:OK	G407-E2970	RUNNING:G407-E2970@1	OK	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Beschicke oder bereite auf Grad II vor	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
387	3534	G407-S448	1	f81v	BIOLOGICAL	ACTION:G407-E2971@1:OK	G407-E2971	RUNNING:G407-E2971@1	OK	GDT582_RETAINED_NON_TARGET	1	Y	Stationsansatz	Beschicke oder bereite den Stationsansatz vor	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
388	3535	G407-S448	2	f81v	BIOLOGICAL	ACTION:G407-E2972@1:K	G407-E2972	RUNNING:G407-E2972@1	K	GDT582_RETAINED_NON_TARGET	1	AIIN	Stations- oder Badmaß	Führe das Stations- oder Badmaß von der Ausgangsstation oder aus dem Ausgangsbecken zu	AIIN_ONLY_PARAMETER__OBJECT_STILL_NEEDED	KEEP_PARAMETER__SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
389	3536	G407-S448	3	f81v	BIOLOGICAL	ACTION:G407-E2974@1:OK	G407-E2974	RUNNING:G407-E2974@1	OK	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Beschicke oder bereite von der Ausgangsstation oder aus dem Ausgangsbecken vor	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
390	3537	G407-S448	4	f81v	BIOLOGICAL	ACTION:G407-E2975@1:OK	G407-E2975	RUNNING:G407-E2975@1	OK	GDT582_RETAINED_NON_TARGET	1	AIN	Anwendungsportion	Beschicke oder bereite die Anwendungsportion vor	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
391	3538	G407-S448	5	f81v	BIOLOGICAL	ACTION:G407-E2976@1:OK	G407-E2976	RUNNING:G407-E2976@1	OK	GDT582_RETAINED_NON_TARGET	1	AIIN	Stations- oder Badmaß	Beschicke oder bereite das Stations- oder Badmaß vor	AIIN_ONLY_PARAMETER__OBJECT_STILL_NEEDED	KEEP_PARAMETER__SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
392	3541	G407-S448	8	f81v	BIOLOGICAL	ACTION:G407-E2979@1:CH	G407-E2979	RUNNING:G407-E2979@1	CH	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Entnimm oder lass in Anwendungsform, auf Grad I und über den Stationskontakt oder die Leitung ab	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
393	3542	G407-S448	9	f81v	BIOLOGICAL	ACTION:G407-E2980@2:K	G407-E2980	RUNNING:G407-E2980@2	K	GDT582_RETAINED_NON_TARGET	1	Y	Stationsansatz	Führe den Stationsansatz über den Stationskontakt oder die Leitung zu	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
394	3544	G407-S448	11	f81v	BIOLOGICAL	ACTION:G407-E2984@1:OK	G407-E2984	RUNNING:G407-E2984@1	OK	GDT582_RETAINED_NON_TARGET	1	AIN	Anwendungsportion	Beschicke oder bereite die Anwendungsportion zur Zielstation oder ins Zielbecken vor	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
395	3550	G407-S449	5	f81v	BIOLOGICAL	ACTION:G407-E2988@3:CH	G407-E2988	RUNNING:G407-E2988@3	CH	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Entnimm oder lass ab	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
396	3551	G407-S449	6	f81v	BIOLOGICAL	ACTION:G407-E2988@4:K	G407-E2988	RUNNING:G407-E2988@4	K	GDT582_RETAINED_NON_TARGET	1	AIIN	Stations- oder Badmaß	Führe das Stations- oder Badmaß zur Zielstation oder ins Zielbecken zu	AIIN_ONLY_PARAMETER__OBJECT_STILL_NEEDED	KEEP_PARAMETER__SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
397	3552	G407-S449	7	f81v	BIOLOGICAL	ACTION:G407-E2990@1:OK	G407-E2990	RUNNING:G407-E2990@1	OK	GDT582_RETAINED_NON_TARGET	1	AIIN	Stations- oder Badmaß	Beschicke oder bereite das Stations- oder Badmaß auf Grad II und zur Zielstation oder ins Zielbecken vor	AIIN_ONLY_PARAMETER__OBJECT_STILL_NEEDED	KEEP_PARAMETER__SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
398	3553	G407-S449	8	f81v	BIOLOGICAL	ACTION:G407-E2992@1:CH	G407-E2992	RUNNING:G407-E2992@1	CH	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Entnimm oder lass ab	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
399	3554	G407-S449	9	f81v	BIOLOGICAL	ACTION:G407-E2992@2:K	G407-E2992	RUNNING:G407-E2992@2	K	GDT582_RETAINED_NON_TARGET	1	Y	Stationsansatz	Führe den Stationsansatz zu	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
400	3558	G407-S450	2	f81v	BIOLOGICAL	ACTION:G407-E2995@2:K	G407-E2995	RUNNING:G407-E2995@2	K	GDT582_RETAINED_NON_TARGET	2	Y+OR	Stationsansatz|Becken- oder Körpereinheit	Führe den Stationsansatz und die Becken- oder Körpereinheit zu	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
401	3564	G407-S455	1	f81v	BIOLOGICAL	ACTION:G407-E3012@1:P	G407-E3012	RUNNING:G407-E3012@1	P	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Wende an	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
402	3569	G407-S455	6	f81v	BIOLOGICAL	ACTION:G407-E3014@3:P	G407-E3014	RUNNING:G407-E3014@3	P	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Wende in Anwendungsform und als neuer Bad- oder Stationsansatz an	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
403	3570	G407-S455	7	f81v	BIOLOGICAL	ACTION:G407-E3015@1:OK	G407-E3015	RUNNING:G407-E3015@1	OK	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Beschicke oder bereite auf Grad II vor	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
404	3572	G407-S457	1	f81v	BIOLOGICAL	ACTION:G407-E3017@1:OK	G407-E3017	RUNNING:G407-E3017@1	OK	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Beschicke oder bereite vor	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
405	3578	G407-S458	4	f81v	BIOLOGICAL	ACTION:G407-E3021@1:OK	G407-E3021	RUNNING:G407-E3021@1	OK	GDT582_RETAINED_NON_TARGET	1	Y	Stationsansatz	Beschicke oder bereite den Stationsansatz auf Grad II vor	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
406	3579	G407-S458	5	f81v	BIOLOGICAL	ACTION:G407-E3022@1:OK	G407-E3022	RUNNING:G407-E3022@1	OK	GDT582_RETAINED_NON_TARGET	1	Y	Stationsansatz	Beschicke oder bereite den Stationsansatz auf Grad II vor	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
407	3580	G407-S458	6	f81v	BIOLOGICAL	ACTION:G407-E3023@1:OK	G407-E3023	RUNNING:G407-E3023@1	OK	GDT582_RETAINED_NON_TARGET	1	Y	Stationsansatz	Beschicke oder bereite den Stationsansatz vor	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
408	3581	G407-S458	7	f81v	BIOLOGICAL	ACTION:G407-E3024@2:K	G407-E3024	RUNNING:G407-E3024@2	K	GDT582_RETAINED_NON_TARGET	2	Y+Y	Stationsansatz|Stationsansatz	Führe den Stationsansatz auf Grad II zu	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
409	3582	G407-S458	8	f81v	BIOLOGICAL	ACTION:G407-E3025@1:OK	G407-E3025	RUNNING:G407-E3025@1	OK	GDT582_RETAINED_NON_TARGET	1	Y	Stationsansatz	Beschicke oder bereite den Stationsansatz vor	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
410	3583	G407-S458	9	f81v	BIOLOGICAL	ACTION:G407-E3026@1:OK	G407-E3026	RUNNING:G407-E3026@1	OK	GDT582_RETAINED_NON_TARGET	1	Y	Stationsansatz	Beschicke oder bereite den Stationsansatz vor	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
411	3584	G407-S458	10	f81v	BIOLOGICAL	ACTION:G407-E3027@2:K	G407-E3027	RUNNING:G407-E3027@2	K	GDT582_RETAINED_NON_TARGET	1	Y	Stationsansatz	Führe den Stationsansatz über den Stationskontakt oder die Leitung zu	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
412	3586	G407-S458	12	f81v	BIOLOGICAL	ACTION:G407-E3028@2:CH	G407-E3028	RUNNING:G407-E3028@2	CH	GDT582_RETAINED_NON_TARGET	1	Y	Stationsansatz	Entnimm oder lass den Stationsansatz ab	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
413	3587	G407-S458	13	f81v	BIOLOGICAL	ACTION:G407-E3029@1:K	G407-E3029	RUNNING:G407-E3029@1	K	GDT582_RETAINED_NON_TARGET	1	Y	Stationsansatz	Führe den Stationsansatz zu	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
414	3598	G407-S461	1	f81v	BIOLOGICAL	ACTION:G407-E3037@1:CH	G407-E3037	RUNNING:G407-E3037@1	CH	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Entnimm oder lass auf Grad I ab	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
415	3600	G407-S461	3	f81v	BIOLOGICAL	ACTION:G407-E3038@2:K	G407-E3038	RUNNING:G407-E3038@2	K	GDT582_RETAINED_NON_TARGET	1	Y	Stationsansatz	Führe den Stationsansatz auf Grad I, an der Stations-Arbeitsstelle und über den Stationskontakt oder die Leitung zu	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
416	3603	G407-S462	1	f81v	BIOLOGICAL	ACTION:G407-E3040@2:K	G407-E3040	RUNNING:G407-E3040@2	K	GDT582_RETAINED_NON_TARGET	1	Y	Stationsansatz	Führe den Stationsansatz auf Grad I zu	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
417	3605	G407-S462	3	f81v	BIOLOGICAL	ACTION:G407-E3041@2:CH	G407-E3041	RUNNING:G407-E3041@2	CH	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Entnimm oder lass an der Stations-Arbeitsstelle ab	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
418	3611	G407-S465	1	f81v	BIOLOGICAL	ACTION:G407-E3048@1:OK	G407-E3048	RUNNING:G407-E3048@1	OK	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Beschicke oder bereite zur Zielstation oder ins Zielbecken vor	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
419	3614	G407-S466	1	f81v	BIOLOGICAL	ACTION:G407-E3050@2:K	G407-E3050	RUNNING:G407-E3050@2	K	GDT582_RETAINED_NON_TARGET	2	Y+Y	Stationsansatz|Stationsansatz	Führe den Stationsansatz auf Grad II und an der Stations-Arbeitsstelle zu	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
420	3616	G407-S466	3	f81v	BIOLOGICAL	ACTION:G407-E3051@3:K	G407-E3051	RUNNING:G407-E3051@3	K	GDT582_RETAINED_NON_TARGET	2	Y+AIIN	Stationsansatz|Stations- oder Badmaß	Führe den Stationsansatz und das Stations- oder Badmaß zu	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
421	3617	G407-S466	4	f81v	BIOLOGICAL	ACTION:G407-E3053@1:OK	G407-E3053	RUNNING:G407-E3053@1	OK	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Beschicke oder bereite auf Grad I vor	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
422	3619	G407-S468	1	f81v	BIOLOGICAL	ACTION:G407-E3056@2:CH	G407-E3056	RUNNING:G407-E3056@2	CH	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Entnimm oder lass über den Stationskontakt oder die Leitung ab	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
423	3620	G407-S468	2	f81v	BIOLOGICAL	ACTION:G407-E3056@3:P	G407-E3056	RUNNING:G407-E3056@3	P	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Wende an	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
424	3622	G407-S468	4	f81v	BIOLOGICAL	ACTION:G407-E3057@1:OK	G407-E3057	RUNNING:G407-E3057@1	OK	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Beschicke oder bereite zur Zielstation oder ins Zielbecken vor	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
425	3627	G407-S468	9	f81v	BIOLOGICAL	ACTION:G407-E3061@4:SH	G407-E3061	RUNNING:G407-E3061@4	SH	SH_REST_HOLD	0	NONE	NONE	Halte den Zustand über den Stationskontakt oder die Leitung	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
426	3628	G407-S468	10	f81v	BIOLOGICAL	ACTION:G407-E3061@5:CH	G407-E3061	RUNNING:G407-E3061@5	CH	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Entnimm oder lass ab	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
427	3631	G407-S468	13	f81v	BIOLOGICAL	ACTION:G407-E3063@1:R	G407-E3063	RUNNING:G407-E3063@1	R	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Kennzeichne oder prüfe	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
428	3638	G407-S469	3	f81v	BIOLOGICAL	ACTION:G407-E3071@1:R	G407-E3071	RUNNING:G407-E3071@1	R	GDT582_RETAINED_NON_TARGET	1	Y	Stationsansatz	Kennzeichne oder prüfe den Stationsansatz	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
429	3644	G407-S470	3	f81v	BIOLOGICAL	ACTION:G407-E3075@1:P	G407-E3075	RUNNING:G407-E3075@1	P	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Wende an	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
430	3646	G407-S470	5	f81v	BIOLOGICAL	ACTION:G407-E3076@1:SH	G407-E3076	RUNNING:G407-E3076@1	SH	SH_REST_HOLD	0	NONE	NONE	Halte den Zustand	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
431	3647	G407-S470	6	f81v	BIOLOGICAL	ACTION:G407-E3076@2:K	G407-E3076	RUNNING:G407-E3076@2	K	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Führe zu	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
432	3657	G407-S473	1	f81v	BIOLOGICAL	ACTION:G407-E3081@1:OK	G407-E3081	RUNNING:G407-E3081@1	OK	GDT582_RETAINED_NON_TARGET	1	AIN	Anwendungsportion	Beschicke oder bereite die Anwendungsportion vor	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
433	3658	G407-S473	2	f81v	BIOLOGICAL	ACTION:G407-E3082@1:CH	G407-E3082	RUNNING:G407-E3082@1	CH	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Entnimm oder lass ab	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
434	3659	G407-S473	3	f81v	BIOLOGICAL	ACTION:G407-E3082@2:K	G407-E3082	RUNNING:G407-E3082@2	K	GDT582_RETAINED_NON_TARGET	1	Y	Stationsansatz	Führe den Stationsansatz über den Stationskontakt oder die Leitung zu	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
435	3660	G407-S473	4	f81v	BIOLOGICAL	ACTION:G407-E3084@1:R	G407-E3084	RUNNING:G407-E3084@1	R	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Kennzeichne oder prüfe zur Zielstation oder ins Zielbecken	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
436	3661	G407-S473	5	f81v	BIOLOGICAL	ACTION:G407-E3085@1:OK	G407-E3085	RUNNING:G407-E3085@1	OK	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Beschicke oder bereite vor	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
437	3666	G407-S474	3	f81v	BIOLOGICAL	ACTION:G407-E3088@1:CH	G407-E3088	RUNNING:G407-E3088@1	CH	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Entnimm oder lass ab	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
438	3667	G407-S474	4	f81v	BIOLOGICAL	ACTION:G407-E3088@2:K	G407-E3088	RUNNING:G407-E3088@2	K	GDT582_RETAINED_NON_TARGET	1	Y	Stationsansatz	Führe den Stationsansatz auf Grad I zu	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
439	3671	G407-S477	1	f81v	BIOLOGICAL	ACTION:G407-E3093@1:CH	G407-E3093	RUNNING:G407-E3093@1	CH	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Entnimm oder lass ab	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
440	3672	G407-S477	2	f81v	BIOLOGICAL	ACTION:G407-E3093@2:K	G407-E3093	RUNNING:G407-E3093@2	K	GDT582_RETAINED_NON_TARGET	1	Y	Stationsansatz	Führe den Stationsansatz zu	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
441	3673	G407-S477	3	f81v	BIOLOGICAL	ACTION:G407-E3094@1:OK	G407-E3094	RUNNING:G407-E3094@1	OK	GDT582_RETAINED_NON_TARGET	1	Y	Stationsansatz	Beschicke oder bereite den Stationsansatz vor	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
442	3675	G407-S477	5	f81v	BIOLOGICAL	ACTION:G407-E3095@2:K	G407-E3095	RUNNING:G407-E3095@2	K	GDT582_RETAINED_NON_TARGET	1	Y	Stationsansatz	Führe den Stationsansatz zu	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
443	3680	G407-S478	1	f81v	BIOLOGICAL	ACTION:G407-E3098@1:OK	G407-E3098	RUNNING:G407-E3098@1	OK	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Beschicke oder bereite von der Ausgangsstation oder aus dem Ausgangsbecken vor	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
444	3681	G407-S478	2	f81v	BIOLOGICAL	ACTION:G407-E3099@1:SH	G407-E3099	RUNNING:G407-E3099@1	SH	SH_REST_HOLD	0	NONE	NONE	Halte den Zustand	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
445	3682	G407-S478	3	f81v	BIOLOGICAL	ACTION:G407-E3099@2:CH	G407-E3099	RUNNING:G407-E3099@2	CH	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Entnimm oder lass ab	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
446	3683	G407-S478	4	f81v	BIOLOGICAL	ACTION:G407-E3099@3:K	G407-E3099	RUNNING:G407-E3099@3	K	GDT582_RETAINED_NON_TARGET	1	Y	Stationsansatz	Führe den Stationsansatz auf Grad I zu	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
447	3686	G407-S479	1	f81v	BIOLOGICAL	ACTION:G407-E3101@1:OK	G407-E3101	RUNNING:G407-E3101@1	OK	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Beschicke oder bereite von der Ausgangsstation oder aus dem Ausgangsbecken vor	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
448	3687	G407-S479	2	f81v	BIOLOGICAL	ACTION:G407-E3102@1:OK	G407-E3102	RUNNING:G407-E3102@1	OK	GDT582_RETAINED_NON_TARGET	1	Y	Stationsansatz	Beschicke oder bereite den Stationsansatz zur Zielstation oder ins Zielbecken vor	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
449	3690	G407-S479	5	f81v	BIOLOGICAL	ACTION:G407-E3105@3:CH	G407-E3105	RUNNING:G407-E3105@3	CH	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Entnimm oder lass in Anwendungsform und als neuer Bad- oder Stationsansatz ab	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
450	3692	G407-S479	7	f81v	BIOLOGICAL	ACTION:G407-E3106@1:CH	G407-E3106	RUNNING:G407-E3106@1	CH	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Entnimm oder lass ab	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
451	3693	G407-S479	8	f81v	BIOLOGICAL	ACTION:G407-E3106@2:K	G407-E3106	RUNNING:G407-E3106@2	K	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Führe zur Zielstation oder ins Zielbecken zu	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
452	3695	G407-S479	10	f81v	BIOLOGICAL	ACTION:G407-E3108@1:OK	G407-E3108	RUNNING:G407-E3108@1	OK	GDT582_RETAINED_NON_TARGET	0	NONE	NONE	Beschicke oder bereite auf Grad I vor	CARRIERLESS_DEFAULT_OR_REFERENCE_NEEDED	SEARCH_TYPED_REFERENCE_THEN_ACTION_DEFAULT
453	3705	G407-S482	3	f81v	BIOLOGICAL	ACTION:G407-E3114@1:OK	G407-E3114	RUNNING:G407-E3114@1	OK	GDT582_RETAINED_NON_TARGET	1	Y	Stationsansatz	Beschicke oder bereite den Stationsansatz auf Grad I vor	WRITTEN_PARTICIPANT_PACKET_AVAILABLE	TYPE_WRITTEN_PARTICIPANT_PACKET
