clause_id	instruction_id	record	page	member_card_nos	source_position_ids	visible_event_ids	old_reparsed_clause_de	frame_conditioned_clause_de	refined_action_components	component_values_changed	attachment_status
I093-C02	I093	B4	f83r	PROC055|PROC165	SRC_E359|SRC_E360	E359|E360	den laufenden Posten von dort an der bezeichneten Stelle zuführen	den laufenden Posten von dort an der bezeichneten Stelle zuführen	K:TARGET_FEED	NO	DIRECT_ACTION_BUNDLE
I093-C03	I093	B4	f83r	PROC078	SRC_E361	E361	den laufenden Posten absetzen und den Schritt schließen	den laufenden Posten absetzen und den Schritt schließen	NONE	NO	DIRECT_ACTION_BUNDLE
I094-C01	I094	B5	f83r	PROC166	SRC_E362	E362	danach den laufenden Posten umsetzen und den Schritt schließen	danach den laufenden Posten überführen und den Schritt schließen	CHD:COMMIT_TRANSFER	NO	DIRECT_ACTION_BUNDLE
I095-C01	I095	B5	f83r	PROC082	SRC_E363	E363	den laufenden Posten ansetzen und umsetzen und den Schritt schließen	den laufenden Posten einsetzen und überführen und den Schritt schließen	OK:ACTIVATE|CHD:COMMIT_TRANSFER	NO	DIRECT_ACTION_BUNDLE
I096-C01	I096	B5	f83r	PROC142	SRC_E364	E364	den laufenden Posten an der bezeichneten Stelle absetzen	den laufenden Posten an der bezeichneten Stelle absetzen	NONE	NO	DIRECT_ACTION_BUNDLE
I096-C02	I096	B5	f83r	PROC055|PROC013|PROC167	SRC_E365|SRC_E366|SRC_E367	E365|E366|E367	den laufenden Posten weiter an der bezeichneten Stelle führen	den laufenden Posten weiter an der bezeichneten Stelle hinleiten	L:TARGET_GUIDE	NO	DIRECT_ACTION_BUNDLE
I096-C03	I096	B5	f83r	PROC168	SRC_E368	E368	den laufenden Posten an der bezeichneten Stelle umsetzen	den laufenden Posten an der bezeichneten Stelle umfüllen	CHD:TARGET_TRANSFER	NO	DIRECT_ACTION_BUNDLE
I096-C04	I096	B5	f83r	PROC009|PROC013|PROC169|PROC042	SRC_E369|SRC_E370|SRC_E371|SRC_E372	E369|E370|E371|E372	den laufenden Posten weiter nach vorgeschriebenem Maß bis zur zweiten Sollstufe umsetzen	den laufenden Posten weiter nach vorgeschriebenem Maß bis zur zweiten Sollstufe abmessen und umsetzen	CHD:MEASURED_TRANSFER	NO	DIRECT_ACTION_BUNDLE
I097-C01	I097	B6	f83r	PROC170	SRC_E373	E373	den laufenden Posten länger auffangen	den laufenden Posten länger auffangen	NONE	NO	DIRECT_ACTION_BUNDLE
I097-C02	I097	B6	f83r	PROC171	SRC_E374	E374	den laufenden Posten kurz zuführen	den laufenden Posten kurz zugeben	K:ADD	NO	DIRECT_ACTION_BUNDLE
I097-C03	I097	B6	f83r	PROC172	SRC_E375	E375	den laufenden Posten an der bezeichneten Stelle abkühlen	den laufenden Posten an der bezeichneten Stelle abkühlen	NONE	NO	DIRECT_ACTION_BUNDLE
I097-C04	I097	B6	f83r	PROC013|PROC009|PROC013|PROC156|PROC019|PROC173	SRC_E376|SRC_E377|SRC_E378|SRC_E379|SRC_E380|SRC_E381	E376|E377|E378|E379|E380|E381	den laufenden Posten weiter nach vorgeschriebenem Maß als Portion an der bezeichneten Stelle führen	den laufenden Posten weiter nach vorgeschriebenem Maß als Portion an der bezeichneten Stelle hinleiten	L:TARGET_GUIDE	NO	DIRECT_ACTION_BUNDLE
