statement_ordinal	statement_id	physical_page	register	owner_de	event_count	surface_sequence	corrected_recipe_sequence	action_chain_de	arguments_de	relations_de	grades_de	end_mode	focus_attachment_count	bounded_forward_count	owner_only_count	rule_families	scope_skeleton_de	pass1026_recipe_changed	scope_result
269	P1009-S269	f76r	BIOLOGICAL	unbebilderter Textabschnitt C	8	poleedaran shckhy qoty ykar alol lkaiin ol shedy	P+OL+EE+D_ADDR+AR+AN | SH+CH+K+Y | OT+Y | Y+K+AR | AL+OL | L+K+AIIN | OL | SH+E+DY	EINSETZEN > HALTEN > NEHMEN > GEBEN > GEBEN > GEBEN > HALTEN	WERT×1+AKTIVER POSTEN×3	ZIELORT×1+AUSGANG×2+VERBINDUNG×1	GRAD I×1+GRAD II×1	LICENSED_DY_CLOSE	10	0	0	AL_AR_ORDERED_FALLBACK|L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK	BESITZER[unbebilderter Textabschnitt C] > HANDLUNG[NEHMEN×1+HALTEN×2+GEBEN×3+EINSETZEN×1] > ARG[WERT×1+AKTIVER POSTEN×3] > REL[ZIELORT×1+AUSGANG×2+VERBINDUNG×1] > GRAD[GRAD I×1+GRAD II×1] > LICENSED_DY_CLOSE	YES	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
270	P1009-S270	f76r	BIOLOGICAL	unbebilderter Textabschnitt C	4	otain okar opar kolpy	OT+AIN | OK+AR | O+P+AR | K+OL+P+Y	SETZEN > EINSETZEN > GEBEN > EINSETZEN	ANTEIL×1+AKTIVER POSTEN×1	AUSGANG×2	NONE	LICENSED_DY_CLOSE	4	1	0	AL_AR_ORDERED_FALLBACK|NEAREST_HEAD_LEFT_TIE|Q_OT_PACKAGE_FORWARD	BESITZER[unbebilderter Textabschnitt C] > HANDLUNG[SETZEN×1+GEBEN×1+EINSETZEN×2] > ARG[ANTEIL×1+AKTIVER POSTEN×1] > REL[AUSGANG×2] > GRAD[NONE] > LICENSED_DY_CLOSE	YES	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
271	P1009-S271	f76r	BIOLOGICAL	unbebilderter Textabschnitt C	2	y shedy	Y | SH+E+DY	HALTEN	AKTIVER POSTEN×1	NONE	GRAD I×1	LICENSED_DY_CLOSE	2	1	0	NEAREST_HEAD_LEFT_TIE|ONE_CARD_FORWARD	BESITZER[unbebilderter Textabschnitt C] > HANDLUNG[HALTEN×1] > ARG[AKTIVER POSTEN×1] > REL[NONE] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
272	P1009-S272	f76r	BIOLOGICAL	unbebilderter Textabschnitt C	6	qo or okain shey qokaiin okeedy	O | OR | OK+AIN | SH+E+Y | OK+AIIN | OK+EE+DY	SETZEN > HALTEN > SETZEN > SETZEN	WERT×1+ANTEIL×1+EINHEIT×1+AKTIVER POSTEN×1	NONE	GRAD I×1+GRAD II×1	LICENSED_DY_CLOSE	6	1	0	NEAREST_HEAD_LEFT_TIE|ONE_CARD_FORWARD	BESITZER[unbebilderter Textabschnitt C] > HANDLUNG[SETZEN×3+HALTEN×1] > ARG[WERT×1+ANTEIL×1+EINHEIT×1+AKTIVER POSTEN×1] > REL[NONE] > GRAD[GRAD I×1+GRAD II×1] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
273	P1009-S273	f76r	BIOLOGICAL	unbebilderter Textabschnitt C	8	qochy as oin sheey chckhy dain shear okedy	O+Y | A_ADDR+S | O+IIN | SH+EE+Y | CH+K+Y | AIN | SH+E+AR | OK+E+DY	WÄHLEN > HALTEN > NEHMEN > GEBEN > HALTEN > SETZEN	ANTEIL×1+AKTIVER POSTEN×3	AUSGANG×1	GRAD I×2+GRAD II×1	LICENSED_DY_CLOSE	8	1	0	AL_AR_ORDERED_FALLBACK|NEAREST_HEAD_LEFT_TIE|ONE_CARD_FORWARD|PREVIOUS_CARD_STACK	BESITZER[unbebilderter Textabschnitt C] > HANDLUNG[SETZEN×1+NEHMEN×1+HALTEN×2+GEBEN×1+WÄHLEN×1] > ARG[ANTEIL×1+AKTIVER POSTEN×3] > REL[AUSGANG×1] > GRAD[GRAD I×2+GRAD II×1] > LICENSED_DY_CLOSE	YES	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
274	P1009-S274	f76r	BIOLOGICAL	unbebilderter Textabschnitt C	1	otedy	OT+E+DY	BESITZERGETRAGEN	NONE	NONE	GRAD I×1	LICENSED_DY_CLOSE	1	0	1	OWNER_CONTEXT	BESITZER[unbebilderter Textabschnitt C] > HANDLUNG[NONE] > ARG[NONE] > REL[NONE] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
275	P1009-S275	f76r	BIOLOGICAL	unbebilderter Textabschnitt C	1	okedy	OK+E+DY	SETZEN	NONE	NONE	GRAD I×1	LICENSED_DY_CLOSE	1	0	0	NEAREST_HEAD_LEFT_TIE	BESITZER[unbebilderter Textabschnitt C] > HANDLUNG[SETZEN×1] > ARG[NONE] > REL[NONE] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
276	P1009-S276	f76r	BIOLOGICAL	unbebilderter Textabschnitt C	1	lchedy	L+CHD+DY	UMSETZEN	NONE	VERBINDUNG×1	NONE	LICENSED_DY_CLOSE	1	0	0	L_AIR_RIGHT_FALLBACK	BESITZER[unbebilderter Textabschnitt C] > HANDLUNG[UMSETZEN×1] > ARG[NONE] > REL[VERBINDUNG×1] > GRAD[NONE] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
277	P1009-S277	f76r	BIOLOGICAL	unbebilderter Textabschnitt C	13	chedy okar chedy otarain dain chckhy or aiin sheey qockhey olchdar sheey otedy	CHD+Y | OK+AR | CHD+Y | OT+AIN | AIN | CH+K+Y | OR | AIIN | SH+EE+Y | O+CH+K+E+Y | L+CHD+AR | SH+EE+Y | OT+E+DY	UMSETZEN > SETZEN > UMSETZEN > NEHMEN > GEBEN > HALTEN > NEHMEN > GEBEN > UMSETZEN > HALTEN	WERT×1+ANTEIL×2+EINHEIT×1+AKTIVER POSTEN×6	AUSGANG×2+VERBINDUNG×1	GRAD I×2+GRAD II×2	LICENSED_DY_CLOSE	17	0	0	AL_AR_ORDERED_FALLBACK|INHERITED_ACTION_STACK|L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK	BESITZER[unbebilderter Textabschnitt C] > HANDLUNG[SETZEN×1+NEHMEN×2+HALTEN×2+GEBEN×2+UMSETZEN×3] > ARG[WERT×1+ANTEIL×2+EINHEIT×1+AKTIVER POSTEN×6] > REL[AUSGANG×2+VERBINDUNG×1] > GRAD[GRAD I×2+GRAD II×2] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
278	P1009-S278	f76r	BIOLOGICAL	unbebilderter Textabschnitt C	9	olain oky saiin shckhy lkeedy qoky okain ytain oteedy	OL+AIN | OK+Y | S+AIIN | SH+CH+K+Y | L+K+EE+D_ADDR+Y | OK+Y | OK+AIN | Y+T+AIN | OT+EE+DY	SETZEN > WÄHLEN > HALTEN > NEHMEN > GEBEN > GEBEN > SETZEN > SETZEN > EINSTELLEN	WERT×1+ANTEIL×3+AKTIVER POSTEN×5	VERBINDUNG×1	GRAD II×2	LICENSED_DY_CLOSE	12	1	0	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|ONE_CARD_FORWARD|PREVIOUS_CARD_STACK	BESITZER[unbebilderter Textabschnitt C] > HANDLUNG[SETZEN×3+NEHMEN×1+HALTEN×1+GEBEN×2+WÄHLEN×1+EINSTELLEN×1] > ARG[WERT×1+ANTEIL×3+AKTIVER POSTEN×5] > REL[VERBINDUNG×1] > GRAD[GRAD II×2] > LICENSED_DY_CLOSE	YES	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
279	P1009-S279	f76r	BIOLOGICAL	unbebilderter Textabschnitt C	2	okedor shedy	OK+E+D_ADDR+OR | SH+E+DY	SETZEN > HALTEN	EINHEIT×1	NONE	GRAD I×2	LICENSED_DY_CLOSE	3	0	0	NEAREST_HEAD_LEFT_TIE	BESITZER[unbebilderter Textabschnitt C] > HANDLUNG[SETZEN×1+HALTEN×1] > ARG[EINHEIT×1] > REL[NONE] > GRAD[GRAD I×2] > LICENSED_DY_CLOSE	YES	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
280	P1009-S280	f76r	BIOLOGICAL	unbebilderter Textabschnitt C	14	qokal saiin olaiin oky shol sain oky l kar chedy lkar al loral pchedy	OK+AL | S+AIIN | OL+AIIN | OK+Y | SH+OL | S+AIN | OK+Y | L | K+AR | CHD+Y | L+K+AR | AL | OR+AL+Y | P+CHD+DY	SETZEN > WÄHLEN > SETZEN > HALTEN > WÄHLEN > SETZEN > GEBEN > UMSETZEN > GEBEN > EINSETZEN > UMSETZEN	WERT×2+ANTEIL×1+EINHEIT×1+AKTIVER POSTEN×4	ZIELORT×3+AUSGANG×2+VERBINDUNG×2	NONE	LICENSED_DY_CLOSE	15	0	0	AL_AR_ORDERED_FALLBACK|INHERITED_ACTION_STACK|L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK	BESITZER[unbebilderter Textabschnitt C] > HANDLUNG[SETZEN×3+HALTEN×1+GEBEN×2+WÄHLEN×2+UMSETZEN×2+EINSETZEN×1] > ARG[WERT×2+ANTEIL×1+EINHEIT×1+AKTIVER POSTEN×4] > REL[ZIELORT×3+AUSGANG×2+VERBINDUNG×2] > GRAD[NONE] > LICENSED_DY_CLOSE	YES	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
281	P1009-S281	f76r	BIOLOGICAL	unbebilderter Textabschnitt C	4	sal dol shdy olkedy	S+AL | D_ADDR+OL | SH+D_ADDR+Y | OL+K+E+DY	WÄHLEN > HALTEN > GEBEN	AKTIVER POSTEN×1	ZIELORT×1	GRAD I×1	LICENSED_DY_CLOSE	3	0	0	AL_AR_ORDERED_FALLBACK|NEAREST_HEAD_LEFT_TIE	BESITZER[unbebilderter Textabschnitt C] > HANDLUNG[HALTEN×1+GEBEN×1+WÄHLEN×1] > ARG[AKTIVER POSTEN×1] > REL[ZIELORT×1] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
282	P1009-S282	f76r	BIOLOGICAL	unbebilderter Textabschnitt C	3	qokaiin otal rory	OK+AIIN | OT+AL | R+OR+Y	SETZEN > MARKIEREN	WERT×1+EINHEIT×1+AKTIVER POSTEN×1	ZIELORT×1	NONE	VISIBLE_PARAGRAPH_BOUNDARY	4	0	0	AL_AR_ORDERED_FALLBACK|NEAREST_HEAD_LEFT_TIE|R_POSITIONAL_MARKING	BESITZER[unbebilderter Textabschnitt C] > HANDLUNG[SETZEN×1+MARKIEREN×1] > ARG[WERT×1+EINHEIT×1+AKTIVER POSTEN×1] > REL[ZIELORT×1] > GRAD[NONE] > VISIBLE_PARAGRAPH_BOUNDARY	YES	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
283	P1009-S283	f76r	BIOLOGICAL	unbebilderter Textabschnitt D	2	qkor shedy	K+OR | SH+E+DY	GEBEN > HALTEN	EINHEIT×1	NONE	GRAD I×1	LICENSED_DY_CLOSE	2	0	0	NEAREST_HEAD_LEFT_TIE	BESITZER[unbebilderter Textabschnitt D] > HANDLUNG[HALTEN×1+GEBEN×1] > ARG[EINHEIT×1] > REL[NONE] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	YES	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
284	P1009-S284	f76r	BIOLOGICAL	unbebilderter Textabschnitt D	2	shey keedy	SH+E+Y | K+EE+DY	HALTEN > GEBEN	AKTIVER POSTEN×1	NONE	GRAD I×1+GRAD II×1	LICENSED_DY_CLOSE	3	0	0	NEAREST_HEAD_LEFT_TIE	BESITZER[unbebilderter Textabschnitt D] > HANDLUNG[HALTEN×1+GEBEN×1] > ARG[AKTIVER POSTEN×1] > REL[NONE] > GRAD[GRAD I×1+GRAD II×1] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
285	P1009-S285	f76r	BIOLOGICAL	unbebilderter Textabschnitt D	8	sal raiin opchdy dar chedy qopchedy rorol olsheed	S+AL | R+AIIN | O+P+CHD+Y | D_ADDR+AR | CHD+Y | CARRIER_Q+O+P+CHD+Y | L+OL+OL | OL+SH+EE+D_ADDR	WÄHLEN > MARKIEREN > EINSETZEN > UMSETZEN > UMSETZEN > EINSETZEN > UMSETZEN > HALTEN	WERT×1+AKTIVER POSTEN×3	ZIELORT×1+AUSGANG×1+VERBINDUNG×1	GRAD II×1	LICENSED_DY_CLOSE	8	0	0	AL_AR_ORDERED_FALLBACK|L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|R_POSITIONAL_MARKING	BESITZER[unbebilderter Textabschnitt D] > HANDLUNG[HALTEN×1+WÄHLEN×1+UMSETZEN×3+MARKIEREN×1+EINSETZEN×2] > ARG[WERT×1+AKTIVER POSTEN×3] > REL[ZIELORT×1+AUSGANG×1+VERBINDUNG×1] > GRAD[GRAD II×1] > LICENSED_DY_CLOSE	YES	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
286	P1009-S286	f76r	BIOLOGICAL	unbebilderter Textabschnitt D	1	qokedy	OK+E+DY	SETZEN	NONE	NONE	GRAD I×1	LICENSED_DY_CLOSE	1	0	0	NEAREST_HEAD_LEFT_TIE	BESITZER[unbebilderter Textabschnitt D] > HANDLUNG[SETZEN×1] > ARG[NONE] > REL[NONE] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
287	P1009-S287	f76r	BIOLOGICAL	unbebilderter Textabschnitt D	1	qokeedy	OK+EE+DY	SETZEN	NONE	NONE	GRAD II×1	LICENSED_DY_CLOSE	1	0	0	NEAREST_HEAD_LEFT_TIE	BESITZER[unbebilderter Textabschnitt D] > HANDLUNG[SETZEN×1] > ARG[NONE] > REL[NONE] > GRAD[GRAD II×1] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
288	P1009-S288	f76r	BIOLOGICAL	unbebilderter Textabschnitt D	1	qokedy	OK+E+DY	SETZEN	NONE	NONE	GRAD I×1	LICENSED_DY_CLOSE	1	0	0	NEAREST_HEAD_LEFT_TIE	BESITZER[unbebilderter Textabschnitt D] > HANDLUNG[SETZEN×1] > ARG[NONE] > REL[NONE] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
289	P1009-S289	f76r	BIOLOGICAL	unbebilderter Textabschnitt D	1	lkedy	L+K+E+DY	GEBEN	NONE	VERBINDUNG×1	GRAD I×1	LICENSED_DY_CLOSE	2	0	0	L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE	BESITZER[unbebilderter Textabschnitt D] > HANDLUNG[GEBEN×1] > ARG[NONE] > REL[VERBINDUNG×1] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
290	P1009-S290	f76r	BIOLOGICAL	unbebilderter Textabschnitt D	3	lsheedy okar shedy	L+SH+EE+D_ADDR+Y | OK+AR | SH+E+DY	HALTEN > SETZEN > HALTEN	AKTIVER POSTEN×1	AUSGANG×1+VERBINDUNG×1	GRAD I×1+GRAD II×1	LICENSED_DY_CLOSE	5	0	0	AL_AR_ORDERED_FALLBACK|L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE	BESITZER[unbebilderter Textabschnitt D] > HANDLUNG[SETZEN×1+HALTEN×2] > ARG[AKTIVER POSTEN×1] > REL[AUSGANG×1+VERBINDUNG×1] > GRAD[GRAD I×1+GRAD II×1] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
291	P1009-S291	f76r	BIOLOGICAL	unbebilderter Textabschnitt D	4	otain saiin qol shedy	OT+AIN | S+AIIN | OL | SH+E+DY	WÄHLEN > HALTEN	WERT×1+ANTEIL×1	NONE	GRAD I×1	LICENSED_DY_CLOSE	3	1	0	NEAREST_HEAD_LEFT_TIE|Q_OT_PACKAGE_FORWARD	BESITZER[unbebilderter Textabschnitt D] > HANDLUNG[HALTEN×1+WÄHLEN×1] > ARG[WERT×1+ANTEIL×1] > REL[NONE] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
292	P1009-S292	f76r	BIOLOGICAL	unbebilderter Textabschnitt D	4	ol chedor chal shed	OL | CHD+OR | CH+AL | SH+E+D_ADDR	UMSETZEN > NEHMEN > HALTEN	EINHEIT×1	ZIELORT×1	GRAD I×1	LICENSED_DY_CLOSE	3	0	0	AL_AR_ORDERED_FALLBACK|NEAREST_HEAD_LEFT_TIE	BESITZER[unbebilderter Textabschnitt D] > HANDLUNG[NEHMEN×1+HALTEN×1+UMSETZEN×1] > ARG[EINHEIT×1] > REL[ZIELORT×1] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	YES	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
293	P1009-S293	f76r	BIOLOGICAL	unbebilderter Textabschnitt D	1	qoteedy	OT+EE+DY	BESITZERGETRAGEN	NONE	NONE	GRAD II×1	LICENSED_DY_CLOSE	1	0	1	OWNER_CONTEXT	BESITZER[unbebilderter Textabschnitt D] > HANDLUNG[NONE] > ARG[NONE] > REL[NONE] > GRAD[GRAD II×1] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
294	P1009-S294	f76r	BIOLOGICAL	unbebilderter Textabschnitt D	1	dshdy	SH+DY	HALTEN	NONE	NONE	NONE	LICENSED_DY_CLOSE	0	0	0	NONE	BESITZER[unbebilderter Textabschnitt D] > HANDLUNG[HALTEN×1] > ARG[NONE] > REL[NONE] > GRAD[NONE] > LICENSED_DY_CLOSE	YES	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
295	P1009-S295	f76r	BIOLOGICAL	unbebilderter Textabschnitt D	8	okal chedyl dal or chedy qolaiin okedal olchedy	OK+AL | CHD+Y+L | AL | OR | CHD+Y | OL+AIIN | OK+AL | OL+CHD+DY	SETZEN > UMSETZEN > UMSETZEN > SETZEN > UMSETZEN	WERT×1+EINHEIT×1+AKTIVER POSTEN×2	ZIELORT×3+VERBINDUNG×1	NONE	LICENSED_DY_CLOSE	8	0	0	AL_AR_ORDERED_FALLBACK|INHERITED_ACTION_STACK|L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK	BESITZER[unbebilderter Textabschnitt D] > HANDLUNG[SETZEN×2+UMSETZEN×3] > ARG[WERT×1+EINHEIT×1+AKTIVER POSTEN×2] > REL[ZIELORT×3+VERBINDUNG×1] > GRAD[NONE] > LICENSED_DY_CLOSE	YES	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
296	P1009-S296	f76r	BIOLOGICAL	unbebilderter Textabschnitt D	2	chdol olchedy	CHD+OL | OL+CHD+DY	UMSETZEN > UMSETZEN	NONE	NONE	NONE	LICENSED_DY_CLOSE	0	0	0	NONE	BESITZER[unbebilderter Textabschnitt D] > HANDLUNG[UMSETZEN×2] > ARG[NONE] > REL[NONE] > GRAD[NONE] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
297	P1009-S297	f76r	BIOLOGICAL	unbebilderter Textabschnitt D	9	choly aiin y sain sheey or ar al solshey	OL+Y | AIIN | Y | S+AIN | SH+EE+Y | OR | AR | AL | OL+SH+E+Y	WÄHLEN > HALTEN > HALTEN	WERT×1+ANTEIL×1+EINHEIT×1+AKTIVER POSTEN×4	ZIELORT×1+AUSGANG×1	GRAD I×1+GRAD II×1	LICENSED_DY_CLOSE	11	1	2	AL_AR_ORDERED_FALLBACK|NEAREST_HEAD_LEFT_TIE|ONE_CARD_FORWARD|OWNER_CONTEXT|PREVIOUS_CARD_STACK	BESITZER[unbebilderter Textabschnitt D] > HANDLUNG[HALTEN×2+WÄHLEN×1] > ARG[WERT×1+ANTEIL×1+EINHEIT×1+AKTIVER POSTEN×4] > REL[ZIELORT×1+AUSGANG×1] > GRAD[GRAD I×1+GRAD II×1] > LICENSED_DY_CLOSE	YES	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
298	P1009-S298	f76r	BIOLOGICAL	unbebilderter Textabschnitt D	1	okeedy	OK+EE+DY	SETZEN	NONE	NONE	GRAD II×1	LICENSED_DY_CLOSE	1	0	0	NEAREST_HEAD_LEFT_TIE	BESITZER[unbebilderter Textabschnitt D] > HANDLUNG[SETZEN×1] > ARG[NONE] > REL[NONE] > GRAD[GRAD II×1] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
299	P1009-S299	f76r	BIOLOGICAL	unbebilderter Textabschnitt D	6	ldaiin checkhey okedalor qokaiin ol shedy	L+AIIN | CH+E+CH+K+E+Y | OK+E+D_ADDR+AL+OR | OK+AIIN | OL | SH+E+DY	NEHMEN > NEHMEN > GEBEN > SETZEN > SETZEN > HALTEN	WERT×2+EINHEIT×1+AKTIVER POSTEN×1	ZIELORT×1+VERBINDUNG×1	GRAD I×4	LICENSED_DY_CLOSE	10	2	0	AL_AR_ORDERED_FALLBACK|L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|ONE_CARD_FORWARD	BESITZER[unbebilderter Textabschnitt D] > HANDLUNG[SETZEN×2+NEHMEN×2+HALTEN×1+GEBEN×1] > ARG[WERT×2+EINHEIT×1+AKTIVER POSTEN×1] > REL[ZIELORT×1+VERBINDUNG×1] > GRAD[GRAD I×4] > LICENSED_DY_CLOSE	YES	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
300	P1009-S300	f76r	BIOLOGICAL	unbebilderter Textabschnitt D	3	qokeey or shdy	OK+EE+Y | OR | SH+D_ADDR+Y	SETZEN > HALTEN	EINHEIT×1+AKTIVER POSTEN×2	NONE	GRAD II×1	VISIBLE_PARAGRAPH_BOUNDARY	4	0	0	NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK	BESITZER[unbebilderter Textabschnitt D] > HANDLUNG[SETZEN×1+HALTEN×1] > ARG[EINHEIT×1+AKTIVER POSTEN×2] > REL[NONE] > GRAD[GRAD II×1] > VISIBLE_PARAGRAPH_BOUNDARY	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
301	P1009-S301	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	8	poldarais ol qokol chey qopchedy qopchedy dylches olkedy	P+OL+D_ADDR+AR+A_ADDR+IIN+S | OL | OK+OL | Y | CARRIER_Q+O+P+CHD+Y | CARRIER_Q+O+P+CHD+Y | D_ADDR+Y+L+CH+E+S | OL+K+E+DY	EINSETZEN > WÄHLEN > SETZEN > EINSETZEN > UMSETZEN > EINSETZEN > UMSETZEN > NEHMEN > WÄHLEN > GEBEN	AKTIVER POSTEN×4	AUSGANG×1+VERBINDUNG×1	GRAD I×2	LICENSED_DY_CLOSE	8	0	0	AL_AR_ORDERED_FALLBACK|L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK	BESITZER[Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen] > HANDLUNG[SETZEN×1+NEHMEN×1+GEBEN×1+WÄHLEN×2+UMSETZEN×2+EINSETZEN×3] > ARG[AKTIVER POSTEN×4] > REL[AUSGANG×1+VERBINDUNG×1] > GRAD[GRAD I×2] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
302	P1009-S302	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	6	loly tolchd ar shey qotaiin qotedy	L+OL+Y | T+OL+CHD | AR | SH+E+Y | OT+AIIN | OT+E+DY	EINSTELLEN > UMSETZEN > HALTEN	WERT×1+AKTIVER POSTEN×2	AUSGANG×1+VERBINDUNG×1	GRAD I×2	LICENSED_DY_CLOSE	7	2	0	AL_AR_ORDERED_FALLBACK|INHERITED_ACTION_STACK|L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|ONE_CARD_FORWARD|PREVIOUS_CARD_STACK	BESITZER[Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen] > HANDLUNG[HALTEN×1+EINSTELLEN×1+UMSETZEN×1] > ARG[WERT×1+AKTIVER POSTEN×2] > REL[AUSGANG×1+VERBINDUNG×1] > GRAD[GRAD I×2] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
303	P1009-S303	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	6	qokol chdy qokain chetey sal qoteedy	OK+OL | CHD+Y | OK+AIN | CH+E+T+E+Y | S+AL | OT+EE+DY	SETZEN > UMSETZEN > SETZEN > NEHMEN > EINSTELLEN > WÄHLEN	ANTEIL×1+AKTIVER POSTEN×2	ZIELORT×1	GRAD I×2+GRAD II×1	LICENSED_DY_CLOSE	7	0	0	AL_AR_ORDERED_FALLBACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK	BESITZER[Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen] > HANDLUNG[SETZEN×2+NEHMEN×1+WÄHLEN×1+EINSTELLEN×1+UMSETZEN×1] > ARG[ANTEIL×1+AKTIVER POSTEN×2] > REL[ZIELORT×1] > GRAD[GRAD I×2+GRAD II×1] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
304	P1009-S304	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	2	qokaiin shedy	OK+AIIN | SH+E+DY	SETZEN > HALTEN	WERT×1	NONE	GRAD I×1	LICENSED_DY_CLOSE	2	0	0	NEAREST_HEAD_LEFT_TIE	BESITZER[Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen] > HANDLUNG[SETZEN×1+HALTEN×1] > ARG[WERT×1] > REL[NONE] > GRAD[GRAD I×1] > LICENSED_DY_CLOSE	NO	COMPLETE_SELECTED_SCOPE__NO_OPEN_ATTACHMENTS
