attachment_id	focus_key	focus_core	focus_value_de	focus_family	event_id	pass1026_event_id	running_event_ordinal	physical_page	register	statement_id	card_ordinal_in_statement	locus	owner_de	surface	component_recipe	focus_atom_ordinal	focus_occurrence_ordinal	left_atom	right_atom	active_head_before	chosen_attachment_class	chosen_action	chosen_action_value_de	chosen_action_event_id	chosen_action_card_ordinal	chosen_action_atom_ordinal	selected_attachment_de	teaching_rule_families	micro_signature	r_position_mode	duplicate_scope_mode	duplicate_scope_role	paired_focus_atom_ordinal	bounded_lookahead_cards	owner_boundary_crossed	resolution_status
G399-A02364	P1003-E0163:E:1	E	GRAD I	GRADE	P1003-E0163	P1026-E2167	2167	f77r	BIOLOGICAL	P1009-S329	1	f77r.17	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qokedy	OK+E+DY	2	1	OK	DY	NONE	SAME_CARD_LEFT_ACTION	OK	SETZEN	P1003-E0163	1	1	OK=SETZEN[E=GRAD I]	NEAREST_HEAD_LEFT_TIE	ARG_GRADE__SAME_CARD_LEFT_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A02365	P1003-E0164:EE:1	EE	GRAD II	GRADE	P1003-E0164	P1026-E2168	2168	f77r	BIOLOGICAL	P1009-S330	1	f77r.17	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	sheed	SH+EE+D_ADDR	2	1	SH	D_ADDR	NONE	SAME_CARD_LEFT_ACTION	SH	HALTEN	P1003-E0164	1	1	SH=HALTEN[EE=GRAD II]	NEAREST_HEAD_LEFT_TIE	ARG_GRADE__SAME_CARD_LEFT_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A02366	P1003-E0165:EE:1	EE	GRAD II	GRADE	P1003-E0165	P1026-E2169	2169	f77r	BIOLOGICAL	P1009-S330	2	f77r.17	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qeey	CARRIER_Q+EE+Y	2	1	CARRIER_Q	Y	SH=HALTEN	PREVIOUS_CARD_ACTION	SH	HALTEN	P1003-E0164	1	1	SH=HALTEN⟨VORIGE KARTE⟩[EE=GRAD II]	PREVIOUS_CARD_STACK	ARG_GRADE__PREVIOUS_CARD_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A02367	P1003-E0165:Y:1	Y	AKTIVER POSTEN	ARGUMENT	P1003-E0165	P1026-E2169	2169	f77r	BIOLOGICAL	P1009-S330	2	f77r.17	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qeey	CARRIER_Q+EE+Y	3	1	EE	CARD_END	SH=HALTEN	PREVIOUS_CARD_ACTION	SH	HALTEN	P1003-E0164	1	1	SH=HALTEN⟨VORIGE KARTE⟩[Y=AKTIVER POSTEN]	PREVIOUS_CARD_STACK	ARG_GRADE__PREVIOUS_CARD_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A02368	P1003-E0166:AIIN:1	AIIN	WERT	ARGUMENT	P1003-E0166	P1026-E2170	2170	f77r	BIOLOGICAL	P1009-S330	3	f77r.17	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	saiin	S+AIIN	2	1	S	CARD_END	SH=HALTEN	SAME_CARD_LEFT_ACTION	S	WÄHLEN	P1003-E0166	3	1	S=WÄHLEN[AIIN=WERT]	NEAREST_HEAD_LEFT_TIE	ARG_GRADE__SAME_CARD_LEFT_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A02369	P1003-E0167:EE:1	EE	GRAD II	GRADE	P1003-E0167	P1026-E2171	2171	f77r	BIOLOGICAL	P1009-S330	4	f77r.17	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	sheety	SH+EE+T+Y	2	1	SH	T	S=WÄHLEN	SAME_CARD_LEFT_ACTION	SH	HALTEN	P1003-E0167	4	1	SH=HALTEN[EE=GRAD II]	NEAREST_HEAD_LEFT_TIE	ARG_GRADE__SAME_CARD_LEFT_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A02370	P1003-E0167:Y:1	Y	AKTIVER POSTEN	ARGUMENT	P1003-E0167	P1026-E2171	2171	f77r	BIOLOGICAL	P1009-S330	4	f77r.17	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	sheety	SH+EE+T+Y	4	1	T	CARD_END	S=WÄHLEN	SAME_CARD_LEFT_ACTION	T	EINSTELLEN	P1003-E0167	4	3	T=EINSTELLEN[Y=AKTIVER POSTEN]	NEAREST_HEAD_LEFT_TIE	ARG_GRADE__SAME_CARD_LEFT_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A02371	P1003-E0168:EE:1	EE	GRAD II	GRADE	P1003-E0168	P1026-E2172	2172	f77r	BIOLOGICAL	P1009-S330	5	f77r.17	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qokeedy	OK+EE+DY	2	1	OK	DY	T=EINSTELLEN	SAME_CARD_LEFT_ACTION	OK	SETZEN	P1003-E0168	5	1	OK=SETZEN[EE=GRAD II]	NEAREST_HEAD_LEFT_TIE	ARG_GRADE__SAME_CARD_LEFT_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A02372	P1003-E0169:L:1	L	VERBINDUNG	RELATION	P1003-E0169	P1026-E2173	2173	f77r	BIOLOGICAL	P1009-S331	1	f77r.17	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	lol	L+OL	1	1	CARD_START	OL	NONE	OWNER_ONLY	OWNER	BESITZER	OWNER	0	0	BESITZER=Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen[L=VERBINDUNG]	L_AIR_RIGHT_FALLBACK	L_AIR__OWNER_ONLY	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A02373	P1003-E0170:AIIN:1	AIIN	WERT	ARGUMENT	P1003-E0170	P1026-E2174	2174	f77r	BIOLOGICAL	P1009-S331	2	f77r.18	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	daiin	AIIN	1	1	CARD_START	CARD_END	NONE	BOUNDED_NEXT_CARD_ACTION	CH	NEHMEN	P1003-E0171	3	1	[AIIN=WERT]→CH=NEHMEN⟨NÄCHSTE KARTE⟩	ONE_CARD_FORWARD	ARG_GRADE__BOUNDED_NEXT_CARD_ACTION	NONE	SINGLE	SINGLE	NONE	1	NO	COMPLETE_SELECTED_SCOPE
G399-A02374	P1003-E0171:EE:1	EE	GRAD II	GRADE	P1003-E0171	P1026-E2175	2175	f77r	BIOLOGICAL	P1009-S331	3	f77r.18	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	cheedy	CH+EE+D_ADDR+Y	2	1	CH	D_ADDR	NONE	SAME_CARD_LEFT_ACTION	CH	NEHMEN	P1003-E0171	3	1	CH=NEHMEN[EE=GRAD II]	NEAREST_HEAD_LEFT_TIE	ARG_GRADE__SAME_CARD_LEFT_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A02375	P1003-E0171:Y:1	Y	AKTIVER POSTEN	ARGUMENT	P1003-E0171	P1026-E2175	2175	f77r	BIOLOGICAL	P1009-S331	3	f77r.18	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	cheedy	CH+EE+D_ADDR+Y	4	1	D_ADDR	CARD_END	NONE	SAME_CARD_LEFT_ACTION	CH	NEHMEN	P1003-E0171	3	1	CH=NEHMEN[Y=AKTIVER POSTEN]	NEAREST_HEAD_LEFT_TIE	ARG_GRADE__SAME_CARD_LEFT_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A02376	P1003-E0172:L:1	L	VERBINDUNG	RELATION	P1003-E0172	P1026-E2176	2176	f77r	BIOLOGICAL	P1009-S331	4	f77r.18	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	lshey	L+SH+E+Y	1	1	CARD_START	SH	CH=NEHMEN	SAME_CARD_RIGHT_ACTION	SH	HALTEN	P1003-E0172	4	2	[L=VERBINDUNG]→SH=HALTEN	L_AIR_RIGHT_FALLBACK	L_AIR__SAME_CARD_RIGHT_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A02377	P1003-E0172:E:1	E	GRAD I	GRADE	P1003-E0172	P1026-E2176	2176	f77r	BIOLOGICAL	P1009-S331	4	f77r.18	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	lshey	L+SH+E+Y	3	1	SH	Y	CH=NEHMEN	SAME_CARD_LEFT_ACTION	SH	HALTEN	P1003-E0172	4	2	SH=HALTEN[E=GRAD I]	NEAREST_HEAD_LEFT_TIE	ARG_GRADE__SAME_CARD_LEFT_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A02378	P1003-E0172:Y:1	Y	AKTIVER POSTEN	ARGUMENT	P1003-E0172	P1026-E2176	2176	f77r	BIOLOGICAL	P1009-S331	4	f77r.18	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	lshey	L+SH+E+Y	4	1	E	CARD_END	CH=NEHMEN	SAME_CARD_LEFT_ACTION	SH	HALTEN	P1003-E0172	4	2	SH=HALTEN[Y=AKTIVER POSTEN]	NEAREST_HEAD_LEFT_TIE	ARG_GRADE__SAME_CARD_LEFT_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A02379	P1003-E0174:L:1	L	VERBINDUNG	RELATION	P1003-E0174	P1026-E2178	2178	f77r	BIOLOGICAL	P1009-S331	6	f77r.18	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	l	L	1	1	CARD_START	CARD_END	SH=HALTEN	INHERITED_ACTION	SH	HALTEN	P1003-E0172	4	2	SH=HALTEN⟨GEERBT⟩[L=VERBINDUNG]	L_AIR_RIGHT_FALLBACK	L_AIR__INHERITED_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A02380	P1003-E0175:OR:1	OR	EINHEIT	ARGUMENT	P1003-E0175	P1026-E2179	2179	f77r	BIOLOGICAL	P1009-S331	7	f77r.18	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	or	OR	1	1	CARD_START	CARD_END	SH=HALTEN	INHERITED_ACTION	SH	HALTEN	P1003-E0172	4	2	SH=HALTEN⟨GEERBT⟩[OR=EINHEIT]	INHERITED_ACTION_STACK	ARG_GRADE__INHERITED_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A02381	P1003-E0176:EE:1	EE	GRAD II	GRADE	P1003-E0176	P1026-E2180	2180	f77r	BIOLOGICAL	P1009-S331	8	f77r.18	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	chees	SH+EE+S_ADDR	2	1	SH	S_ADDR	SH=HALTEN	SAME_CARD_LEFT_ACTION	SH	HALTEN	P1003-E0176	8	1	SH=HALTEN[EE=GRAD II]	NEAREST_HEAD_LEFT_TIE	ARG_GRADE__SAME_CARD_LEFT_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A02382	P1003-E0177:E:1	E	GRAD I	GRADE	P1003-E0177	P1026-E2181	2181	f77r	BIOLOGICAL	P1009-S331	9	f77r.18	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	sheckhedy	SH+E+CH+K+E+DY	2	1	SH	CH	SH=HALTEN	SAME_CARD_LEFT_ACTION	SH	HALTEN	P1003-E0177	9	1	SH=HALTEN[E=GRAD I]	NEAREST_HEAD_LEFT_TIE	ARG_GRADE__SAME_CARD_LEFT_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A02383	P1003-E0177:E:2	E	GRAD I	GRADE	P1003-E0177	P1026-E2181	2181	f77r	BIOLOGICAL	P1009-S331	9	f77r.18	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	sheckhedy	SH+E+CH+K+E+DY	5	2	K	DY	SH=HALTEN	SAME_CARD_LEFT_ACTION	K	GEBEN	P1003-E0177	9	4	K=GEBEN[E=GRAD I]	NEAREST_HEAD_LEFT_TIE	ARG_GRADE__SAME_CARD_LEFT_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A02384	P1003-E0179:EE:1	EE	GRAD II	GRADE	P1003-E0179	P1026-E2183	2183	f77r	BIOLOGICAL	P1009-S332	2	f77r.18	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	cheedy	CH+EE+D_ADDR+Y	2	1	CH	D_ADDR	NONE	SAME_CARD_LEFT_ACTION	CH	NEHMEN	P1003-E0179	2	1	CH=NEHMEN[EE=GRAD II]	NEAREST_HEAD_LEFT_TIE	ARG_GRADE__SAME_CARD_LEFT_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A02385	P1003-E0179:Y:1	Y	AKTIVER POSTEN	ARGUMENT	P1003-E0179	P1026-E2183	2183	f77r	BIOLOGICAL	P1009-S332	2	f77r.18	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	cheedy	CH+EE+D_ADDR+Y	4	1	D_ADDR	CARD_END	NONE	SAME_CARD_LEFT_ACTION	CH	NEHMEN	P1003-E0179	2	1	CH=NEHMEN[Y=AKTIVER POSTEN]	NEAREST_HEAD_LEFT_TIE	ARG_GRADE__SAME_CARD_LEFT_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A02386	P1003-E0180:AIIN:1	AIIN	WERT	ARGUMENT	P1003-E0180	P1026-E2184	2184	f77r	BIOLOGICAL	P1009-S332	3	f77r.18	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qotaiin	OT+AIIN	2	1	OT	CARD_END	CH=NEHMEN	PREVIOUS_CARD_ACTION	CH	NEHMEN	P1003-E0179	2	1	CH=NEHMEN⟨VORIGE KARTE⟩[AIIN=WERT]	PREVIOUS_CARD_STACK	ARG_GRADE__PREVIOUS_CARD_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A02387	P1003-E0181:EE:1	EE	GRAD II	GRADE	P1003-E0181	P1026-E2185	2185	f77r	BIOLOGICAL	P1009-S332	4	f77r.19	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qokeedy	OK+EE+DY	2	1	OK	DY	CH=NEHMEN	SAME_CARD_LEFT_ACTION	OK	SETZEN	P1003-E0181	4	1	OK=SETZEN[EE=GRAD II]	NEAREST_HEAD_LEFT_TIE	ARG_GRADE__SAME_CARD_LEFT_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A02388	P1003-E0182:L:1	L	VERBINDUNG	RELATION	P1003-E0182	P1026-E2186	2186	f77r	BIOLOGICAL	P1009-S333	1	f77r.19	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	lchey	L+Y	1	1	CARD_START	Y	NONE	BOUNDED_NEXT_CARD_ACTION	SH	HALTEN	P1003-E0183	2	2	[L=VERBINDUNG]→SH=HALTEN⟨NÄCHSTE KARTE⟩	L_AIR_RIGHT_FALLBACK	L_AIR__BOUNDED_NEXT_CARD_ACTION	NONE	SINGLE	SINGLE	NONE	1	NO	COMPLETE_SELECTED_SCOPE
G399-A02389	P1003-E0182:Y:1	Y	AKTIVER POSTEN	ARGUMENT	P1003-E0182	P1026-E2186	2186	f77r	BIOLOGICAL	P1009-S333	1	f77r.19	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	lchey	L+Y	2	1	L	CARD_END	NONE	BOUNDED_NEXT_CARD_ACTION	SH	HALTEN	P1003-E0183	2	2	[Y=AKTIVER POSTEN]→SH=HALTEN⟨NÄCHSTE KARTE⟩	ONE_CARD_FORWARD	ARG_GRADE__BOUNDED_NEXT_CARD_ACTION	NONE	SINGLE	SINGLE	NONE	1	NO	COMPLETE_SELECTED_SCOPE
G399-A02390	P1003-E0183:L:1	L	VERBINDUNG	RELATION	P1003-E0183	P1026-E2187	2187	f77r	BIOLOGICAL	P1009-S333	2	f77r.19	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	lsheey	L+SH+EE+Y	1	1	CARD_START	SH	NONE	SAME_CARD_RIGHT_ACTION	SH	HALTEN	P1003-E0183	2	2	[L=VERBINDUNG]→SH=HALTEN	L_AIR_RIGHT_FALLBACK	L_AIR__SAME_CARD_RIGHT_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A02391	P1003-E0183:EE:1	EE	GRAD II	GRADE	P1003-E0183	P1026-E2187	2187	f77r	BIOLOGICAL	P1009-S333	2	f77r.19	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	lsheey	L+SH+EE+Y	3	1	SH	Y	NONE	SAME_CARD_LEFT_ACTION	SH	HALTEN	P1003-E0183	2	2	SH=HALTEN[EE=GRAD II]	NEAREST_HEAD_LEFT_TIE	ARG_GRADE__SAME_CARD_LEFT_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A02392	P1003-E0183:Y:1	Y	AKTIVER POSTEN	ARGUMENT	P1003-E0183	P1026-E2187	2187	f77r	BIOLOGICAL	P1009-S333	2	f77r.19	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	lsheey	L+SH+EE+Y	4	1	EE	CARD_END	NONE	SAME_CARD_LEFT_ACTION	SH	HALTEN	P1003-E0183	2	2	SH=HALTEN[Y=AKTIVER POSTEN]	NEAREST_HEAD_LEFT_TIE	ARG_GRADE__SAME_CARD_LEFT_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A02393	P1003-E0184:EE:1	EE	GRAD II	GRADE	P1003-E0184	P1026-E2188	2188	f77r	BIOLOGICAL	P1009-S333	3	f77r.19	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qokeedy	OK+EE+DY	2	1	OK	DY	SH=HALTEN	SAME_CARD_LEFT_ACTION	OK	SETZEN	P1003-E0184	3	1	OK=SETZEN[EE=GRAD II]	NEAREST_HEAD_LEFT_TIE	ARG_GRADE__SAME_CARD_LEFT_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A02394	P1003-E0185:EE:1	EE	GRAD II	GRADE	P1003-E0185	P1026-E2189	2189	f77r	BIOLOGICAL	P1009-S334	1	f77r.19	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qokeedy	OK+EE+DY	2	1	OK	DY	NONE	SAME_CARD_LEFT_ACTION	OK	SETZEN	P1003-E0185	1	1	OK=SETZEN[EE=GRAD II]	NEAREST_HEAD_LEFT_TIE	ARG_GRADE__SAME_CARD_LEFT_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A02395	P1003-E0186:AR:1	AR	AUSGANG	RELATION	P1003-E0186	P1026-E2190	2190	f77r	BIOLOGICAL	P1009-S335	1	f77r.19	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qokar	OK+AR	2	1	OK	CARD_END	NONE	SAME_CARD_LEFT_ACTION	OK	SETZEN	P1003-E0186	1	1	OK=SETZEN[AR=AUSGANG]	AL_AR_ORDERED_FALLBACK	AL_AR__SAME_CARD_LEFT_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A02396	P1003-E0187:EE:1	EE	GRAD II	GRADE	P1003-E0187	P1026-E2191	2191	f77r	BIOLOGICAL	P1009-S335	2	f77r.19	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qokeey	OK+EE+Y	2	1	OK	Y	OK=SETZEN	SAME_CARD_LEFT_ACTION	OK	SETZEN	P1003-E0187	2	1	OK=SETZEN[EE=GRAD II]	NEAREST_HEAD_LEFT_TIE	ARG_GRADE__SAME_CARD_LEFT_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A02397	P1003-E0187:Y:1	Y	AKTIVER POSTEN	ARGUMENT	P1003-E0187	P1026-E2191	2191	f77r	BIOLOGICAL	P1009-S335	2	f77r.19	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qokeey	OK+EE+Y	3	1	EE	CARD_END	OK=SETZEN	SAME_CARD_LEFT_ACTION	OK	SETZEN	P1003-E0187	2	1	OK=SETZEN[Y=AKTIVER POSTEN]	NEAREST_HEAD_LEFT_TIE	ARG_GRADE__SAME_CARD_LEFT_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A02398	P1003-E0188:L:1	L	VERBINDUNG	RELATION	P1003-E0188	P1026-E2192	2192	f77r	BIOLOGICAL	P1009-S335	3	f77r.19	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	laiin	L+AIIN	1	1	CARD_START	AIIN	OK=SETZEN	PREVIOUS_CARD_ACTION	OK	SETZEN	P1003-E0187	2	1	OK=SETZEN⟨VORIGE KARTE⟩[L=VERBINDUNG]	L_AIR_RIGHT_FALLBACK	L_AIR__PREVIOUS_CARD_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A02399	P1003-E0188:AIIN:1	AIIN	WERT	ARGUMENT	P1003-E0188	P1026-E2192	2192	f77r	BIOLOGICAL	P1009-S335	3	f77r.19	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	laiin	L+AIIN	2	1	L	CARD_END	OK=SETZEN	PREVIOUS_CARD_ACTION	OK	SETZEN	P1003-E0187	2	1	OK=SETZEN⟨VORIGE KARTE⟩[AIIN=WERT]	PREVIOUS_CARD_STACK	ARG_GRADE__PREVIOUS_CARD_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A02400	P1003-E0189:Y:1	Y	AKTIVER POSTEN	ARGUMENT	P1003-E0189	P1026-E2193	2193	f77r	BIOLOGICAL	P1009-S335	4	f77r.19	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	chey	Y	1	1	CARD_START	CARD_END	OK=SETZEN	INHERITED_ACTION	OK	SETZEN	P1003-E0187	2	1	OK=SETZEN⟨GEERBT⟩[Y=AKTIVER POSTEN]	INHERITED_ACTION_STACK	ARG_GRADE__INHERITED_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A02401	P1003-E0190:AIN:1	AIN	ANTEIL	ARGUMENT	P1003-E0190	P1026-E2194	2194	f77r	BIOLOGICAL	P1009-S335	5	f77r.20	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qotain	OT+AIN	2	1	OT	CARD_END	OK=SETZEN	INHERITED_ACTION	OK	SETZEN	P1003-E0187	2	1	OK=SETZEN⟨GEERBT⟩[AIN=ANTEIL]	INHERITED_ACTION_STACK	ARG_GRADE__INHERITED_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A02402	P1003-E0191:E:1	E	GRAD I	GRADE	P1003-E0191	P1026-E2195	2195	f77r	BIOLOGICAL	P1009-S335	6	f77r.20	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	sheal	SH+E+AL	2	1	SH	AL	OK=SETZEN	SAME_CARD_LEFT_ACTION	SH	HALTEN	P1003-E0191	6	1	SH=HALTEN[E=GRAD I]	NEAREST_HEAD_LEFT_TIE	ARG_GRADE__SAME_CARD_LEFT_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A02403	P1003-E0191:AL:1	AL	ZIELORT	RELATION	P1003-E0191	P1026-E2195	2195	f77r	BIOLOGICAL	P1009-S335	6	f77r.20	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	sheal	SH+E+AL	3	1	E	CARD_END	OK=SETZEN	SAME_CARD_LEFT_ACTION	SH	HALTEN	P1003-E0191	6	1	SH=HALTEN[AL=ZIELORT]	AL_AR_ORDERED_FALLBACK	AL_AR__SAME_CARD_LEFT_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A02404	P1003-E0192:EE:1	EE	GRAD II	GRADE	P1003-E0192	P1026-E2196	2196	f77r	BIOLOGICAL	P1009-S335	7	f77r.20	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qokeedy	OK+EE+DY	2	1	OK	DY	SH=HALTEN	SAME_CARD_LEFT_ACTION	OK	SETZEN	P1003-E0192	7	1	OK=SETZEN[EE=GRAD II]	NEAREST_HEAD_LEFT_TIE	ARG_GRADE__SAME_CARD_LEFT_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
G399-A02405	P1003-E0193:EE:1	EE	GRAD II	GRADE	P1003-E0193	P1026-E2197	2197	f77r	BIOLOGICAL	P1009-S336	1	f77r.20	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qoteey	OT+EE+Y	2	1	OT	Y	NONE	BOUNDED_NEXT_CARD_ACTION	OK	SETZEN	P1003-E0194	2	1	[EE=GRAD II]→OK=SETZEN⟨NÄCHSTE KARTE⟩	Q_OT_PACKAGE_FORWARD	ARG_GRADE__BOUNDED_NEXT_CARD_ACTION	NONE	SINGLE	SINGLE	NONE	1	NO	COMPLETE_SELECTED_SCOPE
G399-A02406	P1003-E0193:Y:1	Y	AKTIVER POSTEN	ARGUMENT	P1003-E0193	P1026-E2197	2197	f77r	BIOLOGICAL	P1009-S336	1	f77r.20	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qoteey	OT+EE+Y	3	1	EE	CARD_END	NONE	BOUNDED_NEXT_CARD_ACTION	OK	SETZEN	P1003-E0194	2	1	[Y=AKTIVER POSTEN]→OK=SETZEN⟨NÄCHSTE KARTE⟩	Q_OT_PACKAGE_FORWARD	ARG_GRADE__BOUNDED_NEXT_CARD_ACTION	NONE	SINGLE	SINGLE	NONE	1	NO	COMPLETE_SELECTED_SCOPE
G399-A02407	P1003-E0194:AIN:1	AIN	ANTEIL	ARGUMENT	P1003-E0194	P1026-E2198	2198	f77r	BIOLOGICAL	P1009-S336	2	f77r.20	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qokain	OK+AIN	2	1	OK	CARD_END	NONE	SAME_CARD_LEFT_ACTION	OK	SETZEN	P1003-E0194	2	1	OK=SETZEN[AIN=ANTEIL]	NEAREST_HEAD_LEFT_TIE	ARG_GRADE__SAME_CARD_LEFT_ACTION	NONE	SINGLE	SINGLE	NONE	0	NO	COMPLETE_SELECTED_SCOPE
