replay_event_id	event_id	pass1026_event_id	physical_page	register	statement_id	locus	surface	component_recipe	component_atom_count	pass1026_change	all_atoms_on_fixed_sheet	outside_surface_pages	outside_recipe_pages	outside_surface_registers	outside_recipe_registers	page_replay_result	register_replay_result
G399-E1600	P1008-E0538	P1026-E1600	f76r	BIOLOGICAL	P1009-S197	f76r.8	qokeey	OK+EE+Y	3	UNCHANGED	YES	f56r|f75r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	f56r|f68r1|f71v|f72r|f75r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	HERBAL|PHARMA	HERBAL|CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E1601	P1008-E0539	P1026-E1601	f76r	BIOLOGICAL	P1009-S197	f76r.8	shedy	SH+E+DY	3	UNCHANGED	YES	f75r|f77r|f81v|f82r|f83r|f88v	f75r|f77r|f81v|f82r|f83r|f88v	PHARMA	PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E1602	P1008-E0540	P1026-E1602	f76r	BIOLOGICAL	P1009-S198	f76r.8	chey	Y	1	UNCHANGED	YES	f18r|f55v|f56r|f71v|f72r|f75r|f77r|f81v|f82r|f83r|f88r|f89r	f10r|f11r|f13r|f17r|f18r|f55v|f56r|f67r2|f71v|f72r|f75r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	HERBAL|CELESTIAL|PHARMA	HERBAL|CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E1603	P1008-E0541	P1026-E1603	f76r	BIOLOGICAL	P1009-S198	f76r.8	lkeedy	L+K+EE+D_ADDR+Y	5	UNCHANGED	YES	f82r	f82r	NONE	NONE	EXACT_SURFACE_FROM_OTHER_PAGE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E1604	P1008-E0542	P1026-E1604	f76r	BIOLOGICAL	P1009-S198	f76r.8	okey	OK+E+Y	3	UNCHANGED	YES	f67r2|f75r|f82r|f89r	f67r2|f75r|f81v|f82r|f83r|f89r	CELESTIAL|PHARMA	CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E1605	P1008-E0543	P1026-E1605	f76r	BIOLOGICAL	P1009-S198	f76r.8	dar	D_ADDR+AR	2	UNCHANGED	YES	f10r|f13r|f17r|f18r|f67r2|f71v|f72r|f75r|f81v|f82r|f83r|f88r|f88v|f89r	f10r|f13r|f17r|f18r|f67r2|f71v|f72r|f75r|f81v|f82r|f83r|f88r|f88v|f89r	HERBAL|CELESTIAL|PHARMA	HERBAL|CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E1606	P1008-E0544	P1026-E1606	f76r	BIOLOGICAL	P1009-S198	f76r.8	aiin	AIIN	1	UNCHANGED	YES	f10r|f55v|f56r|f67r2|f71v|f72r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	f10r|f11r|f13r|f18r|f55v|f56r|f67r2|f71v|f72r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	HERBAL|CELESTIAL|PHARMA	HERBAL|CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E1607	P1008-E0545	P1026-E1607	f76r	BIOLOGICAL	P1009-S198	f76r.8	chekain	CH+K+AIN	3	UNCHANGED	YES	NONE	f83r	NONE	NONE	ROOT_RECIPE_FROM_OTHER_PAGE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E1608	P1008-E0546	P1026-E1608	f76r	BIOLOGICAL	P1009-S198	f76r.8	oldy	OL+DY	2	UNCHANGED	YES	f13r|f55v|f67r2|f75r|f81v|f83r|f88r|f89r	f13r|f18r|f55v|f67r2|f75r|f81v|f83r|f88r|f89r	HERBAL|CELESTIAL|PHARMA	HERBAL|CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E1609	P1008-E0547	P1026-E1609	f76r	BIOLOGICAL	P1009-S199	f76r.9	shed	SH+E+D_ADDR	3	RESEGMENTED	YES	NONE	NONE	NONE	NONE	NEW_PAGE_RECIPE__KNOWN_ATOMS	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E1610	P1008-E0548	P1026-E1610	f76r	BIOLOGICAL	P1009-S200	f76r.9	al	AL	1	UNCHANGED	YES	f55v|f71v|f72r|f75r|f77r|f81v|f83r|f89r	f18r|f55v|f56r|f67r2|f71v|f72r|f75r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	HERBAL|CELESTIAL|PHARMA	HERBAL|CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E1611	P1008-E0549	P1026-E1611	f76r	BIOLOGICAL	P1009-S200	f76r.9	shckhy	SH+CH+K+Y	4	UNCHANGED	YES	f75r|f81v|f82r	f75r|f81v|f82r	NONE	NONE	EXACT_SURFACE_FROM_OTHER_PAGE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E1612	P1008-E0550	P1026-E1612	f76r	BIOLOGICAL	P1009-S200	f76r.9	r	R	1	UNCHANGED	YES	f56r|f67r2|f72r|f75r|f77r|f81v|f82r|f83r|f88v|f89r	f56r|f67r2|f72r|f75r|f77r|f81v|f82r|f83r|f88v|f89r	HERBAL|CELESTIAL|PHARMA	HERBAL|CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E1613	P1008-E0551	P1026-E1613	f76r	BIOLOGICAL	P1009-S200	f76r.9	ain	AIN	1	UNCHANGED	YES	f55v|f67r2|f75r|f77r|f88v|f89r	f10r|f11r|f18r|f55v|f67r2|f75r|f77r|f81v|f83r|f88v|f89r	HERBAL|CELESTIAL|PHARMA	HERBAL|CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E1614	P1008-E0552	P1026-E1614	f76r	BIOLOGICAL	P1009-S200	f76r.9	chcphedy	CH+CH+P+E+DY	5	RESEGMENTED	YES	NONE	NONE	NONE	NONE	NEW_PAGE_RECIPE__KNOWN_ATOMS	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E1615	P1008-E0553	P1026-E1615	f76r	BIOLOGICAL	P1009-S201	f76r.9	ain	AIN	1	UNCHANGED	YES	f55v|f67r2|f75r|f77r|f88v|f89r	f10r|f11r|f18r|f55v|f67r2|f75r|f77r|f81v|f83r|f88v|f89r	HERBAL|CELESTIAL|PHARMA	HERBAL|CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E1616	P1008-E0554	P1026-E1616	f76r	BIOLOGICAL	P1009-S201	f76r.9	olkeey	OL+K+EE+Y	4	UNCHANGED	YES	f75r|f83r|f88r	f75r|f77r|f81v|f83r|f88r	PHARMA	PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E1617	P1008-E0555	P1026-E1617	f76r	BIOLOGICAL	P1009-S201	f76r.9	lkar	L+K+AR	3	RESEGMENTED	YES	NONE	NONE	NONE	NONE	NEW_PAGE_RECIPE__KNOWN_ATOMS	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E1618	P1008-E0556	P1026-E1618	f76r	BIOLOGICAL	P1009-S201	f76r.9	ain	AIN	1	UNCHANGED	YES	f55v|f67r2|f75r|f77r|f88v|f89r	f10r|f11r|f18r|f55v|f67r2|f75r|f77r|f81v|f83r|f88v|f89r	HERBAL|CELESTIAL|PHARMA	HERBAL|CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E1619	P1008-E0557	P1026-E1619	f76r	BIOLOGICAL	P1009-S201	f76r.9	otchy	OT+CH+Y	3	UNCHANGED	YES	f17r|f56r|f71v	f17r|f56r|f71v	HERBAL|CELESTIAL	HERBAL|CELESTIAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E1620	P1008-E0558	P1026-E1620	f76r	BIOLOGICAL	P1009-S201	f76r.9	lkain	L+K+AIN	3	RESEGMENTED	YES	NONE	NONE	NONE	NONE	NEW_PAGE_RECIPE__KNOWN_ATOMS	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E1621	P1008-E0559	P1026-E1621	f76r	BIOLOGICAL	P1009-S201	f76r.9	chedy	CHD+Y	2	UNCHANGED	YES	f55v|f72r|f75r|f77r|f81v|f82r|f83r|f89r	f55v|f56r|f72r|f75r|f77r|f81v|f82r|f83r|f89r	HERBAL|CELESTIAL|PHARMA	HERBAL|CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E1622	P1008-E0560	P1026-E1622	f76r	BIOLOGICAL	P1009-S201	f76r.9	dar	D_ADDR+AR	2	UNCHANGED	YES	f10r|f13r|f17r|f18r|f67r2|f71v|f72r|f75r|f81v|f82r|f83r|f88r|f88v|f89r	f10r|f13r|f17r|f18r|f67r2|f71v|f72r|f75r|f81v|f82r|f83r|f88r|f88v|f89r	HERBAL|CELESTIAL|PHARMA	HERBAL|CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E1623	P1008-E0561	P1026-E1623	f76r	BIOLOGICAL	P1009-S201	f76r.9	daly	AL+Y	2	RESEGMENTED	YES	f89r	f71v|f72r|f75r|f77r|f89r	PHARMA	CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E1624	P1008-E0563	P1026-E1624	f76r	BIOLOGICAL	P1009-S202	f76r.11	qotedshedy	OT+E+D_ADDR+SH+E+DY	6	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_PAGE_RECIPE__KNOWN_ATOMS	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E1625	P1008-E0564	P1026-E1625	f76r	BIOLOGICAL	P1009-S203	f76r.11	qorain	OR+AIN	2	UNCHANGED	YES	NONE	f55v|f72r	NONE	HERBAL|CELESTIAL	ROOT_RECIPE_FROM_OTHER_PAGE	ROOT_RECIPE_FROM_OTHER_REGISTER
G399-E1626	P1008-E0565	P1026-E1626	f76r	BIOLOGICAL	P1009-S203	f76r.11	oteedy	OT+EE+DY	3	UNCHANGED	YES	f72r|f75r|f77r	f72r|f75r|f77r|f82r|f83r	CELESTIAL	CELESTIAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E1627	P1008-E0566	P1026-E1627	f76r	BIOLOGICAL	P1009-S204	f76r.11	chedy	CHD+Y	2	UNCHANGED	YES	f55v|f72r|f75r|f77r|f81v|f82r|f83r|f89r	f55v|f56r|f72r|f75r|f77r|f81v|f82r|f83r|f89r	HERBAL|CELESTIAL|PHARMA	HERBAL|CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E1628	P1008-E0567	P1026-E1628	f76r	BIOLOGICAL	P1009-S204	f76r.11	ol	OL	1	UNCHANGED	YES	f18r|f55v|f72r|f75r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	f10r|f11r|f13r|f17r|f18r|f55v|f56r|f67r2|f72r|f75r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	HERBAL|CELESTIAL|PHARMA	HERBAL|CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E1629	P1008-E0568	P1026-E1629	f76r	BIOLOGICAL	P1009-S204	f76r.11	chdy	CHD+Y	2	UNCHANGED	YES	f56r|f75r|f77r|f81v|f82r|f83r	f55v|f56r|f72r|f75r|f77r|f81v|f82r|f83r|f89r	HERBAL	HERBAL|CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E1630	P1008-E0569	P1026-E1630	f76r	BIOLOGICAL	P1009-S204	f76r.11	raiiin	R+AIIN+LOCAL_CHAR_I	3	RESEGMENTED	YES	NONE	NONE	NONE	NONE	NEW_PAGE_RECIPE__KNOWN_ATOMS	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E1631	P1008-E0570	P1026-E1631	f76r	BIOLOGICAL	P1009-S204	f76r.11	chekain	CH+K+AIN	3	UNCHANGED	YES	NONE	f83r	NONE	NONE	ROOT_RECIPE_FROM_OTHER_PAGE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E1632	P1008-E0571	P1026-E1632	f76r	BIOLOGICAL	P1009-S204	f76r.11	dain	AIN	1	UNCHANGED	YES	f10r|f11r|f18r|f67r2|f75r|f81v|f83r|f88v|f89r	f10r|f11r|f18r|f55v|f67r2|f75r|f77r|f81v|f83r|f88v|f89r	HERBAL|CELESTIAL|PHARMA	HERBAL|CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E1633	P1008-E0572	P1026-E1633	f76r	BIOLOGICAL	P1009-S204	f76r.11	chckhy	CH+K+Y	3	UNCHANGED	YES	f13r|f18r|f55v|f72r|f75r|f77r|f81v|f82r|f88v|f89r	f10r|f13r|f18r|f55v|f72r|f75r|f77r|f81v|f82r|f83r|f88v|f89r	HERBAL|CELESTIAL|PHARMA	HERBAL|CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E1634	P1008-E0573	P1026-E1634	f76r	BIOLOGICAL	P1009-S204	f76r.11	sal	S+AL	2	UNCHANGED	YES	f67r2|f72r|f75r|f77r|f81v|f82r	f67r2|f72r|f75r|f77r|f81v|f82r	CELESTIAL	CELESTIAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E1635	P1008-E0574	P1026-E1635	f76r	BIOLOGICAL	P1009-S204	f76r.11	oty	OT+Y	2	UNCHANGED	YES	f56r|f71v|f75r	f10r|f11r|f13r|f56r|f67r2|f71v|f72r|f75r|f77r|f81v|f82r|f83r	HERBAL|CELESTIAL	HERBAL|CELESTIAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E1636	P1008-E0575	P1026-E1636	f76r	BIOLOGICAL	P1009-S204	f76r.12	solshedy	OL+SH+E+DY	4	UNCHANGED	YES	f82r	f75r|f77r|f82r	NONE	NONE	EXACT_SURFACE_FROM_OTHER_PAGE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E1637	P1008-E0576	P1026-E1637	f76r	BIOLOGICAL	P1009-S205	f76r.12	qool	CARRIER_Q+O+OL	3	UNCHANGED	YES	f55v	f55v	HERBAL	HERBAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E1638	P1008-E0577	P1026-E1638	f76r	BIOLOGICAL	P1009-S205	f76r.12	qctheed	CH+T+E+Y	4	UNCHANGED	YES	NONE	f17r|f72r|f82r|f89r	NONE	HERBAL|CELESTIAL|PHARMA	ROOT_RECIPE_FROM_OTHER_PAGE	ROOT_RECIPE_FROM_OTHER_REGISTER
G399-E1639	P1008-E0578	P1026-E1639	f76r	BIOLOGICAL	P1009-S205	f76r.12	shdy	SH+D_ADDR+Y	3	UNCHANGED	YES	f83r	f83r	NONE	NONE	EXACT_SURFACE_FROM_OTHER_PAGE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E1640	P1008-E0579	P1026-E1640	f76r	BIOLOGICAL	P1009-S205	f76r.12	qa	A_ADDR	1	RESEGMENTED	YES	NONE	NONE	NONE	NONE	NEW_PAGE_RECIPE__KNOWN_ATOMS	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E1641	P1008-E0580	P1026-E1641	f76r	BIOLOGICAL	P1009-S205	f76r.12	ol	OL	1	UNCHANGED	YES	f18r|f55v|f72r|f75r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	f10r|f11r|f13r|f17r|f18r|f55v|f56r|f67r2|f72r|f75r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	HERBAL|CELESTIAL|PHARMA	HERBAL|CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E1642	P1008-E0581	P1026-E1642	f76r	BIOLOGICAL	P1009-S205	f76r.12	keey	K+EE+Y	3	UNCHANGED	YES	f56r|f71v|f72r|f89r	f56r|f71v|f72r|f89r	HERBAL|CELESTIAL|PHARMA	HERBAL|CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E1643	P1008-E0582	P1026-E1643	f76r	BIOLOGICAL	P1009-S205	f76r.12	dain	AIN	1	UNCHANGED	YES	f10r|f11r|f18r|f67r2|f75r|f81v|f83r|f88v|f89r	f10r|f11r|f18r|f55v|f67r2|f75r|f77r|f81v|f83r|f88v|f89r	HERBAL|CELESTIAL|PHARMA	HERBAL|CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E1644	P1008-E0583	P1026-E1644	f76r	BIOLOGICAL	P1009-S205	f76r.12	saiin	S+AIIN	2	UNCHANGED	YES	f67r2|f72r|f75r|f77r|f81v|f83r|f88r|f88v|f89r	f67r2|f72r|f75r|f77r|f81v|f83r|f88r|f88v|f89r	CELESTIAL|PHARMA	CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E1645	P1008-E0584	P1026-E1645	f76r	BIOLOGICAL	P1009-S205	f76r.12	s	S	1	UNCHANGED	YES	f11r|f13r|f55v|f56r|f67r2|f72r|f75r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	f11r|f13r|f55v|f56r|f67r2|f72r|f75r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	HERBAL|CELESTIAL|PHARMA	HERBAL|CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E1646	P1008-E0585	P1026-E1646	f76r	BIOLOGICAL	P1009-S205	f76r.12	ar	AR	1	UNCHANGED	YES	f55v|f67r2|f71v|f72r|f75r|f77r|f83r|f88r|f89r	f10r|f55v|f67r2|f71v|f72r|f75r|f77r|f82r|f83r|f88r|f89r	HERBAL|CELESTIAL|PHARMA	HERBAL|CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E1647	P1008-E0586	P1026-E1647	f76r	BIOLOGICAL	P1009-S205	f76r.12	shedy	SH+E+DY	3	UNCHANGED	YES	f75r|f77r|f81v|f82r|f83r|f88v	f75r|f77r|f81v|f82r|f83r|f88v	PHARMA	PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E1648	P1008-E0587	P1026-E1648	f76r	BIOLOGICAL	P1009-S206	f76r.12	qokeor	OK+E+OR	3	UNCHANGED	YES	f88r	f18r|f72r|f88r|f89r	PHARMA	HERBAL|CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E1649	P1008-E0588	P1026-E1649	f76r	BIOLOGICAL	P1009-S206	f76r.12	okeedy	OK+EE+DY	3	UNCHANGED	YES	f55v|f72r|f75r|f81v|f83r	f55v|f72r|f75r|f77r|f81v|f82r|f83r	HERBAL|CELESTIAL	HERBAL|CELESTIAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E1650	P1008-E0589	P1026-E1650	f76r	BIOLOGICAL	P1009-S207	f76r.13	qokeedy	OK+EE+DY	3	UNCHANGED	YES	f75r|f77r|f82r|f83r	f55v|f72r|f75r|f77r|f81v|f82r|f83r	NONE	HERBAL|CELESTIAL	EXACT_SURFACE_FROM_OTHER_PAGE	ROOT_RECIPE_FROM_OTHER_REGISTER
G399-E1651	P1008-E0590	P1026-E1651	f76r	BIOLOGICAL	P1009-S208	f76r.13	checthy	CH+T+Y	3	UNCHANGED	YES	f75r|f83r	f10r|f11r|f17r|f18r|f56r|f75r|f83r	NONE	HERBAL	EXACT_SURFACE_FROM_OTHER_PAGE	ROOT_RECIPE_FROM_OTHER_REGISTER
G399-E1652	P1008-E0591	P1026-E1652	f76r	BIOLOGICAL	P1009-S208	f76r.13	chckhey	CH+CH+K+E+Y	5	UNCHANGED	YES	f77r|f82r	f77r|f82r	NONE	NONE	EXACT_SURFACE_FROM_OTHER_PAGE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E1653	P1008-E0592	P1026-E1653	f76r	BIOLOGICAL	P1009-S208	f76r.13	okal	OK+AL	2	UNCHANGED	YES	f18r|f55v|f71v|f72r|f75r|f81v|f82r	f18r|f55v|f68r1|f71v|f72r|f75r|f77r|f81v|f82r|f83r|f89r	HERBAL|CELESTIAL	HERBAL|CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E1654	P1008-E0593	P1026-E1654	f76r	BIOLOGICAL	P1009-S208	f76r.13	okaiin	OK+AIIN	2	UNCHANGED	YES	f17r|f55v|f56r|f71v|f72r|f75r|f77r|f81v|f88r	f17r|f55v|f56r|f71v|f72r|f75r|f77r|f81v|f82r|f83r|f88r	HERBAL|CELESTIAL|PHARMA	HERBAL|CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E1655	P1008-E0594	P1026-E1655	f76r	BIOLOGICAL	P1009-S208	f76r.13	sheckhey	SH+E+CH+K+E+Y	6	UNCHANGED	YES	f77r	f77r	NONE	NONE	EXACT_SURFACE_FROM_OTHER_PAGE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E1656	P1008-E0595	P1026-E1656	f76r	BIOLOGICAL	P1009-S208	f76r.13	okeedy	OK+EE+DY	3	UNCHANGED	YES	f55v|f72r|f75r|f81v|f83r	f55v|f72r|f75r|f77r|f81v|f82r|f83r	HERBAL|CELESTIAL	HERBAL|CELESTIAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E1657	P1008-E0596	P1026-E1657	f76r	BIOLOGICAL	P1009-S209	f76r.13	otey	OT+E+Y	3	UNCHANGED	YES	f72r|f75r|f77r	f72r|f75r|f77r|f89r	CELESTIAL	CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E1658	P1008-E0597	P1026-E1658	f76r	BIOLOGICAL	P1009-S209	f76r.13	dal	AL	1	UNCHANGED	YES	f18r|f56r|f67r2|f71v|f72r|f75r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	f18r|f55v|f56r|f67r2|f71v|f72r|f75r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	HERBAL|CELESTIAL|PHARMA	HERBAL|CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E1659	P1008-E0598	P1026-E1659	f76r	BIOLOGICAL	P1009-S209	f76r.13	y	Y	1	UNCHANGED	YES	f10r|f11r|f13r|f17r|f18r|f55v|f56r|f67r2|f72r|f77r|f81v|f88v|f89r	f10r|f11r|f13r|f17r|f18r|f55v|f56r|f67r2|f71v|f72r|f75r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	HERBAL|CELESTIAL|PHARMA	HERBAL|CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E1660	P1008-E0599	P1026-E1660	f76r	BIOLOGICAL	P1009-S209	f76r.13	kal	K+AL	2	UNCHANGED	YES	f55v|f71v|f75r	f55v|f71v|f75r	HERBAL|CELESTIAL	HERBAL|CELESTIAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E1661	P1008-E0600	P1026-E1661	f76r	BIOLOGICAL	P1009-S209	f76r.13	chedy	CHD+Y	2	UNCHANGED	YES	f55v|f72r|f75r|f77r|f81v|f82r|f83r|f89r	f55v|f56r|f72r|f75r|f77r|f81v|f82r|f83r|f89r	HERBAL|CELESTIAL|PHARMA	HERBAL|CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E1662	P1008-E0601	P1026-E1662	f76r	BIOLOGICAL	P1009-S209	f76r.13	sar	S+AR	2	UNCHANGED	YES	f55v|f75r|f77r|f81v|f82r|f83r|f88r	f17r|f55v|f75r|f77r|f81v|f82r|f83r|f88r	HERBAL|PHARMA	HERBAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E1663	P1008-E0603	P1026-E1663	f76r	BIOLOGICAL	P1009-S210	f76r.15	chorshedy	CH+OR+SH+E+DY	5	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_PAGE_RECIPE__KNOWN_ATOMS	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E1664	P1008-E0604	P1026-E1664	f76r	BIOLOGICAL	P1009-S211	f76r.15	qoked	OK+E+D_ADDR	3	UNCHANGED	YES	f75r	f75r	NONE	NONE	EXACT_SURFACE_FROM_OTHER_PAGE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
G399-E1665	P1008-E0605	P1026-E1665	f76r	BIOLOGICAL	P1009-S211	f76r.15	okees	OK+EE+S	3	RESEGMENTED	YES	f72r	f72r	CELESTIAL	CELESTIAL	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E1666	P1008-E0606	P1026-E1666	f76r	BIOLOGICAL	P1009-S211	f76r.15	al	AL	1	UNCHANGED	YES	f55v|f71v|f72r|f75r|f77r|f81v|f83r|f89r	f18r|f55v|f56r|f67r2|f71v|f72r|f75r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	HERBAL|CELESTIAL|PHARMA	HERBAL|CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
G399-E1667	P1008-E0607	P1026-E1667	f76r	BIOLOGICAL	P1009-S211	f76r.15	ar	AR	1	UNCHANGED	YES	f55v|f67r2|f71v|f72r|f75r|f77r|f83r|f88r|f89r	f10r|f55v|f67r2|f71v|f72r|f75r|f77r|f82r|f83r|f88r|f89r	HERBAL|CELESTIAL|PHARMA	HERBAL|CELESTIAL|PHARMA	EXACT_SURFACE_FROM_OTHER_PAGE	EXACT_SURFACE_FROM_OTHER_REGISTER
