statement_id	physical_page	register	event_count	changed_event_count	old_recipe_sequence	new_recipe_sequence	old_focus_count	new_focus_count	focus_count_delta	added_focus_atoms	removed_focus_atoms	old_rule_families	new_rule_families	new_bounded_forward_count	new_owner_only_count	scope_rebuild_result
P1009-S611	f89r	PHARMA	14	1	T+CH+E+O+L | CARRIER_Q+O+LOCAL_CHAR_F+AIR | SH+E+OL | CH+P+E+Y | S+AIIN | CH+CH+P+E+Y | AL | AR+OL | O+AM_ADDR | SH+EE+Y | OK+E+Y | L | AIIN | AL+CHD+DY	T+CH+E+O+L | CARRIER_Q+O+E+AIR | SH+E+OL | CH+P+E+Y | S+AIIN | CH+CH+P+E+Y | AL | AR+OL | O+AM_ADDR | SH+EE+Y | OK+E+Y | L | AIIN | AL+CHD+DY	18	19	1	E×1	NONE	AL_AR_ORDERED_FALLBACK|INHERITED_ACTION_STACK|L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK	AL_AR_ORDERED_FALLBACK|INHERITED_ACTION_STACK|L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK	0	0	COMPLETE__NO_NEW_CORE_VALUE
P1009-S612	f89r	PHARMA	19	6	Y | OL | CH+E+O+S | AIIN | Y | CARRIER_Q+O+AIIN | Y | SH+EE+Y | OT+E+Y | OK+E+OL | AIIN | Y | AIIN | DA+AM_ADDR | AL | AL | AL | CH+E+O+Y | D_ADDR+AIN+AL+DY	Y | OL | CH+E+O+S | AIIN | Y | CARRIER_Q+E+AIIN | Y+L | S+EE+Y | OT+E+Y | OK+EE+OL | AIIN | E+Y | AIIN | DA+AM_ADDR | AL+S | AL | AL | CH+E+O+Y | D_ADDR+AIN+AL+DY	21	24	3	E×1|EE×1|L×1	NONE	INHERITED_ACTION_STACK|NEAREST_HEAD_LEFT_TIE|OWNER_CONTEXT|PREVIOUS_CARD_STACK	AL_AR_ORDERED_FALLBACK|INHERITED_ACTION_STACK|L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|OWNER_CONTEXT|PREVIOUS_CARD_STACK	0	1	COMPLETE__NO_NEW_CORE_VALUE
P1009-S614	f89r	PHARMA	44	14	SH+OL | SH+E+O | K+O+A_ADDR+Y | CH+E+O+CH+K+Y | S | SH+E+Y | OK+AIR | Y+DA+AM_ADDR | AL | AIN | CH+E+O+AM_ADDR | K+O+A_ADDR+Y | AIR | CH+E+O+Y | AIN | AL | HO | CH+AIIN | T+AIIN | DA+AM_ADDR | SH+EE+T+Y | AL | OK+Y | K+CHD+Y | OT+AM_ADDR | OL | Y | AIIN | Y+Y | R | SH+E+OL | O+CH+K+E+Y | Y+T+Y | SH+E+O+D_ADDR+Y | OT+OL | CH+E+AR | Y | AL | AIN | OT+EE+O+S_ADDR | CH+E+O+Y | CHD+AIN | AIIN | CH+O+D_ADDR+AIIN	P+SH+OL | SH+E+O | CARRIER_Q+O+A_ADDR+Y | CH+E+O+CH+P+Y | S | SH+E+Y+R | OK+AIR | Y+DA+AM_ADDR | AL+Y | A_ADDR+LOCAL_CHAR_I+M_LOCAL | CH+E+O+AM_ADDR | CARRIER_Q+O+A_ADDR+Y | AIR | CH+E+O+Y | L+AIN | AL | HO+M_LOCAL | CH+AIIN | T+AIIN | DA+AM_ADDR | SH+O+E+T+Y | AL | OK+Y | Y+K+CHD+Y | OT+AM_ADDR | OL | Y | AIIN | Y+Y | R | SH+E+OL | O+CH+K+E+Y | Y+T+Y | SH+E+O+D_ADDR+Y | OT+OL | CH+E+A_ADDR+D_ADDR | Y | AL | AIN | OT+E+O+S_ADDR | CH+E+O+Y | CH+E+O+D_ADDR+AIN | AIIN | CH+O+D_ADDR+AIIN	46	48	2	Y×2|E×3|L×1	AIN×1|EE×2|AR×1	AL_AR_ORDERED_FALLBACK|INHERITED_ACTION_STACK|L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK	AL_AR_ORDERED_FALLBACK|INHERITED_ACTION_STACK|L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK|R_POSITIONAL_MARKING	0	0	COMPLETE__NO_NEW_CORE_VALUE
P1009-S615	f89r	PHARMA	4	1	OK+CH+E+O+R | CH+E+O+K+AL | D_ADDR+AIR | OL+K+EE+DY	OK+CH+E+O+R | CH+E+O+AL | D_ADDR+AIR | OL+K+EE+DY	5	5	0	NONE	NONE	AL_AR_ORDERED_FALLBACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK	AL_AR_ORDERED_FALLBACK|L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE	0	0	COMPLETE__NO_NEW_CORE_VALUE
P1009-S617	f89r	PHARMA	33	5	AL | CH+E+O | AL | CARRIER_Q+O+AIIN | SH+E+Y | CH+P+EEE+D_ADDR+OL | D_ADDR+EE+Y | O+CH+K+E+Y | CH+AL+Y | AIN | CH+O+S | AIIN | CH+E+O+K+AL | AIIN | Y | CHD+AIN | D_ADDR+OL+CH+S+Y+CH+K+E+OL | AIIN | CH+O+D_ADDR+Y | CH+EE+D_ADDR+Y | P+CH+O+D_ADDR+OL | CH+OR | OL+Y | CH+O+S | D_ADDR+OL | OK+Y | T+OL | AIIN | AIIN | D_ADDR+AIIN+Y | OK+EE+Y | CH+E+O+Y | CARRIER_Q+O+DY	AL | CH+E+O | AL | CARRIER_Q+O+IIN+S | SH+E+Y | CH+P+EEE+D_ADDR+OL | D_ADDR+EE+Y | O+CH+K+E+Y | CH+AL+Y | A_ADDR+LOCAL_CHAR_I+M_LOCAL | CH+O+S | AIIN | CH+E+O+AL | AIIN | Y | CHD+AIN | D_ADDR+OL+CH+S+Y+CH+K+E+OL | AIIN | CH+O+D_ADDR+Y | CH+EE+D_ADDR+Y | T+CH+O+D_ADDR+OL | CH+OR | OL+Y | CH+O+S | D_ADDR+OL | OK+Y | T+OL | AIIN | AIIN | D_ADDR+AIIN+Y | OK+EE+Y | CH+E+O+L+Y | CARRIER_Q+O+DY	37	36	-1	L×1	AIIN×1|AIN×1	AL_AR_ORDERED_FALLBACK|INHERITED_ACTION_STACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK	AL_AR_ORDERED_FALLBACK|INHERITED_ACTION_STACK|L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK	0	1	COMPLETE__NO_NEW_CORE_VALUE
P1009-S619	f89r	PHARMA	2	1	P+O+R+A_ADDR+CH+OL | Y+T+O+DY	P+O+R+A_ADDR+CH+OL | Y+O+DY	1	1	0	NONE	NONE	NEAREST_HEAD_LEFT_TIE	PREVIOUS_CARD_STACK	0	0	COMPLETE__NO_NEW_CORE_VALUE
P1009-S620	f89r	PHARMA	28	2	OT+E+OL | OL+D_ADDR+AIIN | OT+OL | SH+E+OR | SH+OR | OL+D_ADDR+AIIN | OT+CH+OL | CH+E+O+L | OT+OL+P+CH+Y | D_ADDR+AR | HO | L+K+E+O+P+OL | OT+E+OR | OR | AIIN | OL+K+EE+Y | OK+E+OL | OK+E+Y | OK+EE+OL | CARRIER_Q+O+OR | OL | CH+OR | CH+K+E+Y | OL | AIIN | OL | CH+E+O+L | K+OL+DY	OT+E+OL | OL+D_ADDR+AIIN | OT+OL | SH+E+OR | SH+OR | OL+D_ADDR+AIIN | OT+CH+OL | CH+E+O+L | OT+OL+P+CH+Y | D_ADDR+AR | HO | L+K+E+O+P+OL | O+EE+OR | OR | AIIN | OL+K+E+Y | OK+E+OL | OK+E+Y | OK+EE+OL | CARRIER_Q+O+OR | OL | CH+OR | CH+K+E+Y | OL | AIIN | OL | CH+E+O+L | K+OL+DY	29	29	0	NONE	NONE	INHERITED_ACTION_STACK|L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|OWNER_CONTEXT|PREVIOUS_CARD_STACK	AL_AR_ORDERED_FALLBACK|INHERITED_ACTION_STACK|L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|OWNER_CONTEXT|PREVIOUS_CARD_STACK	0	2	COMPLETE__NO_NEW_CORE_VALUE
P1009-S622	f89r	PHARMA	31	6	D_ADDR+OL | CH+E+O+L | T+O+S | OL | CH+OR | Y+D_ADDR+AIIN | Y | S | O+IIN | CH+K+Y | OK+E+OL | OK+E+Y | OK+EE+Y | K+EE+Y | E+Y | OK+OL | OK+EE+Y | AL | CH+EE+D_ADDR+Y | O+CH+K+Y | Y+CH+E+O+R | K+EE+O+D_ADDR | CH+K+Y | S+AIIN | OK+E+O | AIIN | O+CH+K+Y | S | O+CH+K+E+Y | S+AIIN | CH+K+Y	D_ADDR+OL | CH+E+O+L | T+O+S | OL | CH+OR | Y+D_ADDR+AIIN | Y | S | O+IIN | CH+K+Y | OK+E+OL | OK+E+Y | OK+EE+Y | K+EE+Y | E+K+Y | OK+OL | OK+EE+Y | AL | CH+EE+O+D_ADDR+Y | O+E+CH+K+Y | Y+CH+E+O | K+EE+O | CH+K+O | S+AIIN | OK+E+O | AIIN | O+CH+K+Y | S | O+CH+K+E+Y | S+AIIN | CH+K+Y	34	34	0	E×1	Y×1	INHERITED_ACTION_STACK|L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK	AL_AR_ORDERED_FALLBACK|INHERITED_ACTION_STACK|L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK	0	0	COMPLETE__NO_NEW_CORE_VALUE
P1009-S623	f89r	PHARMA	7	2	OL+Y | SH+E+OL | OK+E+O+D_ADDR+Y | SH+EE+Y | O+P+CH+OR | O+P+CH+EE+OL | SH+O+DY	OL+Y | SH+E+OL | OK+E+O+D_ADDR+Y | SH+EE+Y | O+P+CH+E+OR | O+P+CH+E+OL | SH+O+DY	8	9	1	E×2	EE×1	NEAREST_HEAD_LEFT_TIE|ONE_CARD_FORWARD	NEAREST_HEAD_LEFT_TIE|ONE_CARD_FORWARD	1	0	COMPLETE__NO_NEW_CORE_VALUE
P1009-S624	f89r	PHARMA	4	1	S+OL+D_ADDR+Y | OK+AL | Y | OL+DY	SH+OL+D_ADDR+Y | OK+AL | Y | OL+DY	3	3	0	NONE	NONE	AL_AR_ORDERED_FALLBACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK	AL_AR_ORDERED_FALLBACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK	0	0	COMPLETE__NO_NEW_CORE_VALUE
P1009-S625	f89r	PHARMA	2	1	SH+E+AL | OL+DY	SH+E+O+AL | OL+DY	2	2	0	NONE	NONE	AL_AR_ORDERED_FALLBACK|NEAREST_HEAD_LEFT_TIE	AL_AR_ORDERED_FALLBACK|NEAREST_HEAD_LEFT_TIE	0	0	COMPLETE__NO_NEW_CORE_VALUE
P1009-S626	f89r	PHARMA	11	2	AIIN | CH+E+O+L | O | K+E+OL | AIIN | AL | D_ADDR+AIR | OK+EE+Y | OK+E+OL | AIIN | Y+K+E+DY	AIIN | CH+E+O+K | O | K+E+OL | AIIN | AL | D_ADDR+AIR | OK+EE+Y | OK+E+OL | AIIN | Y+K+E+O+DY	13	12	-1	NONE	L×1	INHERITED_ACTION_STACK|L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|ONE_CARD_FORWARD|PREVIOUS_CARD_STACK	AL_AR_ORDERED_FALLBACK|L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|ONE_CARD_FORWARD|PREVIOUS_CARD_STACK	1	0	COMPLETE__NO_NEW_CORE_VALUE
P1009-S627	f89r	PHARMA	82	11	OK+EE+Y | A_ADDR+S | SH+EE+Y | OK+E+OL | CH+E+O | CH+K+E+Y | OK+EE+OL | CH+E+O+L | OK+EE+Y | OK+E+OL | Y | OK+OR | OK+EE+Y | K+Y | AIIN | OK+E+OL | SH+EE+Y | OK+EE+Y | S+AIIN | OT+EE+O+S_ADDR | AIIN | AL | SH+E+OL | S | AIIN | CARRIER_Q+O+CH+EE+Y | DA+IIN | OK+EE+Y | OK+E+O+D_ADDR+Y | OL | CH+E+O+L | L+K+E+O | O | OL | CH+E+O | O+IIN | D_ADDR+O+LOCAL_CHAR_I+G_LABEL+O+M_LOCAL | CH+E+O+R | Y | OR+Y | D_ADDR+OL | CH+E+O+R | SH+EE+Y | K+EE+Y | OK+EE+Y | AIIN | CH+E+AR | OK+EE+Y | K+EE+O+K+E+CH+Y | CH+T+E+Y | AIIN | Y | OK+OL | CH+E+O+R | OK+AIIN | OK+E+O+Y | O+EE+Y | CH+E+O+R | SH+EE+Y | OK+E+OL | AL | S | AIIN | CH+E+O+L | S+O+LOCAL_CHAR_I+IIN | D_ADDR+AIR | Y | AIIN | O | R | AIN | AR | AIN | OL | AIIN | CARRIER_Q+O+AIIN | OL | CH+AIIN | AIIN | OK+AR | D_ADDR+AIR | Y+D_ADDR+AIR	OK+EEE+Y | A_ADDR+S | SH+EE+Y | OK+E+OL | CH+E+O | CH+K+E+Y | Y+OK+EE+OL | CH+E+O+L | OK+EE+Y | OK+E+OL | Y | OK+E+OR | OK+EE+Y | K+Y | AIIN | OK+E+OL | SH+EE+Y | OK+EE+Y | S+AIIN | OT+E+O+S_ADDR | AIIN | AL | SH+E+OL | S | AIIN | CARRIER_Q+O+CH+EE+Y | DA+IIN | OK+EE+Y+L | OK+E+O+D_ADDR+Y | OL | CH+E+O+L | Y+K+E+O | O | OL | CH+E+O | L+O+IIN | D_ADDR+O+LOCAL_CHAR_I+G_LABEL+O+M_LOCAL | S+CH+E+O+R | Y | OR+Y | D_ADDR+OL | CH+E+O+R | SH+EE+Y | K+EE+Y | OK+EE+Y | AIIN | CH+E+AR | OK+EE+Y | K+EE+O+K+E+CH+Y | CH+T+E+Y | AIIN | Y | OK+OL | CH+E+O+R | OK+O+IIN | OK+E+O+Y | O+EE+Y | CH+E+O+R | SH+EE+Y | OK+E+OL | AL | S | AIIN | O+CH+E+O+L | S+O+LOCAL_CHAR_I+IIN | D_ADDR+AIR | Y | AIIN | O | R | AIN | AR | AIN | OL | AIIN | CARRIER_Q+O+AIIN | OL | CH+K+AIIN | AIIN | OK+AR | D_ADDR+AIR | Y+D_ADDR+AIR	93	96	3	Y×2|E×2|EEE×1|L×1	AIIN×1|EE×2	AL_AR_ORDERED_FALLBACK|INHERITED_ACTION_STACK|L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK|R_POSITIONAL_MARKING	AL_AR_ORDERED_FALLBACK|INHERITED_ACTION_STACK|L_AIR_RIGHT_FALLBACK|NEAREST_HEAD_LEFT_TIE|PREVIOUS_CARD_STACK|R_POSITIONAL_MARKING	0	0	COMPLETE__NO_NEW_CORE_VALUE
