source_group_id	unit_id	page	visible_surface	atom_sequence	card_reading_de	source_slot_sequence	learned_or_local_atoms	slot_assignment_complete	clause_shape_id	clause_shape_family	shape_assignment_reason
E311	B3-S034	f83r	chety	PARTITION+TY	Teil abtrennen	ACTION>QUANTITY_OR_STAGE	NONE	YES	C06	ACTION_QUANTITY	ACTION>QUANTITY_OR_STAGE
E312	B3-S034	f83r	otaiin	OT+AIIN	Folgemaß	ORDER>QUANTITY_OR_STAGE	NONE	YES	C02	ORDER_CHAIN	ORDER>QUANTITY_OR_STAGE
E313	B3-S034	f83r	olsaly	AL+Y	untere Zielstelle	TARGET>REFERENT	NONE	YES	C11	TARGET_ADDRESS	TARGET>REFERENT
E314	B3-S034	f83r	shedy	SHED+E+CLOSE	kurz absetzen lassen; Schluss	ACTION>GRADE>CLOSE	NONE	YES	C03	ACTION_GRADE_ENDPOINT	ACTION>GRADE>CLOSE
E315	B4-S001	f83r	qokeedy	OK+EE+CLOSE	länger ansetzen; Schluss	ACTION>GRADE>CLOSE	NONE	YES	C03	ACTION_GRADE_ENDPOINT	ACTION>GRADE>CLOSE
E316	B4-S002	f83r	qolchey	OL+Y	diesen Posten weiterfuehren	ORDER>REFERENT	NONE	YES	C02	ORDER_CHAIN	ORDER>REFERENT
E317	B4-S002	f83r	qokeey	OK+EE+Y	länger ansetzen	ACTION>GRADE>REFERENT	NONE	YES	C03	ACTION_GRADE_ENDPOINT	ACTION>GRADE>REFERENT
E318	B4-S002	f83r	qokedy	OK+E+CLOSE	kurz ansetzen; Schluss	ACTION>GRADE>CLOSE	NONE	YES	C03	ACTION_GRADE_ENDPOINT	ACTION>GRADE>CLOSE
E319	B4-S003	f83r	chedy	CHD+Y	laufenden Posten umsetzen	ACTION>REFERENT	NONE	YES	C07	ACTION_REFERENT	ACTION>REFERENT
E320	B4-S003	f83r	otal	OT+AL	danach dorthin	ORDER>TARGET	NONE	YES	C02	ORDER_CHAIN	ORDER>TARGET
E321	B4-S003	f83r	otchey	OT+Y	nächster Teilposten	ORDER>REFERENT	NONE	YES	C02	ORDER_CHAIN	ORDER>REFERENT
E322	B4-S003	f83r	qokeey	OK+EE+Y	länger ansetzen	ACTION>GRADE>REFERENT	NONE	YES	C03	ACTION_GRADE_ENDPOINT	ACTION>GRADE>REFERENT
E323	B4-S003	f83r	qoky	OK+Y	aktuellen Posten ansetzen	ACTION>REFERENT	NONE	YES	C07	ACTION_REFERENT	ACTION>REFERENT
E324	B4-S003	f83r	tol	OL	fortsetzen	ORDER	NONE	YES	C02	ORDER_CHAIN	ORDER
E325	B4-S003	f83r	shedy	SHED+E+CLOSE	kurz absetzen lassen; Schluss	ACTION>GRADE>CLOSE	NONE	YES	C03	ACTION_GRADE_ENDPOINT	ACTION>GRADE>CLOSE
E326	B4-S004	f83r	qokylddy	OK+Y+LDDY	aktuellen Posten befestigen; Schluss	LEARNED_OR_LOCAL_BODY>ACTION>REFERENT	LDDY	YES	C01	LEARNED_BODY_CHAIN	LEARNED_OR_LOCAL_BODY>ACTION>REFERENT
E327	B4-S005	f83r	dain	DAIN	Tuch	LEARNED_OR_LOCAL_BODY	DAIN	YES	C01	LEARNED_BODY_CHAIN	LEARNED_OR_LOCAL_BODY
E328	B4-S005	f83r	chedy	CHD+Y	laufenden Posten umsetzen	ACTION>REFERENT	NONE	YES	C07	ACTION_REFERENT	ACTION>REFERENT
E329	B4-S005	f83r	qokeedy	OK+EE+CLOSE	länger ansetzen; Schluss	ACTION>GRADE>CLOSE	NONE	YES	C03	ACTION_GRADE_ENDPOINT	ACTION>GRADE>CLOSE
E330	B4-S006	f83r	shckhedy	CKHE+CLOSE	seihen; Schluss	ACTION>CLOSE	NONE	YES	C08	ACTION_CLOSE_OR_BARE	ACTION>CLOSE
E331	B4-S007	f83r	shckhedy	CKHE+CLOSE	seihen; Schluss	ACTION>CLOSE	NONE	YES	C08	ACTION_CLOSE_OR_BARE	ACTION>CLOSE
E332	B4-S008	f83r	saiin	AIIN	Sollmaß	QUANTITY_OR_STAGE	NONE	YES	C10	QUANTITY_STAGE	QUANTITY_OR_STAGE
E333	B4-S008	f83r	cheeky	CHK+EE+Y	länger erwärmen und offen halten	ACTION>GRADE>REFERENT	NONE	YES	C03	ACTION_GRADE_ENDPOINT	ACTION>GRADE>REFERENT
E334	B4-S008	f83r	sheey	SH+EE+Y	laenger ruhen	ACTION>GRADE>REFERENT	NONE	YES	C03	ACTION_GRADE_ENDPOINT	ACTION>GRADE>REFERENT
E335	B4-S008	f83r	qokedy	OK+E+CLOSE	kurz ansetzen; Schluss	ACTION>GRADE>CLOSE	NONE	YES	C03	ACTION_GRADE_ENDPOINT	ACTION>GRADE>CLOSE
E336	B4-S009	f83r	shedy	SHED+E+CLOSE	kurz absetzen lassen; Schluss	ACTION>GRADE>CLOSE	NONE	YES	C03	ACTION_GRADE_ENDPOINT	ACTION>GRADE>CLOSE
E337	B4-S010	f83r	oldy	OL+CLOSE	Fortsetzung abschließen	ORDER>CLOSE	NONE	YES	C02	ORDER_CHAIN	ORDER>CLOSE
E338	B4-S011	f83r	saiin	AIIN	Sollmaß	QUANTITY_OR_STAGE	NONE	YES	C10	QUANTITY_STAGE	QUANTITY_OR_STAGE
E339	B4-S011	f83r	cheky	CHK+E+Y	kurz wärmen	ACTION>GRADE>REFERENT	NONE	YES	C03	ACTION_GRADE_ENDPOINT	ACTION>GRADE>REFERENT
E340	B4-S011	f83r	okeeol	OK+EE+OL	länger fortführen	ORDER>ACTION>GRADE	NONE	YES	C02	ORDER_CHAIN	ORDER>ACTION>GRADE
E341	B4-S011	f83r	okain	OK+AIN	eine Portion zugeben	ACTION>QUANTITY_OR_STAGE	NONE	YES	C06	ACTION_QUANTITY	ACTION>QUANTITY_OR_STAGE
E342	B4-S011	f83r	chdy	CHD+Y	laufenden Posten umsetzen	ACTION>REFERENT	NONE	YES	C07	ACTION_REFERENT	ACTION>REFERENT
E343	B4-S011	f83r	sol	OL	fortsetzen	ORDER	NONE	YES	C02	ORDER_CHAIN	ORDER
E344	B4-S011	f83r	lkedy	L+E+CLOSE	kurz abführen; Schluss	LEARNED_OR_LOCAL_BODY>GRADE>CLOSE	L	YES	C01	LEARNED_BODY_CHAIN	LEARNED_OR_LOCAL_BODY>GRADE>CLOSE
E345	B4-S012	f83r	lchedy	L+CHD+CLOSE	abführen; Schluss	LEARNED_OR_LOCAL_BODY>ACTION>CLOSE	L	YES	C01	LEARNED_BODY_CHAIN	LEARNED_OR_LOCAL_BODY>ACTION>CLOSE
E346	B4-S013	f83r	qokol	OK+OL	Fortsetzung ansetzen	ORDER>ACTION	NONE	YES	C02	ORDER_CHAIN	ORDER>ACTION
E347	B4-S013	f83r	shedy	SHED+E+CLOSE	kurz absetzen lassen; Schluss	ACTION>GRADE>CLOSE	NONE	YES	C03	ACTION_GRADE_ENDPOINT	ACTION>GRADE>CLOSE
E348	B4-S014	f83r	or	OR	Ansatz	SOURCE_OR_PREPARATION	NONE	YES	C09	SOURCE_PREPARATION	SOURCE_OR_PREPARATION
E349	B4-S014	f83r	chey	Y	dieser Posten	REFERENT	NONE	YES	C12	REFERENT_CLOSE_RESIDUE	REFERENT
E350	B4-S014	f83r	qockhey	OK+CKH+E+Y	kurzen Durchlauf ansetzen	ACTION>GRADE>REFERENT	NONE	YES	C03	ACTION_GRADE_ENDPOINT	ACTION>GRADE>REFERENT
E351	B4-S014	f83r	dairydy	AIR+Y+CLOSE	Wasserlauf schliessen; Schluss	SOURCE_OR_PREPARATION>REFERENT>CLOSE	NONE	YES	C09	SOURCE_PREPARATION	SOURCE_OR_PREPARATION>REFERENT>CLOSE
E352	B4-S015	f83r	qokain	OK+AIN	eine Portion zugeben	ACTION>QUANTITY_OR_STAGE	NONE	YES	C06	ACTION_QUANTITY	ACTION>QUANTITY_OR_STAGE
E353	B4-S015	f83r	shey	CHEEY	klarer Auszug	LEARNED_OR_LOCAL_BODY	CHEEY	YES	C01	LEARNED_BODY_CHAIN	LEARNED_OR_LOCAL_BODY
E354	B4-S015	f83r	kain	AIN	eine Portion	QUANTITY_OR_STAGE	NONE	YES	C10	QUANTITY_STAGE	QUANTITY_OR_STAGE
E355	B4-S015	f83r	chckhal	CKH+AL	zur Zielstelle durchleiten	ACTION>TARGET	NONE	YES	C04	ACTION_TARGET	ACTION>TARGET
E356	B4-S015	f83r	solkey	SOLK+E+Y	kurz sammeln	ACTION>GRADE>REFERENT	NONE	YES	C03	ACTION_GRADE_ENDPOINT	ACTION>GRADE>REFERENT
E357	B4-S015	f83r	lchedy	L+CHD+CLOSE	abführen; Schluss	LEARNED_OR_LOCAL_BODY>ACTION>CLOSE	L	YES	C01	LEARNED_BODY_CHAIN	LEARNED_OR_LOCAL_BODY>ACTION>CLOSE
E358	B4-S016	f83r	qolkain	OL+AIN	weitere Portion	ORDER>QUANTITY_OR_STAGE	NONE	YES	C02	ORDER_CHAIN	ORDER>QUANTITY_OR_STAGE
E359	B4-S016	f83r	dal	AL	dorthin	TARGET	NONE	YES	C11	TARGET_ADDRESS	TARGET
E360	B4-S016	f83r	skar	SK+AR	vom Ausgang ausgießen	ACTION>SOURCE_OR_PREPARATION	NONE	YES	C05	ACTION_SOURCE	ACTION>SOURCE_OR_PREPARATION
E361	B4-S016	f83r	shedy	SHED+E+CLOSE	kurz absetzen lassen; Schluss	ACTION>GRADE>CLOSE	NONE	YES	C03	ACTION_GRADE_ENDPOINT	ACTION>GRADE>CLOSE
E362	B5-S001	f83r	otchdy	OT+CHD+CLOSE	Folgegang vollziehen; Schluss	ORDER>ACTION>CLOSE	NONE	YES	C02	ORDER_CHAIN	ORDER>ACTION>CLOSE
E363	B5-S002	f83r	qokchdy	OK+CHD+CLOSE	Umsetzung ansetzen; Schluss	ACTION>CLOSE	NONE	YES	C08	ACTION_CLOSE_OR_BARE	ACTION>CLOSE
E364	B5-S003	f83r	shedal	SHED+AL	dort absetzen	ACTION>TARGET	NONE	YES	C04	ACTION_TARGET	ACTION>TARGET
E365	B5-S003	f83r	dal	AL	dorthin	TARGET	NONE	YES	C11	TARGET_ADDRESS	TARGET
E366	B5-S003	f83r	cheol	OL	fortsetzen	ORDER	NONE	YES	C02	ORDER_CHAIN	ORDER
E367	B5-S003	f83r	lol	L+OL	von dort weiterfuehren	LEARNED_OR_LOCAL_BODY>ORDER	L	YES	C01	LEARNED_BODY_CHAIN	LEARNED_OR_LOCAL_BODY>ORDER
E368	B5-S003	f83r	chdal	CHD+AL	dort umsetzen	ACTION>TARGET	NONE	YES	C04	ACTION_TARGET	ACTION>TARGET
E369	B5-S003	f83r	aiin	AIIN	Sollmaß	QUANTITY_OR_STAGE	NONE	YES	C10	QUANTITY_STAGE	QUANTITY_OR_STAGE
E370	B5-S003	f83r	sol	OL	fortsetzen	ORDER	NONE	YES	C02	ORDER_CHAIN	ORDER
E371	B5-S003	f83r	daiiin	IIN	Öffnungsstufe	QUANTITY_OR_STAGE	NONE	YES	C10	QUANTITY_STAGE	QUANTITY_OR_STAGE
E372	B5-S003	f83r	chedy	CHD+Y	laufenden Posten umsetzen	ACTION>REFERENT	NONE	YES	C07	ACTION_REFERENT	ACTION>REFERENT
E373	B6-S001	f83r	solkeey	SOLK+EE+Y	länger sammeln	ACTION>GRADE>REFERENT	NONE	YES	C03	ACTION_GRADE_ENDPOINT	ACTION>GRADE>REFERENT
E374	B6-S001	f83r	qekey	KCH+E+Y	aktuellen Posten kurz bearbeiten	ACTION>GRADE>REFERENT	NONE	YES	C03	ACTION_GRADE_ENDPOINT	ACTION>GRADE>REFERENT
E375	B6-S001	f83r	raly	AL+Y	diesen Posten dorthin	TARGET>REFERENT	NONE	YES	C11	TARGET_ADDRESS	TARGET>REFERENT
E376	B6-S001	f83r	ol	OL	fortsetzen	ORDER	NONE	YES	C02	ORDER_CHAIN	ORDER
E377	B6-S001	f83r	daiin	AIIN	Sollmaß	QUANTITY_OR_STAGE	NONE	YES	C10	QUANTITY_STAGE	QUANTITY_OR_STAGE
E378	B6-S001	f83r	ol	OL	fortsetzen	ORDER	NONE	YES	C02	ORDER_CHAIN	ORDER
E379	B6-S001	f83r	dain	DAIN	Tuch	LEARNED_OR_LOCAL_BODY	DAIN	YES	C01	LEARNED_BODY_CHAIN	LEARNED_OR_LOCAL_BODY
E380	B6-S001	f83r	chey	Y	dieser Posten	REFERENT	NONE	YES	C12	REFERENT_CLOSE_RESIDUE	REFERENT
E381	B6-S001	f83r	ldalor	AL	Endziel	TARGET	NONE	YES	C11	TARGET_ADDRESS	TARGET
