transition_serial	statement_id	unit_id	entry_boundary_class	observed_triggers	inferred_missing_slots	pre_state	owner_operation	active_operation	target_operation	previous_operation	operation_trace	post_state	compiler_state_path	backward_from_full_log	backward_from_post_state_only	irreducible_ambiguity_codes	record_local_contract
44	B2-S004	B2	WITHIN_LOCUS_FIELD_BOUNDARY	BOUNDARY:WITHIN_LOCUS_FIELD_BOUNDARY | EXACT_SELECTED:TEMPERIEREN? | CLOSURE:F048:OPEN > F049:TERMINAL | LOCAL_TARGET_FILLER:SECOND_OPENING | LOCAL_PREVIOUS_CUE:TWO_SHARES | SOURCE_FROM:B2-LB01:CONTINUE_SAME_CLAUSE | SOURCE_TO:B2-LB01:CONTINUE_SAME_CLAUSE | SOURCE_INTERNAL:B2-LB01:CONTINUE_SAME_CLAUSE	OWNER | ACTIVE_ITEM/PREPARATION	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T002;PREVIOUS_ITEM=UNSET	CARRY	CARRY	INTRODUCE	INTRODUCE	OWNER:CARRY(B2:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B2:I001) -> TARGET/STATION:CARRY(B2:T002) -> PREVIOUS_ITEM:CARRY(UNSET) -> PREVIOUS_ITEM:INTRODUCE_DERIVED(B2:I002;LOCAL_TWO_SHARES) -> TARGET/STATION:INTRODUCE(B2:T003;LOCAL_SECOND_OPENING)	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T003;PREVIOUS_ITEM=B2:I002	CLAUSE_TYPED>REGISTERS_BOUND>EVENT_SELECT>FIELD_BUFFER>FIELD_COMMITTED	PASS	NO	TWO_INPUTS_ORDER_AMBIGUOUS | TARGET_INTRODUCTION_OVERWRITES_PRIOR_TARGET	B2:Oxx/B2:Ixxx/B2:Txxx;RECORD_LOCAL_ONLY
45	B2-S005	B2	WITHIN_LOCUS_FIELD_BOUNDARY	BOUNDARY:WITHIN_LOCUS_FIELD_BOUNDARY | CLOSURE:F050:OPEN > F051:TERMINAL | LOCAL_TARGET_FILLER:CLOTH | LOCAL_TARGET_FILLER:CONNECTED_RUNS | LOCAL_TARGET_FILLER:BROAD_VESSEL | LOCAL_PREVIOUS_CUE:SAME_SETTING | SOURCE_FROM:B2-LB02:CONTINUE_SAME_CLAUSE | SOURCE_TO:B2-LB02:CONTINUE_SAME_CLAUSE | SOURCE_INTERNAL:B2-LB02:CONTINUE_SAME_CLAUSE	OWNER | ACTIVE_ITEM/PREPARATION | PREVIOUS_ITEM	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T003;PREVIOUS_ITEM=B2:I002	CARRY	CARRY	INTRODUCE	RESUME	OWNER:CARRY(B2:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B2:I001) -> TARGET/STATION:CARRY(B2:T003) -> PREVIOUS_ITEM:CARRY(B2:I002) -> PREVIOUS_ITEM:RESUME(B2:I002;LOCAL_FILLER) -> TARGET/STATION:INTRODUCE(B2:T004;LOCAL_CLOTH) -> TARGET/STATION:INTRODUCE(B2:T005;LOCAL_CONNECTED_RUNS) -> TARGET/STATION:INTRODUCE(B2:T006;LOCAL_BROAD_VESSEL)	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T006;PREVIOUS_ITEM=B2:I002	CLAUSE_TYPED>REGISTERS_BOUND>EVENT_SELECT>FIELD_BUFFER>FIELD_COMMITTED	PASS	NO	PREVIOUS_REFERENT_CLASS_AMBIGUOUS | MULTIPLE_TARGETS_ONE_SLOT | TARGET_INTRODUCTION_OVERWRITES_PRIOR_TARGET	B2:Oxx/B2:Ixxx/B2:Txxx;RECORD_LOCAL_ONLY
46	B2-S006	B2	WITHIN_LOCUS_FIELD_BOUNDARY	BOUNDARY:WITHIN_LOCUS_FIELD_BOUNDARY | EXACT_SELECTED:ANWENDEN? | CLOSURE:F052:OPEN | LOCAL_TARGET_FILLER:MARKED_TARGET | LOCAL_PREVIOUS_CUE:TWO_SHARES | SOURCE_FROM:B2-LB03:START_NEW_CLAUSE	OWNER | ACTIVE_ITEM/PREPARATION | TARGET/STATION	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T006;PREVIOUS_ITEM=B2:I002	CARRY	CARRY	INTRODUCE	CARRY	OWNER:CARRY(B2:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B2:I001) -> TARGET/STATION:CARRY(B2:T006) -> PREVIOUS_ITEM:CARRY(B2:I002) -> TARGET/STATION:INTRODUCE(B2:T007;LOCAL_MARKED_TARGET)	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T007;PREVIOUS_ITEM=B2:I002	CLAUSE_TYPED>REGISTERS_BOUND>EVENT_SELECT>FIELD_BUFFER>FIELD_COMMITTED	PASS	NO	TWO_INPUTS_ORDER_AMBIGUOUS | TARGET_INTRODUCTION_OVERWRITES_PRIOR_TARGET	B2:Oxx/B2:Ixxx/B2:Txxx;RECORD_LOCAL_ONLY
47	B2-S007	B2	START_NEW_CLAUSE	BOUNDARY:START_NEW_CLAUSE | CLOSURE:F053:TERMINAL | SOURCE_TO:B2-LB03:START_NEW_CLAUSE	OWNER | ACTIVE_ITEM/PREPARATION	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T007;PREVIOUS_ITEM=B2:I002	CARRY	INTRODUCE	RESET	INTRODUCE	OWNER:CARRY(B2:O01) -> PREVIOUS_ITEM:INTRODUCE_FROM_ACTIVE(B2:I001) -> ACTIVE_ITEM/PREPARATION:INTRODUCE(B2:I003) -> TARGET/STATION:RESET(NEW_OR_PARALLEL_CLAUSE)	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=UNSET;PREVIOUS_ITEM=B2:I001	CLAUSE_TYPED>REGISTERS_BOUND>EVENT_SELECT>FIELD_BUFFER>FIELD_COMMITTED	PASS	NO	PREVIOUS_SLOT_OVERWRITTEN | TARGET_RESET_DISCARDS_PRIOR_TARGET	B2:Oxx/B2:Ixxx/B2:Txxx;RECORD_LOCAL_ONLY
48	B2-S008	B2	WITHIN_LOCUS_FIELD_BOUNDARY	BOUNDARY:WITHIN_LOCUS_FIELD_BOUNDARY | CLOSURE:F054:TERMINAL | LOCAL_TARGET_FILLER:MARKED_TARGET | LOCAL_PREVIOUS_CUE:SAME_DURATION	OWNER | ACTIVE_ITEM/PREPARATION | PREVIOUS_ITEM	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=UNSET;PREVIOUS_ITEM=B2:I001	CARRY	CARRY	INTRODUCE	RESUME	OWNER:CARRY(B2:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B2:I003) -> TARGET/STATION:CARRY(UNSET) -> PREVIOUS_ITEM:CARRY(B2:I001) -> PREVIOUS_ITEM:RESUME(B2:I001;LOCAL_FILLER) -> TARGET/STATION:INTRODUCE(B2:T008;LOCAL_MARKED_TARGET)	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T008;PREVIOUS_ITEM=B2:I001	CLAUSE_TYPED>REGISTERS_BOUND>EVENT_SELECT>FIELD_BUFFER>FIELD_COMMITTED	PASS	NO	PREVIOUS_REFERENT_CLASS_AMBIGUOUS	B2:Oxx/B2:Ixxx/B2:Txxx;RECORD_LOCAL_ONLY
49	B2-S009	B2	WITHIN_LOCUS_FIELD_BOUNDARY	BOUNDARY:WITHIN_LOCUS_FIELD_BOUNDARY | CLOSURE:F055:TERMINAL	OWNER | ACTIVE_ITEM/PREPARATION	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T008;PREVIOUS_ITEM=B2:I001	CARRY	CARRY	CARRY	CARRY	OWNER:CARRY(B2:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B2:I003) -> TARGET/STATION:CARRY(B2:T008) -> PREVIOUS_ITEM:CARRY(B2:I001)	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T008;PREVIOUS_ITEM=B2:I001	CLAUSE_TYPED>REGISTERS_BOUND>EVENT_SELECT>FIELD_BUFFER>FIELD_COMMITTED	PASS	YES	NONE	B2:Oxx/B2:Ixxx/B2:Txxx;RECORD_LOCAL_ONLY
50	B2-S010	B2	WITHIN_LOCUS_FIELD_BOUNDARY	BOUNDARY:WITHIN_LOCUS_FIELD_BOUNDARY | EXACT_SELECTED:TEMPERIEREN? | EXACT_SELECTED:ANWENDEN? | EXACT_SELECTED:KLAR? | CLOSURE:F056:OPEN | LOCAL_TARGET_FILLER:FIRST_OPENING | SOURCE_FROM:B2-LB04:UNRESOLVED	OWNER | ACTIVE_ITEM/PREPARATION | TARGET/STATION	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T008;PREVIOUS_ITEM=B2:I001	CARRY	CARRY	INTRODUCE	CARRY	OWNER:CARRY(B2:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B2:I003) -> TARGET/STATION:CARRY(B2:T008) -> PREVIOUS_ITEM:CARRY(B2:I001) -> TARGET/STATION:INTRODUCE(B2:T009;LOCAL_FIRST_OPENING)	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T009;PREVIOUS_ITEM=B2:I001	CLAUSE_TYPED>REGISTERS_BOUND>EVENT_SELECT>FIELD_BUFFER>FIELD_COMMITTED	PASS	NO	TARGET_INTRODUCTION_OVERWRITES_PRIOR_TARGET	B2:Oxx/B2:Ixxx/B2:Txxx;RECORD_LOCAL_ONLY
51	B2-S011	B2	UNRESOLVED	BOUNDARY:UNRESOLVED | CLOSURE:F057:TERMINAL | SOURCE_TO:B2-LB04:UNRESOLVED	OWNER | ACTIVE_ITEM/PREPARATION	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T009;PREVIOUS_ITEM=B2:I001	CARRY	CARRY	CARRY	CARRY	OWNER:CARRY(B2:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B2:I003) -> TARGET/STATION:CARRY(B2:T009) -> PREVIOUS_ITEM:CARRY(B2:I001)	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T009;PREVIOUS_ITEM=B2:I001	CLAUSE_TYPED>REGISTERS_BOUND>EVENT_SELECT>FIELD_BUFFER>FIELD_COMMITTED	PASS	NO	UNRESOLVED_BOUNDARY	B2:Oxx/B2:Ixxx/B2:Txxx;RECORD_LOCAL_ONLY
52	B2-S012	B2	WITHIN_LOCUS_FIELD_BOUNDARY	BOUNDARY:WITHIN_LOCUS_FIELD_BOUNDARY | EXACT_SELECTED:KLAR? | EXACT_SELECTED:TEMPERIEREN? | EXACT_SELECTED:MASS? | CLOSURE:F058:OPEN > F059:TERMINAL | LOCAL_PREVIOUS_CUE:SAME_SETTING | SOURCE_FROM:B2-LB05:CONTINUE_SAME_CLAUSE | SOURCE_TO:B2-LB05:CONTINUE_SAME_CLAUSE | SOURCE_INTERNAL:B2-LB05:CONTINUE_SAME_CLAUSE	OWNER | ACTIVE_ITEM/PREPARATION | PREVIOUS_ITEM	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T009;PREVIOUS_ITEM=B2:I001	CARRY	CARRY	CARRY	RESUME	OWNER:CARRY(B2:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B2:I003) -> TARGET/STATION:CARRY(B2:T009) -> PREVIOUS_ITEM:CARRY(B2:I001) -> PREVIOUS_ITEM:RESUME(B2:I001;LOCAL_FILLER)	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T009;PREVIOUS_ITEM=B2:I001	CLAUSE_TYPED>REGISTERS_BOUND>EVENT_SELECT>FIELD_BUFFER>FIELD_COMMITTED	PASS	NO	PREVIOUS_REFERENT_CLASS_AMBIGUOUS	B2:Oxx/B2:Ixxx/B2:Txxx;RECORD_LOCAL_ONLY
53	B2-S013	B2	WITHIN_LOCUS_FIELD_BOUNDARY	BOUNDARY:WITHIN_LOCUS_FIELD_BOUNDARY | EXACT_SELECTED:ABLASSEN? | CLOSURE:F060:TERMINAL	OWNER | ACTIVE_ITEM/PREPARATION | TARGET/STATION	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T009;PREVIOUS_ITEM=B2:I001	CARRY	CARRY	RESUME	CARRY	OWNER:CARRY(B2:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B2:I003) -> TARGET/STATION:CARRY(B2:T009) -> PREVIOUS_ITEM:CARRY(B2:I001) -> TARGET/STATION:RESUME(B2:T009;TARGET_SENSITIVE_ACTION)	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T009;PREVIOUS_ITEM=B2:I001	CLAUSE_TYPED>REGISTERS_BOUND>EVENT_SELECT>FIELD_BUFFER>FIELD_COMMITTED	PASS	YES	NONE	B2:Oxx/B2:Ixxx/B2:Txxx;RECORD_LOCAL_ONLY
54	B2-S014	B2	WITHIN_LOCUS_FIELD_BOUNDARY	BOUNDARY:WITHIN_LOCUS_FIELD_BOUNDARY | CLOSURE:F061:OPEN | LOCAL_TARGET_FILLER:LOWER_OUTLET | SOURCE_FROM:B2-LB06:START_NEW_CLAUSE	OWNER | ACTIVE_ITEM/PREPARATION	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T009;PREVIOUS_ITEM=B2:I001	CARRY	CARRY	INTRODUCE	CARRY	OWNER:CARRY(B2:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B2:I003) -> TARGET/STATION:CARRY(B2:T009) -> PREVIOUS_ITEM:CARRY(B2:I001) -> TARGET/STATION:INTRODUCE(B2:T010;LOCAL_LOWER_OUTLET)	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T010;PREVIOUS_ITEM=B2:I001	CLAUSE_TYPED>REGISTERS_BOUND>EVENT_SELECT>FIELD_BUFFER>FIELD_COMMITTED	PASS	NO	TARGET_INTRODUCTION_OVERWRITES_PRIOR_TARGET	B2:Oxx/B2:Ixxx/B2:Txxx;RECORD_LOCAL_ONLY
55	B2-S015	B2	START_NEW_CLAUSE	BOUNDARY:START_NEW_CLAUSE | CLOSURE:F062:TERMINAL | SOURCE_TO:B2-LB06:START_NEW_CLAUSE	OWNER | ACTIVE_ITEM/PREPARATION	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T010;PREVIOUS_ITEM=B2:I001	CARRY	INTRODUCE	RESET	INTRODUCE	OWNER:CARRY(B2:O01) -> PREVIOUS_ITEM:INTRODUCE_FROM_ACTIVE(B2:I003) -> ACTIVE_ITEM/PREPARATION:INTRODUCE(B2:I004) -> TARGET/STATION:RESET(NEW_OR_PARALLEL_CLAUSE)	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=UNSET;PREVIOUS_ITEM=B2:I003	CLAUSE_TYPED>REGISTERS_BOUND>EVENT_SELECT>FIELD_BUFFER>FIELD_COMMITTED	PASS	NO	PREVIOUS_SLOT_OVERWRITTEN | TARGET_RESET_DISCARDS_PRIOR_TARGET	B2:Oxx/B2:Ixxx/B2:Txxx;RECORD_LOCAL_ONLY
56	B2-S016	B2	WITHIN_LOCUS_FIELD_BOUNDARY	BOUNDARY:WITHIN_LOCUS_FIELD_BOUNDARY | EXACT_SELECTED:ZIEL? | EXACT_SELECTED:MASS? | CLOSURE:F063:OPEN > F064:TERMINAL | LOCAL_TARGET_FILLER:MARKED_TARGET | SOURCE_FROM:B2-LB07:CONTINUE_SAME_CLAUSE | SOURCE_TO:B2-LB07:CONTINUE_SAME_CLAUSE | SOURCE_INTERNAL:B2-LB07:CONTINUE_SAME_CLAUSE	OWNER | ACTIVE_ITEM/PREPARATION	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=UNSET;PREVIOUS_ITEM=B2:I003	CARRY	CARRY	INTRODUCE	CARRY	OWNER:CARRY(B2:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B2:I004) -> TARGET/STATION:CARRY(UNSET) -> PREVIOUS_ITEM:CARRY(B2:I003) -> TARGET/STATION:INTRODUCE(B2:T011;LOCAL_MARKED_TARGET)	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T011;PREVIOUS_ITEM=B2:I003	CLAUSE_TYPED>REGISTERS_BOUND>EVENT_SELECT>FIELD_BUFFER>FIELD_COMMITTED	PASS	YES	NONE	B2:Oxx/B2:Ixxx/B2:Txxx;RECORD_LOCAL_ONLY
57	B2-S017	B2	WITHIN_LOCUS_FIELD_BOUNDARY	BOUNDARY:WITHIN_LOCUS_FIELD_BOUNDARY | CLOSURE:F065:TERMINAL | LOCAL_TARGET_FILLER:SECOND_OPENING	OWNER | ACTIVE_ITEM/PREPARATION	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T011;PREVIOUS_ITEM=B2:I003	CARRY	CARRY	INTRODUCE	CARRY	OWNER:CARRY(B2:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B2:I004) -> TARGET/STATION:CARRY(B2:T011) -> PREVIOUS_ITEM:CARRY(B2:I003) -> TARGET/STATION:INTRODUCE(B2:T012;LOCAL_SECOND_OPENING)	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T012;PREVIOUS_ITEM=B2:I003	CLAUSE_TYPED>REGISTERS_BOUND>EVENT_SELECT>FIELD_BUFFER>FIELD_COMMITTED	PASS	NO	TARGET_INTRODUCTION_OVERWRITES_PRIOR_TARGET	B2:Oxx/B2:Ixxx/B2:Txxx;RECORD_LOCAL_ONLY
58	B2-S018	B2	WITHIN_LOCUS_FIELD_BOUNDARY	BOUNDARY:WITHIN_LOCUS_FIELD_BOUNDARY | CLOSURE:F066:TERMINAL	OWNER | ACTIVE_ITEM/PREPARATION	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T012;PREVIOUS_ITEM=B2:I003	CARRY	CARRY	CARRY	CARRY	OWNER:CARRY(B2:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B2:I004) -> TARGET/STATION:CARRY(B2:T012) -> PREVIOUS_ITEM:CARRY(B2:I003)	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T012;PREVIOUS_ITEM=B2:I003	CLAUSE_TYPED>REGISTERS_BOUND>EVENT_SELECT>FIELD_BUFFER>FIELD_COMMITTED	PASS	YES	NONE	B2:Oxx/B2:Ixxx/B2:Txxx;RECORD_LOCAL_ONLY
59	B2-S019	B2	WITHIN_LOCUS_FIELD_BOUNDARY	BOUNDARY:WITHIN_LOCUS_FIELD_BOUNDARY | CLOSURE:F067:TERMINAL	OWNER | ACTIVE_ITEM/PREPARATION	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T012;PREVIOUS_ITEM=B2:I003	CARRY	CARRY	CARRY	CARRY	OWNER:CARRY(B2:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B2:I004) -> TARGET/STATION:CARRY(B2:T012) -> PREVIOUS_ITEM:CARRY(B2:I003)	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T012;PREVIOUS_ITEM=B2:I003	CLAUSE_TYPED>REGISTERS_BOUND>EVENT_SELECT>FIELD_BUFFER>FIELD_COMMITTED	PASS	YES	NONE	B2:Oxx/B2:Ixxx/B2:Txxx;RECORD_LOCAL_ONLY
60	B2-S020	B2	WITHIN_LOCUS_FIELD_BOUNDARY	BOUNDARY:WITHIN_LOCUS_FIELD_BOUNDARY | CLOSURE:F068:TERMINAL	OWNER | ACTIVE_ITEM/PREPARATION	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T012;PREVIOUS_ITEM=B2:I003	CARRY	CARRY	CARRY	CARRY	OWNER:CARRY(B2:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B2:I004) -> TARGET/STATION:CARRY(B2:T012) -> PREVIOUS_ITEM:CARRY(B2:I003)	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T012;PREVIOUS_ITEM=B2:I003	CLAUSE_TYPED>REGISTERS_BOUND>EVENT_SELECT>FIELD_BUFFER>FIELD_COMMITTED	PASS	YES	NONE	B2:Oxx/B2:Ixxx/B2:Txxx;RECORD_LOCAL_ONLY
61	B2-S021	B2	WITHIN_LOCUS_FIELD_BOUNDARY	BOUNDARY:WITHIN_LOCUS_FIELD_BOUNDARY | CLOSURE:F069:TERMINAL	OWNER | ACTIVE_ITEM/PREPARATION	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T012;PREVIOUS_ITEM=B2:I003	CARRY	CARRY	CARRY	CARRY	OWNER:CARRY(B2:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B2:I004) -> TARGET/STATION:CARRY(B2:T012) -> PREVIOUS_ITEM:CARRY(B2:I003)	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T012;PREVIOUS_ITEM=B2:I003	CLAUSE_TYPED>REGISTERS_BOUND>EVENT_SELECT>FIELD_BUFFER>FIELD_COMMITTED	PASS	YES	NONE	B2:Oxx/B2:Ixxx/B2:Txxx;RECORD_LOCAL_ONLY
62	B2-S022	B2	WITHIN_LOCUS_FIELD_BOUNDARY	BOUNDARY:WITHIN_LOCUS_FIELD_BOUNDARY | CLOSURE:F070:TERMINAL	OWNER | ACTIVE_ITEM/PREPARATION	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T012;PREVIOUS_ITEM=B2:I003	CARRY	CARRY	CARRY	CARRY	OWNER:CARRY(B2:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B2:I004) -> TARGET/STATION:CARRY(B2:T012) -> PREVIOUS_ITEM:CARRY(B2:I003)	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I004;TARGET/STATION=B2:T012;PREVIOUS_ITEM=B2:I003	CLAUSE_TYPED>REGISTERS_BOUND>EVENT_SELECT>FIELD_BUFFER>FIELD_COMMITTED	PASS	YES	NONE	B2:Oxx/B2:Ixxx/B2:Txxx;RECORD_LOCAL_ONLY
63	B3-S001	B3	RECORD_START	BOUNDARY:RECORD_START | CLOSURE:F071:TERMINAL	ACTIVE_ITEM/PREPARATION	OWNER=UNSET;ACTIVE_ITEM/PREPARATION=UNSET;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	INTRODUCE	INTRODUCE	RESET	RESET	OWNER:INTRODUCE(B3:O01) -> ACTIVE_ITEM/PREPARATION:INTRODUCE(B3:I001) -> TARGET/STATION:RESET -> PREVIOUS_ITEM:RESET	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	CLAUSE_TYPED>REGISTERS_BOUND>EVENT_SELECT>FIELD_BUFFER>FIELD_COMMITTED	PASS	YES	NONE	B3:Oxx/B3:Ixxx/B3:Txxx;RECORD_LOCAL_ONLY
64	B3-S002	B3	WITHIN_LOCUS_FIELD_BOUNDARY	BOUNDARY:WITHIN_LOCUS_FIELD_BOUNDARY | CLOSURE:F072:TERMINAL | LOCAL_TARGET_FILLER:LOWER_OUTLET	OWNER | ACTIVE_ITEM/PREPARATION	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=UNSET;PREVIOUS_ITEM=UNSET	CARRY	CARRY	INTRODUCE	CARRY	OWNER:CARRY(B3:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B3:I001) -> TARGET/STATION:CARRY(UNSET) -> PREVIOUS_ITEM:CARRY(UNSET) -> TARGET/STATION:INTRODUCE(B3:T001;LOCAL_LOWER_OUTLET)	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T001;PREVIOUS_ITEM=UNSET	CLAUSE_TYPED>REGISTERS_BOUND>EVENT_SELECT>FIELD_BUFFER>FIELD_COMMITTED	PASS	YES	NONE	B3:Oxx/B3:Ixxx/B3:Txxx;RECORD_LOCAL_ONLY
65	B3-S003	B3	WITHIN_LOCUS_FIELD_BOUNDARY	BOUNDARY:WITHIN_LOCUS_FIELD_BOUNDARY | EXACT_SELECTED:MASS? | EXACT_SELECTED:ABLASSEN? | CLOSURE:F073:TERMINAL	OWNER | ACTIVE_ITEM/PREPARATION | TARGET/STATION	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T001;PREVIOUS_ITEM=UNSET	CARRY	CARRY	RESUME	CARRY	OWNER:CARRY(B3:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B3:I001) -> TARGET/STATION:CARRY(B3:T001) -> PREVIOUS_ITEM:CARRY(UNSET) -> TARGET/STATION:RESUME(B3:T001;TARGET_SENSITIVE_ACTION)	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T001;PREVIOUS_ITEM=UNSET	CLAUSE_TYPED>REGISTERS_BOUND>EVENT_SELECT>FIELD_BUFFER>FIELD_COMMITTED	PASS	YES	NONE	B3:Oxx/B3:Ixxx/B3:Txxx;RECORD_LOCAL_ONLY
66	B3-S004	B3	WITHIN_LOCUS_FIELD_BOUNDARY	BOUNDARY:WITHIN_LOCUS_FIELD_BOUNDARY | CLOSURE:F074:OPEN | LOCAL_TARGET_FILLER:LOWER_OUTLET | SOURCE_FROM:B3-LB01:RESUME_ACTIVE_ITEM	OWNER | ACTIVE_ITEM/PREPARATION	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T001;PREVIOUS_ITEM=UNSET	CARRY	CARRY	INTRODUCE	CARRY	OWNER:CARRY(B3:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B3:I001) -> TARGET/STATION:CARRY(B3:T001) -> PREVIOUS_ITEM:CARRY(UNSET) -> TARGET/STATION:INTRODUCE(B3:T002;LOCAL_LOWER_OUTLET)	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T002;PREVIOUS_ITEM=UNSET	CLAUSE_TYPED>REGISTERS_BOUND>EVENT_SELECT>FIELD_BUFFER>FIELD_COMMITTED	PASS	NO	TARGET_INTRODUCTION_OVERWRITES_PRIOR_TARGET	B3:Oxx/B3:Ixxx/B3:Txxx;RECORD_LOCAL_ONLY
