universal_group_serial	register	unit_id	page	source_serial	locus	field_or_address	statement_or_station	exact_card_or_local_group_id	formal_value	atomic_or_whole_card_mnemonic	source_order_slot	local_selected_source_fragment	abbreviation_channel	register_state_before	register_update	register_state_after	selected_parse_status	terminal_status	renderer_instruction	rendered_surface	reverse_lookup_requirement	semantic_invertibility_from_surface_alone	source_fragment_digest	mechanical_roundtrip_token	roundtrip_status
451	ASTRO	A1	f67r2	70	f67r2.28	f67r2.28:1	P03	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.28::1::11910	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	SEVEN_PLANET_LOCAL_EXEMPLAR	[LOKALER EXEMPLARTEXT 1/2; KEINE KARTENGLOSSE] Externer Editionswert Planet 3: Mars; überlieferte Grundqualität: heiß	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f67r2	LOOK_UP_LOCAL_ADDRESS=f67r2.28:1	PAGE_NAMESPACE=f67r2; LOCAL_ITEM=P03	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	okain	PAGE_LOCAL_ASTRO_CODEBOOK_REQUIRED	NOT_CLAIMED	1fd871e81a36c8052bb2	f42590a2f7b24763517f	PASS_EXACT_LOCAL_ADDRESS_AND_CONTEXT
452	ASTRO	A1	f67r2	71	f67r2.28	f67r2.28:2	P03	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.28::2::11911	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	SEVEN_PLANET_LOCAL_EXEMPLAR	[LOKALER EXEMPLARTEXT 2/2; KEINE KARTENGLOSSE] und trocken; als Tages- oder Stundenherr prüfen.	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f67r2	LOOK_UP_LOCAL_ADDRESS=f67r2.28:2	PAGE_NAMESPACE=f67r2; LOCAL_ITEM=P03	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	am	PAGE_LOCAL_ASTRO_CODEBOOK_REQUIRED	NOT_CLAIMED	56da48b606a3c9984127	d987fbefc24f0fd6af0f	PASS_EXACT_LOCAL_ADDRESS_AND_CONTEXT
453	ASTRO	A1	f67r2	72	f67r2.29	f67r2.29:1	I29	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.29::1::11912	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	[LOKALER EXEMPLARTEXT 1/2; KEINE KARTENGLOSSE] Bei guter Verbindung eines Wohltäters	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f67r2	LOOK_UP_LOCAL_ADDRESS=f67r2.29:1	PAGE_NAMESPACE=f67r2; LOCAL_ITEM=I29	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	ytody	PAGE_LOCAL_ASTRO_CODEBOOK_REQUIRED	NOT_CLAIMED	edf39c9759c85af98666	a034bd2a6cd3fe080d7c	PASS_EXACT_LOCAL_ADDRESS_AND_CONTEXT
454	ASTRO	A1	f67r2	73	f67r2.29	f67r2.29:2	I29	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.29::2::11913	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	[LOKALER EXEMPLARTEXT 2/2; KEINE KARTENGLOSSE] darf eine milde Behandlung erfolgen.	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f67r2	LOOK_UP_LOCAL_ADDRESS=f67r2.29:2	PAGE_NAMESPACE=f67r2; LOCAL_ITEM=I29	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	saiin	PAGE_LOCAL_ASTRO_CODEBOOK_REQUIRED	NOT_CLAIMED	599eee7233712f59934f	191340e740964c9a95aa	PASS_EXACT_LOCAL_ADDRESS_AND_CONTEXT
455	ASTRO	A1	f67r2	74	f67r2.30	f67r2.30:1	I30	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.30::1::11914	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	[LOKALER EXEMPLARTEXT 1/2; KEINE KARTENGLOSSE] Wähle die Anwendung nach Krankheit,	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f67r2	LOOK_UP_LOCAL_ADDRESS=f67r2.30:1	PAGE_NAMESPACE=f67r2; LOCAL_ITEM=I30	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	ochol	PAGE_LOCAL_ASTRO_CODEBOOK_REQUIRED	NOT_CLAIMED	2d2f73e5d0ca276d5619	02b8287eb4148aea63e5	PASS_EXACT_LOCAL_ADDRESS_AND_CONTEXT
456	ASTRO	A1	f67r2	75	f67r2.30	f67r2.30:2	I30	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.30::2::11915	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	[LOKALER EXEMPLARTEXT 2/2; KEINE KARTENGLOSSE] Kräften und sichtbarer Körperstelle.	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f67r2	LOOK_UP_LOCAL_ADDRESS=f67r2.30:2	PAGE_NAMESPACE=f67r2; LOCAL_ITEM=I30	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	olol	PAGE_LOCAL_ASTRO_CODEBOOK_REQUIRED	NOT_CLAIMED	c847004359ad32c88539	3b3e51c701ab1f0b4d9c	PASS_EXACT_LOCAL_ADDRESS_AND_CONTEXT
457	ASTRO	A1	f67r2	76	f67r2.31	f67r2.31:1	P04	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.31::1::11916	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	SEVEN_PLANET_LOCAL_EXEMPLAR	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Externer Editionswert Planet 4: Sonne; überlieferte Grundqualität: warm und trocken; als Tages- oder Stundenherr prüfen.	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f67r2	LOOK_UP_LOCAL_ADDRESS=f67r2.31:1	PAGE_NAMESPACE=f67r2; LOCAL_ITEM=P04	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	opcholdy	PAGE_LOCAL_ASTRO_CODEBOOK_REQUIRED	NOT_CLAIMED	5daaa26311a97418f4a5	eb372175ed0ac44847f9	PASS_EXACT_LOCAL_ADDRESS_AND_CONTEXT
458	ASTRO	A1	f67r2	77	f67r2.32	f67r2.32:1	I32	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.32::1::11917	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	[LOKALER EXEMPLARTEXT 1/4; KEINE KARTENGLOSSE] Bei Fülle kann	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f67r2	LOOK_UP_LOCAL_ADDRESS=f67r2.32:1	PAGE_NAMESPACE=f67r2; LOCAL_ITEM=I32	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	dosar	PAGE_LOCAL_ASTRO_CODEBOOK_REQUIRED	NOT_CLAIMED	c4989e8e30d014becaef	28eb3b2877fe956dc0a8	PASS_EXACT_LOCAL_ADDRESS_AND_CONTEXT
459	ASTRO	A1	f67r2	78	f67r2.32	f67r2.32:2	I32	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.32::2::11918	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	[LOKALER EXEMPLARTEXT 2/4; KEINE KARTENGLOSSE] das lokale Exemplar	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f67r2	LOOK_UP_LOCAL_ADDRESS=f67r2.32:2	PAGE_NAMESPACE=f67r2; LOCAL_ITEM=I32	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	odas	PAGE_LOCAL_ASTRO_CODEBOOK_REQUIRED	NOT_CLAIMED	a386f129a07490030b8e	64dcfd955c8f77a795d8	PASS_EXACT_LOCAL_ADDRESS_AND_CONTEXT
460	ASTRO	A1	f67r2	79	f67r2.32	f67r2.32:3	I32	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.32::3::11919	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	[LOKALER EXEMPLARTEXT 3/4; KEINE KARTENGLOSSE] Aderlass oder	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f67r2	LOOK_UP_LOCAL_ADDRESS=f67r2.32:3	PAGE_NAMESPACE=f67r2; LOCAL_ITEM=I32	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	air	PAGE_LOCAL_ASTRO_CODEBOOK_REQUIRED	NOT_CLAIMED	bd955712b6f4bfb82189	61de10a1ef505901ba75	PASS_EXACT_LOCAL_ADDRESS_AND_CONTEXT
461	ASTRO	A1	f67r2	80	f67r2.32	f67r2.32:4	I32	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.32::4::11920	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	[LOKALER EXEMPLARTEXT 4/4; KEINE KARTENGLOSSE] Schröpfen erwägen.	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f67r2	LOOK_UP_LOCAL_ADDRESS=f67r2.32:4	PAGE_NAMESPACE=f67r2; LOCAL_ITEM=I32	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	alaiin	PAGE_LOCAL_ASTRO_CODEBOOK_REQUIRED	NOT_CLAIMED	b157321a25d0e59e7747	f34c84ff2d46237ecd6b	PASS_EXACT_LOCAL_ADDRESS_AND_CONTEXT
462	ASTRO	A1	f67r2	81	f67r2.33	f67r2.33:1	I33	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.33::1::11921	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	[LOKALER EXEMPLARTEXT 1/3; KEINE KARTENGLOSSE] Bei Schwäche meide starke	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f67r2	LOOK_UP_LOCAL_ADDRESS=f67r2.33:1	PAGE_NAMESPACE=f67r2; LOCAL_ITEM=I33	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	dokan	PAGE_LOCAL_ASTRO_CODEBOOK_REQUIRED	NOT_CLAIMED	6919c2e40da1104ad4cf	52c0b06158503ae8b6a9	PASS_EXACT_LOCAL_ADDRESS_AND_CONTEXT
463	ASTRO	A1	f67r2	82	f67r2.33	f67r2.33:2	I33	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.33::2::11922	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	[LOKALER EXEMPLARTEXT 2/3; KEINE KARTENGLOSSE] Entleerung und vermindere	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f67r2	LOOK_UP_LOCAL_ADDRESS=f67r2.33:2	PAGE_NAMESPACE=f67r2; LOCAL_ITEM=I33	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	oear	PAGE_LOCAL_ASTRO_CODEBOOK_REQUIRED	NOT_CLAIMED	552068ae5d3f3154aba7	0411708bdcbd99c6f369	PASS_EXACT_LOCAL_ADDRESS_AND_CONTEXT
464	ASTRO	A1	f67r2	83	f67r2.33	f67r2.33:3	I33	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.33::3::11923	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	[LOKALER EXEMPLARTEXT 3/3; KEINE KARTENGLOSSE] das gewöhnliche Maß.	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f67r2	LOOK_UP_LOCAL_ADDRESS=f67r2.33:3	PAGE_NAMESPACE=f67r2; LOCAL_ITEM=I33	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	odal	PAGE_LOCAL_ASTRO_CODEBOOK_REQUIRED	NOT_CLAIMED	12b803aa18972781cfe2	c2e0235face6bfa87736	PASS_EXACT_LOCAL_ADDRESS_AND_CONTEXT
465	ASTRO	A1	f67r2	84	f67r2.34	f67r2.34:1	P05	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.34::1::11924	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	SEVEN_PLANET_LOCAL_EXEMPLAR	[LOKALER EXEMPLARTEXT 1/2; KEINE KARTENGLOSSE] Externer Editionswert Planet 5: Venus; überlieferte Grundqualität: kühl	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f67r2	LOOK_UP_LOCAL_ADDRESS=f67r2.34:1	PAGE_NAMESPACE=f67r2; LOCAL_ITEM=P05	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	ofar	PAGE_LOCAL_ASTRO_CODEBOOK_REQUIRED	NOT_CLAIMED	0f3a42a9f14523746b70	8f05ef5bb571d98d4c44	PASS_EXACT_LOCAL_ADDRESS_AND_CONTEXT
466	ASTRO	A1	f67r2	85	f67r2.34	f67r2.34:2	P05	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.34::2::11925	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	SEVEN_PLANET_LOCAL_EXEMPLAR	[LOKALER EXEMPLARTEXT 2/2; KEINE KARTENGLOSSE] und feucht; als Tages- oder Stundenherr prüfen.	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f67r2	LOOK_UP_LOCAL_ADDRESS=f67r2.34:2	PAGE_NAMESPACE=f67r2; LOCAL_ITEM=P05	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	oeoldan	PAGE_LOCAL_ASTRO_CODEBOOK_REQUIRED	NOT_CLAIMED	0838e7843043beccd90c	2f6df41e7fc20b68e99a	PASS_EXACT_LOCAL_ADDRESS_AND_CONTEXT
467	ASTRO	A1	f67r2	86	f67r2.35	f67r2.35:1	I35	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.35::1::11926	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	[LOKALER EXEMPLARTEXT 1/3; KEINE KARTENGLOSSE] Für Bad und	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f67r2	LOOK_UP_LOCAL_ADDRESS=f67r2.35:1	PAGE_NAMESPACE=f67r2; LOCAL_ITEM=I35	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	chol	PAGE_LOCAL_ASTRO_CODEBOOK_REQUIRED	NOT_CLAIMED	0e323655ede67b3dd664	c6a9cfb18e10ce615363	PASS_EXACT_LOCAL_ADDRESS_AND_CONTEXT
468	ASTRO	A1	f67r2	87	f67r2.35	f67r2.35:2	I35	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.35::2::11927	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	[LOKALER EXEMPLARTEXT 2/3; KEINE KARTENGLOSSE] Salbung wähle nur	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f67r2	LOOK_UP_LOCAL_ADDRESS=f67r2.35:2	PAGE_NAMESPACE=f67r2; LOCAL_ITEM=I35	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	giin	PAGE_LOCAL_ASTRO_CODEBOOK_REQUIRED	NOT_CLAIMED	4627659cf3216fa6a51a	dcc452db8e555b563834	PASS_EXACT_LOCAL_ADDRESS_AND_CONTEXT
469	ASTRO	A1	f67r2	88	f67r2.35	f67r2.35:3	I35	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.35::3::11928	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	[LOKALER EXEMPLARTEXT 3/3; KEINE KARTENGLOSSE] eine gemäßigte Wärme.	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f67r2	LOOK_UP_LOCAL_ADDRESS=f67r2.35:3	PAGE_NAMESPACE=f67r2; LOCAL_ITEM=I35	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	okol	PAGE_LOCAL_ASTRO_CODEBOOK_REQUIRED	NOT_CLAIMED	c77cec18760e27f108d0	43c33d7a8406b02fa0c9	PASS_EXACT_LOCAL_ADDRESS_AND_CONTEXT
470	ASTRO	A1	f67r2	89	f67r2.36	f67r2.36:1	I36	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.36::1::11929	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	[LOKALER EXEMPLARTEXT 1/3; KEINE KARTENGLOSSE] Für Trank und Arznei	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f67r2	LOOK_UP_LOCAL_ADDRESS=f67r2.36:1	PAGE_NAMESPACE=f67r2; LOCAL_ITEM=I36	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	ytor	PAGE_LOCAL_ASTRO_CODEBOOK_REQUIRED	NOT_CLAIMED	04c96b20d0113e2fb69a	e494074534bc833926e4	PASS_EXACT_LOCAL_ADDRESS_AND_CONTEXT
471	ASTRO	A1	f67r2	90	f67r2.36	f67r2.36:2	I36	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.36::2::11930	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	[LOKALER EXEMPLARTEXT 2/3; KEINE KARTENGLOSSE] wahre das im	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f67r2	LOOK_UP_LOCAL_ADDRESS=f67r2.36:2	PAGE_NAMESPACE=f67r2; LOCAL_ITEM=I36	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	daiin	PAGE_LOCAL_ASTRO_CODEBOOK_REQUIRED	NOT_CLAIMED	877b7035b102a799320c	f5bab93eb10dec4076a6	PASS_EXACT_LOCAL_ADDRESS_AND_CONTEXT
472	ASTRO	A1	f67r2	91	f67r2.36	f67r2.36:3	I36	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.36::3::11931	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	[LOKALER EXEMPLARTEXT 3/3; KEINE KARTENGLOSSE] Rezept vorgeschriebene Maß.	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f67r2	LOOK_UP_LOCAL_ADDRESS=f67r2.36:3	PAGE_NAMESPACE=f67r2; LOCAL_ITEM=I36	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	or	PAGE_LOCAL_ASTRO_CODEBOOK_REQUIRED	NOT_CLAIMED	8c70dedfbadc05d50a02	b754b5df6f396eabeffb	PASS_EXACT_LOCAL_ADDRESS_AND_CONTEXT
473	ASTRO	A1	f67r2	92	f67r2.37	f67r2.37:1	P06	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.37::1::11932	ASTRO_PAGE_LOCAL_ADDRESS_ONLY; NO_PROSE_FORMAL_SLOT_IMPORTED	NONE_ASTRO_NAMESPACE	SEVEN_PLANET_LOCAL_EXEMPLAR	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Externer Editionswert Planet 6: Merkur; überlieferte Grundqualität: wechselnd nach Verbindung; als Tages- oder Stundenherr prüfen.	ASTRO_PAGE_LOCAL_WHOLE_GROUP	PAGE_NAMESPACE=f67r2	LOOK_UP_LOCAL_ADDRESS=f67r2.37:1	PAGE_NAMESPACE=f67r2; LOCAL_ITEM=P06	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	PAGE_LOCAL_SELECTED_SEQUENCE	COPY_PAGE_LOCAL_GROUP_AS_WHOLE; KEEP_SELECTED_TRANSCRIPTION_ORDER; AUTHORIAL_ROTATION_UNPROVEN	ytoaiin	PAGE_LOCAL_ASTRO_CODEBOOK_REQUIRED	NOT_CLAIMED	b81d718213764df6dc87	7bccaa743e301dda84a8	PASS_EXACT_LOCAL_ADDRESS_AND_CONTEXT
