combined_group_ordinal	namespace	unit_id	page	source_locus	field_or_local_address	statement_or_locus_unit	group_ordinal_within_unit	opaque_whole_card_key	surface_display_only	typed_source_class	silent_state_mode	compiler_channel	licensed_prompt	event_template_or_local_role	external_exemplar_payload_key	external_source_payload	field_grouping_operation	line_reflow_operation	hand_renderer_operation	id_to_surface_encode_status	surface_to_id_decode_status	formal_identity_order_layout_roundtrip	source_intention_without_exemplar	source_intention_with_exemplar	external_exemplar_required_for_complete_source	semantic_contract
459	ASTRO_PAGE_LOCAL_GROUP	A1	f67r2	f67r2.32	A1:I16:G02	A1:L032	078	A:A1:G078	odas	ASTRO_LOCAL_LOOKUP_FRAGMENT	ASTRO_LOCAL_ADDRESS_BYPASS;NO_PROSE_REGISTERS	ASTRO_LOCAL_FORMAL_EXEMPLAR	LOCAL_ROLE:LOOKUP_INSTRUCTION_FRAGMENT	INSTRUCTION_BLOCK	SRC:A:A1:G078	Lookup-Anweisungsblock I16 lesen; Fragment 02 als opaken Merker bewahren	NOT_A_PROSE_FIELD	SPACE	COPY_PAGE_LOCAL_SURFACE_ATOMICALLY;NO_COMPONENT_OR_PHONETIC_RULE	UNIQUE_PAGE_LOCAL_GROUP_SELECTOR	UNIQUE_WITHIN_ASTRO_SURFACES	PASS	LOCAL_ADDRESS_AND_ROLE_ONLY;CONCRETE_PAYLOAD_LOST	PASS_SELECTED_LOCAL_PAYLOAD	YES	ASTRO_LOCAL_ONLY;NO_PROSE_CARD;NO_CROSSPAGE_JOIN;NO_WORD_VALUE
460	ASTRO_PAGE_LOCAL_GROUP	A1	f67r2	f67r2.32	A1:I16:G03	A1:L032	079	A:A1:G079	air	ASTRO_LOCAL_LOOKUP_FRAGMENT	ASTRO_LOCAL_ADDRESS_BYPASS;NO_PROSE_REGISTERS	ASTRO_LOCAL_FORMAL_EXEMPLAR	LOCAL_ROLE:LOOKUP_INSTRUCTION_FRAGMENT	INSTRUCTION_BLOCK	SRC:A:A1:G079	Lookup-Anweisungsblock I16 lesen; Fragment 03 als opaken Merker bewahren	NOT_A_PROSE_FIELD	SPACE	COPY_PAGE_LOCAL_SURFACE_ATOMICALLY;NO_COMPONENT_OR_PHONETIC_RULE	UNIQUE_PAGE_LOCAL_GROUP_SELECTOR	AMBIGUOUS_WITHOUT_LOCAL_ADDRESS	PASS	LOCAL_ADDRESS_AND_ROLE_ONLY;CONCRETE_PAYLOAD_LOST	PASS_SELECTED_LOCAL_PAYLOAD	YES	ASTRO_LOCAL_ONLY;NO_PROSE_CARD;NO_CROSSPAGE_JOIN;NO_WORD_VALUE
461	ASTRO_PAGE_LOCAL_GROUP	A1	f67r2	f67r2.32	A1:I16:G04	A1:L032	080	A:A1:G080	alaiin	ASTRO_LOCAL_LOOKUP_FRAGMENT	ASTRO_LOCAL_ADDRESS_BYPASS;NO_PROSE_REGISTERS	ASTRO_LOCAL_FORMAL_EXEMPLAR	LOCAL_ROLE:LOOKUP_INSTRUCTION_FRAGMENT	INSTRUCTION_BLOCK	SRC:A:A1:G080	Lookup-Anweisungsblock I16 lesen; Fragment 04 als opaken Merker bewahren	NOT_A_PROSE_FIELD	LOCUS_RESET	COPY_PAGE_LOCAL_SURFACE_ATOMICALLY;NO_COMPONENT_OR_PHONETIC_RULE	UNIQUE_PAGE_LOCAL_GROUP_SELECTOR	UNIQUE_WITHIN_ASTRO_SURFACES	PASS	LOCAL_ADDRESS_AND_ROLE_ONLY;CONCRETE_PAYLOAD_LOST	PASS_SELECTED_LOCAL_PAYLOAD	YES	ASTRO_LOCAL_ONLY;NO_PROSE_CARD;NO_CROSSPAGE_JOIN;NO_WORD_VALUE
462	ASTRO_PAGE_LOCAL_GROUP	A1	f67r2	f67r2.33	A1:I17:G01	A1:L033	081	A:A1:G081	dokan	ASTRO_LOCAL_LOOKUP_FRAGMENT	ASTRO_LOCAL_ADDRESS_BYPASS;NO_PROSE_REGISTERS	ASTRO_LOCAL_FORMAL_EXEMPLAR	LOCAL_ROLE:LOOKUP_INSTRUCTION_FRAGMENT	INSTRUCTION_BLOCK	SRC:A:A1:G081	Lookup-Anweisungsblock I17 lesen; Fragment 01 als opaken Merker bewahren	NOT_A_PROSE_FIELD	SPACE	COPY_PAGE_LOCAL_SURFACE_ATOMICALLY;NO_COMPONENT_OR_PHONETIC_RULE	UNIQUE_PAGE_LOCAL_GROUP_SELECTOR	UNIQUE_WITHIN_ASTRO_SURFACES	PASS	LOCAL_ADDRESS_AND_ROLE_ONLY;CONCRETE_PAYLOAD_LOST	PASS_SELECTED_LOCAL_PAYLOAD	YES	ASTRO_LOCAL_ONLY;NO_PROSE_CARD;NO_CROSSPAGE_JOIN;NO_WORD_VALUE
463	ASTRO_PAGE_LOCAL_GROUP	A1	f67r2	f67r2.33	A1:I17:G02	A1:L033	082	A:A1:G082	oear	ASTRO_LOCAL_LOOKUP_FRAGMENT	ASTRO_LOCAL_ADDRESS_BYPASS;NO_PROSE_REGISTERS	ASTRO_LOCAL_FORMAL_EXEMPLAR	LOCAL_ROLE:LOOKUP_INSTRUCTION_FRAGMENT	INSTRUCTION_BLOCK	SRC:A:A1:G082	Lookup-Anweisungsblock I17 lesen; Fragment 02 als opaken Merker bewahren	NOT_A_PROSE_FIELD	SPACE	COPY_PAGE_LOCAL_SURFACE_ATOMICALLY;NO_COMPONENT_OR_PHONETIC_RULE	UNIQUE_PAGE_LOCAL_GROUP_SELECTOR	UNIQUE_WITHIN_ASTRO_SURFACES	PASS	LOCAL_ADDRESS_AND_ROLE_ONLY;CONCRETE_PAYLOAD_LOST	PASS_SELECTED_LOCAL_PAYLOAD	YES	ASTRO_LOCAL_ONLY;NO_PROSE_CARD;NO_CROSSPAGE_JOIN;NO_WORD_VALUE
464	ASTRO_PAGE_LOCAL_GROUP	A1	f67r2	f67r2.33	A1:I17:G03	A1:L033	083	A:A1:G083	odal	ASTRO_LOCAL_LOOKUP_FRAGMENT	ASTRO_LOCAL_ADDRESS_BYPASS;NO_PROSE_REGISTERS	ASTRO_LOCAL_FORMAL_EXEMPLAR	LOCAL_ROLE:LOOKUP_INSTRUCTION_FRAGMENT	INSTRUCTION_BLOCK	SRC:A:A1:G083	Lookup-Anweisungsblock I17 lesen; Fragment 03 als opaken Merker bewahren	NOT_A_PROSE_FIELD	LOCUS_RESET	COPY_PAGE_LOCAL_SURFACE_ATOMICALLY;NO_COMPONENT_OR_PHONETIC_RULE	UNIQUE_PAGE_LOCAL_GROUP_SELECTOR	UNIQUE_WITHIN_ASTRO_SURFACES	PASS	LOCAL_ADDRESS_AND_ROLE_ONLY;CONCRETE_PAYLOAD_LOST	PASS_SELECTED_LOCAL_PAYLOAD	YES	ASTRO_LOCAL_ONLY;NO_PROSE_CARD;NO_CROSSPAGE_JOIN;NO_WORD_VALUE
465	ASTRO_PAGE_LOCAL_GROUP	A1	f67r2	f67r2.34	A1:R05:G01	A1:L034	084	A:A1:G084	ofar	ASTRO_LOCAL_LOOKUP_FRAGMENT	ASTRO_LOCAL_ADDRESS_BYPASS;NO_PROSE_REGISTERS	ASTRO_LOCAL_FORMAL_EXEMPLAR	LOCAL_ROLE:ROW_KEY	ROW_7	SRC:A:A1:G084	Werk-/Ressourcenreihe R05 wählen; Fragment 01 als opaken Merker bewahren	NOT_A_PROSE_FIELD	SPACE	COPY_PAGE_LOCAL_SURFACE_ATOMICALLY;NO_COMPONENT_OR_PHONETIC_RULE	UNIQUE_PAGE_LOCAL_GROUP_SELECTOR	AMBIGUOUS_WITHOUT_LOCAL_ADDRESS	PASS	LOCAL_ADDRESS_AND_ROLE_ONLY;CONCRETE_PAYLOAD_LOST	PASS_SELECTED_LOCAL_PAYLOAD	YES	ASTRO_LOCAL_ONLY;NO_PROSE_CARD;NO_CROSSPAGE_JOIN;NO_WORD_VALUE
466	ASTRO_PAGE_LOCAL_GROUP	A1	f67r2	f67r2.34	A1:R05:G02	A1:L034	085	A:A1:G085	oeoldan	ASTRO_LOCAL_LOOKUP_FRAGMENT	ASTRO_LOCAL_ADDRESS_BYPASS;NO_PROSE_REGISTERS	ASTRO_LOCAL_FORMAL_EXEMPLAR	LOCAL_ROLE:ROW_REDUNDANCY_FRAGMENT	ROW_7	SRC:A:A1:G085	Werk-/Ressourcenreihe R05 wählen; Fragment 02 als opaken Merker bewahren	NOT_A_PROSE_FIELD	LOCUS_RESET	COPY_PAGE_LOCAL_SURFACE_ATOMICALLY;NO_COMPONENT_OR_PHONETIC_RULE	UNIQUE_PAGE_LOCAL_GROUP_SELECTOR	UNIQUE_WITHIN_ASTRO_SURFACES	PASS	LOCAL_ADDRESS_AND_ROLE_ONLY;CONCRETE_PAYLOAD_LOST	PASS_SELECTED_LOCAL_PAYLOAD	YES	ASTRO_LOCAL_ONLY;NO_PROSE_CARD;NO_CROSSPAGE_JOIN;NO_WORD_VALUE
467	ASTRO_PAGE_LOCAL_GROUP	A1	f67r2	f67r2.35	A1:I18:G01	A1:L035	086	A:A1:G086	chol	ASTRO_LOCAL_LOOKUP_FRAGMENT	ASTRO_LOCAL_ADDRESS_BYPASS;NO_PROSE_REGISTERS	ASTRO_LOCAL_FORMAL_EXEMPLAR	LOCAL_ROLE:LOOKUP_INSTRUCTION_FRAGMENT	INSTRUCTION_BLOCK	SRC:A:A1:G086	Lookup-Anweisungsblock I18 lesen; Fragment 01 als opaken Merker bewahren	NOT_A_PROSE_FIELD	SPACE	COPY_PAGE_LOCAL_SURFACE_ATOMICALLY;NO_COMPONENT_OR_PHONETIC_RULE	UNIQUE_PAGE_LOCAL_GROUP_SELECTOR	AMBIGUOUS_WITHOUT_LOCAL_ADDRESS	PASS	LOCAL_ADDRESS_AND_ROLE_ONLY;CONCRETE_PAYLOAD_LOST	PASS_SELECTED_LOCAL_PAYLOAD	YES	ASTRO_LOCAL_ONLY;NO_PROSE_CARD;NO_CROSSPAGE_JOIN;NO_WORD_VALUE
468	ASTRO_PAGE_LOCAL_GROUP	A1	f67r2	f67r2.35	A1:I18:G02	A1:L035	087	A:A1:G087	giin	ASTRO_LOCAL_LOOKUP_FRAGMENT	ASTRO_LOCAL_ADDRESS_BYPASS;NO_PROSE_REGISTERS	ASTRO_LOCAL_FORMAL_EXEMPLAR	LOCAL_ROLE:LOOKUP_INSTRUCTION_FRAGMENT	INSTRUCTION_BLOCK	SRC:A:A1:G087	Lookup-Anweisungsblock I18 lesen; Fragment 02 als opaken Merker bewahren	NOT_A_PROSE_FIELD	SPACE	COPY_PAGE_LOCAL_SURFACE_ATOMICALLY;NO_COMPONENT_OR_PHONETIC_RULE	UNIQUE_PAGE_LOCAL_GROUP_SELECTOR	UNIQUE_WITHIN_ASTRO_SURFACES	PASS	LOCAL_ADDRESS_AND_ROLE_ONLY;CONCRETE_PAYLOAD_LOST	PASS_SELECTED_LOCAL_PAYLOAD	YES	ASTRO_LOCAL_ONLY;NO_PROSE_CARD;NO_CROSSPAGE_JOIN;NO_WORD_VALUE
469	ASTRO_PAGE_LOCAL_GROUP	A1	f67r2	f67r2.35	A1:I18:G03	A1:L035	088	A:A1:G088	okol	ASTRO_LOCAL_LOOKUP_FRAGMENT	ASTRO_LOCAL_ADDRESS_BYPASS;NO_PROSE_REGISTERS	ASTRO_LOCAL_FORMAL_EXEMPLAR	LOCAL_ROLE:LOOKUP_INSTRUCTION_FRAGMENT	INSTRUCTION_BLOCK	SRC:A:A1:G088	Lookup-Anweisungsblock I18 lesen; Fragment 03 als opaken Merker bewahren	NOT_A_PROSE_FIELD	LOCUS_RESET	COPY_PAGE_LOCAL_SURFACE_ATOMICALLY;NO_COMPONENT_OR_PHONETIC_RULE	UNIQUE_PAGE_LOCAL_GROUP_SELECTOR	AMBIGUOUS_WITHOUT_LOCAL_ADDRESS	PASS	LOCAL_ADDRESS_AND_ROLE_ONLY;CONCRETE_PAYLOAD_LOST	PASS_SELECTED_LOCAL_PAYLOAD	YES	ASTRO_LOCAL_ONLY;NO_PROSE_CARD;NO_CROSSPAGE_JOIN;NO_WORD_VALUE
470	ASTRO_PAGE_LOCAL_GROUP	A1	f67r2	f67r2.36	A1:I19:G01	A1:L036	089	A:A1:G089	ytor	ASTRO_LOCAL_LOOKUP_FRAGMENT	ASTRO_LOCAL_ADDRESS_BYPASS;NO_PROSE_REGISTERS	ASTRO_LOCAL_FORMAL_EXEMPLAR	LOCAL_ROLE:LOOKUP_INSTRUCTION_FRAGMENT	INSTRUCTION_BLOCK	SRC:A:A1:G089	Lookup-Anweisungsblock I19 lesen; Fragment 01 als opaken Merker bewahren	NOT_A_PROSE_FIELD	SPACE	COPY_PAGE_LOCAL_SURFACE_ATOMICALLY;NO_COMPONENT_OR_PHONETIC_RULE	UNIQUE_PAGE_LOCAL_GROUP_SELECTOR	UNIQUE_WITHIN_ASTRO_SURFACES	PASS	LOCAL_ADDRESS_AND_ROLE_ONLY;CONCRETE_PAYLOAD_LOST	PASS_SELECTED_LOCAL_PAYLOAD	YES	ASTRO_LOCAL_ONLY;NO_PROSE_CARD;NO_CROSSPAGE_JOIN;NO_WORD_VALUE
471	ASTRO_PAGE_LOCAL_GROUP	A1	f67r2	f67r2.36	A1:I19:G02	A1:L036	090	A:A1:G090	daiin	ASTRO_LOCAL_LOOKUP_FRAGMENT	ASTRO_LOCAL_ADDRESS_BYPASS;NO_PROSE_REGISTERS	ASTRO_LOCAL_FORMAL_EXEMPLAR	LOCAL_ROLE:LOOKUP_INSTRUCTION_FRAGMENT	INSTRUCTION_BLOCK	SRC:A:A1:G090	Lookup-Anweisungsblock I19 lesen; Fragment 02 als opaken Merker bewahren	NOT_A_PROSE_FIELD	SPACE	COPY_PAGE_LOCAL_SURFACE_ATOMICALLY;NO_COMPONENT_OR_PHONETIC_RULE	UNIQUE_PAGE_LOCAL_GROUP_SELECTOR	AMBIGUOUS_WITHOUT_LOCAL_ADDRESS	PASS	LOCAL_ADDRESS_AND_ROLE_ONLY;CONCRETE_PAYLOAD_LOST	PASS_SELECTED_LOCAL_PAYLOAD	YES	ASTRO_LOCAL_ONLY;NO_PROSE_CARD;NO_CROSSPAGE_JOIN;NO_WORD_VALUE
472	ASTRO_PAGE_LOCAL_GROUP	A1	f67r2	f67r2.36	A1:I19:G03	A1:L036	091	A:A1:G091	or	ASTRO_LOCAL_LOOKUP_FRAGMENT	ASTRO_LOCAL_ADDRESS_BYPASS;NO_PROSE_REGISTERS	ASTRO_LOCAL_FORMAL_EXEMPLAR	LOCAL_ROLE:LOOKUP_INSTRUCTION_FRAGMENT	INSTRUCTION_BLOCK	SRC:A:A1:G091	Lookup-Anweisungsblock I19 lesen; Fragment 03 als opaken Merker bewahren	NOT_A_PROSE_FIELD	LOCUS_RESET	COPY_PAGE_LOCAL_SURFACE_ATOMICALLY;NO_COMPONENT_OR_PHONETIC_RULE	UNIQUE_PAGE_LOCAL_GROUP_SELECTOR	UNIQUE_WITHIN_ASTRO_SURFACES	PASS	LOCAL_ADDRESS_AND_ROLE_ONLY;CONCRETE_PAYLOAD_LOST	PASS_SELECTED_LOCAL_PAYLOAD	YES	ASTRO_LOCAL_ONLY;NO_PROSE_CARD;NO_CROSSPAGE_JOIN;NO_WORD_VALUE
473	ASTRO_PAGE_LOCAL_GROUP	A1	f67r2	f67r2.37	A1:R06:G01	A1:L037	092	A:A1:G092	ytoaiin	ASTRO_LOCAL_LOOKUP_FRAGMENT	ASTRO_LOCAL_ADDRESS_BYPASS;NO_PROSE_REGISTERS	ASTRO_LOCAL_FORMAL_EXEMPLAR	LOCAL_ROLE:ROW_KEY	ROW_7	SRC:A:A1:G092	Werk-/Ressourcenreihe R06 wählen; Fragment 01 als opaken Merker bewahren	NOT_A_PROSE_FIELD	LOCUS_RESET	COPY_PAGE_LOCAL_SURFACE_ATOMICALLY;NO_COMPONENT_OR_PHONETIC_RULE	UNIQUE_PAGE_LOCAL_GROUP_SELECTOR	UNIQUE_WITHIN_ASTRO_SURFACES	PASS	LOCAL_ADDRESS_AND_ROLE_ONLY;CONCRETE_PAYLOAD_LOST	PASS_SELECTED_LOCAL_PAYLOAD	YES	ASTRO_LOCAL_ONLY;NO_PROSE_CARD;NO_CROSSPAGE_JOIN;NO_WORD_VALUE
474	ASTRO_PAGE_LOCAL_GROUP	A1	f67r2	f67r2.38	A1:I20:G01	A1:L038	093	A:A1:G093	otoldos	ASTRO_LOCAL_LOOKUP_FRAGMENT	ASTRO_LOCAL_ADDRESS_BYPASS;NO_PROSE_REGISTERS	ASTRO_LOCAL_FORMAL_EXEMPLAR	LOCAL_ROLE:LOOKUP_INSTRUCTION_FRAGMENT	INSTRUCTION_BLOCK	SRC:A:A1:G093	Lookup-Anweisungsblock I20 lesen; Fragment 01 als opaken Merker bewahren	NOT_A_PROSE_FIELD	SPACE	COPY_PAGE_LOCAL_SURFACE_ATOMICALLY;NO_COMPONENT_OR_PHONETIC_RULE	UNIQUE_PAGE_LOCAL_GROUP_SELECTOR	UNIQUE_WITHIN_ASTRO_SURFACES	PASS	LOCAL_ADDRESS_AND_ROLE_ONLY;CONCRETE_PAYLOAD_LOST	PASS_SELECTED_LOCAL_PAYLOAD	YES	ASTRO_LOCAL_ONLY;NO_PROSE_CARD;NO_CROSSPAGE_JOIN;NO_WORD_VALUE
475	ASTRO_PAGE_LOCAL_GROUP	A1	f67r2	f67r2.38	A1:I20:G02	A1:L038	094	A:A1:G094	octhole	ASTRO_LOCAL_LOOKUP_FRAGMENT	ASTRO_LOCAL_ADDRESS_BYPASS;NO_PROSE_REGISTERS	ASTRO_LOCAL_FORMAL_EXEMPLAR	LOCAL_ROLE:LOOKUP_INSTRUCTION_FRAGMENT	INSTRUCTION_BLOCK	SRC:A:A1:G094	Lookup-Anweisungsblock I20 lesen; Fragment 02 als opaken Merker bewahren	NOT_A_PROSE_FIELD	LOCUS_RESET	COPY_PAGE_LOCAL_SURFACE_ATOMICALLY;NO_COMPONENT_OR_PHONETIC_RULE	UNIQUE_PAGE_LOCAL_GROUP_SELECTOR	UNIQUE_WITHIN_ASTRO_SURFACES	PASS	LOCAL_ADDRESS_AND_ROLE_ONLY;CONCRETE_PAYLOAD_LOST	PASS_SELECTED_LOCAL_PAYLOAD	YES	ASTRO_LOCAL_ONLY;NO_PROSE_CARD;NO_CROSSPAGE_JOIN;NO_WORD_VALUE
476	ASTRO_PAGE_LOCAL_GROUP	A1	f67r2	f67r2.39	A1:I21:G01	A1:L039	095	A:A1:G095	sor	ASTRO_LOCAL_LOOKUP_FRAGMENT	ASTRO_LOCAL_ADDRESS_BYPASS;NO_PROSE_REGISTERS	ASTRO_LOCAL_FORMAL_EXEMPLAR	LOCAL_ROLE:LOOKUP_INSTRUCTION_FRAGMENT	INSTRUCTION_BLOCK	SRC:A:A1:G095	Lookup-Anweisungsblock I21 lesen; Fragment 01 als opaken Merker bewahren	NOT_A_PROSE_FIELD	SPACE	COPY_PAGE_LOCAL_SURFACE_ATOMICALLY;NO_COMPONENT_OR_PHONETIC_RULE	UNIQUE_PAGE_LOCAL_GROUP_SELECTOR	UNIQUE_WITHIN_ASTRO_SURFACES	PASS	LOCAL_ADDRESS_AND_ROLE_ONLY;CONCRETE_PAYLOAD_LOST	PASS_SELECTED_LOCAL_PAYLOAD	YES	ASTRO_LOCAL_ONLY;NO_PROSE_CARD;NO_CROSSPAGE_JOIN;NO_WORD_VALUE
477	ASTRO_PAGE_LOCAL_GROUP	A1	f67r2	f67r2.39	A1:I21:G02	A1:L039	096	A:A1:G096	chedaiin	ASTRO_LOCAL_LOOKUP_FRAGMENT	ASTRO_LOCAL_ADDRESS_BYPASS;NO_PROSE_REGISTERS	ASTRO_LOCAL_FORMAL_EXEMPLAR	LOCAL_ROLE:LOOKUP_INSTRUCTION_FRAGMENT	INSTRUCTION_BLOCK	SRC:A:A1:G096	Lookup-Anweisungsblock I21 lesen; Fragment 02 als opaken Merker bewahren	NOT_A_PROSE_FIELD	SPACE	COPY_PAGE_LOCAL_SURFACE_ATOMICALLY;NO_COMPONENT_OR_PHONETIC_RULE	UNIQUE_PAGE_LOCAL_GROUP_SELECTOR	UNIQUE_WITHIN_ASTRO_SURFACES	PASS	LOCAL_ADDRESS_AND_ROLE_ONLY;CONCRETE_PAYLOAD_LOST	PASS_SELECTED_LOCAL_PAYLOAD	YES	ASTRO_LOCAL_ONLY;NO_PROSE_CARD;NO_CROSSPAGE_JOIN;NO_WORD_VALUE
478	ASTRO_PAGE_LOCAL_GROUP	A1	f67r2	f67r2.39	A1:I21:G03	A1:L039	097	A:A1:G097	dy	ASTRO_LOCAL_LOOKUP_FRAGMENT	ASTRO_LOCAL_ADDRESS_BYPASS;NO_PROSE_REGISTERS	ASTRO_LOCAL_FORMAL_EXEMPLAR	LOCAL_ROLE:LOOKUP_INSTRUCTION_FRAGMENT	INSTRUCTION_BLOCK	SRC:A:A1:G097	Lookup-Anweisungsblock I21 lesen; Fragment 03 als opaken Merker bewahren	NOT_A_PROSE_FIELD	LOCUS_RESET	COPY_PAGE_LOCAL_SURFACE_ATOMICALLY;NO_COMPONENT_OR_PHONETIC_RULE	UNIQUE_PAGE_LOCAL_GROUP_SELECTOR	AMBIGUOUS_WITHOUT_LOCAL_ADDRESS	PASS	LOCAL_ADDRESS_AND_ROLE_ONLY;CONCRETE_PAYLOAD_LOST	PASS_SELECTED_LOCAL_PAYLOAD	YES	ASTRO_LOCAL_ONLY;NO_PROSE_CARD;NO_CROSSPAGE_JOIN;NO_WORD_VALUE
479	ASTRO_PAGE_LOCAL_GROUP	A1	f67r2	f67r2.40	A1:I22:G01	A1:L040	098	A:A1:G098	yteos	ASTRO_LOCAL_LOOKUP_FRAGMENT	ASTRO_LOCAL_ADDRESS_BYPASS;NO_PROSE_REGISTERS	ASTRO_LOCAL_FORMAL_EXEMPLAR	LOCAL_ROLE:LOOKUP_INSTRUCTION_FRAGMENT	INSTRUCTION_BLOCK	SRC:A:A1:G098	Lookup-Anweisungsblock I22 lesen; Fragment 01 als opaken Merker bewahren	NOT_A_PROSE_FIELD	SPACE	COPY_PAGE_LOCAL_SURFACE_ATOMICALLY;NO_COMPONENT_OR_PHONETIC_RULE	UNIQUE_PAGE_LOCAL_GROUP_SELECTOR	UNIQUE_WITHIN_ASTRO_SURFACES	PASS	LOCAL_ADDRESS_AND_ROLE_ONLY;CONCRETE_PAYLOAD_LOST	PASS_SELECTED_LOCAL_PAYLOAD	YES	ASTRO_LOCAL_ONLY;NO_PROSE_CARD;NO_CROSSPAGE_JOIN;NO_WORD_VALUE
480	ASTRO_PAGE_LOCAL_GROUP	A1	f67r2	f67r2.40	A1:I22:G02	A1:L040	099	A:A1:G099	oiin	ASTRO_LOCAL_LOOKUP_FRAGMENT	ASTRO_LOCAL_ADDRESS_BYPASS;NO_PROSE_REGISTERS	ASTRO_LOCAL_FORMAL_EXEMPLAR	LOCAL_ROLE:LOOKUP_INSTRUCTION_FRAGMENT	INSTRUCTION_BLOCK	SRC:A:A1:G099	Lookup-Anweisungsblock I22 lesen; Fragment 02 als opaken Merker bewahren	NOT_A_PROSE_FIELD	SPACE	COPY_PAGE_LOCAL_SURFACE_ATOMICALLY;NO_COMPONENT_OR_PHONETIC_RULE	UNIQUE_PAGE_LOCAL_GROUP_SELECTOR	UNIQUE_WITHIN_ASTRO_SURFACES	PASS	LOCAL_ADDRESS_AND_ROLE_ONLY;CONCRETE_PAYLOAD_LOST	PASS_SELECTED_LOCAL_PAYLOAD	YES	ASTRO_LOCAL_ONLY;NO_PROSE_CARD;NO_CROSSPAGE_JOIN;NO_WORD_VALUE
481	ASTRO_PAGE_LOCAL_GROUP	A1	f67r2	f67r2.40	A1:I22:G03	A1:L040	100	A:A1:G100	og	ASTRO_LOCAL_LOOKUP_FRAGMENT	ASTRO_LOCAL_ADDRESS_BYPASS;NO_PROSE_REGISTERS	ASTRO_LOCAL_FORMAL_EXEMPLAR	LOCAL_ROLE:LOOKUP_INSTRUCTION_FRAGMENT	INSTRUCTION_BLOCK	SRC:A:A1:G100	Lookup-Anweisungsblock I22 lesen; Fragment 03 als opaken Merker bewahren	NOT_A_PROSE_FIELD	LOCUS_RESET	COPY_PAGE_LOCAL_SURFACE_ATOMICALLY;NO_COMPONENT_OR_PHONETIC_RULE	UNIQUE_PAGE_LOCAL_GROUP_SELECTOR	UNIQUE_WITHIN_ASTRO_SURFACES	PASS	LOCAL_ADDRESS_AND_ROLE_ONLY;CONCRETE_PAYLOAD_LOST	PASS_SELECTED_LOCAL_PAYLOAD	YES	ASTRO_LOCAL_ONLY;NO_PROSE_CARD;NO_CROSSPAGE_JOIN;NO_WORD_VALUE
482	ASTRO_PAGE_LOCAL_GROUP	A1	f67r2	f67r2.41	A1:I23:G01	A1:L041	101	A:A1:G101	ytoeopchey	ASTRO_LOCAL_LOOKUP_FRAGMENT	ASTRO_LOCAL_ADDRESS_BYPASS;NO_PROSE_REGISTERS	ASTRO_LOCAL_FORMAL_EXEMPLAR	LOCAL_ROLE:LOOKUP_INSTRUCTION_FRAGMENT	INSTRUCTION_BLOCK	SRC:A:A1:G101	Lookup-Anweisungsblock I23 lesen; Fragment 01 als opaken Merker bewahren	NOT_A_PROSE_FIELD	SPACE	COPY_PAGE_LOCAL_SURFACE_ATOMICALLY;NO_COMPONENT_OR_PHONETIC_RULE	UNIQUE_PAGE_LOCAL_GROUP_SELECTOR	UNIQUE_WITHIN_ASTRO_SURFACES	PASS	LOCAL_ADDRESS_AND_ROLE_ONLY;CONCRETE_PAYLOAD_LOST	PASS_SELECTED_LOCAL_PAYLOAD	YES	ASTRO_LOCAL_ONLY;NO_PROSE_CARD;NO_CROSSPAGE_JOIN;NO_WORD_VALUE
483	ASTRO_PAGE_LOCAL_GROUP	A1	f67r2	f67r2.41	A1:I23:G02	A1:L041	102	A:A1:G102	chekody	ASTRO_LOCAL_LOOKUP_FRAGMENT	ASTRO_LOCAL_ADDRESS_BYPASS;NO_PROSE_REGISTERS	ASTRO_LOCAL_FORMAL_EXEMPLAR	LOCAL_ROLE:LOOKUP_INSTRUCTION_FRAGMENT	INSTRUCTION_BLOCK	SRC:A:A1:G102	Lookup-Anweisungsblock I23 lesen; Fragment 02 als opaken Merker bewahren	NOT_A_PROSE_FIELD	LOCUS_RESET	COPY_PAGE_LOCAL_SURFACE_ATOMICALLY;NO_COMPONENT_OR_PHONETIC_RULE	UNIQUE_PAGE_LOCAL_GROUP_SELECTOR	UNIQUE_WITHIN_ASTRO_SURFACES	PASS	LOCAL_ADDRESS_AND_ROLE_ONLY;CONCRETE_PAYLOAD_LOST	PASS_SELECTED_LOCAL_PAYLOAD	YES	ASTRO_LOCAL_ONLY;NO_PROSE_CARD;NO_CROSSPAGE_JOIN;NO_WORD_VALUE
484	ASTRO_PAGE_LOCAL_GROUP	A1	f67r2	f67r2.42	A1:I24:G01	A1:L042	103	A:A1:G103	sosho	ASTRO_LOCAL_LOOKUP_FRAGMENT	ASTRO_LOCAL_ADDRESS_BYPASS;NO_PROSE_REGISTERS	ASTRO_LOCAL_FORMAL_EXEMPLAR	LOCAL_ROLE:LOOKUP_INSTRUCTION_FRAGMENT	INSTRUCTION_BLOCK	SRC:A:A1:G103	Lookup-Anweisungsblock I24 lesen; Fragment 01 als opaken Merker bewahren	NOT_A_PROSE_FIELD	SPACE	COPY_PAGE_LOCAL_SURFACE_ATOMICALLY;NO_COMPONENT_OR_PHONETIC_RULE	UNIQUE_PAGE_LOCAL_GROUP_SELECTOR	UNIQUE_WITHIN_ASTRO_SURFACES	PASS	LOCAL_ADDRESS_AND_ROLE_ONLY;CONCRETE_PAYLOAD_LOST	PASS_SELECTED_LOCAL_PAYLOAD	YES	ASTRO_LOCAL_ONLY;NO_PROSE_CARD;NO_CROSSPAGE_JOIN;NO_WORD_VALUE
