cell_ordinal	register	gdt584_rule_id	carrier_root	portable_core	assignment_count	host_count	page_count	pages	strict_selection_signature_count	selected_lemmas_de	carrier_root_signatures	packet_rules	exact_foreign_assignment_count	same_cell_foreign_assignment_count	register_root_fallback_assignment_count	page_private_assignment_count	cell_mobility_profile	example_carrier_slot_ids	guard
114	PHARMA	SH_HP_SOAK	Y	POSTEN	15	15	3	f88r|f88v|f89r	2	Drogenmaterial	Y|Y+OR	DEFAULT_GDT584_OBJECT_COMPOSITION	14	1	0	0	PARTIAL_EXACT_OTHER_PAGE	RUNNING:G407-E3796@6|RUNNING:G407-E3870@7|RUNNING:G407-E3872@3|RUNNING:G407-E3978@5|RUNNING:G407-E4067@3|RUNNING:G407-E4117@3	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
115	PHARMA	SH_HP_SOAK	OR	EINHEIT	1	1	1	f88r	1	Materialeinheit	Y+OR	DEFAULT_GDT584_OBJECT_COMPOSITION	0	0	1	0	SINGLE_PAGE_CELL_REGISTER_ROOT_FALLBACK	RUNNING:G407-E3796@2	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
116	PHARMA	SH_HP_UNIT_HOLD	OR	EINHEIT	4	4	3	f88r|f88v|f89r	1	Materialeinheit	OR	DEFAULT_GDT584_OBJECT_COMPOSITION	4	0	0	0	EVERY_ASSIGNMENT_EXACT_OTHER_PAGE	RUNNING:G407-E3800@3|RUNNING:G407-E4042@3|RUNNING:G407-E4050@3|RUNNING:G407-E4236@3	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
117	PHARMA	SH_REST_HOLD	Y	POSTEN	4	3	2	f88r|f89r	1	Drogenmaterial	Y	DEFAULT_GDT584_OBJECT_COMPOSITION	4	0	0	0	EVERY_ASSIGNMENT_EXACT_OTHER_PAGE	RUNNING:G407-E3876@1|RUNNING:G407-E3876@2|RUNNING:G407-E4293@2|RUNNING:G407-E4300@4	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
118	PHARMA	SH_REST_HOLD	OR	EINHEIT	2	2	1	f88v	1	Materialeinheit	OR	DEFAULT_GDT584_OBJECT_COMPOSITION	0	0	2	0	SINGLE_PAGE_CELL_REGISTER_ROOT_FALLBACK	RUNNING:G407-E3938@3|RUNNING:G407-E3939@2	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
119	PHARMA	S_HP_SEPARATE	Y	POSTEN	7	6	2	f88r|f89r	1	Drogenmaterial	Y	DEFAULT_GDT584_OBJECT_COMPOSITION	7	0	0	0	EVERY_ASSIGNMENT_EXACT_OTHER_PAGE	RUNNING:G407-E3849@5|RUNNING:G407-E3861@1|RUNNING:G407-E3907@3|RUNNING:G407-E4129@3|RUNNING:G407-E4130@3|RUNNING:G407-E4208@5	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
120	PHARMA	S_HP_SIEVE	Y	POSTEN	2	2	1	f88r	2	Drogenmaterial	Y|Y+OR	DEFAULT_GDT584_OBJECT_COMPOSITION	0	0	2	0	SINGLE_PAGE_CELL_REGISTER_ROOT_FALLBACK	LOCAL_COMPONENT:P912-E2419@4|LOCAL_COMPONENT:P912-E2460@3	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
121	PHARMA	S_HP_SIEVE	AIN	ANTEIL	1	1	1	f88r	1	Zutatenportion	AIN+OR	DEFAULT_GDT584_OBJECT_COMPOSITION	0	0	1	0	SINGLE_PAGE_CELL_REGISTER_ROOT_FALLBACK	RUNNING:G407-E3816@2	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
122	PHARMA	S_HP_SIEVE	OR	EINHEIT	4	3	2	f88r|f88v	3	Arzneiansatz	AIN+OR|OR|Y+OR	DEFAULT_GDT584_OBJECT_COMPOSITION	0	4	0	0	CROSS_PAGE_CELL_DIFFERENT_SIGNATURES	RUNNING:G407-E3817@1|RUNNING:G407-E3934@2|LOCAL_COMPONENT:P912-E2419@2|LOCAL_COMPONENT:P912-E2419@3	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
123	PHARMA	S_HP_SIEVE_DIRECT_PORTION	AIIN	WERT	1	1	1	f89r	1	Arzneiauszug	AIIN+AIN	DEFAULT_GDT584_OBJECT_COMPOSITION	0	0	1	0	SINGLE_PAGE_CELL_REGISTER_ROOT_FALLBACK	RUNNING:G407-E4227@1	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
124	PHARMA	S_HP_SIEVE_DIRECT_PORTION	AIN	ANTEIL	1	1	1	f89r	1	Zutatenportion	AIIN+AIN	DEFAULT_GDT584_OBJECT_COMPOSITION	0	0	1	0	SINGLE_PAGE_CELL_REGISTER_ROOT_FALLBACK	RUNNING:G407-E4226@2	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
125	PHARMA	S_HP_STRAIN	Y	POSTEN	3	2	1	f89r	1	Drogenmaterial	Y+AIIN	HP_EXTRACT_OF_MATERIAL	0	0	3	0	SINGLE_PAGE_CELL_REGISTER_ROOT_FALLBACK	RUNNING:G407-E4126@1|RUNNING:G407-E4128@1|RUNNING:G407-E4383@1	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
126	PHARMA	S_HP_STRAIN	AIIN	WERT	18	16	3	f88r|f88v|f89r	2	Arzneiauszug	AIIN|Y+AIIN	HP_EXTRACT_OF_MATERIAL	15	3	0	0	PARTIAL_EXACT_OTHER_PAGE	RUNNING:G407-E3813@1|RUNNING:G407-E3829@2|RUNNING:G407-E3863@1|RUNNING:G407-E3937@4|RUNNING:G407-E3960@1|RUNNING:G407-E4057@2	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
127	PHARMA	S_HP_STRAIN_AFTER_WET_STEP	AIN	ANTEIL	1	1	1	f89r	1	Zutatenportion	AIN	HP_EXTRACT_OF_MATERIAL	0	0	1	0	SINGLE_PAGE_CELL_REGISTER_ROOT_FALLBACK	RUNNING:G407-E4070@2	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
128	PHARMA	S_HP_STRAIN_AFTER_WET_STEP	OR	EINHEIT	1	1	1	f88r	1	Arzneiansatz	OR	HP_EXTRACT_OF_MATERIAL	0	0	1	0	SINGLE_PAGE_CELL_REGISTER_ROOT_FALLBACK	RUNNING:G407-E3904@1	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
129	PHARMA	T_AFTER_SH_COOL	Y	POSTEN	1	1	1	f89r	1	Drogenmaterial	Y	DEFAULT_GDT584_OBJECT_COMPOSITION	0	0	1	0	SINGLE_PAGE_CELL_REGISTER_ROOT_FALLBACK	RUNNING:G407-E4163@5	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
130	PHARMA	T_HP_FORM_SET	Y	POSTEN	1	1	1	f88v	1	Drogenmaterial	Y	DEFAULT_GDT584_OBJECT_COMPOSITION	0	0	1	0	SINGLE_PAGE_CELL_REGISTER_ROOT_FALLBACK	RUNNING:G407-E4015@4	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
131	PHARMA	T_HP_MEASURE_SET	AIIN	WERT	1	1	1	f89r	1	Dosismaß	AIIN	DEFAULT_GDT584_OBJECT_COMPOSITION	0	0	1	0	SINGLE_PAGE_CELL_REGISTER_ROOT_FALLBACK	RUNNING:G407-E4161@2	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
132	PHARMA	T_HP_MEASURE_SET	AIN	ANTEIL	1	1	1	f89r	1	Zutatenportion	AIN	DEFAULT_GDT584_OBJECT_COMPOSITION	0	0	1	0	SINGLE_PAGE_CELL_REGISTER_ROOT_FALLBACK	RUNNING:G407-E4098@2	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
133	PHARMA	T_PHYSICAL_BROAD	Y	POSTEN	7	6	3	f88r|f88v|f89r	2	Drogenmaterial	Y|Y+AIIN	DEFAULT_GDT584_OBJECT_COMPOSITION	6	1	0	0	PARTIAL_EXACT_OTHER_PAGE	RUNNING:G407-E4063@6|RUNNING:G407-E4072@4|RUNNING:G407-E4175@1|RUNNING:G407-E4175@3|RUNNING:G407-E4221@3|LOCAL_COMPONENT:P912-E2362@6	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
134	PHARMA	T_PHYSICAL_BROAD	AIIN	WERT	3	1	1	f89r	1	Arzneiauszug	Y+AIIN	DEFAULT_GDT584_OBJECT_COMPOSITION	0	0	3	0	SINGLE_PAGE_CELL_REGISTER_ROOT_FALLBACK	RUNNING:G407-E4219@1|RUNNING:G407-E4220@1|RUNNING:G407-E4221@2	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
135	PHARMA	T_PHYSICAL_GRADE_TEMPER	Y	POSTEN	7	4	3	f88r|f88v|f89r	2	Drogenmaterial	Y|Y+AIIN	DEFAULT_GDT584_OBJECT_COMPOSITION	5	2	0	0	PARTIAL_EXACT_OTHER_PAGE	RUNNING:G407-E3919@6|RUNNING:G407-E4007@6|RUNNING:G407-E4008@4|RUNNING:G407-E4009@1|RUNNING:G407-E4087@5|RUNNING:G407-E4366@4	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
136	PHARMA	T_PHYSICAL_GRADE_TEMPER	AIIN	WERT	1	1	1	f89r	1	Arzneiauszug	Y+AIIN	DEFAULT_GDT584_OBJECT_COMPOSITION	0	0	1	0	SINGLE_PAGE_CELL_REGISTER_ROOT_FALLBACK	RUNNING:G407-E4367@1	OBSERVED_ACTION_ROOT_CELL__NO_UNOBSERVED_MATRIX_FILL
