selection_ordinal	register	gdt584_rule_id	carrier_root	carrier_root_signature	gdt587_context_family	gdt587_lemma_de	gdt587_object_form_de	gdt587_genitive_form_de	gdt587_packet_rule_id	assignment_count	host_count	page_count	pages	layer_profile	strict_type_mobility	example_carrier_slot_ids	guard
128	HERBAL	CHD_REST_PROCESS	AIIN	AIIN	HERBAL_EXTRACT_OR_MEASURE	Pflanzenauszug	den Pflanzenauszug	des Pflanzenauszugs	DEFAULT_GDT584_OBJECT_COMPOSITION	3	3	2	f31r|f95v	RUNNING_ATOM	MULTI_PAGE	RUNNING:G407-E4462@5|RUNNING:G407-E4570@3|RUNNING:G515-E0236@2	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
129	HERBAL	CHD_REST_PROCESS	AIIN	AIIN+AIN	HERBAL_EXTRACT_OR_MEASURE	Pflanzenauszug	den Pflanzenauszug	des Pflanzenauszugs	DEFAULT_GDT584_OBJECT_COMPOSITION	2	1	1	f95v	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E4549@2|RUNNING:G407-E4551@1	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
130	HERBAL	CHD_REST_PROCESS	AIN	AIIN+AIN	HERBAL_PORTION	Pflanzenportion	die Pflanzenportion	der Pflanzenportion	DEFAULT_GDT584_OBJECT_COMPOSITION	1	1	1	f95v	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E4550@2	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
131	HERBAL	SH_CH_BRIDGE_HOLD	OR	Y+OR	HERBAL_HELD_UNIT	Pflanzeneinheit	die Pflanzeneinheit	der Pflanzeneinheit	DEFAULT_GDT584_OBJECT_COMPOSITION	2	1	1	f10r	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E0298@5|RUNNING:G407-E0300@2	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
132	HERBAL	SH_CH_BRIDGE_HOLD	Y	Y	HERBAL_MATERIAL	Pflanzenmaterial	das Pflanzenmaterial	des Pflanzenmaterials	DEFAULT_GDT584_OBJECT_COMPOSITION	1	1	1	f17r	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E0494@5	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
133	HERBAL	SH_CH_BRIDGE_HOLD	Y	Y+OR	HERBAL_MATERIAL	Pflanzenmaterial	das Pflanzenmaterial	des Pflanzenmaterials	DEFAULT_GDT584_OBJECT_COMPOSITION	1	1	1	f10r	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E0299@2	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
134	HERBAL	SH_HP_EXTRACT_STEEP	AIIN	AIIN	HERBAL_EXTRACT_OR_MEASURE	Pflanzenauszug	den Pflanzenauszug	des Pflanzenauszugs	DEFAULT_GDT584_OBJECT_COMPOSITION	4	4	3	f13r|f18r|f20v	RUNNING_ATOM	MULTI_PAGE	RUNNING:G407-E0389@2|RUNNING:G407-E0566@2|RUNNING:G407-E0597@2|RUNNING:G515-E0098@1	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
135	HERBAL	SH_HP_EXTRACT_STEEP	AIIN	AIIN+OR	HERBAL_EXTRACT_OR_MEASURE	Pflanzenauszug	den Pflanzenauszug	des Pflanzenauszugs	DEFAULT_GDT584_OBJECT_COMPOSITION	2	2	2	f20v|f95v	RUNNING_ATOM	MULTI_PAGE	RUNNING:G407-E4405@3|RUNNING:G515-E0096@1	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
136	HERBAL	SH_HP_EXTRACT_STEEP	AIIN	Y+AIIN	HERBAL_EXTRACT_OR_MEASURE	Pflanzenauszug	den Pflanzenauszug	des Pflanzenauszugs	DEFAULT_GDT584_OBJECT_COMPOSITION	3	3	2	f11r|f20v	RUNNING_ATOM	MULTI_PAGE	RUNNING:G407-E0310@3|RUNNING:G407-E0319@1|RUNNING:G515-E0129@1	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
137	HERBAL	SH_HP_EXTRACT_STEEP	AIIN	Y+AIIN+AIN	HERBAL_EXTRACT_OR_MEASURE	Pflanzenauszug	den Pflanzenauszug	des Pflanzenauszugs	DEFAULT_GDT584_OBJECT_COMPOSITION	1	1	1	f95v	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E4450@2	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
138	HERBAL	SH_HP_EXTRACT_STEEP	AIN	Y+AIIN+AIN	HERBAL_PORTION	Pflanzenportion	die Pflanzenportion	der Pflanzenportion	DEFAULT_GDT584_OBJECT_COMPOSITION	1	1	1	f95v	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E4449@3	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
139	HERBAL	SH_HP_EXTRACT_STEEP	OR	AIIN+OR	HERBAL_HELD_UNIT	Pflanzeneinheit	die Pflanzeneinheit	der Pflanzeneinheit	DEFAULT_GDT584_OBJECT_COMPOSITION	2	2	2	f20v|f95v	RUNNING_ATOM	MULTI_PAGE	RUNNING:G407-E4406@2|RUNNING:G515-E0095@1	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
140	HERBAL	SH_HP_EXTRACT_STEEP	Y	Y+AIIN	HERBAL_MATERIAL	Pflanzenmaterial	das Pflanzenmaterial	des Pflanzenmaterials	DEFAULT_GDT584_OBJECT_COMPOSITION	3	3	2	f11r|f20v	RUNNING_ATOM	MULTI_PAGE	RUNNING:G407-E0310@2|RUNNING:G407-E0318@3|RUNNING:G515-E0128@1	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
141	HERBAL	SH_HP_EXTRACT_STEEP	Y	Y+AIIN+AIN	HERBAL_MATERIAL	Pflanzenmaterial	das Pflanzenmaterial	des Pflanzenmaterials	DEFAULT_GDT584_OBJECT_COMPOSITION	1	1	1	f95v	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E4451@1	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
142	HERBAL	SH_HP_SETTLE_BEFORE_STRAIN	OR	OR	HERBAL_PROCESSED_BATCH	Pflanzenansatz	den Pflanzenansatz	des Pflanzenansatzes	DEFAULT_GDT584_OBJECT_COMPOSITION	1	1	1	f18r	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E0582@2	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
143	HERBAL	SH_HP_SETTLE_BEFORE_STRAIN	Y	Y	HERBAL_MATERIAL	Pflanzenmaterial	das Pflanzenmaterial	des Pflanzenmaterials	DEFAULT_GDT584_OBJECT_COMPOSITION	1	1	1	f95v	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E4562@5	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
144	HERBAL	SH_HP_SOAK	AIN	AIN	HERBAL_PORTION	Pflanzenportion	die Pflanzenportion	der Pflanzenportion	DEFAULT_GDT584_OBJECT_COMPOSITION	1	1	1	f95v	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E4573@3	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
145	HERBAL	SH_HP_SOAK	OR	Y+OR	HERBAL_HELD_UNIT	Pflanzeneinheit	die Pflanzeneinheit	der Pflanzeneinheit	DEFAULT_GDT584_OBJECT_COMPOSITION	2	2	2	f13r|f4r	RUNNING_ATOM	MULTI_PAGE	RUNNING:G407-E0400@2|RUNNING:G515-E0058@3	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
146	HERBAL	SH_HP_SOAK	Y	Y	HERBAL_MATERIAL	Pflanzenmaterial	das Pflanzenmaterial	des Pflanzenmaterials	DEFAULT_GDT584_OBJECT_COMPOSITION	18	17	7	f11r|f13r|f20v|f24v|f31r|f4r|f95v	RUNNING_ATOM	MULTI_PAGE	RUNNING:G407-E0312@3|RUNNING:G407-E0434@3|RUNNING:G407-E0684@1|RUNNING:G407-E4463@3|RUNNING:G407-E4484@5|RUNNING:G407-E4493@6	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
147	HERBAL	SH_HP_SOAK	Y	Y+OR	HERBAL_MATERIAL	Pflanzenmaterial	das Pflanzenmaterial	des Pflanzenmaterials	DEFAULT_GDT584_OBJECT_COMPOSITION	2	2	2	f13r|f4r	RUNNING_ATOM	MULTI_PAGE	RUNNING:G407-E0401@1|RUNNING:G515-E0059@2	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
148	HERBAL	SH_HP_UNIT_HOLD	OR	OR	HERBAL_HELD_UNIT	Pflanzeneinheit	die Pflanzeneinheit	der Pflanzeneinheit	DEFAULT_GDT584_OBJECT_COMPOSITION	1	1	1	f18r	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E0565@3	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
149	HERBAL	SH_REST_HOLD	AIN	AIN	HERBAL_PORTION	Pflanzenportion	die Pflanzenportion	der Pflanzenportion	DEFAULT_GDT584_OBJECT_COMPOSITION	2	2	2	f20v|f4r	RUNNING_ATOM	MULTI_PAGE	RUNNING:G515-E0025@2|RUNNING:G515-E0124@2	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
150	HERBAL	SH_REST_HOLD	OR	OR	HERBAL_HELD_UNIT	Pflanzeneinheit	die Pflanzeneinheit	der Pflanzeneinheit	DEFAULT_GDT584_OBJECT_COMPOSITION	13	13	9	f10r|f11r|f13r|f17r|f18r|f20v|f31r|f4r|f95v	RUNNING_ATOM	MULTI_PAGE	RUNNING:G407-E0216@2|RUNNING:G407-E0286@2|RUNNING:G407-E0340@2|RUNNING:G407-E0341@2|RUNNING:G407-E0366@4|RUNNING:G407-E0481@2	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
151	HERBAL	SH_REST_HOLD	Y	Y	HERBAL_MATERIAL	Pflanzenmaterial	das Pflanzenmaterial	des Pflanzenmaterials	DEFAULT_GDT584_OBJECT_COMPOSITION	9	8	5	f13r|f18r|f20v|f4r|f95v	RUNNING_ATOM	MULTI_PAGE	RUNNING:G407-E0369@1|RUNNING:G407-E0568@4|RUNNING:G407-E4461@5|RUNNING:G407-E4505@3|RUNNING:G515-E0037@2|RUNNING:G515-E0055@2	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
152	HERBAL	S_HP_SEPARATE	Y	Y	HERBAL_MATERIAL	Pflanzenmaterial	das Pflanzenmaterial	des Pflanzenmaterials	DEFAULT_GDT584_OBJECT_COMPOSITION	10	9	5	f11r|f13r|f17r|f24v|f56r	RUNNING_ATOM	MULTI_PAGE	RUNNING:G407-E0353@1|RUNNING:G407-E0385@1|RUNNING:G407-E0387@1|RUNNING:G407-E0440@3|RUNNING:G407-E0502@3|RUNNING:G407-E0616@1	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
153	HERBAL	S_HP_SIEVE	AIN	AIN	HERBAL_PORTION	Pflanzenportion	die Pflanzenportion	der Pflanzenportion	DEFAULT_GDT584_OBJECT_COMPOSITION	3	3	2	f10r|f95v	RUNNING_ATOM	MULTI_PAGE	RUNNING:G407-E0296@3|RUNNING:G407-E4458@2|RUNNING:G407-E4544@2	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
154	HERBAL	S_HP_SIEVE	AIN	Y+AIN	HERBAL_PORTION	Pflanzenportion	die Pflanzenportion	der Pflanzenportion	DEFAULT_GDT584_OBJECT_COMPOSITION	1	1	1	f17r	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E0510@2	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
155	HERBAL	S_HP_SIEVE	AIN	Y+AIN+OR	HERBAL_PORTION	Pflanzenportion	die Pflanzenportion	der Pflanzenportion	DEFAULT_GDT584_OBJECT_COMPOSITION	1	1	1	f24v	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E0652@2	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
156	HERBAL	S_HP_SIEVE	OR	OR	HERBAL_PROCESSED_BATCH	Pflanzenansatz	den Pflanzenansatz	des Pflanzenansatzes	DEFAULT_GDT584_OBJECT_COMPOSITION	1	1	1	f10r	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E0244@2	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
157	HERBAL	S_HP_SIEVE	OR	Y+AIN+OR	HERBAL_PROCESSED_BATCH	Pflanzenansatz	den Pflanzenansatz	des Pflanzenansatzes	DEFAULT_GDT584_OBJECT_COMPOSITION	1	1	1	f24v	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E0655@1	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
158	HERBAL	S_HP_SIEVE	OR	Y+OR	HERBAL_PROCESSED_BATCH	Pflanzenansatz	den Pflanzenansatz	des Pflanzenansatzes	DEFAULT_GDT584_OBJECT_COMPOSITION	1	1	1	f17r	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E0463@1	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
159	HERBAL	S_HP_SIEVE	Y	Y+AIN	HERBAL_MATERIAL	Pflanzenmaterial	das Pflanzenmaterial	des Pflanzenmaterials	DEFAULT_GDT584_OBJECT_COMPOSITION	1	1	1	f17r	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E0511@1	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
160	HERBAL	S_HP_SIEVE	Y	Y+AIN+OR	HERBAL_MATERIAL	Pflanzenmaterial	das Pflanzenmaterial	des Pflanzenmaterials	DEFAULT_GDT584_OBJECT_COMPOSITION	1	1	1	f24v	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E0653@1	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
161	HERBAL	S_HP_SIEVE	Y	Y+OR	HERBAL_MATERIAL	Pflanzenmaterial	das Pflanzenmaterial	des Pflanzenmaterials	DEFAULT_GDT584_OBJECT_COMPOSITION	1	1	1	f17r	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E0464@1	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
162	HERBAL	S_HP_STAGE_SEPARATE	OR	OR	HERBAL_PROCESSED_BATCH	Pflanzenansatz	den Pflanzenansatz	des Pflanzenansatzes	DEFAULT_GDT584_OBJECT_COMPOSITION	1	1	1	f31r	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G515-E0244@1	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
163	HERBAL	S_HP_STRAIN	AIIN	AIIN	HERBAL_EXTRACT_OR_MEASURE	Pflanzenauszug	den Pflanzenauszug	des Pflanzenauszugs	HP_EXTRACT_OF_MATERIAL	14	13	5	f18r|f20v|f31r|f55v|f95v	RUNNING_ATOM	MULTI_PAGE	RUNNING:G407-E0586@3|RUNNING:G407-E0709@1|RUNNING:G407-E0769@1|RUNNING:G407-E0794@1|RUNNING:G407-E0795@1|RUNNING:G407-E4440@1	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
164	HERBAL	S_HP_STRAIN	AIIN	AIIN+OR	HERBAL_EXTRACT_OR_MEASURE	Pflanzenauszug	den Pflanzenauszug	des Pflanzenauszugs	HP_EXTRACT_OF_MATERIAL	2	2	2	f24v|f95v	RUNNING_ATOM	MULTI_PAGE	RUNNING:G407-E0638@2|RUNNING:G407-E4557@1	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
165	HERBAL	S_HP_STRAIN	AIIN	Y+AIIN	HERBAL_EXTRACT_OR_MEASURE	Pflanzenauszug	den Pflanzenauszug	des Pflanzenauszugs	HP_EXTRACT_OF_MATERIAL	2	2	2	f11r|f31r	RUNNING_ATOM	MULTI_PAGE	RUNNING:G407-E0361@1|RUNNING:G515-E0173@1	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
166	HERBAL	S_HP_STRAIN	OR	AIIN+OR	HERBAL_PROCESSED_BATCH	Pflanzenansatz	den Pflanzenansatz	des Pflanzenansatzes	HP_EXTRACT_OF_MATERIAL	3	2	2	f24v|f95v	RUNNING_ATOM	MULTI_PAGE	RUNNING:G407-E0637@3|RUNNING:G407-E0638@1|RUNNING:G407-E4556@1	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
167	HERBAL	S_HP_STRAIN	Y	Y+AIIN	HERBAL_MATERIAL	Pflanzenmaterial	das Pflanzenmaterial	des Pflanzenmaterials	HP_EXTRACT_OF_MATERIAL	2	2	2	f11r|f31r	RUNNING_ATOM	MULTI_PAGE	RUNNING:G407-E0362@2|RUNNING:G515-E0176@1	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
168	HERBAL	S_HP_STRAIN_AFTER_WET_STEP	AIN	AIN	HERBAL_PORTION	Pflanzenportion	die Pflanzenportion	der Pflanzenportion	HP_EXTRACT_OF_MATERIAL	1	1	1	f95v	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E4407@3	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
169	HERBAL	T_AFTER_SH_COOL	Y	Y	HERBAL_MATERIAL	Pflanzenmaterial	das Pflanzenmaterial	des Pflanzenmaterials	DEFAULT_GDT584_OBJECT_COMPOSITION	2	1	1	f11r	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E0314@3|RUNNING:G407-E0314@5	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
170	HERBAL	T_HP_BEFORE_CHD_DRY	Y	Y	HERBAL_MATERIAL	Pflanzenmaterial	das Pflanzenmaterial	des Pflanzenmaterials	DEFAULT_GDT584_OBJECT_COMPOSITION	1	1	1	f95v	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E4476@1	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
171	HERBAL	T_HP_BEFORE_SH_WARM	OR	OR	HERBAL_PROCESSED_BATCH	Pflanzenansatz	den Pflanzenansatz	des Pflanzenansatzes	DEFAULT_GDT584_OBJECT_COMPOSITION	1	1	1	f13r	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E0366@2	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
172	HERBAL	T_HP_BEFORE_SH_WARM	Y	Y	HERBAL_MATERIAL	Pflanzenmaterial	das Pflanzenmaterial	des Pflanzenmaterials	DEFAULT_GDT584_OBJECT_COMPOSITION	1	1	1	f95v	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E4496@1	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
173	HERBAL	T_HP_FORM_SET	OR	OR	HERBAL_SET_UNIT	Arbeitseinheit	die Arbeitseinheit	der Arbeitseinheit	DEFAULT_GDT584_OBJECT_COMPOSITION	1	1	1	f10r	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E0224@4	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
174	HERBAL	T_HP_FORM_SET	OR	Y+OR	HERBAL_SET_UNIT	Arbeitseinheit	die Arbeitseinheit	der Arbeitseinheit	DEFAULT_GDT584_OBJECT_COMPOSITION	1	1	1	f11r	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E0316@4	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
175	HERBAL	T_HP_FORM_SET	Y	Y	HERBAL_MATERIAL	Pflanzenmaterial	das Pflanzenmaterial	des Pflanzenmaterials	DEFAULT_GDT584_OBJECT_COMPOSITION	5	4	3	f10r|f4r|f55v	RUNNING_ATOM	MULTI_PAGE	RUNNING:G407-E0217@6|RUNNING:G407-E0297@1|RUNNING:G407-E0753@5|RUNNING:G515-E0009@1|RUNNING:G515-E0009@4	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
176	HERBAL	T_HP_FORM_SET	Y	Y+OR	HERBAL_MATERIAL	Pflanzenmaterial	das Pflanzenmaterial	des Pflanzenmaterials	DEFAULT_GDT584_OBJECT_COMPOSITION	2	1	1	f11r	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E0315@7|RUNNING:G407-E0317@1	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
177	HERBAL	T_HP_MEASURE_SET	AIIN	AIIN	HERBAL_EXTRACT_OR_MEASURE	Auszugsmenge	die Auszugsmenge	der Auszugsmenge	DEFAULT_GDT584_OBJECT_COMPOSITION	4	4	3	f10r|f18r|f95v	RUNNING_ATOM	MULTI_PAGE	RUNNING:G407-E0261@3|RUNNING:G407-E0553@3|RUNNING:G407-E4419@5|RUNNING:G407-E4534@2	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
178	HERBAL	T_HP_MEASURE_SET	AIIN	Y+AIIN	HERBAL_EXTRACT_OR_MEASURE	Auszugsmenge	die Auszugsmenge	der Auszugsmenge	HP_MEASURE_FOR_MATERIAL	1	1	1	f10r	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E0265@2	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
179	HERBAL	T_HP_MEASURE_SET	OR	OR	HERBAL_SET_UNIT	Arbeitseinheit	die Arbeitseinheit	der Arbeitseinheit	DEFAULT_GDT584_OBJECT_COMPOSITION	3	3	2	f10r|f18r	RUNNING_ATOM	MULTI_PAGE	RUNNING:G407-E0295@3|RUNNING:G407-E0528@4|RUNNING:G407-E0547@3	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
180	HERBAL	T_HP_MEASURE_SET	Y	Y+AIIN	HERBAL_MATERIAL	Pflanzenmaterial	das Pflanzenmaterial	des Pflanzenmaterials	HP_MEASURE_FOR_MATERIAL	2	1	1	f10r	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E0266@1|RUNNING:G407-E0267@2	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
181	HERBAL	T_PHYSICAL_BROAD	AIIN	AIIN	HERBAL_EXTRACT_OR_MEASURE	Pflanzenauszug	den Pflanzenauszug	des Pflanzenauszugs	DEFAULT_GDT584_OBJECT_COMPOSITION	2	2	2	f18r|f4r	RUNNING_ATOM	MULTI_PAGE	RUNNING:G407-E0593@1|RUNNING:G515-E0041@1	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
182	HERBAL	T_PHYSICAL_BROAD	AIIN	Y+AIIN	HERBAL_EXTRACT_OR_MEASURE	Pflanzenauszug	den Pflanzenauszug	des Pflanzenauszugs	DEFAULT_GDT584_OBJECT_COMPOSITION	6	6	4	f10r|f20v|f4r|f55v	RUNNING_ATOM	MULTI_PAGE	RUNNING:G407-E0236@1|RUNNING:G407-E0272@1|RUNNING:G407-E0772@3|RUNNING:G515-E0029@1|RUNNING:G515-E0119@1|RUNNING:G515-E0143@1	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
183	HERBAL	T_PHYSICAL_BROAD	AIIN	Y+AIIN+AIN+OR	HERBAL_EXTRACT_OR_MEASURE	Pflanzenauszug	den Pflanzenauszug	des Pflanzenauszugs	DEFAULT_GDT584_OBJECT_COMPOSITION	1	1	1	f55v	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E0788@1	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
184	HERBAL	T_PHYSICAL_BROAD	AIIN	Y+AIIN+OR	HERBAL_EXTRACT_OR_MEASURE	Pflanzenauszug	den Pflanzenauszug	des Pflanzenauszugs	DEFAULT_GDT584_OBJECT_COMPOSITION	2	1	1	f10r	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E0303@3|RUNNING:G407-E0304@1	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
185	HERBAL	T_PHYSICAL_BROAD	AIN	AIN	HERBAL_PORTION	Pflanzenportion	die Pflanzenportion	der Pflanzenportion	DEFAULT_GDT584_OBJECT_COMPOSITION	1	1	1	f10r	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E0274@1	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
186	HERBAL	T_PHYSICAL_BROAD	AIN	Y+AIIN+AIN+OR	HERBAL_PORTION	Pflanzenportion	die Pflanzenportion	der Pflanzenportion	DEFAULT_GDT584_OBJECT_COMPOSITION	1	1	1	f55v	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E0787@2	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
187	HERBAL	T_PHYSICAL_BROAD	OR	Y+AIIN+AIN+OR	HERBAL_PROCESSED_BATCH	Pflanzenansatz	den Pflanzenansatz	des Pflanzenansatzes	DEFAULT_GDT584_OBJECT_COMPOSITION	2	1	1	f55v	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E0785@1|RUNNING:G407-E0787@1	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
188	HERBAL	T_PHYSICAL_BROAD	OR	Y+AIIN+OR	HERBAL_PROCESSED_BATCH	Pflanzenansatz	den Pflanzenansatz	des Pflanzenansatzes	DEFAULT_GDT584_OBJECT_COMPOSITION	1	1	1	f10r	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E0306@2	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
189	HERBAL	T_PHYSICAL_BROAD	OR	Y+OR	HERBAL_PROCESSED_BATCH	Pflanzenansatz	den Pflanzenansatz	des Pflanzenansatzes	DEFAULT_GDT584_OBJECT_COMPOSITION	5	5	5	f10r|f11r|f13r|f18r|f95v	RUNNING_ATOM	MULTI_PAGE	RUNNING:G407-E0240@1|RUNNING:G407-E0327@2|RUNNING:G407-E0428@2|RUNNING:G407-E0596@1|RUNNING:G407-E4413@2	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
190	HERBAL	T_PHYSICAL_BROAD	Y	Y	HERBAL_MATERIAL	Pflanzenmaterial	das Pflanzenmaterial	des Pflanzenmaterials	DEFAULT_GDT584_OBJECT_COMPOSITION	59	44	11	f10r|f11r|f13r|f17r|f18r|f20v|f24v|f31r|f4r|f56r|f95v	RUNNING_ATOM	MULTI_PAGE	RUNNING:G407-E0215@6|RUNNING:G407-E0226@3|RUNNING:G407-E0229@2|RUNNING:G407-E0241@1|RUNNING:G407-E0241@3|RUNNING:G407-E0242@1	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
191	HERBAL	T_PHYSICAL_BROAD	Y	Y+AIIN	HERBAL_MATERIAL	Pflanzenmaterial	das Pflanzenmaterial	des Pflanzenmaterials	DEFAULT_GDT584_OBJECT_COMPOSITION	10	6	4	f10r|f20v|f4r|f55v	RUNNING_ATOM	MULTI_PAGE	RUNNING:G407-E0235@2|RUNNING:G407-E0271@1|RUNNING:G407-E0271@3|RUNNING:G407-E0772@1|RUNNING:G407-E0774@1|RUNNING:G515-E0028@1	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
192	HERBAL	T_PHYSICAL_BROAD	Y	Y+AIIN+AIN+OR	HERBAL_MATERIAL	Pflanzenmaterial	das Pflanzenmaterial	des Pflanzenmaterials	DEFAULT_GDT584_OBJECT_COMPOSITION	2	1	1	f55v	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E0784@3|RUNNING:G407-E0786@1	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
193	HERBAL	T_PHYSICAL_BROAD	Y	Y+AIIN+OR	HERBAL_MATERIAL	Pflanzenmaterial	das Pflanzenmaterial	des Pflanzenmaterials	DEFAULT_GDT584_OBJECT_COMPOSITION	2	1	1	f10r	RUNNING_ATOM	SINGLE_PAGE	RUNNING:G407-E0301@3|RUNNING:G407-E0305@2	OBSERVED_STRICT_SELECTION_SIGNATURE_ONLY
