mobility_ordinal	carrier_slot_id	primary_governor_key	statement_or_record_id	physical_page	layer	register	gdt584_rule_id	carrier_root	carrier_root_signature	gdt587_context_family	gdt587_lemma_de	gdt587_packet_rule_id	strict_exact_foreign_page_count	strict_exact_foreign_pages	same_action_root_foreign_page_count	same_action_root_foreign_pages	same_action_root_lemma_foreign_pages	same_register_root_foreign_page_count	same_register_root_foreign_pages	same_register_root_lemma_foreign_pages	cross_register_same_root_lemma_foreign_pages	transfer_tier	transfer_tier_short	tier_supporting_pages	foreign_example_carrier_slot_id	same_layer_transfer_tier	same_layer_supporting_pages	future_intake_action	guard
550	RUNNING:G407-E2401@3	ACTION:G407-E2402@1:T	G407-S312	f77r	RUNNING_ATOM	BIOLOGICAL	T_BIO_STATION_REGULATE	Y	Y	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	DEFAULT_GDT584_OBJECT_COMPOSITION	5	f75r|f81r|f81v|f82r|f83r	5	f75r|f81r|f81v|f82r|f83r	f75r|f81r|f81v|f82r|f83r	6	f75r|f76r|f81r|f81v|f82r|f83r	f75r|f76r|f81r|f81v|f82r|f83r	f75r|f76r|f81r|f81v|f82r|f83r	EXACT_SELECTION_OTHER_PAGE	E	f75r|f81r|f81v|f82r|f83r	RUNNING:G407-E1474@4	EXACT_SELECTION_OTHER_PAGE	f75r|f81r|f81v|f82r|f83r	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
551	RUNNING:G407-E2404@3	ACTION:G407-E2404@1:SH	G407-S312	f77r	RUNNING_ATOM	BIOLOGICAL	SH_BIO_BATHE	Y	Y+AIIN	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	BIOLOGICAL_BATH_FILL	1	f82r	5	f75r|f81r|f81v|f82r|f83r	f75r|f81r|f81v|f82r|f83r	6	f75r|f76r|f81r|f81v|f82r|f83r	f75r|f76r|f81r|f81v|f82r|f83r	f75r|f76r|f81r|f81v|f82r|f83r	EXACT_SELECTION_OTHER_PAGE	E	f82r	RUNNING:G407-E3182@3	EXACT_SELECTION_OTHER_PAGE	f82r	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
552	RUNNING:G407-E2405@2	ACTION:G407-E2404@1:SH	G407-S312	f77r	RUNNING_ATOM	BIOLOGICAL	SH_BIO_BATHE	AIIN	Y+AIIN	BIOLOGICAL_BATH_OR_STATION_MEASURE	Badfüllung	BIOLOGICAL_BATH_FILL	1	f82r	2	f82r|f83r	f82r|f83r	6	f75r|f76r|f81r|f81v|f82r|f83r	f82r|f83r	f82r|f83r	EXACT_SELECTION_OTHER_PAGE	E	f82r	RUNNING:G407-E3183@1	EXACT_SELECTION_OTHER_PAGE	f82r	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
553	RUNNING:G407-E2408@2	ACTION:G407-E2408@1:CHD	G407-S313	f77r	RUNNING_ATOM	BIOLOGICAL	CHD_BIO_TREAT	Y	Y	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	DEFAULT_GDT584_OBJECT_COMPOSITION	6	f75r|f76r|f81r|f81v|f82r|f83r	6	f75r|f76r|f81r|f81v|f82r|f83r	f75r|f76r|f81r|f81v|f82r|f83r	6	f75r|f76r|f81r|f81v|f82r|f83r	f75r|f76r|f81r|f81v|f82r|f83r	f75r|f76r|f81r|f81v|f82r|f83r	EXACT_SELECTION_OTHER_PAGE	E	f75r|f76r|f81r|f81v|f82r|f83r	RUNNING:G407-E1425@3	EXACT_SELECTION_OTHER_PAGE	f75r|f76r|f81r|f81v|f82r|f83r	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
554	RUNNING:G407-E2410@5	ACTION:G407-E2410@3:T	G407-S313	f77r	RUNNING_ATOM	BIOLOGICAL	T_PHYSICAL_GRADE_TEMPER	Y	Y	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	DEFAULT_GDT584_OBJECT_COMPOSITION	4	f76r|f81v|f82r|f83r	4	f76r|f81v|f82r|f83r	f76r|f81v|f82r|f83r	6	f75r|f76r|f81r|f81v|f82r|f83r	f75r|f76r|f81r|f81v|f82r|f83r	f75r|f76r|f81r|f81v|f82r|f83r	EXACT_SELECTION_OTHER_PAGE	E	f76r|f81v|f82r|f83r	RUNNING:G407-E1938@4	EXACT_SELECTION_OTHER_PAGE	f76r|f81v|f82r|f83r	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
555	RUNNING:G407-E2417@5	ACTION:G407-E2417@3:T	G407-S316	f77r	RUNNING_ATOM	BIOLOGICAL	T_PHYSICAL_GRADE_TEMPER	Y	Y	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	DEFAULT_GDT584_OBJECT_COMPOSITION	4	f76r|f81v|f82r|f83r	4	f76r|f81v|f82r|f83r	f76r|f81v|f82r|f83r	6	f75r|f76r|f81r|f81v|f82r|f83r	f75r|f76r|f81r|f81v|f82r|f83r	f75r|f76r|f81r|f81v|f82r|f83r	EXACT_SELECTION_OTHER_PAGE	E	f76r|f81v|f82r|f83r	RUNNING:G407-E1938@4	EXACT_SELECTION_OTHER_PAGE	f76r|f81v|f82r|f83r	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
556	RUNNING:G407-E2424@2	ACTION:G407-E2424@1:CHD	G407-S321	f77r	RUNNING_ATOM	BIOLOGICAL	CHD_BIO_TREAT	AIIN	AIIN	BIOLOGICAL_BATH_OR_STATION_MEASURE	Stationsmaß	DEFAULT_GDT584_OBJECT_COMPOSITION	1	f83r	3	f76r|f81r|f83r	f76r|f81r|f83r	6	f75r|f76r|f81r|f81v|f82r|f83r	f75r|f76r|f81r|f81v|f82r|f83r	f75r|f76r|f81r|f81v|f82r|f83r	EXACT_SELECTION_OTHER_PAGE	E	f83r	RUNNING:G407-E3751@2	EXACT_SELECTION_OTHER_PAGE	f83r	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
557	RUNNING:G407-E2425@2	ACTION:G407-E2425@1:CHD	G407-S321	f77r	RUNNING_ATOM	BIOLOGICAL	CHD_BIO_TREAT	Y	Y	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	DEFAULT_GDT584_OBJECT_COMPOSITION	6	f75r|f76r|f81r|f81v|f82r|f83r	6	f75r|f76r|f81r|f81v|f82r|f83r	f75r|f76r|f81r|f81v|f82r|f83r	6	f75r|f76r|f81r|f81v|f82r|f83r	f75r|f76r|f81r|f81v|f82r|f83r	f75r|f76r|f81r|f81v|f82r|f83r	EXACT_SELECTION_OTHER_PAGE	E	f75r|f76r|f81r|f81v|f82r|f83r	RUNNING:G407-E1425@3	EXACT_SELECTION_OTHER_PAGE	f75r|f76r|f81r|f81v|f82r|f83r	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
558	RUNNING:G407-E2426@3	ACTION:G407-E2426@1:SH	G407-S321	f77r	RUNNING_ATOM	BIOLOGICAL	SH_BIO_BATHE	AIIN	AIIN	BIOLOGICAL_BATH_OR_STATION_MEASURE	Badfüllung	BIOLOGICAL_BATH_FILL	2	f82r|f83r	2	f82r|f83r	f82r|f83r	6	f75r|f76r|f81r|f81v|f82r|f83r	f82r|f83r	f82r|f83r	EXACT_SELECTION_OTHER_PAGE	E	f82r|f83r	RUNNING:G407-E3218@3	EXACT_SELECTION_OTHER_PAGE	f82r|f83r	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
559	RUNNING:G407-E2434@2	ACTION:G407-E2434@1:CHD	G407-S324	f77r	RUNNING_ATOM	BIOLOGICAL	CHD_BIO_TREAT	Y	Y	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	DEFAULT_GDT584_OBJECT_COMPOSITION	6	f75r|f76r|f81r|f81v|f82r|f83r	6	f75r|f76r|f81r|f81v|f82r|f83r	f75r|f76r|f81r|f81v|f82r|f83r	6	f75r|f76r|f81r|f81v|f82r|f83r	f75r|f76r|f81r|f81v|f82r|f83r	f75r|f76r|f81r|f81v|f82r|f83r	EXACT_SELECTION_OTHER_PAGE	E	f75r|f76r|f81r|f81v|f82r|f83r	RUNNING:G407-E1425@3	EXACT_SELECTION_OTHER_PAGE	f75r|f76r|f81r|f81v|f82r|f83r	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
560	RUNNING:G407-E2435@5	ACTION:G407-E2435@2:SH	G407-S324	f77r	RUNNING_ATOM	BIOLOGICAL	SH_BIO_BATHE	Y	Y	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	DEFAULT_GDT584_OBJECT_COMPOSITION	5	f75r|f81r|f81v|f82r|f83r	5	f75r|f81r|f81v|f82r|f83r	f75r|f81r|f81v|f82r|f83r	6	f75r|f76r|f81r|f81v|f82r|f83r	f75r|f76r|f81r|f81v|f82r|f83r	f75r|f76r|f81r|f81v|f82r|f83r	EXACT_SELECTION_OTHER_PAGE	E	f75r|f81r|f81v|f82r|f83r	RUNNING:G407-E1452@4	EXACT_SELECTION_OTHER_PAGE	f75r|f81r|f81v|f82r|f83r	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
561	RUNNING:G407-E2438@2	ACTION:G407-E2438@1:CHD	G407-S325	f77r	RUNNING_ATOM	BIOLOGICAL	CHD_BIO_TREAT	Y	Y	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	DEFAULT_GDT584_OBJECT_COMPOSITION	6	f75r|f76r|f81r|f81v|f82r|f83r	6	f75r|f76r|f81r|f81v|f82r|f83r	f75r|f76r|f81r|f81v|f82r|f83r	6	f75r|f76r|f81r|f81v|f82r|f83r	f75r|f76r|f81r|f81v|f82r|f83r	f75r|f76r|f81r|f81v|f82r|f83r	EXACT_SELECTION_OTHER_PAGE	E	f75r|f76r|f81r|f81v|f82r|f83r	RUNNING:G407-E1425@3	EXACT_SELECTION_OTHER_PAGE	f75r|f76r|f81r|f81v|f82r|f83r	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
562	RUNNING:G407-E2440@2	ACTION:G407-E2440@1:S	G407-S325	f77r	RUNNING_ATOM	BIOLOGICAL	S_REST_SELECT	AIN	AIN	BIOLOGICAL_PART_OR_PORTION	Anwendungsportion	DEFAULT_GDT584_OBJECT_COMPOSITION	5	f75r|f76r|f81r|f82r|f83r	5	f75r|f76r|f81r|f82r|f83r	f75r|f76r|f81r|f82r|f83r	6	f75r|f76r|f81r|f81v|f82r|f83r	f75r|f76r|f81r|f81v|f82r|f83r	f75r|f76r|f81r|f81v|f82r|f83r	EXACT_SELECTION_OTHER_PAGE	E	f75r|f76r|f81r|f82r|f83r	RUNNING:G407-E1553@2	EXACT_SELECTION_OTHER_PAGE	f75r|f76r|f81r|f82r|f83r	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
563	RUNNING:G407-E2452@4	ACTION:G407-E2452@3:T	G407-S332	f77r	RUNNING_ATOM	BIOLOGICAL	T_AFTER_SH_COOL	Y	Y	BIOLOGICAL_BODY_OR_STATION	Körper	DEFAULT_GDT584_OBJECT_COMPOSITION	2	f75r|f81v	2	f75r|f81v	f75r|f81v	6	f75r|f76r|f81r|f81v|f82r|f83r	f75r|f76r|f81r|f81v|f82r|f83r	f75r|f76r|f81r|f81v|f82r|f83r	EXACT_SELECTION_OTHER_PAGE	E	f75r|f81v	RUNNING:G407-E1656@2	EXACT_SELECTION_OTHER_PAGE	f75r|f81v	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
564	RUNNING:G407-E2458@2	ACTION:G407-E2459@1:CHD	G407-S334	f77r	RUNNING_ATOM	BIOLOGICAL	CHD_BIO_TREAT	AIIN	Y+AIIN	BIOLOGICAL_BATH_OR_STATION_MEASURE	Stationsmaß	DEFAULT_GDT584_OBJECT_COMPOSITION	3	f76r|f81r|f83r	3	f76r|f81r|f83r	f76r|f81r|f83r	6	f75r|f76r|f81r|f81v|f82r|f83r	f75r|f76r|f81r|f81v|f82r|f83r	f75r|f76r|f81r|f81v|f82r|f83r	EXACT_SELECTION_OTHER_PAGE	E	f76r|f81r|f83r	RUNNING:G407-E1869@1	EXACT_SELECTION_OTHER_PAGE	f76r|f81r|f83r	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
565	RUNNING:G407-E2459@2	ACTION:G407-E2459@1:CHD	G407-S334	f77r	RUNNING_ATOM	BIOLOGICAL	CHD_BIO_TREAT	Y	Y+AIIN	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	DEFAULT_GDT584_OBJECT_COMPOSITION	3	f76r|f81r|f83r	6	f75r|f76r|f81r|f81v|f82r|f83r	f75r|f76r|f81r|f81v|f82r|f83r	6	f75r|f76r|f81r|f81v|f82r|f83r	f75r|f76r|f81r|f81v|f82r|f83r	f75r|f76r|f81r|f81v|f82r|f83r	EXACT_SELECTION_OTHER_PAGE	E	f76r|f81r|f83r	RUNNING:G407-E1868@2	EXACT_SELECTION_OTHER_PAGE	f76r|f81r|f83r	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
566	RUNNING:G407-E2469@3	ACTION:G407-E2468@1:SH	G407-S340	f77r	RUNNING_ATOM	BIOLOGICAL	SH_BIO_BATHE	Y	Y	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	DEFAULT_GDT584_OBJECT_COMPOSITION	5	f75r|f81r|f81v|f82r|f83r	5	f75r|f81r|f81v|f82r|f83r	f75r|f81r|f81v|f82r|f83r	6	f75r|f76r|f81r|f81v|f82r|f83r	f75r|f76r|f81r|f81v|f82r|f83r	f75r|f76r|f81r|f81v|f82r|f83r	EXACT_SELECTION_OTHER_PAGE	E	f75r|f81r|f81v|f82r|f83r	RUNNING:G407-E1452@4	EXACT_SELECTION_OTHER_PAGE	f75r|f81r|f81v|f82r|f83r	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
567	RUNNING:G407-E2470@2	ACTION:G407-E2470@1:S	G407-S340	f77r	RUNNING_ATOM	BIOLOGICAL	S_REST_SELECT	AIIN	AIIN	BIOLOGICAL_BATH_OR_STATION_MEASURE	Stationsmaß	DEFAULT_GDT584_OBJECT_COMPOSITION	5	f75r|f76r|f81v|f82r|f83r	5	f75r|f76r|f81v|f82r|f83r	f75r|f76r|f81v|f82r|f83r	6	f75r|f76r|f81r|f81v|f82r|f83r	f75r|f76r|f81r|f81v|f82r|f83r	f75r|f76r|f81r|f81v|f82r|f83r	EXACT_SELECTION_OTHER_PAGE	E	f75r|f76r|f81v|f82r|f83r	RUNNING:G407-E1556@2	EXACT_SELECTION_OTHER_PAGE	f75r|f76r|f81v|f82r|f83r	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
568	RUNNING:G407-E2471@4	ACTION:G407-E2471@3:T	G407-S340	f77r	RUNNING_ATOM	BIOLOGICAL	T_AFTER_SH_COOL	Y	Y	BIOLOGICAL_BODY_OR_STATION	Körper	DEFAULT_GDT584_OBJECT_COMPOSITION	2	f75r|f81v	2	f75r|f81v	f75r|f81v	6	f75r|f76r|f81r|f81v|f82r|f83r	f75r|f76r|f81r|f81v|f82r|f83r	f75r|f76r|f81r|f81v|f82r|f83r	EXACT_SELECTION_OTHER_PAGE	E	f75r|f81v	RUNNING:G407-E1656@2	EXACT_SELECTION_OTHER_PAGE	f75r|f81v	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
569	RUNNING:G407-E2476@4	ACTION:G407-E2476@2:SH	G407-S341	f77r	RUNNING_ATOM	BIOLOGICAL	SH_BIO_BATHE	Y	Y+OR	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	DEFAULT_GDT584_OBJECT_COMPOSITION	1	f75r	5	f75r|f81r|f81v|f82r|f83r	f75r|f81r|f81v|f82r|f83r	6	f75r|f76r|f81r|f81v|f82r|f83r	f75r|f76r|f81r|f81v|f82r|f83r	f75r|f76r|f81r|f81v|f82r|f83r	EXACT_SELECTION_OTHER_PAGE	E	f75r	RUNNING:G407-E1611@1	EXACT_SELECTION_OTHER_PAGE	f75r	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
570	RUNNING:G407-E2479@1	ACTION:G407-E2476@2:SH	G407-S341	f77r	RUNNING_ATOM	BIOLOGICAL	SH_BIO_BATHE	OR	Y+OR	BIOLOGICAL_BATH_OR_STATION_UNIT	Badeinheit	DEFAULT_GDT584_OBJECT_COMPOSITION	1	f75r	3	f75r|f81r|f83r	f75r|f81r|f83r	6	f75r|f76r|f81r|f81v|f82r|f83r	f75r|f81r|f83r	f75r|f81r|f83r	EXACT_SELECTION_OTHER_PAGE	E	f75r	RUNNING:G407-E1611@4	EXACT_SELECTION_OTHER_PAGE	f75r	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
571	RUNNING:G407-E2486@2	ACTION:G407-E2487@2:SH	G407-S343	f77r	RUNNING_ATOM	BIOLOGICAL	SH_BIO_BATHE	Y	Y	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	DEFAULT_GDT584_OBJECT_COMPOSITION	5	f75r|f81r|f81v|f82r|f83r	5	f75r|f81r|f81v|f82r|f83r	f75r|f81r|f81v|f82r|f83r	6	f75r|f76r|f81r|f81v|f82r|f83r	f75r|f76r|f81r|f81v|f82r|f83r	f75r|f76r|f81r|f81v|f82r|f83r	EXACT_SELECTION_OTHER_PAGE	E	f75r|f81r|f81v|f82r|f83r	RUNNING:G407-E1452@4	EXACT_SELECTION_OTHER_PAGE	f75r|f81r|f81v|f82r|f83r	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
572	RUNNING:G407-E2487@4	ACTION:G407-E2487@2:SH	G407-S343	f77r	RUNNING_ATOM	BIOLOGICAL	SH_BIO_BATHE	Y	Y	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	DEFAULT_GDT584_OBJECT_COMPOSITION	5	f75r|f81r|f81v|f82r|f83r	5	f75r|f81r|f81v|f82r|f83r	f75r|f81r|f81v|f82r|f83r	6	f75r|f76r|f81r|f81v|f82r|f83r	f75r|f76r|f81r|f81v|f82r|f83r	f75r|f76r|f81r|f81v|f82r|f83r	EXACT_SELECTION_OTHER_PAGE	E	f75r|f81r|f81v|f82r|f83r	RUNNING:G407-E1452@4	EXACT_SELECTION_OTHER_PAGE	f75r|f81r|f81v|f82r|f83r	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
573	RUNNING:G407-E2499@3	ACTION:G407-E2499@1:SH	G407-S346	f77r	RUNNING_ATOM	BIOLOGICAL	SH_BIO_BATHE	Y	Y	BIOLOGICAL_BODY_OR_STATION	Körper	DEFAULT_GDT584_OBJECT_COMPOSITION	5	f75r|f81r|f81v|f82r|f83r	5	f75r|f81r|f81v|f82r|f83r	f75r|f81r|f81v|f82r|f83r	6	f75r|f76r|f81r|f81v|f82r|f83r	f75r|f76r|f81r|f81v|f82r|f83r	f75r|f76r|f81r|f81v|f82r|f83r	EXACT_SELECTION_OTHER_PAGE	E	f75r|f81r|f81v|f82r|f83r	RUNNING:G407-E1455@3	EXACT_SELECTION_OTHER_PAGE	f75r|f81r|f81v|f82r|f83r	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
574	RUNNING:G407-E2502@2	ACTION:G407-E2502@1:CHD	G407-S348	f77r	RUNNING_ATOM	BIOLOGICAL	CHD_BIO_TREAT	AIIN	AIIN	BIOLOGICAL_BATH_OR_STATION_MEASURE	Stationsmaß	DEFAULT_GDT584_OBJECT_COMPOSITION	1	f83r	3	f76r|f81r|f83r	f76r|f81r|f83r	6	f75r|f76r|f81r|f81v|f82r|f83r	f75r|f76r|f81r|f81v|f82r|f83r	f75r|f76r|f81r|f81v|f82r|f83r	EXACT_SELECTION_OTHER_PAGE	E	f83r	RUNNING:G407-E3751@2	EXACT_SELECTION_OTHER_PAGE	f83r	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
575	RUNNING:G407-E2507@2	ACTION:G407-E2507@1:CHD	G407-S351	f77r	RUNNING_ATOM	BIOLOGICAL	CHD_BIO_TREAT	Y	Y	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	DEFAULT_GDT584_OBJECT_COMPOSITION	6	f75r|f76r|f81r|f81v|f82r|f83r	6	f75r|f76r|f81r|f81v|f82r|f83r	f75r|f76r|f81r|f81v|f82r|f83r	6	f75r|f76r|f81r|f81v|f82r|f83r	f75r|f76r|f81r|f81v|f82r|f83r	f75r|f76r|f81r|f81v|f82r|f83r	EXACT_SELECTION_OTHER_PAGE	E	f75r|f76r|f81r|f81v|f82r|f83r	RUNNING:G407-E1425@3	EXACT_SELECTION_OTHER_PAGE	f75r|f76r|f81r|f81v|f82r|f83r	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
576	RUNNING:G407-E2509@2	ACTION:G407-E2508@1:SH	G407-S351	f77r	RUNNING_ATOM	BIOLOGICAL	SH_BIO_BATHE	AIIN	Y+AIIN	BIOLOGICAL_BATH_OR_STATION_MEASURE	Badfüllung	BIOLOGICAL_BATH_FILL	1	f82r	2	f82r|f83r	f82r|f83r	6	f75r|f76r|f81r|f81v|f82r|f83r	f82r|f83r	f82r|f83r	EXACT_SELECTION_OTHER_PAGE	E	f82r	RUNNING:G407-E3183@1	EXACT_SELECTION_OTHER_PAGE	f82r	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
577	RUNNING:G407-E2509@3	ACTION:G407-E2508@1:SH	G407-S351	f77r	RUNNING_ATOM	BIOLOGICAL	SH_BIO_BATHE	Y	Y+AIIN	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	BIOLOGICAL_BATH_FILL	1	f82r	5	f75r|f81r|f81v|f82r|f83r	f75r|f81r|f81v|f82r|f83r	6	f75r|f76r|f81r|f81v|f82r|f83r	f75r|f76r|f81r|f81v|f82r|f83r	f75r|f76r|f81r|f81v|f82r|f83r	EXACT_SELECTION_OTHER_PAGE	E	f82r	RUNNING:G407-E3182@3	EXACT_SELECTION_OTHER_PAGE	f82r	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
578	RUNNING:G407-E2516@2	ACTION:G407-E2516@1:CHD	G407-S353	f77r	RUNNING_ATOM	BIOLOGICAL	CHD_BIO_TREAT	AIIN	AIIN	BIOLOGICAL_BATH_OR_STATION_MEASURE	Stationsmaß	DEFAULT_GDT584_OBJECT_COMPOSITION	1	f83r	3	f76r|f81r|f83r	f76r|f81r|f83r	6	f75r|f76r|f81r|f81v|f82r|f83r	f75r|f76r|f81r|f81v|f82r|f83r	f75r|f76r|f81r|f81v|f82r|f83r	EXACT_SELECTION_OTHER_PAGE	E	f83r	RUNNING:G407-E3751@2	EXACT_SELECTION_OTHER_PAGE	f83r	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
579	RUNNING:G407-E2517@3	ACTION:G407-E2517@1:SH	G407-S353	f77r	RUNNING_ATOM	BIOLOGICAL	SH_BIO_BATHE	Y	Y	BIOLOGICAL_BODY_OR_STATION	Körper	DEFAULT_GDT584_OBJECT_COMPOSITION	5	f75r|f81r|f81v|f82r|f83r	5	f75r|f81r|f81v|f82r|f83r	f75r|f81r|f81v|f82r|f83r	6	f75r|f76r|f81r|f81v|f82r|f83r	f75r|f76r|f81r|f81v|f82r|f83r	f75r|f76r|f81r|f81v|f82r|f83r	EXACT_SELECTION_OTHER_PAGE	E	f75r|f81r|f81v|f82r|f83r	RUNNING:G407-E1455@3	EXACT_SELECTION_OTHER_PAGE	f75r|f81r|f81v|f82r|f83r	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
580	RUNNING:G407-E2522@2	ACTION:G407-E2522@1:CHD	G407-S354	f77r	RUNNING_ATOM	BIOLOGICAL	CHD_BIO_TREAT	Y	Y	BIOLOGICAL_BODY_OR_STATION	Stationsansatz	DEFAULT_GDT584_OBJECT_COMPOSITION	6	f75r|f76r|f81r|f81v|f82r|f83r	6	f75r|f76r|f81r|f81v|f82r|f83r	f75r|f76r|f81r|f81v|f82r|f83r	6	f75r|f76r|f81r|f81v|f82r|f83r	f75r|f76r|f81r|f81v|f82r|f83r	f75r|f76r|f81r|f81v|f82r|f83r	EXACT_SELECTION_OTHER_PAGE	E	f75r|f76r|f81r|f81v|f82r|f83r	RUNNING:G407-E1425@3	EXACT_SELECTION_OTHER_PAGE	f75r|f76r|f81r|f81v|f82r|f83r	REUSE_EXACT_SELECTION_AND_PACKET	FOREIGN_PAGE_PROVENANCE_ONLY__NOT_INDEPENDENT_SEMANTIC_CONFIRMATION
