matrix_ordinal	register	automatic_gdt583_rule_id	action_root	rule_priority	carrier_root	portable_core	matrix_state	observed_assignment_count	observed_host_count	observed_page_count	observed_pages	observed_lemmas_de	fallback_lemma_de	fallback_object_form_de	fallback_genitive_form_de	selection_requirements	guard
149	BIOLOGICAL	S_BIO_DIVERT	S	220	Y	POSTEN	OBSERVED_CELL	7	6	4	f75r|f76r|f81r|f82r	Strom	Stationsansatz	den Stationsansatz	des Stationsansatzes	host_any=AL,AR,L,AIR	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
150	BIOLOGICAL	S_BIO_DIVERT	S	220	AIIN	WERT	OBSERVED_CELL	4	4	4	f76r|f77r|f81r|f82r	Mengenangabe	Stations- oder Badmaß	das Stations- oder Badmaß	des Stations- oder Badmaßes	host_any=AL,AR,L,AIR	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
151	BIOLOGICAL	S_BIO_DIVERT	S	220	AIN	ANTEIL	OBSERVED_CELL	3	3	2	f75r|f76r	Teilmenge	Anwendungsportion	die Anwendungsportion	der Anwendungsportion	host_any=AL,AR,L,AIR	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
152	BIOLOGICAL	S_BIO_DIVERT	S	220	OR	EINHEIT	OBSERVED_CELL	5	3	2	f81r|f82r	Beckeninhalt	Becken- oder Körpereinheit	die Becken- oder Körpereinheit	der Becken- oder Körpereinheit	host_any=AL,AR,L,AIR	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
153	BIOLOGICAL	S_REST_SELECT	S	269	Y	POSTEN	OBSERVED_CELL	20	18	6	f75r|f76r|f77r|f81r|f82r|f83r	Stationsansatz	Stationsansatz	den Stationsansatz	des Stationsansatzes	REGISTER_AND_ACTION_ROOT_ONLY	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
154	BIOLOGICAL	S_REST_SELECT	S	269	AIIN	WERT	OBSERVED_CELL	25	23	6	f75r|f76r|f77r|f81v|f82r|f83r	Stationsmaß	Stations- oder Badmaß	das Stations- oder Badmaß	des Stations- oder Badmaßes	REGISTER_AND_ACTION_ROOT_ONLY	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
155	BIOLOGICAL	S_REST_SELECT	S	269	AIN	ANTEIL	OBSERVED_CELL	20	20	6	f75r|f76r|f77r|f81r|f82r|f83r	Anwendungsportion	Anwendungsportion	die Anwendungsportion	der Anwendungsportion	REGISTER_AND_ACTION_ROOT_ONLY	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
156	BIOLOGICAL	S_REST_SELECT	S	269	OR	EINHEIT	OBSERVED_CELL	7	7	4	f75r|f76r|f81r|f83r	Stationseinheit	Becken- oder Körpereinheit	die Becken- oder Körpereinheit	der Becken- oder Körpereinheit	REGISTER_AND_ACTION_ROOT_ONLY	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
157	PHARMA	T_AFTER_SH_COOL	T	30	Y	POSTEN	OBSERVED_CELL	1	1	1	f89r	Drogenmaterial	Drogenmaterial	das Drogenmaterial	des Drogenmaterials	previous_actions=SH	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
158	PHARMA	T_AFTER_SH_COOL	T	30	AIIN	WERT	KEEP_BROAD	0	0	0	NONE	NONE	Dosis- oder Mengenmaß	das Dosis- oder Mengenmaß	des Dosis- oder Mengenmaßes	previous_actions=SH	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
159	PHARMA	T_AFTER_SH_COOL	T	30	AIN	ANTEIL	REGISTER_INVARIANT	0	0	0	NONE	NONE	Zutatenportion	die Zutatenportion	der Zutatenportion	previous_actions=SH	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
160	PHARMA	T_AFTER_SH_COOL	T	30	OR	EINHEIT	KEEP_BROAD	0	0	0	NONE	NONE	Gefäß- oder Arbeitseinheit	die Gefäß- oder Arbeitseinheit	der Gefäß- oder Arbeitseinheit	previous_actions=SH	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
161	PHARMA	T_HP_BEFORE_CHD_DRY	T	40	Y	POSTEN	REGISTER_INVARIANT	0	0	0	NONE	NONE	Drogenmaterial	das Drogenmaterial	des Drogenmaterials	next_actions=CHD	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
162	PHARMA	T_HP_BEFORE_CHD_DRY	T	40	AIIN	WERT	KEEP_BROAD	0	0	0	NONE	NONE	Dosis- oder Mengenmaß	das Dosis- oder Mengenmaß	des Dosis- oder Mengenmaßes	next_actions=CHD	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
163	PHARMA	T_HP_BEFORE_CHD_DRY	T	40	AIN	ANTEIL	REGISTER_INVARIANT	0	0	0	NONE	NONE	Zutatenportion	die Zutatenportion	der Zutatenportion	next_actions=CHD	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
164	PHARMA	T_HP_BEFORE_CHD_DRY	T	40	OR	EINHEIT	KEEP_BROAD	0	0	0	NONE	NONE	Gefäß- oder Arbeitseinheit	die Gefäß- oder Arbeitseinheit	der Gefäß- oder Arbeitseinheit	next_actions=CHD	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
165	PHARMA	T_HP_BEFORE_SH_WARM	T	50	Y	POSTEN	REGISTER_INVARIANT	0	0	0	NONE	NONE	Drogenmaterial	das Drogenmaterial	des Drogenmaterials	next_actions=SH	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
166	PHARMA	T_HP_BEFORE_SH_WARM	T	50	AIIN	WERT	KEEP_BROAD	0	0	0	NONE	NONE	Dosis- oder Mengenmaß	das Dosis- oder Mengenmaß	des Dosis- oder Mengenmaßes	next_actions=SH	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
167	PHARMA	T_HP_BEFORE_SH_WARM	T	50	AIN	ANTEIL	REGISTER_INVARIANT	0	0	0	NONE	NONE	Zutatenportion	die Zutatenportion	der Zutatenportion	next_actions=SH	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
168	PHARMA	T_HP_BEFORE_SH_WARM	T	50	OR	EINHEIT	KEEP_BROAD	0	0	0	NONE	NONE	Gefäß- oder Arbeitseinheit	die Gefäß- oder Arbeitseinheit	der Gefäß- oder Arbeitseinheit	next_actions=SH	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
169	PHARMA	T_PHYSICAL_GRADE_TEMPER	T	60	Y	POSTEN	OBSERVED_CELL	7	4	3	f88r|f88v|f89r	Drogenmaterial	Drogenmaterial	das Drogenmaterial	des Drogenmaterials	direct_any=E,EE,EEE	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
170	PHARMA	T_PHYSICAL_GRADE_TEMPER	T	60	AIIN	WERT	OBSERVED_CELL	1	1	1	f89r	Arzneiauszug	Dosis- oder Mengenmaß	das Dosis- oder Mengenmaß	des Dosis- oder Mengenmaßes	direct_any=E,EE,EEE	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
171	PHARMA	T_PHYSICAL_GRADE_TEMPER	T	60	AIN	ANTEIL	REGISTER_INVARIANT	0	0	0	NONE	NONE	Zutatenportion	die Zutatenportion	der Zutatenportion	direct_any=E,EE,EEE	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
172	PHARMA	T_PHYSICAL_GRADE_TEMPER	T	60	OR	EINHEIT	KEEP_BROAD	0	0	0	NONE	NONE	Gefäß- oder Arbeitseinheit	die Gefäß- oder Arbeitseinheit	der Gefäß- oder Arbeitseinheit	direct_any=E,EE,EEE	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
173	PHARMA	T_HP_FORM_SET	T	70	Y	POSTEN	OBSERVED_CELL	1	1	1	f88v	Drogenmaterial	Drogenmaterial	das Drogenmaterial	des Drogenmaterials	direct_any=O,IIN,DA	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
174	PHARMA	T_HP_FORM_SET	T	70	AIIN	WERT	KEEP_BROAD	0	0	0	NONE	NONE	Dosis- oder Mengenmaß	das Dosis- oder Mengenmaß	des Dosis- oder Mengenmaßes	direct_any=O,IIN,DA	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
175	PHARMA	T_HP_FORM_SET	T	70	AIN	ANTEIL	REGISTER_INVARIANT	0	0	0	NONE	NONE	Zutatenportion	die Zutatenportion	der Zutatenportion	direct_any=O,IIN,DA	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
176	PHARMA	T_HP_FORM_SET	T	70	OR	EINHEIT	KEEP_BROAD	0	0	0	NONE	NONE	Gefäß- oder Arbeitseinheit	die Gefäß- oder Arbeitseinheit	der Gefäß- oder Arbeitseinheit	direct_any=O,IIN,DA	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
177	PHARMA	T_HP_MEASURE_SET	T	90	Y	POSTEN	REGISTER_INVARIANT	0	0	0	NONE	NONE	Drogenmaterial	das Drogenmaterial	des Drogenmaterials	direct_any=AIIN,AIN,OR,AL,AR,L,AIR,A_ADDR,D_ADDR,S_ADDR;direct_none=Y	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
178	PHARMA	T_HP_MEASURE_SET	T	90	AIIN	WERT	OBSERVED_CELL	1	1	1	f89r	Dosismaß	Dosis- oder Mengenmaß	das Dosis- oder Mengenmaß	des Dosis- oder Mengenmaßes	direct_any=AIIN,AIN,OR,AL,AR,L,AIR,A_ADDR,D_ADDR,S_ADDR;direct_none=Y	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
179	PHARMA	T_HP_MEASURE_SET	T	90	AIN	ANTEIL	OBSERVED_CELL	1	1	1	f89r	Zutatenportion	Zutatenportion	die Zutatenportion	der Zutatenportion	direct_any=AIIN,AIN,OR,AL,AR,L,AIR,A_ADDR,D_ADDR,S_ADDR;direct_none=Y	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
180	PHARMA	T_HP_MEASURE_SET	T	90	OR	EINHEIT	KEEP_BROAD	0	0	0	NONE	NONE	Gefäß- oder Arbeitseinheit	die Gefäß- oder Arbeitseinheit	der Gefäß- oder Arbeitseinheit	direct_any=AIIN,AIN,OR,AL,AR,L,AIR,A_ADDR,D_ADDR,S_ADDR;direct_none=Y	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
181	PHARMA	T_PHYSICAL_BROAD	T	99	Y	POSTEN	OBSERVED_CELL	7	6	3	f88r|f88v|f89r	Drogenmaterial	Drogenmaterial	das Drogenmaterial	des Drogenmaterials	REGISTER_AND_ACTION_ROOT_ONLY	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
182	PHARMA	T_PHYSICAL_BROAD	T	99	AIIN	WERT	OBSERVED_CELL	3	1	1	f89r	Arzneiauszug	Dosis- oder Mengenmaß	das Dosis- oder Mengenmaß	des Dosis- oder Mengenmaßes	REGISTER_AND_ACTION_ROOT_ONLY	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
183	PHARMA	T_PHYSICAL_BROAD	T	99	AIN	ANTEIL	REGISTER_INVARIANT	0	0	0	NONE	NONE	Zutatenportion	die Zutatenportion	der Zutatenportion	REGISTER_AND_ACTION_ROOT_ONLY	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
184	PHARMA	T_PHYSICAL_BROAD	T	99	OR	EINHEIT	KEEP_BROAD	0	0	0	NONE	NONE	Gefäß- oder Arbeitseinheit	die Gefäß- oder Arbeitseinheit	der Gefäß- oder Arbeitseinheit	REGISTER_AND_ACTION_ROOT_ONLY	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
185	PHARMA	SH_HP_EXTRACT_STEEP	SH	140	Y	POSTEN	OBSERVED_CELL	4	4	2	f88r|f88v	Drogenmaterial	Drogenmaterial	das Drogenmaterial	des Drogenmaterials	host_any=AIIN	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
186	PHARMA	SH_HP_EXTRACT_STEEP	SH	140	AIIN	WERT	OBSERVED_CELL	7	7	3	f88r|f88v|f89r	Arzneiauszug	Dosis- oder Mengenmaß	das Dosis- oder Mengenmaß	des Dosis- oder Mengenmaßes	host_any=AIIN	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
187	PHARMA	SH_HP_EXTRACT_STEEP	SH	140	AIN	ANTEIL	REGISTER_INVARIANT	0	0	0	NONE	NONE	Zutatenportion	die Zutatenportion	der Zutatenportion	host_any=AIIN	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
188	PHARMA	SH_HP_EXTRACT_STEEP	SH	140	OR	EINHEIT	OBSERVED_CELL	3	3	3	f88r|f88v|f89r	Materialeinheit	Gefäß- oder Arbeitseinheit	die Gefäß- oder Arbeitseinheit	der Gefäß- oder Arbeitseinheit	host_any=AIIN	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
189	PHARMA	SH_HP_SOAK	SH	150	Y	POSTEN	OBSERVED_CELL	15	15	3	f88r|f88v|f89r	Drogenmaterial	Drogenmaterial	das Drogenmaterial	des Drogenmaterials	host_any_groups=Y/AIN/OR+E/EE/EEE/O/IIN/LOCAL_CHAR_F	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
190	PHARMA	SH_HP_SOAK	SH	150	AIIN	WERT	KEEP_BROAD	0	0	0	NONE	NONE	Dosis- oder Mengenmaß	das Dosis- oder Mengenmaß	des Dosis- oder Mengenmaßes	host_any_groups=Y/AIN/OR+E/EE/EEE/O/IIN/LOCAL_CHAR_F	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
191	PHARMA	SH_HP_SOAK	SH	150	AIN	ANTEIL	REGISTER_INVARIANT	0	0	0	NONE	NONE	Zutatenportion	die Zutatenportion	der Zutatenportion	host_any_groups=Y/AIN/OR+E/EE/EEE/O/IIN/LOCAL_CHAR_F	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
192	PHARMA	SH_HP_SOAK	SH	150	OR	EINHEIT	OBSERVED_CELL	1	1	1	f88r	Materialeinheit	Gefäß- oder Arbeitseinheit	die Gefäß- oder Arbeitseinheit	der Gefäß- oder Arbeitseinheit	host_any_groups=Y/AIN/OR+E/EE/EEE/O/IIN/LOCAL_CHAR_F	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
193	PHARMA	SH_REST_HOLD	SH	169	Y	POSTEN	OBSERVED_CELL	4	3	2	f88r|f89r	Drogenmaterial	Drogenmaterial	das Drogenmaterial	des Drogenmaterials	REGISTER_AND_ACTION_ROOT_ONLY	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
194	PHARMA	SH_REST_HOLD	SH	169	AIIN	WERT	KEEP_BROAD	0	0	0	NONE	NONE	Dosis- oder Mengenmaß	das Dosis- oder Mengenmaß	des Dosis- oder Mengenmaßes	REGISTER_AND_ACTION_ROOT_ONLY	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
195	PHARMA	SH_REST_HOLD	SH	169	AIN	ANTEIL	REGISTER_INVARIANT	0	0	0	NONE	NONE	Zutatenportion	die Zutatenportion	der Zutatenportion	REGISTER_AND_ACTION_ROOT_ONLY	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
196	PHARMA	SH_REST_HOLD	SH	169	OR	EINHEIT	OBSERVED_CELL	2	2	1	f88v	Materialeinheit	Gefäß- oder Arbeitseinheit	die Gefäß- oder Arbeitseinheit	der Gefäß- oder Arbeitseinheit	REGISTER_AND_ACTION_ROOT_ONLY	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
197	PHARMA	CHD_HP_DRY_GRIND	CHD	190	Y	POSTEN	REGISTER_INVARIANT	0	0	0	NONE	NONE	Drogenmaterial	das Drogenmaterial	des Drogenmaterials	host_any=Y,AIN,OR,LOCAL_CHAR_F;host_none=AIIN	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
198	PHARMA	CHD_HP_DRY_GRIND	CHD	190	AIIN	WERT	KEEP_BROAD	0	0	0	NONE	NONE	Dosis- oder Mengenmaß	das Dosis- oder Mengenmaß	des Dosis- oder Mengenmaßes	host_any=Y,AIN,OR,LOCAL_CHAR_F;host_none=AIIN	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
199	PHARMA	CHD_HP_DRY_GRIND	CHD	190	AIN	ANTEIL	REGISTER_INVARIANT	0	0	0	NONE	NONE	Zutatenportion	die Zutatenportion	der Zutatenportion	host_any=Y,AIN,OR,LOCAL_CHAR_F;host_none=AIIN	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
200	PHARMA	CHD_HP_DRY_GRIND	CHD	190	OR	EINHEIT	KEEP_BROAD	0	0	0	NONE	NONE	Gefäß- oder Arbeitseinheit	die Gefäß- oder Arbeitseinheit	der Gefäß- oder Arbeitseinheit	host_any=Y,AIN,OR,LOCAL_CHAR_F;host_none=AIIN	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
201	PHARMA	CHD_REST_PROCESS	CHD	199	Y	POSTEN	REGISTER_INVARIANT	0	0	0	NONE	NONE	Drogenmaterial	das Drogenmaterial	des Drogenmaterials	REGISTER_AND_ACTION_ROOT_ONLY	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
202	PHARMA	CHD_REST_PROCESS	CHD	199	AIIN	WERT	KEEP_BROAD	0	0	0	NONE	NONE	Dosis- oder Mengenmaß	das Dosis- oder Mengenmaß	des Dosis- oder Mengenmaßes	REGISTER_AND_ACTION_ROOT_ONLY	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
203	PHARMA	CHD_REST_PROCESS	CHD	199	AIN	ANTEIL	REGISTER_INVARIANT	0	0	0	NONE	NONE	Zutatenportion	die Zutatenportion	der Zutatenportion	REGISTER_AND_ACTION_ROOT_ONLY	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
204	PHARMA	CHD_REST_PROCESS	CHD	199	OR	EINHEIT	KEEP_BROAD	0	0	0	NONE	NONE	Gefäß- oder Arbeitseinheit	die Gefäß- oder Arbeitseinheit	der Gefäß- oder Arbeitseinheit	REGISTER_AND_ACTION_ROOT_ONLY	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
205	PHARMA	S_HP_STRAIN	S	230	Y	POSTEN	OBSERVED_CELL	3	2	1	f89r	Drogenmaterial	Drogenmaterial	das Drogenmaterial	des Drogenmaterials	host_any=AIIN	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
206	PHARMA	S_HP_STRAIN	S	230	AIIN	WERT	OBSERVED_CELL	18	16	3	f88r|f88v|f89r	Arzneiauszug	Dosis- oder Mengenmaß	das Dosis- oder Mengenmaß	des Dosis- oder Mengenmaßes	host_any=AIIN	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
207	PHARMA	S_HP_STRAIN	S	230	AIN	ANTEIL	REGISTER_INVARIANT	0	0	0	NONE	NONE	Zutatenportion	die Zutatenportion	der Zutatenportion	host_any=AIIN	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
208	PHARMA	S_HP_STRAIN	S	230	OR	EINHEIT	KEEP_BROAD	0	0	0	NONE	NONE	Gefäß- oder Arbeitseinheit	die Gefäß- oder Arbeitseinheit	der Gefäß- oder Arbeitseinheit	host_any=AIIN	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
209	PHARMA	S_HP_SIEVE	S	240	Y	POSTEN	OBSERVED_CELL	2	2	1	f88r	Drogenmaterial	Drogenmaterial	das Drogenmaterial	des Drogenmaterials	host_any=AIN,OR,LOCAL_CHAR_F	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
210	PHARMA	S_HP_SIEVE	S	240	AIIN	WERT	KEEP_BROAD	0	0	0	NONE	NONE	Dosis- oder Mengenmaß	das Dosis- oder Mengenmaß	des Dosis- oder Mengenmaßes	host_any=AIN,OR,LOCAL_CHAR_F	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
211	PHARMA	S_HP_SIEVE	S	240	AIN	ANTEIL	OBSERVED_CELL	1	1	1	f88r	Zutatenportion	Zutatenportion	die Zutatenportion	der Zutatenportion	host_any=AIN,OR,LOCAL_CHAR_F	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
212	PHARMA	S_HP_SIEVE	S	240	OR	EINHEIT	OBSERVED_CELL	4	3	2	f88r|f88v	Arzneiansatz	Gefäß- oder Arbeitseinheit	die Gefäß- oder Arbeitseinheit	der Gefäß- oder Arbeitseinheit	host_any=AIN,OR,LOCAL_CHAR_F	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
213	PHARMA	S_HP_SEPARATE	S	250	Y	POSTEN	OBSERVED_CELL	7	6	2	f88r|f89r	Drogenmaterial	Drogenmaterial	das Drogenmaterial	des Drogenmaterials	host_any=Y	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
214	PHARMA	S_HP_SEPARATE	S	250	AIIN	WERT	KEEP_BROAD	0	0	0	NONE	NONE	Dosis- oder Mengenmaß	das Dosis- oder Mengenmaß	des Dosis- oder Mengenmaßes	host_any=Y	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
215	PHARMA	S_HP_SEPARATE	S	250	AIN	ANTEIL	REGISTER_INVARIANT	0	0	0	NONE	NONE	Zutatenportion	die Zutatenportion	der Zutatenportion	host_any=Y	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
216	PHARMA	S_HP_SEPARATE	S	250	OR	EINHEIT	KEEP_BROAD	0	0	0	NONE	NONE	Gefäß- oder Arbeitseinheit	die Gefäß- oder Arbeitseinheit	der Gefäß- oder Arbeitseinheit	host_any=Y	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
217	PHARMA	S_REST_SELECT	S	269	Y	POSTEN	REGISTER_INVARIANT	0	0	0	NONE	NONE	Drogenmaterial	das Drogenmaterial	des Drogenmaterials	REGISTER_AND_ACTION_ROOT_ONLY	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
218	PHARMA	S_REST_SELECT	S	269	AIIN	WERT	KEEP_BROAD	0	0	0	NONE	NONE	Dosis- oder Mengenmaß	das Dosis- oder Mengenmaß	des Dosis- oder Mengenmaßes	REGISTER_AND_ACTION_ROOT_ONLY	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
219	PHARMA	S_REST_SELECT	S	269	AIN	ANTEIL	REGISTER_INVARIANT	0	0	0	NONE	NONE	Zutatenportion	die Zutatenportion	der Zutatenportion	REGISTER_AND_ACTION_ROOT_ONLY	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
220	PHARMA	S_REST_SELECT	S	269	OR	EINHEIT	KEEP_BROAD	0	0	0	NONE	NONE	Gefäß- oder Arbeitseinheit	die Gefäß- oder Arbeitseinheit	der Gefäß- oder Arbeitseinheit	REGISTER_AND_ACTION_ROOT_ONLY	DECLARED_AUTO_RULE_REGISTER_ROOT_CONTRACT__RUNTIME_STILL_USES_COMPLETE_HOST
