dictionary_ordinal	lock_key	surface	occurrence_count	physical_pages	final_working_recipe	literal_reading_de	old_working_phrase_de	controlled_order_reading_de	canonical_workshop_phrase_de	phrase_template	phrase_repair_status	atom_count	portable_atom_count	structural_or_local_atom_count	action_slot_count	argument_slot_count	all_slots_explicit	exact_recipe_roundtrip	special_route	route_class	route_source	resolution_status	lock_scope	local_record_policy	guard
73	PROSE_STREAM|lpchees	lpchees	1	f66r	L+P+CH+EE+S	VERBINDUNG · EINSETZEN · NEHMEN · [EE:STEUERUNG=GRAD II] · WÄHLEN	INHERITED	Verbindung → einsetzen → nehmen → [Grad II] → wählen.	Über die Verbindung; einsetzen, nehmen und wählen; auf Grad II.	MULTI_ACTION_NO_ARGUMENT	FILLED_INHERITED_PLACEHOLDER	5	4	1	3	0	YES	L+P+CH+EE+S	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
74	PROSE_STREAM|lsheody	lsheody	1	f66r	L+SH+E+O+D_ADDR+Y	VERBINDUNG · HALTEN · [E:STEUERUNG=GRAD I] · [O:STEUERUNG=AUSFÜHRUNG] · [D_ADDR:STEUERUNG=HIER] · POSTEN	INHERITED	Verbindung → halten → [Grad I] → [Ausführung] → [hier: D-Adresse] → Posten.	Über die Verbindung; den Posten halten; auf Grad I; zur Ausführung; hier.	ACTION_WITH_ARGUMENT	FILLED_INHERITED_PLACEHOLDER	6	3	3	1	1	YES	L+SH+E+O+D_ADDR+Y	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
75	PROSE_STREAM|ltsholy	ltsholy	1	f66r	L+T+SH+OL+Y	VERBINDUNG · EINSTELLEN · HALTEN · FORTSETZEN · POSTEN	INHERITED	Verbindung → einstellen → halten → fortsetzen → Posten.	Über die Verbindung; den Posten einstellen und halten; fortsetzen.	MULTI_ACTION_WITH_ARGUMENT	FILLED_INHERITED_PLACEHOLDER	5	5	0	2	1	YES	L+T+SH+OL+Y	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
76	PROSE_STREAM|ofaram	ofaram	1	f66r	O+LOCAL_CHAR_F+AR+AM_ADDR	[O:STEUERUNG=AUSFÜHRUNG] · [LOCAL_CHAR_F:STEUERUNG=HIER] · AUSGANG · [AM_ADDR:STEUERUNG=HIER]	INHERITED	[Ausführung] → [hier: f-Kennmarke] → Ausgang → [hier: AM-Adresse].	Zur Ausführung; hier; vom Ausgang; hier.	RELATION_OR_ADDRESS	FILLED_INHERITED_PLACEHOLDER	4	1	3	0	0	YES	O+LOCAL_CHAR_F+AR+AM_ADDR	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
77	PROSE_STREAM|okalchedy	okalchedy	1	f66r	OK+AL+CHD+Y	SETZEN · ZIELORT · BEARBEITEN · POSTEN	INHERITED	setzen → Zielort → bearbeiten → Posten.	Den Posten setzen und bearbeiten; am Zielort.	MULTI_ACTION_WITH_ARGUMENT	FILLED_INHERITED_PLACEHOLDER	4	4	0	2	1	YES	OK+AL+CHD+Y	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
78	PROSE_STREAM|okedals	okedals	1	f66r	OK+AL+S	SETZEN · ZIELORT · WÄHLEN	INHERITED	setzen → Zielort → wählen.	Setzen und wählen; am Zielort.	MULTI_ACTION_NO_ARGUMENT	FILLED_INHERITED_PLACEHOLDER	3	3	0	2	0	YES	OK+AL+S	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
79	PROSE_STREAM|okedam	okedam	1	f31r	OK+E+D_ADDR+AM_ADDR	SETZEN · [E:STEUERUNG=GRAD I] · [D_ADDR:STEUERUNG=HIER] · [AM_ADDR:STEUERUNG=HIER]	INHERITED	setzen → [Grad I] → [hier: D-Adresse] → [hier: AM-Adresse].	Setzen; auf Grad I; hier; hier.	ACTION_NO_ARGUMENT	FILLED_INHERITED_PLACEHOLDER	4	1	3	1	0	YES	OK+E+D_ADDR+AM_ADDR	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
80	PROSE_STREAM|okoy	okoy	1	f20v	OK+O+Y	SETZEN · [O:STEUERUNG=AUSFÜHRUNG] · POSTEN	INHERITED	setzen → [Ausführung] → Posten.	Den Posten setzen; zur Ausführung.	ACTION_WITH_ARGUMENT	FILLED_INHERITED_PLACEHOLDER	3	2	1	1	1	YES	OK+O+Y	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
81	PROSE_STREAM|olsheor	olsheor	1	f31r	OL+SH+E+OR	FORTSETZEN · HALTEN · [E:STEUERUNG=GRAD I] · EINHEIT	INHERITED	fortsetzen → halten → [Grad I] → Einheit.	Fortsetzen; die Einheit halten; auf Grad I.	ACTION_WITH_ARGUMENT	FILLED_INHERITED_PLACEHOLDER	4	3	1	1	1	YES	OL+SH+E+OR	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
82	PROSE_STREAM|otalor	otalor	1	f66r	OT+AL+OR	DANACH · ZIELORT · EINHEIT	INHERITED	danach → Zielort → Einheit.	Danach; am Zielort; Einheit.	NOMINAL_ARGUMENT_OR_CONTROL	FILLED_INHERITED_PLACEHOLDER	3	3	0	0	1	YES	OT+AL+OR	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
83	PROSE_STREAM|otcheo	otcheo	1	f66r	OT+CH+E+O	DANACH · NEHMEN · [E:STEUERUNG=GRAD I] · [O:STEUERUNG=AUSFÜHRUNG]	INHERITED	danach → nehmen → [Grad I] → [Ausführung].	Danach; nehmen; auf Grad I; zur Ausführung.	ACTION_NO_ARGUMENT	FILLED_INHERITED_PLACEHOLDER	4	2	2	1	0	YES	OT+CH+E+O	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
84	PROSE_STREAM|oteochey	oteochey	1	f66r	OT+E+O+CH+E+Y	DANACH · [E:STEUERUNG=GRAD I] · [O:STEUERUNG=AUSFÜHRUNG] · NEHMEN · [E:STEUERUNG=GRAD I] · POSTEN	INHERITED	danach → [Grad I] → [Ausführung] → nehmen → [Grad I] → Posten.	Danach; auf Grad I; zur Ausführung; den Posten nehmen; erneut auf Grad I.	ACTION_WITH_ARGUMENT	FILLED_INHERITED_PLACEHOLDER	6	3	3	1	1	YES	OT+E+O+CH+E+Y	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
85	PROSE_STREAM|p	p	1	f66r	P	EINSETZEN	INHERITED	einsetzen.	Einsetzen.	ACTION_NO_ARGUMENT	FILLED_INHERITED_PLACEHOLDER	1	1	0	1	0	YES	P	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
86	PROSE_STREAM|pchof	pchof	1	f66r	P+CH+O+LOCAL_CHAR_F	EINSETZEN · NEHMEN · [O:STEUERUNG=AUSFÜHRUNG] · [LOCAL_CHAR_F:STEUERUNG=HIER]	INHERITED	einsetzen → nehmen → [Ausführung] → [hier: f-Kennmarke].	Einsetzen und nehmen; zur Ausführung; hier.	MULTI_ACTION_NO_ARGUMENT	FILLED_INHERITED_PLACEHOLDER	4	2	2	2	0	YES	P+CH+O+LOCAL_CHAR_F	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
87	PROSE_STREAM|pdaiin	pdaiin	1	f66r	P+AIIN	EINSETZEN · WERT	INHERITED	einsetzen → Wert.	Den Wert einsetzen.	ACTION_WITH_ARGUMENT	FILLED_INHERITED_PLACEHOLDER	2	2	0	1	1	YES	P+AIIN	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
88	PROSE_STREAM|pofochey	pofochey	1	f20v	P+O+LOCAL_CHAR_F+O+CH+E+Y	EINSETZEN · [O:STEUERUNG=AUSFÜHRUNG] · [LOCAL_CHAR_F:STEUERUNG=HIER] · [O:STEUERUNG=AUSFÜHRUNG] · NEHMEN · [E:STEUERUNG=GRAD I] · POSTEN	INHERITED	einsetzen → [Ausführung] → [hier: f-Kennmarke] → [Ausführung] → nehmen → [Grad I] → Posten.	Den Posten einsetzen und nehmen; zur Ausführung; hier; erneut zur Ausführung; auf Grad I.	MULTI_ACTION_WITH_ARGUMENT	FILLED_INHERITED_PLACEHOLDER	7	3	4	2	1	YES	P+O+LOCAL_CHAR_F+O+CH+E+Y	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
89	PROSE_STREAM|psheody	psheody	1	f66r	P+SH+E+O+D_ADDR+Y	EINSETZEN · HALTEN · [E:STEUERUNG=GRAD I] · [O:STEUERUNG=AUSFÜHRUNG] · [D_ADDR:STEUERUNG=HIER] · POSTEN	INHERITED	einsetzen → halten → [Grad I] → [Ausführung] → [hier: D-Adresse] → Posten.	Den Posten einsetzen und halten; auf Grad I; zur Ausführung; hier.	MULTI_ACTION_WITH_ARGUMENT	FILLED_INHERITED_PLACEHOLDER	6	3	3	2	1	YES	P+SH+E+O+D_ADDR+Y	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
90	PROSE_STREAM|pydaiin	pydaiin	1	f4r	P+Y+D_ADDR+AIIN	EINSETZEN · POSTEN · [D_ADDR:STEUERUNG=HIER] · WERT	INHERITED	einsetzen → Posten → [hier: D-Adresse] → Wert.	Den Posten und den Wert einsetzen; hier.	ACTION_WITH_ARGUMENT	FILLED_INHERITED_PLACEHOLDER	4	3	1	1	2	YES	P+Y+D_ADDR+AIIN	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
91	PROSE_STREAM|qef	qef	1	f31r	E+LOCAL_CHAR_F	[E:STEUERUNG=GRAD I] · [LOCAL_CHAR_F:STEUERUNG=HIER]	Hier auf Grad I.	[Grad I] → [hier: f-Kennmarke].	Auf Grad I; hier.	FORMAL_OR_LOCAL_CONTROL	NORMALIZED_EXISTING_PHRASE	2	0	2	0	0	YES	E+LOCAL_CHAR_F	YES	SAME_STATEMENT_Q_ROLE_CONTEXT	GDT535	RESOLVED_BY_SAME_STATEMENT_Q_NULL_CONTEXT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
92	PROSE_STREAM|qocthedy	qocthedy	1	f66r	CARRIER_Q+O+CH+T+E+Y	[CARRIER_Q:STEUERUNG=BEGINNMARKER] · [O:STEUERUNG=AUSFÜHRUNG] · NEHMEN · EINSTELLEN · [E:STEUERUNG=GRAD I] · POSTEN	INHERITED	[Beginnmarker] → [Ausführung] → nehmen → einstellen → [Grad I] → Posten.	Mit Beginnmarker; zur Ausführung; den Posten nehmen und einstellen; auf Grad I.	MULTI_ACTION_WITH_ARGUMENT	FILLED_INHERITED_PLACEHOLDER	6	3	3	2	1	YES	CARRIER_Q+O+CH+T+E+Y	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
93	PROSE_STREAM|qoekedy	qoekedy	1	f31r	CARRIER_Q+O+E+K+E+DY	[CARRIER_Q:STEUERUNG=BEGINNMARKER] · [O:STEUERUNG=AUSFÜHRUNG] · [E:STEUERUNG=GRAD I] · GEBEN · [E:STEUERUNG=GRAD I] · [DY:STEUERUNG=SCHLUSS]	INHERITED	[Beginnmarker] → [Ausführung] → [Grad I] → geben → [Grad I] → [Schluss].	Mit Beginnmarker; zur Ausführung; auf Grad I; geben; erneut auf Grad I; abschließen.	ACTION_NO_ARGUMENT	FILLED_INHERITED_PLACEHOLDER	6	1	5	1	0	YES	CARRIER_Q+O+E+K+E+DY	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
94	PROSE_STREAM|qokaiir	qokaiir	1	f66r	OK+IIN+R	SETZEN · [IIN:STEUERUNG=STUFE] · MARKIEREN	INHERITED	setzen → [Stufe] → markieren.	Setzen und markieren; auf der bezeichneten Stufe.	MULTI_ACTION_NO_ARGUMENT	FILLED_INHERITED_PLACEHOLDER	3	2	1	2	0	YES	OK+IIN+R	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
95	PROSE_STREAM|qokchey	qokchey	1	f66r	OK+CH+E+Y	SETZEN · NEHMEN · [E:STEUERUNG=GRAD I] · POSTEN	INHERITED	setzen → nehmen → [Grad I] → Posten.	Den Posten setzen und nehmen; auf Grad I.	MULTI_ACTION_WITH_ARGUMENT	FILLED_INHERITED_PLACEHOLDER	4	3	1	2	1	YES	OK+CH+E+Y	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
96	PROSE_STREAM|qokee	qokee	1	f31r	OK+EE	SETZEN · [EE:STEUERUNG=GRAD II]	INHERITED	setzen → [Grad II].	Setzen; auf Grad II.	ACTION_NO_ARGUMENT	FILLED_INHERITED_PLACEHOLDER	2	1	1	1	0	YES	OK+EE	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
97	PROSE_STREAM|qokeedar	qokeedar	1	f66r	OK+EE+D_ADDR+AR	SETZEN · [EE:STEUERUNG=GRAD II] · [D_ADDR:STEUERUNG=HIER] · AUSGANG	INHERITED	setzen → [Grad II] → [hier: D-Adresse] → Ausgang.	Setzen; auf Grad II; hier; vom Ausgang.	ACTION_NO_ARGUMENT	FILLED_INHERITED_PLACEHOLDER	4	2	2	1	0	YES	OK+EE+D_ADDR+AR	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
98	PROSE_STREAM|qokees	qokees	2	f31r|f66r	OK+EE+S	SETZEN · [EE:STEUERUNG=GRAD II] · WÄHLEN	INHERITED	setzen → [Grad II] → wählen.	Setzen und wählen; auf Grad II.	MULTI_ACTION_NO_ARGUMENT	FILLED_INHERITED_PLACEHOLDER	3	2	1	2	0	YES	OK+EE+S	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
99	PROSE_STREAM|qokshd	qokshd	1	f66r	OK+SH+D_ADDR	SETZEN · HALTEN · [D_ADDR:STEUERUNG=HIER]	INHERITED	setzen → halten → [hier: D-Adresse].	Setzen und halten; hier.	MULTI_ACTION_NO_ARGUMENT	FILLED_INHERITED_PLACEHOLDER	3	2	1	2	0	YES	OK+SH+D_ADDR	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
100	PROSE_STREAM|qolsa	qolsa	1	f66r	OL+S+A_ADDR	FORTSETZEN · WÄHLEN · [A_ADDR:STEUERUNG=HIER]	INHERITED	fortsetzen → wählen → [hier: A-Adresse].	Fortsetzen; wählen; hier.	ACTION_NO_ARGUMENT	FILLED_INHERITED_PLACEHOLDER	3	2	1	1	0	YES	OL+S+A_ADDR	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
101	PROSE_STREAM|qopaiin	qopaiin	1	f66r	CARRIER_Q+O+P+AIIN	[CARRIER_Q:STEUERUNG=BEGINNMARKER] · [O:STEUERUNG=AUSFÜHRUNG] · EINSETZEN · WERT	INHERITED	[Beginnmarker] → [Ausführung] → einsetzen → Wert.	Mit Beginnmarker; zur Ausführung; den Wert einsetzen.	ACTION_WITH_ARGUMENT	FILLED_INHERITED_PLACEHOLDER	4	2	2	1	1	YES	CARRIER_Q+O+P+AIIN	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
102	PROSE_STREAM|qotchoiin	qotchoiin	1	f4r	OT+CH+O+IIN	DANACH · NEHMEN · [O:STEUERUNG=AUSFÜHRUNG] · [IIN:STEUERUNG=STUFE]	INHERITED	danach → nehmen → [Ausführung] → [Stufe].	Danach; nehmen; zur Ausführung; auf der bezeichneten Stufe.	ACTION_NO_ARGUMENT	FILLED_INHERITED_PLACEHOLDER	4	2	2	1	0	YES	OT+CH+O+IIN	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
103	PROSE_STREAM|qotedal	qotedal	1	f66r	OT+E+AL	DANACH · [E:STEUERUNG=GRAD I] · ZIELORT	INHERITED	danach → [Grad I] → Zielort.	Danach; auf Grad I; am Zielort.	RELATION_OR_ADDRESS	FILLED_INHERITED_PLACEHOLDER	3	2	1	0	0	YES	OT+E+AL	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
104	PROSE_STREAM|qoteeod	qoteeod	1	f66r	OT+EE+O+D_ADDR	DANACH · [EE:STEUERUNG=GRAD II] · [O:STEUERUNG=AUSFÜHRUNG] · [D_ADDR:STEUERUNG=HIER]	INHERITED	danach → [Grad II] → [Ausführung] → [hier: D-Adresse].	Danach; auf Grad II; zur Ausführung; hier.	FORMAL_OR_LOCAL_CONTROL	FILLED_INHERITED_PLACEHOLDER	4	1	3	0	0	YES	OT+EE+O+D_ADDR	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
105	PROSE_STREAM|qoteoly	qoteoly	1	f66r	OT+E+OL+Y	DANACH · [E:STEUERUNG=GRAD I] · FORTSETZEN · POSTEN	INHERITED	danach → [Grad I] → fortsetzen → Posten.	Danach; auf Grad I; fortsetzen; Posten.	NOMINAL_ARGUMENT_OR_CONTROL	FILLED_INHERITED_PLACEHOLDER	4	3	1	0	1	YES	OT+E+OL+Y	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
106	PROSE_STREAM|qotesy	qotesy	1	f66r	OT+E+S+Y	DANACH · [E:STEUERUNG=GRAD I] · WÄHLEN · POSTEN	INHERITED	danach → [Grad I] → wählen → Posten.	Danach; auf Grad I; den Posten wählen.	ACTION_WITH_ARGUMENT	FILLED_INHERITED_PLACEHOLDER	4	3	1	1	1	YES	OT+E+S+Y	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
107	PROSE_STREAM|rals	rals	1	f66r	R+AL+S	MARKIEREN · ZIELORT · WÄHLEN	INHERITED	markieren → Zielort → wählen.	Markieren und wählen; am Zielort.	MULTI_ACTION_NO_ARGUMENT	FILLED_INHERITED_PLACEHOLDER	3	3	0	2	0	YES	R+AL+S	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
108	PROSE_STREAM|raral	raral	1	f66r	R+AR+AL	MARKIEREN · AUSGANG · ZIELORT	INHERITED	markieren → Ausgang → Zielort.	Markieren; vom Ausgang; am Zielort.	ACTION_NO_ARGUMENT	FILLED_INHERITED_PLACEHOLDER	3	3	0	1	0	YES	R+AR+AL	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
109	PROSE_STREAM|rary	rary	1	f66r	R+AR+Y	MARKIEREN · AUSGANG · POSTEN	INHERITED	markieren → Ausgang → Posten.	Den Posten markieren; vom Ausgang.	ACTION_WITH_ARGUMENT	FILLED_INHERITED_PLACEHOLDER	3	3	0	1	1	YES	R+AR+Y	NO	ORDINARY_FINAL_SURFACE_LOCK	GDT536_FINAL_EDITION	INHERITED_RESOLVED_WORKING_DEFAULT	PROSE_STREAM_ONLY	DELEGATE_TO_GDT517_ROLE_AWARE_BASE	EDITORIAL_PHRASE_ONLY__FIXED_RECIPE_AND_ATOM_VALUES_RETAINED
