unified_serial	register	page	source_group_id	reading_unit_id	visible_owner	visible_surface	surface_id	atom_sequence	short_value_de	unit_reading_de	lookup_mode	autonomy
623	ASTRO	f68r1	A2:G052	f68r1.28	A2_STAR_STATION_20	okoldy	SF0241	OK+OL+DY_BOUND	Fortsetzung aktivieren und festhalten	star station 20: Fortsetzung aktivieren und festhalten	ENRICHED_COMPONENT_READING	FULL
624	ASTRO	f68r1	A2:G053	f68r1.29	A2_STAR_STATION_21	ykchdy	SF0453	YK+KCH	bezeichnete Klasse oder Haus + KCH	star station 21: bezeichnete Klasse oder Haus + KCH	ASTRO_LOCAL_TABLE_STEM	FULL
625	ASTRO	f68r1	A2:G054	f68r1.30	A2_STAR_STATION_22	oeeody	SF0193	EE+OD+Y	diesen Posten in langer Stufe eintragen	star station 22: diesen Posten in langer Stufe eintragen	ASTRO_OD_MARKED_ENTRY_MODIFIER	FULL
626	ASTRO	f68r1	A2:G055	f68r1.31	A2_STAR_STATION_23	ocphy	SF0179	O+CPH_ASTRO+Y	aktuelle Grundauswahl	star station 23: Grundauswahl	FINAL_PRODUCTIVE_BODY_OR_REGISTER_SPLIT	FULL
627	ASTRO	f68r1	A2:G056	f68r1.32	A2_STAR_STATION_24	okeeodal	SF0222	OK+EE+OD+AL	markiertes Ziel länger aktivieren	star station 24: markiertes Ziel länger aktivieren	ASTRO_OD_MARKED_ENTRY_MODIFIER	FULL
628	ASTRO	f68r1	A2:G057	f68r1.33	A2_STAR_STATION_25	okshor	SF0242	OK+HO	Aktivieren + Eingangsposten	star station 25: Aktivieren + Eingangsposten	REGISTERED_ASTRO_OPERATION_ALLOGRAPH	FULL
629	ASTRO	f68r1	A2:G058	f68r1.34	A2_STAR_STATION_26	osdaiin	SF0266	OS+AIIN	Feld-Sollwert	star station 26: Feld-Sollwert	ASTRO_LOCAL_AM_G_OS_ROOT	FULL
630	ASTRO	f68r1	A2:G059	f68r1.35	A2_STAR_STATION_27	otochedy	SF0289	OT+CHD	Folge + Umsetzen	star station 27: Folge + Umsetzen	REGISTERED_ASTRO_OPERATION_ALLOGRAPH	FULL
631	ASTRO	f68r1	A2:G060	f68r1.36	A2_STAR_STATION_28	dolchedy	SF0128	OL+CHD	Fortsetzen + Umsetzen	star station 28: Fortsetzen + Umsetzen	REGISTERED_RELATIONAL_CORE_ALLOGRAPH	FULL
632	ASTRO	f68r1	A2:G061	f68r1.37	A2_CENTRAL_LEGEND_UNRESOLVED	oky	SF0243	OK	diesen Diagrammposten setzen	central legend unresolved: diesen Diagrammposten setzen; Diagrammposten setzen oder aktivieren + Wert oder Platzbezug uebertragen; Quelle aktivieren und Auswahl festhalten; Ausgangssektor, Ursprung oder Bezugswert; aktueller Grundgrad	EXACT_SHARED_SURFACE_READING	FULL
633	ASTRO	f68r1	A2:G062	f68r1.37	A2_CENTRAL_LEGEND_UNRESOLVED	okchdy	SF0213	KCH	Diagrammposten setzen oder aktivieren + Wert oder Platzbezug uebertragen	central legend unresolved: diesen Diagrammposten setzen; Diagrammposten setzen oder aktivieren + Wert oder Platzbezug uebertragen; Quelle aktivieren und Auswahl festhalten; Ausgangssektor, Ursprung oder Bezugswert; aktueller Grundgrad	REGISTERED_ASTRO_OPERATION_ALLOGRAPH	FULL
634	ASTRO	f68r1	A2:G063	f68r1.37	A2_CENTRAL_LEGEND_UNRESOLVED	okardy	SF0212	OK+AR+DY_BOUND	Quelle aktivieren und Auswahl festhalten	central legend unresolved: diesen Diagrammposten setzen; Diagrammposten setzen oder aktivieren + Wert oder Platzbezug uebertragen; Quelle aktivieren und Auswahl festhalten; Ausgangssektor, Ursprung oder Bezugswert; aktueller Grundgrad	ENRICHED_COMPONENT_READING	FULL
635	ASTRO	f68r1	A2:G064	f68r1.37	A2_CENTRAL_LEGEND_UNRESOLVED	qear	SF0308	AR	Ausgangssektor, Ursprung oder Bezugswert	central legend unresolved: diesen Diagrammposten setzen; Diagrammposten setzen oder aktivieren + Wert oder Platzbezug uebertragen; Quelle aktivieren und Auswahl festhalten; Ausgangssektor, Ursprung oder Bezugswert; aktueller Grundgrad	REGISTERED_RELATIONAL_CORE_ALLOGRAPH	FULL
636	ASTRO	f68r1	A2:G065	f68r1.37	A2_CENTRAL_LEGEND_UNRESOLVED	oygy	SF0303	O+G+Y	aktueller Grundgrad	central legend unresolved: diesen Diagrammposten setzen; Diagrammposten setzen oder aktivieren + Wert oder Platzbezug uebertragen; Quelle aktivieren und Auswahl festhalten; Ausgangssektor, Ursprung oder Bezugswert; aktueller Grundgrad	ASTRO_LOCAL_PRIMITIVE_MICROCODE	FULL
637	ASTRO	f69v	A3:G001	f69v.1	A3_LEFT_WHEEL_RING_TEXT	dair	SF0107	AIR	Lauf/Bahn	left wheel ring text: Lauf/Bahn; Ablesewert der Klasse/des Hauses; naechster Platz oder folgende Bedingung; Quelle; Ausgangssektor, Ursprung oder Bezugswert; Ausgangssektor, Ursprung oder Bezugswert; aktivieren und halten; Ausgangssektor, Ursprung oder Bezugswert; aktuellen Phasen-Zustand eintragen; zweites Feld aktivieren; Grundwert; aktuelle Phase; nächsten Posten vollständig aktivieren; diesen Posten länger aktivieren und eintragen; in langer Stufe setzen; fester Grundindex; lange Tabellenstufe; dieser lokale Diagrammposten; dieser lokale Diagrammposten; naechster Platz oder folgende Bedingung; dieser lokale Diagrammposten; Diagrammposten setzen oder aktivieren; sekundären Zustand festhalten; kurz aktivieren und markieren; dieser lokale Diagrammposten; dieser lokale Diagrammposten; Eingangsposten mit Sollwert; Quelle aktivieren; Quelle aktivieren; im selben Ring oder Band fortsetzen; lange Tabellenstufe; bezeichneter Platz oder Phase; Lauf oder Bahn markieren; Teilsektor oder Untereintrag; nächste lange Stufe; Quelle; Grundwert; Klassenposten in kurzer Stufe markieren; Bedingungs-, Tabellen- oder Wahlansatz; Quelle	ASTRO_REGISTERED_RENDERER_ALLOGRAPH	FULL
638	ASTRO	f69v	A3:G002	f69v.1	A3_LEFT_WHEEL_RING_TEXT	cheyky	SF0058	CHEEY+YK	Ablesewert der Klasse/des Hauses	left wheel ring text: Lauf/Bahn; Ablesewert der Klasse/des Hauses; naechster Platz oder folgende Bedingung; Quelle; Ausgangssektor, Ursprung oder Bezugswert; Ausgangssektor, Ursprung oder Bezugswert; aktivieren und halten; Ausgangssektor, Ursprung oder Bezugswert; aktuellen Phasen-Zustand eintragen; zweites Feld aktivieren; Grundwert; aktuelle Phase; nächsten Posten vollständig aktivieren; diesen Posten länger aktivieren und eintragen; in langer Stufe setzen; fester Grundindex; lange Tabellenstufe; dieser lokale Diagrammposten; dieser lokale Diagrammposten; naechster Platz oder folgende Bedingung; dieser lokale Diagrammposten; Diagrammposten setzen oder aktivieren; sekundären Zustand festhalten; kurz aktivieren und markieren; dieser lokale Diagrammposten; dieser lokale Diagrammposten; Eingangsposten mit Sollwert; Quelle aktivieren; Quelle aktivieren; im selben Ring oder Band fortsetzen; lange Tabellenstufe; bezeichneter Platz oder Phase; Lauf oder Bahn markieren; Teilsektor oder Untereintrag; nächste lange Stufe; Quelle; Grundwert; Klassenposten in kurzer Stufe markieren; Bedingungs-, Tabellen- oder Wahlansatz; Quelle	CROSS_REGISTER_CHEEY_READOUT	FULL
639	ASTRO	f69v	A3:G003	f69v.1	A3_LEFT_WHEEL_RING_TEXT	otaza	SF0272	OT	naechster Platz oder folgende Bedingung	left wheel ring text: Lauf/Bahn; Ablesewert der Klasse/des Hauses; naechster Platz oder folgende Bedingung; Quelle; Ausgangssektor, Ursprung oder Bezugswert; Ausgangssektor, Ursprung oder Bezugswert; aktivieren und halten; Ausgangssektor, Ursprung oder Bezugswert; aktuellen Phasen-Zustand eintragen; zweites Feld aktivieren; Grundwert; aktuelle Phase; nächsten Posten vollständig aktivieren; diesen Posten länger aktivieren und eintragen; in langer Stufe setzen; fester Grundindex; lange Tabellenstufe; dieser lokale Diagrammposten; dieser lokale Diagrammposten; naechster Platz oder folgende Bedingung; dieser lokale Diagrammposten; Diagrammposten setzen oder aktivieren; sekundären Zustand festhalten; kurz aktivieren und markieren; dieser lokale Diagrammposten; dieser lokale Diagrammposten; Eingangsposten mit Sollwert; Quelle aktivieren; Quelle aktivieren; im selben Ring oder Band fortsetzen; lange Tabellenstufe; bezeichneter Platz oder Phase; Lauf oder Bahn markieren; Teilsektor oder Untereintrag; nächste lange Stufe; Quelle; Grundwert; Klassenposten in kurzer Stufe markieren; Bedingungs-, Tabellen- oder Wahlansatz; Quelle	REGISTERED_ASTRO_OPERATION_ALLOGRAPH	FULL
640	ASTRO	f69v	A3:G004	f69v.1	A3_LEFT_WHEEL_RING_TEXT	sar	SF0370	AR	Quelle	left wheel ring text: Lauf/Bahn; Ablesewert der Klasse/des Hauses; naechster Platz oder folgende Bedingung; Quelle; Ausgangssektor, Ursprung oder Bezugswert; Ausgangssektor, Ursprung oder Bezugswert; aktivieren und halten; Ausgangssektor, Ursprung oder Bezugswert; aktuellen Phasen-Zustand eintragen; zweites Feld aktivieren; Grundwert; aktuelle Phase; nächsten Posten vollständig aktivieren; diesen Posten länger aktivieren und eintragen; in langer Stufe setzen; fester Grundindex; lange Tabellenstufe; dieser lokale Diagrammposten; dieser lokale Diagrammposten; naechster Platz oder folgende Bedingung; dieser lokale Diagrammposten; Diagrammposten setzen oder aktivieren; sekundären Zustand festhalten; kurz aktivieren und markieren; dieser lokale Diagrammposten; dieser lokale Diagrammposten; Eingangsposten mit Sollwert; Quelle aktivieren; Quelle aktivieren; im selben Ring oder Band fortsetzen; lange Tabellenstufe; bezeichneter Platz oder Phase; Lauf oder Bahn markieren; Teilsektor oder Untereintrag; nächste lange Stufe; Quelle; Grundwert; Klassenposten in kurzer Stufe markieren; Bedingungs-, Tabellen- oder Wahlansatz; Quelle	ASTRO_REGISTERED_RENDERER_ALLOGRAPH	FULL
641	ASTRO	f69v	A3:G005	f69v.1	A3_LEFT_WHEEL_RING_TEXT	ar	SF0013	AR	Ausgangssektor, Ursprung oder Bezugswert	left wheel ring text: Lauf/Bahn; Ablesewert der Klasse/des Hauses; naechster Platz oder folgende Bedingung; Quelle; Ausgangssektor, Ursprung oder Bezugswert; Ausgangssektor, Ursprung oder Bezugswert; aktivieren und halten; Ausgangssektor, Ursprung oder Bezugswert; aktuellen Phasen-Zustand eintragen; zweites Feld aktivieren; Grundwert; aktuelle Phase; nächsten Posten vollständig aktivieren; diesen Posten länger aktivieren und eintragen; in langer Stufe setzen; fester Grundindex; lange Tabellenstufe; dieser lokale Diagrammposten; dieser lokale Diagrammposten; naechster Platz oder folgende Bedingung; dieser lokale Diagrammposten; Diagrammposten setzen oder aktivieren; sekundären Zustand festhalten; kurz aktivieren und markieren; dieser lokale Diagrammposten; dieser lokale Diagrammposten; Eingangsposten mit Sollwert; Quelle aktivieren; Quelle aktivieren; im selben Ring oder Band fortsetzen; lange Tabellenstufe; bezeichneter Platz oder Phase; Lauf oder Bahn markieren; Teilsektor oder Untereintrag; nächste lange Stufe; Quelle; Grundwert; Klassenposten in kurzer Stufe markieren; Bedingungs-, Tabellen- oder Wahlansatz; Quelle	LOCAL_ASTRO_WORD	FULL
642	ASTRO	f69v	A3:G006	f69v.1	A3_LEFT_WHEEL_RING_TEXT	chykar	SF0092	AR	Ausgangssektor, Ursprung oder Bezugswert	left wheel ring text: Lauf/Bahn; Ablesewert der Klasse/des Hauses; naechster Platz oder folgende Bedingung; Quelle; Ausgangssektor, Ursprung oder Bezugswert; Ausgangssektor, Ursprung oder Bezugswert; aktivieren und halten; Ausgangssektor, Ursprung oder Bezugswert; aktuellen Phasen-Zustand eintragen; zweites Feld aktivieren; Grundwert; aktuelle Phase; nächsten Posten vollständig aktivieren; diesen Posten länger aktivieren und eintragen; in langer Stufe setzen; fester Grundindex; lange Tabellenstufe; dieser lokale Diagrammposten; dieser lokale Diagrammposten; naechster Platz oder folgende Bedingung; dieser lokale Diagrammposten; Diagrammposten setzen oder aktivieren; sekundären Zustand festhalten; kurz aktivieren und markieren; dieser lokale Diagrammposten; dieser lokale Diagrammposten; Eingangsposten mit Sollwert; Quelle aktivieren; Quelle aktivieren; im selben Ring oder Band fortsetzen; lange Tabellenstufe; bezeichneter Platz oder Phase; Lauf oder Bahn markieren; Teilsektor oder Untereintrag; nächste lange Stufe; Quelle; Grundwert; Klassenposten in kurzer Stufe markieren; Bedingungs-, Tabellen- oder Wahlansatz; Quelle	REGISTERED_RELATIONAL_CORE_ALLOGRAPH	FULL
643	ASTRO	f69v	A3:G007	f69v.1	A3_LEFT_WHEEL_RING_TEXT	okoirsh	SF0238	OK+SH	aktivieren und halten	left wheel ring text: Lauf/Bahn; Ablesewert der Klasse/des Hauses; naechster Platz oder folgende Bedingung; Quelle; Ausgangssektor, Ursprung oder Bezugswert; Ausgangssektor, Ursprung oder Bezugswert; aktivieren und halten; Ausgangssektor, Ursprung oder Bezugswert; aktuellen Phasen-Zustand eintragen; zweites Feld aktivieren; Grundwert; aktuelle Phase; nächsten Posten vollständig aktivieren; diesen Posten länger aktivieren und eintragen; in langer Stufe setzen; fester Grundindex; lange Tabellenstufe; dieser lokale Diagrammposten; dieser lokale Diagrammposten; naechster Platz oder folgende Bedingung; dieser lokale Diagrammposten; Diagrammposten setzen oder aktivieren; sekundären Zustand festhalten; kurz aktivieren und markieren; dieser lokale Diagrammposten; dieser lokale Diagrammposten; Eingangsposten mit Sollwert; Quelle aktivieren; Quelle aktivieren; im selben Ring oder Band fortsetzen; lange Tabellenstufe; bezeichneter Platz oder Phase; Lauf oder Bahn markieren; Teilsektor oder Untereintrag; nächste lange Stufe; Quelle; Grundwert; Klassenposten in kurzer Stufe markieren; Bedingungs-, Tabellen- oder Wahlansatz; Quelle	CROSS_REGISTER_SH_HOLD_ROOT	FULL
644	ASTRO	f69v	A3:G008	f69v.1	A3_LEFT_WHEEL_RING_TEXT	ar	SF0013	AR	Ausgangssektor, Ursprung oder Bezugswert	left wheel ring text: Lauf/Bahn; Ablesewert der Klasse/des Hauses; naechster Platz oder folgende Bedingung; Quelle; Ausgangssektor, Ursprung oder Bezugswert; Ausgangssektor, Ursprung oder Bezugswert; aktivieren und halten; Ausgangssektor, Ursprung oder Bezugswert; aktuellen Phasen-Zustand eintragen; zweites Feld aktivieren; Grundwert; aktuelle Phase; nächsten Posten vollständig aktivieren; diesen Posten länger aktivieren und eintragen; in langer Stufe setzen; fester Grundindex; lange Tabellenstufe; dieser lokale Diagrammposten; dieser lokale Diagrammposten; naechster Platz oder folgende Bedingung; dieser lokale Diagrammposten; Diagrammposten setzen oder aktivieren; sekundären Zustand festhalten; kurz aktivieren und markieren; dieser lokale Diagrammposten; dieser lokale Diagrammposten; Eingangsposten mit Sollwert; Quelle aktivieren; Quelle aktivieren; im selben Ring oder Band fortsetzen; lange Tabellenstufe; bezeichneter Platz oder Phase; Lauf oder Bahn markieren; Teilsektor oder Untereintrag; nächste lange Stufe; Quelle; Grundwert; Klassenposten in kurzer Stufe markieren; Bedingungs-, Tabellen- oder Wahlansatz; Quelle	LOCAL_ASTRO_WORD	FULL
645	ASTRO	f69v	A3:G009	f69v.1	A3_LEFT_WHEEL_RING_TEXT	chetody	SF0055	CH+T+OD+Y	aktuellen Phasen-Zustand eintragen	left wheel ring text: Lauf/Bahn; Ablesewert der Klasse/des Hauses; naechster Platz oder folgende Bedingung; Quelle; Ausgangssektor, Ursprung oder Bezugswert; Ausgangssektor, Ursprung oder Bezugswert; aktivieren und halten; Ausgangssektor, Ursprung oder Bezugswert; aktuellen Phasen-Zustand eintragen; zweites Feld aktivieren; Grundwert; aktuelle Phase; nächsten Posten vollständig aktivieren; diesen Posten länger aktivieren und eintragen; in langer Stufe setzen; fester Grundindex; lange Tabellenstufe; dieser lokale Diagrammposten; dieser lokale Diagrammposten; naechster Platz oder folgende Bedingung; dieser lokale Diagrammposten; Diagrammposten setzen oder aktivieren; sekundären Zustand festhalten; kurz aktivieren und markieren; dieser lokale Diagrammposten; dieser lokale Diagrammposten; Eingangsposten mit Sollwert; Quelle aktivieren; Quelle aktivieren; im selben Ring oder Band fortsetzen; lange Tabellenstufe; bezeichneter Platz oder Phase; Lauf oder Bahn markieren; Teilsektor oder Untereintrag; nächste lange Stufe; Quelle; Grundwert; Klassenposten in kurzer Stufe markieren; Bedingungs-, Tabellen- oder Wahlansatz; Quelle	ASTRO_LOCAL_PHASE_SELECTION_MICROCODE	FULL
646	ASTRO	f69v	A3:G010	f69v.1	A3_LEFT_WHEEL_RING_TEXT	okeeos	SF0225	OK+EE+OS	zweites Feld aktivieren	left wheel ring text: Lauf/Bahn; Ablesewert der Klasse/des Hauses; naechster Platz oder folgende Bedingung; Quelle; Ausgangssektor, Ursprung oder Bezugswert; Ausgangssektor, Ursprung oder Bezugswert; aktivieren und halten; Ausgangssektor, Ursprung oder Bezugswert; aktuellen Phasen-Zustand eintragen; zweites Feld aktivieren; Grundwert; aktuelle Phase; nächsten Posten vollständig aktivieren; diesen Posten länger aktivieren und eintragen; in langer Stufe setzen; fester Grundindex; lange Tabellenstufe; dieser lokale Diagrammposten; dieser lokale Diagrammposten; naechster Platz oder folgende Bedingung; dieser lokale Diagrammposten; Diagrammposten setzen oder aktivieren; sekundären Zustand festhalten; kurz aktivieren und markieren; dieser lokale Diagrammposten; dieser lokale Diagrammposten; Eingangsposten mit Sollwert; Quelle aktivieren; Quelle aktivieren; im selben Ring oder Band fortsetzen; lange Tabellenstufe; bezeichneter Platz oder Phase; Lauf oder Bahn markieren; Teilsektor oder Untereintrag; nächste lange Stufe; Quelle; Grundwert; Klassenposten in kurzer Stufe markieren; Bedingungs-, Tabellen- oder Wahlansatz; Quelle	ASTRO_LOCAL_AM_G_OS_ROOT	FULL
647	ASTRO	f69v	A3:G011	f69v.1	A3_LEFT_WHEEL_RING_TEXT	o	SF0172	O	Grundwert	left wheel ring text: Lauf/Bahn; Ablesewert der Klasse/des Hauses; naechster Platz oder folgende Bedingung; Quelle; Ausgangssektor, Ursprung oder Bezugswert; Ausgangssektor, Ursprung oder Bezugswert; aktivieren und halten; Ausgangssektor, Ursprung oder Bezugswert; aktuellen Phasen-Zustand eintragen; zweites Feld aktivieren; Grundwert; aktuelle Phase; nächsten Posten vollständig aktivieren; diesen Posten länger aktivieren und eintragen; in langer Stufe setzen; fester Grundindex; lange Tabellenstufe; dieser lokale Diagrammposten; dieser lokale Diagrammposten; naechster Platz oder folgende Bedingung; dieser lokale Diagrammposten; Diagrammposten setzen oder aktivieren; sekundären Zustand festhalten; kurz aktivieren und markieren; dieser lokale Diagrammposten; dieser lokale Diagrammposten; Eingangsposten mit Sollwert; Quelle aktivieren; Quelle aktivieren; im selben Ring oder Band fortsetzen; lange Tabellenstufe; bezeichneter Platz oder Phase; Lauf oder Bahn markieren; Teilsektor oder Untereintrag; nächste lange Stufe; Quelle; Grundwert; Klassenposten in kurzer Stufe markieren; Bedingungs-, Tabellen- oder Wahlansatz; Quelle	ASTRO_LOCAL_PRIMITIVE_MICROCODE	FULL
648	ASTRO	f69v	A3:G012	f69v.1	A3_LEFT_WHEEL_RING_TEXT	tey	SF0429	T+Y	aktuelle Phase	left wheel ring text: Lauf/Bahn; Ablesewert der Klasse/des Hauses; naechster Platz oder folgende Bedingung; Quelle; Ausgangssektor, Ursprung oder Bezugswert; Ausgangssektor, Ursprung oder Bezugswert; aktivieren und halten; Ausgangssektor, Ursprung oder Bezugswert; aktuellen Phasen-Zustand eintragen; zweites Feld aktivieren; Grundwert; aktuelle Phase; nächsten Posten vollständig aktivieren; diesen Posten länger aktivieren und eintragen; in langer Stufe setzen; fester Grundindex; lange Tabellenstufe; dieser lokale Diagrammposten; dieser lokale Diagrammposten; naechster Platz oder folgende Bedingung; dieser lokale Diagrammposten; Diagrammposten setzen oder aktivieren; sekundären Zustand festhalten; kurz aktivieren und markieren; dieser lokale Diagrammposten; dieser lokale Diagrammposten; Eingangsposten mit Sollwert; Quelle aktivieren; Quelle aktivieren; im selben Ring oder Band fortsetzen; lange Tabellenstufe; bezeichneter Platz oder Phase; Lauf oder Bahn markieren; Teilsektor oder Untereintrag; nächste lange Stufe; Quelle; Grundwert; Klassenposten in kurzer Stufe markieren; Bedingungs-, Tabellen- oder Wahlansatz; Quelle	ASTRO_LOCAL_PHASE_SELECTION_MICROCODE	FULL
649	ASTRO	f69v	A3:G013	f69v.1	A3_LEFT_WHEEL_RING_TEXT	otokeeey	SF0291	OT+OK+EEE	nächsten Posten vollständig aktivieren	left wheel ring text: Lauf/Bahn; Ablesewert der Klasse/des Hauses; naechster Platz oder folgende Bedingung; Quelle; Ausgangssektor, Ursprung oder Bezugswert; Ausgangssektor, Ursprung oder Bezugswert; aktivieren und halten; Ausgangssektor, Ursprung oder Bezugswert; aktuellen Phasen-Zustand eintragen; zweites Feld aktivieren; Grundwert; aktuelle Phase; nächsten Posten vollständig aktivieren; diesen Posten länger aktivieren und eintragen; in langer Stufe setzen; fester Grundindex; lange Tabellenstufe; dieser lokale Diagrammposten; dieser lokale Diagrammposten; naechster Platz oder folgende Bedingung; dieser lokale Diagrammposten; Diagrammposten setzen oder aktivieren; sekundären Zustand festhalten; kurz aktivieren und markieren; dieser lokale Diagrammposten; dieser lokale Diagrammposten; Eingangsposten mit Sollwert; Quelle aktivieren; Quelle aktivieren; im selben Ring oder Band fortsetzen; lange Tabellenstufe; bezeichneter Platz oder Phase; Lauf oder Bahn markieren; Teilsektor oder Untereintrag; nächste lange Stufe; Quelle; Grundwert; Klassenposten in kurzer Stufe markieren; Bedingungs-, Tabellen- oder Wahlansatz; Quelle	ASTRO_BOUND_EE_GRADE	FULL
650	ASTRO	f69v	A3:G014	f69v.1	A3_LEFT_WHEEL_RING_TEXT	okeeody	SF0223	OK+EE+OD+Y	diesen Posten länger aktivieren und eintragen	left wheel ring text: Lauf/Bahn; Ablesewert der Klasse/des Hauses; naechster Platz oder folgende Bedingung; Quelle; Ausgangssektor, Ursprung oder Bezugswert; Ausgangssektor, Ursprung oder Bezugswert; aktivieren und halten; Ausgangssektor, Ursprung oder Bezugswert; aktuellen Phasen-Zustand eintragen; zweites Feld aktivieren; Grundwert; aktuelle Phase; nächsten Posten vollständig aktivieren; diesen Posten länger aktivieren und eintragen; in langer Stufe setzen; fester Grundindex; lange Tabellenstufe; dieser lokale Diagrammposten; dieser lokale Diagrammposten; naechster Platz oder folgende Bedingung; dieser lokale Diagrammposten; Diagrammposten setzen oder aktivieren; sekundären Zustand festhalten; kurz aktivieren und markieren; dieser lokale Diagrammposten; dieser lokale Diagrammposten; Eingangsposten mit Sollwert; Quelle aktivieren; Quelle aktivieren; im selben Ring oder Band fortsetzen; lange Tabellenstufe; bezeichneter Platz oder Phase; Lauf oder Bahn markieren; Teilsektor oder Untereintrag; nächste lange Stufe; Quelle; Grundwert; Klassenposten in kurzer Stufe markieren; Bedingungs-, Tabellen- oder Wahlansatz; Quelle	ASTRO_OD_MARKED_ENTRY_MODIFIER	FULL
651	ASTRO	f69v	A3:G015	f69v.1	A3_LEFT_WHEEL_RING_TEXT	okeey	SF0226	OK	in langer Stufe setzen	left wheel ring text: Lauf/Bahn; Ablesewert der Klasse/des Hauses; naechster Platz oder folgende Bedingung; Quelle; Ausgangssektor, Ursprung oder Bezugswert; Ausgangssektor, Ursprung oder Bezugswert; aktivieren und halten; Ausgangssektor, Ursprung oder Bezugswert; aktuellen Phasen-Zustand eintragen; zweites Feld aktivieren; Grundwert; aktuelle Phase; nächsten Posten vollständig aktivieren; diesen Posten länger aktivieren und eintragen; in langer Stufe setzen; fester Grundindex; lange Tabellenstufe; dieser lokale Diagrammposten; dieser lokale Diagrammposten; naechster Platz oder folgende Bedingung; dieser lokale Diagrammposten; Diagrammposten setzen oder aktivieren; sekundären Zustand festhalten; kurz aktivieren und markieren; dieser lokale Diagrammposten; dieser lokale Diagrammposten; Eingangsposten mit Sollwert; Quelle aktivieren; Quelle aktivieren; im selben Ring oder Band fortsetzen; lange Tabellenstufe; bezeichneter Platz oder Phase; Lauf oder Bahn markieren; Teilsektor oder Untereintrag; nächste lange Stufe; Quelle; Grundwert; Klassenposten in kurzer Stufe markieren; Bedingungs-, Tabellen- oder Wahlansatz; Quelle	EXACT_SHARED_SURFACE_READING	FULL
652	ASTRO	f69v	A3:G016	f69v.1	A3_LEFT_WHEEL_RING_TEXT	doiir	SF0126	D+O+IIR	fester Grundindex	left wheel ring text: Lauf/Bahn; Ablesewert der Klasse/des Hauses; naechster Platz oder folgende Bedingung; Quelle; Ausgangssektor, Ursprung oder Bezugswert; Ausgangssektor, Ursprung oder Bezugswert; aktivieren und halten; Ausgangssektor, Ursprung oder Bezugswert; aktuellen Phasen-Zustand eintragen; zweites Feld aktivieren; Grundwert; aktuelle Phase; nächsten Posten vollständig aktivieren; diesen Posten länger aktivieren und eintragen; in langer Stufe setzen; fester Grundindex; lange Tabellenstufe; dieser lokale Diagrammposten; dieser lokale Diagrammposten; naechster Platz oder folgende Bedingung; dieser lokale Diagrammposten; Diagrammposten setzen oder aktivieren; sekundären Zustand festhalten; kurz aktivieren und markieren; dieser lokale Diagrammposten; dieser lokale Diagrammposten; Eingangsposten mit Sollwert; Quelle aktivieren; Quelle aktivieren; im selben Ring oder Band fortsetzen; lange Tabellenstufe; bezeichneter Platz oder Phase; Lauf oder Bahn markieren; Teilsektor oder Untereintrag; nächste lange Stufe; Quelle; Grundwert; Klassenposten in kurzer Stufe markieren; Bedingungs-, Tabellen- oder Wahlansatz; Quelle	ASTRO_LOCAL_INDEX_PAIR_CLASS_MICROCODE	FULL
653	ASTRO	f69v	A3:G017	f69v.1	A3_LEFT_WHEEL_RING_TEXT	teeo	SF0427	EE	lange Tabellenstufe	left wheel ring text: Lauf/Bahn; Ablesewert der Klasse/des Hauses; naechster Platz oder folgende Bedingung; Quelle; Ausgangssektor, Ursprung oder Bezugswert; Ausgangssektor, Ursprung oder Bezugswert; aktivieren und halten; Ausgangssektor, Ursprung oder Bezugswert; aktuellen Phasen-Zustand eintragen; zweites Feld aktivieren; Grundwert; aktuelle Phase; nächsten Posten vollständig aktivieren; diesen Posten länger aktivieren und eintragen; in langer Stufe setzen; fester Grundindex; lange Tabellenstufe; dieser lokale Diagrammposten; dieser lokale Diagrammposten; naechster Platz oder folgende Bedingung; dieser lokale Diagrammposten; Diagrammposten setzen oder aktivieren; sekundären Zustand festhalten; kurz aktivieren und markieren; dieser lokale Diagrammposten; dieser lokale Diagrammposten; Eingangsposten mit Sollwert; Quelle aktivieren; Quelle aktivieren; im selben Ring oder Band fortsetzen; lange Tabellenstufe; bezeichneter Platz oder Phase; Lauf oder Bahn markieren; Teilsektor oder Untereintrag; nächste lange Stufe; Quelle; Grundwert; Klassenposten in kurzer Stufe markieren; Bedingungs-, Tabellen- oder Wahlansatz; Quelle	ASTRO_BOUND_EE_GRADE	FULL
