model	edition	paragraph	at	word	hypothesis
N	IT2a	f19v|f19v.1-f19v.7	IT2a|f19v.3|G006	daiin	Menge Γ
N	IT2a	f19v|f19v.1-f19v.7	IT2a|f19v.4|G001	ytch	⟦ytch⟧
N	IT2a	f19v|f19v.1-f19v.7	IT2a|f19v.4|G002	chcthy	⟦chcthy⟧
N	IT2a	f19v|f19v.1-f19v.7	IT2a|f19v.4|G003	qotol	⟦qotol⟧
N	IT2a	f19v|f19v.1-f19v.7	IT2a|f19v.4|G004	daiin	Menge Γ
N	IT2a	f19v|f19v.1-f19v.7	IT2a|f19v.4|G005	daiin	Menge Γ
N	IT2a	f19v|f19v.1-f19v.7	IT2a|f19v.5|G001	qotchy	zugeben
N	IT2a	f19v|f19v.1-f19v.7	IT2a|f19v.5|G002	qoteey	⟦qoteey⟧
N	IT2a	f19v|f19v.1-f19v.7	IT2a|f19v.5|G003	daiin	Menge Γ
N	IT2a	f19v|f19v.1-f19v.7	IT2a|f19v.5|G004	doty	⟦doty⟧
N	IT2a	f19v|f19v.1-f19v.7	IT2a|f19v.5|G005	qot	⟦qot⟧
N	IT2a	f19v|f19v.1-f19v.7	IT2a|f19v.6|G001	ychoy	⟦ychoy⟧
N	IT2a	f19v|f19v.1-f19v.7	IT2a|f19v.6|G002	kchor	⟦kchor⟧
N	IT2a	f19v|f19v.1-f19v.7	IT2a|f19v.6|G003	cthol	⟦cthol⟧
N	IT2a	f19v|f19v.1-f19v.7	IT2a|f19v.6|G004	chocthy	⟦chocthy⟧
N	IT2a	f19v|f19v.1-f19v.7	IT2a|f19v.6|G005	s	und
N	IT2a	f19v|f19v.1-f19v.7	IT2a|f19v.7|G001	ycho	⟦ycho⟧
N	IT2a	f19v|f19v.1-f19v.7	IT2a|f19v.7|G002	r	⟦r⟧
N	IT2a	f19v|f19v.1-f19v.7	IT2a|f19v.7|G003	chaiin	⟦chaiin⟧
N	IT2a	f19v|f19v.1-f19v.7	IT2a|f19v.7|G004	cthor	⟦cthor⟧
Q	IT2a	f19v|f19v.1-f19v.7	IT2a|f19v.1|G001	pochaiin	⟦pochaiin⟧
Q	IT2a	f19v|f19v.1-f19v.7	IT2a|f19v.1|G002	cthor	⟦cthor⟧
Q	IT2a	f19v|f19v.1-f19v.7	IT2a|f19v.1|G003	chpcheos	⟦chpcheos⟧
Q	IT2a	f19v|f19v.1-f19v.7	IT2a|f19v.1|G004	opchey	⟦opchey⟧
Q	IT2a	f19v|f19v.1-f19v.7	IT2a|f19v.1|G005	py	⟦py⟧
Q	IT2a	f19v|f19v.1-f19v.7	IT2a|f19v.1|G006	kchy	⟦kchy⟧
Q	IT2a	f19v|f19v.1-f19v.7	IT2a|f19v.2|G001	qokchy	⟦qokchy⟧
Q	IT2a	f19v|f19v.1-f19v.7	IT2a|f19v.2|G002	kchol	⟦kchol⟧
Q	IT2a	f19v|f19v.1-f19v.7	IT2a|f19v.2|G003	sor	⟦sor⟧
Q	IT2a	f19v|f19v.1-f19v.7	IT2a|f19v.2|G004	qokchos	⟦qokchos⟧
Q	IT2a	f19v|f19v.1-f19v.7	IT2a|f19v.2|G005	ykchy	⟦ykchy⟧
Q	IT2a	f19v|f19v.1-f19v.7	IT2a|f19v.2|G006	darom	⟦darom⟧
Q	IT2a	f19v|f19v.1-f19v.7	IT2a|f19v.3|G001	otchy	Eigenschaft T
Q	IT2a	f19v|f19v.1-f19v.7	IT2a|f19v.3|G002	chol	getrocknet
Q	IT2a	f19v|f19v.1-f19v.7	IT2a|f19v.3|G003	daiin	Menge Γ
Q	IT2a	f19v|f19v.1-f19v.7	IT2a|f19v.3|G004	qotol	⟦qotol⟧
Q	IT2a	f19v|f19v.1-f19v.7	IT2a|f19v.3|G005	ytol	⟦ytol⟧
Q	IT2a	f19v|f19v.1-f19v.7	IT2a|f19v.3|G006	daiin	Menge Γ
Q	IT2a	f19v|f19v.1-f19v.7	IT2a|f19v.4|G001	ytch	⟦ytch⟧
Q	IT2a	f19v|f19v.1-f19v.7	IT2a|f19v.4|G002	chcthy	⟦chcthy⟧
Q	IT2a	f19v|f19v.1-f19v.7	IT2a|f19v.4|G003	qotol	⟦qotol⟧
Q	IT2a	f19v|f19v.1-f19v.7	IT2a|f19v.4|G004	daiin	Menge Γ
Q	IT2a	f19v|f19v.1-f19v.7	IT2a|f19v.4|G005	daiin	Menge Γ
Q	IT2a	f19v|f19v.1-f19v.7	IT2a|f19v.5|G001	qotchy	zugeben
Q	IT2a	f19v|f19v.1-f19v.7	IT2a|f19v.5|G002	qoteey	⟦qoteey⟧
Q	IT2a	f19v|f19v.1-f19v.7	IT2a|f19v.5|G003	daiin	Menge Γ
Q	IT2a	f19v|f19v.1-f19v.7	IT2a|f19v.5|G004	doty	⟦doty⟧
Q	IT2a	f19v|f19v.1-f19v.7	IT2a|f19v.5|G005	qot	⟦qot⟧
Q	IT2a	f19v|f19v.1-f19v.7	IT2a|f19v.6|G001	ychoy	⟦ychoy⟧
Q	IT2a	f19v|f19v.1-f19v.7	IT2a|f19v.6|G002	kchor	⟦kchor⟧
Q	IT2a	f19v|f19v.1-f19v.7	IT2a|f19v.6|G003	cthol	⟦cthol⟧
Q	IT2a	f19v|f19v.1-f19v.7	IT2a|f19v.6|G004	chocthy	⟦chocthy⟧
Q	IT2a	f19v|f19v.1-f19v.7	IT2a|f19v.6|G005	s	und
Q	IT2a	f19v|f19v.1-f19v.7	IT2a|f19v.7|G001	ycho	⟦ycho⟧
Q	IT2a	f19v|f19v.1-f19v.7	IT2a|f19v.7|G002	r	⟦r⟧
Q	IT2a	f19v|f19v.1-f19v.7	IT2a|f19v.7|G003	chaiin	⟦chaiin⟧
Q	IT2a	f19v|f19v.1-f19v.7	IT2a|f19v.7|G004	cthor	⟦cthor⟧
N	IT2a	f2v|f2v.1-f2v.4	IT2a|f2v.1|G001	kooiin	Wurzelstockmaterial
N	IT2a	f2v|f2v.1-f2v.4	IT2a|f2v.1|G002	cheo	⟦cheo⟧
N	IT2a	f2v|f2v.1-f2v.4	IT2a|f2v.1|G003	pchor	⟦pchor⟧
N	IT2a	f2v|f2v.1-f2v.4	IT2a|f2v.1|G004	otaiin	⟦otaiin⟧
N	IT2a	f2v|f2v.1-f2v.4	IT2a|f2v.1|G005	o	⟦o⟧
N	IT2a	f2v|f2v.1-f2v.4	IT2a|f2v.1|G006	dain	Menge Β
N	IT2a	f2v|f2v.1-f2v.4	IT2a|f2v.1|G007	chor	Blüten
N	IT2a	f2v|f2v.1-f2v.4	IT2a|f2v.1|G008	dair	Anteil Β
N	IT2a	f2v|f2v.1-f2v.4	IT2a|f2v.1|G009	shty	⟦shty⟧
N	IT2a	f2v|f2v.1-f2v.4	IT2a|f2v.2|G001	kcho	⟦kcho⟧
N	IT2a	f2v|f2v.1-f2v.4	IT2a|f2v.2|G002	kchy	⟦kchy⟧
N	IT2a	f2v|f2v.1-f2v.4	IT2a|f2v.2|G003	sho	mit
N	IT2a	f2v|f2v.1-f2v.4	IT2a|f2v.2|G004	shol	feucht
N	IT2a	f2v|f2v.1-f2v.4	IT2a|f2v.2|G005	qotcho	⟦qotcho⟧
N	IT2a	f2v|f2v.1-f2v.4	IT2a|f2v.2|G006	loeees	⟦loeees⟧
N	IT2a	f2v|f2v.1-f2v.4	IT2a|f2v.2|G007	qoty	⟦qoty⟧
N	IT2a	f2v|f2v.1-f2v.4	IT2a|f2v.2|G008	chor	Blüten
N	IT2a	f2v|f2v.1-f2v.4	IT2a|f2v.2|G009	daiin	Menge Γ
N	IT2a	f2v|f2v.1-f2v.4	IT2a|f2v.3|G001	otchy	Material T
N	IT2a	f2v|f2v.1-f2v.4	IT2a|f2v.3|G002	chor	Blüten
N	IT2a	f2v|f2v.1-f2v.4	IT2a|f2v.3|G003	lshy	⟦lshy⟧
N	IT2a	f2v|f2v.1-f2v.4	IT2a|f2v.3|G004	chol	getrocknet
N	IT2a	f2v|f2v.1-f2v.4	IT2a|f2v.3|G005	chody	⟦chody⟧
N	IT2a	f2v|f2v.1-f2v.4	IT2a|f2v.3|G006	chodain	⟦chodain⟧
N	IT2a	f2v|f2v.1-f2v.4	IT2a|f2v.3|G007	chcthy	⟦chcthy⟧
N	IT2a	f2v|f2v.1-f2v.4	IT2a|f2v.3|G008	daiin	Menge Γ
N	IT2a	f2v|f2v.1-f2v.4	IT2a|f2v.4|G001	sho	mit
N	IT2a	f2v|f2v.1-f2v.4	IT2a|f2v.4|G002	cholo	⟦cholo⟧
N	IT2a	f2v|f2v.1-f2v.4	IT2a|f2v.4|G003	cheor	⟦cheor⟧
N	IT2a	f2v|f2v.1-f2v.4	IT2a|f2v.4|G004	chodaiin	⟦chodaiin⟧
Q	IT2a	f2v|f2v.1-f2v.4	IT2a|f2v.1|G001	kooiin	Wurzelstockmaterial
Q	IT2a	f2v|f2v.1-f2v.4	IT2a|f2v.1|G002	cheo	⟦cheo⟧
Q	IT2a	f2v|f2v.1-f2v.4	IT2a|f2v.1|G003	pchor	⟦pchor⟧
Q	IT2a	f2v|f2v.1-f2v.4	IT2a|f2v.1|G004	otaiin	⟦otaiin⟧
Q	IT2a	f2v|f2v.1-f2v.4	IT2a|f2v.1|G005	o	⟦o⟧
Q	IT2a	f2v|f2v.1-f2v.4	IT2a|f2v.1|G006	dain	Menge Β
Q	IT2a	f2v|f2v.1-f2v.4	IT2a|f2v.1|G007	chor	Blüten
Q	IT2a	f2v|f2v.1-f2v.4	IT2a|f2v.1|G008	dair	Anteil Β
Q	IT2a	f2v|f2v.1-f2v.4	IT2a|f2v.1|G009	shty	⟦shty⟧
Q	IT2a	f2v|f2v.1-f2v.4	IT2a|f2v.2|G001	kcho	⟦kcho⟧
Q	IT2a	f2v|f2v.1-f2v.4	IT2a|f2v.2|G002	kchy	⟦kchy⟧
Q	IT2a	f2v|f2v.1-f2v.4	IT2a|f2v.2|G003	sho	mit
Q	IT2a	f2v|f2v.1-f2v.4	IT2a|f2v.2|G004	shol	feucht
Q	IT2a	f2v|f2v.1-f2v.4	IT2a|f2v.2|G005	qotcho	⟦qotcho⟧
Q	IT2a	f2v|f2v.1-f2v.4	IT2a|f2v.2|G006	loeees	⟦loeees⟧
Q	IT2a	f2v|f2v.1-f2v.4	IT2a|f2v.2|G007	qoty	⟦qoty⟧
Q	IT2a	f2v|f2v.1-f2v.4	IT2a|f2v.2|G008	chor	Blüten
Q	IT2a	f2v|f2v.1-f2v.4	IT2a|f2v.2|G009	daiin	Menge Γ
Q	IT2a	f2v|f2v.1-f2v.4	IT2a|f2v.3|G001	otchy	Eigenschaft T
Q	IT2a	f2v|f2v.1-f2v.4	IT2a|f2v.3|G002	chor	Blüten
Q	IT2a	f2v|f2v.1-f2v.4	IT2a|f2v.3|G003	lshy	⟦lshy⟧
Q	IT2a	f2v|f2v.1-f2v.4	IT2a|f2v.3|G004	chol	getrocknet
Q	IT2a	f2v|f2v.1-f2v.4	IT2a|f2v.3|G005	chody	⟦chody⟧
Q	IT2a	f2v|f2v.1-f2v.4	IT2a|f2v.3|G006	chodain	⟦chodain⟧
Q	IT2a	f2v|f2v.1-f2v.4	IT2a|f2v.3|G007	chcthy	⟦chcthy⟧
Q	IT2a	f2v|f2v.1-f2v.4	IT2a|f2v.3|G008	daiin	Menge Γ
Q	IT2a	f2v|f2v.1-f2v.4	IT2a|f2v.4|G001	sho	mit
Q	IT2a	f2v|f2v.1-f2v.4	IT2a|f2v.4|G002	cholo	⟦cholo⟧
Q	IT2a	f2v|f2v.1-f2v.4	IT2a|f2v.4|G003	cheor	⟦cheor⟧
Q	IT2a	f2v|f2v.1-f2v.4	IT2a|f2v.4|G004	chodaiin	⟦chodaiin⟧
N	IT2a	f56r|f56r.9-f56r.19	IT2a|f56r.9|G001	tchoky	⟦tchoky⟧
N	IT2a	f56r|f56r.9-f56r.19	IT2a|f56r.9|G002	kchol	⟦kchol⟧
N	IT2a	f56r|f56r.9-f56r.19	IT2a|f56r.9|G003	shol	feucht
N	IT2a	f56r|f56r.9-f56r.19	IT2a|f56r.9|G004	chotcheytchol	⟦chotcheytchol⟧
N	IT2a	f56r|f56r.9-f56r.19	IT2a|f56r.10|G001	ytchor	⟦ytchor⟧
N	IT2a	f56r|f56r.9-f56r.19	IT2a|f56r.10|G002	otchy	Material T
N	IT2a	f56r|f56r.9-f56r.19	IT2a|f56r.10|G003	chokyt	⟦chokyt⟧
N	IT2a	f56r|f56r.9-f56r.19	IT2a|f56r.10|G004	chey	⟦chey⟧
N	IT2a	f56r|f56r.9-f56r.19	IT2a|f56r.10|G005	r	⟦r⟧
N	IT2a	f56r|f56r.9-f56r.19	IT2a|f56r.10|G006	okaiin	Zubereitung
N	IT2a	f56r|f56r.9-f56r.19	IT2a|f56r.11|G001	shy	⟦shy⟧
N	IT2a	f56r|f56r.9-f56r.19	IT2a|f56r.11|G002	kcheey	⟦kcheey⟧
N	IT2a	f56r|f56r.9-f56r.19	IT2a|f56r.11|G003	daiin	Menge Γ
N	IT2a	f56r|f56r.9-f56r.19	IT2a|f56r.11|G004	cthol	⟦cthol⟧
N	IT2a	f56r|f56r.9-f56r.19	IT2a|f56r.11|G005	chor	Blüten
N	IT2a	f56r|f56r.9-f56r.19	IT2a|f56r.11|G006	chokor	⟦chokor⟧
N	IT2a	f56r|f56r.9-f56r.19	IT2a|f56r.12|G001	sh	⟦sh⟧
N	IT2a	f56r|f56r.9-f56r.19	IT2a|f56r.12|G002	cho	⟦cho⟧
N	IT2a	f56r|f56r.9-f56r.19	IT2a|f56r.12|G003	kchey	⟦kchey⟧
N	IT2a	f56r|f56r.9-f56r.19	IT2a|f56r.12|G004	qokokchy	⟦qokokchy⟧
N	IT2a	f56r|f56r.9-f56r.19	IT2a|f56r.13|G001	okchy	⟦okchy⟧
N	IT2a	f56r|f56r.9-f56r.19	IT2a|f56r.13|G002	chokcheo	⟦chokcheo⟧
N	IT2a	f56r|f56r.9-f56r.19	IT2a|f56r.13|G003	kchal	⟦kchal⟧
N	IT2a	f56r|f56r.9-f56r.19	IT2a|f56r.14|G001	schol	⟦schol⟧
N	IT2a	f56r|f56r.9-f56r.19	IT2a|f56r.14|G002	chotol	⟦chotol⟧
N	IT2a	f56r|f56r.9-f56r.19	IT2a|f56r.14|G003	qotchy	zugeben
N	IT2a	f56r|f56r.9-f56r.19	IT2a|f56r.15|G001	tchotchol	⟦tchotchol⟧
N	IT2a	f56r|f56r.9-f56r.19	IT2a|f56r.15|G002	chol	getrocknet
N	IT2a	f56r|f56r.9-f56r.19	IT2a|f56r.15|G003	cthy	Kraut
N	IT2a	f56r|f56r.9-f56r.19	IT2a|f56r.16|G001	qotchy	zugeben
N	IT2a	f56r|f56r.9-f56r.19	IT2a|f56r.16|G002	chody	⟦chody⟧
N	IT2a	f56r|f56r.9-f56r.19	IT2a|f56r.16|G003	cthor	⟦cthor⟧
N	IT2a	f56r|f56r.9-f56r.19	IT2a|f56r.16|G004	chey	⟦chey⟧
N	IT2a	f56r|f56r.9-f56r.19	IT2a|f56r.16|G005	kchar	⟦kchar⟧
N	IT2a	f56r|f56r.9-f56r.19	IT2a|f56r.16|G006	m	⟦m⟧
N	IT2a	f56r|f56r.9-f56r.19	IT2a|f56r.17|G001	chokeey	⟦chokeey⟧
N	IT2a	f56r|f56r.9-f56r.19	IT2a|f56r.17|G002	qokcheey	⟦qokcheey⟧
N	IT2a	f56r|f56r.9-f56r.19	IT2a|f56r.17|G003	schey	⟦schey⟧
N	IT2a	f56r|f56r.9-f56r.19	IT2a|f56r.17|G004	daiin	Menge Γ
N	IT2a	f56r|f56r.9-f56r.19	IT2a|f56r.17|G005	dy	⟦dy⟧
N	IT2a	f56r|f56r.9-f56r.19	IT2a|f56r.18|G001	sho	mit
N	IT2a	f56r|f56r.9-f56r.19	IT2a|f56r.18|G002	chokchy	⟦chokchy⟧
N	IT2a	f56r|f56r.9-f56r.19	IT2a|f56r.18|G003	kchoar	⟦kchoar⟧
N	IT2a	f56r|f56r.9-f56r.19	IT2a|f56r.18|G004	sotodan	⟦sotodan⟧
N	IT2a	f56r|f56r.9-f56r.19	IT2a|f56r.19|G001	otchey	⟦otchey⟧
N	IT2a	f56r|f56r.9-f56r.19	IT2a|f56r.19|G002	keol	⟦keol⟧
N	IT2a	f56r|f56r.9-f56r.19	IT2a|f56r.19|G003	daiin	Menge Γ
Q	IT2a	f56r|f56r.9-f56r.19	IT2a|f56r.9|G001	tchoky	⟦tchoky⟧
Q	IT2a	f56r|f56r.9-f56r.19	IT2a|f56r.9|G002	kchol	⟦kchol⟧
Q	IT2a	f56r|f56r.9-f56r.19	IT2a|f56r.9|G003	shol	feucht
Q	IT2a	f56r|f56r.9-f56r.19	IT2a|f56r.9|G004	chotcheytchol	⟦chotcheytchol⟧
Q	IT2a	f56r|f56r.9-f56r.19	IT2a|f56r.10|G001	ytchor	⟦ytchor⟧
Q	IT2a	f56r|f56r.9-f56r.19	IT2a|f56r.10|G002	otchy	Eigenschaft T
Q	IT2a	f56r|f56r.9-f56r.19	IT2a|f56r.10|G003	chokyt	⟦chokyt⟧
Q	IT2a	f56r|f56r.9-f56r.19	IT2a|f56r.10|G004	chey	⟦chey⟧
Q	IT2a	f56r|f56r.9-f56r.19	IT2a|f56r.10|G005	r	⟦r⟧
Q	IT2a	f56r|f56r.9-f56r.19	IT2a|f56r.10|G006	okaiin	Zubereitung
Q	IT2a	f56r|f56r.9-f56r.19	IT2a|f56r.11|G001	shy	⟦shy⟧
Q	IT2a	f56r|f56r.9-f56r.19	IT2a|f56r.11|G002	kcheey	⟦kcheey⟧
Q	IT2a	f56r|f56r.9-f56r.19	IT2a|f56r.11|G003	daiin	Menge Γ
Q	IT2a	f56r|f56r.9-f56r.19	IT2a|f56r.11|G004	cthol	⟦cthol⟧
Q	IT2a	f56r|f56r.9-f56r.19	IT2a|f56r.11|G005	chor	Blüten
Q	IT2a	f56r|f56r.9-f56r.19	IT2a|f56r.11|G006	chokor	⟦chokor⟧
Q	IT2a	f56r|f56r.9-f56r.19	IT2a|f56r.12|G001	sh	⟦sh⟧
Q	IT2a	f56r|f56r.9-f56r.19	IT2a|f56r.12|G002	cho	⟦cho⟧
Q	IT2a	f56r|f56r.9-f56r.19	IT2a|f56r.12|G003	kchey	⟦kchey⟧
Q	IT2a	f56r|f56r.9-f56r.19	IT2a|f56r.12|G004	qokokchy	⟦qokokchy⟧
Q	IT2a	f56r|f56r.9-f56r.19	IT2a|f56r.13|G001	okchy	⟦okchy⟧
Q	IT2a	f56r|f56r.9-f56r.19	IT2a|f56r.13|G002	chokcheo	⟦chokcheo⟧
Q	IT2a	f56r|f56r.9-f56r.19	IT2a|f56r.13|G003	kchal	⟦kchal⟧
Q	IT2a	f56r|f56r.9-f56r.19	IT2a|f56r.14|G001	schol	⟦schol⟧
Q	IT2a	f56r|f56r.9-f56r.19	IT2a|f56r.14|G002	chotol	⟦chotol⟧
Q	IT2a	f56r|f56r.9-f56r.19	IT2a|f56r.14|G003	qotchy	zugeben
Q	IT2a	f56r|f56r.9-f56r.19	IT2a|f56r.15|G001	tchotchol	⟦tchotchol⟧
Q	IT2a	f56r|f56r.9-f56r.19	IT2a|f56r.15|G002	chol	getrocknet
Q	IT2a	f56r|f56r.9-f56r.19	IT2a|f56r.15|G003	cthy	Kraut
Q	IT2a	f56r|f56r.9-f56r.19	IT2a|f56r.16|G001	qotchy	zugeben
Q	IT2a	f56r|f56r.9-f56r.19	IT2a|f56r.16|G002	chody	⟦chody⟧
Q	IT2a	f56r|f56r.9-f56r.19	IT2a|f56r.16|G003	cthor	⟦cthor⟧
Q	IT2a	f56r|f56r.9-f56r.19	IT2a|f56r.16|G004	chey	⟦chey⟧
Q	IT2a	f56r|f56r.9-f56r.19	IT2a|f56r.16|G005	kchar	⟦kchar⟧
Q	IT2a	f56r|f56r.9-f56r.19	IT2a|f56r.16|G006	m	⟦m⟧
Q	IT2a	f56r|f56r.9-f56r.19	IT2a|f56r.17|G001	chokeey	⟦chokeey⟧
Q	IT2a	f56r|f56r.9-f56r.19	IT2a|f56r.17|G002	qokcheey	⟦qokcheey⟧
Q	IT2a	f56r|f56r.9-f56r.19	IT2a|f56r.17|G003	schey	⟦schey⟧
Q	IT2a	f56r|f56r.9-f56r.19	IT2a|f56r.17|G004	daiin	Menge Γ
Q	IT2a	f56r|f56r.9-f56r.19	IT2a|f56r.17|G005	dy	⟦dy⟧
Q	IT2a	f56r|f56r.9-f56r.19	IT2a|f56r.18|G001	sho	mit
Q	IT2a	f56r|f56r.9-f56r.19	IT2a|f56r.18|G002	chokchy	⟦chokchy⟧
Q	IT2a	f56r|f56r.9-f56r.19	IT2a|f56r.18|G003	kchoar	⟦kchoar⟧
Q	IT2a	f56r|f56r.9-f56r.19	IT2a|f56r.18|G004	sotodan	⟦sotodan⟧
Q	IT2a	f56r|f56r.9-f56r.19	IT2a|f56r.19|G001	otchey	⟦otchey⟧
Q	IT2a	f56r|f56r.9-f56r.19	IT2a|f56r.19|G002	keol	⟦keol⟧
Q	IT2a	f56r|f56r.9-f56r.19	IT2a|f56r.19|G003	daiin	Menge Γ
