target_occurrence_id	surface_provenance_only	page	physical_folio	locus	ordinal	line_token_count	line_position	gdt734_complete_line_v99r7	gdt734_unknown_cells_v99r7	gdt770_admitted_line	union_admitted_line	explicit_gdt770_exclusion	explicit_gdt771_exclusion	strict_discriminator_eligible	admission_source	current_reader_state	frame_ids	d1_left_eligible_donors	d1_right_eligible_donors	r2_left_eligible_donors	r2_right_eligible_donors	written_line_eva	target_default_credit	target_role_credit	confirmed_lexeme	confirmed_plaintext	component_export_credit
G769-T0323	ol	f78v	f78	f78v.12	2	8	MIDDLE	1	0	0	1	0	1	0	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F04_MOIST_R2|F14_MEDIAL_TWO_SIDED_LINKER	sheor@1:d1:roles=AMOUNT_VALUE/CONTENT_PREPARATION/QUALITY_STAGE:features=MATERIAL/MOIST/STATE_MOIST_ANCHOR/VALUE_AMOUNT	qokaiin@3:d1:roles=KNOWN_OTHER:features=NONE	sheor@1:d1:roles=AMOUNT_VALUE/CONTENT_PREPARATION/QUALITY_STAGE:features=MATERIAL/MOIST/STATE_MOIST_ANCHOR/VALUE_AMOUNT	qokaiin@3:d1:roles=KNOWN_OTHER:features=NONE	sheor ol qokaiin shckhy otaly qolsheey qokal sain	0	0	0	0	0
G769-T0324	ol	f78v	f78	f78v.19	2	7	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F03_DRY_R2	NONE	chedar@3:d1:roles=AMOUNT_VALUE/QUALITY_STAGE:features=DRY/STAGE/VALUE_AMOUNT	NONE	chedar@3:d1:roles=AMOUNT_VALUE/QUALITY_STAGE:features=DRY/STAGE/VALUE_AMOUNT	lchedy ol chedar shedy lor shedaldy orain	0	0	0	0	0
G769-T0326	ol	f78v	f78	f78v.21	5	8	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F04_MOIST_R2|F14_MEDIAL_TWO_SIDED_LINKER	otaiin@4:d1:roles=KNOWN_OTHER:features=NONE	NONE	otaiin@4:d1:roles=KNOWN_OTHER:features=NONE	shedy@7:d2:roles=CONTENT_PREPARATION/QUALITY_STAGE:features=MOIST/STAGE	chedy lshedy olshedy otaiin ol qokar shedy yteedy	0	0	0	0	0
G769-T0327	ol	f78v	f78	f78v.22	3	10	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F04_MOIST_R2|F14_MEDIAL_TWO_SIDED_LINKER|F15_STATE_TRANSITION_BRIDGE	shey@2:d1:roles=CONTENT_PREPARATION/QUALITY_STAGE:features=MOIST/STAGE	shedy@4:d1:roles=CONTENT_PREPARATION/QUALITY_STAGE:features=MOIST/STAGE	shey@2:d1:roles=CONTENT_PREPARATION/QUALITY_STAGE:features=MOIST/STAGE	shedy@4:d1:roles=CONTENT_PREPARATION/QUALITY_STAGE:features=MOIST/STAGE	okol shey ol shedy okal okchey okeol ol chedy qol	0	0	0	0	0
G769-T0328	ol	f78v	f78	f78v.24	3	9	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F04_MOIST_R2|F09_COLD_R2|F14_MEDIAL_TWO_SIDED_LINKER|F15_STATE_TRANSITION_BRIDGE	shedy@2:d1:roles=CONTENT_PREPARATION/QUALITY_STAGE:features=MOIST/STAGE	sheedy@4:d1:roles=CONTENT_PREPARATION/QUALITY_STAGE:features=MOIST/STAGE	shedy@2:d1:roles=CONTENT_PREPARATION/QUALITY_STAGE:features=MOIST/STAGE ; ytaiin@1:d2:roles=QUALITY_STAGE:features=COLD/STAGE	sheedy@4:d1:roles=CONTENT_PREPARATION/QUALITY_STAGE:features=MOIST/STAGE	ytaiin shedy ol sheedy olshdy shey kshdy shol kedy	0	0	0	0	0
G769-T0331	ol	f78v	f78	f78v.26	5	9	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	NONE	NONE	NONE	NONE	NONE	qokaiin or sheedy otain ol shedy sol fchedy otaldy	0	0	0	0	0
G769-T0335	ol	f78v	f78	f78v.28	5	10	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F08_HOT_R2|F14_MEDIAL_TWO_SIDED_LINKER	NONE	oteedy@6:d1:roles=KNOWN_OTHER:features=NONE	qokey@3:d2:roles=QUALITY_STAGE:features=HOT/STAGE	oteedy@6:d1:roles=KNOWN_OTHER:features=NONE ; chcthy@7:d2:roles=NONE:features=NONE	olkain shey qokey okar ol oteedy chcthy los aiin d	0	0	0	0	0
G769-T0336	ol	f78v	f78	f78v.29	9	11	MIDDLE	1	0	0	1	1	0	0	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F01_AMOUNT_DIRECT|F06_TARGET_BEFORE_PROCESS|F14_MEDIAL_TWO_SIDED_LINKER|F16_RELATIONAL_AMOUNT_ORDER	aiiin@8:d1:roles=AMOUNT_VALUE:features=AMOUNT_SPAN_MEMBER/VALUE_AMOUNT	NONE	aiiin@8:d1:roles=AMOUNT_VALUE:features=AMOUNT_SPAN_MEMBER/VALUE_AMOUNT	ary@11:d2:roles=AMOUNT_VALUE/CLOSE/CONTENT_PREPARATION/QUALITY_STAGE:features=CLOSE/MATERIAL/STAGE/VALUE_AMOUNT	lchedy otchey qol chedy lr al s aiiin ol shedy ary	0	0	0	0	0
G769-T0318	ol	f78v	f78	f78v.5	4	11	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F08_HOT_R2	olkain@3:d1:roles=CONTENT_PREPARATION/QUALITY_STAGE:features=HOT/MATERIAL/STAGE	NONE	olkain@3:d1:roles=CONTENT_PREPARATION/QUALITY_STAGE:features=HOT/MATERIAL/STAGE	NONE	qor olkeey olkain ol chsey ol cheeky dar okal dal olchedy	0	0	0	0	0
G769-T0319	ol	f78v	f78	f78v.5	6	11	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	NONE	NONE	NONE	NONE	NONE	qor olkeey olkain ol chsey ol cheeky dar okal dal olchedy	0	0	0	0	0
G769-T0320	otar	f78v	f78	f78v.7	8	9	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F14_MEDIAL_TWO_SIDED_LINKER	qokedy@7:d1:roles=KNOWN_OTHER:features=NONE	otedy@9:d1:roles=KNOWN_OTHER:features=NONE	qokedy@7:d1:roles=KNOWN_OTHER:features=NONE ; qokeedy@6:d2:roles=KNOWN_OTHER:features=NONE	otedy@9:d1:roles=KNOWN_OTHER:features=NONE	otor y shedy otedy shedy qokeedy qokedy otar otedy	0	0	0	0	0
G769-T0342	ol	f79r	f79	f79r.17	11	11	LAST	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F07_LINE_FINAL_OR_CLOSE	NONE	NONE	ches@9:d2:roles=KNOWN_OTHER:features=NONE	NONE	qokaiin shy lsheey ls air or aror otaiin ches olol ol	0	0	0	0	0
G769-T0343	ol	f79r	f79	f79r.18	9	10	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F14_MEDIAL_TWO_SIDED_LINKER	NONE	dam@10:d1:roles=AMOUNT_VALUE:features=VALUE_AMOUNT	NONE	dam@10:d1:roles=AMOUNT_VALUE:features=VALUE_AMOUNT	solor olshey qokaiin chey qokain otain otain otal ol dam	0	0	0	0	0
G769-T0347	ol	f79r	f79	f79r.32	5	10	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F04_MOIST_R2	NONE	olaiin@6:d1:roles=AMOUNT_VALUE/CONTENT_PREPARATION:features=MATERIAL/VALUE_AMOUNT	NONE	olaiin@6:d1:roles=AMOUNT_VALUE/CONTENT_PREPARATION:features=MATERIAL/VALUE_AMOUNT ; shey@7:d2:roles=CONTENT_PREPARATION/QUALITY_STAGE:features=MOIST/STAGE	sol cheedy qoteedy okaiin ol olaiin shey daiin chy ol	0	0	0	0	0
G769-T0348	ol	f79r	f79	f79r.32	10	10	LAST	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F07_LINE_FINAL_OR_CLOSE	NONE	NONE	daiin@8:d2:roles=SCALAR_VALUE:features=VALUE_AMOUNT	NONE	sol cheedy qoteedy okaiin ol olaiin shey daiin chy ol	0	0	0	0	0
G769-T0354	ol	f79r	f79	f79r.41	6	9	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F03_DRY_R2|F08_HOT_R2	chkain@5:d1:roles=QUALITY_STAGE:features=DRY/HOT/STAGE	NONE	chkain@5:d1:roles=QUALITY_STAGE:features=DRY/HOT/STAGE ; oteedy@4:d2:roles=KNOWN_OTHER:features=NONE	NONE	qokain shedy qotain oteedy chkain ol ol chedy oly	0	0	0	0	0
G769-T0355	ol	f79r	f79	f79r.41	7	9	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F03_DRY_R2|F08_HOT_R2	NONE	NONE	chkain@5:d2:roles=QUALITY_STAGE:features=DRY/HOT/STAGE	NONE	qokain shedy qotain oteedy chkain ol ol chedy oly	0	0	0	0	0
G769-T0338	ol	f79r	f79	f79r.6	3	9	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F08_HOT_R2	NONE	olkeey@4:d1:roles=KNOWN_OTHER:features=NONE	NONE	olkeey@4:d1:roles=KNOWN_OTHER:features=NONE ; qokey@5:d2:roles=QUALITY_STAGE:features=HOT/STAGE	shol okar ol olkeey qokey sain olcheey qol chey	0	0	0	0	0
G769-T0339	ol	f79r	f79	f79r.7	5	10	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F04_MOIST_R2|F14_MEDIAL_TWO_SIDED_LINKER	NONE	NONE	shey@3:d2:roles=CONTENT_PREPARATION/QUALITY_STAGE:features=MOIST/STAGE	qokain@7:d2:roles=KNOWN_OTHER:features=NONE	polchedy qokar shey qokl ol cheey qokain chey qoty qokar	0	0	0	0	0
G769-T0357	otar	f79v	f79	f79v.11	6	7	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	NONE	NONE	NONE	qokain@4:d2:roles=KNOWN_OTHER:features=NONE	NONE	olcheey lchedy qolkeedy qokain chckhy otar olkam	0	0	0	0	0
G769-T0360	ol	f79v	f79	f79v.25	2	9	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F04_MOIST_R2|F06_TARGET_BEFORE_PROCESS|F07_LINE_FINAL_OR_CLOSE|F08_HOT_R2|F14_MEDIAL_TWO_SIDED_LINKER|F15_STATE_TRANSITION_BRIDGE	qokeey@1:d1:roles=QUALITY_STAGE:features=HOT/STAGE	olshdy@3:d1:roles=CLOSE/CONTENT_PREPARATION/QUALITY_STAGE:features=CLOSE/MATERIAL/MOIST/STAGE	qokeey@1:d1:roles=QUALITY_STAGE:features=HOT/STAGE	olshdy@3:d1:roles=CLOSE/CONTENT_PREPARATION/QUALITY_STAGE:features=CLOSE/MATERIAL/MOIST/STAGE ; qotain@4:d2:roles=KNOWN_OTHER:features=NONE	qokeey ol olshdy qotain oteedy olkain otshey sain ol	0	0	0	0	0
G769-T0361	ol	f79v	f79	f79v.25	9	9	LAST	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F07_LINE_FINAL_OR_CLOSE	NONE	NONE	otshey@7:d2:roles=KNOWN_OTHER:features=NONE	NONE	qokeey ol olshdy qotain oteedy olkain otshey sain ol	0	0	0	0	0
G769-T0366	ol	f79v	f79	f79v.35	5	11	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F14_MEDIAL_TWO_SIDED_LINKER	NONE	NONE	kain@3:d2:roles=KNOWN_OTHER:features=NONE	dain@7:d2:roles=NONE:features=NONE	qor cheey kain chl ol otol dain otain ol oteedy qokan	0	0	0	0	0
G769-T0367	ol	f79v	f79	f79v.35	9	11	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F14_MEDIAL_TWO_SIDED_LINKER	NONE	oteedy@10:d1:roles=KNOWN_OTHER:features=NONE	dain@7:d2:roles=NONE:features=NONE	oteedy@10:d1:roles=KNOWN_OTHER:features=NONE ; qokan@11:d2:roles=NONE:features=NONE	qor cheey kain chl ol otol dain otain ol oteedy qokan	0	0	0	0	0
G769-T0370	ol	f79v	f79	f79v.40	4	10	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F14_MEDIAL_TWO_SIDED_LINKER	okain@3:d1:roles=KNOWN_OTHER:features=NONE	oiin@5:d1:roles=CONTENT_PREPARATION:features=PREPARATION	okain@3:d1:roles=KNOWN_OTHER:features=NONE ; aiin@2:d2:roles=KNOWN_OTHER:features=NONE	oiin@5:d1:roles=CONTENT_PREPARATION:features=PREPARATION ; qokoin@6:d2:roles=KNOWN_OTHER:features=NONE	qokees aiin okain ol oiin qokoin sheky qokeedy qokar ol	0	0	0	0	0
G769-T0371	ol	f79v	f79	f79v.40	10	10	LAST	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F07_LINE_FINAL_OR_CLOSE	NONE	NONE	qokeedy@8:d2:roles=KNOWN_OTHER:features=NONE	NONE	qokees aiin okain ol oiin qokoin sheky qokeedy qokar ol	0	0	0	0	0
G769-T0356	ol	f79v	f79	f79v.9	2	6	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	NONE	NONE	NONE	NONE	qokeedy@4:d2:roles=KNOWN_OTHER:features=NONE	sar ol sheey qokeedy qokechey qol	0	0	0	0	0
G769-T0373	ol	f80r	f80	f80r.16	4	11	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F14_MEDIAL_TWO_SIDED_LINKER	NONE	NONE	qokeedy@2:d2:roles=KNOWN_OTHER:features=NONE	qokain@6:d2:roles=KNOWN_OTHER:features=NONE	solchedy qokeedy qokar ol chedy qokain shecthy qokeedy saltar chkain oty	0	0	0	0	0
G769-T0374	ol	f80r	f80	f80r.23	10	14	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	NONE	NONE	NONE	NONE	NONE	yshey l shey kaiin lor aiiin shcthy pchey ty ol keedy tar oky lar	0	0	0	0	0
G769-T0375	ol	f80r	f80	f80r.24	5	13	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	NONE	NONE	dain@6:d1:roles=NONE:features=NONE	NONE	dain@6:d1:roles=NONE:features=NONE	lol chey rchy r ol dain oty qoty otalor sheckhy olkeey ral chedyor	0	0	0	0	0
G769-T0376	ol	f80r	f80	f80r.27	5	10	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F08_HOT_R2|F14_MEDIAL_TWO_SIDED_LINKER	olkaiin@4:d1:roles=KNOWN_OTHER:features=NONE	olkain@6:d1:roles=CONTENT_PREPARATION/QUALITY_STAGE:features=HOT/MATERIAL/STAGE	olkaiin@4:d1:roles=KNOWN_OTHER:features=NONE ; otaiin@3:d2:roles=KNOWN_OTHER:features=NONE	olkain@6:d1:roles=CONTENT_PREPARATION/QUALITY_STAGE:features=HOT/MATERIAL/STAGE ; oraiin@7:d2:roles=AMOUNT_VALUE:features=VALUE_AMOUNT	lol shar otaiin olkaiin ol olkain oraiin olor checthy olor	0	0	0	0	0
G769-T0377	ol	f80r	f80	f80r.32	8	8	LAST	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F07_LINE_FINAL_OR_CLOSE	okain@7:d1:roles=KNOWN_OTHER:features=NONE	NONE	okain@7:d1:roles=KNOWN_OTHER:features=NONE ; qokain@6:d2:roles=KNOWN_OTHER:features=NONE	NONE	solchey qoky r cheykain sheckhy qokain okain ol	0	0	0	0	0
G769-T0378	ol	f80r	f80	f80r.33	8	8	LAST	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F07_LINE_FINAL_OR_CLOSE	shecthy@7:d1:roles=NONE:features=NONE	NONE	shecthy@7:d1:roles=NONE:features=NONE ; okain@6:d2:roles=KNOWN_OTHER:features=NONE	NONE	solchey qokeey lkar otal olkeey okain shecthy ol	0	0	0	0	0
G769-T0384	ol	f80r	f80	f80r.41	5	9	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F04_MOIST_R2|F14_MEDIAL_TWO_SIDED_LINKER|F15_STATE_TRANSITION_BRIDGE	NONE	shedy@6:d1:roles=CONTENT_PREPARATION/QUALITY_STAGE:features=MOIST/STAGE	NONE	shedy@6:d1:roles=CONTENT_PREPARATION/QUALITY_STAGE:features=MOIST/STAGE ; checkhy@7:d2:roles=KNOWN_OTHER:features=NONE	tolkain otal chedy qokar ol shedy checkhy or oly	0	0	0	0	0
G769-T0385	ol	f80r	f80	f80r.42	8	8	LAST	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F07_LINE_FINAL_OR_CLOSE	qokain@7:d1:roles=KNOWN_OTHER:features=NONE	NONE	qokain@7:d1:roles=KNOWN_OTHER:features=NONE ; checthy@6:d2:roles=KNOWN_OTHER:features=NONE	NONE	y cheeytal checthy qokain qokain checthy qokain ol	0	0	0	0	0
G769-T0390	ol	f80v	f80	f80v.13	3	6	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	NONE	NONE	NONE	NONE	NONE	lor ar ol olor chey koldy	0	0	0	0	0
G769-T0391	ol	f80v	f80	f80v.15	11	12	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	NONE	dain@10:d1:roles=NONE:features=NONE	NONE	dain@10:d1:roles=NONE:features=NONE	NONE	qotaiin chty lchedy s aly tol chey qoteedy otal dain ol dal	0	0	0	0	0
G769-T0394	ol	f80v	f80	f80v.22	3	8	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F14_MEDIAL_TWO_SIDED_LINKER	qokal@2:d1:roles=KNOWN_OTHER:features=NONE	NONE	qokal@2:d1:roles=KNOWN_OTHER:features=NONE	NONE	dchedy qokal ol chey dal or shedy lshedy	0	0	0	0	0
G769-T0395	ol	f80v	f80	f80v.24	7	10	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F08_HOT_R2|F09_COLD_R2|F14_MEDIAL_TWO_SIDED_LINKER|F15_STATE_TRANSITION_BRIDGE	otaiin@6:d1:roles=KNOWN_OTHER:features=NONE	NONE	otaiin@6:d1:roles=KNOWN_OTHER:features=NONE ; qotol@5:d2:roles=CONTENT_PREPARATION/QUALITY_STAGE:features=COLD/MATERIAL	qoky@9:d2:roles=QUALITY_STAGE:features=HOT/STAGE	yshedy qokeey qokey qoty qotol otaiin ol chedy qoky daiin	0	0	0	0	0
G769-T0396	ol	f80v	f80	f80v.28	7	11	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F08_HOT_R2|F14_MEDIAL_TWO_SIDED_LINKER	qokain@6:d1:roles=KNOWN_OTHER:features=NONE	kaiin@8:d1:roles=QUALITY_STAGE:features=HOT/STAGE	qokain@6:d1:roles=KNOWN_OTHER:features=NONE ; chain@5:d2:roles=NONE:features=NONE	kaiin@8:d1:roles=QUALITY_STAGE:features=HOT/STAGE	olcheol qokain or al chain qokain ol kaiin okeedy qokey ly	0	0	0	0	0
G769-T0397	ol	f80v	f80	f80v.29	4	5	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F08_HOT_R2|F14_MEDIAL_TWO_SIDED_LINKER|F15_STATE_TRANSITION_BRIDGE	olkain@3:d1:roles=CONTENT_PREPARATION/QUALITY_STAGE:features=HOT/MATERIAL/STAGE	keeol@5:d1:roles=CONTENT_PREPARATION/QUALITY_STAGE:features=HOT/MATERIAL	olkain@3:d1:roles=CONTENT_PREPARATION/QUALITY_STAGE:features=HOT/MATERIAL/STAGE ; olkain@2:d2:roles=CONTENT_PREPARATION/QUALITY_STAGE:features=HOT/MATERIAL/STAGE	keeol@5:d1:roles=CONTENT_PREPARATION/QUALITY_STAGE:features=HOT/MATERIAL	qokain olkain olkain ol keeol	0	0	0	0	0
G769-T0398	ol	f80v	f80	f80v.31	2	9	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F08_HOT_R2	NONE	NONE	NONE	olkain@4:d2:roles=CONTENT_PREPARATION/QUALITY_STAGE:features=HOT/MATERIAL/STAGE	qol ol oiin olkain ol chedy qokain olshey qokain	0	0	0	0	0
G769-T0399	ol	f80v	f80	f80v.35	9	12	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F04_MOIST_R2|F08_HOT_R2|F14_MEDIAL_TWO_SIDED_LINKER|F15_STATE_TRANSITION_BRIDGE	okiin@8:d1:roles=KNOWN_OTHER:features=NONE	kain@10:d1:roles=QUALITY_STAGE:features=HOT/STAGE	okiin@8:d1:roles=KNOWN_OTHER:features=NONE ; kain@7:d2:roles=QUALITY_STAGE:features=HOT/STAGE	kain@10:d1:roles=QUALITY_STAGE:features=HOT/STAGE ; shey@11:d2:roles=CONTENT_PREPARATION/QUALITY_STAGE:features=MOIST/STAGE	tol oltain olkar y qol qol kain okiin ol kain shey ldy	0	0	0	0	0
G769-T0400	ol	f80v	f80	f80v.39	6	10	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F14_MEDIAL_TWO_SIDED_LINKER	ches@5:d1:roles=KNOWN_OTHER:features=NONE	NONE	ches@5:d1:roles=KNOWN_OTHER:features=NONE ; qokain@4:d2:roles=KNOWN_OTHER:features=NONE	qokeedy@8:d2:roles=KNOWN_OTHER:features=NONE	sol aiin chey qokain ches ol chckhy qokeedy tchdy aral	0	0	0	0	0
G769-T0401	ol	f80v	f80	f80v.40	2	10	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F03_DRY_R2|F14_MEDIAL_TWO_SIDED_LINKER	qokain@1:d1:roles=KNOWN_OTHER:features=NONE	cheeor@3:d1:roles=AMOUNT_VALUE/CONTENT_PREPARATION/QUALITY_STAGE:features=DRY/MATERIAL/STAGE/VALUE_AMOUNT	qokain@1:d1:roles=KNOWN_OTHER:features=NONE	cheeor@3:d1:roles=AMOUNT_VALUE/CONTENT_PREPARATION/QUALITY_STAGE:features=DRY/MATERIAL/STAGE/VALUE_AMOUNT	qokain ol cheeor olar chey tchar ol chedy qotal olchedy	0	0	0	0	0
G769-T0389	ol	f80v	f80	f80v.5	8	8	LAST	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F07_LINE_FINAL_OR_CLOSE	qotain@7:d1:roles=KNOWN_OTHER:features=NONE	NONE	qotain@7:d1:roles=KNOWN_OTHER:features=NONE	NONE	okeedy chedy olkeedy oy qokaiin shckhy qotain ol	0	0	0	0	0
G769-T0411	ol	f81r	f81	f81r.12	3	6	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F04_MOIST_R2|F08_HOT_R2|F09_COLD_R2|F14_MEDIAL_TWO_SIDED_LINKER|F15_STATE_TRANSITION_BRIDGE	tedy@2:d1:roles=CLOSE/QUALITY_STAGE:features=CLOSE/COLD/STAGE	sheedy@4:d1:roles=CONTENT_PREPARATION/QUALITY_STAGE:features=MOIST/STAGE	tedy@2:d1:roles=CLOSE/QUALITY_STAGE:features=CLOSE/COLD/STAGE	sheedy@4:d1:roles=CONTENT_PREPARATION/QUALITY_STAGE:features=MOIST/STAGE ; qokeey@5:d2:roles=QUALITY_STAGE:features=HOT/STAGE	ychedy tedy ol sheedy qokeey loly	0	0	0	0	0
G769-T0412	ol	f81r	f81	f81r.15	2	5	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	NONE	NONE	NONE	NONE	qokeedy@4:d2:roles=KNOWN_OTHER:features=NONE	sain ol cheedy qokeedy otedy	0	0	0	0	0
G769-T0413	ol	f81r	f81	f81r.17	6	7	MIDDLE	1	0	0	1	0	0	1	GDT734_COMPLETE_CACHE	STRUCTURAL_COMPLETE_CACHE__RERENDER_REQUIRED	F04_MOIST_R2|F14_MEDIAL_TWO_SIDED_LINKER	qokedy@5:d1:roles=KNOWN_OTHER:features=NONE	ochedar@7:d1:roles=KNOWN_OTHER:features=NONE	qokedy@5:d1:roles=KNOWN_OTHER:features=NONE ; shey@4:d2:roles=CONTENT_PREPARATION/QUALITY_STAGE:features=MOIST/STAGE	ochedar@7:d1:roles=KNOWN_OTHER:features=NONE	y checthy okeedy shey qokedy ol ochedar	0	0	0	0	0
