surface_id	visible_surface	register_status	prose_occurrences	astro_occurrences	common_atom_sequences	classification	historical_layer	composition_autonomy	apprentice_action_de	memorized_body_or_residue	classification_evidence	short_spoken_value_de
SF0190	odchecthy	ASTRO_ONLY	0	1	OD+CTH	ASTRO_OD_PRODUCTIVE_MODIFIER	BOUND_TABLE_MODIFIER	FULL_WITH_OWNER	Grundkörper lesen, OD=markiert hinzufügen, Y/Argument rechts lesen	NONE	ASTRO_LOCAL:OD	Bereitbedingung markieren
SF0191	ody	PROSE_AND_ASTRO	1	1	PROSE:ODY_WHOLE|ASTRO:OD+Y	REGISTER_SPLIT_ASTRO_OD_PROSE_WHOLE	ASTRO_MODIFIER_VS_PROSE_NOMENCLATOR	REGISTER_SPLIT	im Astroregister OD+Y lesen, in Prosa ganze Karte lernen	PROSE:ODY_WHOLE	ASTRO_LOCAL:OD	diesen Posten eintragen
SF0192	oear	ASTRO_ONLY	0	1	AR	LOCAL_NOMENCLATOR_WITH_CORE_HINT	NOMENCLATOR_PLUS_BREVIGRAPH_HINT	PARTIAL	lokale Karte lernen; sichtbaren Kern nur als Hinweis lesen	NONE	ASTRO:COMMON_CORE	Ausgangssektor, Ursprung oder Bezugswert
SF0193	oeeody	ASTRO_ONLY	0	1	EE+OD+Y	ASTRO_OD_PRODUCTIVE_MODIFIER	BOUND_TABLE_MODIFIER	FULL_WITH_OWNER	Grundkörper lesen, OD=markiert hinzufügen, Y/Argument rechts lesen	NONE	ASTRO_LOCAL:OD	diesen Posten in langer Stufe eintragen
SF0194	oeeos	ASTRO_ONLY	0	1	NONE	LOCAL_ASTRO_NOMENCLATOR	NOMENCLATOR_PLUS_OWNER	NONE	lokale Karte mit Diagrammplatz lernen	oeeos	ASTRO:NO_COMMON_CORE	lange oder volle Diagrammstufe
SF0195	oeesy	ASTRO_ONLY	0	1	NONE	LOCAL_ASTRO_NOMENCLATOR	NOMENCLATOR_PLUS_OWNER	NONE	lokale Karte mit Diagrammplatz lernen	oeesy	ASTRO:NO_COMMON_CORE	lange oder volle Diagrammstufe
SF0196	oekain	ASTRO_ONLY	0	1	AIN	LOCAL_NOMENCLATOR_WITH_CORE_HINT	NOMENCLATOR_PLUS_BREVIGRAPH_HINT	PARTIAL	lokale Karte lernen; sichtbaren Kern nur als Hinweis lesen	NONE	ASTRO:COMMON_CORE	gezaehlter Teil oder Unterabschnitt
SF0197	oeoldan	ASTRO_ONLY	0	1	OL	LOCAL_NOMENCLATOR_WITH_CORE_HINT	NOMENCLATOR_PLUS_BREVIGRAPH_HINT	PARTIAL	lokale Karte lernen; sichtbaren Kern nur als Hinweis lesen	NONE	ASTRO:COMMON_CORE	im selben Ring, Band oder Satz fortsetzen + Bedingung oder Tabellenwert anwenden
SF0198	oepchod	ASTRO_ONLY	0	1	HO	LOCAL_NOMENCLATOR_WITH_CORE_HINT	NOMENCLATOR_PLUS_BREVIGRAPH_HINT	PARTIAL	lokale Karte lernen; sichtbaren Kern nur als Hinweis lesen	NONE	ASTRO:COMMON_CORE	Himmelsobjekt oder Eingangsbedingung
SF0199	ofar	ASTRO_ONLY	0	2	AR	LOCAL_NOMENCLATOR_WITH_CORE_HINT	NOMENCLATOR_PLUS_BREVIGRAPH_HINT	PARTIAL	lokale Karte lernen; sichtbaren Kern nur als Hinweis lesen	NONE	ASTRO:COMMON_CORE	Ausgangssektor, Ursprung oder Bezugswert
SF0200	ofcheor	ASTRO_ONLY	0	1	CHEO	LOCAL_NOMENCLATOR_WITH_CORE_HINT	NOMENCLATOR_PLUS_BREVIGRAPH_HINT	PARTIAL	lokale Karte lernen; sichtbaren Kern nur als Hinweis lesen	NONE	ASTRO:COMMON_CORE	Bedingungs-, Tabellen- oder Wahlansatz
SF0201	ofydy	ASTRO_ONLY	0	1	NONE	LOCAL_ASTRO_NOMENCLATOR	NOMENCLATOR_PLUS_OWNER	NONE	lokale Karte mit Diagrammplatz lernen	ofydy	ASTRO:NO_COMMON_CORE	fester Grundlichtwert
SF0202	og	ASTRO_ONLY	0	1	NONE	LOCAL_ASTRO_NOMENCLATOR	NOMENCLATOR_PLUS_OWNER	NONE	lokale Karte mit Diagrammplatz lernen	og	ASTRO:NO_COMMON_CORE	Grundgrad
SF0203	oiiin	PROSE_ONLY	1	0	IIN	PRODUCTIVE_BREVIGRAPH	BREVIGRAPH	FULL	aus Kernen zusammensetzen	NONE	PROSE:LITERAL_PRODUCTIVE_PARSE	Sollstufe
SF0204	oiin	ASTRO_ONLY	0	1	NONE	LOCAL_ASTRO_NOMENCLATOR	NOMENCLATOR_PLUS_OWNER	NONE	lokale Karte mit Diagrammplatz lernen	oiin	ASTRO:NO_COMMON_CORE	Grad- oder Bedingungsstufe
SF0205	oiinar	ASTRO_ONLY	0	1	AR	LOCAL_NOMENCLATOR_WITH_CORE_HINT	NOMENCLATOR_PLUS_BREVIGRAPH_HINT	PARTIAL	lokale Karte lernen; sichtbaren Kern nur als Hinweis lesen	NONE	ASTRO:COMMON_CORE	Grad- oder Bedingungsstufe + Ausgangssektor, Ursprung oder Bezugswert
SF0206	okaiiin	ASTRO_ONLY	0	1	OK+IIN	LOCAL_NOMENCLATOR_WITH_COMPONENT_HINT	NOMENCLATOR_PLUS_BREVIGRAPH_HINT	PARTIAL	lokale Karte lernen, bekannten Kern als Hinweis nutzen	UNRESOLVED_LOCAL	ASTRO:LEARNED_WITH_HINT	Aktivieren + Stufe
SF0207	okaiin	PROSE_ONLY	1	0	OK+AIIN	PRODUCTIVE_BREVIGRAPH	BREVIGRAPH	FULL	aus Kernen zusammensetzen	NONE	PROSE:LITERAL_PRODUCTIVE_PARSE	auf Sollmaß einstellen
SF0208	okain	PROSE_AND_ASTRO	3	1	OK+AIN	PRODUCTIVE_BREVIGRAPH	BREVIGRAPH	FULL	aus Kernen zusammensetzen	NONE	PROSE:LITERAL_PRODUCTIVE_PARSE	eine Portion zugeben
SF0209	okair	PROSE_ONLY	1	0	OK+AIR	PRODUCTIVE_BREVIGRAPH	BREVIGRAPH	FULL	aus Kernen zusammensetzen	NONE	PROSE:LITERAL_PRODUCTIVE_PARSE	Wasser einlassen
SF0210	okal	PROSE_AND_ASTRO	2	1	OK+AL	PRODUCTIVE_BREVIGRAPH	BREVIGRAPH	FULL	aus Kernen zusammensetzen	NONE	PROSE:LITERAL_PRODUCTIVE_PARSE	dort ansetzen
SF0211	okar	ASTRO_ONLY	0	4	OK+AR	PRODUCTIVE_ASTRO_COMPOSITION	BREVIGRAPH_PLUS_OWNER	FULL_WITH_OWNER	Kerne lesen, Diagrammbesitzer ergänzen	NONE	ASTRO:FAMILY_COMPOSITION	Quelle aktivieren
SF0212	okardy	ASTRO_ONLY	0	1	OK+AR+DY_BOUND	BOUND_MODIFIER_COMPOSITION	BREVIGRAPH_PLUS_MENSURAL_GRADE	FULL_WITH_OWNER	Kerne lesen und gebundenen Grad anwenden	NONE	ASTRO:FAMILY_COMPOSITION	Quelle aktivieren und Auswahl festhalten
SF0213	okchdy	ASTRO_ONLY	0	1	KCH	LOCAL_NOMENCLATOR_WITH_CORE_HINT	NOMENCLATOR_PLUS_BREVIGRAPH_HINT	PARTIAL	lokale Karte lernen; sichtbaren Kern nur als Hinweis lesen	NONE	ASTRO:COMMON_CORE	Diagrammposten setzen oder aktivieren + Wert oder Platzbezug uebertragen
SF0214	okchedy	PROSE_ONLY	1	0	OK+CHD+CLOSE	PRODUCTIVE_CORE_PLUS_EDGE	BREVIGRAPH	FULL	bekannten Kern und produktiven Rand zusammensetzen	NONE	PROSE:LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX	angesetzten Inhalt überführen; Schluss
SF0215	okcheys	ASTRO_ONLY	0	1	KCH	LOCAL_NOMENCLATOR_WITH_CORE_HINT	NOMENCLATOR_PLUS_BREVIGRAPH_HINT	PARTIAL	lokale Karte lernen; sichtbaren Kern nur als Hinweis lesen	NONE	ASTRO:COMMON_CORE	Diagrammplatz berechnen oder bearbeiten
SF0216	okchoal	ASTRO_ONLY	0	1	KCH+AL	LOCAL_NOMENCLATOR_WITH_COMPONENT_HINT	NOMENCLATOR_PLUS_BREVIGRAPH_HINT	PARTIAL	lokale Karte lernen, bekannten Kern als Hinweis nutzen	UNRESOLVED_LOCAL	ASTRO:LEARNED_WITH_HINT	Bearbeiten + Ziel
SF0217	okchol	PROSE_ONLY	1	0	OK+OL	PRODUCTIVE_BREVIGRAPH	BREVIGRAPH	FULL	aus Kernen zusammensetzen	NONE	PROSE:LITERAL_PRODUCTIVE_PARSE	weiterlaufenden Posten aufnehmen
SF0218	okchy	PROSE_AND_ASTRO	1	1	OK+Y	RENDERER_ALLOGRAPH_OF_PRODUCTIVE	RENDERER_PLUS_BREVIGRAPH	FULL_AFTER_RENDERER_NORMALIZATION	Renderer abziehen, dann zusammensetzen	NONE	PROSE:RENDERER_ALIAS_PLUS_PRODUCTIVE_PARSE	Posten zur Weiterbearbeitung ansetzen
SF0219	okeal	ASTRO_ONLY	0	1	OK+E+AL	BOUND_MODIFIER_COMPOSITION	BREVIGRAPH_PLUS_MENSURAL_GRADE	FULL_WITH_OWNER	Kerne lesen und gebundenen Grad anwenden	NONE	ASTRO:FAMILY_COMPOSITION	Ziel kurz aktivieren
SF0220	okear	ASTRO_ONLY	0	1	OK+E+AR	BOUND_MODIFIER_COMPOSITION	BREVIGRAPH_PLUS_MENSURAL_GRADE	FULL_WITH_OWNER	Kerne lesen und gebundenen Grad anwenden	NONE	ASTRO:FAMILY_COMPOSITION	Quelle kurz aktivieren
SF0221	okedy	ASTRO_ONLY	0	1	OK	LOCAL_NOMENCLATOR_WITH_CORE_HINT	NOMENCLATOR_PLUS_BREVIGRAPH_HINT	PARTIAL	lokale Karte lernen; sichtbaren Kern nur als Hinweis lesen	NONE	ASTRO:COMMON_CORE	Diagrammposten setzen oder aktivieren
SF0222	okeeodal	ASTRO_ONLY	0	1	OK+EE+OD+AL	ASTRO_OD_PRODUCTIVE_MODIFIER	BOUND_TABLE_MODIFIER	FULL_WITH_OWNER	Grundkörper lesen, OD=markiert hinzufügen, Y/Argument rechts lesen	NONE	ASTRO_LOCAL:OD	markiertes Ziel länger aktivieren
SF0223	okeeody	ASTRO_ONLY	0	2	OK+EE+OD+Y	ASTRO_OD_PRODUCTIVE_MODIFIER	BOUND_TABLE_MODIFIER	FULL_WITH_OWNER	Grundkörper lesen, OD=markiert hinzufügen, Y/Argument rechts lesen	NONE	ASTRO_LOCAL:OD	diesen Posten länger aktivieren und eintragen
SF0224	okeeol	PROSE_ONLY	1	0	OK+EE+OL	PRODUCTIVE_BREVIGRAPH	BREVIGRAPH	FULL	aus Kernen zusammensetzen	NONE	PROSE:LITERAL_PRODUCTIVE_PARSE	länger fortführen
SF0225	okeeos	ASTRO_ONLY	0	1	OK	LOCAL_NOMENCLATOR_WITH_CORE_HINT	NOMENCLATOR_PLUS_BREVIGRAPH_HINT	PARTIAL	lokale Karte lernen; sichtbaren Kern nur als Hinweis lesen	NONE	ASTRO:COMMON_CORE	Diagrammposten setzen oder aktivieren + lange oder volle Diagrammstufe
SF0226	okeey	PROSE_AND_ASTRO	1	4	OK+EE+Y	PRODUCTIVE_BREVIGRAPH	BREVIGRAPH	FULL	aus Kernen zusammensetzen	NONE	PROSE:LITERAL_PRODUCTIVE_PARSE	länger ansetzen
SF0227	okeo	ASTRO_ONLY	0	2	OK	LOCAL_NOMENCLATOR_WITH_CORE_HINT	NOMENCLATOR_PLUS_BREVIGRAPH_HINT	PARTIAL	lokale Karte lernen; sichtbaren Kern nur als Hinweis lesen	NONE	ASTRO:COMMON_CORE	Diagrammposten setzen oder aktivieren
SF0228	okeod	ASTRO_ONLY	0	4	OK+E+OD	ASTRO_OD_PRODUCTIVE_MODIFIER	BOUND_TABLE_MODIFIER	FULL_WITH_OWNER	Grundkörper lesen, OD=markiert hinzufügen, Y/Argument rechts lesen	NONE	ASTRO_LOCAL:OD	kurz aktivieren und markieren
SF0229	okeodal	ASTRO_ONLY	0	1	OK+E+OD+AL	ASTRO_OD_PRODUCTIVE_MODIFIER	BOUND_TABLE_MODIFIER	FULL_WITH_OWNER	Grundkörper lesen, OD=markiert hinzufügen, Y/Argument rechts lesen	NONE	ASTRO_LOCAL:OD	markiertes Ziel kurz aktivieren
SF0230	okeody	ASTRO_ONLY	0	1	OK+E+OD+Y	ASTRO_OD_PRODUCTIVE_MODIFIER	BOUND_TABLE_MODIFIER	FULL_WITH_OWNER	Grundkörper lesen, OD=markiert hinzufügen, Y/Argument rechts lesen	NONE	ASTRO_LOCAL:OD	diesen Posten kurz aktivieren und eintragen
SF0231	okey	PROSE_AND_ASTRO	1	2	OK+E+Y	PRODUCTIVE_BREVIGRAPH	BREVIGRAPH	FULL	aus Kernen zusammensetzen	NONE	PROSE:LITERAL_PRODUCTIVE_PARSE	kurz ansetzen
SF0232	okoaly	ASTRO_ONLY	0	1	OK+AL+Y	BOUND_MODIFIER_COMPOSITION	BREVIGRAPH_PLUS_MENSURAL_GRADE	FULL_WITH_OWNER	Kerne lesen und gebundenen Grad anwenden	NONE	ASTRO:FAMILY_COMPOSITION	dieses Ziel aktivieren
SF0233	okodaly	ASTRO_ONLY	0	1	OK+OD+AL+Y	ASTRO_OD_PRODUCTIVE_MODIFIER	BOUND_TABLE_MODIFIER	FULL_WITH_OWNER	Grundkörper lesen, OD=markiert hinzufügen, Y/Argument rechts lesen	NONE	ASTRO_LOCAL:OD	dieses markierte Ziel aktivieren
SF0234	okodar	ASTRO_ONLY	0	2	OK+OD+AR	ASTRO_OD_PRODUCTIVE_MODIFIER	BOUND_TABLE_MODIFIER	FULL_WITH_OWNER	Grundkörper lesen, OD=markiert hinzufügen, Y/Argument rechts lesen	NONE	ASTRO_LOCAL:OD	markierte Quelle aktivieren
SF0235	okodchy	ASTRO_ONLY	0	1	OK+OD+Y	ASTRO_OD_PRODUCTIVE_MODIFIER	BOUND_TABLE_MODIFIER	FULL_WITH_OWNER	Grundkörper lesen, OD=markiert hinzufügen, Y/Argument rechts lesen	NONE	ASTRO_LOCAL:OD	diesen markierten Posten aktivieren
SF0236	okody	ASTRO_ONLY	0	2	OK+OD+Y	ASTRO_OD_PRODUCTIVE_MODIFIER	BOUND_TABLE_MODIFIER	FULL_WITH_OWNER	Grundkörper lesen, OD=markiert hinzufügen, Y/Argument rechts lesen	NONE	ASTRO_LOCAL:OD	diesen markierten Posten aktivieren
SF0237	okoes	ASTRO_ONLY	0	1	OK	LOCAL_NOMENCLATOR_WITH_CORE_HINT	NOMENCLATOR_PLUS_BREVIGRAPH_HINT	PARTIAL	lokale Karte lernen; sichtbaren Kern nur als Hinweis lesen	NONE	ASTRO:COMMON_CORE	Diagrammposten setzen oder aktivieren
SF0238	okoirsh	ASTRO_ONLY	0	1	OK	LOCAL_NOMENCLATOR_WITH_CORE_HINT	NOMENCLATOR_PLUS_BREVIGRAPH_HINT	PARTIAL	lokale Karte lernen; sichtbaren Kern nur als Hinweis lesen	NONE	ASTRO:COMMON_CORE	Diagrammposten setzen oder aktivieren + Position oder Bedingung halten
SF0239	okol	ASTRO_ONLY	0	2	OK+OL	PRODUCTIVE_ASTRO_COMPOSITION	BREVIGRAPH_PLUS_OWNER	FULL_WITH_OWNER	Kerne lesen, Diagrammbesitzer ergänzen	NONE	ASTRO:FAMILY_COMPOSITION	Fortsetzung aktivieren
SF0240	okolar	ASTRO_ONLY	0	1	OK+OL+AR	LOCAL_NOMENCLATOR_WITH_COMPONENT_HINT	NOMENCLATOR_PLUS_BREVIGRAPH_HINT	PARTIAL	lokale Karte lernen, bekannten Kern als Hinweis nutzen	UNRESOLVED_LOCAL	ASTRO:LEARNED_WITH_HINT	Aktivieren + Fortsetzen + Quelle
SF0241	okoldy	ASTRO_ONLY	0	1	OK+OL+DY_BOUND	BOUND_MODIFIER_COMPOSITION	BREVIGRAPH_PLUS_MENSURAL_GRADE	FULL_WITH_OWNER	Kerne lesen und gebundenen Grad anwenden	NONE	ASTRO:FAMILY_COMPOSITION	Fortsetzung aktivieren und festhalten
SF0242	okshor	ASTRO_ONLY	0	1	OK+HO	LOCAL_NOMENCLATOR_WITH_COMPONENT_HINT	NOMENCLATOR_PLUS_BREVIGRAPH_HINT	PARTIAL	lokale Karte lernen, bekannten Kern als Hinweis nutzen	UNRESOLVED_LOCAL	ASTRO:LEARNED_WITH_HINT	Aktivieren + Eingangsposten
SF0243	oky	PROSE_AND_ASTRO	1	1	OK+Y	RENDERER_ALLOGRAPH_OF_PRODUCTIVE	RENDERER_PLUS_BREVIGRAPH	FULL_AFTER_RENDERER_NORMALIZATION	Renderer abziehen, dann zusammensetzen	NONE	PROSE:RENDERER_ALIAS_PLUS_PRODUCTIVE_PARSE	aktuellen Posten ansetzen
SF0244	ol	PROSE_AND_ASTRO	8	1	OL	RENDERER_ALLOGRAPH_OF_PRODUCTIVE	RENDERER_PLUS_BREVIGRAPH	FULL_AFTER_RENDERER_NORMALIZATION	Renderer abziehen, dann zusammensetzen	NONE	PROSE:RENDERER_ALIAS_PLUS_PRODUCTIVE_PARSE	fortsetzen
SF0245	olar	ASTRO_ONLY	0	1	OL+AR	PRODUCTIVE_ASTRO_COMPOSITION	BREVIGRAPH_PLUS_OWNER	FULL_WITH_OWNER	Kerne lesen, Diagrammbesitzer ergänzen	NONE	ASTRO:FORWARD_SINGLE_CELL	VON DER QUELLE WEITER
SF0246	olchedy	PROSE_ONLY	1	0	OL+CHD+CLOSE	PRODUCTIVE_CORE_PLUS_EDGE	BREVIGRAPH	FULL	bekannten Kern und produktiven Rand zusammensetzen	NONE	PROSE:LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX	weiterüberführen; Schluss
SF0247	oldy	PROSE_AND_ASTRO	2	1	OL+CLOSE	PRODUCTIVE_CORE_PLUS_EDGE	BREVIGRAPH	FULL	bekannten Kern und produktiven Rand zusammensetzen	NONE	PROSE:LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX	Fortsetzung abschließen
SF0248	olkain	PROSE_ONLY	1	0	OL+AIN	PRODUCTIVE_BREVIGRAPH	BREVIGRAPH	FULL	aus Kernen zusammensetzen	NONE	PROSE:LITERAL_PRODUCTIVE_PARSE	weitere Portion
SF0249	olkeedy	PROSE_ONLY	2	0	SOLK+EE+CLOSE	PRODUCTIVE_CORE_PLUS_EDGE	BREVIGRAPH	FULL	bekannten Kern und produktiven Rand zusammensetzen	NONE	PROSE:LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX	länger sammeln; Schluss
SF0250	olol	ASTRO_ONLY	0	1	OL+OL	UNPROMOTED_MULTI_CORE_HINT	BREVIGRAPH_HINT_PLUS_OWNER	PARTIAL	Kernfolge als Hinweis lesen, lokale Karte lernen	NONE	ASTRO:COMMON_CORE	im selben Ring, Band oder Satz fortsetzen + im selben Ring, Band oder Satz fortsetzen
SF0251	olor	PROSE_AND_ASTRO	1	1	OL+OR	RENDERER_ALLOGRAPH_OF_PRODUCTIVE	RENDERER_PLUS_BREVIGRAPH	FULL_AFTER_RENDERER_NORMALIZATION	Renderer abziehen, dann zusammensetzen	NONE	PROSE:RENDERER_ALIAS_PLUS_PRODUCTIVE_PARSE	Fortsetzungsansatz
SF0252	ols	ASTRO_ONLY	0	1	OL	LOCAL_NOMENCLATOR_WITH_CORE_HINT	NOMENCLATOR_PLUS_BREVIGRAPH_HINT	PARTIAL	lokale Karte lernen; sichtbaren Kern nur als Hinweis lesen	NONE	ASTRO:COMMON_CORE	im selben Ring, Band oder Satz fortsetzen
SF0253	olsaly	PROSE_ONLY	1	0	AL+Y	PRODUCTIVE_BREVIGRAPH	BREVIGRAPH	FULL	aus Kernen zusammensetzen	NONE	PROSE:LITERAL_PRODUCTIVE_PARSE	untere Zielstelle
SF0254	oltchy	PROSE_ONLY	1	0	OL+CTH+Y	PRODUCTIVE_CORE_PLUS_EDGE	BREVIGRAPH	FULL	bekannten Kern und produktiven Rand zusammensetzen	CTH	PROSE:LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX	bereiten Posten weiterführen
SF0255	oly	ASTRO_ONLY	0	1	OL	LOCAL_NOMENCLATOR_WITH_CORE_HINT	NOMENCLATOR_PLUS_BREVIGRAPH_HINT	PARTIAL	lokale Karte lernen; sichtbaren Kern nur als Hinweis lesen	NONE	ASTRO:COMMON_CORE	im selben Ring, Band oder Satz fortsetzen
SF0256	oparchy	ASTRO_ONLY	0	1	AR	LOCAL_NOMENCLATOR_WITH_CORE_HINT	NOMENCLATOR_PLUS_BREVIGRAPH_HINT	PARTIAL	lokale Karte lernen; sichtbaren Kern nur als Hinweis lesen	NONE	ASTRO:COMMON_CORE	Ausgangssektor, Ursprung oder Bezugswert
SF0257	opcheeol	ASTRO_ONLY	0	1	OL	LOCAL_NOMENCLATOR_WITH_CORE_HINT	NOMENCLATOR_PLUS_BREVIGRAPH_HINT	PARTIAL	lokale Karte lernen; sichtbaren Kern nur als Hinweis lesen	NONE	ASTRO:COMMON_CORE	lange oder volle Diagrammstufe + im selben Ring, Band oder Satz fortsetzen
SF0258	opcholdy	ASTRO_ONLY	0	1	HO	LOCAL_NOMENCLATOR_WITH_CORE_HINT	NOMENCLATOR_PLUS_BREVIGRAPH_HINT	PARTIAL	lokale Karte lernen; sichtbaren Kern nur als Hinweis lesen	NONE	ASTRO:COMMON_CORE	im selben Ring, Band oder Satz fortsetzen
SF0259	opodchol	ASTRO_ONLY	0	1	HO	LOCAL_NOMENCLATOR_WITH_CORE_HINT	NOMENCLATOR_PLUS_BREVIGRAPH_HINT	PARTIAL	lokale Karte lernen; sichtbaren Kern nur als Hinweis lesen	NONE	ASTRO:COMMON_CORE	im selben Ring, Band oder Satz fortsetzen
SF0260	or	PROSE_AND_ASTRO	2	1	OR	RENDERER_ALLOGRAPH_OF_PRODUCTIVE	RENDERER_PLUS_BREVIGRAPH	FULL_AFTER_RENDERER_NORMALIZATION	Renderer abziehen, dann zusammensetzen	NONE	PROSE:RENDERER_ALIAS_PLUS_PRODUCTIVE_PARSE	Ansatz
SF0261	orain	PROSE_ONLY	1	0	OR+AIN	PRODUCTIVE_BREVIGRAPH	BREVIGRAPH	FULL	aus Kernen zusammensetzen	NONE	PROSE:LITERAL_PRODUCTIVE_PARSE	Ansatzportion
SF0262	oraly	ASTRO_ONLY	0	1	OR+AL	LOCAL_NOMENCLATOR_WITH_COMPONENT_HINT	NOMENCLATOR_PLUS_BREVIGRAPH_HINT	PARTIAL	lokale Karte lernen, bekannten Kern als Hinweis nutzen	UNRESOLVED_LOCAL	ASTRO:LEARNED_WITH_HINT	Ansatz/Satz + Ziel
SF0263	oran	ASTRO_ONLY	0	1	OR	LOCAL_NOMENCLATOR_WITH_CORE_HINT	NOMENCLATOR_PLUS_BREVIGRAPH_HINT	PARTIAL	lokale Karte lernen; sichtbaren Kern nur als Hinweis lesen	NONE	ASTRO:COMMON_CORE	Bedingungs-, Tabellen- oder Wahlansatz
SF0264	os	PROSE_AND_ASTRO	1	2	OS	NOMENCLATOR_WHOLE_SIGN	NOMENCLATOR	NONE	ganze Karte lernen	OS	PROSE:MEMORIZED_WHOLE	Mischgefäß
SF0265	osar	ASTRO_ONLY	0	1	AR	LOCAL_NOMENCLATOR_WITH_CORE_HINT	NOMENCLATOR_PLUS_BREVIGRAPH_HINT	PARTIAL	lokale Karte lernen; sichtbaren Kern nur als Hinweis lesen	NONE	ASTRO:COMMON_CORE	Ausgangssektor, Ursprung oder Bezugswert
SF0266	osdaiin	ASTRO_ONLY	0	1	AIIN	LOCAL_NOMENCLATOR_WITH_CORE_HINT	NOMENCLATOR_PLUS_BREVIGRAPH_HINT	PARTIAL	lokale Karte lernen; sichtbaren Kern nur als Hinweis lesen	NONE	ASTRO:COMMON_CORE	Sollwert oder Grad eines Diagrammplatzes
SF0267	ot	ASTRO_ONLY	0	1	OT	PRODUCTIVE_CORE_SIGN	BREVIGRAPH_PLUS_OWNER	FULL_WITH_OWNER	Kern lesen, Diagrammbesitzer ergänzen	NONE	ASTRO:COMMON_CORE	naechster Platz oder folgende Bedingung
SF0268	otaiin	PROSE_ONLY	2	0	OT+AIIN	PRODUCTIVE_BREVIGRAPH	BREVIGRAPH	FULL	aus Kernen zusammensetzen	NONE	PROSE:LITERAL_PRODUCTIVE_PARSE	Folgemaß
SF0269	otal	PROSE_ONLY	1	0	OT+AL	PRODUCTIVE_BREVIGRAPH	BREVIGRAPH	FULL	aus Kernen zusammensetzen	NONE	PROSE:LITERAL_PRODUCTIVE_PARSE	danach dorthin
SF0270	otaldal	ASTRO_ONLY	0	1	OT+AL+AL	LOCAL_NOMENCLATOR_WITH_COMPONENT_HINT	NOMENCLATOR_PLUS_BREVIGRAPH_HINT	PARTIAL	lokale Karte lernen, bekannten Kern als Hinweis nutzen	UNRESOLVED_LOCAL	ASTRO:LEARNED_WITH_HINT	Folge + Ziel + Ziel
SF0271	otar	PROSE_AND_ASTRO	1	1	OT+AR	PRODUCTIVE_BREVIGRAPH	BREVIGRAPH	FULL	aus Kernen zusammensetzen	NONE	PROSE:LITERAL_PRODUCTIVE_PARSE	danach von dort
SF0272	otaza	ASTRO_ONLY	0	1	OT	LOCAL_NOMENCLATOR_WITH_CORE_HINT	NOMENCLATOR_PLUS_BREVIGRAPH_HINT	PARTIAL	lokale Karte lernen; sichtbaren Kern nur als Hinweis lesen	NONE	ASTRO:COMMON_CORE	naechster Platz oder folgende Bedingung
SF0273	otchdy	PROSE_AND_ASTRO	1	1	OT+CHD+CLOSE	PRODUCTIVE_CORE_PLUS_EDGE	BREVIGRAPH	FULL	bekannten Kern und produktiven Rand zusammensetzen	NONE	PROSE:LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX	Folgegang vollziehen; Schluss
SF0274	otchedy	PROSE_ONLY	1	0	OT+CHD+CLOSE	PRODUCTIVE_CORE_PLUS_EDGE	BREVIGRAPH	FULL	bekannten Kern und produktiven Rand zusammensetzen	NONE	PROSE:LEXICAL_BODY_PLUS_PRODUCTIVE_SUFFIX	nächsten Posten überführen; Schluss
SF0275	otcheody	ASTRO_ONLY	0	1	OT+CHEO	LOCAL_NOMENCLATOR_WITH_COMPONENT_HINT	NOMENCLATOR_PLUS_BREVIGRAPH_HINT	PARTIAL	lokale Karte lernen, bekannten Kern als Hinweis nutzen	UNRESOLVED_LOCAL	ASTRO:LEARNED_WITH_HINT	Folge + Auszug/Ausgabe
SF0276	otchey	PROSE_AND_ASTRO	2	1	OT+Y	PRODUCTIVE_BREVIGRAPH	BREVIGRAPH	FULL	aus Kernen zusammensetzen	NONE	PROSE:LITERAL_PRODUCTIVE_PARSE	nächster Teilposten
SF0277	otchl	ASTRO_ONLY	0	1	OT	LOCAL_NOMENCLATOR_WITH_CORE_HINT	NOMENCLATOR_PLUS_BREVIGRAPH_HINT	PARTIAL	lokale Karte lernen; sichtbaren Kern nur als Hinweis lesen	NONE	ASTRO:COMMON_CORE	naechster Platz oder folgende Bedingung
SF0278	otchor	PROSE_ONLY	1	0	OT+OR	PRODUCTIVE_BREVIGRAPH	BREVIGRAPH	FULL	aus Kernen zusammensetzen	NONE	PROSE:LITERAL_PRODUCTIVE_PARSE	Folgeansatz
SF0279	otchy	ASTRO_ONLY	0	1	OT	LOCAL_NOMENCLATOR_WITH_CORE_HINT	NOMENCLATOR_PLUS_BREVIGRAPH_HINT	PARTIAL	lokale Karte lernen; sichtbaren Kern nur als Hinweis lesen	NONE	ASTRO:COMMON_CORE	naechster Platz oder folgende Bedingung
