component_recipe	literal_reading_de	generic_workshop_phrase_de	source_neighbor_count	source_recipes	generic_phrase_collision_count	generic_phrase_collision_recipes	appendix_rule	surface_rule
OT+AR+AIN	DANACH · AUSGANG · ANTEIL	Danach: Vom Ausgang: Anteil.	2	OT+AL+AIN | OT+AR+Y	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
OT+CH+AIIN	DANACH · NEHMEN · WERT	Danach: Nimm den Wert.	2	OT+CH+OR | OT+CH+Y	1	CH+OT+AIIN|OT+CH+AIIN	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
OT+CH+AIN	DANACH · NEHMEN · ANTEIL	Danach: Nimm den Anteil.	2	OT+CH+OR | OT+CH+Y	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
OT+EE+AIIN	DANACH · GRAD II · WERT	Danach: Wert auf Grad II.	2	OT+EE+OR | OT+EE+Y	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
OT+EE+AIN	DANACH · GRAD II · ANTEIL	Danach: Anteil auf Grad II.	2	OT+EE+OR | OT+EE+Y	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
OT+L	DANACH · VERBINDUNG	Danach: Über die Verbindung.	2	OT+AL | OT+AR	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
OT+L+DY	DANACH · VERBINDUNG · SCHLUSS	Danach: Über die Verbindung; schließe den Schritt.	2	OT+AL+DY | OT+AR+DY	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
OT+L+Y	DANACH · VERBINDUNG · POSTEN	Danach: Über die Verbindung: Posten.	2	OT+AL+Y | OT+AR+Y	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
P	EINSETZEN	Setze ein.	2	K | OK	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
P+AL+AR	EINSETZEN · ZIELORT · AUSGANG	Setze am Zielort und vom Ausgang ein.	2	OK+AL+AR | P+AR+AR	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
P+AM_ADDR	EINSETZEN · HIER	Setze ein hier.	2	K+AM_ADDR | OK+AM_ADDR	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
P+A_ADDR+LOCAL_CHAR_I+IIN	EINSETZEN · HIER · VARIANTE · STUFE	Setze ein auf der bezeichneten Stufe hier und mit der lokalen Variante.	2	K+A_ADDR+LOCAL_CHAR_I+IIN | OK+A_ADDR+LOCAL_CHAR_I+IIN	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
P+CH+AIIN	EINSETZEN · NEHMEN · WERT	Setze den Wert ein; nimm den Wert.	2	K+CH+AIIN | P+CH+OR	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
P+CH+E+Y	EINSETZEN · NEHMEN · GRAD I · POSTEN	Setze den Posten ein; nimm den Posten auf Grad I.	2	K+CH+E+Y | OK+CH+E+Y	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
P+CH+EE+Y	EINSETZEN · NEHMEN · GRAD II · POSTEN	Setze den Posten ein; nimm den Posten auf Grad II.	2	K+CH+EE+Y | OK+CH+EE+Y	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
P+CH+Y	EINSETZEN · NEHMEN · POSTEN	Setze den Posten ein; nimm den Posten.	2	OK+CH+Y | P+CH+OR	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
P+CHD+AIR	EINSETZEN · BEARBEITEN · BAHN	Setze ein; bearbeite entlang der Bahn.	2	P+CHD+AL | P+CHD+AR	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
P+CHD+L	EINSETZEN · BEARBEITEN · VERBINDUNG	Setze ein; bearbeite über die Verbindung.	2	P+CHD+AL | P+CHD+AR	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
P+E+DY	EINSETZEN · GRAD I · SCHLUSS	Setze ein auf Grad I; schließe den Schritt.	2	K+E+DY | OK+E+DY	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
P+E+O+AL	EINSETZEN · GRAD I · AUSFÜHRUNG · ZIELORT	Setze am Zielort ein auf Grad I als Ausführung.	2	K+E+O+AL | OK+E+O+AL	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
P+E+OL	EINSETZEN · GRAD I · FORTSETZEN	Weiter: Setze ein auf Grad I.	2	K+E+OL | OK+E+OL	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
P+E+OR	EINSETZEN · GRAD I · EINHEIT	Setze die Einheit ein auf Grad I.	2	K+E+OR | OK+E+OR	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
P+E+Y	EINSETZEN · GRAD I · POSTEN	Setze den Posten ein auf Grad I.	2	K+E+Y | OK+E+Y	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
P+EE+DY	EINSETZEN · GRAD II · SCHLUSS	Setze ein auf Grad II; schließe den Schritt.	2	K+EE+DY | OK+EE+DY	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
P+EE+O	EINSETZEN · GRAD II · AUSFÜHRUNG	Setze ein auf Grad II als Ausführung.	2	K+EE+O | OK+EE+O	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
P+EE+O+D_ADDR	EINSETZEN · GRAD II · AUSFÜHRUNG · HIER	Setze ein auf Grad II als Ausführung hier.	2	K+EE+O+D_ADDR | OK+EE+O+D_ADDR	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
P+EE+Y	EINSETZEN · GRAD II · POSTEN	Setze den Posten ein auf Grad II.	2	K+EE+Y | OK+EE+Y	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
P+O+D_ADDR	EINSETZEN · AUSFÜHRUNG · HIER	Setze ein als Ausführung hier.	2	K+O+D_ADDR | OK+O+D_ADDR	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
P+O+D_ADDR+AIIN	EINSETZEN · AUSFÜHRUNG · HIER · WERT	Setze den Wert ein als Ausführung hier.	2	K+O+D_ADDR+AIIN | OK+O+D_ADDR+AIIN	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
P+OL+CHD+Y	EINSETZEN · FORTSETZEN · BEARBEITEN · POSTEN	Weiter: Setze den Posten ein; bearbeite den Posten.	2	K+OL+CHD+Y | P+OL+SH+Y	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
P+OL+DY	EINSETZEN · FORTSETZEN · SCHLUSS	Weiter: Setze ein; schließe den Schritt.	2	K+OL+DY | OK+OL+DY	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
P+SH+DY	EINSETZEN · HALTEN · SCHLUSS	Setze ein; halte; schließe den Schritt.	2	OK+SH+DY | P+CHD+DY	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
P+SH+E+Y	EINSETZEN · HALTEN · GRAD I · POSTEN	Setze den Posten ein; halte den Posten auf Grad I.	2	K+SH+E+Y | OK+SH+E+Y	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
P+SH+O	EINSETZEN · HALTEN · AUSFÜHRUNG	Setze ein; halte als Ausführung.	2	K+SH+O | OK+SH+O	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
S+AL+AL	WÄHLEN · ZIELORT · ZIELORT	Wähle am Zielort und am Zielort.	2	S+AIR+AL | S+AR+AL	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
S+CH+P+E+Y	WÄHLEN · NEHMEN · EINSETZEN · GRAD I · POSTEN	Wähle den Posten; nimm den Posten; setze den Posten ein auf Grad I.	2	CH+CH+P+E+Y | S+CH+K+E+Y	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
S+EE+OR	WÄHLEN · GRAD II · EINHEIT	Wähle die Einheit auf Grad II.	2	CH+EE+OR | S+EE+Y	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
S+K+AIR	WÄHLEN · GEBEN · BAHN	Wähle; gib entlang der Bahn.	2	CH+K+AIR | S+K+AL	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
S+K+AR	WÄHLEN · GEBEN · AUSGANG	Wähle; gib vom Ausgang.	2	CH+K+AR | S+K+AL	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
S+K+EE+DY	WÄHLEN · GEBEN · GRAD II · SCHLUSS	Wähle; gib auf Grad II; schließe den Schritt.	2	CH+K+EE+DY | S+OK+EE+DY	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
S+L+AL	WÄHLEN · VERBINDUNG · ZIELORT	Wähle über die Verbindung und am Zielort.	2	S+AIR+AL | S+AR+AL	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
S+OT+AIN	WÄHLEN · DANACH · ANTEIL	Danach: Wähle den Anteil.	2	S+OT+AIIN | S+OT+Y	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
S+OT+OR	WÄHLEN · DANACH · EINHEIT	Danach: Wähle die Einheit.	2	S+OT+AIIN | S+OT+Y	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
S+P+AL	WÄHLEN · EINSETZEN · ZIELORT	Wähle; setze am Zielort ein.	2	CH+P+AL | S+K+AL	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
SH+CH+T+AIN	HALTEN · NEHMEN · EINSTELLEN · ANTEIL	Halte den Anteil; nimm den Anteil; stelle den Anteil ein.	2	SH+CH+T+AIIN | SH+CH+T+Y	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
SH+CH+T+OR	HALTEN · NEHMEN · EINSTELLEN · EINHEIT	Halte die Einheit; nimm die Einheit; stelle die Einheit ein.	2	SH+CH+T+AIIN | SH+CH+T+Y	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
SH+E+AIR	HALTEN · GRAD I · BAHN	Halte entlang der Bahn auf Grad I.	2	SH+E+AL | SH+E+AR	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
SH+E+CH+OK+Y	HALTEN · GRAD I · NEHMEN · SETZEN · POSTEN	Halte den Posten; nimm den Posten; setze den Posten auf Grad I.	2	SH+E+CH+K+Y | SH+E+CH+P+Y	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
SH+E+L	HALTEN · GRAD I · VERBINDUNG	Halte über die Verbindung auf Grad I.	2	SH+E+AL | SH+E+AR	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
SH+E+OK+AIIN	HALTEN · GRAD I · SETZEN · WERT	Halte den Wert; setze den Wert auf Grad I.	2	SH+E+K+AIIN | SH+E+OK+Y	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
SH+E+OK+OR	HALTEN · GRAD I · SETZEN · EINHEIT	Halte die Einheit; setze die Einheit auf Grad I.	2	SH+E+K+OR | SH+E+OK+Y	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
SH+E+OL+AIN	HALTEN · GRAD I · FORTSETZEN · ANTEIL	Weiter: Halte den Anteil auf Grad I.	2	SH+E+OL+AIIN | SH+E+OL+Y	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
SH+E+OL+OR	HALTEN · GRAD I · FORTSETZEN · EINHEIT	Weiter: Halte die Einheit auf Grad I.	2	SH+E+OL+AIIN | SH+E+OL+Y	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
SH+E+P+AIIN	HALTEN · GRAD I · EINSETZEN · WERT	Halte den Wert; setze den Wert ein auf Grad I.	2	SH+E+K+AIIN | SH+E+P+Y	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
SH+E+P+OR	HALTEN · GRAD I · EINSETZEN · EINHEIT	Halte die Einheit; setze die Einheit ein auf Grad I.	2	SH+E+K+OR | SH+E+P+Y	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
SH+EE+AIIN	HALTEN · GRAD II · WERT	Halte den Wert auf Grad II.	2	SH+EE+OR | SH+EE+Y	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
SH+EE+AIN	HALTEN · GRAD II · ANTEIL	Halte den Anteil auf Grad II.	2	SH+EE+OR | SH+EE+Y	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
SH+K+AIIN	HALTEN · GEBEN · WERT	Halte den Wert; gib den Wert.	2	SH+K+Y | SH+OK+AIIN	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
SH+K+AIN	HALTEN · GEBEN · ANTEIL	Halte den Anteil; gib den Anteil.	2	SH+K+Y | SH+OK+AIN	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
SH+L	HALTEN · VERBINDUNG	Halte über die Verbindung.	2	SH+AL | SH+AR	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
SH+O+AIN	HALTEN · AUSFÜHRUNG · ANTEIL	Halte den Anteil als Ausführung.	2	SH+O+AIIN | SH+O+Y	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
SH+O+OR	HALTEN · AUSFÜHRUNG · EINHEIT	Halte die Einheit als Ausführung.	2	SH+O+AIIN | SH+O+Y	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
SH+OK+OR	HALTEN · SETZEN · EINHEIT	Halte die Einheit; setze die Einheit.	2	SH+OK+AIIN | SH+OK+AIN	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
SH+OR+AIIN	HALTEN · EINHEIT · WERT	Halte die Einheit und den Wert.	2	SH+OR+Y | SH+Y+AIIN	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
SH+Y+Y	HALTEN · POSTEN · POSTEN	Halte den Posten und den Posten.	2	SH+OR+Y | SH+Y+AIIN	1	SH+Y+Y|Y+SH+Y	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
T+AIR	EINSTELLEN · BAHN	Stelle entlang der Bahn ein.	2	T+AL | T+AR	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
T+CHD+AIN	EINSTELLEN · BEARBEITEN · ANTEIL	Stelle den Anteil ein; bearbeite den Anteil.	2	T+CHD+AIIN | T+CHD+Y	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
T+L	EINSTELLEN · VERBINDUNG	Stelle über die Verbindung ein.	2	T+AL | T+AR	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
T+SH+AIIN	EINSTELLEN · HALTEN · WERT	Stelle den Wert ein; halte den Wert.	2	T+CHD+AIIN | T+SH+OR	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
T+SH+Y	EINSTELLEN · HALTEN · POSTEN	Stelle den Posten ein; halte den Posten.	2	T+CHD+Y | T+SH+OR	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
Y+CHD+OR	POSTEN · BEARBEITEN · EINHEIT	Bearbeite den Posten und die Einheit.	2	Y+CHD+Y | Y+SH+OR	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
Y+D_ADDR+AL	POSTEN · HIER · ZIELORT	Posten am Zielort hier.	2	Y+D_ADDR+AIR | Y+D_ADDR+AR	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
Y+D_ADDR+L	POSTEN · HIER · VERBINDUNG	Posten über die Verbindung hier.	2	Y+D_ADDR+AIR | Y+D_ADDR+AR	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
Y+K+CH+AIIN	POSTEN · GEBEN · NEHMEN · WERT	Gib den Posten und den Wert; nimm den Posten und den Wert.	2	Y+K+CH+OR | Y+K+CH+Y	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
Y+K+CH+AIN	POSTEN · GEBEN · NEHMEN · ANTEIL	Gib den Posten und den Anteil; nimm den Posten und den Anteil.	2	Y+K+CH+OR | Y+K+CH+Y	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
Y+K+E+O+D_ADDR+Y	POSTEN · GEBEN · GRAD I · AUSFÜHRUNG · HIER · POSTEN	Gib den Posten und den Posten auf Grad I als Ausführung hier.	2	Y+K+E+O+D_ADDR+AIN | Y+OK+E+O+D_ADDR+Y	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
Y+K+EE+AIIN	POSTEN · GEBEN · GRAD II · WERT	Gib den Posten und den Wert auf Grad II.	2	Y+K+EE+OR | Y+K+EE+Y	0	NONE	EXACT_RECIPE_KEY_REQUIRED__PHRASE_ALONE_NEVER_MATCHES	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
