component_recipe	intake_tier	register	literal_reading_de	owner_local_atom_expansion_de	owner_local_workshop_phrase_de	surface_rule
P+SH+AL	T2_FUTURE_STRONG	SOURCE_SECTION_T	EINSETZEN · HALTEN · ZIELORT	IN EINTRAG EINSETZEN · FESTHALTEN · ZIELSPALTE	Setze in den Eintrag ein; halte an der Zielspalte fest.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
P+SH+Y	T2_FUTURE_STRONG	BIOLOGICAL	EINSETZEN · HALTEN · POSTEN	POSTEN EINSETZEN · POSTEN HALTEN · STATIONSPOSTEN	Setze den Stationsposten ein; halte den Stationsposten.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
P+SH+Y	T2_FUTURE_STRONG	CELESTIAL	EINSETZEN · HALTEN · POSTEN	EINTRAG EINSETZEN · POSITION HALTEN · POSITIONSPOSTEN	Setze den Positionsposten ein; halte den Positionsposten.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
P+SH+Y	T2_FUTURE_STRONG	HERBAL	EINSETZEN · HALTEN · POSTEN	MATERIAL EINSETZEN · MATERIAL HALTEN · PFLANZENPOSTEN	Setze den Pflanzenposten ein; halte den Pflanzenposten.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
P+SH+Y	T2_FUTURE_STRONG	PHARMA	EINSETZEN · HALTEN · POSTEN	ZUTAT EINSETZEN · ANSATZ HALTEN · DROGENPOSTEN	Setze den Drogenposten ein; halte den Drogenposten.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
P+SH+Y	T2_FUTURE_STRONG	SOURCE_SECTION_T	EINSETZEN · HALTEN · POSTEN	IN EINTRAG EINSETZEN · FESTHALTEN · LAUFENDER EINTRAG	Setze den laufenden Eintrag in den Eintrag ein; halte den laufenden Eintrag fest.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
S+Y	T2_FUTURE_STRONG	BIOLOGICAL	WÄHLEN · POSTEN	STATION WÄHLEN · STATIONSPOSTEN	Wähle den Stationsposten.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
S+Y	T2_FUTURE_STRONG	CELESTIAL	WÄHLEN · POSTEN	POSITION WÄHLEN · POSITIONSPOSTEN	Wähle den Positionsposten.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
S+Y	T2_FUTURE_STRONG	HERBAL	WÄHLEN · POSTEN	PFLANZENTEIL WÄHLEN · PFLANZENPOSTEN	Wähle den Pflanzenposten.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
S+Y	T2_FUTURE_STRONG	PHARMA	WÄHLEN · POSTEN	DROGENPOSTEN WÄHLEN · DROGENPOSTEN	Wähle den Drogenposten.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
S+Y	T2_FUTURE_STRONG	SOURCE_SECTION_T	WÄHLEN · POSTEN	AUSWÄHLEN · LAUFENDER EINTRAG	Wähle den laufenden Eintrag.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
SH+AIR	T2_FUTURE_STRONG	BIOLOGICAL	HALTEN · BAHN	POSTEN HALTEN · STATIONSBAHN	Halte entlang der Stationsbahn.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
SH+AIR	T2_FUTURE_STRONG	CELESTIAL	HALTEN · BAHN	POSITION HALTEN · RINGBAHN	Halte entlang der Ringbahn.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
SH+AIR	T2_FUTURE_STRONG	HERBAL	HALTEN · BAHN	MATERIAL HALTEN · VERARBEITUNGSBAHN	Halte entlang der Verarbeitungsbahn.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
SH+AIR	T2_FUTURE_STRONG	PHARMA	HALTEN · BAHN	ANSATZ HALTEN · TRANSFERBAHN	Halte entlang der Transferbahn.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
SH+AIR	T2_FUTURE_STRONG	SOURCE_SECTION_T	HALTEN · BAHN	FESTHALTEN · LESEBAHN	Halte entlang der Lesebahn fest.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
SH+E+K+AIN	T2_FUTURE_STRONG	BIOLOGICAL	HALTEN · GRAD I · GEBEN · ANTEIL	POSTEN HALTEN · GRAD I · POSTEN ZUFÜHREN · STATIONSANTEIL	Halte den Stationsanteil; führe den Stationsanteil zu auf Grad I.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
SH+E+K+AIN	T2_FUTURE_STRONG	CELESTIAL	HALTEN · GRAD I · GEBEN · ANTEIL	POSITION HALTEN · GRAD I · WERT ZUORDNEN · SEKTORANTEIL	Halte den Sektoranteil; ordne den Sektoranteil zu auf Grad I.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
SH+E+K+AIN	T2_FUTURE_STRONG	HERBAL	HALTEN · GRAD I · GEBEN · ANTEIL	MATERIAL HALTEN · GRAD I · MATERIAL ZUGEBEN · MATERIALANTEIL	Halte den Materialanteil; gib den Materialanteil zu auf Grad I.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
SH+E+K+AIN	T2_FUTURE_STRONG	PHARMA	HALTEN · GRAD I · GEBEN · ANTEIL	ANSATZ HALTEN · GRAD I · ZUTAT ZUGEBEN · DROGENANTEIL	Halte den Drogenanteil; gib den Drogenanteil zu auf Grad I.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
SH+E+K+AIN	T2_FUTURE_STRONG	SOURCE_SECTION_T	HALTEN · GRAD I · GEBEN · ANTEIL	FESTHALTEN · GRAD I · ZUORDNEN · TEILWERT	Halte den Teilwert fest; ordne den Teilwert zu auf Grad I.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
SH+OK+Y	T2_FUTURE_STRONG	BIOLOGICAL	HALTEN · SETZEN · POSTEN	POSTEN HALTEN · STATIONSGANG ANSETZEN · STATIONSPOSTEN	Halte den Stationsposten; setze den Stationsposten im Stationsgang an.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
SH+OK+Y	T2_FUTURE_STRONG	CELESTIAL	HALTEN · SETZEN · POSTEN	POSITION HALTEN · POSITION SETZEN · POSITIONSPOSTEN	Halte den Positionsposten; setze den Positionsposten.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
SH+OK+Y	T2_FUTURE_STRONG	HERBAL	HALTEN · SETZEN · POSTEN	MATERIAL HALTEN · ARBEITSGANG ANSETZEN · PFLANZENPOSTEN	Halte den Pflanzenposten; setze den Pflanzenposten im Arbeitsgang an.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
SH+OK+Y	T2_FUTURE_STRONG	PHARMA	HALTEN · SETZEN · POSTEN	ANSATZ HALTEN · ANSATZ ANSETZEN · DROGENPOSTEN	Halte den Drogenposten; setze den Drogenposten als Ansatz an.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
SH+OK+Y	T2_FUTURE_STRONG	SOURCE_SECTION_T	HALTEN · SETZEN · POSTEN	FESTHALTEN · EINTRAGEN · LAUFENDER EINTRAG	Halte den laufenden Eintrag fest; trage den laufenden Eintrag ein.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
T+CHD+OR	T2_FUTURE_STRONG	BIOLOGICAL	EINSTELLEN · BEARBEITEN · EINHEIT	STATIONSWERT EINSTELLEN · POSTEN BEARBEITEN · STATIONSEINHEIT	Stelle die Stationseinheit ein; bearbeite die Stationseinheit.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
T+CHD+OR	T2_FUTURE_STRONG	CELESTIAL	EINSTELLEN · BEARBEITEN · EINHEIT	WERT EINSTELLEN · EINTRAG BEARBEITEN · POSITIONSEINHEIT	Stelle die Positionseinheit ein; bearbeite die Positionseinheit.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
T+CHD+OR	T2_FUTURE_STRONG	HERBAL	EINSTELLEN · BEARBEITEN · EINHEIT	ARBEITSSTUFE EINSTELLEN · MATERIAL BEARBEITEN · ARBEITSEINHEIT	Stelle die Arbeitseinheit ein; bearbeite die Arbeitseinheit.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
T+CHD+OR	T2_FUTURE_STRONG	PHARMA	EINSTELLEN · BEARBEITEN · EINHEIT	ANSATZWERT EINSTELLEN · ANSATZ BEARBEITEN · ANSATZEINHEIT	Stelle die Ansatzeinheit ein; bearbeite die Ansatzeinheit.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
T+CHD+OR	T2_FUTURE_STRONG	SOURCE_SECTION_T	EINSTELLEN · BEARBEITEN · EINHEIT	FESTLEGEN · EINTRAG BEARBEITEN · EINTRAGSEINHEIT	Lege die Eintragseinheit fest; bearbeite die Eintragseinheit.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
T+OR	T2_FUTURE_STRONG	BIOLOGICAL	EINSTELLEN · EINHEIT	STATIONSWERT EINSTELLEN · STATIONSEINHEIT	Stelle die Stationseinheit ein.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
T+OR	T2_FUTURE_STRONG	CELESTIAL	EINSTELLEN · EINHEIT	WERT EINSTELLEN · POSITIONSEINHEIT	Stelle die Positionseinheit ein.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
T+OR	T2_FUTURE_STRONG	HERBAL	EINSTELLEN · EINHEIT	ARBEITSSTUFE EINSTELLEN · ARBEITSEINHEIT	Stelle die Arbeitseinheit ein.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
T+OR	T2_FUTURE_STRONG	PHARMA	EINSTELLEN · EINHEIT	ANSATZWERT EINSTELLEN · ANSATZEINHEIT	Stelle die Ansatzeinheit ein.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
T+OR	T2_FUTURE_STRONG	SOURCE_SECTION_T	EINSTELLEN · EINHEIT	FESTLEGEN · EINTRAGSEINHEIT	Lege die Eintragseinheit fest.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
Y+AIIN	T2_FUTURE_STRONG	BIOLOGICAL	POSTEN · WERT	STATIONSPOSTEN · STATIONSWERT	Stationswert des Stationspostens.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
Y+AIIN	T2_FUTURE_STRONG	CELESTIAL	POSTEN · WERT	POSITIONSPOSTEN · POSITIONSWERT	Positionswert des Positionspostens.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
Y+AIIN	T2_FUTURE_STRONG	HERBAL	POSTEN · WERT	PFLANZENPOSTEN · ARBEITSWERT	Arbeitswert des Pflanzenpostens.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
Y+AIIN	T2_FUTURE_STRONG	PHARMA	POSTEN · WERT	DROGENPOSTEN · MENGENWERT	Mengenwert des Drogenpostens.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
Y+AIIN	T2_FUTURE_STRONG	SOURCE_SECTION_T	POSTEN · WERT	LAUFENDER EINTRAG · KENNWERT	Kennwert des laufenden Eintrags.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
Y+AIR	T2_FUTURE_STRONG	BIOLOGICAL	POSTEN · BAHN	STATIONSPOSTEN · STATIONSBAHN	Stationsposten entlang der Stationsbahn.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
Y+AIR	T2_FUTURE_STRONG	CELESTIAL	POSTEN · BAHN	POSITIONSPOSTEN · RINGBAHN	Positionsposten entlang der Ringbahn.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
Y+AIR	T2_FUTURE_STRONG	HERBAL	POSTEN · BAHN	PFLANZENPOSTEN · VERARBEITUNGSBAHN	Pflanzenposten entlang der Verarbeitungsbahn.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
Y+AIR	T2_FUTURE_STRONG	PHARMA	POSTEN · BAHN	DROGENPOSTEN · TRANSFERBAHN	Drogenposten entlang der Transferbahn.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
Y+AIR	T2_FUTURE_STRONG	SOURCE_SECTION_T	POSTEN · BAHN	LAUFENDER EINTRAG · LESEBAHN	Laufenden Eintrag entlang der Lesebahn.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
Y+K+L	T2_FUTURE_STRONG	BIOLOGICAL	POSTEN · GEBEN · VERBINDUNG	STATIONSPOSTEN · POSTEN ZUFÜHREN · SICHTBARE VERBINDUNG	Führe den Stationsposten über die sichtbare Verbindung zu.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
Y+K+L	T2_FUTURE_STRONG	CELESTIAL	POSTEN · GEBEN · VERBINDUNG	POSITIONSPOSTEN · WERT ZUORDNEN · RINGVERBINDUNG	Ordne den Positionsposten über die Ringverbindung zu.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
Y+K+L	T2_FUTURE_STRONG	HERBAL	POSTEN · GEBEN · VERBINDUNG	PFLANZENPOSTEN · MATERIAL ZUGEBEN · VERBINDUNG IM PFLANZENARTIKEL	Gib den Pflanzenposten über die Verbindung im Pflanzenartikel zu.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
Y+K+L	T2_FUTURE_STRONG	PHARMA	POSTEN · GEBEN · VERBINDUNG	DROGENPOSTEN · ZUTAT ZUGEBEN · GEFÄSSVERBINDUNG	Gib den Drogenposten über die Gefäßverbindung zu.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
Y+K+L	T2_FUTURE_STRONG	SOURCE_SECTION_T	POSTEN · GEBEN · VERBINDUNG	LAUFENDER EINTRAG · ZUORDNEN · EINTRAGSVERBINDUNG	Ordne den laufenden Eintrag über die Eintragsverbindung zu.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
Y+OR	T2_FUTURE_STRONG	BIOLOGICAL	POSTEN · EINHEIT	STATIONSPOSTEN · STATIONSEINHEIT	Stationseinheit des Stationspostens.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
Y+OR	T2_FUTURE_STRONG	CELESTIAL	POSTEN · EINHEIT	POSITIONSPOSTEN · POSITIONSEINHEIT	Positionseinheit des Positionspostens.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
Y+OR	T2_FUTURE_STRONG	HERBAL	POSTEN · EINHEIT	PFLANZENPOSTEN · ARBEITSEINHEIT	Arbeitseinheit des Pflanzenpostens.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
Y+OR	T2_FUTURE_STRONG	PHARMA	POSTEN · EINHEIT	DROGENPOSTEN · ANSATZEINHEIT	Ansatzeinheit des Drogenpostens.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
Y+OR	T2_FUTURE_STRONG	SOURCE_SECTION_T	POSTEN · EINHEIT	LAUFENDER EINTRAG · EINTRAGSEINHEIT	Eintragseinheit des laufenden Eintrags.	DO_NOT_INVENT_SURFACE__READ_ONLY_IF_VISIBLE_RECIPE_SEGMENTS_MATCH
AIR+AIN	T3_SECOND_RING_AMBER	BIOLOGICAL	BAHN · ANTEIL	STATIONSBAHN · STATIONSANTEIL	Entlang der Stationsbahn: Stationsanteil.	DO_NOT_INVENT_SURFACE__SECOND_RING_COMPONENT_READING_ONLY
AIR+AIN	T3_SECOND_RING_AMBER	CELESTIAL	BAHN · ANTEIL	RINGBAHN · SEKTORANTEIL	Entlang der Ringbahn: Sektoranteil.	DO_NOT_INVENT_SURFACE__SECOND_RING_COMPONENT_READING_ONLY
AIR+AIN	T3_SECOND_RING_AMBER	HERBAL	BAHN · ANTEIL	VERARBEITUNGSBAHN · MATERIALANTEIL	Entlang der Verarbeitungsbahn: Materialanteil.	DO_NOT_INVENT_SURFACE__SECOND_RING_COMPONENT_READING_ONLY
AIR+AIN	T3_SECOND_RING_AMBER	PHARMA	BAHN · ANTEIL	TRANSFERBAHN · DROGENANTEIL	Entlang der Transferbahn: Drogenanteil.	DO_NOT_INVENT_SURFACE__SECOND_RING_COMPONENT_READING_ONLY
AIR+AIN	T3_SECOND_RING_AMBER	SOURCE_SECTION_T	BAHN · ANTEIL	LESEBAHN · TEILWERT	Entlang der Lesebahn: Teilwert.	DO_NOT_INVENT_SURFACE__SECOND_RING_COMPONENT_READING_ONLY
P+L	T3_SECOND_RING_AMBER	BIOLOGICAL	EINSETZEN · VERBINDUNG	POSTEN EINSETZEN · SICHTBARE VERBINDUNG	Setze über die sichtbare Verbindung ein.	DO_NOT_INVENT_SURFACE__SECOND_RING_COMPONENT_READING_ONLY
P+L	T3_SECOND_RING_AMBER	CELESTIAL	EINSETZEN · VERBINDUNG	EINTRAG EINSETZEN · RINGVERBINDUNG	Setze über die Ringverbindung ein.	DO_NOT_INVENT_SURFACE__SECOND_RING_COMPONENT_READING_ONLY
P+L	T3_SECOND_RING_AMBER	HERBAL	EINSETZEN · VERBINDUNG	MATERIAL EINSETZEN · VERBINDUNG IM PFLANZENARTIKEL	Setze über die Verbindung im Pflanzenartikel ein.	DO_NOT_INVENT_SURFACE__SECOND_RING_COMPONENT_READING_ONLY
P+L	T3_SECOND_RING_AMBER	PHARMA	EINSETZEN · VERBINDUNG	ZUTAT EINSETZEN · GEFÄSSVERBINDUNG	Setze über die Gefäßverbindung ein.	DO_NOT_INVENT_SURFACE__SECOND_RING_COMPONENT_READING_ONLY
P+L	T3_SECOND_RING_AMBER	SOURCE_SECTION_T	EINSETZEN · VERBINDUNG	IN EINTRAG EINSETZEN · EINTRAGSVERBINDUNG	Setze über die Eintragsverbindung in den Eintrag ein.	DO_NOT_INVENT_SURFACE__SECOND_RING_COMPONENT_READING_ONLY
