bundle_id	bundle_ordinal	physical_page	register	locus	owner_de	event_count	source_event_ids	surface_sequence	recipe_sequence	literal_working_reading_de	learned_name_event_count	explicit_action_root_count	coordinate_repair_count	instruction_repair_count	catalogue_repair_count	best_models	selected_model	selection_reason	coordinate_bundle_reading_de	instruction_bundle_reading_de	catalogue_bundle_reading_de	selected_bundle_reading_de	claim_status
G474-B076	76	f72r	CELESTIAL	f72r3.18	lokale Kennung für Tierkreis-Ringgruppe H	1	P1008-E0412	ory	OR+Y	EINHEIT · POSTEN	0	0	0	1	1	COORDINATE	COORDINATE	UNIQUE_LOWEST_REPAIR	Adressspur: Positionseinheit → Positionsposten.	Beziehe die Positionseinheit und den Positionsposten.	Eintrag »ory« — Einheitsangabe, Postenangabe.	Adressspur: Positionseinheit → Positionsposten.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B077	77	f72r	CELESTIAL	f72r3.19	lokale Kennung für Tierkreis-Ringgruppe H	2	P1008-E0413|P1008-E0414	ochey|fydy	O+CH+E+Y / Y+DY	AUSFÜHRUNG · NEHMEN · GRAD I · POSTEN / [STERNSTELLENNAME:f] · POSTEN · SCHLUSS	1	1	3	0	1	INSTRUCTION	INSTRUCTION	UNIQUE_LOWEST_REPAIR	1. Adressspur: Ausführungspunkt → Entnahmepunkt → Grad I → Positionsposten. 2. Adressspur: Sternstelle »f« → Positionsposten → Endpunkt.	1. Nimm den Positionsposten auf, als Ausführung und auf Grad I. 2. Im selben Gang nimm den Sternstelleneintrag »f« und den Positionsposten auf, und schließe den Schritt.	1. Eintrag »ochey« — Ausführungsvermerk, Entnahmevermerk, Grad I, Postenangabe. 2. Sternstelle »f« — Postenangabe, Schlussvermerk.	1. Nimm den Positionsposten auf, als Ausführung und auf Grad I. 2. Im selben Gang nimm den Sternstelleneintrag »f« und den Positionsposten auf, und schließe den Schritt.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B078	78	f72r	CELESTIAL	f72r3.20	lokale Kennung für Tierkreis-Ringgruppe H	3	P1008-E0415|P1008-E0416|P1008-E0417	of|o|eeesaly	O+LOCAL_CHAR_F / O / AL+Y	AUSFÜHRUNG · HIER / AUSFÜHRUNG / [STERNSTELLENNAME:eees] · ZIELORT · POSTEN	1	0	2	3	1	CATALOGUE	CATALOGUE	UNIQUE_LOWEST_REPAIR	1. Adressspur: Ausführungspunkt → hier. 2. Adressspur: Ausführungspunkt. 3. Adressspur: Sternstelle »eees« → Zielposition → Positionsposten.	1. Beziehe den Eintrag, als Ausführung an der bezeichneten Stelle. 2. Beziehe den Eintrag, als Ausführung. 3. Beziehe den Sternstelleneintrag »eees« und den Positionsposten zur Zielposition.	1. Eintrag »of« — Ausführungsvermerk, Hier-Vermerk. 2. Eintrag »o« — Ausführungsvermerk. 3. Sternstelle »eees« — Zielzuordnung, Postenangabe.	1. Eintrag »of« — Ausführungsvermerk, Hier-Vermerk. 2. Eintrag »o« — Ausführungsvermerk. 3. Sternstelle »eees« — Zielzuordnung, Postenangabe.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B079	79	f72r	CELESTIAL	f72r3.21	lokale Kennung für Tierkreis-Ringgruppe H	2	P1008-E0418|P1008-E0419	ykaraiin|airal	AR+AIIN / AIR+AL	[STERNSTELLENNAME:yk] · AUSGANG · WERT / BAHN · ZIELORT	1	0	0	2	0	COORDINATE|CATALOGUE	CATALOGUE	VISIBLE_NAME_BREAKS_TIE_TO_CATALOGUE	1. Adressspur: Sternstelle »yk« → Ausgangsposition → Positionswert. 2. Adressspur: Ringbahn → Zielposition.	1. Beziehe den Sternstelleneintrag »yk« und den Positionswert von der Ausgangsposition. 2. Beziehe den Eintrag entlang der Ringbahn und zur Zielposition.	1. Sternstelle »yk« — Ausgangszuordnung, Wertangabe. 2. Eintrag »airal« — Bahnvermerk, Zielzuordnung.	1. Sternstelle »yk« — Ausgangszuordnung, Wertangabe. 2. Eintrag »airal« — Bahnvermerk, Zielzuordnung.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B080	80	f72r	CELESTIAL	f72r3.22	lokale Kennung für Tierkreis-Ringgruppe H	1	P1008-E0420	okalar	OK+AL+AR	SETZEN · ZIELORT · AUSGANG	0	1	1	0	2	INSTRUCTION	INSTRUCTION	UNIQUE_LOWEST_REPAIR	Adressspur: Setzpunkt → Zielposition → Ausgangsposition.	Setze den Eintrag zur Zielposition und von der Ausgangsposition.	Eintrag »okalar« — Setzvermerk, Zielzuordnung, Ausgangszuordnung.	Setze den Eintrag zur Zielposition und von der Ausgangsposition.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B081	81	f72r	CELESTIAL	f72r3.23	lokale Kennung für Tierkreis-Ringgruppe H	1	P1008-E0421	orara	OR+AR	EINHEIT · AUSGANG · [STERNSTELLENNAME:a]	1	0	0	1	0	COORDINATE|CATALOGUE	CATALOGUE	VISIBLE_NAME_BREAKS_TIE_TO_CATALOGUE	Adressspur: Positionseinheit → Ausgangsposition → Sternstelle »a«.	Beziehe den Sternstelleneintrag »a« und die Positionseinheit von der Ausgangsposition.	Sternstelle »a« — Einheitsangabe, Ausgangszuordnung.	Sternstelle »a« — Einheitsangabe, Ausgangszuordnung.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B082	82	f72r	CELESTIAL	f72r3.24	lokale Kennung für Tierkreis-Ringgruppe H	2	P1008-E0422|P1008-E0423	olaiin|olay	OL+AIIN / OL	FORTSETZEN · WERT / FORTSETZEN · [STERNSTELLENNAME:ay]	1	0	0	2	0	COORDINATE|CATALOGUE	CATALOGUE	VISIBLE_NAME_BREAKS_TIE_TO_CATALOGUE	1. Adressspur: weiter → Positionswert. 2. Adressspur: weiter → Sternstelle »ay«.	1. Weiter beziehe den Positionswert. 2. Weiter beziehe den Sternstelleneintrag »ay«.	1. Eintrag »olaiin« — Fortsetzungsvermerk, Wertangabe. 2. Sternstelle »ay« — Fortsetzungsvermerk.	1. Eintrag »olaiin« — Fortsetzungsvermerk, Wertangabe. 2. Sternstelle »ay« — Fortsetzungsvermerk.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B083	83	f72r	CELESTIAL	f72r3.25	lokale Kennung für Tierkreis-Ringgruppe H	1	P1008-E0424	olfsheoral	OL+SH+AL	FORTSETZEN · [STERNSTELLENNAME:f] · HALTEN · [STERNSTELLENNAME:eor] · ZIELORT	1	1	1	0	1	INSTRUCTION	INSTRUCTION	UNIQUE_LOWEST_REPAIR	Adressspur: weiter → Sternstelle »f« → Haltepunkt → Sternstelle »eor« → Zielposition.	Weiter halte den Sternstelleneintrag »f« und den Sternstelleneintrag »eor« zur Zielposition.	Sternstelle »f« / Sternstelle »eor« — Fortsetzungsvermerk, Haltevermerk, Zielzuordnung.	Weiter halte den Sternstelleneintrag »f« und den Sternstelleneintrag »eor« zur Zielposition.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B084	84	f72r	CELESTIAL	f72r3.27	lokale Kennung für Tierkreis-Ringgruppe I	1	P1008-E0452	opalal	AL+AL	[STERNSTELLENNAME:op] · ZIELORT · ZIELORT	1	0	0	1	0	COORDINATE|CATALOGUE	CATALOGUE	VISIBLE_NAME_BREAKS_TIE_TO_CATALOGUE	Adressspur: Sternstelle »op« → Zielposition → Zielposition.	Beziehe den Sternstelleneintrag »op« zur Zielposition [außen] und zur Zielposition [innen].	Sternstelle »op« — Zielzuordnung, Zielzuordnung.	Sternstelle »op« — Zielzuordnung, Zielzuordnung.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B085	85	f72r	CELESTIAL	f72r3.28	lokale Kennung für Tierkreis-Ringgruppe I	1	P1008-E0453	yfary	AR	[STERNSTELLENNAME:yf] · AUSGANG · [STERNSTELLENNAME:y]	1	0	0	1	0	COORDINATE|CATALOGUE	CATALOGUE	VISIBLE_NAME_BREAKS_TIE_TO_CATALOGUE	Adressspur: Sternstelle »yf« → Ausgangsposition → Sternstelle »y«.	Beziehe den Sternstelleneintrag »yf« und den Sternstelleneintrag »y« von der Ausgangsposition.	Sternstelle »yf« / Sternstelle »y« — Ausgangszuordnung.	Sternstelle »yf« / Sternstelle »y« — Ausgangszuordnung.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B086	86	f72r	CELESTIAL	f72r3.29	lokale Kennung für Tierkreis-Ringgruppe I	1	P1008-E0454	oraiiral	OR+AL	EINHEIT · [STERNSTELLENNAME:aiir] · ZIELORT	1	0	0	1	0	COORDINATE|CATALOGUE	CATALOGUE	VISIBLE_NAME_BREAKS_TIE_TO_CATALOGUE	Adressspur: Positionseinheit → Sternstelle »aiir« → Zielposition.	Beziehe den Sternstelleneintrag »aiir« und die Positionseinheit zur Zielposition.	Sternstelle »aiir« — Einheitsangabe, Zielzuordnung.	Sternstelle »aiir« — Einheitsangabe, Zielzuordnung.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B087	87	f72r	CELESTIAL	f72r3.30	lokale Kennung für Tierkreis-Ringgruppe I	2	P1008-E0455|P1008-E0456	ytoar|shar	AR / SH+AR	[STERNSTELLENNAME:yto] · AUSGANG / HALTEN · AUSGANG	1	1	1	1	1	COORDINATE|INSTRUCTION|CATALOGUE	CATALOGUE	VISIBLE_NAME_BREAKS_TIE_TO_CATALOGUE	1. Adressspur: Sternstelle »yto« → Ausgangsposition. 2. Adressspur: Haltepunkt → Ausgangsposition.	1. Beziehe den Sternstelleneintrag »yto« von der Ausgangsposition. 2. Halte den Eintrag von der Ausgangsposition.	1. Sternstelle »yto« — Ausgangszuordnung. 2. Eintrag »shar« — Haltevermerk, Ausgangszuordnung.	1. Sternstelle »yto« — Ausgangszuordnung. 2. Eintrag »shar« — Haltevermerk, Ausgangszuordnung.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B088	88	f72r	CELESTIAL	f72r3.31	lokale Kennung für Tierkreis-Ringgruppe I	1	P1008-E0457	octho	CH+T	[STERNSTELLENNAME:o] · NEHMEN · EINSTELLEN · [STERNSTELLENNAME:o]	1	2	2	0	2	INSTRUCTION	INSTRUCTION	UNIQUE_LOWEST_REPAIR	Adressspur: Sternstelle »o« → Entnahmepunkt → Einstellpunkt → Sternstelle »o«.	Nimm den Sternstelleneintrag »o« und den Sternstelleneintrag »o« auf und stelle den Sternstelleneintrag »o« und den Sternstelleneintrag »o« ein.	Sternstelle »o« / Sternstelle »o« — Entnahmevermerk, Einstellvermerk.	Nimm den Sternstelleneintrag »o« und den Sternstelleneintrag »o« auf und stelle den Sternstelleneintrag »o« und den Sternstelleneintrag »o« ein.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B089	89	f72r	CELESTIAL	f72r3.32	lokale Kennung für Tierkreis-Ringgruppe I	1	P1008-E0458	aral	AR+AL	AUSGANG · ZIELORT	0	0	0	1	1	COORDINATE	COORDINATE	UNIQUE_LOWEST_REPAIR	Adressspur: Ausgangsposition → Zielposition.	Beziehe den Eintrag von der Ausgangsposition und zur Zielposition.	Eintrag »aral« — Ausgangszuordnung, Zielzuordnung.	Adressspur: Ausgangsposition → Zielposition.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B090	90	f72r	CELESTIAL	f72r3.33	lokale Kennung für Tierkreis-Ringgruppe I	1	P1008-E0459	oletal	OL+AL	FORTSETZEN · [STERNSTELLENNAME:et] · ZIELORT	1	0	0	1	0	COORDINATE|CATALOGUE	CATALOGUE	VISIBLE_NAME_BREAKS_TIE_TO_CATALOGUE	Adressspur: weiter → Sternstelle »et« → Zielposition.	Weiter beziehe den Sternstelleneintrag »et« zur Zielposition.	Sternstelle »et« — Fortsetzungsvermerk, Zielzuordnung.	Sternstelle »et« — Fortsetzungsvermerk, Zielzuordnung.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B091	91	f77r	BIOLOGICAL	f77r.1	Name oder Kennung fuer obere Figuren-, Bogen- und Auslassstation	1	P1003-E0081	darchdar	AR+AR	[BADSTATIONSNAME:d] · AUSGANG · [BADSTATIONSNAME:chd] · AUSGANG	1	0	0	1	0	COORDINATE|CATALOGUE	CATALOGUE	VISIBLE_NAME_BREAKS_TIE_TO_CATALOGUE	Adressspur: Badstation »d« → Ausgangsstation → Badstation »chd« → Ausgangsstation.	Beziehe die Badstation »d« und die Badstation »chd« von der Ausgangsstation [außen] und von der Ausgangsstation [innen].	Badstation »d« / Badstation »chd« — Ausgangszuordnung, Ausgangszuordnung.	Badstation »d« / Badstation »chd« — Ausgangszuordnung, Ausgangszuordnung.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B092	92	f77r	BIOLOGICAL	f77r.2	Name oder Kennung fuer obere Figuren-, Bogen- und Auslassstation	1	P1003-E0082	olkchs	OL	FORTSETZEN · [BADSTATIONSNAME:kchs]	1	0	0	1	0	COORDINATE|CATALOGUE	CATALOGUE	VISIBLE_NAME_BREAKS_TIE_TO_CATALOGUE	Adressspur: weiter → Badstation »kchs«.	Weiter beziehe die Badstation »kchs«.	Badstation »kchs« — Fortsetzungsvermerk.	Badstation »kchs« — Fortsetzungsvermerk.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B093	93	f77r	BIOLOGICAL	f77r.3	Name oder Kennung fuer obere Figuren-, Bogen- und Auslassstation	1	P1003-E0083	otedy	OT+E+DY	DANACH · GRAD I · SCHLUSS	0	0	1	1	1	COORDINATE|INSTRUCTION|CATALOGUE	COORDINATE	ADDRESS_DEFAULT_BREAKS_TIE_TO_COORDINATE	Adressspur: danach → Grad I → Endpunkt.	Danach beziehe den Eintrag, auf Grad I, und schließe den Schritt.	Eintrag »otedy« — Folgevermerk, Grad I, Schlussvermerk.	Adressspur: danach → Grad I → Endpunkt.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B094	94	f77r	BIOLOGICAL	f77r.4	Name oder Kennung fuer obere Figuren-, Bogen- und Auslassstation	1	P1003-E0084	otork	OT	DANACH · [BADSTATIONSNAME:ork]	1	0	0	1	0	COORDINATE|CATALOGUE	CATALOGUE	VISIBLE_NAME_BREAKS_TIE_TO_CATALOGUE	Adressspur: danach → Badstation »ork«.	Danach beziehe die Badstation »ork«.	Badstation »ork« — Folgevermerk.	Badstation »ork« — Folgevermerk.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B095	95	f77r	BIOLOGICAL	f77r.5	Name oder Kennung fuer obere Figuren-, Bogen- und Auslassstation	1	P1003-E0085	otol	OT+OL	DANACH · FORTSETZEN	0	0	0	1	1	COORDINATE	COORDINATE	UNIQUE_LOWEST_REPAIR	Adressspur: danach → weiter.	Danach und weiter beziehe den Eintrag.	Eintrag »otol« — Folgevermerk, Fortsetzungsvermerk.	Adressspur: danach → weiter.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B096	96	f77r	BIOLOGICAL	f77r.6	Name oder Kennung fuer obere Figuren-, Bogen- und Auslassstation	1	P1003-E0086	dchdy	CHD+DY	BEARBEITEN · SCHLUSS	0	1	2	0	2	INSTRUCTION	INSTRUCTION	UNIQUE_LOWEST_REPAIR	Adressspur: Bearbeitungsstelle → Endpunkt.	Bearbeite den Eintrag, und schließe den Schritt.	Eintrag »dchdy« — Bearbeitungsvermerk, Schlussvermerk.	Bearbeite den Eintrag, und schließe den Schritt.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B097	97	f77r	BIOLOGICAL	f77r.7	Name oder Kennung fuer obere Figuren-, Bogen- und Auslassstation	1	P1003-E0087	soral	AL	[BADSTATIONSNAME:sor] · ZIELORT	1	0	0	1	0	COORDINATE|CATALOGUE	CATALOGUE	VISIBLE_NAME_BREAKS_TIE_TO_CATALOGUE	Adressspur: Badstation »sor« → Zielstation.	Beziehe die Badstation »sor« zur Zielstation.	Badstation »sor« — Zielzuordnung.	Badstation »sor« — Zielzuordnung.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B098	98	f77r	BIOLOGICAL	f77r.8	Name oder Kennung fuer obere Figuren-, Bogen- und Auslassstation	1	P1003-E0088	dotedy	OT	[BADSTATIONSNAME:d] · DANACH · [BADSTATIONSNAME:edy]	1	0	0	1	0	COORDINATE|CATALOGUE	CATALOGUE	VISIBLE_NAME_BREAKS_TIE_TO_CATALOGUE	Adressspur: Badstation »d« → danach → Badstation »edy«.	Danach beziehe die Badstation »d« und die Badstation »edy«.	Badstation »d« / Badstation »edy« — Folgevermerk.	Badstation »d« / Badstation »edy« — Folgevermerk.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B099	99	f77r	BIOLOGICAL	f77r.49	Name oder Kennung fuer untere Gefaess-/Beckenstation	1	P1003-E0410	otchdy	OT+CHD+DY	DANACH · BEARBEITEN · SCHLUSS	0	1	2	0	2	INSTRUCTION	INSTRUCTION	UNIQUE_LOWEST_REPAIR	Adressspur: danach → Bearbeitungsstelle → Endpunkt.	Danach bearbeite den Eintrag, und schließe den Schritt.	Eintrag »otchdy« — Folgevermerk, Bearbeitungsvermerk, Schlussvermerk.	Danach bearbeite den Eintrag, und schließe den Schritt.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B100	100	f77r	BIOLOGICAL	f77r.50	Name oder Kennung fuer untere Gefaess-/Beckenstation	2	P1003-E0411|P1003-E0412	otolaiin|o	OT+OL+AIIN / O	DANACH · FORTSETZEN · WERT / AUSFÜHRUNG	0	0	1	2	2	COORDINATE	COORDINATE	UNIQUE_LOWEST_REPAIR	1. Adressspur: danach → weiter → Stationswert. 2. Adressspur: Ausführungspunkt.	1. Danach und weiter beziehe den Stationswert. 2. Beziehe den Eintrag, als Ausführung.	1. Eintrag »otolaiin« — Folgevermerk, Fortsetzungsvermerk, Wertangabe. 2. Eintrag »o« — Ausführungsvermerk.	1. Adressspur: danach → weiter → Stationswert. 2. Adressspur: Ausführungspunkt.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B101	101	f88v	PHARMA	f88v.1	Name oder Kennung fuer erste Gefaess-/Zutatengruppe	1	P1003-E0413	okalyd	OK+AL	SETZEN · ZIELORT · [DROGENNAME:yd]	1	1	1	0	1	INSTRUCTION	INSTRUCTION	UNIQUE_LOWEST_REPAIR	Adressspur: Setzpunkt → Zielgefäß → Droge »yd«.	Setze den Drogeneintrag »yd« als Ansatz an zum Zielgefäß.	Droge »yd« — Setzvermerk, Zielzuordnung.	Setze den Drogeneintrag »yd« als Ansatz an zum Zielgefäß.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B102	102	f88v	PHARMA	f88v.2	Name oder Kennung fuer erste Gefaess-/Zutatengruppe	1	P1003-E0414	cheocthy	CH+T+Y	[DROGENNAME:cheo] · NEHMEN · EINSTELLEN · POSTEN	1	2	2	0	2	INSTRUCTION	INSTRUCTION	UNIQUE_LOWEST_REPAIR	Adressspur: Droge »cheo« → Entnahmepunkt → Einstellpunkt → Drogenposten.	Nimm den Drogeneintrag »cheo« und den Drogenposten und stelle den Drogeneintrag »cheo« und den Drogenposten ein.	Droge »cheo« — Entnahmevermerk, Einstellvermerk, Postenangabe.	Nimm den Drogeneintrag »cheo« und den Drogenposten und stelle den Drogeneintrag »cheo« und den Drogenposten ein.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B103	103	f88v	PHARMA	f88v.3	Name oder Kennung fuer erste Gefaess-/Zutatengruppe	1	P1003-E0415	cpheor	OR	[DROGENNAME:cphe] · EINHEIT	1	0	0	1	0	COORDINATE|CATALOGUE	CATALOGUE	VISIBLE_NAME_BREAKS_TIE_TO_CATALOGUE	Adressspur: Droge »cphe« → Ansatzeinheit.	Beziehe den Drogeneintrag »cphe« und die Ansatzeinheit.	Droge »cphe« — Einheitsangabe.	Droge »cphe« — Einheitsangabe.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B104	104	f88v	PHARMA	f88v.4	Name oder Kennung fuer erste Gefaess-/Zutatengruppe	2	P1003-E0416|P1003-E0417	otar|arody	OT+AR / AR	DANACH · AUSGANG / AUSGANG · [DROGENNAME:ody]	1	0	0	2	0	COORDINATE|CATALOGUE	CATALOGUE	VISIBLE_NAME_BREAKS_TIE_TO_CATALOGUE	1. Adressspur: danach → Ausgangsgefäß. 2. Adressspur: Ausgangsgefäß → Droge »ody«.	1. Danach beziehe den Eintrag vom Ausgangsgefäß. 2. Beziehe den Drogeneintrag »ody« vom Ausgangsgefäß.	1. Eintrag »otar« — Folgevermerk, Ausgangszuordnung. 2. Droge »ody« — Ausgangszuordnung.	1. Eintrag »otar« — Folgevermerk, Ausgangszuordnung. 2. Droge »ody« — Ausgangszuordnung.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B105	105	f88v	PHARMA	f88v.5	Name oder Kennung fuer erste Gefaess-/Zutatengruppe	1	P1003-E0418	otokol	OT+OK+OL	DANACH · SETZEN · FORTSETZEN	0	1	1	0	2	INSTRUCTION	INSTRUCTION	UNIQUE_LOWEST_REPAIR	Adressspur: danach → Setzpunkt → weiter.	Danach und weiter setze den Eintrag als Ansatz an.	Eintrag »otokol« — Folgevermerk, Setzvermerk, Fortsetzungsvermerk.	Danach und weiter setze den Eintrag als Ansatz an.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B106	106	f88v	PHARMA	f88v.11	Name oder Kennung fuer zweite Gefaess-/Zutatengruppe	1	P1003-E0458	otoram	OT+AM_ADDR	DANACH · [DROGENNAME:or] · HIER	1	0	0	1	0	COORDINATE|CATALOGUE	CATALOGUE	VISIBLE_NAME_BREAKS_TIE_TO_CATALOGUE	Adressspur: danach → Droge »or« → hier.	Danach beziehe den Drogeneintrag »or« an der bezeichneten Stelle.	Droge »or« — Folgevermerk, Hier-Vermerk.	Droge »or« — Folgevermerk, Hier-Vermerk.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B107	107	f88v	PHARMA	f88v.12	Name oder Kennung fuer zweite Gefaess-/Zutatengruppe	1	P1003-E0459	otora	OT	DANACH · [DROGENNAME:ora]	1	0	0	1	0	COORDINATE|CATALOGUE	CATALOGUE	VISIBLE_NAME_BREAKS_TIE_TO_CATALOGUE	Adressspur: danach → Droge »ora«.	Danach beziehe den Drogeneintrag »ora«.	Droge »ora« — Folgevermerk.	Droge »ora« — Folgevermerk.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B108	108	f88v	PHARMA	f88v.13	Name oder Kennung fuer zweite Gefaess-/Zutatengruppe	1	P1003-E0460	cheosdy	NONE	cheo:DROGENFAMILIE · [DROGENNAME:cheosdy]	1	0	0	1	0	COORDINATE|CATALOGUE	CATALOGUE	VISIBLE_NAME_BREAKS_TIE_TO_CATALOGUE	Adressspur: Drogenfamilie »cheo« → Droge »cheosdy«.	Verwende den Drogeneintrag »cheosdy«, aus der Drogenfamilie »cheo«.	Droge »cheosdy« — Drogenfamilie »cheo«.	Droge »cheosdy« — Drogenfamilie »cheo«.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B109	109	f88v	PHARMA	f88v.14	Name oder Kennung fuer zweite Gefaess-/Zutatengruppe	1	P1003-E0461	okaiin	OK+AIIN	SETZEN · WERT	0	1	1	0	2	INSTRUCTION	INSTRUCTION	UNIQUE_LOWEST_REPAIR	Adressspur: Setzpunkt → Mengenwert.	Setze den Mengenwert als Ansatz an.	Eintrag »okaiin« — Setzvermerk, Wertangabe.	Setze den Mengenwert als Ansatz an.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B110	110	f88v	PHARMA	f88v.27	Name oder Kennung fuer dritte Gefaess-/Zutatengruppe	1	P1003-E0554	daramdal	AR+AL	[DROGENNAME:d] · AUSGANG · [DROGENNAME:am] · ZIELORT	1	0	0	1	0	COORDINATE|CATALOGUE	CATALOGUE	VISIBLE_NAME_BREAKS_TIE_TO_CATALOGUE	Adressspur: Droge »d« → Ausgangsgefäß → Droge »am« → Zielgefäß.	Beziehe den Drogeneintrag »d« und den Drogeneintrag »am« vom Ausgangsgefäß und zum Zielgefäß.	Droge »d« / Droge »am« — Ausgangszuordnung, Zielzuordnung.	Droge »d« / Droge »am« — Ausgangszuordnung, Zielzuordnung.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B111	111	f88v	PHARMA	f88v.28	Name oder Kennung fuer dritte Gefaess-/Zutatengruppe	1	P1003-E0555	otydary	OT+D_ADDR+AR	DANACH · [DROGENNAME:y] · HIER · AUSGANG · [DROGENNAME:y]	1	0	0	1	0	COORDINATE|CATALOGUE	CATALOGUE	VISIBLE_NAME_BREAKS_TIE_TO_CATALOGUE	Adressspur: danach → Droge »y« → hier → Ausgangsgefäß → Droge »y«.	Danach beziehe den Drogeneintrag »y« und den Drogeneintrag »y« vom Ausgangsgefäß an der bezeichneten Stelle.	Droge »y« / Droge »y« — Folgevermerk, Hier-Vermerk, Ausgangszuordnung.	Droge »y« / Droge »y« — Folgevermerk, Hier-Vermerk, Ausgangszuordnung.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B112	112	f88v	PHARMA	f88v.29	Name oder Kennung fuer dritte Gefaess-/Zutatengruppe	1	P1003-E0556	otdordy	OT	DANACH · [DROGENNAME:dordy]	1	0	0	1	0	COORDINATE|CATALOGUE	CATALOGUE	VISIBLE_NAME_BREAKS_TIE_TO_CATALOGUE	Adressspur: danach → Droge »dordy«.	Danach beziehe den Drogeneintrag »dordy«.	Droge »dordy« — Folgevermerk.	Droge »dordy« — Folgevermerk.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
G474-B113	113	f88v	PHARMA	f88v.30	Name oder Kennung fuer dritte Gefaess-/Zutatengruppe	1	P1003-E0557	dararda	AR+AR	[DROGENNAME:d] · AUSGANG · AUSGANG · [DROGENNAME:da]	1	0	0	1	0	COORDINATE|CATALOGUE	CATALOGUE	VISIBLE_NAME_BREAKS_TIE_TO_CATALOGUE	Adressspur: Droge »d« → Ausgangsgefäß → Ausgangsgefäß → Droge »da«.	Beziehe den Drogeneintrag »d« und den Drogeneintrag »da« vom Ausgangsgefäß [außen] und vom Ausgangsgefäß [innen].	Droge »d« / Droge »da« — Ausgangszuordnung, Ausgangszuordnung.	Droge »d« / Droge »da« — Ausgangszuordnung, Ausgangszuordnung.	EXPLORATORY_GRAMMATICAL_RECAST__ROOTS_AND_NAMES_UNCHANGED
