triptych_event_id	bundle_id	event_ordinal_in_bundle	source_event_id	physical_page	register	locus	surface	working_recipe	literal_working_reading_de	coordinate_event_reading_de	instruction_event_reading_de	catalogue_event_reading_de	bundle_selected_model	selected_event_reading_de	component_meaning_change	learned_name_change
G474-E136	G474-B104	2	P1003-E0417	f88v	PHARMA	f88v.4	arody	AR	AUSGANG · [DROGENNAME:ody]	Adressspur: Ausgangsgefäß → Droge »ody«.	Beziehe den Drogeneintrag »ody« vom Ausgangsgefäß.	Droge »ody« — Ausgangszuordnung.	CATALOGUE	Droge »ody« — Ausgangszuordnung.	NO	NO
G474-E137	G474-B105	1	P1003-E0418	f88v	PHARMA	f88v.5	otokol	OT+OK+OL	DANACH · SETZEN · FORTSETZEN	Adressspur: danach → Setzpunkt → weiter.	Danach und weiter setze den Eintrag als Ansatz an.	Eintrag »otokol« — Folgevermerk, Setzvermerk, Fortsetzungsvermerk.	INSTRUCTION	Danach und weiter setze den Eintrag als Ansatz an.	NO	NO
G474-E138	G474-B106	1	P1003-E0458	f88v	PHARMA	f88v.11	otoram	OT+AM_ADDR	DANACH · [DROGENNAME:or] · HIER	Adressspur: danach → Droge »or« → hier.	Danach beziehe den Drogeneintrag »or« an der bezeichneten Stelle.	Droge »or« — Folgevermerk, Hier-Vermerk.	CATALOGUE	Droge »or« — Folgevermerk, Hier-Vermerk.	NO	NO
G474-E139	G474-B107	1	P1003-E0459	f88v	PHARMA	f88v.12	otora	OT	DANACH · [DROGENNAME:ora]	Adressspur: danach → Droge »ora«.	Danach beziehe den Drogeneintrag »ora«.	Droge »ora« — Folgevermerk.	CATALOGUE	Droge »ora« — Folgevermerk.	NO	NO
G474-E140	G474-B108	1	P1003-E0460	f88v	PHARMA	f88v.13	cheosdy	NONE	cheo:DROGENFAMILIE · [DROGENNAME:cheosdy]	Adressspur: Drogenfamilie »cheo« → Droge »cheosdy«.	Verwende den Drogeneintrag »cheosdy«, aus der Drogenfamilie »cheo«.	Droge »cheosdy« — Drogenfamilie »cheo«.	CATALOGUE	Droge »cheosdy« — Drogenfamilie »cheo«.	NO	NO
G474-E141	G474-B109	1	P1003-E0461	f88v	PHARMA	f88v.14	okaiin	OK+AIIN	SETZEN · WERT	Adressspur: Setzpunkt → Mengenwert.	Setze den Mengenwert als Ansatz an.	Eintrag »okaiin« — Setzvermerk, Wertangabe.	INSTRUCTION	Setze den Mengenwert als Ansatz an.	NO	NO
G474-E142	G474-B110	1	P1003-E0554	f88v	PHARMA	f88v.27	daramdal	AR+AL	[DROGENNAME:d] · AUSGANG · [DROGENNAME:am] · ZIELORT	Adressspur: Droge »d« → Ausgangsgefäß → Droge »am« → Zielgefäß.	Beziehe den Drogeneintrag »d« und den Drogeneintrag »am« vom Ausgangsgefäß und zum Zielgefäß.	Droge »d« / Droge »am« — Ausgangszuordnung, Zielzuordnung.	CATALOGUE	Droge »d« / Droge »am« — Ausgangszuordnung, Zielzuordnung.	NO	NO
G474-E143	G474-B111	1	P1003-E0555	f88v	PHARMA	f88v.28	otydary	OT+D_ADDR+AR	DANACH · [DROGENNAME:y] · HIER · AUSGANG · [DROGENNAME:y]	Adressspur: danach → Droge »y« → hier → Ausgangsgefäß → Droge »y«.	Danach beziehe den Drogeneintrag »y« und den Drogeneintrag »y« vom Ausgangsgefäß an der bezeichneten Stelle.	Droge »y« / Droge »y« — Folgevermerk, Hier-Vermerk, Ausgangszuordnung.	CATALOGUE	Droge »y« / Droge »y« — Folgevermerk, Hier-Vermerk, Ausgangszuordnung.	NO	NO
G474-E144	G474-B112	1	P1003-E0556	f88v	PHARMA	f88v.29	otdordy	OT	DANACH · [DROGENNAME:dordy]	Adressspur: danach → Droge »dordy«.	Danach beziehe den Drogeneintrag »dordy«.	Droge »dordy« — Folgevermerk.	CATALOGUE	Droge »dordy« — Folgevermerk.	NO	NO
G474-E145	G474-B113	1	P1003-E0557	f88v	PHARMA	f88v.30	dararda	AR+AR	[DROGENNAME:d] · AUSGANG · AUSGANG · [DROGENNAME:da]	Adressspur: Droge »d« → Ausgangsgefäß → Ausgangsgefäß → Droge »da«.	Beziehe den Drogeneintrag »d« und den Drogeneintrag »da« vom Ausgangsgefäß [außen] und vom Ausgangsgefäß [innen].	Droge »d« / Droge »da« — Ausgangszuordnung, Ausgangszuordnung.	CATALOGUE	Droge »d« / Droge »da« — Ausgangszuordnung, Ausgangszuordnung.	NO	NO
G474-E146	G474-B114	1	P1008-E1038	f89r	PHARMA	f89r1.1	okchshy	OK+CH+Y	SETZEN · NEHMEN · POSTEN	Adressspur: Setzpunkt → Entnahmepunkt → Drogenposten.	Setze den Drogenposten als Ansatz an und nimm den Drogenposten.	Eintrag »okchshy« — Setzvermerk, Entnahmevermerk, Postenangabe.	INSTRUCTION	Setze den Drogenposten als Ansatz an und nimm den Drogenposten.	NO	NO
G474-E147	G474-B115	1	P1008-E1039	f89r	PHARMA	f89r1.2	qkol	OL	[DROGENNAME:qk] · FORTSETZEN	Adressspur: Droge »qk« → weiter.	Weiter beziehe den Drogeneintrag »qk«.	Droge »qk« — Fortsetzungsvermerk.	CATALOGUE	Droge »qk« — Fortsetzungsvermerk.	NO	NO
G474-E148	G474-B116	1	P1008-E1040	f89r	PHARMA	f89r1.3	oldam	OL+AM_ADDR	FORTSETZEN · [DROGENNAME:d] · HIER	Adressspur: weiter → Droge »d« → hier.	Weiter beziehe den Drogeneintrag »d« an der bezeichneten Stelle.	Droge »d« — Fortsetzungsvermerk, Hier-Vermerk.	CATALOGUE	Droge »d« — Fortsetzungsvermerk, Hier-Vermerk.	NO	NO
G474-E149	G474-B117	1	P1008-E1041	f89r	PHARMA	f89r1.4	otoldy	OT+OL	DANACH · FORTSETZEN · [DROGENNAME:dy]	Adressspur: danach → weiter → Droge »dy«.	Danach und weiter beziehe den Drogeneintrag »dy«.	Droge »dy« — Folgevermerk, Fortsetzungsvermerk.	CATALOGUE	Droge »dy« — Folgevermerk, Fortsetzungsvermerk.	NO	NO
G474-E150	G474-B118	1	P1008-E1042	f89r	PHARMA	f89r1.5	ararchodaiin	AR+AR+AIIN	AUSGANG · AUSGANG · [DROGENNAME:cho] · WERT	Adressspur: Ausgangsgefäß → Ausgangsgefäß → Droge »cho« → Mengenwert.	Beziehe den Drogeneintrag »cho« und den Mengenwert vom Ausgangsgefäß [außen] und vom Ausgangsgefäß [innen].	Droge »cho« — Ausgangszuordnung, Ausgangszuordnung, Wertangabe.	CATALOGUE	Droge »cho« — Ausgangszuordnung, Ausgangszuordnung, Wertangabe.	NO	NO
G474-E151	G474-B119	1	P1008-E1090	f89r	PHARMA	f89r1.11	ykyd	Y+K+Y+D_ADDR	POSTEN · GEBEN · POSTEN · HIER	Adressspur: Drogenposten → Zuweisepunkt → Drogenposten → hier.	Gib den Drogenposten [außen] und den Drogenposten [innen] zu an der bezeichneten Stelle.	Eintrag »ykyd« — Postenangabe, Zuweisungsvermerk, Postenangabe, Hier-Vermerk.	INSTRUCTION	Gib den Drogenposten [außen] und den Drogenposten [innen] zu an der bezeichneten Stelle.	NO	NO
G474-E152	G474-B120	1	P1008-E1091	f89r	PHARMA	f89r1.12	chol	OL	FORTSETZEN	Adressspur: weiter.	Weiter beziehe den Eintrag.	Eintrag »chol« — Fortsetzungsvermerk.	INSTRUCTION	Weiter beziehe den Eintrag.	NO	NO
G474-E153	G474-B120	2	P1008-E1092	f89r	PHARMA	f89r1.12	ches	CH+E+S	NEHMEN · GRAD I · WÄHLEN	Adressspur: Entnahmepunkt → Grad I → Auswahlpunkt.	Nimm den Eintrag und wähle den Eintrag, auf Grad I.	Eintrag »ches« — Entnahmevermerk, Grad I, Auswahlvermerk.	INSTRUCTION	Nimm den Eintrag und wähle den Eintrag, auf Grad I.	NO	NO
G474-E154	G474-B121	1	P1008-E1093	f89r	PHARMA	f89r1.13	otorain	OT+AIN	DANACH · [DROGENNAME:or] · ANTEIL	Adressspur: danach → Droge »or« → Drogenanteil.	Danach beziehe den Drogeneintrag »or« und den Drogenanteil.	Droge »or« — Folgevermerk, Anteilsangabe.	CATALOGUE	Droge »or« — Folgevermerk, Anteilsangabe.	NO	NO
G474-E155	G474-B122	1	P1008-E1094	f89r	PHARMA	f89r1.14	okaiin	OK+AIIN	SETZEN · WERT	Adressspur: Setzpunkt → Mengenwert.	Setze den Mengenwert als Ansatz an.	Eintrag »okaiin« — Setzvermerk, Wertangabe.	INSTRUCTION	Setze den Mengenwert als Ansatz an.	NO	NO
G474-E156	G474-B122	2	P1008-E1095	f89r	PHARMA	f89r1.14	dan	AIN	ANTEIL	Adressspur: Drogenanteil.	Im selben Gang setze den Drogenanteil als Ansatz an.	Eintrag »dan« — Anteilsangabe.	INSTRUCTION	Im selben Gang setze den Drogenanteil als Ansatz an.	NO	NO
G474-E157	G474-B123	1	P1008-E1175	f89r	PHARMA	f89r1.24	ykocfhy	CH+LOCAL_CHAR_F+Y	[DROGENNAME:yko] · NEHMEN · HIER · POSTEN	Adressspur: Droge »yko« → Entnahmepunkt → hier → Drogenposten.	Nimm den Drogeneintrag »yko« und den Drogenposten an der bezeichneten Stelle.	Droge »yko« — Entnahmevermerk, Hier-Vermerk, Postenangabe.	INSTRUCTION	Nimm den Drogeneintrag »yko« und den Drogenposten an der bezeichneten Stelle.	NO	NO
G474-E158	G474-B124	1	P1008-E1176	f89r	PHARMA	f89r1.25	saldam	AL+AM_ADDR	[DROGENNAME:s] · ZIELORT · [DROGENNAME:d] · HIER	Adressspur: Droge »s« → Zielgefäß → Droge »d« → hier.	Beziehe den Drogeneintrag »s« und den Drogeneintrag »d« zum Zielgefäß an der bezeichneten Stelle.	Droge »s« / Droge »d« — Zielzuordnung, Hier-Vermerk.	CATALOGUE	Droge »s« / Droge »d« — Zielzuordnung, Hier-Vermerk.	NO	NO
G474-E159	G474-B125	1	P1008-E1177	f89r	PHARMA	f89r1.26	sydarary	D_ADDR+AR+AR	[DROGENNAME:sy] · HIER · AUSGANG · AUSGANG · [DROGENNAME:y]	Adressspur: Droge »sy« → hier → Ausgangsgefäß → Ausgangsgefäß → Droge »y«.	Beziehe den Drogeneintrag »sy« und den Drogeneintrag »y« vom Ausgangsgefäß [außen] und vom Ausgangsgefäß [innen] an der bezeichneten Stelle.	Droge »sy« / Droge »y« — Hier-Vermerk, Ausgangszuordnung, Ausgangszuordnung.	CATALOGUE	Droge »sy« / Droge »y« — Hier-Vermerk, Ausgangszuordnung, Ausgangszuordnung.	NO	NO
G474-E160	G474-B126	1	P1008-E1178	f89r	PHARMA	f89r1.27	yddy	Y+D_ADDR+Y	POSTEN · HIER · POSTEN	Adressspur: Drogenposten → hier → Drogenposten.	Beziehe den Drogenposten [außen] und den Drogenposten [innen] an der bezeichneten Stelle.	Eintrag »yddy« — Postenangabe, Hier-Vermerk, Postenangabe.	COORDINATE	Adressspur: Drogenposten → hier → Drogenposten.	NO	NO
G474-E161	G474-B127	1	P1008-E1179	f89r	PHARMA	f89r2.1	odory	OR+Y	[DROGENNAME:od] · EINHEIT · POSTEN	Adressspur: Droge »od« → Ansatzeinheit → Drogenposten.	Beziehe den Drogeneintrag »od«, die Ansatzeinheit und den Drogenposten.	Droge »od« — Einheitsangabe, Postenangabe.	CATALOGUE	Droge »od« — Einheitsangabe, Postenangabe.	NO	NO
G474-E162	G474-B128	1	P1008-E1180	f89r	PHARMA	f89r2.2	doly	OL+Y	[DROGENNAME:d] · FORTSETZEN · POSTEN	Adressspur: Droge »d« → weiter → Drogenposten.	Weiter beziehe den Drogeneintrag »d« und den Drogenposten.	Droge »d« — Fortsetzungsvermerk, Postenangabe.	CATALOGUE	Droge »d« — Fortsetzungsvermerk, Postenangabe.	NO	NO
G474-E163	G474-B129	1	P1008-E1181	f89r	PHARMA	f89r2.3	opchosam	AM_ADDR	[DROGENNAME:opchos] · HIER	Adressspur: Droge »opchos« → hier.	Beziehe den Drogeneintrag »opchos« an der bezeichneten Stelle.	Droge »opchos« — Hier-Vermerk.	CATALOGUE	Droge »opchos« — Hier-Vermerk.	NO	NO
G474-E164	G474-B130	1	P1008-E1182	f89r	PHARMA	f89r2.4	saloiinsheol	AL+SH+OL	[DROGENNAME:s] · ZIELORT · [DROGENNAME:oiin] · HALTEN · [DROGENNAME:e] · FORTSETZEN	Adressspur: Droge »s« → Zielgefäß → Droge »oiin« → Haltepunkt → Droge »e« → weiter.	Weiter halte den Drogeneintrag »s«, den Drogeneintrag »oiin« und den Drogeneintrag »e« zum Zielgefäß.	Droge »s« / Droge »oiin« / Droge »e« — Zielzuordnung, Haltevermerk, Fortsetzungsvermerk.	INSTRUCTION	Weiter halte den Drogeneintrag »s«, den Drogeneintrag »oiin« und den Drogeneintrag »e« zum Zielgefäß.	NO	NO
G474-E165	G474-B131	1	P1008-E1183	f89r	PHARMA	f89r2.5	opcheor	O+P+CH+E+OR	AUSFÜHRUNG · EINSETZEN · NEHMEN · GRAD I · EINHEIT	Adressspur: Ausführungspunkt → Einsatzstelle → Entnahmepunkt → Grad I → Ansatzeinheit.	Setze die Ansatzeinheit ein und nimm die Ansatzeinheit, als Ausführung und auf Grad I.	Eintrag »opcheor« — Ausführungsvermerk, Einsatzvermerk, Entnahmevermerk, Grad I, Einheitsangabe.	INSTRUCTION	Setze die Ansatzeinheit ein und nimm die Ansatzeinheit, als Ausführung und auf Grad I.	NO	NO
G474-E166	G474-B132	1	P1008-E1228	f89r	PHARMA	f89r2.9	otold	OT+OL	DANACH · FORTSETZEN · [DROGENNAME:d]	Adressspur: danach → weiter → Droge »d«.	Danach und weiter beziehe den Drogeneintrag »d«.	Droge »d« — Folgevermerk, Fortsetzungsvermerk.	CATALOGUE	Droge »d« — Folgevermerk, Fortsetzungsvermerk.	NO	NO
G474-E167	G474-B132	2	P1008-E1229	f89r	PHARMA	f89r2.9	y	Y	POSTEN	Adressspur: Drogenposten.	Beziehe den Drogenposten.	Eintrag »y« — Postenangabe.	CATALOGUE	Eintrag »y« — Postenangabe.	NO	NO
G474-E168	G474-B133	1	P1008-E1230	f89r	PHARMA	f89r2.10	okol	OK+OL	SETZEN · FORTSETZEN	Adressspur: Setzpunkt → weiter.	Weiter setze den Eintrag als Ansatz an.	Eintrag »okol« — Setzvermerk, Fortsetzungsvermerk.	INSTRUCTION	Weiter setze den Eintrag als Ansatz an.	NO	NO
G474-E169	G474-B133	2	P1008-E1231	f89r	PHARMA	f89r2.10	shol	SH+OL	HALTEN · FORTSETZEN	Adressspur: Haltepunkt → weiter.	Weiter halte den Eintrag.	Eintrag »shol« — Haltevermerk, Fortsetzungsvermerk.	INSTRUCTION	Weiter halte den Eintrag.	NO	NO
G474-E170	G474-B133	3	P1008-E1232	f89r	PHARMA	f89r2.10	dy	Y	POSTEN	Adressspur: Drogenposten.	Im selben Gang halte den Drogenposten.	Eintrag »dy« — Postenangabe.	INSTRUCTION	Im selben Gang halte den Drogenposten.	NO	NO
G474-E171	G474-B134	1	P1008-E1233	f89r	PHARMA	f89r2.11	opchoroiin	O+IIN	[DROGENNAME:opchor] · AUSFÜHRUNG · STUFE	Adressspur: Droge »opchor« → Ausführungspunkt → Stufe.	Beziehe den Drogeneintrag »opchor«, als Ausführung und auf der bezeichneten Stufe.	Droge »opchor« — Ausführungsvermerk, Stufenvermerk.	CATALOGUE	Droge »opchor« — Ausführungsvermerk, Stufenvermerk.	NO	NO
G474-E172	G474-B135	1	P1008-E1296	f89r	PHARMA	f89r2.16	korainy	K+OR+AIN+Y	GEBEN · EINHEIT · ANTEIL · POSTEN	Adressspur: Zuweisepunkt → Ansatzeinheit → Drogenanteil → Drogenposten.	Gib die Ansatzeinheit, den Drogenanteil und den Drogenposten zu.	Eintrag »korainy« — Zuweisungsvermerk, Einheitsangabe, Anteilsangabe, Postenangabe.	INSTRUCTION	Gib die Ansatzeinheit, den Drogenanteil und den Drogenposten zu.	NO	NO
G474-E173	G474-B136	1	P1008-E1297	f89r	PHARMA	f89r2.17	sodar	S+O+DA+R	WÄHLEN · AUSFÜHRUNG · ZWEITE STUFE · MARKIEREN	Adressspur: Auswahlpunkt → Ausführungspunkt → zweite Stufe → Marke.	Wähle den Eintrag und markiere den Eintrag, als Ausführung und auf der zweiten Stufe.	Eintrag »sodar« — Auswahlvermerk, Ausführungsvermerk, zweite Stufe, Markierungsvermerk.	INSTRUCTION	Wähle den Eintrag und markiere den Eintrag, als Ausführung und auf der zweiten Stufe.	NO	NO
G474-E174	G474-B137	1	P1008-E1298	f89r	PHARMA	f89r2.18	cheys	Y+S	POSTEN · WÄHLEN	Adressspur: Drogenposten → Auswahlpunkt.	Wähle den Drogenposten.	Eintrag »cheys« — Postenangabe, Auswahlvermerk.	INSTRUCTION	Wähle den Drogenposten.	NO	NO
G474-E175	G474-B138	1	P1008-E1299	f89r	PHARMA	f89r2.19	cheody	CH+E+O+Y	NEHMEN · GRAD I · AUSFÜHRUNG · POSTEN	Adressspur: Entnahmepunkt → Grad I → Ausführungspunkt → Drogenposten.	Nimm den Drogenposten, auf Grad I und als Ausführung.	Eintrag »cheody« — Entnahmevermerk, Grad I, Ausführungsvermerk, Postenangabe.	INSTRUCTION	Nimm den Drogenposten, auf Grad I und als Ausführung.	NO	NO
G474-E176	G474-B139	1	P1008-E1300	f89r	PHARMA	f89r2.20	oporain	AIN	[DROGENNAME:opor] · ANTEIL	Adressspur: Droge »opor« → Drogenanteil.	Beziehe den Drogeneintrag »opor« und den Drogenanteil.	Droge »opor« — Anteilsangabe.	CATALOGUE	Droge »opor« — Anteilsangabe.	NO	NO
G474-E177	G474-B140	1	P1008-E1301	f89r	PHARMA	f89r2.21	okshdchos	OK+SH	SETZEN · HALTEN · [DROGENNAME:dchos]	Adressspur: Setzpunkt → Haltepunkt → Droge »dchos«.	Setze den Drogeneintrag »dchos« als Ansatz an und halte den Drogeneintrag »dchos«.	Droge »dchos« — Setzvermerk, Haltevermerk.	INSTRUCTION	Setze den Drogeneintrag »dchos« als Ansatz an und halte den Drogeneintrag »dchos«.	NO	NO
G474-E178	G474-B141	1	P1008-E1408	f89r	PHARMA	f89r2.29	okain	OK+AIN	SETZEN · ANTEIL	Adressspur: Setzpunkt → Drogenanteil.	Setze den Drogenanteil als Ansatz an.	Eintrag »okain« — Setzvermerk, Anteilsangabe.	INSTRUCTION	Setze den Drogenanteil als Ansatz an.	NO	NO
G474-E179	G474-B142	1	P1008-E1409	f89r	PHARMA	f89r2.30	yorain	AIN	[DROGENNAME:yor] · ANTEIL	Adressspur: Droge »yor« → Drogenanteil.	Beziehe den Drogeneintrag »yor« und den Drogenanteil.	Droge »yor« — Anteilsangabe.	CATALOGUE	Droge »yor« — Anteilsangabe.	NO	NO
G474-E180	G474-B143	1	P1008-E1410	f89r	PHARMA	f89r2.31	ofakal	O+LOCAL_CHAR_F+AL	AUSFÜHRUNG · HIER · [DROGENNAME:ak] · ZIELORT	Adressspur: Ausführungspunkt → hier → Droge »ak« → Zielgefäß.	Beziehe den Drogeneintrag »ak« zum Zielgefäß, als Ausführung an der bezeichneten Stelle.	Droge »ak« — Ausführungsvermerk, Hier-Vermerk, Zielzuordnung.	CATALOGUE	Droge »ak« — Ausführungsvermerk, Hier-Vermerk, Zielzuordnung.	NO	NO
G474-E181	G474-B144	1	P1008-E1411	f89r	PHARMA	f89r2.32	otalsy	OT+AL+Y	DANACH · ZIELORT · POSTEN	Adressspur: danach → Zielgefäß → Drogenposten.	Danach beziehe den Drogenposten zum Zielgefäß.	Eintrag »otalsy« — Folgevermerk, Zielzuordnung, Postenangabe.	COORDINATE	Adressspur: danach → Zielgefäß → Drogenposten.	NO	NO
G474-E182	G474-B145	1	P1008-E1412	f89r	PHARMA	f89r2.33	ytarem	AR	[DROGENNAME:yt] · AUSGANG · [DROGENNAME:em]	Adressspur: Droge »yt« → Ausgangsgefäß → Droge »em«.	Beziehe den Drogeneintrag »yt« und den Drogeneintrag »em« vom Ausgangsgefäß.	Droge »yt« / Droge »em« — Ausgangszuordnung.	CATALOGUE	Droge »yt« / Droge »em« — Ausgangszuordnung.	NO	NO
G474-E183	G474-B146	1	P1008-E1413	f89r	PHARMA	f89r2.34	otolarol	OT+OL+AR+OL	DANACH · FORTSETZEN · AUSGANG · FORTSETZEN	Adressspur: danach → weiter → Ausgangsgefäß → weiter.	Danach, weiter und weiter beziehe den Eintrag vom Ausgangsgefäß.	Eintrag »otolarol« — Folgevermerk, Fortsetzungsvermerk, Ausgangszuordnung, Fortsetzungsvermerk.	COORDINATE	Adressspur: danach → weiter → Ausgangsgefäß → weiter.	NO	NO
