target_ordinal	surface	primary_anchor_recipe	final_recipe	old_anchor_modes	target_modes	old_instance_mode_relation	anchor_contract_signature	full_contract_signature	anchor_allowed_modes	full_allowed_modes	contract_relation	extension_fills_action_slot	extension_fills_argument_slot	anchor_modes_contract_feasible	target_modes_contract_feasible	normalized_context_status	neutral_component_reading_de	known_contextual_readings_de	guard
121	shokaiir	OK+IIN+R	SH+OK+IIN+R	REQUIRES_ACTIVE_ARGUMENT	SELF_CONTAINED	TARGET_MODE_SET_DISJOINT	ACTION_VISIBLE/ARGUMENT_OPEN	ACTION_VISIBLE/ARGUMENT_OPEN	SELF_CONTAINED|REQUIRES_ACTIVE_ARGUMENT	SELF_CONTAINED|REQUIRES_ACTIVE_ARGUMENT	IDENTICAL_SLOT_CONTRACT	NO	NO	YES	YES	NORMALIZED_SAME_CONTRACT_DIFFERENT_INCOMING_STATE	Halten, setzen und markieren; auf der bezeichneten Stufe.	Halte fest, trage ein und kennzeichne; auf der bezeichneten Stufe.	COMPARE_SLOT_CONTRACTS__NOT_SINGLE_OCCURRENCE_INPUT_STATES
122	sholfordaiin	SH+OL	SH+OL+LOCAL_CHAR_F+OR+D_ADDR+AIIN	SELF_CONTAINED	SELF_CONTAINED	TARGET_MODE_SET_EQUAL	ACTION_VISIBLE/ARGUMENT_OPEN	ACTION_VISIBLE/ARGUMENT_VISIBLE	SELF_CONTAINED|REQUIRES_ACTIVE_ARGUMENT	SELF_CONTAINED	TARGET_CONTRACT_NARROWER_BY_VISIBLE_EXTENSION	NO	YES	YES	YES	NORMALIZED_EXTENSION_FILLS_OPEN_SLOT	Die Einheit und den Wert halten; fortsetzen; hier; hier.	Halte die Eintragseinheit und den Kennwert fest; an der bezeichneten Stelle und an der bezeichneten Stelle; führe fort.	COMPARE_SLOT_CONTRACTS__NOT_SINGLE_OCCURRENCE_INPUT_STATES
126	shytchy	Y+T	SH+Y+T+CH+Y	SELF_CONTAINED	SELF_CONTAINED	TARGET_MODE_SET_EQUAL	ACTION_VISIBLE/ARGUMENT_VISIBLE	ACTION_VISIBLE/ARGUMENT_VISIBLE	SELF_CONTAINED	SELF_CONTAINED	IDENTICAL_SLOT_CONTRACT	NO	NO	YES	YES	NORMALIZED_SAME_CONTRACT_DIFFERENT_INCOMING_STATE	Beide Posten halten, einstellen und nehmen.	Halte den Pflanzenposten [außen] und den Pflanzenposten [innen], stelle den Pflanzenposten [außen] und den Pflanzenposten [innen] ein und nimm den Pflanzenposten [außen] und den Pflanzenposten [innen].	COMPARE_SLOT_CONTRACTS__NOT_SINGLE_OCCURRENCE_INPUT_STATES
127	soaiin	O+AIIN	S+O+AIIN	SELF_CONTAINED	SELF_CONTAINED	TARGET_MODE_SET_EQUAL	ACTION_OPEN/ARGUMENT_VISIBLE	ACTION_VISIBLE/ARGUMENT_VISIBLE	SELF_CONTAINED|REQUIRES_ACTIVE_ACTION	SELF_CONTAINED	TARGET_CONTRACT_NARROWER_BY_VISIBLE_EXTENSION	YES	NO	YES	YES	NORMALIZED_EXTENSION_FILLS_OPEN_SLOT	Den Wert wählen; zur Ausführung.	Wähle den Arbeitswert; zur Ausführung.	COMPARE_SLOT_CONTRACTS__NOT_SINGLE_OCCURRENCE_INPUT_STATES
128	tcheo	CH+E+O	T+CH+E+O	SELF_CONTAINED|REQUIRES_ACTIVE_ARGUMENT	REQUIRES_ACTIVE_ARGUMENT	TARGET_MODE_SET_INCLUDED	ACTION_VISIBLE/ARGUMENT_OPEN	ACTION_VISIBLE/ARGUMENT_OPEN	SELF_CONTAINED|REQUIRES_ACTIVE_ARGUMENT	SELF_CONTAINED|REQUIRES_ACTIVE_ARGUMENT	IDENTICAL_SLOT_CONTRACT	NO	NO	YES	YES	NORMALIZED_SAME_CONTRACT_DIFFERENT_INCOMING_STATE	Einstellen und nehmen; auf Grad I; zur Ausführung.	Lege den Kennwert [wie zuvor] fest und entnimm den Kennwert [wie zuvor]; auf Grad I und zur Ausführung.	COMPARE_SLOT_CONTRACTS__NOT_SINGLE_OCCURRENCE_INPUT_STATES
133	tosheo	O+SH+E+O	T+O+SH+E+O	SELF_CONTAINED	REQUIRES_ACTIVE_ARGUMENT	TARGET_MODE_SET_DISJOINT	ACTION_VISIBLE/ARGUMENT_OPEN	ACTION_VISIBLE/ARGUMENT_OPEN	SELF_CONTAINED|REQUIRES_ACTIVE_ARGUMENT	SELF_CONTAINED|REQUIRES_ACTIVE_ARGUMENT	IDENTICAL_SLOT_CONTRACT	NO	NO	YES	YES	NORMALIZED_SAME_CONTRACT_DIFFERENT_INCOMING_STATE	Einstellen und halten; zur Ausführung; auf Grad I; erneut zur Ausführung.	Lege die Eintragseinheit [wie zuvor] fest und halte die Eintragseinheit [wie zuvor] fest; zur Ausführung [außen], auf Grad I und zur Ausführung [innen].	COMPARE_SLOT_CONTRACTS__NOT_SINGLE_OCCURRENCE_INPUT_STATES
134	tshokeody	OK+E+O+D_ADDR+Y	T+SH+OK+E+O+D_ADDR+Y	SELF_CONTAINED	SELF_CONTAINED	TARGET_MODE_SET_EQUAL	ACTION_VISIBLE/ARGUMENT_VISIBLE	ACTION_VISIBLE/ARGUMENT_VISIBLE	SELF_CONTAINED	SELF_CONTAINED	IDENTICAL_SLOT_CONTRACT	NO	NO	YES	YES	NORMALIZED_SAME_CONTRACT_DIFFERENT_INCOMING_STATE	Den Posten einstellen, halten und setzen; auf Grad I; zur Ausführung; hier.	Stelle den Pflanzenposten ein, halte den Pflanzenposten und setze den Pflanzenposten im Arbeitsgang an; auf Grad I und zur Ausführung; an der bezeichneten Stelle.	COMPARE_SLOT_CONTRACTS__NOT_SINGLE_OCCURRENCE_INPUT_STATES
135	tydy	Y+DY	T+Y+DY	SELF_CONTAINED	SELF_CONTAINED	TARGET_MODE_SET_EQUAL	ACTION_OPEN/ARGUMENT_VISIBLE	ACTION_VISIBLE/ARGUMENT_VISIBLE	SELF_CONTAINED|REQUIRES_ACTIVE_ACTION	SELF_CONTAINED	TARGET_CONTRACT_NARROWER_BY_VISIBLE_EXTENSION	YES	NO	YES	YES	NORMALIZED_EXTENSION_FILLS_OPEN_SLOT	Den Posten einstellen; abschließen.	Stelle den Pflanzenposten ein; schließe den Schritt.	COMPARE_SLOT_CONTRACTS__NOT_SINGLE_OCCURRENCE_INPUT_STATES
136	yches	CH+E+S	Y+CH+E+S	SELF_CONTAINED	SELF_CONTAINED	TARGET_MODE_SET_EQUAL	ACTION_VISIBLE/ARGUMENT_OPEN	ACTION_VISIBLE/ARGUMENT_VISIBLE	SELF_CONTAINED|REQUIRES_ACTIVE_ARGUMENT	SELF_CONTAINED	TARGET_CONTRACT_NARROWER_BY_VISIBLE_EXTENSION	NO	YES	YES	YES	NORMALIZED_EXTENSION_FILLS_OPEN_SLOT	Den Posten nehmen und wählen; auf Grad I.	Nimm den Pflanzenposten und wähle den Pflanzenposten; auf Grad I.	COMPARE_SLOT_CONTRACTS__NOT_SINGLE_OCCURRENCE_INPUT_STATES
137	ykeedar	D_ADDR+AR	Y+K+EE+D_ADDR+AR	SELF_CONTAINED	SELF_CONTAINED	TARGET_MODE_SET_EQUAL	ACTION_OPEN/ARGUMENT_OPEN	ACTION_VISIBLE/ARGUMENT_VISIBLE	SELF_CONTAINED|REQUIRES_ACTIVE_ARGUMENT|REQUIRES_ACTIVE_ACTION|REQUIRES_ACTIVE_ACTION_AND_ARGUMENT	SELF_CONTAINED	TARGET_CONTRACT_NARROWER_BY_VISIBLE_EXTENSION	YES	YES	YES	YES	NORMALIZED_EXTENSION_FILLS_OPEN_SLOT	Den Posten geben; auf Grad II; hier; vom Ausgang.	Gib den Pflanzenposten zu; vom Ausgangsmaterial; auf Grad II; an der bezeichneten Stelle.	COMPARE_SLOT_CONTRACTS__NOT_SINGLE_OCCURRENCE_INPUT_STATES
138	ykesho	SH+O	Y+K+E+SH+O	SELF_CONTAINED	SELF_CONTAINED	TARGET_MODE_SET_EQUAL	ACTION_VISIBLE/ARGUMENT_OPEN	ACTION_VISIBLE/ARGUMENT_VISIBLE	SELF_CONTAINED|REQUIRES_ACTIVE_ARGUMENT	SELF_CONTAINED	TARGET_CONTRACT_NARROWER_BY_VISIBLE_EXTENSION	NO	YES	YES	YES	NORMALIZED_EXTENSION_FILLS_OPEN_SLOT	Den Posten geben und halten; auf Grad I; zur Ausführung.	Ordne den laufenden Eintrag zu und halte den laufenden Eintrag fest; auf Grad I und zur Ausführung.	COMPARE_SLOT_CONTRACTS__NOT_SINGLE_OCCURRENCE_INPUT_STATES
142	yshedair	SH+E+D_ADDR	Y+SH+E+D_ADDR+AIR	SELF_CONTAINED	SELF_CONTAINED	TARGET_MODE_SET_EQUAL	ACTION_VISIBLE/ARGUMENT_OPEN	ACTION_VISIBLE/ARGUMENT_VISIBLE	SELF_CONTAINED|REQUIRES_ACTIVE_ARGUMENT	SELF_CONTAINED	TARGET_CONTRACT_NARROWER_BY_VISIBLE_EXTENSION	NO	YES	YES	YES	NORMALIZED_EXTENSION_FILLS_OPEN_SLOT	Den Posten halten; auf Grad I; hier; entlang der Bahn.	Halte den Pflanzenposten; entlang der Verarbeitungsbahn; auf Grad I; an der bezeichneten Stelle.	COMPARE_SLOT_CONTRACTS__NOT_SINGLE_OCCURRENCE_INPUT_STATES
143	ysheeod	SH+EE+O	Y+SH+EE+O+D_ADDR	SELF_CONTAINED	SELF_CONTAINED	TARGET_MODE_SET_EQUAL	ACTION_VISIBLE/ARGUMENT_OPEN	ACTION_VISIBLE/ARGUMENT_VISIBLE	SELF_CONTAINED|REQUIRES_ACTIVE_ARGUMENT	SELF_CONTAINED	TARGET_CONTRACT_NARROWER_BY_VISIBLE_EXTENSION	NO	YES	YES	YES	NORMALIZED_EXTENSION_FILLS_OPEN_SLOT	Den Posten halten; auf Grad II; zur Ausführung; hier.	Halte den laufenden Eintrag fest; auf Grad II und zur Ausführung; an der bezeichneten Stelle.	COMPARE_SLOT_CONTRACTS__NOT_SINGLE_OCCURRENCE_INPUT_STATES
