gdt513_local_id	source_event_id	physical_page	source_panel	register	locus	source_order	owner_de	surface	component_recipe	component_atom_count	portable_core_atoms	formal_or_local_atoms	legacy_structural_atoms	unresolved_atoms	component_trace_de	record_role	default_working_reading_de	running_support_tier	running_surface_event_count	running_surface_recipe_count	running_surface_recipes	running_recipe_event_count	running_recipe_surface_count	running_recipe_pages	local_leaveout_class	other_local_surface_pages	other_local_recipe_pages	gdt405_lock_contact	gdt405_locked_recipe	gdt405_lock_alignment	future_batch_recipe_policy	formula_hypothesis_signal	nomenclator_hypothesis_signal	record_hypothesis_signal	renderer_hypothesis_signal	mixed_model_assignment	meaning_status	portable_meaning_changed	structural_tag_promoted_to_word	guard
G513-L218	P912-E2123	f69v	f69v	CELESTIAL	f69v.14	978	drei getrennte heterogene Himmelsraeder	okeod	OK+E+O+D_ADDR	4	OK	E+O+D_ADDR	NONE	NONE	SETZEN · [E:STEUERUNG=GRAD I] · [O:STEUERUNG=AUSFÜHRUNG] · [D_ADDR:LOKALSTRUKTUR=HIER]	ORDERED_INSTRUCTION_CARD	ANWEISUNG BEI drei getrennte heterogene Himmelsraeder: SETZEN · [E:STEUERUNG=GRAD I] · [O:STEUERUNG=AUSFÜHRUNG] · [D_ADDR:LOKALSTRUKTUR=HIER]	F_PAGE_PRIVATE_VISIBLE_COMPOSITION	0	0	NONE	0	0	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED	NONE	NONE	NO	NONE	NOT_IN_GDT405_LOCK	NEW_SURFACE_USE_VISIBLE_LOCKED_ATOMS	YES	YES	YES	NO	ORDERED_INSTRUCTION_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L219	P912-E2124	f69v	f69v	CELESTIAL	f69v.15	979	drei getrennte heterogene Himmelsraeder	oteeys	OT+EE+Y+S	4	OT+Y+S	EE	NONE	NONE	DANACH · [EE:STEUERUNG=GRAD II] · POSTEN · WÄHLEN	ORDERED_INSTRUCTION_CARD	ANWEISUNG BEI drei getrennte heterogene Himmelsraeder: DANACH · [EE:STEUERUNG=GRAD II] · POSTEN · WÄHLEN	F_PAGE_PRIVATE_VISIBLE_COMPOSITION	0	0	NONE	0	0	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED	NONE	NONE	NO	NONE	NOT_IN_GDT405_LOCK	NEW_SURFACE_USE_VISIBLE_LOCKED_ATOMS	YES	YES	YES	NO	ORDERED_INSTRUCTION_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L220	P912-E2125	f69v	f69v	CELESTIAL	f69v.16	980	drei getrennte heterogene Himmelsraeder	oteol	OT+E+OL	3	OT+OL	E	NONE	NONE	DANACH · [E:STEUERUNG=GRAD I] · FORTSETZEN	ITINERARY_OR_ADDRESS_CARD	ADRESSE/FORTSETZUNG BEI drei getrennte heterogene Himmelsraeder: DANACH · [E:STEUERUNG=GRAD I] · FORTSETZEN	A_EXACT_RUNNING_SURFACE_RECIPE	5	1	OT+E+OL	6	2	f1r|f72r|f81r|f88v|f89r	PAGE_PRIVATE_LOCAL_COPY_ALLOWED	NONE	NONE	YES	OT+E+OL	MATCHES_GDT405_LOCK	REPLAY_GDT405_LOCKED_RECIPE	YES	YES	YES	NO	ITINERARY_OR_ADDRESS_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L221	P912-E2126	f69v	f69v	CELESTIAL	f69v.17	981	drei getrennte heterogene Himmelsraeder	ykeydy	Y+K+E+Y+DY	5	Y+K+Y	E+DY	NONE	NONE	POSTEN · GEBEN · [E:STEUERUNG=GRAD I] · POSTEN · [DY:STEUERUNG=SCHLUSS]	ORDERED_INSTRUCTION_CARD	ANWEISUNG BEI drei getrennte heterogene Himmelsraeder: POSTEN · GEBEN · [E:STEUERUNG=GRAD I] · POSTEN · [DY:STEUERUNG=SCHLUSS]	F_PAGE_PRIVATE_VISIBLE_COMPOSITION	0	0	NONE	0	0	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED	NONE	NONE	NO	NONE	NOT_IN_GDT405_LOCK	NEW_SURFACE_USE_VISIBLE_LOCKED_ATOMS	YES	YES	YES	NO	ORDERED_INSTRUCTION_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L222	P912-E2127	f69v	f69v	CELESTIAL	f69v.18	982	drei getrennte heterogene Himmelsraeder	okeod	OK+E+O+D_ADDR	4	OK	E+O+D_ADDR	NONE	NONE	SETZEN · [E:STEUERUNG=GRAD I] · [O:STEUERUNG=AUSFÜHRUNG] · [D_ADDR:LOKALSTRUKTUR=HIER]	ORDERED_INSTRUCTION_CARD	ANWEISUNG BEI drei getrennte heterogene Himmelsraeder: SETZEN · [E:STEUERUNG=GRAD I] · [O:STEUERUNG=AUSFÜHRUNG] · [D_ADDR:LOKALSTRUKTUR=HIER]	F_PAGE_PRIVATE_VISIBLE_COMPOSITION	0	0	NONE	0	0	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED	NONE	NONE	NO	NONE	NOT_IN_GDT405_LOCK	NEW_SURFACE_USE_VISIBLE_LOCKED_ATOMS	YES	YES	YES	NO	ORDERED_INSTRUCTION_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L223	P912-E2128	f69v	f69v	CELESTIAL	f69v.19	983	drei getrennte heterogene Himmelsraeder	saral	S+AR+AL	3	S+AR+AL	NONE	NONE	NONE	WÄHLEN · AUSGANG · ZIELORT	ORDERED_INSTRUCTION_CARD	ANWEISUNG BEI drei getrennte heterogene Himmelsraeder: WÄHLEN · AUSGANG · ZIELORT	A_EXACT_RUNNING_SURFACE_RECIPE	1	1	S+AR+AL	1	1	f67r2	PAGE_PRIVATE_LOCAL_COPY_ALLOWED	NONE	NONE	NO	NONE	NOT_IN_GDT405_LOCK	NEW_SURFACE_USE_VISIBLE_LOCKED_ATOMS	YES	YES	YES	NO	ORDERED_INSTRUCTION_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L224	P912-E2129	f69v	f69v	CELESTIAL	f69v.20	984	drei getrennte heterogene Himmelsraeder	saiir	S+AIIN+R	3	S+AIIN+R	NONE	NONE	NONE	WÄHLEN · WERT · MARKIEREN	ORDERED_INSTRUCTION_CARD	ANWEISUNG BEI drei getrennte heterogene Himmelsraeder: WÄHLEN · WERT · MARKIEREN	F_PAGE_PRIVATE_VISIBLE_COMPOSITION	0	0	NONE	0	0	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED	NONE	NONE	NO	NONE	NOT_IN_GDT405_LOCK	NEW_SURFACE_USE_VISIBLE_LOCKED_ATOMS	YES	YES	YES	NO	ORDERED_INSTRUCTION_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L225	P912-E2130	f69v	f69v	CELESTIAL	f69v.21	985	drei getrennte heterogene Himmelsraeder	okolar	OK+OL+AR	3	OK+OL+AR	NONE	NONE	NONE	SETZEN · FORTSETZEN · AUSGANG	ORDERED_INSTRUCTION_CARD	ANWEISUNG BEI drei getrennte heterogene Himmelsraeder: SETZEN · FORTSETZEN · AUSGANG	D_EXACT_LOCAL_SURFACE_OTHER_PAGE	0	0	NONE	0	0	NONE	EXACT_LOCAL_SURFACE_OTHER_PAGE	f71v	NONE	NO	NONE	NOT_IN_GDT405_LOCK	NEW_SURFACE_USE_VISIBLE_LOCKED_ATOMS	YES	NO	YES	NO	ORDERED_INSTRUCTION_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L226	P912-E2131	f69v	f69v	CELESTIAL	f69v.22	986	drei getrennte heterogene Himmelsraeder	ykeody	Y+K+E+O+DY	5	Y+K	E+O+DY	NONE	NONE	POSTEN · GEBEN · [E:STEUERUNG=GRAD I] · [O:STEUERUNG=AUSFÜHRUNG] · [DY:STEUERUNG=SCHLUSS]	ORDERED_INSTRUCTION_CARD	ANWEISUNG BEI drei getrennte heterogene Himmelsraeder: POSTEN · GEBEN · [E:STEUERUNG=GRAD I] · [O:STEUERUNG=AUSFÜHRUNG] · [DY:STEUERUNG=SCHLUSS]	A_EXACT_RUNNING_SURFACE_RECIPE	1	1	Y+K+E+O+DY	1	1	f89r	EXACT_LOCAL_SURFACE_OTHER_PAGE	f67r2|f70v	f67r2|f70v	NO	NONE	NOT_IN_GDT405_LOCK	NEW_SURFACE_USE_VISIBLE_LOCKED_ATOMS	YES	NO	YES	NO	ORDERED_INSTRUCTION_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L227	P912-E2132	f69v	f69v	CELESTIAL	f69v.23	987	drei getrennte heterogene Himmelsraeder	sarydy	S+AR+Y+D_ADDR+Y	5	S+AR+Y+Y	D_ADDR	NONE	NONE	WÄHLEN · AUSGANG · POSTEN · [D_ADDR:LOKALSTRUKTUR=HIER] · POSTEN	ORDERED_INSTRUCTION_CARD	ANWEISUNG BEI drei getrennte heterogene Himmelsraeder: WÄHLEN · AUSGANG · POSTEN · [D_ADDR:LOKALSTRUKTUR=HIER] · POSTEN	F_PAGE_PRIVATE_VISIBLE_COMPOSITION	0	0	NONE	0	0	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED	NONE	NONE	NO	NONE	NOT_IN_GDT405_LOCK	NEW_SURFACE_USE_VISIBLE_LOCKED_ATOMS	YES	YES	YES	NO	ORDERED_INSTRUCTION_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L228	P912-E2133	f69v	f69v	CELESTIAL	f69v.24	988	drei getrennte heterogene Himmelsraeder	otchy	OT+CH+Y	3	OT+CH+Y	NONE	NONE	NONE	DANACH · NEHMEN · POSTEN	ORDERED_INSTRUCTION_CARD	ANWEISUNG BEI drei getrennte heterogene Himmelsraeder: DANACH · NEHMEN · POSTEN	A_EXACT_RUNNING_SURFACE_RECIPE	4	1	OT+CH+Y	4	1	f17r|f56r|f71v|f76r	PAGE_PRIVATE_LOCAL_COPY_ALLOWED	NONE	NONE	NO	NONE	NOT_IN_GDT405_LOCK	NEW_SURFACE_USE_VISIBLE_LOCKED_ATOMS	YES	YES	YES	NO	ORDERED_INSTRUCTION_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L229	P912-E2134	f69v	f69v	CELESTIAL	f69v.25	989	drei getrennte heterogene Himmelsraeder	okeey	OK+EE+Y	3	OK+Y	EE	NONE	NONE	SETZEN · [EE:STEUERUNG=GRAD II] · POSTEN	ORDERED_INSTRUCTION_CARD	ANWEISUNG BEI drei getrennte heterogene Himmelsraeder: SETZEN · [EE:STEUERUNG=GRAD II] · POSTEN	A_EXACT_RUNNING_SURFACE_RECIPE	16	1	OK+EE+Y	67	4	f1r|f56r|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	EXACT_LOCAL_SURFACE_OTHER_PAGE	f72r	NONE	YES	OK+EE+Y	MATCHES_GDT405_LOCK	REPLAY_GDT405_LOCKED_RECIPE	YES	NO	YES	NO	ORDERED_INSTRUCTION_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L230	P912-E2135	f69v	f69v	CELESTIAL	f69v.25	990	drei getrennte heterogene Himmelsraeder	dy	Y	1	Y	NONE	NONE	NONE	POSTEN	COORDINATE_OR_CATALOGUE_CARD	KOORDINATE/KATALOGEINTRAG BEI drei getrennte heterogene Himmelsraeder: POSTEN	A_EXACT_RUNNING_SURFACE_RECIPE	44	1	Y	183	7	f10r|f11r|f13r|f17r|f18r|f1r|f24v|f55v|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	EXACT_LOCAL_SURFACE_OTHER_PAGE	f67r2|f70v|f72r|f89r	f67r2|f70v	YES	Y	MATCHES_GDT405_LOCK	REPLAY_GDT405_LOCKED_RECIPE	YES	NO	YES	NO	COORDINATE_OR_CATALOGUE_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L231	P912-E2136	f69v	f69v	CELESTIAL	f69v.26	991	drei getrennte heterogene Himmelsraeder	okey	OK+E+Y	3	OK+Y	E	NONE	NONE	SETZEN · [E:STEUERUNG=GRAD I] · POSTEN	ORDERED_INSTRUCTION_CARD	ANWEISUNG BEI drei getrennte heterogene Himmelsraeder: SETZEN · [E:STEUERUNG=GRAD I] · POSTEN	A_EXACT_RUNNING_SURFACE_RECIPE	6	1	OK+E+Y	27	3	f67r2|f75r|f76r|f81r|f81v|f82r|f83r|f89r	EXACT_LOCAL_SURFACE_OTHER_PAGE	f70v	f70v	NO	NONE	NOT_IN_GDT405_LOCK	NEW_SURFACE_USE_VISIBLE_LOCKED_ATOMS	YES	NO	YES	NO	ORDERED_INSTRUCTION_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L232	P912-E2137	f69v	f69v	CELESTIAL	f69v.26	992	drei getrennte heterogene Himmelsraeder	d	D_ADDR	1	NONE	D_ADDR	NONE	NONE	[D_ADDR:LOKALSTRUKTUR=HIER]	LOCAL_CLASS_OR_NAME_CARD	LOKALE KENNUNG BEI drei getrennte heterogene Himmelsraeder: [D_ADDR:LOKALSTRUKTUR=HIER]	A_EXACT_RUNNING_SURFACE_RECIPE	11	1	D_ADDR	11	1	f11r|f13r|f17r|f1r|f56r|f72r|f77r|f82r	EXACT_LOCAL_SURFACE_OTHER_PAGE	f76r	NONE	YES	D_ADDR	MATCHES_GDT405_LOCK	REPLAY_GDT405_LOCKED_RECIPE	YES	YES	YES	NO	LOCAL_CLASS_OR_NAME_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L233	P912-E2138	f69v	f69v	CELESTIAL	f69v.27	993	drei getrennte heterogene Himmelsraeder	okeod	OK+E+O+D_ADDR	4	OK	E+O+D_ADDR	NONE	NONE	SETZEN · [E:STEUERUNG=GRAD I] · [O:STEUERUNG=AUSFÜHRUNG] · [D_ADDR:LOKALSTRUKTUR=HIER]	ORDERED_INSTRUCTION_CARD	ANWEISUNG BEI drei getrennte heterogene Himmelsraeder: SETZEN · [E:STEUERUNG=GRAD I] · [O:STEUERUNG=AUSFÜHRUNG] · [D_ADDR:LOKALSTRUKTUR=HIER]	F_PAGE_PRIVATE_VISIBLE_COMPOSITION	0	0	NONE	0	0	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED	NONE	NONE	NO	NONE	NOT_IN_GDT405_LOCK	NEW_SURFACE_USE_VISIBLE_LOCKED_ATOMS	YES	YES	YES	NO	ORDERED_INSTRUCTION_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L234	P912-E2139	f69v	f69v	CELESTIAL	f69v.28	994	drei getrennte heterogene Himmelsraeder	okodchy	OK+O+D_ADDR+CH+Y	5	OK+CH+Y	O+D_ADDR	NONE	NONE	SETZEN · [O:STEUERUNG=AUSFÜHRUNG] · [D_ADDR:LOKALSTRUKTUR=HIER] · NEHMEN · POSTEN	ORDERED_INSTRUCTION_CARD	ANWEISUNG BEI drei getrennte heterogene Himmelsraeder: SETZEN · [O:STEUERUNG=AUSFÜHRUNG] · [D_ADDR:LOKALSTRUKTUR=HIER] · NEHMEN · POSTEN	F_PAGE_PRIVATE_VISIBLE_COMPOSITION	0	0	NONE	0	0	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED	NONE	NONE	NO	NONE	NOT_IN_GDT405_LOCK	NEW_SURFACE_USE_VISIBLE_LOCKED_ATOMS	YES	YES	YES	NO	ORDERED_INSTRUCTION_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L235	P912-E2140	f69v	f69v	CELESTIAL	f69v.29	995	drei getrennte heterogene Himmelsraeder	okeody	OK+E+O+D_ADDR+Y	5	OK+Y	E+O+D_ADDR	NONE	NONE	SETZEN · [E:STEUERUNG=GRAD I] · [O:STEUERUNG=AUSFÜHRUNG] · [D_ADDR:LOKALSTRUKTUR=HIER] · POSTEN	ORDERED_INSTRUCTION_CARD	ANWEISUNG BEI drei getrennte heterogene Himmelsraeder: SETZEN · [E:STEUERUNG=GRAD I] · [O:STEUERUNG=AUSFÜHRUNG] · [D_ADDR:LOKALSTRUKTUR=HIER] · POSTEN	A_EXACT_RUNNING_SURFACE_RECIPE	3	1	OK+E+O+D_ADDR+Y	12	3	f55v|f72r|f88r|f88v|f89r	PAGE_PRIVATE_LOCAL_COPY_ALLOWED	NONE	NONE	NO	NONE	NOT_IN_GDT405_LOCK	NEW_SURFACE_USE_VISIBLE_LOCKED_ATOMS	YES	YES	YES	NO	ORDERED_INSTRUCTION_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L236	P912-E2141	f69v	f69v	CELESTIAL	f69v.30	996	drei getrennte heterogene Himmelsraeder	okcheys	OK+CH+E+Y+S	5	OK+CH+Y+S	E	NONE	NONE	SETZEN · NEHMEN · [E:STEUERUNG=GRAD I] · POSTEN · WÄHLEN	ORDERED_INSTRUCTION_CARD	ANWEISUNG BEI drei getrennte heterogene Himmelsraeder: SETZEN · NEHMEN · [E:STEUERUNG=GRAD I] · POSTEN · WÄHLEN	F_PAGE_PRIVATE_VISIBLE_COMPOSITION	0	0	NONE	0	0	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED	NONE	NONE	NO	NONE	NOT_IN_GDT405_LOCK	NEW_SURFACE_USE_VISIBLE_LOCKED_ATOMS	YES	YES	YES	NO	ORDERED_INSTRUCTION_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L237	P912-E2142	f69v	f69v	CELESTIAL	f69v.31	997	drei getrennte heterogene Himmelsraeder	oar	O+AR	2	AR	O	NONE	NONE	[O:STEUERUNG=AUSFÜHRUNG] · AUSGANG	COORDINATE_OR_CATALOGUE_CARD	KOORDINATE/KATALOGEINTRAG BEI drei getrennte heterogene Himmelsraeder: [O:STEUERUNG=AUSFÜHRUNG] · AUSGANG	B_RUNNING_RECIPE_NEW_SURFACE	0	0	NONE	1	1	f89r	PAGE_PRIVATE_LOCAL_COPY_ALLOWED	NONE	NONE	NO	NONE	NOT_IN_GDT405_LOCK	NEW_SURFACE_USE_VISIBLE_LOCKED_ATOMS	YES	YES	YES	YES	COORDINATE_OR_CATALOGUE_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L238	P912-E2143	f69v	f69v	CELESTIAL	f69v.31	998	drei getrennte heterogene Himmelsraeder	alys	AL+Y+S	3	AL+Y+S	NONE	NONE	NONE	ZIELORT · POSTEN · WÄHLEN	ORDERED_INSTRUCTION_CARD	ANWEISUNG BEI drei getrennte heterogene Himmelsraeder: ZIELORT · POSTEN · WÄHLEN	F_PAGE_PRIVATE_VISIBLE_COMPOSITION	0	0	NONE	0	0	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED	NONE	NONE	NO	NONE	NOT_IN_GDT405_LOCK	NEW_SURFACE_USE_VISIBLE_LOCKED_ATOMS	YES	YES	YES	NO	ORDERED_INSTRUCTION_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L239	P912-E2144	f70v	f70v	CELESTIAL	f70v1.1	999	Widderrad mit Stern tragenden Figuren	dalalody	AL+AL+O+DY	4	AL+AL	O+DY	NONE	NONE	ZIELORT · ZIELORT · [O:STEUERUNG=AUSFÜHRUNG] · [DY:STEUERUNG=SCHLUSS]	COORDINATE_OR_CATALOGUE_CARD	KOORDINATE/KATALOGEINTRAG BEI Widderrad mit Stern tragenden Figuren: ZIELORT · ZIELORT · [O:STEUERUNG=AUSFÜHRUNG] · [DY:STEUERUNG=SCHLUSS]	F_PAGE_PRIVATE_VISIBLE_COMPOSITION	0	0	NONE	0	0	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED	NONE	NONE	NO	NONE	NOT_IN_GDT405_LOCK	NEW_SURFACE_USE_VISIBLE_LOCKED_ATOMS	YES	YES	YES	NO	COORDINATE_OR_CATALOGUE_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L240	P912-E2145	f70v	f70v	CELESTIAL	f70v1.1	1000	Widderrad mit Stern tragenden Figuren	oteoshey	OT+E+O+SH+E+Y	6	OT+SH+Y	E+O+E	NONE	NONE	DANACH · [E:STEUERUNG=GRAD I] · [O:STEUERUNG=AUSFÜHRUNG] · HALTEN · [E:STEUERUNG=GRAD I] · POSTEN	ORDERED_INSTRUCTION_CARD	ANWEISUNG BEI Widderrad mit Stern tragenden Figuren: DANACH · [E:STEUERUNG=GRAD I] · [O:STEUERUNG=AUSFÜHRUNG] · HALTEN · [E:STEUERUNG=GRAD I] · POSTEN	F_PAGE_PRIVATE_VISIBLE_COMPOSITION	0	0	NONE	0	0	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED	NONE	NONE	NO	NONE	NOT_IN_GDT405_LOCK	NEW_SURFACE_USE_VISIBLE_LOCKED_ATOMS	YES	YES	YES	NO	ORDERED_INSTRUCTION_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L241	P912-E2146	f70v	f70v	CELESTIAL	f70v1.1	1001	Widderrad mit Stern tragenden Figuren	okoksheo	OK+OK+SH+E+O	5	OK+OK+SH	E+O	NONE	NONE	SETZEN · SETZEN · HALTEN · [E:STEUERUNG=GRAD I] · [O:STEUERUNG=AUSFÜHRUNG]	ORDERED_INSTRUCTION_CARD	ANWEISUNG BEI Widderrad mit Stern tragenden Figuren: SETZEN · SETZEN · HALTEN · [E:STEUERUNG=GRAD I] · [O:STEUERUNG=AUSFÜHRUNG]	F_PAGE_PRIVATE_VISIBLE_COMPOSITION	0	0	NONE	0	0	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED	NONE	NONE	NO	NONE	NOT_IN_GDT405_LOCK	NEW_SURFACE_USE_VISIBLE_LOCKED_ATOMS	YES	YES	YES	NO	ORDERED_INSTRUCTION_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L242	P912-E2147	f70v	f70v	CELESTIAL	f70v1.1	1002	Widderrad mit Stern tragenden Figuren	shokey	SH+OK+E+Y	4	SH+OK+Y	E	NONE	NONE	HALTEN · SETZEN · [E:STEUERUNG=GRAD I] · POSTEN	ORDERED_INSTRUCTION_CARD	ANWEISUNG BEI Widderrad mit Stern tragenden Figuren: HALTEN · SETZEN · [E:STEUERUNG=GRAD I] · POSTEN	F_PAGE_PRIVATE_VISIBLE_COMPOSITION	0	0	NONE	0	0	NONE	PAGE_PRIVATE_LOCAL_COPY_ALLOWED	NONE	NONE	NO	NONE	NOT_IN_GDT405_LOCK	NEW_SURFACE_USE_VISIBLE_LOCKED_ATOMS	YES	YES	YES	NO	ORDERED_INSTRUCTION_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L243	P912-E2148	f70v	f70v	CELESTIAL	f70v1.1	1003	Widderrad mit Stern tragenden Figuren	raiin	R+AIIN	2	R+AIIN	NONE	NONE	NONE	MARKIEREN · WERT	ORDERED_INSTRUCTION_CARD	ANWEISUNG BEI Widderrad mit Stern tragenden Figuren: MARKIEREN · WERT	A_EXACT_RUNNING_SURFACE_RECIPE	8	1	R+AIIN	8	1	f76r|f77r|f82r|f95v	PAGE_PRIVATE_LOCAL_COPY_ALLOWED	NONE	NONE	YES	R+AIIN	MATCHES_GDT405_LOCK	REPLAY_GDT405_LOCKED_RECIPE	YES	YES	YES	NO	ORDERED_INSTRUCTION_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
G513-L244	P912-E2149	f70v	f70v	CELESTIAL	f70v1.1	1004	Widderrad mit Stern tragenden Figuren	otor	OT+OR	2	OT+OR	NONE	NONE	NONE	DANACH · EINHEIT	ITINERARY_OR_ADDRESS_CARD	ADRESSE/FORTSETZUNG BEI Widderrad mit Stern tragenden Figuren: DANACH · EINHEIT	A_EXACT_RUNNING_SURFACE_RECIPE	5	1	OT+OR	8	2	f10r|f68r1|f71v|f83r	EXACT_LOCAL_SURFACE_OTHER_PAGE	f68r1|f88r	f68r1|f88r	NO	NONE	NOT_IN_GDT405_LOCK	NEW_SURFACE_USE_VISIBLE_LOCKED_ATOMS	YES	NO	YES	NO	ITINERARY_OR_ADDRESS_CARD	COMPLETE_WORKING_COMPONENT_READING	NO	NO	WORKING_COMPONENT_AND_STRUCTURAL_DEFAULTS_ONLY__NO_CONFIRMED_LEXEME
