unified_serial	register	page	unit_or_locus	source_group_identity	visible_identity	owner_or_namespace	construction_or_address	current_short_reading	content_layer	finite_source_unit	allowed_source_program	free_master_noun_allowed	selected_source_vocabulary	content_selection_status	controlled_unit_reading_de	controlled_rewrite_status
431	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.19	A050	A1:G050	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_19	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	WHEEL>SECTOR>STAR_PLACE>CONDITION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>CELESTIAL_VALUE>NAMESPACE	NO	Himmelsrad; Himmelssektor; Sternplatz; Himmelsbedingung; Ringrubrik; Himmelslabel; Kalenderwert; Himmelswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON	Am Himmelsrad den Himmelssektor und Sternplatz wählen. Die Himmelsbedingung an der Ringrubrik zeigen, das Himmelslabel kopieren und Kalenderwert sowie Himmelswert mit dem örtlichen Instrumentenschlüssel lesen. Beim Radwechsel den Schlüssel wechseln.	BOUND_WITHOUT_FREE_CONTENT_NOUN
432	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.20	A051	A1:G051	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_20	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	WHEEL>SECTOR>STAR_PLACE>CONDITION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>CELESTIAL_VALUE>NAMESPACE	NO	Himmelsrad; Himmelssektor; Sternplatz; Himmelsbedingung; Ringrubrik; Himmelslabel; Kalenderwert; Himmelswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON	Am Himmelsrad den Himmelssektor und Sternplatz wählen. Die Himmelsbedingung an der Ringrubrik zeigen, das Himmelslabel kopieren und Kalenderwert sowie Himmelswert mit dem örtlichen Instrumentenschlüssel lesen. Beim Radwechsel den Schlüssel wechseln.	BOUND_WITHOUT_FREE_CONTENT_NOUN
433	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.20	A052	A1:G052	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_20	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	WHEEL>SECTOR>STAR_PLACE>CONDITION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>CELESTIAL_VALUE>NAMESPACE	NO	Himmelsrad; Himmelssektor; Sternplatz; Himmelsbedingung; Ringrubrik; Himmelslabel; Kalenderwert; Himmelswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON	Am Himmelsrad den Himmelssektor und Sternplatz wählen. Die Himmelsbedingung an der Ringrubrik zeigen, das Himmelslabel kopieren und Kalenderwert sowie Himmelswert mit dem örtlichen Instrumentenschlüssel lesen. Beim Radwechsel den Schlüssel wechseln.	BOUND_WITHOUT_FREE_CONTENT_NOUN
434	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.21	A053	A1:G053	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_21	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	WHEEL>SECTOR>STAR_PLACE>CONDITION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>CELESTIAL_VALUE>NAMESPACE	NO	Himmelsrad; Himmelssektor; Sternplatz; Himmelsbedingung; Ringrubrik; Himmelslabel; Kalenderwert; Himmelswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON	Am Himmelsrad den Himmelssektor und Sternplatz wählen. Die Himmelsbedingung an der Ringrubrik zeigen, das Himmelslabel kopieren und Kalenderwert sowie Himmelswert mit dem örtlichen Instrumentenschlüssel lesen. Beim Radwechsel den Schlüssel wechseln.	BOUND_WITHOUT_FREE_CONTENT_NOUN
435	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.21	A054	A1:G054	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_21	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	WHEEL>SECTOR>STAR_PLACE>CONDITION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>CELESTIAL_VALUE>NAMESPACE	NO	Himmelsrad; Himmelssektor; Sternplatz; Himmelsbedingung; Ringrubrik; Himmelslabel; Kalenderwert; Himmelswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON	Am Himmelsrad den Himmelssektor und Sternplatz wählen. Die Himmelsbedingung an der Ringrubrik zeigen, das Himmelslabel kopieren und Kalenderwert sowie Himmelswert mit dem örtlichen Instrumentenschlüssel lesen. Beim Radwechsel den Schlüssel wechseln.	BOUND_WITHOUT_FREE_CONTENT_NOUN
436	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.21	A055	A1:G055	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_21	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	WHEEL>SECTOR>STAR_PLACE>CONDITION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>CELESTIAL_VALUE>NAMESPACE	NO	Himmelsrad; Himmelssektor; Sternplatz; Himmelsbedingung; Ringrubrik; Himmelslabel; Kalenderwert; Himmelswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON	Am Himmelsrad den Himmelssektor und Sternplatz wählen. Die Himmelsbedingung an der Ringrubrik zeigen, das Himmelslabel kopieren und Kalenderwert sowie Himmelswert mit dem örtlichen Instrumentenschlüssel lesen. Beim Radwechsel den Schlüssel wechseln.	BOUND_WITHOUT_FREE_CONTENT_NOUN
437	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.22	A056	A1:G056	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_22	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	WHEEL>SECTOR>STAR_PLACE>CONDITION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>CELESTIAL_VALUE>NAMESPACE	NO	Himmelsrad; Himmelssektor; Sternplatz; Himmelsbedingung; Ringrubrik; Himmelslabel; Kalenderwert; Himmelswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON	Am Himmelsrad den Himmelssektor und Sternplatz wählen. Die Himmelsbedingung an der Ringrubrik zeigen, das Himmelslabel kopieren und Kalenderwert sowie Himmelswert mit dem örtlichen Instrumentenschlüssel lesen. Beim Radwechsel den Schlüssel wechseln.	BOUND_WITHOUT_FREE_CONTENT_NOUN
438	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.23	A057	A1:G057	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_23	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	WHEEL>SECTOR>STAR_PLACE>CONDITION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>CELESTIAL_VALUE>NAMESPACE	NO	Himmelsrad; Himmelssektor; Sternplatz; Himmelsbedingung; Ringrubrik; Himmelslabel; Kalenderwert; Himmelswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON	Am Himmelsrad den Himmelssektor und Sternplatz wählen. Die Himmelsbedingung an der Ringrubrik zeigen, das Himmelslabel kopieren und Kalenderwert sowie Himmelswert mit dem örtlichen Instrumentenschlüssel lesen. Beim Radwechsel den Schlüssel wechseln.	BOUND_WITHOUT_FREE_CONTENT_NOUN
439	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.23	A058	A1:G058	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_23	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	WHEEL>SECTOR>STAR_PLACE>CONDITION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>CELESTIAL_VALUE>NAMESPACE	NO	Himmelsrad; Himmelssektor; Sternplatz; Himmelsbedingung; Ringrubrik; Himmelslabel; Kalenderwert; Himmelswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON	Am Himmelsrad den Himmelssektor und Sternplatz wählen. Die Himmelsbedingung an der Ringrubrik zeigen, das Himmelslabel kopieren und Kalenderwert sowie Himmelswert mit dem örtlichen Instrumentenschlüssel lesen. Beim Radwechsel den Schlüssel wechseln.	BOUND_WITHOUT_FREE_CONTENT_NOUN
440	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.24	A059	A1:G059	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_24	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	WHEEL>SECTOR>STAR_PLACE>CONDITION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>CELESTIAL_VALUE>NAMESPACE	NO	Himmelsrad; Himmelssektor; Sternplatz; Himmelsbedingung; Ringrubrik; Himmelslabel; Kalenderwert; Himmelswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON	Am Himmelsrad den Himmelssektor und Sternplatz wählen. Die Himmelsbedingung an der Ringrubrik zeigen, das Himmelslabel kopieren und Kalenderwert sowie Himmelswert mit dem örtlichen Instrumentenschlüssel lesen. Beim Radwechsel den Schlüssel wechseln.	BOUND_WITHOUT_FREE_CONTENT_NOUN
441	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.24	A060	A1:G060	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_24	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	WHEEL>SECTOR>STAR_PLACE>CONDITION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>CELESTIAL_VALUE>NAMESPACE	NO	Himmelsrad; Himmelssektor; Sternplatz; Himmelsbedingung; Ringrubrik; Himmelslabel; Kalenderwert; Himmelswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON	Am Himmelsrad den Himmelssektor und Sternplatz wählen. Die Himmelsbedingung an der Ringrubrik zeigen, das Himmelslabel kopieren und Kalenderwert sowie Himmelswert mit dem örtlichen Instrumentenschlüssel lesen. Beim Radwechsel den Schlüssel wechseln.	BOUND_WITHOUT_FREE_CONTENT_NOUN
442	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.24	A061	A1:G061	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_24	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	WHEEL>SECTOR>STAR_PLACE>CONDITION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>CELESTIAL_VALUE>NAMESPACE	NO	Himmelsrad; Himmelssektor; Sternplatz; Himmelsbedingung; Ringrubrik; Himmelslabel; Kalenderwert; Himmelswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON	Am Himmelsrad den Himmelssektor und Sternplatz wählen. Die Himmelsbedingung an der Ringrubrik zeigen, das Himmelslabel kopieren und Kalenderwert sowie Himmelswert mit dem örtlichen Instrumentenschlüssel lesen. Beim Radwechsel den Schlüssel wechseln.	BOUND_WITHOUT_FREE_CONTENT_NOUN
443	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.25	A062	A1:G062	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_25	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	WHEEL>SECTOR>STAR_PLACE>CONDITION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>CELESTIAL_VALUE>NAMESPACE	NO	Himmelsrad; Himmelssektor; Sternplatz; Himmelsbedingung; Ringrubrik; Himmelslabel; Kalenderwert; Himmelswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON	Am Himmelsrad den Himmelssektor und Sternplatz wählen. Die Himmelsbedingung an der Ringrubrik zeigen, das Himmelslabel kopieren und Kalenderwert sowie Himmelswert mit dem örtlichen Instrumentenschlüssel lesen. Beim Radwechsel den Schlüssel wechseln.	BOUND_WITHOUT_FREE_CONTENT_NOUN
444	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.26	A063	A1:G063	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_26	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	WHEEL>SECTOR>STAR_PLACE>CONDITION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>CELESTIAL_VALUE>NAMESPACE	NO	Himmelsrad; Himmelssektor; Sternplatz; Himmelsbedingung; Ringrubrik; Himmelslabel; Kalenderwert; Himmelswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON	Am Himmelsrad den Himmelssektor und Sternplatz wählen. Die Himmelsbedingung an der Ringrubrik zeigen, das Himmelslabel kopieren und Kalenderwert sowie Himmelswert mit dem örtlichen Instrumentenschlüssel lesen. Beim Radwechsel den Schlüssel wechseln.	BOUND_WITHOUT_FREE_CONTENT_NOUN
445	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.26	A064	A1:G064	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_26	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	WHEEL>SECTOR>STAR_PLACE>CONDITION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>CELESTIAL_VALUE>NAMESPACE	NO	Himmelsrad; Himmelssektor; Sternplatz; Himmelsbedingung; Ringrubrik; Himmelslabel; Kalenderwert; Himmelswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON	Am Himmelsrad den Himmelssektor und Sternplatz wählen. Die Himmelsbedingung an der Ringrubrik zeigen, das Himmelslabel kopieren und Kalenderwert sowie Himmelswert mit dem örtlichen Instrumentenschlüssel lesen. Beim Radwechsel den Schlüssel wechseln.	BOUND_WITHOUT_FREE_CONTENT_NOUN
446	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.26	A065	A1:G065	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_26	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	WHEEL>SECTOR>STAR_PLACE>CONDITION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>CELESTIAL_VALUE>NAMESPACE	NO	Himmelsrad; Himmelssektor; Sternplatz; Himmelsbedingung; Ringrubrik; Himmelslabel; Kalenderwert; Himmelswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON	Am Himmelsrad den Himmelssektor und Sternplatz wählen. Die Himmelsbedingung an der Ringrubrik zeigen, das Himmelslabel kopieren und Kalenderwert sowie Himmelswert mit dem örtlichen Instrumentenschlüssel lesen. Beim Radwechsel den Schlüssel wechseln.	BOUND_WITHOUT_FREE_CONTENT_NOUN
447	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.27	A066	A1:G066	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_27	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	WHEEL>SECTOR>STAR_PLACE>CONDITION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>CELESTIAL_VALUE>NAMESPACE	NO	Himmelsrad; Himmelssektor; Sternplatz; Himmelsbedingung; Ringrubrik; Himmelslabel; Kalenderwert; Himmelswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON	Am Himmelsrad den Himmelssektor und Sternplatz wählen. Die Himmelsbedingung an der Ringrubrik zeigen, das Himmelslabel kopieren und Kalenderwert sowie Himmelswert mit dem örtlichen Instrumentenschlüssel lesen. Beim Radwechsel den Schlüssel wechseln.	BOUND_WITHOUT_FREE_CONTENT_NOUN
448	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.27	A067	A1:G067	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_27	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	WHEEL>SECTOR>STAR_PLACE>CONDITION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>CELESTIAL_VALUE>NAMESPACE	NO	Himmelsrad; Himmelssektor; Sternplatz; Himmelsbedingung; Ringrubrik; Himmelslabel; Kalenderwert; Himmelswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON	Am Himmelsrad den Himmelssektor und Sternplatz wählen. Die Himmelsbedingung an der Ringrubrik zeigen, das Himmelslabel kopieren und Kalenderwert sowie Himmelswert mit dem örtlichen Instrumentenschlüssel lesen. Beim Radwechsel den Schlüssel wechseln.	BOUND_WITHOUT_FREE_CONTENT_NOUN
449	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.27	A068	A1:G068	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_27	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	WHEEL>SECTOR>STAR_PLACE>CONDITION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>CELESTIAL_VALUE>NAMESPACE	NO	Himmelsrad; Himmelssektor; Sternplatz; Himmelsbedingung; Ringrubrik; Himmelslabel; Kalenderwert; Himmelswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON	Am Himmelsrad den Himmelssektor und Sternplatz wählen. Die Himmelsbedingung an der Ringrubrik zeigen, das Himmelslabel kopieren und Kalenderwert sowie Himmelswert mit dem örtlichen Instrumentenschlüssel lesen. Beim Radwechsel den Schlüssel wechseln.	BOUND_WITHOUT_FREE_CONTENT_NOUN
450	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.27	A069	A1:G069	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_27	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	WHEEL>SECTOR>STAR_PLACE>CONDITION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>CELESTIAL_VALUE>NAMESPACE	NO	Himmelsrad; Himmelssektor; Sternplatz; Himmelsbedingung; Ringrubrik; Himmelslabel; Kalenderwert; Himmelswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON	Am Himmelsrad den Himmelssektor und Sternplatz wählen. Die Himmelsbedingung an der Ringrubrik zeigen, das Himmelslabel kopieren und Kalenderwert sowie Himmelswert mit dem örtlichen Instrumentenschlüssel lesen. Beim Radwechsel den Schlüssel wechseln.	BOUND_WITHOUT_FREE_CONTENT_NOUN
451	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.28	A070	A1:G070	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_28	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	WHEEL>SECTOR>STAR_PLACE>CONDITION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>CELESTIAL_VALUE>NAMESPACE	NO	Himmelsrad; Himmelssektor; Sternplatz; Himmelsbedingung; Ringrubrik; Himmelslabel; Kalenderwert; Himmelswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON	Am Himmelsrad den Himmelssektor und Sternplatz wählen. Die Himmelsbedingung an der Ringrubrik zeigen, das Himmelslabel kopieren und Kalenderwert sowie Himmelswert mit dem örtlichen Instrumentenschlüssel lesen. Beim Radwechsel den Schlüssel wechseln.	BOUND_WITHOUT_FREE_CONTENT_NOUN
452	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.28	A071	A1:G071	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_28	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	WHEEL>SECTOR>STAR_PLACE>CONDITION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>CELESTIAL_VALUE>NAMESPACE	NO	Himmelsrad; Himmelssektor; Sternplatz; Himmelsbedingung; Ringrubrik; Himmelslabel; Kalenderwert; Himmelswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON	Am Himmelsrad den Himmelssektor und Sternplatz wählen. Die Himmelsbedingung an der Ringrubrik zeigen, das Himmelslabel kopieren und Kalenderwert sowie Himmelswert mit dem örtlichen Instrumentenschlüssel lesen. Beim Radwechsel den Schlüssel wechseln.	BOUND_WITHOUT_FREE_CONTENT_NOUN
453	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.29	A072	A1:G072	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_29	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	WHEEL>SECTOR>STAR_PLACE>CONDITION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>CELESTIAL_VALUE>NAMESPACE	NO	Himmelsrad; Himmelssektor; Sternplatz; Himmelsbedingung; Ringrubrik; Himmelslabel; Kalenderwert; Himmelswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON	Am Himmelsrad den Himmelssektor und Sternplatz wählen. Die Himmelsbedingung an der Ringrubrik zeigen, das Himmelslabel kopieren und Kalenderwert sowie Himmelswert mit dem örtlichen Instrumentenschlüssel lesen. Beim Radwechsel den Schlüssel wechseln.	BOUND_WITHOUT_FREE_CONTENT_NOUN
454	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.29	A073	A1:G073	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_29	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	WHEEL>SECTOR>STAR_PLACE>CONDITION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>CELESTIAL_VALUE>NAMESPACE	NO	Himmelsrad; Himmelssektor; Sternplatz; Himmelsbedingung; Ringrubrik; Himmelslabel; Kalenderwert; Himmelswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON	Am Himmelsrad den Himmelssektor und Sternplatz wählen. Die Himmelsbedingung an der Ringrubrik zeigen, das Himmelslabel kopieren und Kalenderwert sowie Himmelswert mit dem örtlichen Instrumentenschlüssel lesen. Beim Radwechsel den Schlüssel wechseln.	BOUND_WITHOUT_FREE_CONTENT_NOUN
455	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.30	A074	A1:G074	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_30	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	WHEEL>SECTOR>STAR_PLACE>CONDITION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>CELESTIAL_VALUE>NAMESPACE	NO	Himmelsrad; Himmelssektor; Sternplatz; Himmelsbedingung; Ringrubrik; Himmelslabel; Kalenderwert; Himmelswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON	Am Himmelsrad den Himmelssektor und Sternplatz wählen. Die Himmelsbedingung an der Ringrubrik zeigen, das Himmelslabel kopieren und Kalenderwert sowie Himmelswert mit dem örtlichen Instrumentenschlüssel lesen. Beim Radwechsel den Schlüssel wechseln.	BOUND_WITHOUT_FREE_CONTENT_NOUN
456	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.30	A075	A1:G075	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_30	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	WHEEL>SECTOR>STAR_PLACE>CONDITION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>CELESTIAL_VALUE>NAMESPACE	NO	Himmelsrad; Himmelssektor; Sternplatz; Himmelsbedingung; Ringrubrik; Himmelslabel; Kalenderwert; Himmelswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON	Am Himmelsrad den Himmelssektor und Sternplatz wählen. Die Himmelsbedingung an der Ringrubrik zeigen, das Himmelslabel kopieren und Kalenderwert sowie Himmelswert mit dem örtlichen Instrumentenschlüssel lesen. Beim Radwechsel den Schlüssel wechseln.	BOUND_WITHOUT_FREE_CONTENT_NOUN
457	ASTRO_LOCAL_LOOKUP	f67r2	f67r2.31	A076	A1:G076	A1_LEFT_WHEEL_ONLY	A1_LEFT_LOCAL_FIELD_31	Schlage den vollständigen Wert nur im lokalen Instrumentenexemplar nach.	VISIBLE_LOCUS_PLUS_LOCAL_MASTER_NOMENCLATOR	A1	WHEEL>SECTOR>STAR_PLACE>CONDITION_PLACE>RING_TEXT>LOCAL_LABEL>CALENDAR_VALUE>CELESTIAL_VALUE>NAMESPACE	NO	Himmelsrad; Himmelssektor; Sternplatz; Himmelsbedingung; Ringrubrik; Himmelslabel; Kalenderwert; Himmelswert; örtlicher Instrumentenschlüssel	FINITE_SELECTED_LEXICON	Am Himmelsrad den Himmelssektor und Sternplatz wählen. Die Himmelsbedingung an der Ringrubrik zeigen, das Himmelslabel kopieren und Kalenderwert sowie Himmelswert mit dem örtlichen Instrumentenschlüssel lesen. Beim Radwechsel den Schlüssel wechseln.	BOUND_WITHOUT_FREE_CONTENT_NOUN
