component_recipe	intake_tier	atom_count	support_count	reachable_state_count	register_count	transition_cell_count	order_repaired_cell_count	distinct_outgoing_state_count	distinct_clause_count	state_signature_sha256	clause_signature_sha256	full_transition_signature_sha256
O+P+CH+E+OR	T0_EXACT_OBSERVED	5	1	49	5	245	0	1	5	8bfc98c988dd74d23342052b9aaf131e9e1cf58ef286ae2c7b406f2b74d16bfb	06c1af30179488471fffef4564086f691e7aea0378abadeaa956e20fbb1f6200	8298d04ebdde3b9222c05e360584b378a97832ce97cbe74ed6cd7b0c17fd421b
O+P+CH+EE+OL	T0_EXACT_OBSERVED	5	1	49	5	245	0	5	23	13dce202a2914b13c4c42cd1903b968f4531fbb8b6b936e11303d2f8288fc188	cfcb305160c96ad77f4084e04918d64bb15c78e079b71dc4b1ea6ac8f5f01194	3e34c0fd509f9a6d4b414889f9893c6c9d28d82f46c1184e6c7139f13ffa31c7
O+P+CH+OL+AL+AIIN	T0_EXACT_OBSERVED	6	1	49	5	245	0	1	5	aee4d7f333ae2c26de4303c483dc989220dee76b78cc4353adebee8e438f5743	fa7d38beacbdd4953172a0bbecf3bd3d6dd84df52d59821d0da080b7ce325563	e25fe1e594d91cd65ce9319f769d419337ec4fe11319366caaeb580d5c39b8de
O+P+CH+OR	T0_EXACT_OBSERVED	4	1	49	5	245	0	1	5	8bfc98c988dd74d23342052b9aaf131e9e1cf58ef286ae2c7b406f2b74d16bfb	eec1783d751e2a82a59092b536332e01343b08239e7c12b77f55717fc1468168	2cf35e1dead6f547b8fef7c518abbc5dd4ba0f55d588ff4c60c41f2c923753a2
O+P+CH+OR+DY	T0_EXACT_OBSERVED	5	1	49	5	245	0	1	5	8bfc98c988dd74d23342052b9aaf131e9e1cf58ef286ae2c7b406f2b74d16bfb	4a6dcec2cedbb8499ab0c5af0abffb79549e93d9ec5e5134dc193570b4ba2592	b71c55a357c35a1c1ae6ebabd994036322b871523628b69959b210fe4d8293d0
O+P+CHD+DY	T0_EXACT_OBSERVED	4	2	49	5	245	0	5	21	6d84e51f3fa2bfd0941a935970090f632edbbdae8a4bb23efdc4e223a2730a87	8d7b4a71d75bca5fdd114757884d048fb33a876f258964bf81d09c229f1e98c3	27521126219c3cbe97a436855707e560ea743927328bc74706734a022cd8ada9
O+P+CHD+Y	T0_EXACT_OBSERVED	4	2	49	5	245	0	1	5	ab17118a547e57ee5dfc60b9d588ff0612d27ef1e7b32687f8772ce8c9a9862c	81ee3aafa2ad26c2d00614e008985c9a18a90491c33e39e05cc0d44a168fd794	50b9b00140095212da3082fb10bd8b1cf969b89722c2f4e6cae91f8cba5698c8
O+P+E+DY	T0_EXACT_OBSERVED	4	1	49	5	245	0	5	21	7fdb5ae865d56a8717acdcbcc2f7110d4ddf709c04f0c2512fed709f406d8229	88326e967b208d1b2e1085128d41e0bc119b1e4416e732bdd672d39bf9ccc276	3a0586345607144926a2aea5c09b3f9aa4a370c16cf212c0ce2f2920ddc99c67
O+P+E+Y	T0_EXACT_OBSERVED	4	1	49	5	245	0	1	5	40a25ae0cc8c8f152173286977a9db7eeca52b6c0aeb3640c1b284f15f1bd90a	5375ed8cf3514737175466f9e025db10e518712820c2326a9b870f775c1b9bb7	ab3be44de07c7f772692c58f621c2e15f29f28b56a0d3461b2c8669a7c0e8afc
O+P+O+AM_ADDR	T0_EXACT_OBSERVED	4	1	49	5	245	0	5	21	7fdb5ae865d56a8717acdcbcc2f7110d4ddf709c04f0c2512fed709f406d8229	9396182136e454c06b45c9596a6d611302804a2e45792c38f6b5ad7b22dfb824	8aaae8ae0ef61bc587a550d915d79b18423b034400c826f96374b6b4ee28155c
O+P+O+D_ADDR+OL	T0_EXACT_OBSERVED	5	1	49	5	245	0	5	21	7fdb5ae865d56a8717acdcbcc2f7110d4ddf709c04f0c2512fed709f406d8229	fa16326eca62c7d1ed803bc33533eb1cb72b633c0e01c3e4e13a0470eb6f214a	4c3efa7fed1aa731af1d7ca786dbda0586be0acf90f89cbd9f502a2415b7d3ce
O+P+OL	T0_EXACT_OBSERVED	3	1	49	5	245	0	5	21	7fdb5ae865d56a8717acdcbcc2f7110d4ddf709c04f0c2512fed709f406d8229	25fbd8230f766b663695ba6b9aeca6bdbdd0d0a60736860a3488a7c45ba80721	34909a7fd594638cc1c0f4e648eb2cfde76f9d42ca11ea51127c6435e5b858fc
O+P+SH+D_ADDR+Y	T0_EXACT_OBSERVED	5	1	49	5	245	0	1	5	f5d97aaa811b351d4d7609ce2740f846b5ba6f85b1820c6ebee6198ef6abcd87	704aeae38495a13d6ed7591a2c8c844683138bd41cda7d40c0b0da17a3cd53ac	fc7dda777d36e4c515b4de45c248749c64d1193656195959c0cc87fb7d94b54c
O+P+SH+E+Y	T0_EXACT_OBSERVED	5	2	49	5	245	0	1	5	f5d97aaa811b351d4d7609ce2740f846b5ba6f85b1820c6ebee6198ef6abcd87	43e27e289e350e8a31ac75679d8025935787b929f83d9648053b76f5d3340a47	37a3111b1dd5591e2d5c066723fd7acc5451e0a089d9bfb8e4e96b896d8853d4
O+P+SH+O+DY	T0_EXACT_OBSERVED	5	1	49	5	245	0	5	22	539cd96cfccbcc30c6b1a77bd020cfdf5203cc3fa6016e376cd251dfeece0ff8	b19c3237c30b3bd8b3c196dbcb2631736851269a2959986c4072a30ba2a5eb40	1328c76e146e01f38bf8675569159b0da2a8632cc19684c6dacfce4e61c3a208
O+P+Y	T0_EXACT_OBSERVED	3	5	49	5	245	0	1	5	40a25ae0cc8c8f152173286977a9db7eeca52b6c0aeb3640c1b284f15f1bd90a	dc2e778f197a6f834d2f933d970ee9f3f3ce1b880bed06b68940a65b5d874f18	4fb7ea3e8aeb58c826340025d9a0e428a7735666de3aed17cf028d96246a4117
O+P+Y+DY	T0_EXACT_OBSERVED	4	1	49	5	245	0	1	5	40a25ae0cc8c8f152173286977a9db7eeca52b6c0aeb3640c1b284f15f1bd90a	b3eafe5a76428b34d4007eb2185a0d75567fbcb3028c36032fb180a9179308f2	666ab0804963256b88f1070e65bc22da9c5471d6cbc398cc2403b81769db0d51
O+P+Y+D_ADDR+LOCAL_CHAR_G	T0_EXACT_OBSERVED	5	1	49	5	245	0	1	5	40a25ae0cc8c8f152173286977a9db7eeca52b6c0aeb3640c1b284f15f1bd90a	d463d11a015614ed9ec44c2154eccadf66b5e2d44e9803075f5439a8721c5e3b	e7e301d3987c82577100ec78699b10f0d7f5aafdbbe3cbc33034d08c173e8d1b
O+P+Y+K+E+Y	T0_EXACT_OBSERVED	6	1	49	5	245	0	1	5	36373ca91c2d8fd1a7778297a04fa98a92d92d48b0f132b0e4be6b1e47c6012d	cf4d51070e5de9a4c5e8ab97269cf85e51be75f3c2b5861acec4c04d782e01d7	d707355e36eb2688ff2cd50d8291147bca0208ce60ba1564e8e4bc33a8e3d1e6
O+S+AIN	T0_EXACT_OBSERVED	3	1	49	5	245	0	1	5	75bad9177d30e1f018bcfdb4e23301359d9acbda8c0a9cb5d753e9a517b6378f	05ac7cee97efff8f9b43000a0eca9ca86780fb2a08134fcdab9e3d3e897cf7d5	17b999979ac0d00a79a377c4a00e637130f07b102248a7b9b9344fa3a0a6e563
O+SH+E+O	T0_EXACT_OBSERVED	4	1	49	5	245	0	5	22	539cd96cfccbcc30c6b1a77bd020cfdf5203cc3fa6016e376cd251dfeece0ff8	8cff11fb5f031c44f83cf9990a434fba6c3f91cebf02e33ef4717ee120077aa1	0d103b07150d5f0fe3e895d2b5240fb8ab23a1edf37c2673c245419e65ea2a15
O+SH+E+Y	T0_EXACT_OBSERVED	4	1	49	5	245	0	1	5	f5d97aaa811b351d4d7609ce2740f846b5ba6f85b1820c6ebee6198ef6abcd87	ff5ccd3704974dc5f7fc45cb6b1224b357a9ff0d0ca5aa9bf7f0abeb64b4db48	a928351af14052a66476853a2674ef3232338a83db85b88a3ee75bc506f0f912
O+SH+EE+DY	T0_EXACT_OBSERVED	4	1	49	5	245	0	5	22	539cd96cfccbcc30c6b1a77bd020cfdf5203cc3fa6016e376cd251dfeece0ff8	c99a15d085396fd2437d928b56feb60f5c045e98b7cace101a9bbdcee18a7e7c	d41c368650ceebb617d42090b68452ed1e5e19432107514acafd0451713c4e92
O+SH+OR	T0_EXACT_OBSERVED	3	1	49	5	245	0	1	5	89e99a2c0585ab43eddbea687c91daa67bbd899140ed153b52f99fea5e542761	e0b5230ca4481f9a63ebfd5fbb67ac8d20d90327cbc9d51ea28e56d4a92a63f0	5a31017a7e9066f706804c202e32a3b5b7917484818a1d7b09bf5436b206ba52
O+SH+Y	T4_NARROW_APPENDIX	3	2	49	5	245	0	1	5	f5d97aaa811b351d4d7609ce2740f846b5ba6f85b1820c6ebee6198ef6abcd87	af939c86713ba810b45d31ac43ca002b5350a338db3522bce3c132afd294ba1e	54972083257e8347e4c3574156746ce3ff8efddc73c4a37025efe634d1d62f42
O+Y	T0_EXACT_OBSERVED	2	2	49	5	245	0	10	50	e9def4f002058a388b0cf9ed6964fc9fdf39f30f0ffee0e976e574760e7350be	ea3935998e23de546579360c48f7f73753463e9768e2b74ba30548b6c2a41c73	fe62fb51be4319bd602327fbde4f25d4ddebaf27f6bedcaaf0434634b45a9395
O+Y+D_ADDR+AR	T0_EXACT_OBSERVED	4	1	49	5	245	0	10	50	e9def4f002058a388b0cf9ed6964fc9fdf39f30f0ffee0e976e574760e7350be	a2e369f35ba81a25ba752f6be46a4d64c2951545b4c836fee14f627155fa6b44	f8aa66557fdf7a95ea4fb928116d072d639e9000fd2a3a039f798f4b3c08d372
O+Y+K+CH+OR	T0_EXACT_OBSERVED	5	1	49	5	245	0	1	5	8bfc98c988dd74d23342052b9aaf131e9e1cf58ef286ae2c7b406f2b74d16bfb	fbdc90e558afb93617b1a6950a37b0661b49a04d4d575fbcccc8086eed48d231	94f4b6517725350ec6d1ef33cf8b0ba640ff26c78c9393b3926cd43af7f30828
OK	T0_EXACT_OBSERVED	1	5	49	5	245	0	5	25	10cac52650450ce5124f9b32d92f480e7647d98a59f4423b7b2e626326557150	60d17a9328153ed0b453e7f674f02ee6376f47256867e1b45a588416fd998452	81219e6917cdf00efda2dd7517b314b5f9d703cd5590295ffeac7d24c3d56617
OK+AIIN	T0_EXACT_OBSERVED	2	64	49	5	245	0	1	5	d633afae6d68daf2ef31cdba22b700fd660c458662b4c15a0eb3557d48c8eb4d	5a82241c5bfd9b0213eff7b15f6dd741321380420d9f8bd58ebe27b7fe7d7811	abb4b6d6dbea22d9ad0c03092426b33346b01bcc9b5df8eafa7c008dbda4d665
OK+AIN	T0_EXACT_OBSERVED	2	63	49	5	245	0	1	5	441f50fb9de3591842e2dac9062d6e43b7eeffc337c77e36ec8597c77af807e8	bbf5531d39fc5db583d9875e1e677a4acf9edbb067758288155cbd1a6812b6ef	242582de9abb8bb863e7029acc612b980223d34f182b5f4dc96a13ded3c1ed7c
OK+AIR	T0_EXACT_OBSERVED	2	4	49	5	245	0	5	25	10cac52650450ce5124f9b32d92f480e7647d98a59f4423b7b2e626326557150	7bc64d70961b48134157fbd9906475e4e6db0828dbee586f7258b78d427e5b38	946f2aa315c2e25cc13d0b4925261303e456e55c2551c201b047ef1bc03194ad
OK+AIR+AR	T4_NARROW_APPENDIX	3	2	49	5	245	0	5	25	10cac52650450ce5124f9b32d92f480e7647d98a59f4423b7b2e626326557150	084a6e03095f807cd63c6a963b2b1c0e1195c2056292d571a888bac006efbedd	e9cfcac593dce1f20a292de7523223cad8e8f8709f4678795def7c5d900024c4
OK+AIR+DY	T4_NARROW_APPENDIX	3	2	49	5	245	0	5	25	10cac52650450ce5124f9b32d92f480e7647d98a59f4423b7b2e626326557150	6b8c5740a3c2c81a934e780f22513d5c0c3e50f4f8e7295e80d9059d7690658c	1e907d368f6d1339282bd0ec10d1fccde5bb0345ab9efa17cd5de9ea9eac6302
OK+AL	T0_EXACT_OBSERVED	2	47	49	5	245	0	5	25	10cac52650450ce5124f9b32d92f480e7647d98a59f4423b7b2e626326557150	0502768b077eb3c154535bc645b3af315e4d62db0155bbfe50f7ad3b7eb3718b	bfe07fff854a2e7e7ad1e252d1804c22fefcff43853a0e6888e5a32d9488ef44
OK+AL+AIR	T4_NARROW_APPENDIX	3	2	49	5	245	0	5	25	10cac52650450ce5124f9b32d92f480e7647d98a59f4423b7b2e626326557150	b8451213ed786400af60aaec493180a1e02f675e0bdfe9455769deac7a5716c7	c6f122d2e36fe1fbef968ec7167e2fff8cd3596ab39f4cfe7e49834722a175fe
OK+AL+AL	T0_EXACT_OBSERVED	3	1	49	5	245	0	5	25	10cac52650450ce5124f9b32d92f480e7647d98a59f4423b7b2e626326557150	7527745e28b296dc9072d52f29f208dc3fcb408e9f7fb31c28f64126637546e0	293af75e74798c86fcee4007499f4c55cd7d394e7cffe1e6c8934bf998e72d36
OK+AL+AR	T0_EXACT_OBSERVED	3	1	49	5	245	0	5	25	10cac52650450ce5124f9b32d92f480e7647d98a59f4423b7b2e626326557150	8d1a2cc86092cac4fc558f0a030cae4a1371c5c4d1a77b74a6c6c5be750bb73e	310e09d9eaec9f767131f04d0860c35402babeb7680407d2f9ea58f2549b1e9e
OK+AL+CH+E+Y	T0_EXACT_OBSERVED	5	1	49	5	245	0	1	5	ccb0fdbd3dc57fe564370973dd1aa7cf144e55842dcbd1ecde3e690309a99993	3e70516fcce75bd4cc298eca906fb703907f634de962aa466bf5cf9ac6764449	a53ffca329bb4be1996f9ffe6800ebd68bd623c97277bf07311bc74fc0d79b7a
OK+AL+DY	T0_EXACT_OBSERVED	3	1	49	5	245	0	5	25	10cac52650450ce5124f9b32d92f480e7647d98a59f4423b7b2e626326557150	df0900ce6bab0ac5e5327ebff040af95171b96fd2b909992c5bcc4b9ac7157c4	5c2c611119f52c231d3927b94c66d629005948e180d4360e1f1b0337bd556b4b
OK+AL+L	T4_NARROW_APPENDIX	3	2	49	5	245	0	5	25	10cac52650450ce5124f9b32d92f480e7647d98a59f4423b7b2e626326557150	a4fad37ecef8d9a441f3766d9245dcdf337fc82f3757f9a5c731a4a713f6e2df	1621afaed3d3c727278c5d3683c9b79e411ef36dc8d694481705f64281696030
OK+AL+O+DY	T0_EXACT_OBSERVED	4	1	49	5	245	0	5	25	10cac52650450ce5124f9b32d92f480e7647d98a59f4423b7b2e626326557150	2d1c427025a712189150cbed7015690f1790f51d08e9b420cb7c65e157d3fe91	315864e410aa5c88cd06366ff3924b7e59785bcf42a070dc6c1f77d70a786885
OK+AL+OR+O	T0_EXACT_OBSERVED	4	1	49	5	245	0	1	5	d43314ba9aa73c7c53cb43e430e2a37e87122bb91e32dbfac5fedf6bc4913577	bd619aeb8dc95f7990bd29dd9f982638c7913bc2c4dc0b31600c8c3407d20112	b71e39509c0a054dc95747ab693d323924916aa3c794236c386848254b763420
OK+AL+Y	T0_EXACT_OBSERVED	3	5	49	5	245	0	1	5	48cd6805259741fd240199b97bab755667fad5479048e36cb77d894926d442f8	22a7b2c63ecef0ef2659db2602b7e285d77b637d7af0cfe381b35e21e49b3a1f	61685aaf4639038daf648e645b7d9512d78c1a6cb3a50f77462845d5c476ca47
OK+AM_ADDR	T0_EXACT_OBSERVED	2	3	49	5	245	0	5	25	10cac52650450ce5124f9b32d92f480e7647d98a59f4423b7b2e626326557150	561fd9f2d2495c863dd0f426d57a15d707bfe387994230d1e4c670161bf9908e	fd10c24429e0233bc5cd430d88b55c8bdfa875ab78b60ced5b4cca6c9891835b
OK+AN	T0_EXACT_OBSERVED	2	4	49	5	245	0	5	25	10cac52650450ce5124f9b32d92f480e7647d98a59f4423b7b2e626326557150	ae7f2806b22f3c17e8aebaa54d48bae898e6efb10677fc546e6929c3f65e8f87	2b501cca025c6f3020b7520c44828a741df7c88aa827f00ccc3ede09ee359e88
OK+AR	T0_EXACT_OBSERVED	2	39	49	5	245	0	5	25	10cac52650450ce5124f9b32d92f480e7647d98a59f4423b7b2e626326557150	699d8f32be0171c593c740937f0ad4e6ff5c211718024bc26cc620c2ca689aa8	6ea5f1f61b150859dfaae2e664dd7a0668d15977f60f8c53d7e785e0823d94e2
OK+AR+AL	T4_NARROW_APPENDIX	3	2	49	5	245	0	5	25	10cac52650450ce5124f9b32d92f480e7647d98a59f4423b7b2e626326557150	63653f2438544ca5fe7e00f591e86a13f140a7c6cd093fee2861b9932af8900e	a57458d63496049ea0313e791fd418cea22b6aa92783740712d12b19a53158da
OK+AR+AR	T0_EXACT_OBSERVED	3	2	49	5	245	0	5	25	10cac52650450ce5124f9b32d92f480e7647d98a59f4423b7b2e626326557150	321bf85b68cae78f3ffbed05511249489e86eddb279f8755f1d65e3317812df3	50330522544e3f74577420ae48afc03e90bf9387f6ef0426b4bd0378756fbf08
OK+AR+CHD+Y	T0_EXACT_OBSERVED	4	1	49	5	245	0	1	5	ab17118a547e57ee5dfc60b9d588ff0612d27ef1e7b32687f8772ce8c9a9862c	95a8fa6bc04feaf7abf0b75f89ba3137fbd594510eb1121b4d33e6a97cd5af03	bfa12ec59dcd552e6b8127ada877bddbca6090f42d8ae7b45b1e7863f697719c
OK+AR+DY	T0_EXACT_OBSERVED	3	1	49	5	245	0	5	25	10cac52650450ce5124f9b32d92f480e7647d98a59f4423b7b2e626326557150	7190f671874e422aedf57a86eb2dff83cab7c692c067f3b17590c882f4be15cc	536da56a07ba9d8987b84661fa5f79d16681d27c3b0b1236736cbe5b8dd9b47c
OK+A_ADDR+IIN+K+AL+Y	T0_EXACT_OBSERVED	6	1	49	5	245	0	1	5	36373ca91c2d8fd1a7778297a04fa98a92d92d48b0f132b0e4be6b1e47c6012d	5d4a82b49facf554ca02bb2f19fec869c315a483c4ae725909408806948e12fe	767ed7c9ca78090fabfd9bf29d9689b365a20e28c8a2452e876c19c2af2e7280
OK+A_ADDR+LOCAL_CHAR_I+IIN	T0_EXACT_OBSERVED	4	1	49	5	245	0	5	25	10cac52650450ce5124f9b32d92f480e7647d98a59f4423b7b2e626326557150	e6077d67929ec518ddadd805d6cabf49bb141ce9250937c1c1cfae74d25bef3e	17d2b8c1d1ceac60f9fa1ffd5362e45155cc34e208319b413de4a44892a2fd7d
OK+A_ADDR+LOCAL_CHAR_I+P+CH+Y	T0_EXACT_OBSERVED	6	1	49	5	245	0	1	5	ccb0fdbd3dc57fe564370973dd1aa7cf144e55842dcbd1ecde3e690309a99993	1f259e79249aa2921aaf88ff10c25894bf6d41e49a7491cd5266f36ddaa1d0ad	b6e09db31906df5a753ca9fa962bca064a1c882cab495f588df20a0436d86ccc
OK+A_ADDR+S	T0_EXACT_OBSERVED	3	1	49	5	245	0	5	25	54aaf4f3d16987baef9768d506ff82873939ab62ce214a015d5b52498ebbba7d	26e8474fc700835132c8a39ef78e756f64886b0d86b1a14085638792a80291c2	238f3bf623061d72904d45a29ba15aaa9cd51e6920ae8b602888c6139ba1f5d7
OK+A_ADDR+Y	T0_EXACT_OBSERVED	3	1	49	5	245	0	1	5	48cd6805259741fd240199b97bab755667fad5479048e36cb77d894926d442f8	cf2ad3dea7ff52ac6802a6b5ad95e84f7166bdebabb785bf6861e9c6fb755e1e	29ff5015c05dfa5f7a64b8d2536b5a7bfd867aa3259c03c763e7854f735deab7
OK+CH	T0_EXACT_OBSERVED	2	1	49	5	245	0	5	25	13dce202a2914b13c4c42cd1903b968f4531fbb8b6b936e11303d2f8288fc188	e98be926e41b99473e75a60c15158dc88877ee843e7f3b756670adce27d5d29d	33b2108cfc88cc91a2991061f36ff65cf650d48c6d920876bbde894a5c200ac9
OK+CH+AIIN	T2_FUTURE_STRONG	3	3	49	5	245	0	1	5	aee4d7f333ae2c26de4303c483dc989220dee76b78cc4353adebee8e438f5743	266e41a045754c63eedd43ec9ab0965034de980a086cb54dfa3fa4955d90aed1	7afaf2e2b9da31c44f888034ddf07fa2e13003c20d1e304b39d1811bb35e49cf
OK+CH+AIN	T4_NARROW_APPENDIX	3	2	49	5	245	0	1	5	aeec8917c98150564af2a6ef6f185598967c38a4841d5bbb08215944cd292e25	d8bd12e08e9c706501d9c2d5ccbe2eb8ecee04df7ab2736a48abecdf978530ee	f7ef53bf86f9047a4c79bd51944de1cf165ecdf63983d6e19c2bb4e716bd7cfb
OK+CH+AL	T0_EXACT_OBSERVED	3	4	49	5	245	0	5	25	13dce202a2914b13c4c42cd1903b968f4531fbb8b6b936e11303d2f8288fc188	42ac6fa8ab158a1e759cb48d99e2b876793c79b11ded02434522e40e9193e871	8b4d973c4b51ed856644f1bbf35149f256ce16763bd5ed624e58b84ee1077685
OK+CH+E+O	T0_EXACT_OBSERVED	4	1	49	5	245	0	5	25	13dce202a2914b13c4c42cd1903b968f4531fbb8b6b936e11303d2f8288fc188	87d752c24af230f2c13fcfa394f76455cf0459e4cc8f81cab6c3ea62dd745d34	e1278294f91841f3529702538d0108808171b3f47784a5d6d69f4ca8e37ab25e
OK+CH+E+O+R	T0_EXACT_OBSERVED	5	2	49	5	245	0	5	25	88b439dc726edcd943c6e5b83796a48eb99f1b6574c789d7e9dbbe378d91c142	32270b4c00e7cc5e344722839a219d95f3ef7286db2bd5b538fcc0d9ad4d092d	0ed1912308b0476a1e3b60a665664789488f77b32ead128164abf547a8340bbc
OK+CH+E+Y	T0_EXACT_OBSERVED	4	1	49	5	245	0	1	5	ccb0fdbd3dc57fe564370973dd1aa7cf144e55842dcbd1ecde3e690309a99993	04f700be327392b5f38766857c7e4817d1f62cfe104e76519e952a323edc5c46	01c3d660066db5993770ed1ef5383a5f819a4689bde8104c0fa3d901b90fca32
OK+CH+EE+Y	T0_EXACT_OBSERVED	4	1	49	5	245	0	1	5	ccb0fdbd3dc57fe564370973dd1aa7cf144e55842dcbd1ecde3e690309a99993	511eb771d6bb470d510efa0a52e8e6575640593db73ce66b335b5db04f6382f6	6f972b38010c8678a9e5ec03412e4a7c96e825fdf2bf693742c3097aeda7ecca
OK+CH+O	T0_EXACT_OBSERVED	3	1	49	5	245	0	5	25	13dce202a2914b13c4c42cd1903b968f4531fbb8b6b936e11303d2f8288fc188	4e27ef7cdac9f14f8110d4d5b4f0550edc90bc47a2bbcca41446c5f11c2c76d4	d7e8816dc93220f5f45be20fa1426868a742aa64e44c5cef08c6e0b08bf647bc
OK+CH+O+AL	T0_EXACT_OBSERVED	4	1	49	5	245	0	5	25	13dce202a2914b13c4c42cd1903b968f4531fbb8b6b936e11303d2f8288fc188	6e9bffb7f875ec180413ebc161c073ae77f5d22c96b0f31e24a273f3ec491d0c	d423ed4cc026cd50e09dcd26447da30c0abb34aa17a897b2284decb0a4849f72
OK+CH+O+AM_ADDR	T0_EXACT_OBSERVED	4	2	49	5	245	0	5	25	13dce202a2914b13c4c42cd1903b968f4531fbb8b6b936e11303d2f8288fc188	6b205e3990150478cc8f2eb238f419a266a2e4b02da332265821f79c41f51c81	9efa4d6fe8b669dfe5b9f2dffee01caa3389c78a8c4cd7d774ef12d34dd19bae
OK+CH+O+AR	T4_NARROW_APPENDIX	4	2	49	5	245	0	5	25	13dce202a2914b13c4c42cd1903b968f4531fbb8b6b936e11303d2f8288fc188	b05ddbffb71a253bf0dca195e765e165719c1b6172612d7cf9d8ae04caf483fc	dafeda44a3304071b392ae2a8c2ade1f3cbd738e19fdd2e1bf3e003f7fa5e41c
OK+CH+O+Y	T0_EXACT_OBSERVED	4	1	49	5	245	0	1	5	ccb0fdbd3dc57fe564370973dd1aa7cf144e55842dcbd1ecde3e690309a99993	85c2d09eb6d340cbc6117cdd627ab7d333876c33c4cd672958eb6a1f3ee624b8	334a549c89cf677f9f1594a88a10a49b667b5f37602e9ed9def9cba161901744
OK+CH+OR	T0_EXACT_OBSERVED	3	5	49	5	245	0	1	5	8bfc98c988dd74d23342052b9aaf131e9e1cf58ef286ae2c7b406f2b74d16bfb	824bebf9ea53528467d469d37e3a2f249440243b1bc35182e6d9387309252d8b	bb35c43045f2bb034e8b2b06a33b8b12b5696b774bee14f6d4e74296dda1dc75
OK+CH+Y	T0_EXACT_OBSERVED	3	2	49	5	245	0	1	5	ccb0fdbd3dc57fe564370973dd1aa7cf144e55842dcbd1ecde3e690309a99993	dab54c96e7b281c47ee15b75d23bb66151039294d58e5fdde9efe0d2e965f1f8	edde452eaa360810235959fc5205ff85e283fe5d26865f51824125789422b1f5
OK+CHD	T0_EXACT_OBSERVED	2	1	49	5	245	0	5	25	6d84e51f3fa2bfd0941a935970090f632edbbdae8a4bb23efdc4e223a2730a87	8dce8f4ae058d40c5acf5ba65654691d013d078c377d3c7a3a9caf55b19c8bf2	aa4fccb9c1bca95f411cfa3f81eed5fbbd8aaefba623d7aa58bffb261601fe65
OK+CHD+AL	T4_NARROW_APPENDIX	3	2	49	5	245	0	5	25	6d84e51f3fa2bfd0941a935970090f632edbbdae8a4bb23efdc4e223a2730a87	38e9569f320134dd1db833db8e064e67cacb137dace65b631ca01f45d57b6fda	e0c6e0db1b34f228ad225ed4f3848eacda85563f7b4b1075a78d514c60f1e5d6
OK+CHD+DY	T0_EXACT_OBSERVED	3	9	49	5	245	0	5	25	6d84e51f3fa2bfd0941a935970090f632edbbdae8a4bb23efdc4e223a2730a87	cabf0d426d97732006bffe49b85207c3e33bcdd8635aa80325ae35b390fe13be	9a30e6d339e51d6d3a7dd80189fb12b243ece9862dc8875d95859a9d4f134881
OK+CHD+DY+L	T0_EXACT_OBSERVED	4	1	49	5	245	0	5	25	6d84e51f3fa2bfd0941a935970090f632edbbdae8a4bb23efdc4e223a2730a87	2ce2ef359645ab289832b93b5a15a5d74e64ff04498f58e249f3ccfd50deda41	d09fb09d039d905794a06692440a3ef9842e66e7348a75d81cf8647d09bd9e24
OK+CHD+S+DY	T0_EXACT_OBSERVED	4	1	49	5	245	0	5	25	54aaf4f3d16987baef9768d506ff82873939ab62ce214a015d5b52498ebbba7d	0a75c33d511be404f9f4b512c9d5d29a3e8bbe9e01a32ba240865ed6de4ccdd3	27ebcf75137359867906edfa9367e98417ea1cda5438bfbef1bb3f1814264228
OK+CHD+Y	T0_EXACT_OBSERVED	3	4	49	5	245	0	1	5	ab17118a547e57ee5dfc60b9d588ff0612d27ef1e7b32687f8772ce8c9a9862c	fa4af7948e8ebfc8792f94b6a0b83dd410239dee300328d796e6f7ae5d23f6d3	673b62ca9d3bc03d22d90c3c274e17e8897c2cc0e01fba80ca8b751ab902b29c
OK+E+AIIN	T4_NARROW_APPENDIX	3	2	49	5	245	0	1	5	d633afae6d68daf2ef31cdba22b700fd660c458662b4c15a0eb3557d48c8eb4d	bc37db4389c33bc12aaab4a5af1be3e9a5d2bdf1a206ba107caa05843a25dda4	9b781880bf9f85cd9e976c7cec38c9f22d16db6b26adadfadb1d0ead72392ada
OK+E+AIN	T4_NARROW_APPENDIX	3	2	49	5	245	0	1	5	441f50fb9de3591842e2dac9062d6e43b7eeffc337c77e36ec8597c77af807e8	75eb97b9a0db897af704e16b7ba706c4f58a0ea3e6ec6016e6f5f39e22a85c84	3ceb384e58c0fd9a797683edb2f696149d2a3ccca680b44d2ce738f9ec4d4391
OK+E+AIR	T4_NARROW_APPENDIX	3	2	49	5	245	0	5	25	10cac52650450ce5124f9b32d92f480e7647d98a59f4423b7b2e626326557150	f42eacafa6ce76339d5891da8ea73a4bbdd0323452de08c61ed5920c1f886be2	ee827bea2ac15c2d824427013060dac94374d7df28bc86153a93c4dd0f8574f5
OK+E+AL	T0_EXACT_OBSERVED	3	1	49	5	245	0	5	25	10cac52650450ce5124f9b32d92f480e7647d98a59f4423b7b2e626326557150	edfbcfda55b4ff03309a27959b6bc2b5f1572ff7159f5c10b528ee5d6c158351	0805e1763c455ec2589aeab74ab1fa245123cea8c4f8ddc8e3eddefe083dcedd
