owner_row_id	source_level	source_id	page	section	record_or_diagram	locus	member_count	member_ids	v69_formal_role	image_namespace	owner_class	owner_id	ownership_status	technical_silent_argument_default	visible_geometric_basis	strongest_rival	confidence	v69_change	direction_policy	semantic_ceiling
P083	PROSE_FIELD	F083	f83r	BIOLOGICAL	B3	f83r.11	4	256|257|258|259	COMPOSITE_SEQUENCE|PARAMETER_ASSIGN > TERMINAL_FLUSH	B3	FIGURE_STATION	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	INHERITED_VISIBLE	untere f83r-Randfigur im korbartigen Gefäß	dritte Randfigur sitzt in eigener Schuppen-/Korbform mit freien unteren Strichen	gesamter dreiteiliger Randstapel	MEDIUM	GLOBAL_F83R_CYCLE_REMOVED; LOCAL_CONTACT_BOUNDED_OWNER	NO_DIRECTION_FROM_IMAGE	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
P084	PROSE_FIELD	F084	f83r	BIOLOGICAL	B3	f83r.11	2	260|261	EXEMPLAR_ONLY|NONE	B3	FIGURE_STATION	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	INHERITED_VISIBLE	untere f83r-Randfigur im korbartigen Gefäß	dritte Randfigur sitzt in eigener Schuppen-/Korbform mit freien unteren Strichen	gesamter dreiteiliger Randstapel	MEDIUM	GLOBAL_F83R_CYCLE_REMOVED; LOCAL_CONTACT_BOUNDED_OWNER	NO_DIRECTION_FROM_IMAGE	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
P085	PROSE_FIELD	F085	f83r	BIOLOGICAL	B3	f83r.11	1	262	TERMINAL_DRAIN|TERMINAL_DRAIN	B3	FIGURE_STATION	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	INHERITED_VISIBLE	untere f83r-Randfigur im korbartigen Gefäß	dritte Randfigur sitzt in eigener Schuppen-/Korbform mit freien unteren Strichen	gesamter dreiteiliger Randstapel	MEDIUM	GLOBAL_F83R_CYCLE_REMOVED; LOCAL_CONTACT_BOUNDED_OWNER	NO_DIRECTION_FROM_IMAGE	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
P086	PROSE_FIELD	F086	f83r	BIOLOGICAL	B3	f83r.11	1	263	EXEMPLAR_ONLY|NONE	B3	FIGURE_STATION	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	INHERITED_VISIBLE	untere f83r-Randfigur im korbartigen Gefäß	dritte Randfigur sitzt in eigener Schuppen-/Korbform mit freien unteren Strichen	gesamter dreiteiliger Randstapel	MEDIUM	GLOBAL_F83R_CYCLE_REMOVED; LOCAL_CONTACT_BOUNDED_OWNER	NO_DIRECTION_FROM_IMAGE	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
P087	PROSE_FIELD	F087	f83r	BIOLOGICAL	B3	f83r.14	1	264	EXEMPLAR_ONLY|NONE	B3	UNRESOLVED_LOCAL_STATION	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	UNRESOLVED	örtlicher f83r-Posten laut Exemplar; keine Bildvererbung über die Lücke	zwischen Randstapel und unterer Paarstation besteht keine gezeichnete Kante	untere Randstation oder obere Seite der Hauptpaarstation	LOW	GLOBAL_F83R_CYCLE_REMOVED; LOCAL_CONTACT_BOUNDED_OWNER	NO_DIRECTION_FROM_IMAGE	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
P088	PROSE_FIELD	F088	f83r	BIOLOGICAL	B3	f83r.14	1	265	EXEMPLAR_ONLY|NONE	B3	UNRESOLVED_LOCAL_STATION	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	UNRESOLVED	örtlicher f83r-Posten laut Exemplar; keine Bildvererbung über die Lücke	zwischen Randstapel und unterer Paarstation besteht keine gezeichnete Kante	untere Randstation oder obere Seite der Hauptpaarstation	LOW	GLOBAL_F83R_CYCLE_REMOVED; LOCAL_CONTACT_BOUNDED_OWNER	NO_DIRECTION_FROM_IMAGE	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
P089	PROSE_FIELD	F089	f83r	BIOLOGICAL	B3	f83r.14	1	266	EXEMPLAR_ONLY|NONE	B3	UNRESOLVED_LOCAL_STATION	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	UNRESOLVED	örtlicher f83r-Posten laut Exemplar; keine Bildvererbung über die Lücke	zwischen Randstapel und unterer Paarstation besteht keine gezeichnete Kante	untere Randstation oder obere Seite der Hauptpaarstation	LOW	GLOBAL_F83R_CYCLE_REMOVED; LOCAL_CONTACT_BOUNDED_OWNER	NO_DIRECTION_FROM_IMAGE	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
P090	PROSE_FIELD	F090	f83r	BIOLOGICAL	B3	f83r.14	1	267	EXEMPLAR_ONLY|NONE	B3	UNRESOLVED_LOCAL_STATION	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	UNRESOLVED	örtlicher f83r-Posten laut Exemplar; keine Bildvererbung über die Lücke	zwischen Randstapel und unterer Paarstation besteht keine gezeichnete Kante	untere Randstation oder obere Seite der Hauptpaarstation	LOW	GLOBAL_F83R_CYCLE_REMOVED; LOCAL_CONTACT_BOUNDED_OWNER	NO_DIRECTION_FROM_IMAGE	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
P091	PROSE_FIELD	F091	f83r	BIOLOGICAL	B3	f83r.14	2	268|269	COMPOSITE_SEQUENCE|TARGET_ASSIGN > TERMINAL_DRAIN	B3	UNRESOLVED_LOCAL_STATION	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	UNRESOLVED	örtlicher f83r-Posten laut Exemplar; keine Bildvererbung über die Lücke	zwischen Randstapel und unterer Paarstation besteht keine gezeichnete Kante	untere Randstation oder obere Seite der Hauptpaarstation	LOW	GLOBAL_F83R_CYCLE_REMOVED; LOCAL_CONTACT_BOUNDED_OWNER	NO_DIRECTION_FROM_IMAGE	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
P092	PROSE_FIELD	F092	f83r	BIOLOGICAL	B3	f83r.14	4	270|271|272|273	COMPOSITE_SEQUENCE|PARAMETER_ASSIGN > STATE_GATE > TARGET_ASSIGN	B3	UNRESOLVED_LOCAL_STATION	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	UNRESOLVED	örtlicher f83r-Posten laut Exemplar; keine Bildvererbung über die Lücke	zwischen Randstapel und unterer Paarstation besteht keine gezeichnete Kante	untere Randstation oder obere Seite der Hauptpaarstation	LOW	GLOBAL_F83R_CYCLE_REMOVED; LOCAL_CONTACT_BOUNDED_OWNER	NO_DIRECTION_FROM_IMAGE	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
P093	PROSE_FIELD	F093	f83r	BIOLOGICAL	B3	f83r.15	7	274|275|276|277|278|279|280	COMPOSITE_SEQUENCE|PARAMETER_ASSIGN > TARGET_ASSIGN > STATE_GATE	B3	UNRESOLVED_LOCAL_STATION	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	UNRESOLVED	örtlicher f83r-Posten laut Exemplar; keine Bildvererbung über die Lücke	zwischen Randstapel und unterer Paarstation besteht keine gezeichnete Kante	untere Randstation oder obere Seite der Hauptpaarstation	LOW	GLOBAL_F83R_CYCLE_REMOVED; LOCAL_CONTACT_BOUNDED_OWNER	NO_DIRECTION_FROM_IMAGE	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
P094	PROSE_FIELD	F094	f83r	BIOLOGICAL	B3	f83r.15	1	281	EXEMPLAR_ONLY|NONE	B3	UNRESOLVED_LOCAL_STATION	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	UNRESOLVED	örtlicher f83r-Posten laut Exemplar; keine Bildvererbung über die Lücke	zwischen Randstapel und unterer Paarstation besteht keine gezeichnete Kante	untere Randstation oder obere Seite der Hauptpaarstation	LOW	GLOBAL_F83R_CYCLE_REMOVED; LOCAL_CONTACT_BOUNDED_OWNER	NO_DIRECTION_FROM_IMAGE	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
P095	PROSE_FIELD	F095	f83r	BIOLOGICAL	B3	f83r.15	1	282	TERMINAL_DRAIN|TERMINAL_DRAIN	B3	UNRESOLVED_LOCAL_STATION	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	UNRESOLVED	örtlicher f83r-Posten laut Exemplar; keine Bildvererbung über die Lücke	zwischen Randstapel und unterer Paarstation besteht keine gezeichnete Kante	untere Randstation oder obere Seite der Hauptpaarstation	LOW	GLOBAL_F83R_CYCLE_REMOVED; LOCAL_CONTACT_BOUNDED_OWNER	NO_DIRECTION_FROM_IMAGE	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
P096	PROSE_FIELD	F096	f83r	BIOLOGICAL	B3	f83r.16	1	283	EXEMPLAR_ONLY|NONE	B3	UNRESOLVED_LOCAL_STATION	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	UNRESOLVED	örtlicher f83r-Posten laut Exemplar; keine Bildvererbung über die Lücke	zwischen Randstapel und unterer Paarstation besteht keine gezeichnete Kante	untere Randstation oder obere Seite der Hauptpaarstation	LOW	GLOBAL_F83R_CYCLE_REMOVED; LOCAL_CONTACT_BOUNDED_OWNER	NO_DIRECTION_FROM_IMAGE	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
P097	PROSE_FIELD	F097	f83r	BIOLOGICAL	B3	f83r.16	1	284	EXEMPLAR_ONLY|NONE	B3	UNRESOLVED_LOCAL_STATION	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	UNRESOLVED	örtlicher f83r-Posten laut Exemplar; keine Bildvererbung über die Lücke	zwischen Randstapel und unterer Paarstation besteht keine gezeichnete Kante	untere Randstation oder obere Seite der Hauptpaarstation	LOW	GLOBAL_F83R_CYCLE_REMOVED; LOCAL_CONTACT_BOUNDED_OWNER	NO_DIRECTION_FROM_IMAGE	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
P098	PROSE_FIELD	F098	f83r	BIOLOGICAL	B3	f83r.16	6	285|286|287|288|289|290	COMPOSITE_SEQUENCE|STATE_GATE	B3	UNRESOLVED_LOCAL_STATION	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	UNRESOLVED	örtlicher f83r-Posten laut Exemplar; keine Bildvererbung über die Lücke	zwischen Randstapel und unterer Paarstation besteht keine gezeichnete Kante	untere Randstation oder obere Seite der Hauptpaarstation	LOW	GLOBAL_F83R_CYCLE_REMOVED; LOCAL_CONTACT_BOUNDED_OWNER	NO_DIRECTION_FROM_IMAGE	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
P099	PROSE_FIELD	F099	f83r	BIOLOGICAL	B3	f83r.20	1	291	EXEMPLAR_ONLY|NONE	B3	LINKED_FIGURE_PAIR	B3_MAIN_ARCH_LINKED_PAIR	DIRECT_VISIBLE	untere f83r-Paarstation mit gemeinsamem ungerichtetem Bogen	breiter blau gefüllter Bogen verbindet die zwei Hauptfiguren tatsächlich	Regenbogen-/Himmelsband ohne technische Kopplung	MEDIUM	GLOBAL_F83R_CYCLE_REMOVED; LOCAL_CONTACT_BOUNDED_OWNER	NO_DIRECTION_FROM_IMAGE	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
P100	PROSE_FIELD	F100	f83r	BIOLOGICAL	B3	f83r.20	1	292	EXEMPLAR_ONLY|NONE	B3	LINKED_FIGURE_PAIR	B3_MAIN_ARCH_LINKED_PAIR	INHERITED_VISIBLE	untere f83r-Paarstation mit gemeinsamem ungerichtetem Bogen	breiter blau gefüllter Bogen verbindet die zwei Hauptfiguren tatsächlich	Regenbogen-/Himmelsband ohne technische Kopplung	MEDIUM	GLOBAL_F83R_CYCLE_REMOVED; LOCAL_CONTACT_BOUNDED_OWNER	NO_DIRECTION_FROM_IMAGE	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
P101	PROSE_FIELD	F101	f83r	BIOLOGICAL	B3	f83r.20	2	293|294	COMPOSITE_SEQUENCE|ACTION_TEMPER > TERMINAL_FLUSH	B3	LINKED_FIGURE_PAIR	B3_MAIN_ARCH_LINKED_PAIR	INHERITED_VISIBLE	untere f83r-Paarstation mit gemeinsamem ungerichtetem Bogen	breiter blau gefüllter Bogen verbindet die zwei Hauptfiguren tatsächlich	Regenbogen-/Himmelsband ohne technische Kopplung	MEDIUM	GLOBAL_F83R_CYCLE_REMOVED; LOCAL_CONTACT_BOUNDED_OWNER	NO_DIRECTION_FROM_IMAGE	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
P102	PROSE_FIELD	F102	f83r	BIOLOGICAL	B3	f83r.20	3	295|296|297	COMPOSITE_SEQUENCE|LINK_ACTIVE > TERMINAL_FLUSH	B3	LINKED_FIGURE_PAIR	B3_MAIN_ARCH_LINKED_PAIR	INHERITED_VISIBLE	untere f83r-Paarstation mit gemeinsamem ungerichtetem Bogen	breiter blau gefüllter Bogen verbindet die zwei Hauptfiguren tatsächlich	Regenbogen-/Himmelsband ohne technische Kopplung	MEDIUM	GLOBAL_F83R_CYCLE_REMOVED; LOCAL_CONTACT_BOUNDED_OWNER	NO_DIRECTION_FROM_IMAGE	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
P103	PROSE_FIELD	F103	f83r	BIOLOGICAL	B3	f83r.20	2	298|299	COMPOSITE_SEQUENCE|ACTION_APPLY > PARAMETER_ASSIGN	B3	LINKED_FIGURE_PAIR	B3_MAIN_ARCH_LINKED_PAIR	INHERITED_VISIBLE	untere f83r-Paarstation mit gemeinsamem ungerichtetem Bogen	breiter blau gefüllter Bogen verbindet die zwei Hauptfiguren tatsächlich	Regenbogen-/Himmelsband ohne technische Kopplung	MEDIUM	GLOBAL_F83R_CYCLE_REMOVED; LOCAL_CONTACT_BOUNDED_OWNER	NO_DIRECTION_FROM_IMAGE	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
P104	PROSE_FIELD	F104	f83r	BIOLOGICAL	B3	f83r.22	2	300|301	EXEMPLAR_ONLY|NONE	B3	LINKED_FIGURE_PAIR	B3_MAIN_ARCH_LINKED_PAIR	INHERITED_VISIBLE	untere f83r-Paarstation mit gemeinsamem ungerichtetem Bogen	breiter blau gefüllter Bogen verbindet die zwei Hauptfiguren tatsächlich	Regenbogen-/Himmelsband ohne technische Kopplung	MEDIUM	GLOBAL_F83R_CYCLE_REMOVED; LOCAL_CONTACT_BOUNDED_OWNER	NO_DIRECTION_FROM_IMAGE	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
P105	PROSE_FIELD	F105	f83r	BIOLOGICAL	B3	f83r.22	1	302	EXEMPLAR_ONLY|NONE	B3	LINKED_FIGURE_PAIR	B3_MAIN_ARCH_LINKED_PAIR	INHERITED_VISIBLE	untere f83r-Paarstation mit gemeinsamem ungerichtetem Bogen	breiter blau gefüllter Bogen verbindet die zwei Hauptfiguren tatsächlich	Regenbogen-/Himmelsband ohne technische Kopplung	MEDIUM	GLOBAL_F83R_CYCLE_REMOVED; LOCAL_CONTACT_BOUNDED_OWNER	NO_DIRECTION_FROM_IMAGE	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
P106	PROSE_FIELD	F106	f83r	BIOLOGICAL	B3	f83r.22	5	303|304|305|306|307	EXEMPLAR_ONLY|NONE	B3	LINKED_FIGURE_PAIR	B3_MAIN_ARCH_LINKED_PAIR	INHERITED_VISIBLE	untere f83r-Paarstation mit gemeinsamem ungerichtetem Bogen	breiter blau gefüllter Bogen verbindet die zwei Hauptfiguren tatsächlich	Regenbogen-/Himmelsband ohne technische Kopplung	MEDIUM	GLOBAL_F83R_CYCLE_REMOVED; LOCAL_CONTACT_BOUNDED_OWNER	NO_DIRECTION_FROM_IMAGE	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
P107	PROSE_FIELD	F107	f83r	BIOLOGICAL	B3	f83r.22	1	308	EXEMPLAR_ONLY|NONE	B3	LINKED_FIGURE_PAIR	B3_MAIN_ARCH_LINKED_PAIR	INHERITED_VISIBLE	untere f83r-Paarstation mit gemeinsamem ungerichtetem Bogen	breiter blau gefüllter Bogen verbindet die zwei Hauptfiguren tatsächlich	Regenbogen-/Himmelsband ohne technische Kopplung	MEDIUM	GLOBAL_F83R_CYCLE_REMOVED; LOCAL_CONTACT_BOUNDED_OWNER	NO_DIRECTION_FROM_IMAGE	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
P108	PROSE_FIELD	F108	f83r	BIOLOGICAL	B3	f83r.24	6	309|310|311|312|313|314	COMPOSITE_SEQUENCE|STATE_GATE	B3	LINKED_FIGURE_PAIR	B3_MAIN_ARCH_LINKED_PAIR	INHERITED_VISIBLE	untere f83r-Paarstation mit gemeinsamem ungerichtetem Bogen	breiter blau gefüllter Bogen verbindet die zwei Hauptfiguren tatsächlich	Regenbogen-/Himmelsband ohne technische Kopplung	MEDIUM	GLOBAL_F83R_CYCLE_REMOVED; LOCAL_CONTACT_BOUNDED_OWNER	NO_DIRECTION_FROM_IMAGE	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
P109	PROSE_FIELD	F109	f83r	BIOLOGICAL	B4	f83r.25	1	315	EXEMPLAR_ONLY|NONE	B4	LINKED_FIGURE_PAIR	B4_MAIN_ARCH_LINKED_PAIR	DIRECT_VISIBLE	untere f83r-Paarstation als gemeinsamer Besitzer dieses Records	beide Endstationen teilen einen sichtbaren Bogen, aber keinen Pfeil	zwei getrennte Figuren mit dekorativem Bogen	MEDIUM	GLOBAL_F83R_CYCLE_REMOVED; LOCAL_CONTACT_BOUNDED_OWNER	NO_DIRECTION_FROM_IMAGE	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
P110	PROSE_FIELD	F110	f83r	BIOLOGICAL	B4	f83r.25	3	316|317|318	COMPOSITE_SEQUENCE|ACTION_TEMPER > TERMINAL_FLUSH	B4	LINKED_FIGURE_PAIR	B4_MAIN_ARCH_LINKED_PAIR	INHERITED_VISIBLE	untere f83r-Paarstation als gemeinsamer Besitzer dieses Records	beide Endstationen teilen einen sichtbaren Bogen, aber keinen Pfeil	zwei getrennte Figuren mit dekorativem Bogen	MEDIUM	GLOBAL_F83R_CYCLE_REMOVED; LOCAL_CONTACT_BOUNDED_OWNER	NO_DIRECTION_FROM_IMAGE	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
P111	PROSE_FIELD	F111	f83r	BIOLOGICAL	B4	f83r.25	2	319|320	EXEMPLAR_ONLY|NONE	B4	LINKED_FIGURE_PAIR	B4_MAIN_ARCH_LINKED_PAIR	INHERITED_VISIBLE	untere f83r-Paarstation als gemeinsamer Besitzer dieses Records	beide Endstationen teilen einen sichtbaren Bogen, aber keinen Pfeil	zwei getrennte Figuren mit dekorativem Bogen	MEDIUM	GLOBAL_F83R_CYCLE_REMOVED; LOCAL_CONTACT_BOUNDED_OWNER	NO_DIRECTION_FROM_IMAGE	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
P112	PROSE_FIELD	F112	f83r	BIOLOGICAL	B4	f83r.26	5	321|322|323|324|325	COMPOSITE_SEQUENCE|SELECT_PART > ACTION_TEMPER > ACTION_APPLY > LINK_ACTIVE	B4	LINKED_FIGURE_PAIR	B4_MAIN_ARCH_LINKED_PAIR	INHERITED_VISIBLE	untere f83r-Paarstation als gemeinsamer Besitzer dieses Records	beide Endstationen teilen einen sichtbaren Bogen, aber keinen Pfeil	zwei getrennte Figuren mit dekorativem Bogen	MEDIUM	GLOBAL_F83R_CYCLE_REMOVED; LOCAL_CONTACT_BOUNDED_OWNER	NO_DIRECTION_FROM_IMAGE	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
P113	PROSE_FIELD	F113	f83r	BIOLOGICAL	B4	f83r.26	1	326	EXEMPLAR_ONLY|NONE	B4	LINKED_FIGURE_PAIR	B4_MAIN_ARCH_LINKED_PAIR	INHERITED_VISIBLE	untere f83r-Paarstation als gemeinsamer Besitzer dieses Records	beide Endstationen teilen einen sichtbaren Bogen, aber keinen Pfeil	zwei getrennte Figuren mit dekorativem Bogen	MEDIUM	GLOBAL_F83R_CYCLE_REMOVED; LOCAL_CONTACT_BOUNDED_OWNER	NO_DIRECTION_FROM_IMAGE	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
P114	PROSE_FIELD	F114	f83r	BIOLOGICAL	B4	f83r.27	3	327|328|329	EXEMPLAR_ONLY|NONE	B4	LINKED_FIGURE_PAIR	B4_MAIN_ARCH_LINKED_PAIR	INHERITED_VISIBLE	untere f83r-Paarstation als gemeinsamer Besitzer dieses Records	beide Endstationen teilen einen sichtbaren Bogen, aber keinen Pfeil	zwei getrennte Figuren mit dekorativem Bogen	MEDIUM	GLOBAL_F83R_CYCLE_REMOVED; LOCAL_CONTACT_BOUNDED_OWNER	NO_DIRECTION_FROM_IMAGE	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
P115	PROSE_FIELD	F115	f83r	BIOLOGICAL	B4	f83r.27	1	330	EXEMPLAR_ONLY|NONE	B4	LINKED_FIGURE_PAIR	B4_MAIN_ARCH_LINKED_PAIR	INHERITED_VISIBLE	untere f83r-Paarstation als gemeinsamer Besitzer dieses Records	beide Endstationen teilen einen sichtbaren Bogen, aber keinen Pfeil	zwei getrennte Figuren mit dekorativem Bogen	MEDIUM	GLOBAL_F83R_CYCLE_REMOVED; LOCAL_CONTACT_BOUNDED_OWNER	NO_DIRECTION_FROM_IMAGE	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
P116	PROSE_FIELD	F116	f83r	BIOLOGICAL	B4	f83r.27	1	331	EXEMPLAR_ONLY|NONE	B4	LINKED_FIGURE_PAIR	B4_MAIN_ARCH_LINKED_PAIR	INHERITED_VISIBLE	untere f83r-Paarstation als gemeinsamer Besitzer dieses Records	beide Endstationen teilen einen sichtbaren Bogen, aber keinen Pfeil	zwei getrennte Figuren mit dekorativem Bogen	MEDIUM	GLOBAL_F83R_CYCLE_REMOVED; LOCAL_CONTACT_BOUNDED_OWNER	NO_DIRECTION_FROM_IMAGE	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
P117	PROSE_FIELD	F117	f83r	BIOLOGICAL	B4	f83r.28	4	332|333|334|335	COMPOSITE_SEQUENCE|PARAMETER_ASSIGN > TERMINAL_FLUSH	B4	LINKED_FIGURE_PAIR	B4_MAIN_ARCH_LINKED_PAIR	INHERITED_VISIBLE	untere f83r-Paarstation als gemeinsamer Besitzer dieses Records	beide Endstationen teilen einen sichtbaren Bogen, aber keinen Pfeil	zwei getrennte Figuren mit dekorativem Bogen	MEDIUM	GLOBAL_F83R_CYCLE_REMOVED; LOCAL_CONTACT_BOUNDED_OWNER	NO_DIRECTION_FROM_IMAGE	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
P118	PROSE_FIELD	F118	f83r	BIOLOGICAL	B4	f83r.28	1	336	EXEMPLAR_ONLY|NONE	B4	LINKED_FIGURE_PAIR	B4_MAIN_ARCH_LINKED_PAIR	INHERITED_VISIBLE	untere f83r-Paarstation als gemeinsamer Besitzer dieses Records	beide Endstationen teilen einen sichtbaren Bogen, aber keinen Pfeil	zwei getrennte Figuren mit dekorativem Bogen	MEDIUM	GLOBAL_F83R_CYCLE_REMOVED; LOCAL_CONTACT_BOUNDED_OWNER	NO_DIRECTION_FROM_IMAGE	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
P119	PROSE_FIELD	F119	f83r	BIOLOGICAL	B4	f83r.28	1	337	EXEMPLAR_ONLY|NONE	B4	LINKED_FIGURE_PAIR	B4_MAIN_ARCH_LINKED_PAIR	INHERITED_VISIBLE	untere f83r-Paarstation als gemeinsamer Besitzer dieses Records	beide Endstationen teilen einen sichtbaren Bogen, aber keinen Pfeil	zwei getrennte Figuren mit dekorativem Bogen	MEDIUM	GLOBAL_F83R_CYCLE_REMOVED; LOCAL_CONTACT_BOUNDED_OWNER	NO_DIRECTION_FROM_IMAGE	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
P120	PROSE_FIELD	F120	f83r	BIOLOGICAL	B4	f83r.35	5	338|339|340|341|342	COMPOSITE_SEQUENCE|PARAMETER_ASSIGN	B4	LOCAL_APPARATUS	B4_MAIN_LEFT_OPEN_FRINGE_STATION	DIRECT_VISIBLE	linke Hauptstation mit blauem Unterlauf und offenen Fransen	gefüllter Unterlauf setzt am linken Gefäß an und endet mehrfach offen	ornamentaler Schweif statt Auslass	MEDIUM	GLOBAL_F83R_CYCLE_REMOVED; LOCAL_CONTACT_BOUNDED_OWNER	NO_DIRECTION_FROM_IMAGE	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
P121	PROSE_FIELD	F121	f83r	BIOLOGICAL	B4	f83r.37	2	343|344	COMPOSITE_SEQUENCE|LINK_ACTIVE	B4	LOCAL_APPARATUS	B4_MAIN_LEFT_OPEN_FRINGE_STATION	INHERITED_VISIBLE	linke Hauptstation mit blauem Unterlauf und offenen Fransen	gefüllter Unterlauf setzt am linken Gefäß an und endet mehrfach offen	ornamentaler Schweif statt Auslass	MEDIUM	GLOBAL_F83R_CYCLE_REMOVED; LOCAL_CONTACT_BOUNDED_OWNER	NO_DIRECTION_FROM_IMAGE	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
P122	PROSE_FIELD	F122	f83r	BIOLOGICAL	B4	f83r.37	1	345	TERMINAL_DRAIN|TERMINAL_DRAIN	B4	LOCAL_APPARATUS	B4_MAIN_LEFT_OPEN_FRINGE_STATION	INHERITED_VISIBLE	linke Hauptstation mit blauem Unterlauf und offenen Fransen	gefüllter Unterlauf setzt am linken Gefäß an und endet mehrfach offen	ornamentaler Schweif statt Auslass	MEDIUM	GLOBAL_F83R_CYCLE_REMOVED; LOCAL_CONTACT_BOUNDED_OWNER	NO_DIRECTION_FROM_IMAGE	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
P123	PROSE_FIELD	F123	f83r	BIOLOGICAL	B4	f83r.37	2	346|347	EXEMPLAR_ONLY|NONE	B4	LOCAL_APPARATUS	B4_MAIN_LEFT_OPEN_FRINGE_STATION	INHERITED_VISIBLE	linke Hauptstation mit blauem Unterlauf und offenen Fransen	gefüllter Unterlauf setzt am linken Gefäß an und endet mehrfach offen	ornamentaler Schweif statt Auslass	MEDIUM	GLOBAL_F83R_CYCLE_REMOVED; LOCAL_CONTACT_BOUNDED_OWNER	NO_DIRECTION_FROM_IMAGE	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
P124	PROSE_FIELD	F124	f83r	BIOLOGICAL	B4	f83r.38	4	348|349|350|351	COMPOSITE_SEQUENCE|LINK_ACTIVE	B4	LOCAL_APPARATUS	B4_MAIN_LEFT_OPEN_FRINGE_STATION	INHERITED_VISIBLE	linke Hauptstation mit blauem Unterlauf und offenen Fransen	gefüllter Unterlauf setzt am linken Gefäß an und endet mehrfach offen	ornamentaler Schweif statt Auslass	MEDIUM	GLOBAL_F83R_CYCLE_REMOVED; LOCAL_CONTACT_BOUNDED_OWNER	NO_DIRECTION_FROM_IMAGE	VISIBLE_OWNER_NOT_WORD_CARD_STEM_OR_MEANING
