clause_id	physical_page	register	page_model	start_event	end_event	events	action_tokens	macro_segments	single_segments	macro_action_tokens	source_quantity_inventory	target_path_inventory	grade_inventory	end_reason	natural_macro_translation_de
P915-C133	f81v	BIOLOGICAL	ANWENDUNGS_UND_TRANSFERFOLGE	P912-E0884	P912-E0884	1	1	0	1	0	NONE	NONE	kurz	LICENSED_DY_CLOSE	An der gezeigten Station: ansetzen. Grad: kurz. Schritt schließen.
P915-C134	f81v	BIOLOGICAL	ANWENDUNGS_UND_TRANSFERFOLGE	P912-E0885	P912-E0889	5	4	1	1	3	Entnahmestelle oder bezeichnetes Teil;Portion	Ziel- oder Anschlussstelle	kurz	LICENSED_DY_CLOSE	An der gezeigten Station: zugeben; dann halten, dann zugeben, dann umsetzen. Einsatz: Entnahmestelle oder bezeichnetes Teil, Portion; Weg: Ziel- oder Anschlussstelle; Grad: kurz. Schritt schließen.
P915-C135	f81v	BIOLOGICAL	ANWENDUNGS_UND_TRANSFERFOLGE	P912-E0890	P912-E0904	15	8	3	2	6	Sollmaß;Portion	Durchlass	länger	LICENSED_DY_CLOSE	An der gezeigten Station: in zwei aufeinanderfolgenden Zügen ansetzen; dann behandeln; dann zugeben, dann den bezeichneten Anteil entnehmen; dann bereitstellen; dann in zwei aufeinanderfolgenden Zügen ansetzen. Einsatz: Sollmaß, Portion; Weg: Durchlass; Grad: länger. Schritt schließen.
P915-C136	f81v	BIOLOGICAL	ANWENDUNGS_UND_TRANSFERFOLGE	P912-E0905	P912-E0919	15	9	3	1	8	Entnahmestelle oder bezeichnetes Teil;Auszug;Sollmaß;Portion	Ziel- oder Anschlussstelle;weiterer Lauf	NONE	LICENSED_DY_CLOSE	An der gezeigten Station: ansetzen und zugeben; dann ansetzen, dann ansetzen, dann ansetzen; dann umsetzen; dann zugeben, dann auswählen, dann ansetzen. Einsatz: Entnahmestelle oder bezeichnetes Teil, Auszug, Sollmaß, Portion; Weg: Ziel- oder Anschlussstelle, weiterer Lauf. Schritt schließen.
P915-C137	f81v	BIOLOGICAL	ANWENDUNGS_UND_TRANSFERFOLGE	P912-E0920	P912-E0927	8	3	1	1	2	Ansatz;Sollmaß	Ziel- oder Anschlussstelle;Durchlass	kurz;länger	LICENSED_DY_CLOSE	An der gezeigten Station: halten, dann erneut ansetzen; dann umsetzen. Einsatz: Ansatz, Sollmaß; Weg: Ziel- oder Anschlussstelle, Durchlass; Grad: kurz, länger. Schritt schließen.
P915-C138	f81v	BIOLOGICAL	ANWENDUNGS_UND_TRANSFERFOLGE	P912-E0928	P912-E0931	4	2	0	2	0	Ansatz	NONE	NONE	LICENSED_DY_CLOSE	An der gezeigten Station: zugeben; dann absetzen. Einsatz: Ansatz. Schritt schließen.
P915-C139	f81v	BIOLOGICAL	ANWENDUNGS_UND_TRANSFERFOLGE	P912-E0932	P912-E0932	1	1	0	1	0	NONE	NONE	länger	LICENSED_DY_CLOSE	An der gezeigten Station: halten. Grad: länger. Schritt schließen.
P915-C140	f81v	BIOLOGICAL	ANWENDUNGS_UND_TRANSFERFOLGE	P912-E0933	P912-E0936	4	3	0	3	0	Entnahmestelle oder bezeichnetes Teil;Sollmaß;Portion	NONE	kurz;länger	LICENSED_DY_CLOSE	An der gezeigten Station: auffangen; dann zugeben; dann umleiten. Einsatz: Entnahmestelle oder bezeichnetes Teil, Sollmaß, Portion; Grad: kurz, länger. Schritt schließen.
P915-C141	f81v	BIOLOGICAL	ANWENDUNGS_UND_TRANSFERFOLGE	P912-E0937	P912-E0937	1	0	0	0	0	NONE	NONE	NONE	LICENSED_DY_CLOSE	An der gezeigten Station: den eingetragenen Bezug fortführen. Schritt schließen.
P915-C142	f81v	BIOLOGICAL	ANWENDUNGS_UND_TRANSFERFOLGE	P912-E0938	P912-E0945	8	3	1	0	3	Entnahmestelle oder bezeichnetes Teil;Ansatz;Sollmaß	Durchlass	kurz;länger	LICENSED_DY_CLOSE	An der gezeigten Station: zugeben, dann ansetzen, dann entnehmen. Einsatz: Entnahmestelle oder bezeichnetes Teil, Ansatz, Sollmaß; Weg: Durchlass; Grad: kurz, länger. Schritt schließen.
P915-C143	f81v	BIOLOGICAL	ANWENDUNGS_UND_TRANSFERFOLGE	P912-E0946	P912-E0949	4	7	0	7	0	Entnahmestelle oder bezeichnetes Teil	NONE	länger	LICENSED_DY_CLOSE	An der gezeigten Station: einsetzen; dann halten; dann halten; dann einstellen; dann ausführen; dann einsetzen; dann ansetzen. Einsatz: Entnahmestelle oder bezeichnetes Teil; Grad: länger. Schritt schließen.
P915-C144	f81v	BIOLOGICAL	ANWENDUNGS_UND_TRANSFERFOLGE	P912-E0950	P912-E0950	1	0	0	0	0	NONE	NONE	kurz	LICENSED_DY_CLOSE	An der gezeigten Station: den eingetragenen Bezug fortführen. Grad: kurz. Schritt schließen.
P915-C145	f81v	BIOLOGICAL	ANWENDUNGS_UND_TRANSFERFOLGE	P912-E0951	P912-E0951	1	2	0	2	0	NONE	NONE	kurz	LICENSED_DY_CLOSE	An der gezeigten Station: ansetzen; dann halten. Grad: kurz. Schritt schließen.
P915-C146	f81v	BIOLOGICAL	ANWENDUNGS_UND_TRANSFERFOLGE	P912-E0952	P912-E0968	17	13	4	3	10	Entnahmestelle oder bezeichnetes Teil	weiterer Lauf	kurz;länger	LICENSED_DY_CLOSE	An der gezeigten Station: halten, dann erneut ansetzen; dann ansetzen, dann ansetzen, dann zugeben; dann ansetzen, dann ansetzen, dann zugeben; dann entnehmen und zugeben; dann halten; dann umsetzen; dann absetzen. Einsatz: Entnahmestelle oder bezeichnetes Teil; Weg: weiterer Lauf; Grad: kurz, länger. Schritt schließen.
P915-C147	f81v	BIOLOGICAL	ANWENDUNGS_UND_TRANSFERFOLGE	P912-E0969	P912-E0969	1	1	0	1	0	NONE	NONE	kurz	LICENSED_DY_CLOSE	An der gezeigten Station: ansetzen. Grad: kurz. Schritt schließen.
P915-C148	f81v	BIOLOGICAL	ANWENDUNGS_UND_TRANSFERFOLGE	P912-E0970	P912-E0970	1	1	0	1	0	NONE	NONE	kurz	LICENSED_DY_CLOSE	An der gezeigten Station: einstellen. Grad: kurz. Schritt schließen.
P915-C149	f81v	BIOLOGICAL	ANWENDUNGS_UND_TRANSFERFOLGE	P912-E0971	P912-E0973	3	4	0	4	0	Entnahmestelle oder bezeichnetes Teil	weiterer Lauf	kurz	LICENSED_DY_CLOSE	An der gezeigten Station: entnehmen; dann einstellen; dann zugeben; dann einstellen. Einsatz: Entnahmestelle oder bezeichnetes Teil; Weg: weiterer Lauf; Grad: kurz. Schritt schließen.
P915-C150	f81v	BIOLOGICAL	ANWENDUNGS_UND_TRANSFERFOLGE	P912-E0974	P912-E0976	3	5	1	3	2	Entnahmestelle oder bezeichnetes Teil	NONE	kurz	LICENSED_DY_CLOSE	An der gezeigten Station: zugeben; dann halten; dann entnehmen, dann den nächsten Posten auswählen; dann einstellen. Einsatz: Entnahmestelle oder bezeichnetes Teil; Grad: kurz. Schritt schließen.
P915-C151	f81v	BIOLOGICAL	ANWENDUNGS_UND_TRANSFERFOLGE	P912-E0977	P912-E0977	1	1	0	1	0	NONE	NONE	kurz	LICENSED_DY_CLOSE	An der gezeigten Station: einstellen. Grad: kurz. Schritt schließen.
P915-C152	f81v	BIOLOGICAL	ANWENDUNGS_UND_TRANSFERFOLGE	P912-E0978	P912-E0981	4	2	0	2	0	Entnahmestelle oder bezeichnetes Teil	NONE	kurz	LICENSED_DY_CLOSE	An der gezeigten Station: zugeben; dann zugeben. Einsatz: Entnahmestelle oder bezeichnetes Teil; Grad: kurz. Schritt schließen.
P915-C153	f81v	BIOLOGICAL	ANWENDUNGS_UND_TRANSFERFOLGE	P912-E0982	P912-E0983	2	2	0	2	0	NONE	Ziel- oder Anschlussstelle	kurz	LICENSED_DY_CLOSE	An der gezeigten Station: ansetzen; dann halten. Weg: Ziel- oder Anschlussstelle; Grad: kurz. Schritt schließen.
P915-C154	f81v	BIOLOGICAL	ANWENDUNGS_UND_TRANSFERFOLGE	P912-E0984	P912-E0987	4	4	1	2	2	Entnahmestelle oder bezeichnetes Teil;Sollmaß	NONE	kurz;länger	LICENSED_DY_CLOSE	An der gezeigten Station: zugeben; dann halten und anschließend zugeben; dann ansetzen. Einsatz: Entnahmestelle oder bezeichnetes Teil, Sollmaß; Grad: kurz, länger. Schritt schließen.
P915-C155	f81v	BIOLOGICAL	ANWENDUNGS_UND_TRANSFERFOLGE	P912-E0988	P912-E0989	2	2	1	0	2	Entnahmestelle oder bezeichnetes Teil	NONE	kurz;länger	LICENSED_DY_CLOSE	An der gezeigten Station: in zwei aufeinanderfolgenden Zügen ansetzen. Einsatz: Entnahmestelle oder bezeichnetes Teil; Grad: kurz, länger. Schritt schließen.
P915-C156	f81v	BIOLOGICAL	ANWENDUNGS_UND_TRANSFERFOLGE	P912-E0990	P912-E1001	12	15	1	13	2	Entnahmestelle oder bezeichnetes Teil;Ansatz	Ziel- oder Anschlussstelle;weiterer Lauf	länger	LICENSED_DY_CLOSE	An der gezeigten Station: entnehmen; dann einsetzen; dann umsetzen und an der neuen Stelle ansetzen; dann umsetzen; dann halten; dann auswählen; dann spülen; dann bereitstellen; dann ausführen; dann umsetzen; dann kennzeichnen; dann umsetzen; dann einstellen; dann absetzen. Einsatz: Entnahmestelle oder bezeichnetes Teil, Ansatz; Weg: Ziel- oder Anschlussstelle, weiterer Lauf; Grad: länger. Schritt schließen.
P915-C157	f81v	BIOLOGICAL	ANWENDUNGS_UND_TRANSFERFOLGE	P912-E1002	P912-E1006	5	4	0	4	0	Entnahmestelle oder bezeichnetes Teil	NONE	kurz;länger	LICENSED_DY_CLOSE	An der gezeigten Station: ausführen; dann kennzeichnen; dann halten; dann spülen. Einsatz: Entnahmestelle oder bezeichnetes Teil; Grad: kurz, länger. Schritt schließen.
P915-C158	f81v	BIOLOGICAL	ANWENDUNGS_UND_TRANSFERFOLGE	P912-E1007	P912-E1010	4	6	1	3	3	Entnahmestelle oder bezeichnetes Teil	NONE	NONE	LICENSED_DY_CLOSE	An der gezeigten Station: umsetzen; dann einsetzen; dann umsetzen; dann halten, dann zugeben, dann umsetzen. Einsatz: Entnahmestelle oder bezeichnetes Teil. Schritt schließen.
P915-C159	f81v	BIOLOGICAL	ANWENDUNGS_UND_TRANSFERFOLGE	P912-E1011	P912-E1013	3	2	0	2	0	NONE	NONE	NONE	LICENSED_DY_CLOSE	An der gezeigten Station: umsetzen; dann absetzen. Schritt schließen.
P915-C160	f81v	BIOLOGICAL	ANWENDUNGS_UND_TRANSFERFOLGE	P912-E1014	P912-E1014	1	1	0	1	0	NONE	NONE	NONE	LICENSED_DY_CLOSE	An der gezeigten Station: umsetzen. Schritt schließen.
P915-C161	f81v	BIOLOGICAL	ANWENDUNGS_UND_TRANSFERFOLGE	P912-E1015	P912-E1019	5	4	1	2	2	Portion	Ziel- oder Anschlussstelle;weiterer Lauf;Durchlass	NONE	LICENSED_DY_CLOSE	An der gezeigten Station: ansetzen; dann kennzeichnen; dann ansetzen und zur nächsten Stelle umsetzen. Einsatz: Portion; Weg: Ziel- oder Anschlussstelle, weiterer Lauf, Durchlass. Schritt schließen.
P915-C162	f81v	BIOLOGICAL	ANWENDUNGS_UND_TRANSFERFOLGE	P912-E1020	P912-E1024	5	2	0	2	0	NONE	NONE	kurz	LICENSED_DY_CLOSE	An der gezeigten Station: behandeln; dann absetzen. Grad: kurz. Schritt schließen.
P915-C163	f81v	BIOLOGICAL	ANWENDUNGS_UND_TRANSFERFOLGE	P912-E1025	P912-E1025	1	1	0	1	0	NONE	NONE	kurz	LICENSED_DY_CLOSE	An der gezeigten Station: ansetzen. Grad: kurz. Schritt schließen.
P915-C164	f81v	BIOLOGICAL	ANWENDUNGS_UND_TRANSFERFOLGE	P912-E1026	P912-E1026	1	1	0	1	0	NONE	NONE	kurz	LICENSED_DY_CLOSE	An der gezeigten Station: ansetzen. Grad: kurz. Schritt schließen.
P915-C165	f81v	BIOLOGICAL	ANWENDUNGS_UND_TRANSFERFOLGE	P912-E1027	P912-E1031	5	3	0	3	0	NONE	Durchlass	länger	LICENSED_DY_CLOSE	An der gezeigten Station: ansetzen; dann auffangen; dann absetzen. Weg: Durchlass; Grad: länger. Schritt schließen.
P915-C166	f81v	BIOLOGICAL	ANWENDUNGS_UND_TRANSFERFOLGE	P912-E1032	P912-E1034	3	2	0	2	0	Entnahmestelle oder bezeichnetes Teil	Durchlass	kurz	LICENSED_DY_CLOSE	An der gezeigten Station: ansetzen; dann halten. Einsatz: Entnahmestelle oder bezeichnetes Teil; Weg: Durchlass; Grad: kurz. Schritt schließen.
P915-C167	f81v	BIOLOGICAL	ANWENDUNGS_UND_TRANSFERFOLGE	P912-E1035	P912-E1042	8	7	3	1	6	Entnahmestelle oder bezeichnetes Teil	Ziel- oder Anschlussstelle	kurz	LICENSED_DY_CLOSE	An der gezeigten Station: in zwei aufeinanderfolgenden Zügen ansetzen; dann den Gang bis zum Bereitschaftspunkt ausführen; dann behandeln; dann umsetzen und an der neuen Stelle ansetzen. Einsatz: Entnahmestelle oder bezeichnetes Teil; Weg: Ziel- oder Anschlussstelle; Grad: kurz. Schritt schließen.
P915-C168	f81v	BIOLOGICAL	ANWENDUNGS_UND_TRANSFERFOLGE	P912-E1043	P912-E1044	2	2	0	2	0	NONE	NONE	kurz	LICENSED_DY_CLOSE	An der gezeigten Station: spülen; dann einstellen. Grad: kurz. Schritt schließen.
P915-C169	f81v	BIOLOGICAL	ANWENDUNGS_UND_TRANSFERFOLGE	P912-E1045	P912-E1045	1	1	0	1	0	NONE	weiterer Lauf	kurz	LICENSED_DY_CLOSE	An der gezeigten Station: einstellen. Weg: weiterer Lauf; Grad: kurz. Schritt schließen.
P915-C170	f81v	BIOLOGICAL	ANWENDUNGS_UND_TRANSFERFOLGE	P912-E1046	P912-E1049	4	4	1	2	2	Portion	NONE	kurz	LICENSED_DY_CLOSE	An der gezeigten Station: spülen; dann ausführen und einen neuen Zug ansetzen; dann spülen. Einsatz: Portion; Grad: kurz. Schritt schließen.
P915-C171	f81v	BIOLOGICAL	ANWENDUNGS_UND_TRANSFERFOLGE	P912-E1050	P912-E1050	1	1	0	1	0	NONE	NONE	kurz	LICENSED_DY_CLOSE	An der gezeigten Station: spülen. Grad: kurz. Schritt schließen.
P915-C172	f81v	BIOLOGICAL	ANWENDUNGS_UND_TRANSFERFOLGE	P912-E1051	P912-E1061	11	7	1	5	2	Entnahmestelle oder bezeichnetes Teil	Ziel- oder Anschlussstelle;weiterer Lauf	länger	LICENSED_DY_CLOSE	An der gezeigten Station: umsetzen; dann auffangen; dann umsetzen und an der neuen Stelle ansetzen; dann ausführen; dann halten; dann umsetzen. Einsatz: Entnahmestelle oder bezeichnetes Teil; Weg: Ziel- oder Anschlussstelle, weiterer Lauf; Grad: länger. Schritt schließen.
P915-C173	f81v	BIOLOGICAL	ANWENDUNGS_UND_TRANSFERFOLGE	P912-E1062	P912-E1068	7	11	1	9	2	Entnahmestelle oder bezeichnetes Teil;Sollmaß;Portion	Ziel- oder Anschlussstelle	kurz	LICENSED_DY_CLOSE	An der gezeigten Station: umsetzen; dann auswählen; dann entnehmen; dann einstellen; dann einstellen; dann halten; dann einstellen; dann entnehmen und zugeben; dann zugeben; dann absetzen. Einsatz: Entnahmestelle oder bezeichnetes Teil, Sollmaß, Portion; Weg: Ziel- oder Anschlussstelle; Grad: kurz. Schritt schließen.
P915-C174	f81v	BIOLOGICAL	ANWENDUNGS_UND_TRANSFERFOLGE	P912-E1069	P912-E1074	6	7	2	3	4	Entnahmestelle oder bezeichnetes Teil	NONE	kurz	LICENSED_DY_CLOSE	An der gezeigten Station: ansetzen und zur nächsten Stelle umsetzen; dann kennzeichnen; dann bereitstellen; dann einstellen und danach ansetzen; dann umsetzen. Einsatz: Entnahmestelle oder bezeichnetes Teil; Grad: kurz. Schritt schließen.
P915-C175	f81v	BIOLOGICAL	ANWENDUNGS_UND_TRANSFERFOLGE	P912-E1075	P912-E1081	7	5	1	2	3	Entnahmestelle oder bezeichnetes Teil	Ziel- oder Anschlussstelle	kurz;länger	LICENSED_DY_CLOSE	An der gezeigten Station: ansetzen, dann ansetzen, dann entnehmen; dann auswählen; dann umsetzen. Einsatz: Entnahmestelle oder bezeichnetes Teil; Weg: Ziel- oder Anschlussstelle; Grad: kurz, länger. Schritt schließen.
P915-C176	f81v	BIOLOGICAL	ANWENDUNGS_UND_TRANSFERFOLGE	P912-E1082	P912-E1084	3	2	0	2	0	NONE	weiterer Lauf	kurz	LICENSED_DY_CLOSE	An der gezeigten Station: ausführen; dann absetzen. Weg: weiterer Lauf; Grad: kurz. Schritt schließen.
P915-C177	f81v	BIOLOGICAL	ANWENDUNGS_UND_TRANSFERFOLGE	P912-E1085	P912-E1098	14	11	2	7	4	Entnahmestelle oder bezeichnetes Teil	NONE	kurz	LICENSED_DY_CLOSE	An der gezeigten Station: halten; dann umsetzen; dann halten; dann umsetzen; dann einstellen; dann umsetzen und an der neuen Stelle ansetzen; dann entnehmen; dann einstellen; dann ausführen und einen neuen Zug ansetzen. Einsatz: Entnahmestelle oder bezeichnetes Teil; Grad: kurz. Schritt schließen.
P915-C178	f81v	BIOLOGICAL	ANWENDUNGS_UND_TRANSFERFOLGE	P912-E1099	P912-E1102	4	3	1	1	2	NONE	Ziel- oder Anschlussstelle	kurz;länger	LICENSED_DY_CLOSE	An der gezeigten Station: halten und anschließend zugeben; dann auffangen. Weg: Ziel- oder Anschlussstelle; Grad: kurz, länger. Schritt schließen.
P915-C179	f81v	BIOLOGICAL	ANWENDUNGS_UND_TRANSFERFOLGE	P912-E1103	P912-E1106	4	4	1	2	2	NONE	NONE	kurz;länger	LICENSED_DY_CLOSE	An der gezeigten Station: ansetzen; dann halten, dann den Gang ausführen; dann auffangen. Grad: kurz, länger. Schritt schließen.
P915-C180	f81v	BIOLOGICAL	ANWENDUNGS_UND_TRANSFERFOLGE	P912-E1107	P912-E1107	1	1	0	1	0	NONE	NONE	kurz	LICENSED_DY_CLOSE	An der gezeigten Station: einstellen. Grad: kurz. Schritt schließen.
P915-C181	f81v	BIOLOGICAL	ANWENDUNGS_UND_TRANSFERFOLGE	P912-E1108	P912-E1109	2	2	0	2	0	NONE	Durchlass	kurz	LICENSED_DY_CLOSE	An der gezeigten Station: behandeln; dann halten. Weg: Durchlass; Grad: kurz. Schritt schließen.
P915-C182	f81v	BIOLOGICAL	ANWENDUNGS_UND_TRANSFERFOLGE	P912-E1110	P912-E1110	1	1	0	1	0	NONE	Ziel- oder Anschlussstelle	NONE	NONPROSE_OWNER_OR_DIAGRAM_BOUNDARY	An der gezeigten Station: entnehmen. Weg: Ziel- oder Anschlussstelle. Für die Fortsetzung offenlassen.
P915-C183	f82r	BIOLOGICAL	MARKIERTE_STATIONSFOLGE_MIT_DURCHLASS	P912-E1113	P912-E1122	10	9	2	4	5	Entnahmestelle oder bezeichnetes Teil;Ansatz;Sollmaß	Durchlass	kurz;länger	LICENSED_DY_CLOSE	An der gezeigten Station: ausführen, dann halten, dann ansetzen; dann halten, dann erneut ansetzen; dann halten; dann halten; dann umsetzen; dann umsetzen. Einsatz: Entnahmestelle oder bezeichnetes Teil, Ansatz, Sollmaß; Weg: Durchlass; Grad: kurz, länger. Schritt schließen.
P915-C184	f82r	BIOLOGICAL	MARKIERTE_STATIONSFOLGE_MIT_DURCHLASS	P912-E1123	P912-E1125	3	2	1	0	2	Portion	NONE	länger	LICENSED_DY_CLOSE	An der gezeigten Station: in zwei aufeinanderfolgenden Zügen ansetzen. Einsatz: Portion; Grad: länger. Schritt schließen.
P915-C185	f82r	BIOLOGICAL	MARKIERTE_STATIONSFOLGE_MIT_DURCHLASS	P912-E1126	P912-E1130	5	3	1	1	2	NONE	Ziel- oder Anschlussstelle;weiterer Lauf;Durchlass	kurz;länger	LICENSED_DY_CLOSE	An der gezeigten Station: ansetzen und zur nächsten Stelle umsetzen; dann ansetzen. Weg: Ziel- oder Anschlussstelle, weiterer Lauf, Durchlass; Grad: kurz, länger. Schritt schließen.
P915-C186	f82r	BIOLOGICAL	MARKIERTE_STATIONSFOLGE_MIT_DURCHLASS	P912-E1131	P912-E1138	8	7	2	3	4	Sollmaß	Ziel- oder Anschlussstelle;weiterer Lauf;Durchlass	kurz;länger	LICENSED_DY_CLOSE	An der gezeigten Station: ansetzen; dann auffangen; dann in zwei aufeinanderfolgenden Zügen ansetzen; dann den Gang bis zum Bereitschaftspunkt ausführen; dann behandeln. Einsatz: Sollmaß; Weg: Ziel- oder Anschlussstelle, weiterer Lauf, Durchlass; Grad: kurz, länger. Schritt schließen.
P915-C187	f82r	BIOLOGICAL	MARKIERTE_STATIONSFOLGE_MIT_DURCHLASS	P912-E1139	P912-E1145	7	6	2	1	5	NONE	Ziel- oder Anschlussstelle;weiterer Lauf;Durchlass	kurz;länger	LICENSED_DY_CLOSE	An der gezeigten Station: ansetzen, dann halten, dann ansetzen; dann zugeben; dann umsetzen und an der neuen Stelle ansetzen. Weg: Ziel- oder Anschlussstelle, weiterer Lauf, Durchlass; Grad: kurz, länger. Schritt schließen.
P915-C188	f82r	BIOLOGICAL	MARKIERTE_STATIONSFOLGE_MIT_DURCHLASS	P912-E1146	P912-E1149	4	3	0	3	0	NONE	Ziel- oder Anschlussstelle	länger	LICENSED_DY_CLOSE	An der gezeigten Station: ansetzen; dann bereitstellen; dann umsetzen. Weg: Ziel- oder Anschlussstelle; Grad: länger. Schritt schließen.
P915-C189	f82r	BIOLOGICAL	MARKIERTE_STATIONSFOLGE_MIT_DURCHLASS	P912-E1150	P912-E1152	3	3	0	3	0	Entnahmestelle oder bezeichnetes Teil	Ziel- oder Anschlussstelle	NONE	LICENSED_DY_CLOSE	An der gezeigten Station: ansetzen; dann auswählen; dann absetzen. Einsatz: Entnahmestelle oder bezeichnetes Teil; Weg: Ziel- oder Anschlussstelle. Schritt schließen.
P915-C190	f82r	BIOLOGICAL	MARKIERTE_STATIONSFOLGE_MIT_DURCHLASS	P912-E1153	P912-E1160	8	7	2	2	5	Sollmaß	Ziel- oder Anschlussstelle;Durchlass	kurz	LICENSED_DY_CLOSE	An der gezeigten Station: absetzen; dann halten, dann erneut ansetzen; dann halten, dann zugeben, dann umsetzen; dann halten. Einsatz: Sollmaß; Weg: Ziel- oder Anschlussstelle, Durchlass; Grad: kurz. Schritt schließen.
P915-C191	f82r	BIOLOGICAL	MARKIERTE_STATIONSFOLGE_MIT_DURCHLASS	P912-E1161	P912-E1163	3	3	1	1	2	Entnahmestelle oder bezeichnetes Teil;Sollmaß	NONE	NONE	LICENSED_DY_CLOSE	An der gezeigten Station: auswählen und ansetzen; dann absetzen. Einsatz: Entnahmestelle oder bezeichnetes Teil, Sollmaß. Schritt schließen.
P915-C192	f82r	BIOLOGICAL	MARKIERTE_STATIONSFOLGE_MIT_DURCHLASS	P912-E1164	P912-E1164	1	1	0	1	0	NONE	NONE	kurz	LICENSED_DY_CLOSE	An der gezeigten Station: halten. Grad: kurz. Schritt schließen.
P915-C193	f82r	BIOLOGICAL	MARKIERTE_STATIONSFOLGE_MIT_DURCHLASS	P912-E1165	P912-E1170	6	5	2	1	4	NONE	NONE	kurz;länger	LICENSED_DY_CLOSE	An der gezeigten Station: in zwei aufeinanderfolgenden Zügen ansetzen; dann halten und anschließend zugeben; dann halten. Grad: kurz, länger. Schritt schließen.
P915-C194	f82r	BIOLOGICAL	MARKIERTE_STATIONSFOLGE_MIT_DURCHLASS	P912-E1171	P912-E1171	1	1	0	1	0	NONE	NONE	kurz	LICENSED_DY_CLOSE	An der gezeigten Station: ansetzen. Grad: kurz. Schritt schließen.
P915-C195	f82r	BIOLOGICAL	MARKIERTE_STATIONSFOLGE_MIT_DURCHLASS	P912-E1172	P912-E1184	13	17	4	9	8	Entnahmestelle oder bezeichnetes Teil;Ansatz;Sollmaß	Ziel- oder Anschlussstelle;weiterer Lauf	kurz;länger	NONPROSE_OWNER_OR_DIAGRAM_BOUNDARY	An der gezeigten Station: entnehmen und den Gang ausführen; dann kennzeichnen; dann halten, dann erneut ansetzen; dann umsetzen; dann auswählen; dann halten, dann den Gang ausführen; dann spülen; dann bereitstellen; dann ansetzen; dann behandeln; dann kennzeichnen; dann zweimal nacheinander entnehmen; dann ansetzen. Einsatz: Entnahmestelle oder bezeichnetes Teil, Ansatz, Sollmaß; Weg: Ziel- oder Anschlussstelle, weiterer Lauf; Grad: kurz, länger. Für die Fortsetzung offenlassen.
P915-C196	f82r	BIOLOGICAL	MARKIERTE_STATIONSFOLGE_MIT_DURCHLASS	P912-E1186	P912-E1187	2	3	1	1	2	NONE	NONE	kurz	LICENSED_DY_CLOSE	An der gezeigten Station: zugeben; dann umsetzen und an der neuen Stelle ansetzen. Grad: kurz. Schritt schließen.
P915-C197	f82r	BIOLOGICAL	MARKIERTE_STATIONSFOLGE_MIT_DURCHLASS	P912-E1188	P912-E1194	7	8	1	5	3	Entnahmestelle oder bezeichnetes Teil;Ansatz	Ziel- oder Anschlussstelle	kurz	LICENSED_DY_CLOSE	An der gezeigten Station: ausführen, dann einsetzen, dann entnehmen; dann ausführen; dann einsetzen; dann umsetzen; dann umsetzen; dann zugeben. Einsatz: Entnahmestelle oder bezeichnetes Teil, Ansatz; Weg: Ziel- oder Anschlussstelle; Grad: kurz. Schritt schließen.
P915-C198	f82r	BIOLOGICAL	MARKIERTE_STATIONSFOLGE_MIT_DURCHLASS	P912-E1195	P912-E1203	9	10	2	5	5	Entnahmestelle oder bezeichnetes Teil;Auszug	Ziel- oder Anschlussstelle;weiterer Lauf;Durchlass	kurz	LICENSED_DY_CLOSE	An der gezeigten Station: ausführen; dann umsetzen; dann ausführen, dann entnehmen, dann ausführen; dann in zwei aufeinanderfolgenden Zügen ansetzen; dann umsetzen; dann einstellen; dann umsetzen. Einsatz: Entnahmestelle oder bezeichnetes Teil, Auszug; Weg: Ziel- oder Anschlussstelle, weiterer Lauf, Durchlass; Grad: kurz. Schritt schließen.
P915-C199	f82r	BIOLOGICAL	MARKIERTE_STATIONSFOLGE_MIT_DURCHLASS	P912-E1204	P912-E1204	1	1	0	1	0	NONE	NONE	länger	LICENSED_DY_CLOSE	An der gezeigten Station: ansetzen. Grad: länger. Schritt schließen.
P915-C200	f82r	BIOLOGICAL	MARKIERTE_STATIONSFOLGE_MIT_DURCHLASS	P912-E1205	P912-E1205	1	0	0	0	0	NONE	NONE	kurz	LICENSED_DY_CLOSE	An der gezeigten Station: den eingetragenen Bezug fortführen. Grad: kurz. Schritt schließen.
P915-C201	f82r	BIOLOGICAL	MARKIERTE_STATIONSFOLGE_MIT_DURCHLASS	P912-E1206	P912-E1218	13	10	2	5	5	Entnahmestelle oder bezeichnetes Teil;Sollmaß;Portion	Ziel- oder Anschlussstelle;weiterer Lauf	länger;vollständig	LICENSED_DY_CLOSE	An der gezeigten Station: umsetzen; dann halten; dann auswählen; dann kennzeichnen; dann entnehmen, dann ansetzen, dann ansetzen; dann in zwei aufeinanderfolgenden Zügen ansetzen; dann umsetzen. Einsatz: Entnahmestelle oder bezeichnetes Teil, Sollmaß, Portion; Weg: Ziel- oder Anschlussstelle, weiterer Lauf; Grad: länger, vollständig. Schritt schließen.
P915-C202	f82r	BIOLOGICAL	MARKIERTE_STATIONSFOLGE_MIT_DURCHLASS	P912-E1219	P912-E1219	1	1	0	1	0	NONE	NONE	kurz	LICENSED_DY_CLOSE	An der gezeigten Station: zugeben. Grad: kurz. Schritt schließen.
