replay_attachment_id	attachment_id	physical_page	register	statement_id	event_id	locus	surface_card	component_recipe	focus_core	focus_value_de	local_head_configuration	direct_or_stack	teaching_rule_families	micro_signature	selected_attachment_de	changed_in_pass1023	owner_bound_selection	other_page_support_by_family	all_rule_families_supported_outside_page	micro_signature_other_pages	micro_signature_page_private	replay_result
P1024-A01938	SA01938	f76r	BIOLOGICAL	P1009-S243	P1008-E0748	f76r.29	qokain	OK+AIN	AIN	ANTEIL	LEFT_ONLY	DIRECT_LOCAL	NEAREST_HEAD_LEFT_TIE	ARGUMENT_GRADE_ONLY_LEFT	OK=SETZEN[AIN=ANTEIL]	NO	NO	NEAREST_HEAD_LEFT_TIE:f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f72r,f75r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	YES	f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f72r,f75r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	TRANSFERRED_RULE_FAMILY
P1024-A01939	SA01939	f76r	BIOLOGICAL	P1009-S243	P1008-E0749	f76r.29	dar	D_ADDR+AR	AR	AUSGANG	NO_LOCAL_HEAD	OWNER_PACKAGE_STACK	PREVIOUS_CARD_STACK	STACK_FALLBACK_NO_LOCAL_HEAD	OK=SETZEN⟨VORIGE KARTE⟩[AR=AUSGANG]	NO	NO	PREVIOUS_CARD_STACK:f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f72r,f75r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	YES	f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f72r,f75r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	TRANSFERRED_RULE_FAMILY
P1024-A01940	SA01940	f76r	BIOLOGICAL	P1009-S243	P1008-E0750	f76r.29	shey	SH+E+Y	E	GRAD I	LEFT_ONLY	DIRECT_LOCAL	NEAREST_HEAD_LEFT_TIE	ARGUMENT_GRADE_ONLY_LEFT	SH=HALTEN[E=GRAD I]	NO	NO	NEAREST_HEAD_LEFT_TIE:f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f72r,f75r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	YES	f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f72r,f75r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	TRANSFERRED_RULE_FAMILY
P1024-A01941	SA01941	f76r	BIOLOGICAL	P1009-S243	P1008-E0750	f76r.29	shey	SH+E+Y	Y	AKTIVER POSTEN	LEFT_ONLY	DIRECT_LOCAL	NEAREST_HEAD_LEFT_TIE	ARGUMENT_GRADE_ONLY_LEFT	SH=HALTEN[Y=AKTIVER POSTEN]	NO	NO	NEAREST_HEAD_LEFT_TIE:f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f72r,f75r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	YES	f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f72r,f75r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	TRANSFERRED_RULE_FAMILY
P1024-A01942	SA01942	f76r	BIOLOGICAL	P1009-S243	P1008-E0751	f76r.29	lshcthy	SH+CH+T+Y	Y	AKTIVER POSTEN	LEFT_ONLY	DIRECT_LOCAL	NEAREST_HEAD_LEFT_TIE	ARGUMENT_GRADE_ONLY_LEFT	T=EINSTELLEN[Y=AKTIVER POSTEN]	NO	NO	NEAREST_HEAD_LEFT_TIE:f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f72r,f75r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	YES	f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f72r,f75r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	TRANSFERRED_RULE_FAMILY
P1024-A01943	SA01943	f76r	BIOLOGICAL	P1009-S243	P1008-E0752	f76r.29	okar	OK+AR	AR	AUSGANG	LEFT_ONLY	DIRECT_LOCAL	AL_AR_ORDERED_FALLBACK	AL_AR_LOCAL_LEFT	OK=SETZEN[AR=AUSGANG]	NO	NO	AL_AR_ORDERED_FALLBACK:f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f72r,f75r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	YES	f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f72r,f75r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	TRANSFERRED_RULE_FAMILY
P1024-A01944	SA01944	f76r	BIOLOGICAL	P1009-S243	P1008-E0753	f76r.29	okain	OK+AIN	AIN	ANTEIL	LEFT_ONLY	DIRECT_LOCAL	NEAREST_HEAD_LEFT_TIE	ARGUMENT_GRADE_ONLY_LEFT	OK=SETZEN[AIN=ANTEIL]	NO	NO	NEAREST_HEAD_LEFT_TIE:f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f72r,f75r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	YES	f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f72r,f75r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	TRANSFERRED_RULE_FAMILY
P1024-A01945	SA01945	f76r	BIOLOGICAL	P1009-S243	P1008-E0754	f76r.29	y	Y	Y	AKTIVER POSTEN	NO_LOCAL_HEAD	OWNER_PACKAGE_STACK	PREVIOUS_CARD_STACK	STACK_FALLBACK_NO_LOCAL_HEAD	OK=SETZEN⟨VORIGE KARTE⟩[Y=AKTIVER POSTEN]	NO	NO	PREVIOUS_CARD_STACK:f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f72r,f75r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	YES	f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f72r,f75r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	TRANSFERRED_RULE_FAMILY
P1024-A01946	SA01946	f76r	BIOLOGICAL	P1009-S243	P1008-E0755	f76r.29	laiin	L+AIIN	L	VERBINDUNG	NO_LOCAL_HEAD	OWNER_PACKAGE_STACK	INHERITED_ACTION_STACK	STACK_FALLBACK_NO_LOCAL_HEAD	OK=SETZEN⟨GEERBT⟩[L=VERBINDUNG]	NO	NO	INHERITED_ACTION_STACK:f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f71v,f72r,f75r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	YES	f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f72r,f75r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	TRANSFERRED_RULE_FAMILY
P1024-A01947	SA01947	f76r	BIOLOGICAL	P1009-S243	P1008-E0755	f76r.29	laiin	L+AIIN	AIIN	WERT	NO_LOCAL_HEAD	OWNER_PACKAGE_STACK	INHERITED_ACTION_STACK	STACK_FALLBACK_NO_LOCAL_HEAD	OK=SETZEN⟨GEERBT⟩[AIIN=WERT]	NO	NO	INHERITED_ACTION_STACK:f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f71v,f72r,f75r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	YES	f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f72r,f75r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	TRANSFERRED_RULE_FAMILY
P1024-A01948	SA01948	f76r	BIOLOGICAL	P1009-S243	P1008-E0756	f76r.29	y	Y	Y	AKTIVER POSTEN	NO_LOCAL_HEAD	OWNER_PACKAGE_STACK	INHERITED_ACTION_STACK	STACK_FALLBACK_NO_LOCAL_HEAD	OK=SETZEN⟨GEERBT⟩[Y=AKTIVER POSTEN]	NO	NO	INHERITED_ACTION_STACK:f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f71v,f72r,f75r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	YES	f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f72r,f75r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	TRANSFERRED_RULE_FAMILY
P1024-A01949	SA01949	f76r	BIOLOGICAL	P1009-S243	P1008-E0757	f76r.30	darchey	AR+CH+EE+Y	AR	AUSGANG	RIGHT_ONLY	DIRECT_LOCAL	AL_AR_ORDERED_FALLBACK	AL_AR_ACTIVE_LEFT	[AR=AUSGANG]→CH=NEHMEN	NO	NO	AL_AR_ORDERED_FALLBACK:f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f72r,f75r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	YES	f72r,f83r,f88r,f88v,f89r	NO	TRANSFERRED_RULE_FAMILY
P1024-A01950	SA01950	f76r	BIOLOGICAL	P1009-S243	P1008-E0757	f76r.30	darchey	AR+CH+EE+Y	EE	GRAD II	LEFT_ONLY	DIRECT_LOCAL	NEAREST_HEAD_LEFT_TIE	ARGUMENT_GRADE_ONLY_LEFT	CH=NEHMEN[EE=GRAD II]	NO	NO	NEAREST_HEAD_LEFT_TIE:f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f72r,f75r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	YES	f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f72r,f75r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	TRANSFERRED_RULE_FAMILY
P1024-A01951	SA01951	f76r	BIOLOGICAL	P1009-S243	P1008-E0757	f76r.30	darchey	AR+CH+EE+Y	Y	AKTIVER POSTEN	LEFT_ONLY	DIRECT_LOCAL	NEAREST_HEAD_LEFT_TIE	ARGUMENT_GRADE_ONLY_LEFT	CH=NEHMEN[Y=AKTIVER POSTEN]	NO	NO	NEAREST_HEAD_LEFT_TIE:f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f72r,f75r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	YES	f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f72r,f75r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	TRANSFERRED_RULE_FAMILY
P1024-A01952	SA01952	f76r	BIOLOGICAL	P1009-S243	P1008-E0758	f76r.30	cheolchey	CH+E+OL+CH+E+Y	E	GRAD I	BOTH	DIRECT_LOCAL	NEAREST_HEAD_LEFT_TIE	ARGUMENT_GRADE_LEFT_CLOSER	CH=NEHMEN[E=GRAD I]	NO	NO	NEAREST_HEAD_LEFT_TIE:f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f72r,f75r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	YES	f10r,f17r,f55v,f67r2,f68r1,f71v,f72r,f81v,f82r,f83r,f88r,f88v,f89r	NO	TRANSFERRED_RULE_FAMILY
P1024-A01953	SA01953	f76r	BIOLOGICAL	P1009-S243	P1008-E0758	f76r.30	cheolchey	CH+E+OL+CH+E+Y	E	GRAD I	LEFT_ONLY	DIRECT_LOCAL	NEAREST_HEAD_LEFT_TIE	ARGUMENT_GRADE_ONLY_LEFT	CH=NEHMEN[E=GRAD I]	NO	NO	NEAREST_HEAD_LEFT_TIE:f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f72r,f75r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	YES	f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f72r,f75r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	TRANSFERRED_RULE_FAMILY
P1024-A01954	SA01954	f76r	BIOLOGICAL	P1009-S243	P1008-E0758	f76r.30	cheolchey	CH+E+OL+CH+E+Y	Y	AKTIVER POSTEN	LEFT_ONLY	DIRECT_LOCAL	NEAREST_HEAD_LEFT_TIE	ARGUMENT_GRADE_ONLY_LEFT	CH=NEHMEN[Y=AKTIVER POSTEN]	NO	NO	NEAREST_HEAD_LEFT_TIE:f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f72r,f75r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	YES	f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f72r,f75r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	TRANSFERRED_RULE_FAMILY
P1024-A01955	SA01955	f76r	BIOLOGICAL	P1009-S243	P1008-E0759	f76r.30	shcthy	SH+CH+T+Y	Y	AKTIVER POSTEN	LEFT_ONLY	DIRECT_LOCAL	NEAREST_HEAD_LEFT_TIE	ARGUMENT_GRADE_ONLY_LEFT	T=EINSTELLEN[Y=AKTIVER POSTEN]	NO	NO	NEAREST_HEAD_LEFT_TIE:f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f72r,f75r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	YES	f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f72r,f75r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	TRANSFERRED_RULE_FAMILY
P1024-A01956	SA01956	f76r	BIOLOGICAL	P1009-S243	P1008-E0760	f76r.30	chedy	CHD+Y	Y	AKTIVER POSTEN	LEFT_ONLY	DIRECT_LOCAL	NEAREST_HEAD_LEFT_TIE	ARGUMENT_GRADE_ONLY_LEFT	CHD=UMSETZEN[Y=AKTIVER POSTEN]	NO	NO	NEAREST_HEAD_LEFT_TIE:f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f72r,f75r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	YES	f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f72r,f75r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	TRANSFERRED_RULE_FAMILY
P1024-A01957	SA01957	f76r	BIOLOGICAL	P1009-S243	P1008-E0762	f76r.30	qokey	OK+E+Y	E	GRAD I	LEFT_ONLY	DIRECT_LOCAL	NEAREST_HEAD_LEFT_TIE	ARGUMENT_GRADE_ONLY_LEFT	OK=SETZEN[E=GRAD I]	NO	NO	NEAREST_HEAD_LEFT_TIE:f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f72r,f75r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	YES	f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f72r,f75r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	TRANSFERRED_RULE_FAMILY
P1024-A01958	SA01958	f76r	BIOLOGICAL	P1009-S243	P1008-E0762	f76r.30	qokey	OK+E+Y	Y	AKTIVER POSTEN	LEFT_ONLY	DIRECT_LOCAL	NEAREST_HEAD_LEFT_TIE	ARGUMENT_GRADE_ONLY_LEFT	OK=SETZEN[Y=AKTIVER POSTEN]	NO	NO	NEAREST_HEAD_LEFT_TIE:f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f72r,f75r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	YES	f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f72r,f75r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	TRANSFERRED_RULE_FAMILY
P1024-A01959	SA01959	f76r	BIOLOGICAL	P1009-S243	P1008-E0763	f76r.30	dalaiin	AL+AIIN	AL	ZIELORT	NO_LOCAL_HEAD	OWNER_PACKAGE_STACK	PREVIOUS_CARD_STACK	STACK_FALLBACK_NO_LOCAL_HEAD	OK=SETZEN⟨VORIGE KARTE⟩[AL=ZIELORT]	NO	NO	PREVIOUS_CARD_STACK:f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f72r,f75r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	YES	f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f72r,f75r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	TRANSFERRED_RULE_FAMILY
P1024-A01960	SA01960	f76r	BIOLOGICAL	P1009-S243	P1008-E0763	f76r.30	dalaiin	AL+AIIN	AIIN	WERT	NO_LOCAL_HEAD	OWNER_PACKAGE_STACK	PREVIOUS_CARD_STACK	STACK_FALLBACK_NO_LOCAL_HEAD	OK=SETZEN⟨VORIGE KARTE⟩[AIIN=WERT]	NO	NO	PREVIOUS_CARD_STACK:f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f72r,f75r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	YES	f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f72r,f75r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	TRANSFERRED_RULE_FAMILY
P1024-A01961	SA01961	f76r	BIOLOGICAL	P1009-S243	P1008-E0764	f76r.30	sheeky	SH+EE+K+Y	EE	GRAD II	BOTH	DIRECT_LOCAL	NEAREST_HEAD_LEFT_TIE	EQUAL_LEFT	SH=HALTEN@CURRENT_CARD_ATOM1	NO	NO	NEAREST_HEAD_LEFT_TIE:f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f72r,f75r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	YES	f10r,f11r,f13r,f17r,f55v,f56r,f67r2,f68r1,f71v,f72r,f75r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	TRANSFERRED_RULE_FAMILY
P1024-A01962	SA01962	f76r	BIOLOGICAL	P1009-S243	P1008-E0764	f76r.30	sheeky	SH+EE+K+Y	Y	AKTIVER POSTEN	LEFT_ONLY	DIRECT_LOCAL	NEAREST_HEAD_LEFT_TIE	ARGUMENT_GRADE_ONLY_LEFT	K=GEBEN[Y=AKTIVER POSTEN]	NO	NO	NEAREST_HEAD_LEFT_TIE:f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f72r,f75r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	YES	f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f72r,f75r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	TRANSFERRED_RULE_FAMILY
P1024-A01963	SA01963	f76r	BIOLOGICAL	P1009-S243	P1008-E0765	f76r.30	qokain	OK+AIN	AIN	ANTEIL	LEFT_ONLY	DIRECT_LOCAL	NEAREST_HEAD_LEFT_TIE	ARGUMENT_GRADE_ONLY_LEFT	OK=SETZEN[AIN=ANTEIL]	NO	NO	NEAREST_HEAD_LEFT_TIE:f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f72r,f75r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	YES	f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f72r,f75r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	TRANSFERRED_RULE_FAMILY
P1024-A01964	SA01964	f76r	BIOLOGICAL	P1009-S243	P1008-E0766	f76r.30	olky	OL+K+Y	Y	AKTIVER POSTEN	LEFT_ONLY	DIRECT_LOCAL	NEAREST_HEAD_LEFT_TIE	ARGUMENT_GRADE_ONLY_LEFT	K=GEBEN[Y=AKTIVER POSTEN]	NO	NO	NEAREST_HEAD_LEFT_TIE:f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f72r,f75r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	YES	f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f72r,f75r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	TRANSFERRED_RULE_FAMILY
P1024-A01965	SA01965	f76r	BIOLOGICAL	P1009-S243	P1008-E0767	f76r.30	sain	S+AIN	AIN	ANTEIL	LEFT_ONLY	DIRECT_LOCAL	NEAREST_HEAD_LEFT_TIE	ARGUMENT_GRADE_ONLY_LEFT	S=WÄHLEN[AIN=ANTEIL]	NO	NO	NEAREST_HEAD_LEFT_TIE:f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f72r,f75r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	YES	f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f72r,f75r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	TRANSFERRED_RULE_FAMILY
P1024-A01966	SA01966	f76r	BIOLOGICAL	P1009-S243	P1008-E0768	f76r.30	chy	Y	Y	AKTIVER POSTEN	NO_LOCAL_HEAD	OWNER_PACKAGE_STACK	PREVIOUS_CARD_STACK	STACK_FALLBACK_NO_LOCAL_HEAD	S=WÄHLEN⟨VORIGE KARTE⟩[Y=AKTIVER POSTEN]	NO	NO	PREVIOUS_CARD_STACK:f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f72r,f75r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	YES	f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f72r,f75r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	TRANSFERRED_RULE_FAMILY
P1024-A01967	SA01967	f76r	BIOLOGICAL	P1009-S244	P1008-E0770	f76r.32	cheo	CH+E+O+L	E	GRAD I	LEFT_ONLY	DIRECT_LOCAL	NEAREST_HEAD_LEFT_TIE	ARGUMENT_GRADE_ONLY_LEFT	CH=NEHMEN[E=GRAD I]	NO	NO	NEAREST_HEAD_LEFT_TIE:f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f72r,f75r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	YES	f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f72r,f75r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	TRANSFERRED_RULE_FAMILY
P1024-A01968	SA01968	f76r	BIOLOGICAL	P1009-S244	P1008-E0770	f76r.32	cheo	CH+E+O+L	L	VERBINDUNG	LEFT_ONLY	DIRECT_LOCAL	L_AIR_RIGHT_FALLBACK	L_AIR_LEFT_FALLBACK_NO_RIGHT	CH=NEHMEN[L=VERBINDUNG]	NO	NO	L_AIR_RIGHT_FALLBACK:f10r,f11r,f17r,f18r,f55v,f67r2,f68r1,f71v,f72r,f75r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	YES	f10r,f11r,f17r,f18r,f55v,f67r2,f68r1,f71v,f72r,f75r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	TRANSFERRED_RULE_FAMILY
P1024-A01969	SA01969	f76r	BIOLOGICAL	P1009-S244	P1008-E0772	f76r.32	ain	AIN	AIN	ANTEIL	NO_LOCAL_HEAD	OWNER_PACKAGE_STACK	PREVIOUS_CARD_STACK|R_POSITIONAL_MARKING	R_HEAD	R=MARKIEREN⟨VORIGE KARTE⟩[AIN=ANTEIL]	NO	NO	R_POSITIONAL_MARKING:f18r,f55v,f56r,f67r2,f68r1,f72r,f75r,f77r,f81v,f82r,f83r,f88r,f88v,f89r | PREVIOUS_CARD_STACK:f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f72r,f75r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	YES	f18r,f55v,f56r,f67r2,f68r1,f72r,f75r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	TRANSFERRED_RULE_FAMILY
P1024-A01970	SA01970	f76r	BIOLOGICAL	P1009-S244	P1008-E0773	f76r.32	okaiin	OK+AIIN	AIIN	WERT	LEFT_ONLY	DIRECT_LOCAL	NEAREST_HEAD_LEFT_TIE	ARGUMENT_GRADE_ONLY_LEFT	OK=SETZEN[AIIN=WERT]	NO	NO	NEAREST_HEAD_LEFT_TIE:f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f72r,f75r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	YES	f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f72r,f75r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	TRANSFERRED_RULE_FAMILY
P1024-A01971	SA01971	f76r	BIOLOGICAL	P1009-S244	P1008-E0774	f76r.32	dain	AIN	AIN	ANTEIL	NO_LOCAL_HEAD	OWNER_PACKAGE_STACK	PREVIOUS_CARD_STACK	STACK_FALLBACK_NO_LOCAL_HEAD	OK=SETZEN⟨VORIGE KARTE⟩[AIN=ANTEIL]	NO	NO	PREVIOUS_CARD_STACK:f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f72r,f75r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	YES	f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f72r,f75r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	TRANSFERRED_RULE_FAMILY
P1024-A01972	SA01972	f76r	BIOLOGICAL	P1009-S244	P1008-E0775	f76r.32	chey	Y	Y	AKTIVER POSTEN	NO_LOCAL_HEAD	OWNER_PACKAGE_STACK	INHERITED_ACTION_STACK	STACK_FALLBACK_NO_LOCAL_HEAD	OK=SETZEN⟨GEERBT⟩[Y=AKTIVER POSTEN]	NO	NO	INHERITED_ACTION_STACK:f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f71v,f72r,f75r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	YES	f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f72r,f75r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	TRANSFERRED_RULE_FAMILY
P1024-A01973	SA01973	f76r	BIOLOGICAL	P1009-S244	P1008-E0776	f76r.32	dalshedy	AL+CHD+DY	AL	ZIELORT	RIGHT_ONLY	DIRECT_LOCAL	AL_AR_ORDERED_FALLBACK	AL_AR_ACTIVE_LEFT	[AL=ZIELORT]→CHD=UMSETZEN	NO	NO	AL_AR_ORDERED_FALLBACK:f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f72r,f75r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	YES	f72r,f83r,f88r,f88v,f89r	NO	TRANSFERRED_RULE_FAMILY
P1024-A01974	SA01974	f76r	BIOLOGICAL	P1009-S245	P1008-E0777	f76r.32	qokaiin	OK+AIIN	AIIN	WERT	LEFT_ONLY	DIRECT_LOCAL	NEAREST_HEAD_LEFT_TIE	ARGUMENT_GRADE_ONLY_LEFT	OK=SETZEN[AIIN=WERT]	NO	NO	NEAREST_HEAD_LEFT_TIE:f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f72r,f75r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	YES	f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f68r1,f71v,f72r,f75r,f77r,f81v,f82r,f83r,f88r,f88v,f89r	NO	TRANSFERRED_RULE_FAMILY
