replay_event_id	event_id	physical_page	register	statement_id	locus	surface	component_recipe	component_atom_count	all_atoms_on_apprentice_sheet	contains_local_channel	exact_surface_other_pages	exact_recipe_other_pages	surface_page_private	recipe_page_private	event_replay_result
P1024-E2180	P1003-E0176	f77r	BIOLOGICAL	P1009-S331	f77r.18	chees	SH+EE+S_ADDR	3	YES	YES	f88v	f88v	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E2181	P1003-E0177	f77r	BIOLOGICAL	P1009-S331	f77r.18	sheckhedy	SH+E+CH+K+E+DY	6	YES	NO	NONE	NONE	YES	YES	NEW_ROOT_COMPOSITION_READABLE
P1024-E2182	P1003-E0178	f77r	BIOLOGICAL	P1009-S332	f77r.18	qol	OL	1	YES	NO	f55v,f75r,f76r,f81v,f82r,f83r,f89r	f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f72r,f75r,f76r,f81v,f82r,f83r,f88r,f88v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E2183	P1003-E0179	f77r	BIOLOGICAL	P1009-S332	f77r.18	cheedy	CH+EE+D_ADDR+Y	4	YES	YES	f72r,f76r,f81v,f82r,f88v,f89r	f72r,f76r,f81v,f82r,f88v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E2184	P1003-E0180	f77r	BIOLOGICAL	P1009-S332	f77r.18	qotaiin	OT+AIIN	2	YES	NO	f82r,f83r	f71v,f72r,f82r,f83r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E2185	P1003-E0181	f77r	BIOLOGICAL	P1009-S332	f77r.19	qokeedy	OK+EE+DY	3	YES	NO	f75r,f76r,f82r,f83r	f55v,f72r,f75r,f76r,f81v,f82r,f83r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E2186	P1003-E0182	f77r	BIOLOGICAL	P1009-S333	f77r.19	lchey	L+Y	2	YES	NO	f75r,f76r,f82r,f88v	f75r,f76r,f81v,f82r,f88v	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E2187	P1003-E0183	f77r	BIOLOGICAL	P1009-S333	f77r.19	lsheey	L+SH+EE+Y	4	YES	NO	NONE	NONE	YES	YES	NEW_ROOT_COMPOSITION_READABLE
P1024-E2188	P1003-E0184	f77r	BIOLOGICAL	P1009-S333	f77r.19	qokeedy	OK+EE+DY	3	YES	NO	f75r,f76r,f82r,f83r	f55v,f72r,f75r,f76r,f81v,f82r,f83r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E2189	P1003-E0185	f77r	BIOLOGICAL	P1009-S334	f77r.19	qokeedy	OK+EE+DY	3	YES	NO	f75r,f76r,f82r,f83r	f55v,f72r,f75r,f76r,f81v,f82r,f83r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E2190	P1003-E0186	f77r	BIOLOGICAL	P1009-S335	f77r.19	qokar	OK+AR	2	YES	NO	f72r,f75r,f76r,f81v,f82r,f89r	f55v,f56r,f72r,f75r,f76r,f81v,f82r,f88v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E2191	P1003-E0187	f77r	BIOLOGICAL	P1009-S335	f77r.19	qokeey	OK+EE+Y	3	YES	NO	f56r,f75r,f76r,f81v,f82r,f83r,f88r,f88v,f89r	f56r,f68r1,f71v,f72r,f75r,f76r,f81v,f82r,f83r,f88r,f88v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E2192	P1003-E0188	f77r	BIOLOGICAL	P1009-S335	f77r.19	laiin	L+AIIN	2	YES	NO	f76r	f76r,f83r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E2193	P1003-E0189	f77r	BIOLOGICAL	P1009-S335	f77r.19	chey	Y	1	YES	NO	f18r,f55v,f56r,f71v,f72r,f75r,f76r,f81v,f82r,f83r,f88r,f89r	f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f71v,f72r,f75r,f76r,f81v,f82r,f83r,f88r,f88v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E2194	P1003-E0190	f77r	BIOLOGICAL	P1009-S335	f77r.20	qotain	OT+AIN	2	YES	NO	f76r,f81v	f75r,f76r,f81v,f82r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E2195	P1003-E0191	f77r	BIOLOGICAL	P1009-S335	f77r.20	sheal	SH+E+AL	3	YES	NO	f72r	f72r,f76r,f83r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E2196	P1003-E0192	f77r	BIOLOGICAL	P1009-S335	f77r.20	qokeedy	OK+EE+DY	3	YES	NO	f75r,f76r,f82r,f83r	f55v,f72r,f75r,f76r,f81v,f82r,f83r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E2197	P1003-E0193	f77r	BIOLOGICAL	P1009-S336	f77r.20	qoteey	OT+EE+Y	3	YES	NO	f75r,f82r	f71v,f72r,f75r,f76r,f82r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E2198	P1003-E0194	f77r	BIOLOGICAL	P1009-S336	f77r.20	qokain	OK+AIN	2	YES	NO	f55v,f75r,f76r,f81v,f82r,f83r,f89r	f18r,f55v,f75r,f76r,f81v,f82r,f83r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E2199	P1003-E0195	f77r	BIOLOGICAL	P1009-S336	f77r.20	sheey	SH+EE+Y	3	YES	NO	f72r,f76r,f81v,f82r,f83r,f89r	f68r1,f71v,f72r,f75r,f76r,f81v,f82r,f83r,f88r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E2200	P1003-E0196	f77r	BIOLOGICAL	P1009-S336	f77r.20	qotedy	OT+E+DY	3	YES	NO	f75r,f76r,f81v,f82r,f83r	f75r,f76r,f81v,f82r,f83r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E2201	P1003-E0197	f77r	BIOLOGICAL	P1009-S337	f77r.20	dalchedy	AL+CHD+DY	3	YES	NO	NONE	f72r,f76r,f83r,f89r	YES	NO	ROOT_RECIPE_TRANSFERS
P1024-E2202	P1003-E0198	f77r	BIOLOGICAL	P1009-S338	f77r.21	chedaiin	CHD+AIIN	2	YES	NO	f67r2,f72r,f83r	f67r2,f72r,f83r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E2203	P1003-E0199	f77r	BIOLOGICAL	P1009-S338	f77r.21	shedy	SH+E+DY	3	YES	NO	f75r,f76r,f81v,f82r,f83r,f88v	f75r,f76r,f81v,f82r,f83r,f88v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E2204	P1003-E0200	f77r	BIOLOGICAL	P1009-S339	f77r.21	qokeedy	OK+EE+DY	3	YES	NO	f75r,f76r,f82r,f83r	f55v,f72r,f75r,f76r,f81v,f82r,f83r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E2205	P1003-E0201	f77r	BIOLOGICAL	P1009-S340	f77r.21	qokedy	OK+E+DY	3	YES	NO	f75r,f76r,f81v,f82r,f83r,f89r	f75r,f76r,f81v,f82r,f83r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E2206	P1003-E0202	f77r	BIOLOGICAL	P1009-S341	f77r.21	qokeey	OK+EE+Y	3	YES	NO	f56r,f75r,f76r,f81v,f82r,f83r,f88r,f88v,f89r	f56r,f68r1,f71v,f72r,f75r,f76r,f81v,f82r,f83r,f88r,f88v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E2207	P1003-E0203	f77r	BIOLOGICAL	P1009-S341	f77r.21	chedy	CHD+Y	2	YES	NO	f55v,f72r,f75r,f76r,f81v,f82r,f83r,f89r	f55v,f56r,f72r,f75r,f76r,f81v,f82r,f83r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E2208	P1003-E0204	f77r	BIOLOGICAL	P1009-S341	f77r.21	shear	SH+E+AR	3	YES	NO	f72r,f76r,f88r	f72r,f76r,f88r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E2209	P1003-E0205	f77r	BIOLOGICAL	P1009-S341	f77r.21	olaiiny	OL+AIIN+Y	3	YES	NO	NONE	NONE	YES	YES	NEW_ROOT_COMPOSITION_READABLE
P1024-E2210	P1003-E0206	f77r	BIOLOGICAL	P1009-S341	f77r.22	qoteedy	OT+EE+DY	3	YES	NO	f75r,f76r,f82r,f83r	f72r,f75r,f76r,f82r,f83r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E2211	P1003-E0207	f77r	BIOLOGICAL	P1009-S342	f77r.22	al	AL	1	YES	NO	f55v,f71v,f72r,f75r,f76r,f81v,f83r,f89r	f18r,f55v,f56r,f67r2,f71v,f72r,f75r,f76r,f81v,f82r,f83r,f88r,f88v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E2212	P1003-E0208	f77r	BIOLOGICAL	P1009-S342	f77r.22	lchedy	L+CHD+DY	3	YES	NO	f75r,f76r,f81v,f82r,f83r	f75r,f76r,f81v,f82r,f83r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E2213	P1003-E0209	f77r	BIOLOGICAL	P1009-S343	f77r.22	r	R	1	YES	NO	f56r,f67r2,f72r,f75r,f76r,f81v,f82r,f83r,f88v,f89r	f56r,f67r2,f72r,f75r,f76r,f81v,f82r,f83r,f88v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E2214	P1003-E0210	f77r	BIOLOGICAL	P1009-S343	f77r.22	oin	O+IIN	2	YES	NO	f76r	f13r,f67r2,f72r,f76r,f81v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E2215	P1003-E0211	f77r	BIOLOGICAL	P1009-S343	f77r.22	chy	Y	1	YES	NO	f10r,f11r,f17r,f56r,f72r,f75r,f76r,f81v,f88r,f89r	f10r,f11r,f13r,f17r,f18r,f55v,f56r,f67r2,f71v,f72r,f75r,f76r,f81v,f82r,f83r,f88r,f88v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E2216	P1003-E0212	f77r	BIOLOGICAL	P1009-S343	f77r.22	chedaiin	CHD+AIIN	2	YES	NO	f67r2,f72r,f83r	f67r2,f72r,f83r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E2217	P1003-E0213	f77r	BIOLOGICAL	P1009-S343	f77r.22	cheey	SH+EE+Y	3	YES	NO	f68r1,f71v,f72r,f75r,f81v,f82r,f83r,f88r,f89r	f68r1,f71v,f72r,f75r,f76r,f81v,f82r,f83r,f88r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E2218	P1003-E0214	f77r	BIOLOGICAL	P1009-S343	f77r.22	okedy	OK+E+DY	3	YES	NO	f75r,f76r,f81v,f83r	f75r,f76r,f81v,f82r,f83r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E2219	P1003-E0215	f77r	BIOLOGICAL	P1009-S344	f77r.22	qoky	OK+Y	2	YES	NO	f13r,f75r,f76r,f81v,f82r,f83r,f88v	f10r,f13r,f17r,f18r,f55v,f56r,f72r,f75r,f76r,f81v,f82r,f83r,f88r,f88v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E2220	P1003-E0216	f77r	BIOLOGICAL	P1009-S344	f77r.23	sheoky	SH+E+OK+Y	4	YES	NO	f88r	f88r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E2221	P1003-E0217	f77r	BIOLOGICAL	P1009-S344	f77r.23	qokaiin	OK+AIIN	2	YES	NO	f55v,f76r,f81v,f82r,f83r	f17r,f55v,f56r,f71v,f72r,f75r,f76r,f81v,f82r,f83r,f88r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E2222	P1003-E0218	f77r	BIOLOGICAL	P1009-S344	f77r.23	chedy	CHD+Y	2	YES	NO	f55v,f72r,f75r,f76r,f81v,f82r,f83r,f89r	f55v,f56r,f72r,f75r,f76r,f81v,f82r,f83r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E2223	P1003-E0219	f77r	BIOLOGICAL	P1009-S344	f77r.23	lchedy	L+CHD+DY	3	YES	NO	f75r,f76r,f81v,f82r,f83r	f75r,f76r,f81v,f82r,f83r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E2224	P1003-E0220	f77r	BIOLOGICAL	P1009-S345	f77r.23	olshedy	OL+SH+E+DY	4	YES	NO	f75r	f75r,f76r,f82r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E2225	P1003-E0221	f77r	BIOLOGICAL	P1009-S346	f77r.23	qokeedy	OK+EE+DY	3	YES	NO	f75r,f76r,f82r,f83r	f55v,f72r,f75r,f76r,f81v,f82r,f83r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E2226	P1003-E0222	f77r	BIOLOGICAL	P1009-S347	f77r.23	chedy	CHD+Y	2	YES	NO	f55v,f72r,f75r,f76r,f81v,f82r,f83r,f89r	f55v,f56r,f72r,f75r,f76r,f81v,f82r,f83r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E2227	P1003-E0223	f77r	BIOLOGICAL	P1009-S347	f77r.23	qokal	OK+AL	2	YES	NO	f75r,f76r,f81v,f82r,f83r,f89r	f18r,f55v,f68r1,f71v,f72r,f75r,f76r,f81v,f82r,f83r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E2228	P1003-E0224	f77r	BIOLOGICAL	P1009-S347	f77r.24	daiin	AIIN	1	YES	NO	f10r,f11r,f13r,f18r,f55v,f56r,f67r2,f71v,f72r,f76r,f81v,f82r,f83r,f88r,f88v,f89r	f10r,f11r,f13r,f18r,f55v,f56r,f67r2,f71v,f72r,f76r,f81v,f82r,f83r,f88r,f88v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E2229	P1003-E0225	f77r	BIOLOGICAL	P1009-S347	f77r.24	dol	D_ADDR+OL	2	YES	YES	f13r,f76r,f81v,f82r,f88r,f89r	f11r,f13r,f76r,f81v,f82r,f88r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E2230	P1003-E0226	f77r	BIOLOGICAL	P1009-S347	f77r.24	shor	SH+OR	2	YES	NO	f10r,f11r,f17r,f18r,f88v,f89r	f10r,f11r,f17r,f18r,f88v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E2231	P1003-E0227	f77r	BIOLOGICAL	P1009-S347	f77r.24	cphey	CH+P+E+Y	4	YES	NO	NONE	f89r	YES	NO	ROOT_RECIPE_TRANSFERS
P1024-E2232	P1003-E0228	f77r	BIOLOGICAL	P1009-S347	f77r.24	lfcheal	L+LOCAL_CHAR_F+CH+E+AL	5	YES	YES	NONE	NONE	YES	YES	NEW_ROOT_COMPOSITION_READABLE
P1024-E2233	P1003-E0229	f77r	BIOLOGICAL	P1009-S347	f77r.24	shear	SH+E+AR	3	YES	NO	f72r,f76r,f88r	f72r,f76r,f88r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E2234	P1003-E0230	f77r	BIOLOGICAL	P1009-S347	f77r.24	qolchy	OL+CH+Y	3	YES	NO	NONE	f76r,f81v,f82r	YES	NO	ROOT_RECIPE_TRANSFERS
P1024-E2235	P1003-E0231	f77r	BIOLOGICAL	P1009-S347	f77r.25	otedy	OT+E+DY	3	YES	NO	f75r,f76r,f81v,f82r,f83r	f75r,f76r,f81v,f82r,f83r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E2236	P1003-E0232	f77r	BIOLOGICAL	P1009-S348	f77r.25	qokar	OK+AR	2	YES	NO	f72r,f75r,f76r,f81v,f82r,f89r	f55v,f56r,f72r,f75r,f76r,f81v,f82r,f88v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E2237	P1003-E0233	f77r	BIOLOGICAL	P1009-S348	f77r.25	shedy	SH+E+DY	3	YES	NO	f75r,f76r,f81v,f82r,f83r,f88v	f75r,f76r,f81v,f82r,f83r,f88v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E2238	P1003-E0234	f77r	BIOLOGICAL	P1009-S349	f77r.25	qokal	OK+AL	2	YES	NO	f75r,f76r,f81v,f82r,f83r,f89r	f18r,f55v,f68r1,f71v,f72r,f75r,f76r,f81v,f82r,f83r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E2239	P1003-E0235	f77r	BIOLOGICAL	P1009-S349	f77r.25	shedar	SH+E+D_ADDR+AR	4	YES	YES	NONE	NONE	YES	YES	NEW_ROOT_COMPOSITION_READABLE
P1024-E2240	P1003-E0236	f77r	BIOLOGICAL	P1009-S349	f77r.25	dal	AL	1	YES	NO	f18r,f56r,f67r2,f71v,f72r,f75r,f76r,f81v,f82r,f83r,f88r,f88v,f89r	f18r,f55v,f56r,f67r2,f71v,f72r,f75r,f76r,f81v,f82r,f83r,f88r,f88v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E2241	P1003-E0237	f77r	BIOLOGICAL	P1009-S349	f77r.25	chedy	CHD+Y	2	YES	NO	f55v,f72r,f75r,f76r,f81v,f82r,f83r,f89r	f55v,f56r,f72r,f75r,f76r,f81v,f82r,f83r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E2242	P1003-E0238	f77r	BIOLOGICAL	P1009-S349	f77r.25	daror	D_ADDR+AR+OR	3	YES	YES	NONE	f18r	YES	NO	ROOT_RECIPE_TRANSFERS
P1024-E2243	P1003-E0239	f77r	BIOLOGICAL	P1009-S349	f77r.26	qoteedy	OT+EE+DY	3	YES	NO	f75r,f76r,f82r,f83r	f72r,f75r,f76r,f82r,f83r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E2244	P1003-E0240	f77r	BIOLOGICAL	P1009-S350	f77r.26	qokeedy	OK+EE+DY	3	YES	NO	f75r,f76r,f82r,f83r	f55v,f72r,f75r,f76r,f81v,f82r,f83r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E2245	P1003-E0241	f77r	BIOLOGICAL	P1009-S351	f77r.26	qokaiin	OK+AIIN	2	YES	NO	f55v,f76r,f81v,f82r,f83r	f17r,f55v,f56r,f71v,f72r,f75r,f76r,f81v,f82r,f83r,f88r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E2246	P1003-E0242	f77r	BIOLOGICAL	P1009-S351	f77r.26	chcthy	CH+CH+T+Y	4	YES	NO	f10r,f18r,f75r,f76r,f81v	f10r,f18r,f75r,f76r,f81v	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E2247	P1003-E0243	f77r	BIOLOGICAL	P1009-S351	f77r.26	lchedy	L+CHD+DY	3	YES	NO	f75r,f76r,f81v,f82r,f83r	f75r,f76r,f81v,f82r,f83r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E2248	P1003-E0244	f77r	BIOLOGICAL	P1009-S352	f77r.26	qokaly	OK+AL+Y	3	YES	NO	f82r	f76r,f82r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E2249	P1003-E0245	f77r	BIOLOGICAL	P1009-S352	f77r.27	solchedy	S+OL+CHD+Y	4	YES	NO	f76r,f83r	f76r,f83r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E2250	P1003-E0246	f77r	BIOLOGICAL	P1009-S352	f77r.27	qokain	OK+AIN	2	YES	NO	f55v,f75r,f76r,f81v,f82r,f83r,f89r	f18r,f55v,f75r,f76r,f81v,f82r,f83r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E2251	P1003-E0247	f77r	BIOLOGICAL	P1009-S352	f77r.27	okaiin	OK+AIIN	2	YES	NO	f17r,f55v,f56r,f71v,f72r,f75r,f76r,f81v,f88r	f17r,f55v,f56r,f71v,f72r,f75r,f76r,f81v,f82r,f83r,f88r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E2252	P1003-E0248	f77r	BIOLOGICAL	P1009-S352	f77r.27	shedy	SH+E+DY	3	YES	NO	f75r,f76r,f81v,f82r,f83r,f88v	f75r,f76r,f81v,f82r,f83r,f88v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E2253	P1003-E0249	f77r	BIOLOGICAL	P1009-S353	f77r.27	qokeedy	OK+EE+DY	3	YES	NO	f75r,f76r,f82r,f83r	f55v,f72r,f75r,f76r,f81v,f82r,f83r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E2254	P1003-E0250	f77r	BIOLOGICAL	P1009-S354	f77r.27	qotedy	OT+E+DY	3	YES	NO	f75r,f76r,f81v,f82r,f83r	f75r,f76r,f81v,f82r,f83r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E2255	P1003-E0251	f77r	BIOLOGICAL	P1009-S355	f77r.28	olchey	OL+Y	2	YES	NO	f56r,f75r,f81v	f56r,f67r2,f72r,f75r,f76r,f81v,f82r,f83r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E2256	P1003-E0252	f77r	BIOLOGICAL	P1009-S355	f77r.28	qotey	OT+E+Y	3	YES	NO	f76r,f89r	f72r,f75r,f76r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E2257	P1003-E0253	f77r	BIOLOGICAL	P1009-S355	f77r.28	qokain	OK+AIN	2	YES	NO	f55v,f75r,f76r,f81v,f82r,f83r,f89r	f18r,f55v,f75r,f76r,f81v,f82r,f83r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E2258	P1003-E0254	f77r	BIOLOGICAL	P1009-S355	f77r.28	olcheedy	OL+CH+EE+DY	4	YES	NO	NONE	NONE	YES	YES	NEW_ROOT_COMPOSITION_READABLE
P1024-E2259	P1003-E0255	f77r	BIOLOGICAL	P1009-S356	f77r.28	sar	S+AR	2	YES	NO	f55v,f75r,f76r,f81v,f82r,f83r,f88r	f17r,f55v,f75r,f76r,f81v,f82r,f83r,f88r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E2260	P1003-E0256	f77r	BIOLOGICAL	P1009-S356	f77r.28	lom	L+O+M_LOCAL	3	YES	YES	NONE	NONE	YES	YES	NEW_ROOT_COMPOSITION_READABLE
P1024-E2261	P1003-E0257	f77r	BIOLOGICAL	P1009-S356	f77r.29	saiin	S+AIIN	2	YES	NO	f67r2,f72r,f75r,f76r,f81v,f83r,f88r,f88v,f89r	f67r2,f72r,f75r,f76r,f81v,f83r,f88r,f88v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E2262	P1003-E0258	f77r	BIOLOGICAL	P1009-S356	f77r.29	cheeol	SH+EE+OL	3	YES	NO	f88v	f76r,f88r,f88v	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E2263	P1003-E0259	f77r	BIOLOGICAL	P1009-S356	f77r.29	qokeedy	OK+EE+DY	3	YES	NO	f75r,f76r,f82r,f83r	f55v,f72r,f75r,f76r,f81v,f82r,f83r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E2264	P1003-E0260	f77r	BIOLOGICAL	P1009-S357	f77r.29	qokeedy	OK+EE+DY	3	YES	NO	f75r,f76r,f82r,f83r	f55v,f72r,f75r,f76r,f81v,f82r,f83r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E2265	P1003-E0261	f77r	BIOLOGICAL	P1009-S358	f77r.29	qotal	OT+AL	2	YES	NO	f76r,f82r,f83r	f71v,f72r,f76r,f82r,f83r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E2266	P1003-E0262	f77r	BIOLOGICAL	P1009-S358	f77r.30	qokaiin	OK+AIIN	2	YES	NO	f55v,f76r,f81v,f82r,f83r	f17r,f55v,f56r,f71v,f72r,f75r,f76r,f81v,f82r,f83r,f88r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E2267	P1003-E0263	f77r	BIOLOGICAL	P1009-S358	f77r.30	chckhey	CH+CH+K+E+Y	5	YES	NO	f76r,f82r	f76r,f82r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E2268	P1003-E0264	f77r	BIOLOGICAL	P1009-S358	f77r.30	sa	S+A_ADDR	2	YES	YES	NONE	NONE	YES	YES	NEW_ROOT_COMPOSITION_READABLE
P1024-E2269	P1003-E0265	f77r	BIOLOGICAL	P1009-S358	f77r.30	iin	IIN	1	YES	NO	NONE	NONE	YES	YES	NEW_ROOT_COMPOSITION_READABLE
P1024-E2270	P1003-E0266	f77r	BIOLOGICAL	P1009-S358	f77r.30	qolkain	OL+K+AIN	3	YES	NO	f83r	f81v,f83r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E2271	P1003-E0267	f77r	BIOLOGICAL	P1009-S358	f77r.30	cheeky	CH+K+EE+Y	4	YES	NO	f55v,f75r,f81v,f83r	f55v,f75r,f81v,f82r,f83r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E2272	P1003-E0268	f77r	BIOLOGICAL	P1009-S358	f77r.30	lol	L+OL	2	YES	NO	f75r,f76r,f83r	f75r,f76r,f83r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E2273	P1003-E0269	f77r	BIOLOGICAL	P1009-S358	f77r.31	qokain	OK+AIN	2	YES	NO	f55v,f75r,f76r,f81v,f82r,f83r,f89r	f18r,f55v,f75r,f76r,f81v,f82r,f83r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E2274	P1003-E0270	f77r	BIOLOGICAL	P1009-S358	f77r.31	chckhy	CH+K+Y	3	YES	NO	f13r,f18r,f55v,f72r,f75r,f76r,f81v,f82r,f88v,f89r	f10r,f13r,f18r,f55v,f72r,f75r,f76r,f81v,f82r,f83r,f88v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E2275	P1003-E0271	f77r	BIOLOGICAL	P1009-S358	f77r.31	qokeey	OK+EE+Y	3	YES	NO	f56r,f75r,f76r,f81v,f82r,f83r,f88r,f88v,f89r	f56r,f68r1,f71v,f72r,f75r,f76r,f81v,f82r,f83r,f88r,f88v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E2276	P1003-E0272	f77r	BIOLOGICAL	P1009-S358	f77r.31	qotedy	OT+E+DY	3	YES	NO	f75r,f76r,f81v,f82r,f83r	f75r,f76r,f81v,f82r,f83r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E2277	P1003-E0273	f77r	BIOLOGICAL	P1009-S359	f77r.31	qotedy	OT+E+DY	3	YES	NO	f75r,f76r,f81v,f82r,f83r	f75r,f76r,f81v,f82r,f83r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E2278	P1003-E0274	f77r	BIOLOGICAL	P1009-S360	f77r.31	qotary	OT+AR+Y	3	YES	NO	NONE	NONE	YES	YES	NEW_ROOT_COMPOSITION_READABLE
P1024-E2279	P1003-E0275	f77r	BIOLOGICAL	P1009-S360	f77r.32	qor	OR	1	YES	NO	f17r,f75r	f10r,f17r,f18r,f55v,f67r2,f71v,f75r,f76r,f81v,f82r,f83r,f88r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E2280	P1003-E0276	f77r	BIOLOGICAL	P1009-S360	f77r.32	ain	AIN	1	YES	NO	f55v,f67r2,f75r,f76r,f88v,f89r	f10r,f11r,f18r,f55v,f67r2,f75r,f76r,f81v,f83r,f88v,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
P1024-E2281	P1003-E0277	f77r	BIOLOGICAL	P1009-S360	f77r.32	cheol	CH+E+O+L	4	YES	NO	f71v,f72r,f76r,f81v,f82r,f83r,f88r,f89r	f71v,f72r,f76r,f81v,f82r,f83r,f88r,f89r	NO	NO	EXACT_SURFACE_TRANSFERS
