global_priority_rank	tier_rank	priority_tier	priority_reason	source_matrix_cell_id	frozen_frame	action_root	action_recipe	register	portable_component_trace_de	owner_local_component_trace_de	current_default_phrase_de	state_requirement	editorial_change_type	component_count	action_component_count	repeated_action_root_count	repeated_action_roots	repeated_action_fluency_warning	local_observed_head_count	local_observed_heads	local_observed_event_count	local_observed_clause_form_count	local_observed_page_count	local_observed_pages	cross_register_observed_cell_count	cross_register_observed_registers	cross_register_observed_event_count	cross_register_observed_page_count	cross_register_observed_pages	all_component_value_cells_old	evidence_status_retained	working_root_meaning_changed	surface_prediction_made	occurrence_prediction_made	guard
78	78	A_LOCAL_MULTIHEAD	TWO_OR_MORE_EXACT_OTHER_ACTION_CELLS_SAME_FRAME_REGISTER	G498-M177	@ACTION+AL	P	P+AL	HERBAL	EINSETZEN · ZIELORT	MATERIAL EINSETZEN · ZIELSTELLE	Setze das zuvor Genannte ein; zur Zielstelle.	ACTIVE_ARGUMENT_REQUIRED	CONTEXT_NOUN_GENERALIZED	2	1	0	NONE	NO	3	OK|CH|K	9	5	4	f18r|f55v|f56r|f95v	0	NONE	0	0	NONE	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
79	79	A_LOCAL_MULTIHEAD	TWO_OR_MORE_EXACT_OTHER_ACTION_CELLS_SAME_FRAME_REGISTER	G498-M430	@ACTION+Y	S	S+Y	PHARMA	WÄHLEN · POSTEN	DROGENPOSTEN WÄHLEN · DROGENPOSTEN	Wähle den Drogenposten.	SELF_CONTAINED_ARGUMENT	UNCHANGED_SELF_CONTAINED_RENDERER	2	1	0	NONE	NO	3	OK|K|CHD	9	3	3	f88r|f88v|f89r	0	NONE	0	0	NONE	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
80	80	A_LOCAL_MULTIHEAD	TWO_OR_MORE_EXACT_OTHER_ACTION_CELLS_SAME_FRAME_REGISTER	G498-M349	@ACTION+OL	T	T+OL	CELESTIAL	EINSTELLEN · FORTSETZEN	WERT EINSTELLEN · RINGFOLGE FORTSETZEN	Fahre fort, das zuvor Genannte einzustellen.	ACTIVE_ARGUMENT_REQUIRED	COMPOSED_CONTEXT_NOUN_AND_CONTINUATION_FLUENCY	2	1	0	NONE	NO	3	OK|SH|K	6	5	3	f67r2|f71v|f72r	4	SOURCE_SECTION_T|HERBAL|BIOLOGICAL|PHARMA	7	6	f1r|f11r|f56r|f83r|f88v|f89r	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
81	81	A_LOCAL_MULTIHEAD	TWO_OR_MORE_EXACT_OTHER_ACTION_CELLS_SAME_FRAME_REGISTER	G498-M354	@ACTION+OL	R	R+OL	CELESTIAL	MARKIEREN · FORTSETZEN	POSITION MARKIEREN · RINGFOLGE FORTSETZEN	Fahre fort, das zuvor Genannte zu markieren.	ACTIVE_ARGUMENT_REQUIRED	COMPOSED_CONTEXT_NOUN_AND_CONTINUATION_FLUENCY	2	1	0	NONE	NO	3	OK|SH|K	6	5	3	f67r2|f71v|f72r	1	BIOLOGICAL	4	3	f75r|f76r|f81v	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
82	82	A_LOCAL_MULTIHEAD	TWO_OR_MORE_EXACT_OTHER_ACTION_CELLS_SAME_FRAME_REGISTER	G498-M344	@ACTION+OL	CHD	CHD+OL	CELESTIAL	BEARBEITEN · FORTSETZEN	EINTRAG BEARBEITEN · RINGFOLGE FORTSETZEN	Fahre fort: Bearbeite das zuvor Genannte.	ACTIVE_ARGUMENT_REQUIRED	CONTEXT_NOUN_GENERALIZED__FORTSETZEN_COLON	2	1	0	NONE	NO	3	OK|SH|K	6	5	3	f67r2|f71v|f72r	1	BIOLOGICAL	2	2	f76r|f82r	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
83	83	A_LOCAL_MULTIHEAD	TWO_OR_MORE_EXACT_OTHER_ACTION_CELLS_SAME_FRAME_REGISTER	G498-M359	@ACTION+OL	P	P+OL	CELESTIAL	EINSETZEN · FORTSETZEN	EINTRAG EINSETZEN · RINGFOLGE FORTSETZEN	Fahre fort: Setze das zuvor Genannte ein.	ACTIVE_ARGUMENT_REQUIRED	CONTEXT_NOUN_GENERALIZED__FORTSETZEN_COLON	2	1	0	NONE	NO	3	OK|SH|K	6	5	3	f67r2|f71v|f72r	1	BIOLOGICAL	1	1	f77r	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
84	84	A_LOCAL_MULTIHEAD	TWO_OR_MORE_EXACT_OTHER_ACTION_CELLS_SAME_FRAME_REGISTER	G498-M324	@ACTION+OL	CH	CH+OL	CELESTIAL	NEHMEN · FORTSETZEN	POSITION AUFNEHMEN · RINGFOLGE FORTSETZEN	Fahre fort: Nimm das zuvor Genannte auf.	ACTIVE_ARGUMENT_REQUIRED	CONTEXT_NOUN_GENERALIZED__FORTSETZEN_COLON	2	1	0	NONE	NO	3	OK|SH|K	6	5	3	f67r2|f71v|f72r	0	NONE	0	0	NONE	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
85	85	A_LOCAL_MULTIHEAD	TWO_OR_MORE_EXACT_OTHER_ACTION_CELLS_SAME_FRAME_REGISTER	G498-M339	@ACTION+OL	S	S+OL	CELESTIAL	WÄHLEN · FORTSETZEN	POSITION WÄHLEN · RINGFOLGE FORTSETZEN	Fahre fort: Wähle das zuvor Genannte.	ACTIVE_ARGUMENT_REQUIRED	CONTEXT_NOUN_GENERALIZED__FORTSETZEN_COLON	2	1	0	NONE	NO	3	OK|SH|K	6	5	3	f67r2|f71v|f72r	0	NONE	0	0	NONE	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
86	86	A_LOCAL_MULTIHEAD	TWO_OR_MORE_EXACT_OTHER_ACTION_CELLS_SAME_FRAME_REGISTER	G498-M213	@ACTION+AL+Y	T	T+AL+Y	BIOLOGICAL	EINSTELLEN · ZIELORT · POSTEN	STATIONSWERT EINSTELLEN · ZIELSTATION · STATIONSPOSTEN	Stelle den Stationsposten ein; zur Zielstation.	SELF_CONTAINED_ARGUMENT	UNCHANGED_SELF_CONTAINED	3	1	0	NONE	NO	3	OK|CH|R	5	3	4	f76r|f77r|f82r|f83r	1	CELESTIAL	1	1	f72r	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
87	87	A_LOCAL_MULTIHEAD	TWO_OR_MORE_EXACT_OTHER_ACTION_CELLS_SAME_FRAME_REGISTER	G498-M208	@ACTION+AL+Y	CHD	CHD+AL+Y	BIOLOGICAL	BEARBEITEN · ZIELORT · POSTEN	POSTEN BEARBEITEN · ZIELSTATION · STATIONSPOSTEN	Bearbeite den Stationsposten; zur Zielstation.	SELF_CONTAINED_ARGUMENT	UNCHANGED_SELF_CONTAINED_RENDERER	3	1	0	NONE	NO	3	OK|CH|R	5	3	4	f76r|f77r|f82r|f83r	0	NONE	0	0	NONE	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
88	88	A_LOCAL_MULTIHEAD	TWO_OR_MORE_EXACT_OTHER_ACTION_CELLS_SAME_FRAME_REGISTER	G498-M198	@ACTION+AL+Y	K	K+AL+Y	BIOLOGICAL	GEBEN · ZIELORT · POSTEN	POSTEN ZUFÜHREN · ZIELSTATION · STATIONSPOSTEN	Führe den Stationsposten zu; zur Zielstation.	SELF_CONTAINED_ARGUMENT	UNCHANGED_SELF_CONTAINED_RENDERER	3	1	0	NONE	NO	3	OK|CH|R	5	3	4	f76r|f77r|f82r|f83r	0	NONE	0	0	NONE	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
89	89	A_LOCAL_MULTIHEAD	TWO_OR_MORE_EXACT_OTHER_ACTION_CELLS_SAME_FRAME_REGISTER	G498-M223	@ACTION+AL+Y	P	P+AL+Y	BIOLOGICAL	EINSETZEN · ZIELORT · POSTEN	POSTEN EINSETZEN · ZIELSTATION · STATIONSPOSTEN	Setze den Stationsposten ein; zur Zielstation.	SELF_CONTAINED_ARGUMENT	UNCHANGED_SELF_CONTAINED_RENDERER	3	1	0	NONE	NO	3	OK|CH|R	5	3	4	f76r|f77r|f82r|f83r	0	NONE	0	0	NONE	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
90	90	A_LOCAL_MULTIHEAD	TWO_OR_MORE_EXACT_OTHER_ACTION_CELLS_SAME_FRAME_REGISTER	G498-M203	@ACTION+AL+Y	S	S+AL+Y	BIOLOGICAL	WÄHLEN · ZIELORT · POSTEN	STATION WÄHLEN · ZIELSTATION · STATIONSPOSTEN	Wähle den Stationsposten; zur Zielstation.	SELF_CONTAINED_ARGUMENT	UNCHANGED_SELF_CONTAINED_RENDERER	3	1	0	NONE	NO	3	OK|CH|R	5	3	4	f76r|f77r|f82r|f83r	0	NONE	0	0	NONE	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
91	91	A_LOCAL_MULTIHEAD	TWO_OR_MORE_EXACT_OTHER_ACTION_CELLS_SAME_FRAME_REGISTER	G498-M193	@ACTION+AL+Y	SH	SH+AL+Y	BIOLOGICAL	HALTEN · ZIELORT · POSTEN	POSTEN HALTEN · ZIELSTATION · STATIONSPOSTEN	Halte den Stationsposten; zur Zielstation.	SELF_CONTAINED_ARGUMENT	UNCHANGED_SELF_CONTAINED_RENDERER	3	1	0	NONE	NO	3	OK|CH|R	5	3	4	f76r|f77r|f82r|f83r	0	NONE	0	0	NONE	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
92	92	A_LOCAL_MULTIHEAD	TWO_OR_MORE_EXACT_OTHER_ACTION_CELLS_SAME_FRAME_REGISTER	G498-M066	@ACTION+AIIN	S	S+AIIN	SOURCE_SECTION_T	WÄHLEN · WERT	AUSWÄHLEN · KENNWERT	Wähle den Kennwert.	SELF_CONTAINED_ARGUMENT	UNCHANGED_SELF_CONTAINED_RENDERER	2	1	0	NONE	NO	3	OK|SH|K	4	3	1	f1r	3	BIOLOGICAL|CELESTIAL|PHARMA	21	10	f67r2|f72r|f75r|f76r|f77r|f81v|f83r|f88r|f88v|f89r	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
93	93	A_LOCAL_MULTIHEAD	TWO_OR_MORE_EXACT_OTHER_ACTION_CELLS_SAME_FRAME_REGISTER	G498-M071	@ACTION+AIIN	CHD	CHD+AIIN	SOURCE_SECTION_T	BEARBEITEN · WERT	EINTRAG BEARBEITEN · KENNWERT	Bearbeite den Kennwert.	SELF_CONTAINED_ARGUMENT	UNCHANGED_SELF_CONTAINED_RENDERER	2	1	0	NONE	NO	3	OK|SH|K	4	3	1	f1r	3	HERBAL|BIOLOGICAL|CELESTIAL	8	5	f67r2|f72r|f77r|f83r|f95v	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
94	94	A_LOCAL_MULTIHEAD	TWO_OR_MORE_EXACT_OTHER_ACTION_CELLS_SAME_FRAME_REGISTER	G498-M076	@ACTION+AIIN	T	T+AIIN	SOURCE_SECTION_T	EINSTELLEN · WERT	FESTLEGEN · KENNWERT	Lege den Kennwert fest.	SELF_CONTAINED_ARGUMENT	UNCHANGED_SELF_CONTAINED	2	1	0	NONE	NO	3	OK|SH|K	4	3	1	f1r	3	HERBAL|BIOLOGICAL|PHARMA	5	5	f10r|f81r|f82r|f89r|f95v	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
95	95	A_LOCAL_MULTIHEAD	TWO_OR_MORE_EXACT_OTHER_ACTION_CELLS_SAME_FRAME_REGISTER	G498-M081	@ACTION+AIIN	R	R+AIIN	SOURCE_SECTION_T	MARKIEREN · WERT	KENNZEICHNEN · KENNWERT	Kennzeichne den Kennwert.	SELF_CONTAINED_ARGUMENT	UNCHANGED_SELF_CONTAINED	2	1	0	NONE	NO	3	OK|SH|K	4	3	1	f1r	2	HERBAL|BIOLOGICAL	8	4	f76r|f77r|f82r|f95v	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
96	96	A_LOCAL_MULTIHEAD	TWO_OR_MORE_EXACT_OTHER_ACTION_CELLS_SAME_FRAME_REGISTER	G498-M051	@ACTION+AIIN	CH	CH+AIIN	SOURCE_SECTION_T	NEHMEN · WERT	ENTNEHMEN · KENNWERT	Entnimm den Kennwert.	SELF_CONTAINED_ARGUMENT	UNCHANGED_SELF_CONTAINED_RENDERER	2	1	0	NONE	NO	3	OK|SH|K	4	3	1	f1r	2	HERBAL|PHARMA	5	4	f10r|f11r|f55v|f89r	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
97	97	A_LOCAL_MULTIHEAD	TWO_OR_MORE_EXACT_OTHER_ACTION_CELLS_SAME_FRAME_REGISTER	G498-M436	@ACTION+Y	T	T+Y	SOURCE_SECTION_T	EINSTELLEN · POSTEN	FESTLEGEN · LAUFENDER EINTRAG	Lege den laufenden Eintrag fest.	SELF_CONTAINED_ARGUMENT	UNCHANGED_SELF_CONTAINED	2	1	0	NONE	NO	3	OK|K|CHD	4	3	1	f1r	2	HERBAL|BIOLOGICAL	3	3	f10r|f13r|f83r	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
98	98	A_LOCAL_MULTIHEAD	TWO_OR_MORE_EXACT_OTHER_ACTION_CELLS_SAME_FRAME_REGISTER	G498-M441	@ACTION+Y	R	R+Y	SOURCE_SECTION_T	MARKIEREN · POSTEN	KENNZEICHNEN · LAUFENDER EINTRAG	Kennzeichne den laufenden Eintrag.	SELF_CONTAINED_ARGUMENT	UNCHANGED_SELF_CONTAINED	2	1	0	NONE	NO	3	OK|K|CHD	4	3	1	f1r	1	BIOLOGICAL	2	2	f75r|f82r	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
99	99	A_LOCAL_MULTIHEAD	TWO_OR_MORE_EXACT_OTHER_ACTION_CELLS_SAME_FRAME_REGISTER	G498-M446	@ACTION+Y	P	P+Y	SOURCE_SECTION_T	EINSETZEN · POSTEN	IN EINTRAG EINSETZEN · LAUFENDER EINTRAG	Setze den laufenden Eintrag ein.	SELF_CONTAINED_ARGUMENT	UNCHANGED_SELF_CONTAINED_RENDERER	2	1	0	NONE	NO	3	OK|K|CHD	4	3	1	f1r	1	BIOLOGICAL	1	1	f75r	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
100	100	A_LOCAL_MULTIHEAD	TWO_OR_MORE_EXACT_OTHER_ACTION_CELLS_SAME_FRAME_REGISTER	G498-M416	@ACTION+Y	SH	SH+Y	SOURCE_SECTION_T	HALTEN · POSTEN	FESTHALTEN · LAUFENDER EINTRAG	Halte den laufenden Eintrag fest.	SELF_CONTAINED_ARGUMENT	UNCHANGED_SELF_CONTAINED_RENDERER	2	1	0	NONE	NO	3	OK|K|CHD	4	3	1	f1r	1	BIOLOGICAL	1	1	f81v	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
101	101	A_LOCAL_MULTIHEAD	TWO_OR_MORE_EXACT_OTHER_ACTION_CELLS_SAME_FRAME_REGISTER	G498-M411	@ACTION+Y	CH	CH+Y	SOURCE_SECTION_T	NEHMEN · POSTEN	ENTNEHMEN · LAUFENDER EINTRAG	Entnimm den laufenden Eintrag.	SELF_CONTAINED_ARGUMENT	UNCHANGED_SELF_CONTAINED_RENDERER	2	1	0	NONE	NO	3	OK|K|CHD	4	3	1	f1r	0	NONE	0	0	NONE	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
102	102	A_LOCAL_MULTIHEAD	TWO_OR_MORE_EXACT_OTHER_ACTION_CELLS_SAME_FRAME_REGISTER	G498-M086	@ACTION+AIIN	P	P+AIIN	SOURCE_SECTION_T	EINSETZEN · WERT	IN EINTRAG EINSETZEN · KENNWERT	Setze den Kennwert ein.	SELF_CONTAINED_ARGUMENT	UNCHANGED_SELF_CONTAINED_RENDERER	2	1	0	NONE	NO	3	OK|SH|K	4	3	1	f1r	0	NONE	0	0	NONE	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
103	103	A_LOCAL_MULTIHEAD	TWO_OR_MORE_EXACT_OTHER_ACTION_CELLS_SAME_FRAME_REGISTER	G498-M426	@ACTION+Y	S	S+Y	SOURCE_SECTION_T	WÄHLEN · POSTEN	AUSWÄHLEN · LAUFENDER EINTRAG	Wähle den laufenden Eintrag.	SELF_CONTAINED_ARGUMENT	UNCHANGED_SELF_CONTAINED_RENDERER	2	1	0	NONE	NO	3	OK|K|CHD	4	3	1	f1r	0	NONE	0	0	NONE	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
104	104	A_LOCAL_MULTIHEAD	TWO_OR_MORE_EXACT_OTHER_ACTION_CELLS_SAME_FRAME_REGISTER	G498-M262	@ACTION+CH+E+Y	R	R+CH+E+Y	HERBAL	MARKIEREN · NEHMEN · GRAD I · POSTEN	TEIL MARKIEREN · PFLANZENTEIL NEHMEN · GRAD I · PFLANZENPOSTEN	Markiere den Pflanzenposten und nimm den Pflanzenposten; auf Grad I.	SELF_CONTAINED_ARGUMENT	UNCHANGED_SELF_CONTAINED	4	2	0	NONE	NO	3	OK|K|S	3	3	1	f56r	1	BIOLOGICAL	1	1	f82r	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
105	105	A_LOCAL_MULTIHEAD	TWO_OR_MORE_EXACT_OTHER_ACTION_CELLS_SAME_FRAME_REGISTER	G498-M257	@ACTION+CH+E+Y	T	T+CH+E+Y	HERBAL	EINSTELLEN · NEHMEN · GRAD I · POSTEN	ARBEITSSTUFE EINSTELLEN · PFLANZENTEIL NEHMEN · GRAD I · PFLANZENPOSTEN	Stelle den Pflanzenposten ein und nimm den Pflanzenposten; auf Grad I.	SELF_CONTAINED_ARGUMENT	UNCHANGED_SELF_CONTAINED	4	2	0	NONE	NO	3	OK|K|S	3	3	1	f56r	1	SOURCE_SECTION_T	1	1	f1r	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
106	106	A_LOCAL_MULTIHEAD	TWO_OR_MORE_EXACT_OTHER_ACTION_CELLS_SAME_FRAME_REGISTER	G498-M252	@ACTION+CH+E+Y	CHD	CHD+CH+E+Y	HERBAL	BEARBEITEN · NEHMEN · GRAD I · POSTEN	MATERIAL BEARBEITEN · PFLANZENTEIL NEHMEN · GRAD I · PFLANZENPOSTEN	Bearbeite den Pflanzenposten und nimm den Pflanzenposten; auf Grad I.	SELF_CONTAINED_ARGUMENT	UNCHANGED_SELF_CONTAINED_RENDERER	4	2	0	NONE	NO	3	OK|K|S	3	3	1	f56r	0	NONE	0	0	NONE	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
107	107	A_LOCAL_MULTIHEAD	TWO_OR_MORE_EXACT_OTHER_ACTION_CELLS_SAME_FRAME_REGISTER	G498-M267	@ACTION+CH+E+Y	P	P+CH+E+Y	HERBAL	EINSETZEN · NEHMEN · GRAD I · POSTEN	MATERIAL EINSETZEN · PFLANZENTEIL NEHMEN · GRAD I · PFLANZENPOSTEN	Setze den Pflanzenposten ein und nimm den Pflanzenposten; auf Grad I.	SELF_CONTAINED_ARGUMENT	UNCHANGED_SELF_CONTAINED_RENDERER	4	2	0	NONE	NO	3	OK|K|S	3	3	1	f56r	0	NONE	0	0	NONE	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
108	108	A_LOCAL_MULTIHEAD	TWO_OR_MORE_EXACT_OTHER_ACTION_CELLS_SAME_FRAME_REGISTER	G498-M237	@ACTION+CH+E+Y	SH	SH+CH+E+Y	HERBAL	HALTEN · NEHMEN · GRAD I · POSTEN	MATERIAL HALTEN · PFLANZENTEIL NEHMEN · GRAD I · PFLANZENPOSTEN	Halte den Pflanzenposten und nimm den Pflanzenposten; auf Grad I.	SELF_CONTAINED_ARGUMENT	UNCHANGED_SELF_CONTAINED_RENDERER	4	2	0	NONE	NO	3	OK|K|S	3	3	1	f56r	0	NONE	0	0	NONE	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
109	109	A_LOCAL_MULTIHEAD	TWO_OR_MORE_EXACT_OTHER_ACTION_CELLS_SAME_FRAME_REGISTER	G498-M232	@ACTION+CH+E+Y	CH	CH+CH+E+Y	HERBAL	NEHMEN · NEHMEN · GRAD I · POSTEN	PFLANZENTEIL NEHMEN · PFLANZENTEIL NEHMEN · GRAD I · PFLANZENPOSTEN	Nimm den Pflanzenposten und nimm den Pflanzenposten; auf Grad I.	SELF_CONTAINED_ARGUMENT	UNCHANGED_SELF_CONTAINED_RENDERER	4	2	1	CH	YES	3	OK|K|S	3	3	1	f56r	0	NONE	0	0	NONE	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
110	110	A_LOCAL_MULTIHEAD	TWO_OR_MORE_EXACT_OTHER_ACTION_CELLS_SAME_FRAME_REGISTER	G498-M005	@ACTION	OK	OK	PHARMA	SETZEN	ANSATZ ANSETZEN	Setze das zuvor Genannte als Ansatz an.	ACTIVE_ARGUMENT_REQUIRED	CONTEXT_NOUN_GENERALIZED	1	1	0	NONE	NO	2	S|R	16	6	3	f88r|f88v|f89r	3	SOURCE_SECTION_T|HERBAL|BIOLOGICAL	5	4	f1r|f24v|f56r|f75r	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
111	111	A_LOCAL_MULTIHEAD	TWO_OR_MORE_EXACT_OTHER_ACTION_CELLS_SAME_FRAME_REGISTER	G498-M015	@ACTION	SH	SH	PHARMA	HALTEN	ANSATZ HALTEN	Halte das zuvor Genannte.	ACTIVE_ARGUMENT_REQUIRED	CONTEXT_NOUN_GENERALIZED	1	1	0	NONE	NO	2	S|R	16	6	3	f88r|f88v|f89r	3	SOURCE_SECTION_T|HERBAL|BIOLOGICAL	4	4	f1r|f24v|f56r|f77r	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
112	112	A_LOCAL_MULTIHEAD	TWO_OR_MORE_EXACT_OTHER_ACTION_CELLS_SAME_FRAME_REGISTER	G498-M010	@ACTION	CH	CH	PHARMA	NEHMEN	DROGENPOSTEN NEHMEN	Nimm das zuvor Genannte.	ACTIVE_ARGUMENT_REQUIRED	CONTEXT_NOUN_GENERALIZED	1	1	0	NONE	NO	2	S|R	16	6	3	f88r|f88v|f89r	2	HERBAL|BIOLOGICAL	2	2	f55v|f75r	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
113	113	A_LOCAL_MULTIHEAD	TWO_OR_MORE_EXACT_OTHER_ACTION_CELLS_SAME_FRAME_REGISTER	G498-M020	@ACTION	K	K	PHARMA	GEBEN	ZUTAT ZUGEBEN	Gib das zuvor Genannte zu.	ACTIVE_ARGUMENT_REQUIRED	CONTEXT_NOUN_GENERALIZED	1	1	0	NONE	NO	2	S|R	16	6	3	f88r|f88v|f89r	1	HERBAL	4	3	f13r|f24v|f95v	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
114	114	A_LOCAL_MULTIHEAD	TWO_OR_MORE_EXACT_OTHER_ACTION_CELLS_SAME_FRAME_REGISTER	G498-M030	@ACTION	CHD	CHD	PHARMA	BEARBEITEN	ANSATZ BEARBEITEN	Bearbeite das zuvor Genannte.	ACTIVE_ARGUMENT_REQUIRED	CONTEXT_NOUN_GENERALIZED	1	1	0	NONE	NO	2	S|R	16	6	3	f88r|f88v|f89r	1	BIOLOGICAL	2	2	f77r|f83r	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
115	115	A_LOCAL_MULTIHEAD	TWO_OR_MORE_EXACT_OTHER_ACTION_CELLS_SAME_FRAME_REGISTER	G498-M035	@ACTION	T	T	PHARMA	EINSTELLEN	ANSATZWERT EINSTELLEN	Stelle das zuvor Genannte ein.	ACTIVE_ARGUMENT_REQUIRED	COMPOSED_CONTEXT_NOUN_GENERALIZED	1	1	0	NONE	NO	2	S|R	16	6	3	f88r|f88v|f89r	1	HERBAL	1	1	f56r	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
116	116	A_LOCAL_MULTIHEAD	TWO_OR_MORE_EXACT_OTHER_ACTION_CELLS_SAME_FRAME_REGISTER	G498-M045	@ACTION	P	P	PHARMA	EINSETZEN	ZUTAT EINSETZEN	Setze das zuvor Genannte ein.	ACTIVE_ARGUMENT_REQUIRED	CONTEXT_NOUN_GENERALIZED	1	1	0	NONE	NO	2	S|R	16	6	3	f88r|f88v|f89r	0	NONE	0	0	NONE	YES	COMPOSED_WORKING	NO	NO	NO	COMPOSED_WORKING_RETAINED__NO_SURFACE_OR_OCCURRENCE_PREDICTION
