local_witness_id	target_matrix_cell_id	target_frame	target_action_root	target_action_recipe	target_register	observed_matrix_cell_id	observed_action_root	observed_action_recipe	observed_event_count	observed_clause_form_count	observed_pages	observed_event_ids	observed_selected_phrase_de	all_observed_clause_forms_de	exact_same_frame_and_register
G499-L0197	G498-M103	@ACTION+AIN	SH	SH+AIN	BIOLOGICAL	G498-M093	OK	OK+AIN	54	1	f75r|f76r|f77r|f81r|f81v|f82r|f83r	G407-E1440|G407-E1473|G407-E1490|G407-E1507|G407-E1540|G407-E1545|G407-E1548|G407-E1550|G407-E1554|G407-E1570|G407-E1596|G407-E1606|G407-E1617|G407-E1631|G407-E1692|G407-E1714|G407-E1727|G407-E1741|G407-E1743|G407-E1747|G407-E1777|G407-E1798|G407-E1850|G407-E1995|G407-E2038|G407-E2081|G407-E2105|G407-E2110|G407-E2122|G407-E2275|G407-E2309|G407-E2409|G407-E2498|G407-E2550|G407-E2557|G407-E2573|G407-E2607|G407-E2623|G407-E2738|G407-E2761|G407-E2764|G407-E2856|G407-E2957|G407-E2975|G407-E2984|G407-E3081|G407-E3187|G407-E3277|G407-E3324|G407-E3326|G407-E3437|G407-E3602|G407-E3728|G407-E3745	Setze den Stationsanteil im Stationsgang an.	Setze den Stationsanteil im Stationsgang an.	YES
G499-L0198	G498-M103	@ACTION+AIN	SH	SH+AIN	BIOLOGICAL	G498-M108	K	K+AIN	5	1	f75r|f76r|f81v|f83r	G407-E1444|G407-E1739|G407-E1981|G407-E2941|G407-E3747	Führe den Stationsanteil zu.	Führe den Stationsanteil zu.	YES
G499-L0199	G498-M103	@ACTION+AIN	SH	SH+AIN	BIOLOGICAL	G498-M113	S	S+AIN	18	1	f75r|f76r|f77r|f81r|f82r|f83r	G407-E1542|G407-E1553|G407-E1634|G407-E1638|G407-E1803|G407-E1842|G407-E2031|G407-E2124|G407-E2166|G407-E2168|G407-E2224|G407-E2319|G407-E2377|G407-E2440|G407-E2803|G407-E3449|G407-E3623|G407-E3720	Wähle den Stationsanteil.	Wähle den Stationsanteil.	YES
G499-L0200	G498-M103	@ACTION+AIN	SH	SH+AIN	BIOLOGICAL	G498-M118	CHD	CHD+AIN	2	1	f76r|f83r	G407-E1894|G407-E3653	Bearbeite den Stationsanteil.	Bearbeite den Stationsanteil.	YES
G499-L0201	G498-M103	@ACTION+AIN	SH	SH+AIN	BIOLOGICAL	G498-M123	T	T+AIN	1	1	f77r	G407-E2709	Stelle den Stationsanteil ein.	Stelle den Stationsanteil ein.	YES
G499-L0202	G498-M103	@ACTION+AIN	SH	SH+AIN	BIOLOGICAL	G498-M128	R	R+AIN	3	1	f76r|f81r|f82r	G407-E2137|G407-E2837|G407-E3448	Markiere den Stationsanteil.	Markiere den Stationsanteil.	YES
G499-L0203	G498-M104	@ACTION+AIN	SH	SH+AIN	CELESTIAL	G498-M114	S	S+AIN	1	1	f67r2	G407-E0925	Wähle den Sektoranteil.	Wähle den Sektoranteil.	YES
G499-L0204	G498-M105	@ACTION+AIN	SH	SH+AIN	PHARMA	G498-M095	OK	OK+AIN	1	1	f89r	G407-E4096	Setze den Drogenanteil als Ansatz an.	Setze den Drogenanteil als Ansatz an.	YES
G499-L0205	G498-M105	@ACTION+AIN	SH	SH+AIN	PHARMA	G498-M115	S	S+AIN	1	1	f89r	G407-E4226	Wähle den Drogenanteil.	Wähle den Drogenanteil.	YES
G499-L0206	G498-M105	@ACTION+AIN	SH	SH+AIN	PHARMA	G498-M120	CHD	CHD+AIN	1	1	f89r	G407-E4207	Bearbeite den Drogenanteil.	Bearbeite den Drogenanteil.	YES
G499-L0207	G498-M105	@ACTION+AIN	SH	SH+AIN	PHARMA	G498-M125	T	T+AIN	1	1	f89r	G407-E4098	Stelle den Drogenanteil ein.	Stelle den Drogenanteil ein.	YES
G499-L0208	G498-M106	@ACTION+AIN	K	K+AIN	SOURCE_SECTION_T	G498-M091	OK	OK+AIN	1	1	f1r	G407-E0103	Trage den Teilwert ein.	Trage den Teilwert ein.	YES
G499-L0209	G498-M109	@ACTION+AIN	K	K+AIN	CELESTIAL	G498-M114	S	S+AIN	1	1	f67r2	G407-E0925	Wähle den Sektoranteil.	Wähle den Sektoranteil.	YES
G499-L0210	G498-M110	@ACTION+AIN	K	K+AIN	PHARMA	G498-M095	OK	OK+AIN	1	1	f89r	G407-E4096	Setze den Drogenanteil als Ansatz an.	Setze den Drogenanteil als Ansatz an.	YES
G499-L0211	G498-M110	@ACTION+AIN	K	K+AIN	PHARMA	G498-M115	S	S+AIN	1	1	f89r	G407-E4226	Wähle den Drogenanteil.	Wähle den Drogenanteil.	YES
G499-L0212	G498-M110	@ACTION+AIN	K	K+AIN	PHARMA	G498-M120	CHD	CHD+AIN	1	1	f89r	G407-E4207	Bearbeite den Drogenanteil.	Bearbeite den Drogenanteil.	YES
G499-L0213	G498-M110	@ACTION+AIN	K	K+AIN	PHARMA	G498-M125	T	T+AIN	1	1	f89r	G407-E4098	Stelle den Drogenanteil ein.	Stelle den Drogenanteil ein.	YES
G499-L0214	G498-M111	@ACTION+AIN	S	S+AIN	SOURCE_SECTION_T	G498-M091	OK	OK+AIN	1	1	f1r	G407-E0103	Trage den Teilwert ein.	Trage den Teilwert ein.	YES
G499-L0215	G498-M116	@ACTION+AIN	CHD	CHD+AIN	SOURCE_SECTION_T	G498-M091	OK	OK+AIN	1	1	f1r	G407-E0103	Trage den Teilwert ein.	Trage den Teilwert ein.	YES
G499-L0216	G498-M119	@ACTION+AIN	CHD	CHD+AIN	CELESTIAL	G498-M114	S	S+AIN	1	1	f67r2	G407-E0925	Wähle den Sektoranteil.	Wähle den Sektoranteil.	YES
G499-L0217	G498-M121	@ACTION+AIN	T	T+AIN	SOURCE_SECTION_T	G498-M091	OK	OK+AIN	1	1	f1r	G407-E0103	Trage den Teilwert ein.	Trage den Teilwert ein.	YES
G499-L0218	G498-M122	@ACTION+AIN	T	T+AIN	HERBAL	G498-M092	OK	OK+AIN	7	1	f18r|f55v|f95v	G407-E0550|G407-E0719|G407-E4452|G407-E4465|G407-E4471|G407-E4483|G407-E4561	Setze den Materialanteil im Arbeitsgang an.	Setze den Materialanteil im Arbeitsgang an.	YES
G499-L0219	G498-M122	@ACTION+AIN	T	T+AIN	HERBAL	G498-M107	K	K+AIN	1	1	f95v	G407-E4515	Gib den Materialanteil zu.	Gib den Materialanteil zu.	YES
G499-L0220	G498-M122	@ACTION+AIN	T	T+AIN	HERBAL	G498-M112	S	S+AIN	3	1	f17r|f24v|f95v	G407-E0510|G407-E0652|G407-E4544	Wähle den Materialanteil.	Wähle den Materialanteil.	YES
G499-L0221	G498-M122	@ACTION+AIN	T	T+AIN	HERBAL	G498-M117	CHD	CHD+AIN	1	1	f95v	G407-E4548	Bearbeite den Materialanteil.	Bearbeite den Materialanteil.	YES
G499-L0222	G498-M124	@ACTION+AIN	T	T+AIN	CELESTIAL	G498-M114	S	S+AIN	1	1	f67r2	G407-E0925	Wähle den Sektoranteil.	Wähle den Sektoranteil.	YES
G499-L0223	G498-M126	@ACTION+AIN	R	R+AIN	SOURCE_SECTION_T	G498-M091	OK	OK+AIN	1	1	f1r	G407-E0103	Trage den Teilwert ein.	Trage den Teilwert ein.	YES
G499-L0224	G498-M127	@ACTION+AIN	R	R+AIN	HERBAL	G498-M092	OK	OK+AIN	7	1	f18r|f55v|f95v	G407-E0550|G407-E0719|G407-E4452|G407-E4465|G407-E4471|G407-E4483|G407-E4561	Setze den Materialanteil im Arbeitsgang an.	Setze den Materialanteil im Arbeitsgang an.	YES
G499-L0225	G498-M127	@ACTION+AIN	R	R+AIN	HERBAL	G498-M107	K	K+AIN	1	1	f95v	G407-E4515	Gib den Materialanteil zu.	Gib den Materialanteil zu.	YES
G499-L0226	G498-M127	@ACTION+AIN	R	R+AIN	HERBAL	G498-M112	S	S+AIN	3	1	f17r|f24v|f95v	G407-E0510|G407-E0652|G407-E4544	Wähle den Materialanteil.	Wähle den Materialanteil.	YES
G499-L0227	G498-M127	@ACTION+AIN	R	R+AIN	HERBAL	G498-M117	CHD	CHD+AIN	1	1	f95v	G407-E4548	Bearbeite den Materialanteil.	Bearbeite den Materialanteil.	YES
G499-L0228	G498-M129	@ACTION+AIN	R	R+AIN	CELESTIAL	G498-M114	S	S+AIN	1	1	f67r2	G407-E0925	Wähle den Sektoranteil.	Wähle den Sektoranteil.	YES
G499-L0229	G498-M130	@ACTION+AIN	R	R+AIN	PHARMA	G498-M095	OK	OK+AIN	1	1	f89r	G407-E4096	Setze den Drogenanteil als Ansatz an.	Setze den Drogenanteil als Ansatz an.	YES
G499-L0230	G498-M130	@ACTION+AIN	R	R+AIN	PHARMA	G498-M115	S	S+AIN	1	1	f89r	G407-E4226	Wähle den Drogenanteil.	Wähle den Drogenanteil.	YES
G499-L0231	G498-M130	@ACTION+AIN	R	R+AIN	PHARMA	G498-M120	CHD	CHD+AIN	1	1	f89r	G407-E4207	Bearbeite den Drogenanteil.	Bearbeite den Drogenanteil.	YES
G499-L0232	G498-M130	@ACTION+AIN	R	R+AIN	PHARMA	G498-M125	T	T+AIN	1	1	f89r	G407-E4098	Stelle den Drogenanteil ein.	Stelle den Drogenanteil ein.	YES
G499-L0233	G498-M131	@ACTION+AIN	P	P+AIN	SOURCE_SECTION_T	G498-M091	OK	OK+AIN	1	1	f1r	G407-E0103	Trage den Teilwert ein.	Trage den Teilwert ein.	YES
G499-L0234	G498-M132	@ACTION+AIN	P	P+AIN	HERBAL	G498-M092	OK	OK+AIN	7	1	f18r|f55v|f95v	G407-E0550|G407-E0719|G407-E4452|G407-E4465|G407-E4471|G407-E4483|G407-E4561	Setze den Materialanteil im Arbeitsgang an.	Setze den Materialanteil im Arbeitsgang an.	YES
G499-L0235	G498-M132	@ACTION+AIN	P	P+AIN	HERBAL	G498-M107	K	K+AIN	1	1	f95v	G407-E4515	Gib den Materialanteil zu.	Gib den Materialanteil zu.	YES
G499-L0236	G498-M132	@ACTION+AIN	P	P+AIN	HERBAL	G498-M112	S	S+AIN	3	1	f17r|f24v|f95v	G407-E0510|G407-E0652|G407-E4544	Wähle den Materialanteil.	Wähle den Materialanteil.	YES
G499-L0237	G498-M132	@ACTION+AIN	P	P+AIN	HERBAL	G498-M117	CHD	CHD+AIN	1	1	f95v	G407-E4548	Bearbeite den Materialanteil.	Bearbeite den Materialanteil.	YES
G499-L0238	G498-M133	@ACTION+AIN	P	P+AIN	BIOLOGICAL	G498-M093	OK	OK+AIN	54	1	f75r|f76r|f77r|f81r|f81v|f82r|f83r	G407-E1440|G407-E1473|G407-E1490|G407-E1507|G407-E1540|G407-E1545|G407-E1548|G407-E1550|G407-E1554|G407-E1570|G407-E1596|G407-E1606|G407-E1617|G407-E1631|G407-E1692|G407-E1714|G407-E1727|G407-E1741|G407-E1743|G407-E1747|G407-E1777|G407-E1798|G407-E1850|G407-E1995|G407-E2038|G407-E2081|G407-E2105|G407-E2110|G407-E2122|G407-E2275|G407-E2309|G407-E2409|G407-E2498|G407-E2550|G407-E2557|G407-E2573|G407-E2607|G407-E2623|G407-E2738|G407-E2761|G407-E2764|G407-E2856|G407-E2957|G407-E2975|G407-E2984|G407-E3081|G407-E3187|G407-E3277|G407-E3324|G407-E3326|G407-E3437|G407-E3602|G407-E3728|G407-E3745	Setze den Stationsanteil im Stationsgang an.	Setze den Stationsanteil im Stationsgang an.	YES
G499-L0239	G498-M133	@ACTION+AIN	P	P+AIN	BIOLOGICAL	G498-M108	K	K+AIN	5	1	f75r|f76r|f81v|f83r	G407-E1444|G407-E1739|G407-E1981|G407-E2941|G407-E3747	Führe den Stationsanteil zu.	Führe den Stationsanteil zu.	YES
G499-L0240	G498-M133	@ACTION+AIN	P	P+AIN	BIOLOGICAL	G498-M113	S	S+AIN	18	1	f75r|f76r|f77r|f81r|f82r|f83r	G407-E1542|G407-E1553|G407-E1634|G407-E1638|G407-E1803|G407-E1842|G407-E2031|G407-E2124|G407-E2166|G407-E2168|G407-E2224|G407-E2319|G407-E2377|G407-E2440|G407-E2803|G407-E3449|G407-E3623|G407-E3720	Wähle den Stationsanteil.	Wähle den Stationsanteil.	YES
G499-L0241	G498-M133	@ACTION+AIN	P	P+AIN	BIOLOGICAL	G498-M118	CHD	CHD+AIN	2	1	f76r|f83r	G407-E1894|G407-E3653	Bearbeite den Stationsanteil.	Bearbeite den Stationsanteil.	YES
G499-L0242	G498-M133	@ACTION+AIN	P	P+AIN	BIOLOGICAL	G498-M123	T	T+AIN	1	1	f77r	G407-E2709	Stelle den Stationsanteil ein.	Stelle den Stationsanteil ein.	YES
G499-L0243	G498-M133	@ACTION+AIN	P	P+AIN	BIOLOGICAL	G498-M128	R	R+AIN	3	1	f76r|f81r|f82r	G407-E2137|G407-E2837|G407-E3448	Markiere den Stationsanteil.	Markiere den Stationsanteil.	YES
G499-L0244	G498-M134	@ACTION+AIN	P	P+AIN	CELESTIAL	G498-M114	S	S+AIN	1	1	f67r2	G407-E0925	Wähle den Sektoranteil.	Wähle den Sektoranteil.	YES
G499-L0245	G498-M135	@ACTION+AIN	P	P+AIN	PHARMA	G498-M095	OK	OK+AIN	1	1	f89r	G407-E4096	Setze den Drogenanteil als Ansatz an.	Setze den Drogenanteil als Ansatz an.	YES
G499-L0246	G498-M135	@ACTION+AIN	P	P+AIN	PHARMA	G498-M115	S	S+AIN	1	1	f89r	G407-E4226	Wähle den Drogenanteil.	Wähle den Drogenanteil.	YES
G499-L0247	G498-M135	@ACTION+AIN	P	P+AIN	PHARMA	G498-M120	CHD	CHD+AIN	1	1	f89r	G407-E4207	Bearbeite den Drogenanteil.	Bearbeite den Drogenanteil.	YES
G499-L0248	G498-M135	@ACTION+AIN	P	P+AIN	PHARMA	G498-M125	T	T+AIN	1	1	f89r	G407-E4098	Stelle den Drogenanteil ein.	Stelle den Drogenanteil ein.	YES
G499-L0249	G498-M136	@ACTION+AL	OK	OK+AL	SOURCE_SECTION_T	G498-M141	CH	CH+AL	1	1	f1r	G407-E0117	Entnimm die Eintragseinheit [wie zuvor]; zur Zielspalte.	Entnimm die Eintragseinheit [wie zuvor]; zur Zielspalte.	YES
G499-L0250	G498-M145	@ACTION+AL	CH	CH+AL	PHARMA	G498-M140	OK	OK+AL	1	1	f89r	G407-E4301	Setze den Drogenposten [wie zuvor] als Ansatz an; zum Zielgefäß.	Setze den Drogenposten [wie zuvor] als Ansatz an; zum Zielgefäß.	YES
G499-L0251	G498-M145	@ACTION+AL	CH	CH+AL	PHARMA	G498-M175	R	R+AL	1	1	f88r	G407-E3804	Markiere die Ansatzeinheit [wie zuvor]; zum Zielgefäß.	Markiere die Ansatzeinheit [wie zuvor]; zum Zielgefäß.	YES
G499-L0252	G498-M146	@ACTION+AL	SH	SH+AL	SOURCE_SECTION_T	G498-M141	CH	CH+AL	1	1	f1r	G407-E0117	Entnimm die Eintragseinheit [wie zuvor]; zur Zielspalte.	Entnimm die Eintragseinheit [wie zuvor]; zur Zielspalte.	YES
G499-L0253	G498-M147	@ACTION+AL	SH	SH+AL	HERBAL	G498-M137	OK	OK+AL	7	3	f18r|f55v|f95v	G407-E0574|G407-E0580|G407-E0600|G407-E0758|G407-E0783|G407-E4425|G407-E4491	Setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; zur Zielstelle.	Setze den Arbeitswert [wie zuvor] im Arbeitsgang an; zur Zielstelle. || Setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; zur Zielstelle. || Setze die Arbeitseinheit [wie zuvor] im Arbeitsgang an; zur Zielstelle.	YES
G499-L0254	G498-M147	@ACTION+AL	SH	SH+AL	HERBAL	G498-M142	CH	CH+AL	1	1	f56r	G407-E0798	Nimm; zur Zielstelle.	Nimm; zur Zielstelle.	YES
G499-L0255	G498-M147	@ACTION+AL	SH	SH+AL	HERBAL	G498-M152	K	K+AL	1	1	f55v	G407-E0775	Gib den Pflanzenposten [wie zuvor] zu; zur Zielstelle.	Gib den Pflanzenposten [wie zuvor] zu; zur Zielstelle.	YES
G499-L0256	G498-M149	@ACTION+AL	SH	SH+AL	CELESTIAL	G498-M139	OK	OK+AL	5	2	f68r1|f71v|f72r	G407-E1049|G407-E1130|G407-E1201|G407-E1255|G407-E1278	Setze den Positionsposten [wie zuvor]; zur Zielposition.	Setze den Positionsposten [wie zuvor]; zur Zielposition. || Setze den Positionswert [wie zuvor]; zur Zielposition.	YES
G499-L0257	G498-M149	@ACTION+AL	SH	SH+AL	CELESTIAL	G498-M144	CH	CH+AL	2	2	f71v|f72r	G407-E1096|G407-E1215	Nimm auf; zur Zielposition.	Nimm auf; zur Zielposition. || Nimm den Positionswert [wie zuvor] auf; zur Zielposition.	YES
G499-L0258	G498-M149	@ACTION+AL	SH	SH+AL	CELESTIAL	G498-M154	K	K+AL	1	1	f71v	G407-E1136	Ordne den Positionsposten [wie zuvor] zu; zur Zielposition.	Ordne den Positionsposten [wie zuvor] zu; zur Zielposition.	YES
G499-L0259	G498-M149	@ACTION+AL	SH	SH+AL	CELESTIAL	G498-M159	S	S+AL	2	1	f67r2|f72r	G407-E0990|G407-E1169	Wähle den Positionswert [wie zuvor]; zur Zielposition.	Wähle den Positionswert [wie zuvor]; zur Zielposition.	YES
G499-L0260	G498-M149	@ACTION+AL	SH	SH+AL	CELESTIAL	G498-M164	CHD	CHD+AL	1	1	f72r	G407-E1144	Bearbeite den Positionsposten [wie zuvor]; zur Zielposition.	Bearbeite den Positionsposten [wie zuvor]; zur Zielposition.	YES
G499-L0261	G498-M149	@ACTION+AL	SH	SH+AL	CELESTIAL	G498-M169	T	T+AL	1	1	f71v	G407-E1108	Stelle den Positionsposten [wie zuvor] ein; zur Zielposition.	Stelle den Positionsposten [wie zuvor] ein; zur Zielposition.	YES
G499-L0262	G498-M150	@ACTION+AL	SH	SH+AL	PHARMA	G498-M140	OK	OK+AL	1	1	f89r	G407-E4301	Setze den Drogenposten [wie zuvor] als Ansatz an; zum Zielgefäß.	Setze den Drogenposten [wie zuvor] als Ansatz an; zum Zielgefäß.	YES
G499-L0263	G498-M150	@ACTION+AL	SH	SH+AL	PHARMA	G498-M175	R	R+AL	1	1	f88r	G407-E3804	Markiere die Ansatzeinheit [wie zuvor]; zum Zielgefäß.	Markiere die Ansatzeinheit [wie zuvor]; zum Zielgefäß.	YES
G499-L0264	G498-M151	@ACTION+AL	K	K+AL	SOURCE_SECTION_T	G498-M141	CH	CH+AL	1	1	f1r	G407-E0117	Entnimm die Eintragseinheit [wie zuvor]; zur Zielspalte.	Entnimm die Eintragseinheit [wie zuvor]; zur Zielspalte.	YES
G499-L0265	G498-M155	@ACTION+AL	K	K+AL	PHARMA	G498-M140	OK	OK+AL	1	1	f89r	G407-E4301	Setze den Drogenposten [wie zuvor] als Ansatz an; zum Zielgefäß.	Setze den Drogenposten [wie zuvor] als Ansatz an; zum Zielgefäß.	YES
G499-L0266	G498-M155	@ACTION+AL	K	K+AL	PHARMA	G498-M175	R	R+AL	1	1	f88r	G407-E3804	Markiere die Ansatzeinheit [wie zuvor]; zum Zielgefäß.	Markiere die Ansatzeinheit [wie zuvor]; zum Zielgefäß.	YES
G499-L0267	G498-M156	@ACTION+AL	S	S+AL	SOURCE_SECTION_T	G498-M141	CH	CH+AL	1	1	f1r	G407-E0117	Entnimm die Eintragseinheit [wie zuvor]; zur Zielspalte.	Entnimm die Eintragseinheit [wie zuvor]; zur Zielspalte.	YES
G499-L0268	G498-M157	@ACTION+AL	S	S+AL	HERBAL	G498-M137	OK	OK+AL	7	3	f18r|f55v|f95v	G407-E0574|G407-E0580|G407-E0600|G407-E0758|G407-E0783|G407-E4425|G407-E4491	Setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; zur Zielstelle.	Setze den Arbeitswert [wie zuvor] im Arbeitsgang an; zur Zielstelle. || Setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; zur Zielstelle. || Setze die Arbeitseinheit [wie zuvor] im Arbeitsgang an; zur Zielstelle.	YES
G499-L0269	G498-M157	@ACTION+AL	S	S+AL	HERBAL	G498-M142	CH	CH+AL	1	1	f56r	G407-E0798	Nimm; zur Zielstelle.	Nimm; zur Zielstelle.	YES
G499-L0270	G498-M157	@ACTION+AL	S	S+AL	HERBAL	G498-M152	K	K+AL	1	1	f55v	G407-E0775	Gib den Pflanzenposten [wie zuvor] zu; zur Zielstelle.	Gib den Pflanzenposten [wie zuvor] zu; zur Zielstelle.	YES
G499-L0271	G498-M160	@ACTION+AL	S	S+AL	PHARMA	G498-M140	OK	OK+AL	1	1	f89r	G407-E4301	Setze den Drogenposten [wie zuvor] als Ansatz an; zum Zielgefäß.	Setze den Drogenposten [wie zuvor] als Ansatz an; zum Zielgefäß.	YES
G499-L0272	G498-M160	@ACTION+AL	S	S+AL	PHARMA	G498-M175	R	R+AL	1	1	f88r	G407-E3804	Markiere die Ansatzeinheit [wie zuvor]; zum Zielgefäß.	Markiere die Ansatzeinheit [wie zuvor]; zum Zielgefäß.	YES
G499-L0273	G498-M161	@ACTION+AL	CHD	CHD+AL	SOURCE_SECTION_T	G498-M141	CH	CH+AL	1	1	f1r	G407-E0117	Entnimm die Eintragseinheit [wie zuvor]; zur Zielspalte.	Entnimm die Eintragseinheit [wie zuvor]; zur Zielspalte.	YES
G499-L0274	G498-M162	@ACTION+AL	CHD	CHD+AL	HERBAL	G498-M137	OK	OK+AL	7	3	f18r|f55v|f95v	G407-E0574|G407-E0580|G407-E0600|G407-E0758|G407-E0783|G407-E4425|G407-E4491	Setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; zur Zielstelle.	Setze den Arbeitswert [wie zuvor] im Arbeitsgang an; zur Zielstelle. || Setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; zur Zielstelle. || Setze die Arbeitseinheit [wie zuvor] im Arbeitsgang an; zur Zielstelle.	YES
G499-L0275	G498-M162	@ACTION+AL	CHD	CHD+AL	HERBAL	G498-M142	CH	CH+AL	1	1	f56r	G407-E0798	Nimm; zur Zielstelle.	Nimm; zur Zielstelle.	YES
G499-L0276	G498-M162	@ACTION+AL	CHD	CHD+AL	HERBAL	G498-M152	K	K+AL	1	1	f55v	G407-E0775	Gib den Pflanzenposten [wie zuvor] zu; zur Zielstelle.	Gib den Pflanzenposten [wie zuvor] zu; zur Zielstelle.	YES
G499-L0277	G498-M165	@ACTION+AL	CHD	CHD+AL	PHARMA	G498-M140	OK	OK+AL	1	1	f89r	G407-E4301	Setze den Drogenposten [wie zuvor] als Ansatz an; zum Zielgefäß.	Setze den Drogenposten [wie zuvor] als Ansatz an; zum Zielgefäß.	YES
G499-L0278	G498-M165	@ACTION+AL	CHD	CHD+AL	PHARMA	G498-M175	R	R+AL	1	1	f88r	G407-E3804	Markiere die Ansatzeinheit [wie zuvor]; zum Zielgefäß.	Markiere die Ansatzeinheit [wie zuvor]; zum Zielgefäß.	YES
G499-L0279	G498-M166	@ACTION+AL	T	T+AL	SOURCE_SECTION_T	G498-M141	CH	CH+AL	1	1	f1r	G407-E0117	Entnimm die Eintragseinheit [wie zuvor]; zur Zielspalte.	Entnimm die Eintragseinheit [wie zuvor]; zur Zielspalte.	YES
G499-L0280	G498-M167	@ACTION+AL	T	T+AL	HERBAL	G498-M137	OK	OK+AL	7	3	f18r|f55v|f95v	G407-E0574|G407-E0580|G407-E0600|G407-E0758|G407-E0783|G407-E4425|G407-E4491	Setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; zur Zielstelle.	Setze den Arbeitswert [wie zuvor] im Arbeitsgang an; zur Zielstelle. || Setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; zur Zielstelle. || Setze die Arbeitseinheit [wie zuvor] im Arbeitsgang an; zur Zielstelle.	YES
G499-L0281	G498-M167	@ACTION+AL	T	T+AL	HERBAL	G498-M142	CH	CH+AL	1	1	f56r	G407-E0798	Nimm; zur Zielstelle.	Nimm; zur Zielstelle.	YES
G499-L0282	G498-M167	@ACTION+AL	T	T+AL	HERBAL	G498-M152	K	K+AL	1	1	f55v	G407-E0775	Gib den Pflanzenposten [wie zuvor] zu; zur Zielstelle.	Gib den Pflanzenposten [wie zuvor] zu; zur Zielstelle.	YES
G499-L0283	G498-M170	@ACTION+AL	T	T+AL	PHARMA	G498-M140	OK	OK+AL	1	1	f89r	G407-E4301	Setze den Drogenposten [wie zuvor] als Ansatz an; zum Zielgefäß.	Setze den Drogenposten [wie zuvor] als Ansatz an; zum Zielgefäß.	YES
G499-L0284	G498-M170	@ACTION+AL	T	T+AL	PHARMA	G498-M175	R	R+AL	1	1	f88r	G407-E3804	Markiere die Ansatzeinheit [wie zuvor]; zum Zielgefäß.	Markiere die Ansatzeinheit [wie zuvor]; zum Zielgefäß.	YES
G499-L0285	G498-M171	@ACTION+AL	R	R+AL	SOURCE_SECTION_T	G498-M141	CH	CH+AL	1	1	f1r	G407-E0117	Entnimm die Eintragseinheit [wie zuvor]; zur Zielspalte.	Entnimm die Eintragseinheit [wie zuvor]; zur Zielspalte.	YES
G499-L0286	G498-M172	@ACTION+AL	R	R+AL	HERBAL	G498-M137	OK	OK+AL	7	3	f18r|f55v|f95v	G407-E0574|G407-E0580|G407-E0600|G407-E0758|G407-E0783|G407-E4425|G407-E4491	Setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; zur Zielstelle.	Setze den Arbeitswert [wie zuvor] im Arbeitsgang an; zur Zielstelle. || Setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; zur Zielstelle. || Setze die Arbeitseinheit [wie zuvor] im Arbeitsgang an; zur Zielstelle.	YES
G499-L0287	G498-M172	@ACTION+AL	R	R+AL	HERBAL	G498-M142	CH	CH+AL	1	1	f56r	G407-E0798	Nimm; zur Zielstelle.	Nimm; zur Zielstelle.	YES
G499-L0288	G498-M172	@ACTION+AL	R	R+AL	HERBAL	G498-M152	K	K+AL	1	1	f55v	G407-E0775	Gib den Pflanzenposten [wie zuvor] zu; zur Zielstelle.	Gib den Pflanzenposten [wie zuvor] zu; zur Zielstelle.	YES
G499-L0289	G498-M174	@ACTION+AL	R	R+AL	CELESTIAL	G498-M139	OK	OK+AL	5	2	f68r1|f71v|f72r	G407-E1049|G407-E1130|G407-E1201|G407-E1255|G407-E1278	Setze den Positionsposten [wie zuvor]; zur Zielposition.	Setze den Positionsposten [wie zuvor]; zur Zielposition. || Setze den Positionswert [wie zuvor]; zur Zielposition.	YES
G499-L0290	G498-M174	@ACTION+AL	R	R+AL	CELESTIAL	G498-M144	CH	CH+AL	2	2	f71v|f72r	G407-E1096|G407-E1215	Nimm auf; zur Zielposition.	Nimm auf; zur Zielposition. || Nimm den Positionswert [wie zuvor] auf; zur Zielposition.	YES
G499-L0291	G498-M174	@ACTION+AL	R	R+AL	CELESTIAL	G498-M154	K	K+AL	1	1	f71v	G407-E1136	Ordne den Positionsposten [wie zuvor] zu; zur Zielposition.	Ordne den Positionsposten [wie zuvor] zu; zur Zielposition.	YES
G499-L0292	G498-M174	@ACTION+AL	R	R+AL	CELESTIAL	G498-M159	S	S+AL	2	1	f67r2|f72r	G407-E0990|G407-E1169	Wähle den Positionswert [wie zuvor]; zur Zielposition.	Wähle den Positionswert [wie zuvor]; zur Zielposition.	YES
G499-L0293	G498-M174	@ACTION+AL	R	R+AL	CELESTIAL	G498-M164	CHD	CHD+AL	1	1	f72r	G407-E1144	Bearbeite den Positionsposten [wie zuvor]; zur Zielposition.	Bearbeite den Positionsposten [wie zuvor]; zur Zielposition.	YES
G499-L0294	G498-M174	@ACTION+AL	R	R+AL	CELESTIAL	G498-M169	T	T+AL	1	1	f71v	G407-E1108	Stelle den Positionsposten [wie zuvor] ein; zur Zielposition.	Stelle den Positionsposten [wie zuvor] ein; zur Zielposition.	YES
