event_id	case_id	page	record	statement_id	invariant_command_de	selected_card_no	surface_writer_layer	local_exception_needed	predicted_surface	observed_surface	exact_roundtrip
E341	C4	f83r	B4	B4-S011	ANSETZEN · PORTION	PROC080	TWO_STAGE_BODY_WRAPPER_RULE	NO	okain	okain	YES
E342	C4	f83r	B4	B4-S011	UMSETZEN · ARBEITSPOSTEN	PROC042	TWO_STAGE_BODY_WRAPPER_RULE	NO	chdy	chdy	YES
E343	C4	f83r	B4	B4-S011	FORTSETZEN	PROC013	TWO_STAGE_BODY_WRAPPER_RULE	NO	sol	sol	YES
E344	C4	f83r	B4	B4-S011	WEITERLEITEN · ZUDOSIEREN · KURZ; SCHLUSS	PROC159	SEMANTIC_CARD_OR_DESK_RULE	NO	lkedy	lkedy	YES
E345	C4	f83r	B4	B4-S012	WEITERLEITEN · UMSETZEN; SCHLUSS	PROC120	SEMANTIC_CARD_OR_DESK_RULE	NO	lchedy	lchedy	YES
E346	C4	f83r	B4	B4-S013	ANSETZEN · FORTSETZEN	PROC160	SEMANTIC_CARD_OR_DESK_RULE	NO	qokol	qokol	YES
E347	C4	f83r	B4	B4-S013	ABSETZEN; SCHLUSS	PROC078	TWO_STAGE_BODY_WRAPPER_RULE	NO	shedy	shedy	YES
E348	C4	f83r	B4	B4-S014	ANSATZ	PROC016	TWO_STAGE_BODY_WRAPPER_RULE	NO	or	or	YES
E349	C4	f83r	B4	B4-S014	ARBEITSPOSTEN	PROC019	TWO_STAGE_BODY_WRAPPER_RULE	NO	chey	chey	YES
E350	C4	f83r	B4	B4-S014	ARBEITSGANG · DURCHLASSKANAL · KURZ · ARBEITSPOSTEN	PROC161	SEMANTIC_CARD_OR_DESK_RULE	NO	qockhey	qockhey	YES
E351	C4	f83r	B4	B4-S014	FLUESSIGKEITSLAUF · ARBEITSPOSTEN; SCHLUSS	PROC162	SEMANTIC_CARD_OR_DESK_RULE	NO	dairydy	dairydy	YES
E352	C4	f83r	B4	B4-S015	ANSETZEN · PORTION	PROC080	TWENTY_ONE_LOCAL_EXCEPTION_DECK	YES	qokain	qokain	YES
E353	C4	f83r	B4	B4-S015	HALTEN · LANG · ARBEITSPOSTEN	PROC031	SEMANTIC_CARD_OR_DESK_RULE	NO	shey	shey	YES
E354	C4	f83r	B4	B4-S015	ZUDOSIEREN · PORTION	PROC069	TWO_STAGE_BODY_WRAPPER_RULE	NO	kain	kain	YES
E355	C4	f83r	B4	B4-S015	ABNEHMEN · DURCHLASSKANAL · ZIELSTELLE	PROC163	SEMANTIC_CARD_OR_DESK_RULE	NO	chckhal	chckhal	YES
E356	C4	f83r	B4	B4-S015	AUFFANGEN · KURZ · ARBEITSPOSTEN	PROC164	SEMANTIC_CARD_OR_DESK_RULE	NO	solkey	solkey	YES
E357	C4	f83r	B4	B4-S015	WEITERLEITEN · UMSETZEN; SCHLUSS	PROC120	SEMANTIC_CARD_OR_DESK_RULE	NO	lchedy	lchedy	YES
E358	C4	f83r	B4	B4-S016	FORTSETZEN · ZUDOSIEREN · PORTION	PROC070	TWO_STAGE_BODY_WRAPPER_RULE	NO	qolkain	qolkain	YES
E359	C4	f83r	B4	B4-S016	ZIELSTELLE	PROC055	TWO_STAGE_BODY_WRAPPER_RULE	NO	dal	dal	YES
E360	C4	f83r	B4	B4-S016	ZUDOSIEREN · VORRAT	PROC165	SEMANTIC_CARD_OR_DESK_RULE	NO	skar	skar	YES
E361	C4	f83r	B4	B4-S016	ABSETZEN; SCHLUSS	PROC078	TWO_STAGE_BODY_WRAPPER_RULE	NO	shedy	shedy	YES
E362	C5	f83r	B5	B5-S001	DANACH · UMSETZEN; SCHLUSS	PROC166	SEMANTIC_CARD_OR_DESK_RULE	NO	otchdy	otchdy	YES
E363	C5	f83r	B5	B5-S002	ANSETZEN · UMSETZEN; SCHLUSS	PROC082	SEMANTIC_CARD_OR_DESK_RULE	NO	qokchdy	qokchdy	YES
E364	C5	f83r	B5	B5-S003	ABSETZEN · ZIELSTELLE	PROC142	SEMANTIC_CARD_OR_DESK_RULE	NO	shedal	shedal	YES
E365	C5	f83r	B5	B5-S003	ZIELSTELLE	PROC055	TWO_STAGE_BODY_WRAPPER_RULE	NO	dal	dal	YES
E366	C5	f83r	B5	B5-S003	FORTSETZEN	PROC013	TWENTY_ONE_LOCAL_EXCEPTION_DECK	YES	cheol	cheol	YES
E367	C5	f83r	B5	B5-S003	WEITERLEITEN · FORTSETZEN	PROC167	SEMANTIC_CARD_OR_DESK_RULE	NO	lol	lol	YES
E368	C5	f83r	B5	B5-S003	UMSETZEN · ZIELSTELLE	PROC168	SEMANTIC_CARD_OR_DESK_RULE	NO	chdal	chdal	YES
E369	C5	f83r	B5	B5-S003	SOLLMASS	PROC009	TWO_STAGE_BODY_WRAPPER_RULE	NO	aiin	aiin	YES
E370	C5	f83r	B5	B5-S003	FORTSETZEN	PROC013	TWO_STAGE_BODY_WRAPPER_RULE	NO	sol	sol	YES
E371	C5	f83r	B5	B5-S003	ZWEITMARKER · ARBEITSSTUFE	PROC169	SEMANTIC_CARD_OR_DESK_RULE	NO	daiiin	daiiin	YES
E372	C5	f83r	B5	B5-S003	UMSETZEN · ARBEITSPOSTEN	PROC042	TWO_STAGE_BODY_WRAPPER_RULE	NO	chedy	chedy	YES
