page	locus	section	changed_surfaces	newly_known_positions	meaning_revisions	complete_before	complete_after	strict_complete_after	zl3b_line	old_translation_de	new_translation_de
f66r	f66r.54	T	okedy	1	0	0	0	0	qokeeody qokeody qokeody qokar sheky qokeeody okedy kodary	[qokeeody:?] | [qokeody:?] | [qokeody:?] | heiße Portion | [sheky:?] | [qokeeody:?] | [okedy:?] | [kodary:?]	[qokeeody:?] | [qokeody:?] | [qokeody:?] | heiße Portion | [sheky:?] | [qokeeody:?] | heißer Ansatz in der Mitte des Grades, abgeschlossen | [kodary:?]
f66r	f66r.55	T	qokeey	1	0	0	0	0	ykeeody choekeey okeody chekeody qokeey dyky chctho rotaiin	[ykeeody:?] | [choekeey:?] | [okeody:?] | [chekeody:?] | [qokeey:?] | [dyky:?] | [chctho:?] | [rotaiin:?]	[ykeeody:?] | [choekeey:?] | [okeody:?] | [chekeody:?] | heiß am Ende des Grades | [dyky:?] | [chctho:?] | [rotaiin:?]
f66r	f66r.57	T	qokshy	1	0	0	0	0	tocpheey dol kchody qokeody qokshy qopaiin dairykodas okyd	[tocpheey:?] | Materialmaß | [kchody:?] | [qokeody:?] | [qokshy:?] | [qopaiin:?] | [dairykodas:?] | [okyd:?]	[tocpheey:?] | Materialmaß | [kchody:?] | [qokeody:?] | heiß und feucht am Anfang des Grades | [qopaiin:?] | [dairykodas:?] | [okyd:?]
f66r	f66r.58	T	qoky|okeey|shdy	1	2	0	0	0	dsholdaiir dalky shky qoky shekair choty dar okeey shdy ykol	[dsholdaiir:?] | [dalky:?] | [shky:?] | heiße Grundform | [shekair:?] | [choty:?] | [dar:?] | heißer Ansatz, Bindungsstufe II | [shdy:?] | [ykol:?]	[dsholdaiir:?] | [dalky:?] | [shky:?] | heiß am Anfang des Grades | [shekair:?] | [choty:?] | [dar:?] | heißer Ansatz am Ende des Grades | feucht am Anfang des Grades, abgeschlossen | [ykol:?]
f66r	f66r.59	T	chy	0	1	0	0	0	qo cheky shcthy dalalshedy cheta r sheod shokaiir chy dard	[qo:?] | [cheky:?] | feuchte CTH-Materialform; im Herbal feuchtes Blatt-/Krautgut | [dalalshedy:?] | [cheta:?] | [r:?] | [sheod:?] | [shokaiir:?] | trocken, Grundform | [dard:?]	[qo:?] | [cheky:?] | feuchte CTH-Materialform; im Herbal feuchtes Blatt-/Krautgut | [dalalshedy:?] | [cheta:?] | [r:?] | [sheod:?] | [shokaiir:?] | trocken am Anfang des Grades | [dard:?]
f66r	f66r.60	T	qokchedy|qoty	1	1	0	0	0	shor sheodal sholdy qokchedy qopchy qoty chedaiir chees kardy	Blüten-/Fruchtstand; reproduktiver Teil | [sheodal:?] | [sholdy:?] | [qokchedy:?] | [qopchy:?] | kalt, Grundform | [chedaiir:?] | [chees:?] | [kardy:?]	Blüten-/Fruchtstand; reproduktiver Teil | [sheodal:?] | [sholdy:?] | heiß und trocken in der Mitte des Grades, abgeschlossen | [qopchy:?] | kalt am Anfang des Grades | [chedaiir:?] | [chees:?] | [kardy:?]
f66r	f66r.61	T	qokchey|shedy|chedy|okedy	3	1	0	0	0	qokchey qokaiir cheky daly daiin dal shedy chedy lkar ol okedy	[qokchey:?] | [qokaiir:?] | [cheky:?] | [daly:?] | Grad-/Maßwert III | [dal:?] | [shedy:?] | getrockneter Zustand | [lkar:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [okedy:?]	heiß und trocken in der Mitte des Grades | [qokaiir:?] | [cheky:?] | [daly:?] | Grad-/Maßwert III | [dal:?] | feucht in der Mitte des Grades, abgeschlossen | trocken in der Mitte des Grades, abgeschlossen | [lkar:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | heißer Ansatz in der Mitte des Grades, abgeschlossen
f66r	f66r.63	T	chedy	0	1	0	0	0	pchof sholfordaiin qotar otalor fchedyr chedy dar odair ofaram	[pchof:?] | [sholfordaiin:?] | [qotar:?] | [otalor:?] | [fchedyr:?] | getrockneter Zustand | [dar:?] | [odair:?] | [ofaram:?]	[pchof:?] | [sholfordaiin:?] | [qotar:?] | [otalor:?] | [fchedyr:?] | trocken in der Mitte des Grades, abgeschlossen | [dar:?] | [odair:?] | [ofaram:?]
f66r	f66r.65	T	shedy|shedy	2	0	0	0	0	dor shedy okar shedy kcheody chxar daly fchdar cheor aly ry	[dor:?] | [shedy:?] | [okar:?] | [shedy:?] | [kcheody:?] | [chxar:?] | [daly:?] | [fchdar:?] | trockener Drogenteil | [aly:?] | rohe Wurzel	[dor:?] | feucht in der Mitte des Grades, abgeschlossen | [okar:?] | feucht in der Mitte des Grades, abgeschlossen | [kcheody:?] | [chxar:?] | [daly:?] | [fchdar:?] | trockener Drogenteil | [aly:?] | rohe Wurzel
f66r	f66r.66	T	shedy	1	0	0	0	0	shor shckheody dal shedy qokor al shes	Blüten-/Fruchtstand; reproduktiver Teil | [shckheody:?] | [dal:?] | [shedy:?] | [qokor:?] | [al:?] | [shes:?]	Blüten-/Fruchtstand; reproduktiver Teil | [shckheody:?] | [dal:?] | feucht in der Mitte des Grades, abgeschlossen | [qokor:?] | [al:?] | [shes:?]
f66r	f66r.67	T	shedy|shedy	2	0	0	0	0	psheody cfhol shofol okeody qokaldy ytarody shedy shedy dair	[psheody:?] | [cfhol:?] | [shofol:?] | [okeody:?] | [qokaldy:?] | [ytarody:?] | [shedy:?] | [shedy:?] | [dair:?]	[psheody:?] | [cfhol:?] | [shofol:?] | [okeody:?] | [qokaldy:?] | [ytarody:?] | feucht in der Mitte des Grades, abgeschlossen | feucht in der Mitte des Grades, abgeschlossen | [dair:?]
f66r	f66r.69	T	oky|qoky	0	2	0	0	0	tosheo qokaldy oky ol kcheeky qoky dary okees oly	[tosheo:?] | [qokaldy:?] | heißer Ansatz, Grundform | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [kcheeky:?] | heiße Grundform | [dary:?] | [okees:?] | [oly:?]	[tosheo:?] | [qokaldy:?] | heißer Ansatz am Anfang des Grades | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [kcheeky:?] | heiß am Anfang des Grades | [dary:?] | [okees:?] | [oly:?]
f66r	f66r.70	T	chdy|shedy|chdy|kedy	4	0	0	0	0	todeeey keody chdy keody shedy shekeefy chdy sheol shol kedy daly	[todeeey:?] | [keody:?] | [chdy:?] | [keody:?] | [shedy:?] | [shekeefy:?] | [chdy:?] | feuchtes Material | feucht; nominal feuchtes Gut/Material | [kedy:?] | [daly:?]	[todeeey:?] | [keody:?] | trocken am Anfang des Grades, abgeschlossen | [keody:?] | feucht in der Mitte des Grades, abgeschlossen | [shekeefy:?] | trocken am Anfang des Grades, abgeschlossen | feuchtes Material | feucht; nominal feuchtes Gut/Material | heiß in der Mitte des Grades, abgeschlossen | [daly:?]
f66r	f66r.72	T	oteedy|chey	2	0	0	0	0	sshedy oteedy ykeeody sheocthy ol ld lshedy chokeey chekey chey	eingeweichte Samen/Saat | [oteedy:?] | [ykeeody:?] | attributiv feuchte CTH-Drogenzubereitung | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [ld:?] | eingeweichtes Drogenholz | [chokeey:?] | [chekey:?] | [chey:?]	eingeweichte Samen/Saat | kalter Ansatz am Ende des Grades, abgeschlossen | [ykeeody:?] | attributiv feuchte CTH-Drogenzubereitung | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [ld:?] | eingeweichtes Drogenholz | [chokeey:?] | [chekey:?] | trocken in der Mitte des Grades
f66r	f66r.73	T	qoky|shey	0	2	0	0	0	ysheeod qoteeod qotol qoky chckhedy shey dcheol cheky cheo dor	[ysheeod:?] | [qoteeod:?] | kaltes Material | heiße Grundform | [chckhedy:?] | feucht, attributiv gebunden | [dcheol:?] | [cheky:?] | trocken angesetzte Zubereitung | [dor:?]	[ysheeod:?] | [qoteeod:?] | kaltes Material | heiß am Anfang des Grades | [chckhedy:?] | feucht in der Mitte des Grades | [dcheol:?] | [cheky:?] | trocken angesetzte Zubereitung | [dor:?]
f66r	f66r.74	T	shedy|otchedy|qoky	2	1	0	0	0	ydaiin shedy otchedy oteochey tolchedy lsheody qoky daiin otam	[ydaiin:?] | [shedy:?] | [otchedy:?] | [oteochey:?] | [tolchedy:?] | [lsheody:?] | heiße Grundform | Grad-/Maßwert III | [otam:?]	[ydaiin:?] | feucht in der Mitte des Grades, abgeschlossen | kalt-trockener Ansatz in der Mitte des Grades, abgeschlossen | [oteochey:?] | [tolchedy:?] | [lsheody:?] | heiß am Anfang des Grades | Grad-/Maßwert III | [otam:?]
f66r	f66r.75	T	otey	1	0	0	0	0	tcheo sheor oteody lpchees ol ar alkey otey ltsholy shecthy r ol	[tcheo:?] | [sheor:?] | [oteody:?] | [lpchees:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [ar:?] | [alkey:?] | [otey:?] | [ltsholy:?] | feuchtes CTH-Drogenmaterial; im Herbal feuchtes Blatt-/Krautgut | [r:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	[tcheo:?] | [sheor:?] | [oteody:?] | [lpchees:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [ar:?] | [alkey:?] | kalter Ansatz in der Mitte des Grades | [ltsholy:?] | feuchtes CTH-Drogenmaterial; im Herbal feuchtes Blatt-/Krautgut | [r:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz
f66r	f66r.76	T	qokedy|otchdy	2	0	0	0	0	daiin sheol qocthedy qokedy lchey qokaly shcthy qotal otchdy	Grad-/Maßwert III | feuchtes Material | [qocthedy:?] | [qokedy:?] | Drogenholz, trocken gebunden, Form I | [qokaly:?] | feuchte CTH-Materialform; im Herbal feuchtes Blatt-/Krautgut | [qotal:?] | [otchdy:?]	Grad-/Maßwert III | feuchtes Material | [qocthedy:?] | heiß in der Mitte des Grades, abgeschlossen | Drogenholz, trocken gebunden, Form I | [qokaly:?] | feuchte CTH-Materialform; im Herbal feuchtes Blatt-/Krautgut | [qotal:?] | kalt-trockener Ansatz am Anfang des Grades, abgeschlossen
f66r	f66r.77	T	qokey|qoky	1	1	0	0	0	qokey ar olkeol qokal cheoky ykchdy chody sheody qoky ldy	[qokey:?] | [ar:?] | [olkeol:?] | heiße Substanz | [cheoky:?] | [ykchdy:?] | [chody:?] | [sheody:?] | heiße Grundform | [ldy:?]	heiß in der Mitte des Grades | [ar:?] | [olkeol:?] | heiße Substanz | [cheoky:?] | [ykchdy:?] | [chody:?] | [sheody:?] | heiß am Anfang des Grades | [ldy:?]
f66r	f66r.78	T	cheedy	1	0	0	0	0	dor aiin sheeol lshedy lchedy cheedy shekol dalol lodaiin	[dor:?] | Menge III | [sheeol:?] | eingeweichtes Drogenholz | getrocknetes Drogenholz | [cheedy:?] | [shekol:?] | [dalol:?] | Drogenholzzubereitung, Dosis III	[dor:?] | Menge III | [sheeol:?] | eingeweichtes Drogenholz | getrocknetes Drogenholz | trocken am Ende des Grades, abgeschlossen | [shekol:?] | [dalol:?] | Drogenholzzubereitung, Dosis III
f66r	f66r.79	T	oteey|qotchedy	2	0	0	0	0	sheol oteey ldaiin okalchedy pchedy kody qotchedy cphedy	feuchtes Material | [oteey:?] | [ldaiin:?] | [okalchedy:?] | getrocknetes Pulver | [kody:?] | [qotchedy:?] | [cphedy:?]	feuchtes Material | kalter Ansatz am Ende des Grades | [ldaiin:?] | [okalchedy:?] | getrocknetes Pulver | [kody:?] | kalt und trocken in der Mitte des Grades, abgeschlossen | [cphedy:?]
f66r	f66r.80	T	shey|sheedy	1	1	0	0	0	daiin shey qoteoly raiin sheedy shcthy lkeol qokol dkar	Grad-/Maßwert III | feucht, attributiv gebunden | [qoteoly:?] | Wurzel, Typ/Charge III | [sheedy:?] | feuchte CTH-Materialform; im Herbal feuchtes Blatt-/Krautgut | [lkeol:?] | [qokol:?] | [dkar:?]	Grad-/Maßwert III | feucht in der Mitte des Grades | [qoteoly:?] | Wurzel, Typ/Charge III | feucht am Ende des Grades, abgeschlossen | feuchte CTH-Materialform; im Herbal feuchtes Blatt-/Krautgut | [lkeol:?] | [qokol:?] | [dkar:?]
f66v	f66v.10	H	keedy	1	0	0	0	0	dshal keedy qok or okaiin dol kaldaiin otal dokal okag	[dshal:?] | [keedy:?] | [qok:?] | Teil-/Nominalträger; genaue Basisbedeutung offen | heiß, Grad III, im Ansatzrahmen | Materialmaß | [kaldaiin:?] | Ansatz aus kaltem Rohstoff, Form I | [dokal:?] | [okag:?]	[dshal:?] | heiß am Ende des Grades, abgeschlossen | [qok:?] | Teil-/Nominalträger; genaue Basisbedeutung offen | heiß, Grad III, im Ansatzrahmen | Materialmaß | [kaldaiin:?] | Ansatz aus kaltem Rohstoff, Form I | [dokal:?] | [okag:?]
f66v	f66v.11	H	chedy	0	1	0	0	0	yteeod aiin shekeod saiin ykofar otaiin otar chedy kar	[yteeod:?] | Menge III | [shekeod:?] | Samen/Saatgut, Typ/Charge III | [ykofar:?] | kalt im Zubereitungsrahmen, Grad III | [otar:?] | getrockneter Zustand | [kar:?]	[yteeod:?] | Menge III | [shekeod:?] | Samen/Saatgut, Typ/Charge III | [ykofar:?] | kalt im Zubereitungsrahmen, Grad III | [otar:?] | trocken in der Mitte des Grades, abgeschlossen | [kar:?]
f66v	f66v.12	H	okedy	1	0	0	0	0	qekar okedy cheky dal chekal chckhy kal kal dar chkchody	[qekar:?] | [okedy:?] | [cheky:?] | [dal:?] | [chekal:?] | [chckhy:?] | [kal:?] | [kal:?] | [dar:?] | [chkchody:?]	[qekar:?] | heißer Ansatz in der Mitte des Grades, abgeschlossen | [cheky:?] | [dal:?] | [chekal:?] | [chckhy:?] | [kal:?] | [kal:?] | [dar:?] | [chkchody:?]
f66v	f66v.13	H	shey|okchdy|oty	1	2	0	0	0	ydees shey daiin dalkal ykedaiin shedar okchdy oty	[ydees:?] | feucht, attributiv gebunden | Grad-/Maßwert III | [dalkal:?] | [ykedaiin:?] | [shedar:?] | [okchdy:?] | kalter Ansatz, Grundform	[ydees:?] | feucht in der Mitte des Grades | Grad-/Maßwert III | [dalkal:?] | [ykedaiin:?] | [shedar:?] | heiß-trockener Ansatz am Anfang des Grades, abgeschlossen | kalter Ansatz am Anfang des Grades
f66v	f66v.2	H	tchedy|okshedy|okeedy	3	0	0	0	0	teodal tchedy dshey okshedy okeedy dcheeky daldy qotal sy	[teodal:?] | [tchedy:?] | [dshey:?] | [okshedy:?] | [okeedy:?] | [dcheeky:?] | [daldy:?] | [qotal:?] | Saatgut in Grundform	[teodal:?] | kalt und trocken in der Mitte des Grades, abgeschlossen | [dshey:?] | heiß-feuchter Ansatz in der Mitte des Grades, abgeschlossen | heißer Ansatz am Ende des Grades, abgeschlossen | [dcheeky:?] | [daldy:?] | [qotal:?] | Saatgut in Grundform
f66v	f66v.5	H	shdy|qokedy	2	0	0	0	0	shdy shedefam qokedy chokal dal	[shdy:?] | [shedefam:?] | [qokedy:?] | [chokal:?] | [dal:?]	feucht am Anfang des Grades, abgeschlossen | [shedefam:?] | heiß in der Mitte des Grades, abgeschlossen | [chokal:?] | [dal:?]
f66v	f66v.7	H	qotchdy	1	0	0	0	0	qokeos sheody chekeos chody kotody qotchdy chckhd ytchdy	[qokeos:?] | [sheody:?] | [chekeos:?] | [chody:?] | [kotody:?] | [qotchdy:?] | [chckhd:?] | [ytchdy:?]	[qokeos:?] | [sheody:?] | [chekeos:?] | [chody:?] | [kotody:?] | kalt und trocken am Anfang des Grades, abgeschlossen | [chckhd:?] | [ytchdy:?]
f66v	f66v.8	H	qokchdy|keedy	2	0	0	0	0	dchekeedy cheody qokchdy qokol keedy cheky chety kody	[dchekeedy:?] | getrockneter Ansatz | [qokchdy:?] | [qokol:?] | [keedy:?] | [cheky:?] | trocken-kalte gebundene Form | [kody:?]	[dchekeedy:?] | getrockneter Ansatz | heiß und trocken am Anfang des Grades, abgeschlossen | [qokol:?] | heiß am Ende des Grades, abgeschlossen | [cheky:?] | trocken-kalte gebundene Form | [kody:?]
f66v	f66v.9	H	sheey|kchy	1	1	0	0	0	pody sheody chpadar sheey fchdly cheoseesey kchy qofchal	Pulver, fertig aufbereitet | [sheody:?] | [chpadar:?] | feucht, Bindungsstufe II | [fchdly:?] | [cheoseesey:?] | [kchy:?] | [qofchal:?]	Pulver, fertig aufbereitet | [sheody:?] | [chpadar:?] | feucht am Ende des Grades | [fchdly:?] | [cheoseesey:?] | heiß und trocken am Anfang des Grades | [qofchal:?]
f6r	f6r.10	H	chy	0	1	0	0	0	tchor ctheod chy shor od she od	[tchor:?] | [ctheod:?] | trocken, Grundform | Blüten-/Fruchtstand; reproduktiver Teil | [od:?] | feucht, attributiv gebunden | [od:?]	[tchor:?] | [ctheod:?] | trocken am Anfang des Grades | Blüten-/Fruchtstand; reproduktiver Teil | [od:?] | feucht, attributiv gebunden | [od:?]
f6r	f6r.4	H	chy	0	1	0	0	0	dar cho s sheor choy otcham yaiir chy	[dar:?] | [cho:?] | [s:?] | [sheor:?] | [choy:?] | [otcham:?] | [yaiir:?] | trocken, Grundform	[dar:?] | [cho:?] | [s:?] | [sheor:?] | [choy:?] | [otcham:?] | [yaiir:?] | trocken am Anfang des Grades
f6v	f6v.1	H	otchy	1	0	0	0	0	koary sar cheekar qoor shor chapchy s chear char otchy	[koary:?] | Samenfraktion I | [cheekar:?] | [qoor:?] | Blüten-/Fruchtstand; reproduktiver Teil | [chapchy:?] | [s:?] | trockene Fraktion I | [char:?] | [otchy:?]	[koary:?] | Samenfraktion I | [cheekar:?] | [qoor:?] | Blüten-/Fruchtstand; reproduktiver Teil | [chapchy:?] | [s:?] | trockene Fraktion I | [char:?] | kalt-trockener Ansatz am Anfang des Grades
f6v	f6v.10	H	kchdy	1	0	0	0	0	qokchod ychear kchdy	[qokchod:?] | [ychear:?] | [kchdy:?]	[qokchod:?] | [ychear:?] | heiß und trocken am Anfang des Grades, abgeschlossen
f6v	f6v.12	H	shy	0	1	0	0	0	ytchos shy qokam cthy	[ytchos:?] | feucht, Grundform | [qokam:?] | CTH-Drogenmaterial	[ytchos:?] | feucht am Anfang des Grades | [qokam:?] | CTH-Drogenmaterial
f6v	f6v.15	H	chy	0	1	0	0	0	chockhy s or chy s ain ar	[chockhy:?] | [s:?] | Teil-/Nominalträger; genaue Basisbedeutung offen | trocken, Grundform | [s:?] | Menge-/Klassenwert II | [ar:?]	[chockhy:?] | [s:?] | Teil-/Nominalträger; genaue Basisbedeutung offen | trocken am Anfang des Grades | [s:?] | Menge-/Klassenwert II | [ar:?]
f6v	f6v.19	H	chy	0	1	0	0	0	ocholy kchos chy dor	[ocholy:?] | [kchos:?] | trocken, Grundform | [dor:?]	[ocholy:?] | [kchos:?] | trocken am Anfang des Grades | [dor:?]
f6v	f6v.2	H	kchey	1	0	0	0	0	oees chor chckhy qoekchar cheas odaiiin kchey chor chaiin	[oees:?] | Pflanzen-/Reproduktionsteil | [chckhy:?] | [qoekchar:?] | [cheas:?] | [odaiiin:?] | [kchey:?] | Pflanzen-/Reproduktionsteil | trocken, Grad III	[oees:?] | Pflanzen-/Reproduktionsteil | [chckhy:?] | [qoekchar:?] | [cheas:?] | [odaiiin:?] | heiß und trocken in der Mitte des Grades | Pflanzen-/Reproduktionsteil | trocken, Grad III
f6v	f6v.5	H	oty	0	1	0	0	0	dair chodam dam okor oty doldom	[dair:?] | [chodam:?] | [dam:?] | [okor:?] | kalter Ansatz, Grundform | [doldom:?]	[dair:?] | [chodam:?] | [dam:?] | [okor:?] | kalter Ansatz am Anfang des Grades | [doldom:?]
f6v	f6v.8	H	okchey	1	0	0	0	0	ychor chor okchey qokom	[ychor:?] | Pflanzen-/Reproduktionsteil | [okchey:?] | [qokom:?]	[ychor:?] | Pflanzen-/Reproduktionsteil | heiß-trockener Ansatz in der Mitte des Grades | [qokom:?]
f75r	f75r.1	B	okeey|chedy|shedy	1	2	0	0	0	kchedykary okeey qokar shyk chedy qotar shedy	[kchedykary:?] | heißer Ansatz, Bindungsstufe II | heiße Portion | [shyk:?] | getrockneter Zustand | [qotar:?] | [shedy:?]	[kchedykary:?] | heißer Ansatz am Ende des Grades | heiße Portion | [shyk:?] | trocken in der Mitte des Grades, abgeschlossen | [qotar:?] | feucht in der Mitte des Grades, abgeschlossen
f75r	f75r.10	B	chdy|shey|otey|tedy	3	1	0	0	0	dshor qotar chdy shey qokain chckhy dy otey tedy lchedy	[dshor:?] | [qotar:?] | [chdy:?] | feucht, attributiv gebunden | heiß, Grad II | [chckhy:?] | [dy:?] | [otey:?] | [tedy:?] | getrocknetes Drogenholz	[dshor:?] | [qotar:?] | trocken am Anfang des Grades, abgeschlossen | feucht in der Mitte des Grades | heiß, Grad II | [chckhy:?] | [dy:?] | kalter Ansatz in der Mitte des Grades | kalt in der Mitte des Grades, abgeschlossen | getrocknetes Drogenholz
f75r	f75r.11	B	qokeedy|qokeedy|shedy	1	2	0	0	0	qokeedy qokair oly qokeedy dy qokal okar shedy dor chekam	heißer Zustand, Bindungsstufe II | [qokair:?] | [oly:?] | heißer Zustand, Bindungsstufe II | [dy:?] | heiße Substanz | [okar:?] | [shedy:?] | [dor:?] | [chekam:?]	heiß am Ende des Grades, abgeschlossen | [qokair:?] | [oly:?] | heiß am Ende des Grades, abgeschlossen | [dy:?] | heiße Substanz | [okar:?] | feucht in der Mitte des Grades, abgeschlossen | [dor:?] | [chekam:?]
f75r	f75r.12	B	shey|cheey|shey|qoky	1	3	0	0	0	ssheckhy qokal oly shey r ol cheey shey dy olshedy qoky	[ssheckhy:?] | heiße Substanz | [oly:?] | feucht, attributiv gebunden | [r:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [cheey:?] | feucht, attributiv gebunden | [dy:?] | [olshedy:?] | heiße Grundform	[ssheckhy:?] | heiße Substanz | [oly:?] | feucht in der Mitte des Grades | [r:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | trocken am Ende des Grades | feucht in der Mitte des Grades | [dy:?] | [olshedy:?] | heiß am Anfang des Grades
f75r	f75r.13	B	keedy|qokedy|qokedy|qokedy|qokedy	5	0	0	0	0	pchedy keedy qokedy qokedy qokedy qokedy qokain olshedy	getrocknetes Pulver | [keedy:?] | [qokedy:?] | [qokedy:?] | [qokedy:?] | [qokedy:?] | heiß, Grad II | [olshedy:?]	getrocknetes Pulver | heiß am Ende des Grades, abgeschlossen | heiß in der Mitte des Grades, abgeschlossen | heiß in der Mitte des Grades, abgeschlossen | heiß in der Mitte des Grades, abgeschlossen | heiß in der Mitte des Grades, abgeschlossen | heiß, Grad II | [olshedy:?]
f75r	f75r.15	B	chedy|shedy|okchdy|qoky	2	2	0	0	0	sain qokain qolkeeoly saiin chedy sol or shedy okchdy qoky	[sain:?] | heiß, Grad II | [qolkeeoly:?] | Samen/Saatgut, Typ/Charge III | getrockneter Zustand | Samenmaterial/Saatgut | Teil-/Nominalträger; genaue Basisbedeutung offen | [shedy:?] | [okchdy:?] | heiße Grundform	[sain:?] | heiß, Grad II | [qolkeeoly:?] | Samen/Saatgut, Typ/Charge III | trocken in der Mitte des Grades, abgeschlossen | Samenmaterial/Saatgut | Teil-/Nominalträger; genaue Basisbedeutung offen | feucht in der Mitte des Grades, abgeschlossen | heiß-trockener Ansatz am Anfang des Grades, abgeschlossen | heiß am Anfang des Grades
f75r	f75r.16	B	sheedy|chy|okshedy|chedy	2	2	0	0	0	dshedy qokar sheedy lch shokain chy okshedy qokain chedy	[dshedy:?] | heiße Portion | [sheedy:?] | [lch:?] | [shokain:?] | trocken, Grundform | [okshedy:?] | heiß, Grad II | getrockneter Zustand	[dshedy:?] | heiße Portion | feucht am Ende des Grades, abgeschlossen | [lch:?] | [shokain:?] | trocken am Anfang des Grades | heiß-feuchter Ansatz in der Mitte des Grades, abgeschlossen | heiß, Grad II | trocken in der Mitte des Grades, abgeschlossen
f75r	f75r.17	B	shy|shedy	1	1	0	0	0	pchedar shepchy lshedary dal shal shy kol shedy qokam	[pchedar:?] | [shepchy:?] | [lshedary:?] | [dal:?] | [shal:?] | feucht, Grundform | heiß; nominal heißes Gut/Material | [shedy:?] | [qokam:?]	[pchedar:?] | [shepchy:?] | [lshedary:?] | [dal:?] | [shal:?] | feucht am Anfang des Grades | heiß; nominal heißes Gut/Material | feucht in der Mitte des Grades, abgeschlossen | [qokam:?]
f75r	f75r.18	B	sheedy|shedy	2	0	0	0	0	sol sheedy qol shedy qol otain char sar oly	Samenmaterial/Saatgut | [sheedy:?] | [qol:?] | [shedy:?] | [qol:?] | kalt im Zubereitungsrahmen, Grad II | [char:?] | Samenfraktion I | [oly:?]	Samenmaterial/Saatgut | feucht am Ende des Grades, abgeschlossen | [qol:?] | feucht in der Mitte des Grades, abgeschlossen | [qol:?] | kalt im Zubereitungsrahmen, Grad II | [char:?] | Samenfraktion I | [oly:?]
f75r	f75r.19	B	qokshedy|shey|qoky|shey	1	3	0	0	0	qokshedy qol shey qoky shey ey qokain ar	[qokshedy:?] | [qol:?] | feucht, attributiv gebunden | heiße Grundform | feucht, attributiv gebunden | [ey:?] | heiß, Grad II | [ar:?]	heiß und feucht in der Mitte des Grades, abgeschlossen | [qol:?] | feucht in der Mitte des Grades | heiß am Anfang des Grades | feucht in der Mitte des Grades | [ey:?] | heiß, Grad II | [ar:?]
f75r	f75r.2	B	shey	0	1	0	0	0	dain shey ly ssheol qoldy chedykar chekeedy ror	Grad-/Maßwert II | feucht, attributiv gebunden | rohes Drogenholz | [ssheol:?] | [qoldy:?] | [chedykar:?] | [chekeedy:?] | Wurzelportion	Grad-/Maßwert II | feucht in der Mitte des Grades | rohes Drogenholz | [ssheol:?] | [qoldy:?] | [chedykar:?] | [chekeedy:?] | Wurzelportion
f75r	f75r.20	B	shey|chey|shey	1	2	0	0	0	ry shey qor chey lchey lo ydain shey qokain	rohe Wurzel | feucht, attributiv gebunden | [qor:?] | [chey:?] | Drogenholz, trocken gebunden, Form I | [lo:?] | [ydain:?] | feucht, attributiv gebunden | heiß, Grad II	rohe Wurzel | feucht in der Mitte des Grades | [qor:?] | trocken in der Mitte des Grades | Drogenholz, trocken gebunden, Form I | [lo:?] | [ydain:?] | feucht in der Mitte des Grades | heiß, Grad II
f75r	f75r.21	B	chey	1	0	0	0	0	oqokain chey qckhsy or ysheor ol lor am	[oqokain:?] | [chey:?] | [qckhsy:?] | Teil-/Nominalträger; genaue Basisbedeutung offen | [ysheor:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Holzportion | [am:?]	[oqokain:?] | trocken in der Mitte des Grades | [qckhsy:?] | Teil-/Nominalträger; genaue Basisbedeutung offen | [ysheor:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Holzportion | [am:?]
f75r	f75r.22	B	shey|chedy|shey|chedy	0	4	0	0	0	odar shey qokain chedy or shey kar chedy sar	[odar:?] | feucht, attributiv gebunden | heiß, Grad II | getrockneter Zustand | Teil-/Nominalträger; genaue Basisbedeutung offen | feucht, attributiv gebunden | [kar:?] | getrockneter Zustand | Samenfraktion I	[odar:?] | feucht in der Mitte des Grades | heiß, Grad II | trocken in der Mitte des Grades, abgeschlossen | Teil-/Nominalträger; genaue Basisbedeutung offen | feucht in der Mitte des Grades | [kar:?] | trocken in der Mitte des Grades, abgeschlossen | Samenfraktion I
