surface	working_meaning_de	source	strength	scope_state	priority
sshedy	eingeweichte Samen/Saat	V13:SCOPED_CONCRETE_HEAD_FORM	NEW_V12_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
sshey	eingeweichte Saat, Form I	V13:SCOPED_RESIDUAL_HEAD_FORM	NEW_V13_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
sy	Saatgut in Grundform	V13:SCOPED_RESIDUAL_HEAD_FORM	NEW_V13_ATTESTED_CONCRETE_DEFAULT	KNOWN_EXACT_WHOLE	90
taiiin	kalt, Grad IV	V13:QUALITY_DEGREE_SERIES	PRODUCTIVE_EXACT_SERIES	KNOWN_CONTEXT_LICENSED	70
taiin	kalt, Grad III	V13:QUALITY_DEGREE_SERIES	PRODUCTIVE_EXACT_SERIES	KNOWN_CONTEXT_LICENSED	70
tain	kalt, Grad II	V13:QUALITY_DEGREE_SERIES	PRODUCTIVE_EXACT_SERIES	KNOWN_CONTEXT_LICENSED	70
tan	kalt, Grad I	V13:QUALITY_DEGREE_SERIES	PRODUCTIVE_EXACT_SERIES	KNOWN_CONTEXT_LICENSED	70
tchcthy	kalt-trockenes cth-Blatt-/Krautgut	V13:NESTED_COLD_DRY_CTH_PART	NEW_LOW_SINGLETON_DEFAULT	KNOWN_CONTEXT_LICENSED	60
tchdy	kalt und trocken am Anfang des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
tchedy	kalt und trocken in der Mitte des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
tcheey	kalt und trocken am Ende des Grades	GDT646:ROUND_01	EXACT_ZL3B_WHOLE_DOWNSTREAM_COMPLETION	KNOWN_EXACT_WHOLE	125
tcheol	kalt-trockener Drogenstoff	GDT642:ROUND_03	EXACT_WHOLE_E_OL_OR_CARRIER	KNOWN_EXACT_WHOLE	123
tcheor	kalt-trockener Drogenteil	GDT641:ROUND_01	EXACT_WHOLE_SURFACE_TCH_COMPLETION	KNOWN_EXACT_WHOLE	122
tchey	kalt und trocken in der Mitte des Grades	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
tchy	kalt und trocken am Anfang des Grades	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
tedy	kalt in der Mitte des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
teedy	kalt am Ende des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
teey	kalt am Ende des Grades	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
tey	kalt in der Mitte des Grades	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
tol	kalt; nominal kaltes Gut/Material	V13:COLD_OL_FORM	NEW_PRIMARY_DEFAULT	KNOWN_CONTEXT_LICENSED	60
tshdy	kalt und feucht am Anfang des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
tshedy	kalt und feucht in der Mitte des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
tsheey	kalt und feucht am Ende des Grades	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
tshey	kalt und feucht in der Mitte des Grades	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
tshy	kalt und feucht am Anfang des Grades	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
ty	kalt am Anfang des Grades	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
ychair	zweiter trockener Anteil dieser Droge	GDT645:ROUND_03	EXACT_ZL3B_WHOLE_DOWNSTREAM_COMPLETION	KNOWN_EXACT_WHOLE	125
ytchor	kalt-trockene Portion dieser Droge	GDT644:ROUND_05	EXACT_ZL3B_WHOLE_DOWNSTREAM_COMPLETION	KNOWN_EXACT_WHOLE	125
