surface	page	locus	zl3b_line	it2a_line	rf1b_line	reader_support	new_meaning_de	decision
shedy	f82r	f82r.20	posalshy qokedy cphal shedy sheol keeedy lkaiin shedy qoly	posalshy qokedy cphal shedy sheol keeedy lkaiin shedy qoly	posalshy qoked cphal e y sheolkeee y lkaiin she y qoly	READER_VARIANT	feucht in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
shedy	f82v	f82v.17	or ain shedy qok char okai qokeedy rcheey qotedy chtedy rches aly	orain shedy qok char okai qokeedy rcheey qotedy chtedy rches aly	orain she y qok char okai qokeedy rcheey qotedy chte y rchesaly	READER_VARIANT	feucht in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
shedy	f82v	f82v.26	saiin shey qokol chol qol sheedy qokal shedy qokaiin	saiin shey qokol chol qol sheedy qokal shedy qokaiin	saiin shey qokol ch l qol eedy qokal edy qokaiin	READER_VARIANT	feucht in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
shedy	f82v	f82v.27	qokain sheal qolchedy qokaiir olkaiin shedy	qokain sheal qolchedy qokaiir olkaiin shedy	qokain sheal qolchedy qokaiir olkaiin e y	READER_VARIANT	feucht in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
shedy	f82v	f82v.30	pol olor chey qokain shedy qokaiin olchesy ol r aindar	pol olor chey qokain shedy qokain olchesy ol r aindar	pol lor chey qokain shed qokaiin olchesy ol r ain d r	READER_VARIANT	feucht in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
shedy	f82v	f82v.6	qokedy lshedy qotol dol shedy shedy dy darotedy chetedy lokam	qokedy lshedy qotol dol shedy shedy dy dar otedy chetedy lokam	qokedy lshedy qotol dol shedy shedydy dar otedy chetedy olkam	READER_VARIANT	feucht in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
shedy	f83r	f83r.1	tchedy lpchedy opedy chepol pchedar shedy qopchedy	tchedy lpchedy opcsedy chepol pchedar shedy qopchedy	tchedy lpche y opcdy chepol pche ar she y qopchedy	READER_VARIANT	feucht in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
shedy	f83r	f83r.19	sar shedaiin ockhey sain ched shedy qetal dal shedy shey lchedy	sor shedaiin ockhey sain ched shedy qetal dal shedy shey lchedy	sar she aiin ockhey sain ched she y qetal dal she y shey l chedy	READER_VARIANT	feucht in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
shedy	f83r	f83r.19	sar shedaiin ockhey sain ched shedy qetal dal shedy shey lchedy	sor shedaiin ockhey sain ched shedy qetal dal shedy shey lchedy	sar she aiin ockhey sain ched she y qetal dal she y shey l chedy	READER_VARIANT	feucht in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
shedy	f83r	f83r.26	otchey qokeey qoky tol shedy qokylddy	otchey qokeey qoky tol shedy qokylddy	otchey qokeey qoky tol she y qokylddy	READER_VARIANT	feucht in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
shedy	f83r	f83r.28	saiin cheeky sheey qokedy shedy oldy	saiin cheeky sheey qokedy shedy oldy	saiin cheeky sheey qokedy edy oldy	READER_VARIANT	feucht in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
shedy	f83r	f83r.5	deey qotaiin checkhy qoty cheg shedy qokeey rchedy qoteedy lo	dsheey qotaiin checkhy qoty cheg shedy qokeey rchedy qokeedy lo	deey qotaiin checkhy qoty cheg she y qokeey rchedy qokeedy lo	READER_VARIANT	feucht in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
shedy	f83v	f83v.2	dol shedy qokedy shedy qotedar checthedy qokedy qotal chey dar	dol shedy qokedy shedy qotedar checthedy qokedy qotal chey dar	dol shedy qokedy edy qotedar checthedy qokedy qotal chey dar	READER_VARIANT	feucht in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
shedy	f83v	f83v.21	qokeed qokaiin sheolkain sheol olkeedy l shedy	qokeed qokaiin sheolkain sheol olkeedy l shedy	qokeed qokaiin sheolkain sheol olkee y lshedy	READER_VARIANT	feucht in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
shedy	f83v	f83v.26	sal chear shey qokar shedy qokain ollchy	sal chear shey qokar shedy qokain ollchy	sol chear shey qokar e y qokain ollchy	READER_VARIANT	feucht in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
shedy	f83v	f83v.27	dsheol cheol shedy qokaiin cheeky lols	dsheol cheol shedy qokaiin cheeky lols	dsheol cheol edy qokaiin cheeky lols	READER_VARIANT	feucht in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
shedy	f83v	f83v.29	ol cheal shedy chey tal shedal dalshdy	ol cheal shedy chey tal shedal dalshdy	ol cheal e y chey tal shedal dalshdy	READER_VARIANT	feucht in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
shedy	f83v	f83v.3	qotain chcthy dal olkedy shedy qotaldy qokaiin dair shedy oteey	qotain chcthy dal olkedy shedy qotaldy qokaiin dair shedy oteey	qotain chcthy dal olkedy edy qot ldy qokaiin dair shedy oteey	READER_VARIANT	feucht in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
shedy	f83v	f83v.5	qokal shedy qotain chedy chedol daiin otaiin shedy qokeedy okaiin	qokal shedy qotain chedy chedol doiin otaiin shedy qokeedy okaiin	qokal edy qotain chedy chedol d iin otaiin shedy qokeedy okaiin	READER_VARIANT	feucht in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
shedy	f85r1	f85r1.1	pdsheody shdol shey otchdy dshedy soeeedy dchefoey sair shedy sodair shey	pdsheody shdol shey otchdy dshedy soeeedy dchefoey sair shedy sodair shey	pdsheody shdol shey otchdy dshedy soeeedy dchefoey sair she y sodair shey	READER_VARIANT	feucht in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
shedy	f85r2	f85r2.13	or shedy tedy sodaiiin chy	or shedy tedy sodaiiin chy	or edy tedy sodaiiin chy	READER_VARIANT	feucht in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
shedy	f85r2	f85r2.20	or aiin ckheda or ain olchey qokal shedy	ar aiin ckhedy or ain olchey qokal shedy	ar aiin ckhe y or ain olchey qokal edy	READER_VARIANT	feucht in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
shedy	f85r2	f85r2.21	qokeody qoekedy dody shedy qodaiin	qokeody qoekedy dody csedy qodaiin	qokeody qoekedy dody shedy qodaiin	READER_VARIANT	feucht in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
shedy	f85r2	f85r2.22	los ar shedy qokshey qosey or aiin og	los ar shedy qokshey qoseey or aiinog	los ar she y qokshey qose eey or aiin og	READER_VARIANT	feucht in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
shedy	f86v3	f86v3.24	dshedy qokeey qotee shedy qokaiin chdy otar otaiin ykaiin	dshedy qokeey qotchy shedy qokaiin chdy otor otaiin ykaiin	dshe y qokeey qotch she y qo aiin ch y otor ot aiin ykaiin	READER_VARIANT	feucht in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
shedy	f86v3	f86v3.29	toeeedchy okchey qokchedy shedy ytcheodar	toeeedchy okchey qokchedy shedy ytcheodar	toeeedchy okchey qokchedy she y ytcheodar	READER_VARIANT	feucht in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
shedy	f86v3	f86v3.9	tchol olkey cfhy aiin opchedy okchedy or acheody shol shedy yteey daiin dady	tchol olkey cfhyaiin opchedy okchedy or acheody eol shedy yteey daiin dady	tchol olkey cfhyaiin ypche y okche y or acheo y shol she y yteey daiin a y	READER_VARIANT	feucht in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
shedy	f88v	f88v.22	dairodain ykeodain dain shedy qoteo lchdy qokeo r ain	dairo dain ykeodain dain shedy qoteo lchdy qokeor ain	airodain ykeodain dain edy qoteo lchdy qokeorain	READER_VARIANT	feucht in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
shedy	f95v1	f95v1.11	pshedar shedy kshedy qotches or aiin shekaiin otain tshes qokain	pshedar shedy kshedy qotches or aiin shekain otain tshes qokain	pedar edy kshe y qotches or aiin shekaiin oteiin kshes qokain	READER_VARIANT	feucht in der Mitte des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
sheedy	f103r	f103r.43	tar cheal ol sheey qotal sheal qokal sheedy okeshedy shokey qokaiin	tar cheal ol sheey qotal sheal qokal sheedy okeshedy shokey qokaiin	tar cheal ol sheey qotal sheal qokal shee y okeshedy okey qokaiin	READER_VARIANT	feucht am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
sheedy	f104r	f104r.4	o l sheedy qokeedy chedal qodaiin qodaiin chry	ol sheedy qokeedy chedal qodaiin qodaiiin chry	ol eedy qokee y chedal qodaiin qodeiiiin chry	READER_VARIANT	feucht am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
sheedy	f104v	f104v.19	pcheor chol chpcheor cholkshedy qotol sheedy qokchy qotched sho fchor ols aiin chekal	pcheor chol chpcheor cholkshedy qotol sheedy qokchy qotched sho fchor ols aiin chekal	pcheor chol chpcheor cholkshedy qotol eedy qokchy qotched sho fchor ols aiin chekal	READER_VARIANT	feucht am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
sheedy	f106r	f106r.40	shaiin ar aiin sheey lkaiin sheedy shedy qokal chey okaiin chdaldy	shaiin ar aiin sheey lkaiin sheedy shedy qokal chey okaiin chdaldy	shaiin ar aiin sheey lkaiin eedy she y qokal chey okaiin chdal y	READER_VARIANT	feucht am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
sheedy	f106v	f106v.21	ycheo lkaiin cheo lchdaiin osaiin okal sheedy qokchedy	ycheo lkaiin cheolchdaiin osaiin okal sheedy qokchedy	ycheolkaiin cheo lchdaiin osaiin okal eedy qokchedy	READER_VARIANT	feucht am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
sheedy	f111r	f111r.16	dchedshey qokeedy okeodain shet sheota oteal tey lkeey sheedy shtar keedy	dched shey qokeedy okeodain shet sheotam oteal tey lkeey sheedy shtar keedy	dchedshey qokeedy okeodain shet sheotam oteal tey lkeey eedy shtar kee y	READER_VARIANT	feucht am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
sheedy	f111r	f111r.47	sheedy qokeey sheey qoteedy qeear al chedy okeey chedy	sheedy qokeey sheey qoteedy qeear al chedy okeey chedy	shee y qokeey sheey qotee y qeear al chedy oteey che y	READER_VARIANT	feucht am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
sheedy	f112v	f112v.23	ycheol keeor olkeeey chedain ol cheedaiin sheedy qokeedy qotain	ycheol keeor olkeeey chedain ol cheedaiin sheedy qokeedy qotain	ycheolkee r alkeeey chedain ol cheedaiin eedy qokeedy qotain	READER_VARIANT	feucht am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
sheedy	f112v	f112v.3	qokeeor ar sheey or ar aiiin okeey l keeody sheedy qotam	qokeeor ar sheey or ar aiiin okeey lkeeody sheedy qotam	qokee r ar shee r ar aiiin okeey lkeeody shee qotam	READER_VARIANT	feucht am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
sheedy	f113v	f113v.38	pcholky otar airol okeedy chokor sheedy oteey teear otorsheey qoteal	pcholky otar airol okeedy chokor sheedy oteey teear otorsheey qoteal	pcholky otar airol okee chokor shee y oteey teear otorsheey qoteal	READER_VARIANT	feucht am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
sheedy	f116r	f116r.16	dar chedy sheedy otal al lchedy shcthy qotey dain otar otarar opam	dar chedy sheedy otal al lchedy shcthy qotey dain otar otarar opam	ar che y ee y otal al lched shcthy qotey dain otar otarar pam	READER_VARIANT	feucht am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
sheedy	f39v	f39v.10	dar ar ykar or yky chdy fchor qokain ar sheedy olchef	dar ar ykar or yky chdy fchor qokain ar sheedy olchef	dar ar ykar or yky chdy fchor qokain ar shee y olchef	READER_VARIANT	feucht am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
sheedy	f46r	f46r.6	tedy dytedy shee keedy ypchedy chdalor sheedy odos aiin opchedy dykedy chdam	tedy dytedy shee keedy ypchedy chdalor sheedo odor aiin opchedy dykedy chdam	tedy dyte y shee keedy ypchedy ch alor sheedy odys aiin opche y ykedy chdam	READER_VARIANT	feucht am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
sheedy	f46v	f46v.6	tor aiirchar shedy olaiin qotedy sheedy qokaldy qokedy doir chody cthey m	tos aiirchar chedy olaiin qotedy sheedy qokaldy qokedy dair chody cthhy m	tar aiirchar she y olaiin qote y shee y qokaldy qoke y doir chody y m	READER_VARIANT	feucht am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
sheedy	f75r	f75r.28	tchedy pchedy qokeey sol oldair shecthy qol l sheedy qokeedy lolchedy	tchedy pchedy qokeey sol ol dair shecthy qol l sheedy qokeedy lol chedy	tchedy pchedy qokeey sol oldair shecthy qol l shee y qokeedy lolchedy	READER_VARIANT	feucht am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
sheedy	f75v	f75v.39	qoqokeey olkain qol sheedy qokeor sheedy qokal or chey qokar ol aiin	qoqokeey olkain qol sheedy qokeor sheedy qokal or chey qokar ol aiin	qoqokeey olkain qol sheedy qokeor eedy qokal or chey qokar ol aiin	READER_VARIANT	feucht am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
sheedy	f75v	f75v.40	dlshedy qokain dal qol qol ol sheedy cheey dol ol sheey qokain olol	dlshedy qokain dal qol qol ol sheedy cheey dal ol sheey qokain olol	dlshe y qokain dal qol qol ol shee y cheey l ol sheey qokain olol	READER_VARIANT	feucht am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
sheedy	f75v	f75v.66	okal sheedy qoteedy qokchy ly	okal sheedy qoteedy qokeey ly	ok l eedy qoteedy qokeey ly	READER_VARIANT	feucht am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
sheedy	f76r	f76r.24	dalshedy qol sheedy qokaldy chepy dain alolor olain chedy shecthy qokey lor	dalshedy qol sheedy qokaldy chepy dain alolor olain chedy shecthy qokeey lor	dalshedy qoleedy qokaldy chepy dain alolor olain chedy shecthy qokey lar	READER_VARIANT	feucht am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
sheedy	f76v	f76v.29	sar sheedy qokeedy qolkey lchdy schees shees al ches okaiin alaldy	sar sheedy qokeedy qolkey lchdy scheer shees al ches okaiin alaldy	sar shee y qokeedy qolkey lchdy rchees shees al ches okaiin laldy	READER_VARIANT	feucht am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
sheedy	f76v	f76v.8	qokeedy ochedy roiin sheedy qokeedy okeedy olor okeedy qolkchey r ol	qokeedy ochedy roiin sheedy qokeedy okeedy olor okeedy qolkeeey r al	qokeedy ochedy roiin eedy qokeedy okeedy olor okeedy qolkeeey ral	READER_VARIANT	feucht am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
sheedy	f77r	f77r.13	qokeedy qol sheedy shol tedy chedy lsheedy qokedy qolal chedy	qokeedy qolsheedy shol tedy chedy lsheedy qokedy qolal chedy	qokeedy qol eedy shol tedy che y lshee y qoke y qol al chedy	READER_VARIANT	feucht am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
sheedy	f77r	f77r.39	olaiin cheey sheckhey lsheey qykaiin sheedy laiin	olaiin cheey sheckhey lsheey qykaiin sheedy laiin	olaiin cheey sheckhey lsheey qykaiin shee y laiin	READER_VARIANT	feucht am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
sheedy	f77v	f77v.9	dcheol kshey qolchshy cheol olchedy ol chs ol sheedy qokedy chedy	dcheol kshey qol chshy cheol olchedy ol chs ol sheedy qokedy chedy	cheol kshey qol chshy cheol olchedy ol chs ol eedy qokedy chedy	READER_VARIANT	feucht am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
sheedy	f78v	f78v.26	qokaiin or sheedy otain ol shedy sol fchedy otaldy	qokaiin or sheedy otain ol shedy sol fchedy otaldy	qokaiin or sheed otain ol edy sol fche y otaldy	READER_VARIANT	feucht am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
sheedy	f79r	f79r.31	polshey oltshedy sheol ykeey okeey cheor sheedy ol	pol shey oltshedy sheol ykeey okeey cheor sheedy ol	polshey oltshedy sheol ykeey okeey cheor shee y l	READER_VARIANT	feucht am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
sheedy	f79r	f79r.39	polkeey qokol otshdy olky orkor sheedy olkal	polkeey qokol otshdy olky orkar shecphhdy olkal	polkeey qokol otshdy olty ork r ee olkal	READER_VARIANT	feucht am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
sheedy	f79v	f79v.3	dolsheol okchy qokain sheedy qokshedy qokeedy otaram	dol sheol okchy qokain cseedy qokshedy qokedy otaram	dolsheol okchy qokain ee y qokshedy qokeedy ota am	READER_VARIANT	feucht am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
sheedy	f79v	f79v.8	ychedy qotey okedy tedyol sheedy qokeey qoteedy lol	ychedy qotey okedy tedyol sheedy qokeey qoteedy lol	ychedy qotey okedy te yol shee qokeey qoteedy lol	READER_VARIANT	feucht am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
sheedy	f80v	f80v.11	tol sheedy qokar olky rorcheey sheckhy qotain chedy rol	tol sheedy qokar olky rorcheey sheckhy qotain chedy rol	t l eedy qokar olky ror cheey eckhy qotain che y rol	READER_VARIANT	feucht am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
sheedy	f81r	f81r.19	qokedy sheedy chedy qoteedy olam	qokedy sheedy chedy qoteedy olam	qokedy shee y chedy qoteedy ol am	READER_VARIANT	feucht am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
sheedy	f81r	f81r.29	y sheedy shy chey l chcthy ytar olkaiin ol	y sheedy shy chey lchcthy ytar olkaiin ol	ysheedy shy chey l chcthy ytar olkaiin ol	READER_VARIANT	feucht am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
sheedy	f81v	f81v.8	ykol or shedy sheedy qolkeedy daiin dkain cphedy oldy	ykol or shedy sheedy qol keedy daiin dkain cphedy oldy	yk ol or she y eedy qolkeedy aiin dkain cphedy ol y	READER_VARIANT	feucht am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
sheedy	f82v	f82v.26	saiin shey qokol chol qol sheedy qokal shedy qokaiin	saiin shey qokol chol qol sheedy qokal shedy qokaiin	saiin shey qokol ch l qol eedy qokal edy qokaiin	READER_VARIANT	feucht am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
sheedy	f83v	f83v.12	daiin shckhy qoeeo lldar cheey qoal qokeedy olkar sheedy qokain olal	daiin shckhy qoeeo lldar cheey qoal qokeedy olkar sheedy qokain olal	daiin shckhy qo ee lldar cheey qoal qokeedy olkar eedy qokain olal	READER_VARIANT	feucht am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
sheedy	f86v3	f86v3.10	ychey olkeeey qotchedy qokeey qotchedar sheedy qokaiin qokedy ykaiin qotaiior am	ychey ol keeey qotchedy qokeey qotchedar sheedy qokaiin qokedy ykaiin qotaiior am	ychey olkeeey qotche y qokeey qotchedar eedy qokaiin qoke y ykaiin qotaiior am	READER_VARIANT	feucht am Ende des Grades, abgeschlossen	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
ky	f102v2	f102v2.33	qokeor sho keeeos cheor o s al chos aiiin o ky okaraiin	qokeor sho keeeos cheor os al chos aiiin oky okar aiin	qokeor sho keeeos cheor o s al chos aiiin oky okar aiin	READER_VARIANT	heiß am Anfang des Grades	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
ky	f105r	f105r.17	lteedy okeeddl sheokedy qokedy shol kol aiirol qokchedy daiin okedy q ky	lteedy okeeddl sheoked qokedy shol kol aiirol qopchedy daiin okedy qlky	ltee y okeeddl sheokedy qokedy shol kol aiirol qokchedy daiin okedy q ky	READER_VARIANT	heiß am Anfang des Grades	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
ky	f10v	f10v.5	sho ykeey daiin qotchy qotor chol daiin qokchy ky	sho ykeey daiin qotchy qotor chol daiin qokchyky	sho ykeey daiin qotchy qotor chol daiin qokchy ky	READER_VARIANT	heiß am Anfang des Grades	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
ky	f10v	f10v.7	qokol chy ky chol cheky daiin dain chckhan	qokol chyky chol cheky daiin dain chckhan	qokol chyky cholcheky daiin dain chckhan	READER_VARIANT	heiß am Anfang des Grades	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
ky	f111r	f111r.21	daiin okar ain teey oteey ox o r shey chey ky deedy cheo dain sheet ar al l cheotydy	daiin okar ain teey oteey oxor shey chey kydeedy cheo dain sheet ar al l cheotydy	daiin okar ain teey oteey oxor ey cheyk dee y cheo deiin sheet ar all cheotydy	READER_VARIANT	heiß am Anfang des Grades	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
ky	f116r	f116r.28	cheol lchey lkeey sheal lshalshy qotalshy cthedy l ky chedy oteedy lched	cheol lchey lkeey sheal lshalshy qotalshy cthedy lky chedy oteedy lched	cheol lchey lkeey sheal l shalshy qotalshy cthedy lky chedy oteedy lched	READER_VARIANT	heiß am Anfang des Grades	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
ky	f14v	f14v.3	ychy dy daiin chcthy yk ykaiin dytchy y ky dy	ychy dy daiin chcthy ykykaiin dytchy ykchy ky dy	ychydy daiin chcthy ytykaiin dytchy y kydy	READER_VARIANT	heiß am Anfang des Grades	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
ky	f16r	f16r.5	tchor chor chs y kch shocthy opchy ty ky	tchor chor chs ykch shocthy opchy ty ky	tchor chor chs ykch shocthy opchy tyky	READER_VARIANT	heiß am Anfang des Grades	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
ky	f21r	f21r.10	totchy keor chy ky qotaiin qotchol ty ctheey otaiin	totchy keor chy ky qotaiin qotchol ty ctheey otaiin	totchy keor chyky qotaiin qotchol ty ctheey otaiin	READER_VARIANT	heiß am Anfang des Grades	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
ky	f21r	f21r.6	dchor y kol y ky chol kol qokeol chol ol qoteeol dady	dchor y kolyky chol kol qokeol cholol qoteeol dady	dchor y kolyky chol kol qokeol cholol qoteeol d dy	READER_VARIANT	heiß am Anfang des Grades	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
ky	f25v	f25v.1	poeeaiin qo ky shy daiin qopchey otchey qofchor sos	poeeaiin qoky shy daiin qopchey otchey qofchor sos	poeeaiin qo ky shy daiin qopchey otchey qofchor sos	READER_VARIANT	heiß am Anfang des Grades	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
ky	f35r	f35r.8	qokeey ky kaiin daiin	qotchy ky kaiin daiin	qokeey kykaiin daiin	READER_VARIANT	heiß am Anfang des Grades	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
ky	f36v	f36v.4	qotchor y ky ty dy daiin cthor	qotchor yky ty dy daiin cthor	qotchor ykytydy daiin cthor	READER_VARIANT	heiß am Anfang des Grades	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
ky	f39r	f39r.10	pchdar shedy ar aiir okair ykeols shedy qockhdy laiin ky	pchdar shedy ar aiir okair ykeols shedy qockhdy laiin syky	pchdar she y ar aiir okair ykeols she y qockhdy laiin ky	READER_VARIANT	heiß am Anfang des Grades	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
ky	f40r	f40r.3	shy qokal chdy chckhd otor aiir o ky okolchy qokar okam	shy qokal chdy chckhd otor aiis oky okolchy qokar okam	y qokal ch y chckh otor aiir oky okolchy qokar okam	READER_VARIANT	heiß am Anfang des Grades	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
ky	f75v	f75v.10	qokeed chedy ky okedy lchedy dar ody dchedy dar olchedy otedy qoky	qokeed chedy ky okedy lchedy dar ody dchedy dar olchedy otedy qoky	qokeed chedyky oke y lchedy dar ojy dchedy dar olchedy ote y qok	READER_VARIANT	heiß am Anfang des Grades	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
ky	f76r	f76r.25	qoloin chey qokeey lchedy chckhy chey ky chey qolal lklchey lchedy chey llaiir y	qaloin chey qokeey lchedy chckhy chey ky chey qolal lkl chey lchedy chey llaiiry	qal in chey qokeey lchedy chcthy cheyky chey qolal lkl chey lchedy chey llaiiry	READER_VARIANT	heiß am Anfang des Grades	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
key	f111r	f111r.38	dched daiin al okeey kechedy chcthedy chedain otedy qokeedy key l ltain	dched daiin al okeey kechedy chcthedy chedain oteedy qokeedy key l ltain	dched daiin al okeey techedy chcthedy che ain ote y qokeedykey l ltain	READER_VARIANT	heiß in der Mitte des Grades	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
key	f38v	f38v.2	choiin shey key sho oiin s chol ldy okeaiin o kom	choiin shey keo sho oiin s chol ldy okeaiin okom	choiin shey ke sho oiin s cholldy okeaiin okom	READER_VARIANT	heiß in der Mitte des Grades	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
key	f42v	f42v.7	chok sheo key keeeyd chekeesshy	chok sheokey keeey d chekeesshy	chok sheo key keeeyd chekeesshy	READER_VARIANT	heiß in der Mitte des Grades	RETAIN_EXACT_ZL3B_WITH_READER_WARNING
