enabled_by_surfaces	rank	score	strict_eligible	page	locus	section	language	hand	token_count	known_tokens	context_licensed_tokens	ambiguous_tokens	reader_unstable_tokens	unknown_tokens	coverage_fraction	reader_exact_tokens	split_normalized_tokens	all_three_present	all_present_exact	zl3b_line	token_glosses_de	gloss_sources	scope_states	unknown_ordinals	unknown_surfaces	unknown_ordinal	unknown_surface	previous	following	proposed_default_de	proposal_basis	proposal_strength	proposed_complete_translation_de
qoteedy|qokeedy	52	5299400	0	f77r	f77r.26	B	B	2	6	5	1	0	2	1	0.833333	4	4	1	0	qoteedy qokeedy qokaiin chcthy lchedy qokaly	kalt am Ende des Grades, abgeschlossen | heiß am Ende des Grades, abgeschlossen | heiß, Grad III | trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut | getrocknetes Drogenholz | [qokaly:?]	GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | V13:TARGET_SURFACE_DEFAULT | V13:DRY_CTH_MATERIAL | V13:SCOPED_CONCRETE_HEAD_FORM | OPEN	KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | READER_BOUNDARY_UNSTABLE | UNKNOWN_SURFACE	6	qokaly	6	qokaly	lchedy	<EOS>	heiß, Rohstoff, Grundform	VISIBLE_MULTI_FIELD_COMPOSITION	MEDIUM	kalt am Ende des Grades, abgeschlossen; heiß am Ende des Grades, abgeschlossen; heiß, Grad III; trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut; getrocknetes Drogenholz; heiß, Rohstoff, Grundform
chey|qoteedy|cheedy|cheey	38	6299300	0	f77r	f77r.37	B	B	2	7	6	0	0	2	1	0.857143	5	5	1	0	teeolain chey qoteedy qokain cheedy cheey lchedy	[teeolain:?] | trocken in der Mitte des Grades | kalt am Ende des Grades, abgeschlossen | heiß, Grad II | trocken am Ende des Grades, abgeschlossen | trocken am Ende des Grades | getrocknetes Drogenholz	OPEN | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | V13:TARGET_SURFACE_DEFAULT | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | V13:SCOPED_CONCRETE_HEAD_FORM	UNKNOWN_SURFACE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE	1	teeolain	1	teeolain	<BOS>	chey	kalt, Material/Zubereitungsstoff	VISIBLE_MULTI_FIELD_COMPOSITION	MEDIUM	kalt, Material/Zubereitungsstoff; trocken in der Mitte des Grades; kalt am Ende des Grades, abgeschlossen; heiß, Grad II; trocken am Ende des Grades, abgeschlossen; trocken am Ende des Grades; getrocknetes Drogenholz
shedy	139	1309800	1	f77v	f77v.2	B	B	2	2	1	0	0	0	1	0.500000	2	2	1	1	otol shedy	[otol:?] | feucht in der Mitte des Grades, abgeschlossen	OPEN | GDT647:FAMILY_MIGRATION	UNKNOWN_SURFACE | KNOWN_EXACT_WHOLE	1	otol	1	otol	<BOS>	shedy	kalt, Material/Zubereitungsstoff, Zubereitung/Ansatz	VISIBLE_MULTI_FIELD_COMPOSITION	MEDIUM	kalt, Material/Zubereitungsstoff, Zubereitung/Ansatz; feucht in der Mitte des Grades, abgeschlossen
shey|sheey|qokedy|chedy	22	8199100	0	f77v	f77v.30	B	B	2	9	8	1	1	1	1	0.888889	7	7	1	0	shey ol sheey qokedy lchedy qokaiin dal daiin chedy	feucht in der Mitte des Grades | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | feucht am Ende des Grades | heiß in der Mitte des Grades, abgeschlossen | getrocknetes Drogenholz | heiß, Grad III | [dal:?] | Grad-/Maßwert III | trocken in der Mitte des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION | V13:QUALITY_STATE_MATERIAL_CARRIER | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | V13:SCOPED_CONCRETE_HEAD_FORM | V13:TARGET_SURFACE_DEFAULT | OPEN | V13:CONTEXTUAL_VALUE_SERIES | GDT647:FAMILY_MIGRATION	KNOWN_EXACT_WHOLE | AMBIGUOUS_ACTIVE_RIVAL | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | UNKNOWN_SURFACE | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE	7	dal	7	dal	qokaiin	daiin	Rohstoff	VISIBLE_SINGLE_FIELD_COMPOSITION	LOW	feucht in der Mitte des Grades; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; feucht am Ende des Grades; heiß in der Mitte des Grades, abgeschlossen; getrocknetes Drogenholz; heiß, Grad III; Rohstoff; Grad-/Maßwert III; trocken in der Mitte des Grades, abgeschlossen
qotchy|shedy|qokedy|chey	23	8199100	0	f77v	f77v.36	B	B	2	9	8	0	0	3	1	0.888889	6	7	1	0	qotchy qokal shedy qokedy lchedy qokedy qol raiin chey	kalt und trocken am Anfang des Grades | heiße Substanz | feucht in der Mitte des Grades, abgeschlossen | heiß in der Mitte des Grades, abgeschlossen | getrocknetes Drogenholz | heiß in der Mitte des Grades, abgeschlossen | [qol:?] | Wurzel, Typ/Charge III | trocken in der Mitte des Grades	GDT647:FAMILY_MIGRATION | V13:TARGET_SURFACE_DEFAULT | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | V13:SCOPED_CONCRETE_HEAD_FORM | GDT647:FAMILY_MIGRATION | OPEN | V13:SCOPED_CONCRETE_HEAD_FORM | GDT647:FAMILY_MIGRATION	KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | UNKNOWN_SURFACE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE	7	qol	7	qol	qokedy	raiin	Material/Zubereitungsstoff	VISIBLE_SINGLE_FIELD_COMPOSITION	LOW	kalt und trocken am Anfang des Grades; heiße Substanz; feucht in der Mitte des Grades, abgeschlossen; heiß in der Mitte des Grades, abgeschlossen; getrocknetes Drogenholz; heiß in der Mitte des Grades, abgeschlossen; Material/Zubereitungsstoff; Wurzel, Typ/Charge III; trocken in der Mitte des Grades
qokeedy|kedy|qokeey|qokedy	75	4299500	0	f78r	f78r.24	B	B	2	5	4	0	0	1	1	0.800000	4	4	1	0	qokeedy kedy qokeey qokedy olol	heiß am Ende des Grades, abgeschlossen | heiß in der Mitte des Grades, abgeschlossen | heiß am Ende des Grades | heiß in der Mitte des Grades, abgeschlossen | [olol:?]	GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | OPEN	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | UNKNOWN_SURFACE	5	olol	5	olol	qokedy	<EOS>	Material/Zubereitungsstoff, Zubereitung/Ansatz	VISIBLE_MULTI_FIELD_COMPOSITION	MEDIUM	heiß am Ende des Grades, abgeschlossen; heiß in der Mitte des Grades, abgeschlossen; heiß am Ende des Grades; heiß in der Mitte des Grades, abgeschlossen; Material/Zubereitungsstoff, Zubereitung/Ansatz
otedy|keedy	94	4099500	0	f78r	f78r.39	B	B	2	5	4	0	0	2	1	0.800000	2	2	1	0	qotaiin qokaiin otedy l keedy	kalt, Grad III | heiß, Grad III | kalter Ansatz in der Mitte des Grades, abgeschlossen | [l:?] | heiß am Ende des Grades, abgeschlossen	V13:TARGET_SURFACE_DEFAULT | V13:TARGET_SURFACE_DEFAULT | GDT647:FAMILY_MIGRATION | OPEN | GDT647:FAMILY_MIGRATION	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | UNKNOWN_SURFACE | READER_BOUNDARY_UNSTABLE	4	l	4	l	otedy	keedy	l: ungeklärt	NO_VISIBLE_COMPOSITION_NO_FILLER	OPEN	kalt, Grad III; heiß, Grad III; kalter Ansatz in der Mitte des Grades, abgeschlossen; l: ungeklärt; heiß am Ende des Grades, abgeschlossen
qokchy|qotchey|shedy	66	5099400	0	f79r	f79r.12	B	B	2	6	5	0	0	0	1	0.833333	5	5	1	0	qokchy qotchey ldain shedy qotaiin sal	heiß und trocken am Anfang des Grades | kalt und trocken in der Mitte des Grades | [ldain:?] | feucht in der Mitte des Grades, abgeschlossen | kalt, Grad III | Saat-Rohstoff I	GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | OPEN | GDT647:FAMILY_MIGRATION | V13:TARGET_SURFACE_DEFAULT | V13:SCOPED_RESIDUAL_HEAD_FORM	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | UNKNOWN_SURFACE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE	3	ldain	3	ldain	qotchey	shedy	ldain: ungeklärt	NO_VISIBLE_COMPOSITION_NO_FILLER	OPEN	heiß und trocken am Anfang des Grades; kalt und trocken in der Mitte des Grades; ldain: ungeklärt; feucht in der Mitte des Grades, abgeschlossen; kalt, Grad III; Saat-Rohstoff I
cheedy|qoteedy|shey|chy	9	9299000	0	f79r	f79r.32	B	B	2	10	9	1	2	3	1	0.900000	7	7	1	0	sol cheedy qoteedy okaiin ol olaiin shey daiin chy ol	Samenmaterial/Saatgut | trocken am Ende des Grades, abgeschlossen | kalt am Ende des Grades, abgeschlossen | heiß, Grad III, im Ansatzrahmen | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [olaiin:?] | feucht in der Mitte des Grades | Grad-/Maßwert III | trocken am Anfang des Grades | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	V13:SCOPED_CONCRETE_HEAD_FORM | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | V13:TARGET_SURFACE_DEFAULT | V13:QUALITY_STATE_MATERIAL_CARRIER | OPEN | GDT647:FAMILY_MIGRATION | V13:CONTEXTUAL_VALUE_SERIES | GDT647:FAMILY_MIGRATION | V13:QUALITY_STATE_MATERIAL_CARRIER	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | AMBIGUOUS_ACTIVE_RIVAL | UNKNOWN_SURFACE | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | READER_BOUNDARY_UNSTABLE | AMBIGUOUS_ACTIVE_RIVAL	6	olaiin	6	olaiin	ol	shey	Material/Zubereitungsstoff, Zubereitung/Ansatz	VISIBLE_MULTI_FIELD_COMPOSITION	MEDIUM	Samenmaterial/Saatgut; trocken am Ende des Grades, abgeschlossen; kalt am Ende des Grades, abgeschlossen; heiß, Grad III, im Ansatzrahmen; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; Material/Zubereitungsstoff, Zubereitung/Ansatz; feucht in der Mitte des Grades; Grad-/Maßwert III; trocken am Anfang des Grades; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz
shedy|qotshedy|oteedy|chey	33	7299200	0	f79r	f79r.33	B	B	2	8	7	1	1	1	1	0.875000	7	7	1	0	daiin shedy qotshedy oteeedy oteedy chey qokain ol	Grad-/Maßwert III | feucht in der Mitte des Grades, abgeschlossen | kalt und feucht in der Mitte des Grades, abgeschlossen | [oteeedy:?] | kalter Ansatz am Ende des Grades, abgeschlossen | trocken in der Mitte des Grades | heiß, Grad II | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	V13:CONTEXTUAL_VALUE_SERIES | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | OPEN | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | V13:TARGET_SURFACE_DEFAULT | V13:QUALITY_STATE_MATERIAL_CARRIER	KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | UNKNOWN_SURFACE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | AMBIGUOUS_ACTIVE_RIVAL	4	oteeedy	4	oteeedy	qotshedy	oteedy	kalt, Zubereitung/Ansatz, fertig aufbereitete Form	VISIBLE_MULTI_FIELD_COMPOSITION	MEDIUM	Grad-/Maßwert III; feucht in der Mitte des Grades, abgeschlossen; kalt und feucht in der Mitte des Grades, abgeschlossen; kalt, Zubereitung/Ansatz, fertig aufbereitete Form; kalter Ansatz am Ende des Grades, abgeschlossen; trocken in der Mitte des Grades; heiß, Grad II; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz
qokeey	99	3309600	1	f79r	f79r.38	B	B	2	4	3	0	0	0	1	0.750000	4	4	1	1	pol olkeeey sheol qokeey	Pulverstoff | [olkeeey:?] | feuchtes Material | heiß am Ende des Grades	V13:SCOPED_CONCRETE_HEAD_FORM | OPEN | V13:TARGET_SURFACE_DEFAULT | GDT647:FAMILY_MIGRATION	KNOWN_EXACT_WHOLE | UNKNOWN_SURFACE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE	2	olkeeey	2	olkeeey	pol	sheol	Material/Zubereitungsstoff, Zubereitung/Ansatz, Grundform	VISIBLE_MULTI_FIELD_COMPOSITION	MEDIUM	Pulverstoff; Material/Zubereitungsstoff, Zubereitung/Ansatz, Grundform; feuchtes Material; heiß am Ende des Grades
shey|cheey|chey|qoty	13	9199000	0	f79r	f79r.7	B	B	2	10	9	0	1	0	1	0.900000	10	10	1	1	polchedy qokar shey qokl ol cheey qokain chey qoty qokar	getrockneter Pulverstoff/-ansatz | heiße Portion | feucht in der Mitte des Grades | [qokl:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | trocken am Ende des Grades | heiß, Grad II | trocken in der Mitte des Grades | kalt am Anfang des Grades | heiße Portion	V13:SCOPED_RESIDUAL_HEAD_FORM | V13:TARGET_SURFACE_DEFAULT | GDT647:FAMILY_MIGRATION | OPEN | V13:QUALITY_STATE_MATERIAL_CARRIER | GDT647:FAMILY_MIGRATION | V13:TARGET_SURFACE_DEFAULT | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | V13:TARGET_SURFACE_DEFAULT	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | UNKNOWN_SURFACE | AMBIGUOUS_ACTIVE_RIVAL | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE	4	qokl	4	qokl	shey	ol	heiß	VISIBLE_SINGLE_FIELD_COMPOSITION	LOW	getrockneter Pulverstoff/-ansatz; heiße Portion; feucht in der Mitte des Grades; heiß; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; trocken am Ende des Grades; heiß, Grad II; trocken in der Mitte des Grades; kalt am Anfang des Grades; heiße Portion
sheey|qokeey|teey|oteey	19	8299100	0	f79v	f79v.18	B	B	2	9	8	0	0	1	1	0.888889	8	8	1	0	qokain sheey qokeey teey oteey lcheey qokeey olkeedy rchey	heiß, Grad II | feucht am Ende des Grades | heiß am Ende des Grades | kalt am Ende des Grades | kalter Ansatz am Ende des Grades | Drogenholz, trocken gebunden, Form II | heiß am Ende des Grades | [olkeedy:?] | Wurzel/Wurzeldroge, trocken gebunden, Form I	V13:TARGET_SURFACE_DEFAULT | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | V13:SCOPED_RESIDUAL_HEAD_FORM | GDT647:FAMILY_MIGRATION | OPEN | V13:SCOPED_RESIDUAL_HEAD_FORM	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | UNKNOWN_SURFACE | KNOWN_EXACT_WHOLE	8	olkeedy	8	olkeedy	qokeey	rchey	Material/Zubereitungsstoff, Zubereitung/Ansatz, fertig aufbereitete Form	VISIBLE_MULTI_FIELD_COMPOSITION	MEDIUM	heiß, Grad II; feucht am Ende des Grades; heiß am Ende des Grades; kalt am Ende des Grades; kalter Ansatz am Ende des Grades; Drogenholz, trocken gebunden, Form II; heiß am Ende des Grades; Material/Zubereitungsstoff, Zubereitung/Ansatz, fertig aufbereitete Form; Wurzel/Wurzeldroge, trocken gebunden, Form I
qoteedy|qokchey|qoty|shey	39	6299300	0	f79v	f79v.2	B	B	2	7	6	0	0	0	1	0.857143	6	6	1	0	qoteedy qokchey qoty lshey qokain shey qorchedy	kalt am Ende des Grades, abgeschlossen | heiß und trocken in der Mitte des Grades | kalt am Anfang des Grades | eingeweichtes Drogenholz, Form I | heiß, Grad II | feucht in der Mitte des Grades | [qorchedy:?]	GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | V13:SCOPED_RESIDUAL_HEAD_FORM | V13:TARGET_SURFACE_DEFAULT | GDT647:FAMILY_MIGRATION | OPEN	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | UNKNOWN_SURFACE	7	qorchedy	7	qorchedy	shey	<EOS>	Portion/Zutat, fertig aufbereitete Form	VISIBLE_MULTI_FIELD_COMPOSITION	MEDIUM	kalt am Ende des Grades, abgeschlossen; heiß und trocken in der Mitte des Grades; kalt am Anfang des Grades; eingeweichtes Drogenholz, Form I; heiß, Grad II; feucht in der Mitte des Grades; Portion/Zutat, fertig aufbereitete Form
qokshey|qokeedy|kedy	41	6199300	0	f79v	f79v.7	B	B	2	7	6	0	0	2	1	0.857143	5	6	1	0	qokshey qokeedy qol kedy qokeedy qokain solchedy	heiß und feucht in der Mitte des Grades | heiß am Ende des Grades, abgeschlossen | [qol:?] | heiß in der Mitte des Grades, abgeschlossen | heiß am Ende des Grades, abgeschlossen | heiß, Grad II | getrockneter Samen/Saatgutstoff/-ansatz	GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | OPEN | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | V13:TARGET_SURFACE_DEFAULT | V13:SCOPED_RESIDUAL_HEAD_FORM	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | UNKNOWN_SURFACE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE	3	qol	3	qol	qokeedy	kedy	Material/Zubereitungsstoff	VISIBLE_SINGLE_FIELD_COMPOSITION	LOW	heiß und feucht in der Mitte des Grades; heiß am Ende des Grades, abgeschlossen; Material/Zubereitungsstoff; heiß in der Mitte des Grades, abgeschlossen; heiß am Ende des Grades, abgeschlossen; heiß, Grad II; getrockneter Samen/Saatgutstoff/-ansatz
qotchy|cheey|tcheey	118	3109600	1	f7v	f7v.5	H	A	1	4	3	0	0	0	1	0.750000	4	4	1	1	dchodaiin qotchy cheey tcheey	[dchodaiin:?] | kalt und trocken am Anfang des Grades | trocken am Ende des Grades | kalt und trocken am Ende des Grades	OPEN | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT646:ROUND_01	UNKNOWN_SURFACE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE	1	dchodaiin	1	dchodaiin	<BOS>	qotchy	dchodaiin: ungeklärt	NO_VISIBLE_COMPOSITION_NO_FILLER	OPEN	dchodaiin: ungeklärt; kalt und trocken am Anfang des Grades; trocken am Ende des Grades; kalt und trocken am Ende des Grades
cheey|shey	35	7199200	0	f80v	f80v.20	B	B	2	8	7	1	2	0	1	0.875000	7	8	1	0	ysheeyqorar ol cheey daiin shey qokaiin ol okaiin	[ysheeyqorar:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | trocken am Ende des Grades | Grad-/Maßwert III | feucht in der Mitte des Grades | heiß, Grad III | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | heiß, Grad III, im Ansatzrahmen	OPEN | V13:QUALITY_STATE_MATERIAL_CARRIER | GDT647:FAMILY_MIGRATION | V13:CONTEXTUAL_VALUE_SERIES | GDT647:FAMILY_MIGRATION | V13:TARGET_SURFACE_DEFAULT | V13:QUALITY_STATE_MATERIAL_CARRIER | V13:TARGET_SURFACE_DEFAULT	UNKNOWN_SURFACE | AMBIGUOUS_ACTIVE_RIVAL | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | AMBIGUOUS_ACTIVE_RIVAL | KNOWN_EXACT_WHOLE	1	ysheeyqorar	1	ysheeyqorar	<BOS>	ol	Portion/Zutat	VISIBLE_SINGLE_FIELD_COMPOSITION	LOW	Portion/Zutat; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; trocken am Ende des Grades; Grad-/Maßwert III; feucht in der Mitte des Grades; heiß, Grad III; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; heiß, Grad III, im Ansatzrahmen
qokeey|qokey|qoty|chedy|qoky	14	9199000	0	f80v	f80v.24	B	B	2	10	9	2	1	0	1	0.900000	10	10	1	1	yshedy qokeey qokey qoty qotol otaiin ol chedy qoky daiin	[yshedy:?] | heiß am Ende des Grades | heiß in der Mitte des Grades | kalt am Anfang des Grades | kaltes Material | kalt im Zubereitungsrahmen, Grad III | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | trocken in der Mitte des Grades, abgeschlossen | heiß am Anfang des Grades | Grad-/Maßwert III	OPEN | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | V13:TARGET_SURFACE_DEFAULT | V13:QUALITY_DEGREE_SERIES | V13:QUALITY_STATE_MATERIAL_CARRIER | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | V13:CONTEXTUAL_VALUE_SERIES	UNKNOWN_SURFACE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | AMBIGUOUS_ACTIVE_RIVAL | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED	1	yshedy	1	yshedy	<BOS>	qokeey	fertig aufbereitete Form	VISIBLE_SINGLE_FIELD_COMPOSITION	LOW	fertig aufbereitete Form; heiß am Ende des Grades; heiß in der Mitte des Grades; kalt am Anfang des Grades; kaltes Material; kalt im Zubereitungsrahmen, Grad III; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; trocken in der Mitte des Grades, abgeschlossen; heiß am Anfang des Grades; Grad-/Maßwert III
kedy|shedy|otey|qokedy|chedy	20	8299100	0	f80v	f80v.6	B	B	2	9	8	1	0	1	1	0.888889	8	8	1	0	tcheol kedy pcheol kain shedy qokaiin otey qokedy chedy	kalt-trockener Drogenstoff | heiß in der Mitte des Grades, abgeschlossen | [pcheol:?] | heiß, Grad II | feucht in der Mitte des Grades, abgeschlossen | heiß, Grad III | kalter Ansatz in der Mitte des Grades | heiß in der Mitte des Grades, abgeschlossen | trocken in der Mitte des Grades, abgeschlossen	GDT642:ROUND_03 | GDT647:FAMILY_MIGRATION | OPEN | V13:QUALITY_DEGREE_SERIES | GDT647:FAMILY_MIGRATION | V13:TARGET_SURFACE_DEFAULT | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION	KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | UNKNOWN_SURFACE | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE	3	pcheol	3	pcheol	kedy	kain	Pulver: trocken, Material/Zubereitungsstoff	VISIBLE_HEAD_PLUS_FIELD_COMPOSITION	MEDIUM	kalt-trockener Drogenstoff; heiß in der Mitte des Grades, abgeschlossen; Pulver: trocken, Material/Zubereitungsstoff; heiß, Grad II; feucht in der Mitte des Grades, abgeschlossen; heiß, Grad III; kalter Ansatz in der Mitte des Grades; heiß in der Mitte des Grades, abgeschlossen; trocken in der Mitte des Grades, abgeschlossen
cheedy|qokeedy|otedy	95	4099500	0	f81r	f81r.15	B	B	2	5	4	0	1	1	1	0.800000	4	4	1	0	sain ol cheedy qokeedy otedy	[sain:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | trocken am Ende des Grades, abgeschlossen | heiß am Ende des Grades, abgeschlossen | kalter Ansatz in der Mitte des Grades, abgeschlossen	OPEN | V13:QUALITY_STATE_MATERIAL_CARRIER | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION	UNKNOWN_SURFACE | AMBIGUOUS_ACTIVE_RIVAL | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE	1	sain	1	sain	<BOS>	ol	sain: ungeklärt	NO_VISIBLE_COMPOSITION_NO_FILLER	OPEN	sain: ungeklärt; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; trocken am Ende des Grades, abgeschlossen; heiß am Ende des Grades, abgeschlossen; kalter Ansatz in der Mitte des Grades, abgeschlossen
qokedy|sheedy|chedy|qoteedy	76	4299500	0	f81r	f81r.19	B	B	2	5	4	0	0	1	1	0.800000	3	4	1	0	qokedy sheedy chedy qoteedy olam	heiß in der Mitte des Grades, abgeschlossen | feucht am Ende des Grades, abgeschlossen | trocken in der Mitte des Grades, abgeschlossen | kalt am Ende des Grades, abgeschlossen | [olam:?]	GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | OPEN	KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | UNKNOWN_SURFACE	5	olam	5	olam	qoteedy	<EOS>	Material/Zubereitungsstoff, Zubereitung/Ansatz, Mengenklasse; nur zeilenfinal zusätzlich Abschluss	VISIBLE_MULTI_FIELD_COMPOSITION	MEDIUM	heiß in der Mitte des Grades, abgeschlossen; feucht am Ende des Grades, abgeschlossen; trocken in der Mitte des Grades, abgeschlossen; kalt am Ende des Grades, abgeschlossen; Material/Zubereitungsstoff, Zubereitung/Ansatz, Mengenklasse; nur zeilenfinal zusätzlich Abschluss
