event_id	page	record	statement_id	surface	component_parse	atomic_card_value_de	local_action_expansion_de	revised_event_reading_de	corrected_full_compact_instruction_de	complete_meaning
E187	f82r	B2	B2-S006	sheckhy	SH+E+CKH+Y	diesen Posten durch Durchlass kurz halten	zurückhalten	zurückhalten	Bildbesitzer: oberes Beckenpaar mit Zylinder. Folge: anlegen → zurückhalten → setze dies ein. Angaben: danach · länger · dies.	YES
E188	f82r	B2	B2-S006	qoky	OK+Y	den aktuellen Posten in Einsatz bringen	einsetzen	den Arbeitsstoff einsetzen	Bildbesitzer: oberes Beckenpaar mit Zylinder. Folge: anlegen → zurückhalten → setze dies ein. Angaben: danach · länger · dies.	YES
E189	f82r	B2	B2-S007	dshedy	SH+E+DY	den laufenden Posten kurz halten; Schritt schließen	ruhen lassen	ruhen lassen	Bildbesitzer: mittleres linkes Handgerät mit Inline-Knoten. Folge: ruhen lassen.	YES
E190	f82r	B2	B2-S008	sotaiin	OT+AIIN	danach · vorgeschriebenes Maß	NON_ACTION_CONTRIBUTION	danach · vorgeschriebenes Maß	Bildbesitzer: mittleres linkes Handgerät mit Inline-Knoten. Folge: gib davon nach Maß zu → absetzen lassen. Angaben: danach · Maß.	YES
E191	f82r	B2	B2-S008	qokar	OK+AR	den laufenden Posten von dort ansetzen	einsetzen	aus der bezeichneten Quelle beschicken	Bildbesitzer: mittleres linkes Handgerät mit Inline-Knoten. Folge: gib davon nach Maß zu → absetzen lassen. Angaben: danach · Maß.	YES
E192	f82r	B2	B2-S008	shedy	SHED+DY	absetzen und den Schritt schließen	absetzen lassen	absetzen lassen	Bildbesitzer: mittleres linkes Handgerät mit Inline-Knoten. Folge: gib davon nach Maß zu → absetzen lassen. Angaben: danach · Maß.	YES
E193	f82r	B2	B2-S009	solshedy	OL+SH+E+DY	fortsetzen den laufenden Posten kurz halten; Schritt schließen	ruhen lassen	ruhen lassen	Bildbesitzer: mittleres linkes Handgerät mit Inline-Knoten. Folge: ruhen lassen.	YES
E194	f82r	B2	B2-S010	qokeey	OK+EE+Y	den aktuellen Posten länger in Einsatz halten	wirken lassen	wirken lassen	Bildbesitzer: mittleres linkes Handgerät mit Inline-Knoten. Folge: wirken lassen → setze dies ein → stehen lassen. Angaben: weiter.	YES
E195	f82r	B2	B2-S010	qoky	OK+Y	den aktuellen Posten in Einsatz bringen	einsetzen	den Arbeitsstoff einsetzen	Bildbesitzer: mittleres linkes Handgerät mit Inline-Knoten. Folge: wirken lassen → setze dies ein → stehen lassen. Angaben: weiter.	YES
E196	f82r	B2	B2-S010	ls	LS	weiter	NON_ACTION_CONTRIBUTION	weiter	Bildbesitzer: mittleres linkes Handgerät mit Inline-Knoten. Folge: wirken lassen → setze dies ein → stehen lassen. Angaben: weiter.	YES
E197	f82r	B2	B2-S010	cheey	SH+EE+Y	diesen Posten länger halten	halten	stehen lassen	Bildbesitzer: mittleres linkes Handgerät mit Inline-Knoten. Folge: wirken lassen → setze dies ein → stehen lassen. Angaben: weiter.	YES
E198	f82r	B2	B2-S011	okain	OK+AIN	den laufenden Posten nach Portion ansetzen	einsetzen	eine Portion einfüllen	Bildbesitzer: mittlere rechte unklare Station. Folge: gib einen Teil hinein → gib einen Teil hinein → einwirken lassen. Angaben: davon.	YES
E199	f82r	B2	B2-S011	char	AR	von dort	NON_ACTION_CONTRIBUTION	von dort	Bildbesitzer: mittlere rechte unklare Station. Folge: gib einen Teil hinein → gib einen Teil hinein → einwirken lassen. Angaben: davon.	YES
E200	f82r	B2	B2-S011	okain	OK+AIN	den laufenden Posten nach Portion ansetzen	einsetzen	eine Portion einfüllen	Bildbesitzer: mittlere rechte unklare Station. Folge: gib einen Teil hinein → gib einen Teil hinein → einwirken lassen. Angaben: davon.	YES
E201	f82r	B2	B2-S011	qokeedy	OK+EE+DY	den laufenden Posten länger ansetzen; Schritt schließen	einwirken lassen	einwirken lassen	Bildbesitzer: mittlere rechte unklare Station. Folge: gib einen Teil hinein → gib einen Teil hinein → einwirken lassen. Angaben: davon.	YES
E202	f82r	B2	B2-S012	lchy	L+CH+Y	diesen Posten führen und abziehen	führen + abnehmen	führen + abnehmen	Bildbesitzer: mittlere rechte unklare Station. Folge: führen + abnehmen → stehen lassen → wirken lassen → führen → setze voll an; schließe. Angaben: bereit · kurz · dies | Maß | dies.	YES
E203	f82r	B2	B2-S012	cheey	SH+EE+Y	diesen Posten länger halten	halten	stehen lassen	Bildbesitzer: mittlere rechte unklare Station. Folge: führen + abnehmen → stehen lassen → wirken lassen → führen → setze voll an; schließe. Angaben: bereit · kurz · dies | Maß | dies.	YES
E204	f82r	B2	B2-S012	qcthey	CTH+E+Y	bereit · kurz · dieser Posten	NON_ACTION_CONTRIBUTION	bereit · kurz · dieser Posten	Bildbesitzer: mittlere rechte unklare Station. Folge: führen + abnehmen → stehen lassen → wirken lassen → führen → setze voll an; schließe. Angaben: bereit · kurz · dies | Maß | dies.	YES
E205	f82r	B2	B2-S012	qokeey	OK+EE+Y	den aktuellen Posten länger in Einsatz halten	wirken lassen	wirken lassen	Bildbesitzer: mittlere rechte unklare Station. Folge: führen + abnehmen → stehen lassen → wirken lassen → führen → setze voll an; schließe. Angaben: bereit · kurz · dies | Maß | dies.	YES
E206	f82r	B2	B2-S012	lcheey	L+EE+Y	diesen Posten länger führen	führen	führen	Bildbesitzer: mittlere rechte unklare Station. Folge: führen + abnehmen → stehen lassen → wirken lassen → führen → setze voll an; schließe. Angaben: bereit · kurz · dies | Maß | dies.	YES
E207	f82r	B2	B2-S012	daiin	AIIN	vorgeschriebenes Maß	NON_ACTION_CONTRIBUTION	vorgeschriebenes Maß	Bildbesitzer: mittlere rechte unklare Station. Folge: führen + abnehmen → stehen lassen → wirken lassen → führen → setze voll an; schließe. Angaben: bereit · kurz · dies | Maß | dies.	YES
E208	f82r	B2	B2-S012	chey	Y	dieser Posten	NON_ACTION_CONTRIBUTION	dieser Posten	Bildbesitzer: mittlere rechte unklare Station. Folge: führen + abnehmen → stehen lassen → wirken lassen → führen → setze voll an; schließe. Angaben: bereit · kurz · dies | Maß | dies.	YES
E209	f82r	B2	B2-S012	qokeeedy	OK+EEE+DY	den laufenden Posten vollständig ansetzen; Schritt schließen	einsetzen	vollständig beschicken und abschließen	Bildbesitzer: mittlere rechte unklare Station. Folge: führen + abnehmen → stehen lassen → wirken lassen → führen → setze voll an; schließe. Angaben: bereit · kurz · dies | Maß | dies.	YES
E210	f82r	B2	B2-S013	lchedy	L+CHD+DY	weiterleiten, überführen und den Schritt schließen	abführen + überführen	abführen + überführen	Bildbesitzer: unteres grünes Mehrfigurenbecken. Folge: abführen + überführen.	YES
E211	f82r	B2	B2-S014	lar	L+AR	den laufenden Posten von dort führen	ableiten	ableiten	Bildbesitzer: unteres grünes Mehrfigurenbecken. Folge: ableiten.	YES
E212	f82r	B2	B2-S015	tshey	SH+E+Y	diesen Posten kurz halten	halten	stehen lassen	Bildbesitzer: kleine Randstationen des unteren Beckens. Folge: stehen lassen → einwirken lassen.	YES
E213	f82r	B2	B2-S015	qokeedy	OK+EE+DY	den laufenden Posten länger ansetzen; Schritt schließen	einwirken lassen	einwirken lassen	Bildbesitzer: kleine Randstationen des unteren Beckens. Folge: stehen lassen → einwirken lassen.	YES
E214	f82r	B2	B2-S016	cheal	AL	bezeichnete Stelle	NON_ACTION_CONTRIBUTION	bezeichnete Stelle	Bildbesitzer: kleine Randstationen des unteren Beckens. Folge: ableiten + umfüllen → abnehmen + abteilen → setze nach Maß an → wirken lassen → einfüllen + überführen. Angaben: Ziel | Maß | danach · länger · dies.	YES
E215	f82r	B2	B2-S016	lchedar	L+CHD+AR	den laufenden Posten von dort führen und umsetzen	ableiten + umfüllen	ableiten + umfüllen	Bildbesitzer: kleine Randstationen des unteren Beckens. Folge: ableiten + umfüllen → abnehmen + abteilen → setze nach Maß an → wirken lassen → einfüllen + überführen. Angaben: Ziel | Maß | danach · länger · dies.	YES
E216	f82r	B2	B2-S016	ches	CH+E+S	den laufenden Posten kurz abziehen und teilen	abnehmen + abteilen	abnehmen + abteilen	Bildbesitzer: kleine Randstationen des unteren Beckens. Folge: ableiten + umfüllen → abnehmen + abteilen → setze nach Maß an → wirken lassen → einfüllen + überführen. Angaben: Ziel | Maß | danach · länger · dies.	YES
E217	f82r	B2	B2-S016	aiin	AIIN	vorgeschriebenes Maß	NON_ACTION_CONTRIBUTION	vorgeschriebenes Maß	Bildbesitzer: kleine Randstationen des unteren Beckens. Folge: ableiten + umfüllen → abnehmen + abteilen → setze nach Maß an → wirken lassen → einfüllen + überführen. Angaben: Ziel | Maß | danach · länger · dies.	YES
E218	f82r	B2	B2-S016	oteey	OT+EE+Y	danach · länger · dieser Posten	NON_ACTION_CONTRIBUTION	danach · länger · dieser Posten	Bildbesitzer: kleine Randstationen des unteren Beckens. Folge: ableiten + umfüllen → abnehmen + abteilen → setze nach Maß an → wirken lassen → einfüllen + überführen. Angaben: Ziel | Maß | danach · länger · dies.	YES
E219	f82r	B2	B2-S016	qokaiin	OK+AIIN	nach vorgeschriebenem Maß in Einsatz bringen	einsetzen	bis zum Sollmaß beschicken	Bildbesitzer: kleine Randstationen des unteren Beckens. Folge: ableiten + umfüllen → abnehmen + abteilen → setze nach Maß an → wirken lassen → einfüllen + überführen. Angaben: Ziel | Maß | danach · länger · dies.	YES
E220	f82r	B2	B2-S016	okey	OK+E+Y	diesen Posten kurz ansetzen	wirken lassen	wirken lassen	Bildbesitzer: kleine Randstationen des unteren Beckens. Folge: ableiten + umfüllen → abnehmen + abteilen → setze nach Maß an → wirken lassen → einfüllen + überführen. Angaben: Ziel | Maß | danach · länger · dies.	YES
E221	f82r	B2	B2-S016	pchedy	P+CHD+DY	den laufenden Posten hineingeben und umsetzen; Schritt schließen	einfüllen + überführen	einfüllen + überführen	Bildbesitzer: kleine Randstationen des unteren Beckens. Folge: ableiten + umfüllen → abnehmen + abteilen → setze nach Maß an → wirken lassen → einfüllen + überführen. Angaben: Ziel | Maß | danach · länger · dies.	YES
E222	f82r	B2	B2-S017	rsheal	R+SH+E+AL	den laufenden Posten an bezeichnete Stelle kurz abkühlen und halten	abkühlen lassen + ruhen lassen	abkühlen lassen + ruhen lassen	Bildbesitzer: kleine Randstationen des unteren Beckens. Folge: abkühlen lassen + ruhen lassen. Angaben: Ziel; Schritt schließen.	YES
E223	f82r	B2	B2-S017	daldy	AL+DY	bezeichnete Stelle; Schritt schließen	NON_ACTION_CONTRIBUTION	bezeichnete Stelle; Schritt schließen	Bildbesitzer: kleine Randstationen des unteren Beckens. Folge: abkühlen lassen + ruhen lassen. Angaben: Ziel; Schritt schließen.	YES
E224	f82r	B2	B2-S018	qokeedy	OK+EE+DY	den laufenden Posten länger ansetzen; Schritt schließen	einwirken lassen	einwirken lassen	Bildbesitzer: kleine Randstationen des unteren Beckens. Folge: einwirken lassen.	YES
E225	f82r	B2	B2-S019	rshedy	R+SHED+DY	den laufenden Posten abkühlen und absetzen; Schritt schließen	auskühlen lassen + absetzen lassen	auskühlen lassen + absetzen lassen	Bildbesitzer: kleine Randstationen des unteren Beckens. Folge: auskühlen lassen + absetzen lassen.	YES
E226	f82r	B2	B2-S020	qoteedy	OT+EE+DY	danach · länger; Schritt schließen	NON_ACTION_CONTRIBUTION	danach · länger; Schritt schließen	Bildbesitzer: kleine Randstationen des unteren Beckens. Folge: NO_EXPLICIT_ACTION_CARD. Angaben: danach · länger; Schritt schließen.	YES
E227	f82r	B2	B2-S021	qokeedy	OK+EE+DY	den laufenden Posten länger ansetzen; Schritt schließen	einwirken lassen	einwirken lassen	Bildbesitzer: kleine Randstationen des unteren Beckens. Folge: einwirken lassen.	YES
E228	f82r	B2	B2-S022	lochedy	L+O+CHD+DY	den Arbeitsgang führen und umsetzen; Schritt schließen	abführen + überführen	abführen + überführen	Bildbesitzer: kleine Randstationen des unteren Beckens. Folge: abführen + überführen.	YES
E229	f83r	B3	B3-S001	olkeedy	SOLK+EE+DY	den laufenden Posten länger auffangen; Schritt schließen	auffangen und stehen lassen	auffangen und stehen lassen	Bildbesitzer: obere offene Fächerstation am Rand. Folge: auffangen und stehen lassen.	YES
E230	f83r	B3	B3-S002	qotal	OT+AL	danach · bezeichnete Stelle	NON_ACTION_CONTRIBUTION	danach · bezeichnete Stelle	Bildbesitzer: obere offene Fächerstation am Rand. Folge: anwärmen. Angaben: danach · Ziel.	YES
E231	f83r	B3	B3-S002	chkeedy	CHK+EE+DY	den laufenden Posten länger wärmen; Schritt schließen	anwärmen	anwärmen	Bildbesitzer: obere offene Fächerstation am Rand. Folge: anwärmen. Angaben: danach · Ziel.	YES
E232	f83r	B3	B3-S003	chey	Y	dieser Posten	NON_ACTION_CONTRIBUTION	dieser Posten	Bildbesitzer: obere offene Fächerstation am Rand. Folge: abführen + abmessen und umsetzen. Angaben: dies | Maß | dies.	YES
E233	f83r	B3	B3-S003	daiin	AIIN	vorgeschriebenes Maß	NON_ACTION_CONTRIBUTION	vorgeschriebenes Maß	Bildbesitzer: obere offene Fächerstation am Rand. Folge: abführen + abmessen und umsetzen. Angaben: dies | Maß | dies.	YES
E234	f83r	B3	B3-S003	chey	Y	dieser Posten	NON_ACTION_CONTRIBUTION	dieser Posten	Bildbesitzer: obere offene Fächerstation am Rand. Folge: abführen + abmessen und umsetzen. Angaben: dies | Maß | dies.	YES
E235	f83r	B3	B3-S003	lchedy	L+CHD+DY	weiterleiten, überführen und den Schritt schließen	abführen + abmessen und umsetzen	abführen + abmessen und umsetzen	Bildbesitzer: obere offene Fächerstation am Rand. Folge: abführen + abmessen und umsetzen. Angaben: dies | Maß | dies.	YES
E236	f83r	B3	B3-S004	qokaiin	OK+AIIN	nach vorgeschriebenem Maß in Einsatz bringen	einsetzen	bis zum Sollmaß beschicken	Bildbesitzer: obere offene Fächerstation am Rand. Folge: setze nach Maß an. Angaben: danach · Ziel | davon.	YES
E237	f83r	B3	B3-S004	qotal	OT+AL	danach · bezeichnete Stelle	NON_ACTION_CONTRIBUTION	danach · bezeichnete Stelle	Bildbesitzer: obere offene Fächerstation am Rand. Folge: setze nach Maß an. Angaben: danach · Ziel | davon.	YES
E238	f83r	B3	B3-S004	dar	AR	von dort	NON_ACTION_CONTRIBUTION	von dort	Bildbesitzer: obere offene Fächerstation am Rand. Folge: setze nach Maß an. Angaben: danach · Ziel | davon.	YES
E239	f83r	B3	B3-S005	schedy	CHD+DY	überführen und den Schritt schließen	umfüllen	umfüllen	Bildbesitzer: mittlere Randfigur im runden Gefäß. Folge: umfüllen.	YES
E240	f83r	B3	B3-S006	chedchy	CHD+Y	diesen Posten umsetzen	umsetzen	umschöpfen	Bildbesitzer: mittlere Randfigur im runden Gefäß. Folge: umschöpfen → anlegen → führe zur nächsten Station.	YES
E241	f83r	B3	B3-S006	qokal	OK+AL	den laufenden Posten an bezeichnete Stelle ansetzen	anlegen	anlegen	Bildbesitzer: mittlere Randfigur im runden Gefäß. Folge: umschöpfen → anlegen → führe zur nächsten Station.	YES
E242	f83r	B3	B3-S006	olchedy	OL+CHD+DY	fortsetzen den laufenden Posten umsetzen; Schritt schließen	überführen	in die nächste Station weitergeben	Bildbesitzer: mittlere Randfigur im runden Gefäß. Folge: umschöpfen → anlegen → führe zur nächsten Station.	YES
E243	f83r	B3	B3-S007	qokaiin	OK+AIIN	nach vorgeschriebenem Maß in Einsatz bringen	einsetzen	bis zum Sollmaß beschicken	Bildbesitzer: mittlere Randfigur im runden Gefäß. Folge: setze nach Maß an → umschöpfen → einwirken lassen.	YES
E244	f83r	B3	B3-S007	chedy	CHD+Y	den aktuellen Posten umsetzen	umsetzen	umschöpfen	Bildbesitzer: mittlere Randfigur im runden Gefäß. Folge: setze nach Maß an → umschöpfen → einwirken lassen.	YES
E245	f83r	B3	B3-S007	qokeedy	OK+EE+DY	den laufenden Posten länger ansetzen; Schritt schließen	einwirken lassen	einwirken lassen	Bildbesitzer: mittlere Randfigur im runden Gefäß. Folge: setze nach Maß an → umschöpfen → einwirken lassen.	YES
E246	f83r	B3	B3-S008	lchedy	L+CHD+DY	weiterleiten, überführen und den Schritt schließen	abführen + überführen	abführen + überführen	Bildbesitzer: mittlere Randfigur im runden Gefäß. Folge: abführen + überführen.	YES
E247	f83r	B3	B3-S009	qoky	OK+Y	den aktuellen Posten in Einsatz bringen	einsetzen	den Arbeitsstoff einsetzen	Bildbesitzer: mittlere Randfigur im runden Gefäß. Folge: setze dies ein.	YES
E248	f83r	B3	B3-S010	pchedal	P+CHD+AL	den laufenden Posten an bezeichnete Stelle hineingeben und umsetzen	einfüllen + umfüllen	einfüllen + umfüllen	Bildbesitzer: untere Randfigur im korbartigen Gefäß. Folge: einfüllen + umfüllen. Angaben: danach · kurz; Schritt schließen.	YES
E249	f83r	B3	B3-S010	otedy	OT+E+DY	danach · kurz; Schritt schließen	NON_ACTION_CONTRIBUTION	danach · kurz; Schritt schließen	Bildbesitzer: untere Randfigur im korbartigen Gefäß. Folge: einfüllen + umfüllen. Angaben: danach · kurz; Schritt schließen.	YES
E250	f83r	B3	B3-S011	shecthedchy	SH+E+CTH+CHD+Y	diesen Posten kurz halten und umsetzen bis bereit	halten + umsetzen	halten + umsetzen	Bildbesitzer: untere Randfigur im korbartigen Gefäß. Folge: halten + umsetzen → setze dies ein → umschöpfen. Angaben: davon · dies.	YES
E251	f83r	B3	B3-S011	qoky	OK+Y	den aktuellen Posten in Einsatz bringen	einsetzen	den Arbeitsstoff einsetzen	Bildbesitzer: untere Randfigur im korbartigen Gefäß. Folge: halten + umsetzen → setze dies ein → umschöpfen. Angaben: davon · dies.	YES
E252	f83r	B3	B3-S011	chedy	CHD+Y	den aktuellen Posten umsetzen	umsetzen	umschöpfen	Bildbesitzer: untere Randfigur im korbartigen Gefäß. Folge: halten + umsetzen → setze dies ein → umschöpfen. Angaben: davon · dies.	YES
E253	f83r	B3	B3-S011	chary	AR+Y	von dort · dieser Posten	NON_ACTION_CONTRIBUTION	von dort · dieser Posten	Bildbesitzer: untere Randfigur im korbartigen Gefäß. Folge: halten + umsetzen → setze dies ein → umschöpfen. Angaben: davon · dies.	YES
E254	f83r	B3	B3-S012	sor	OR	Ansatz	NON_ACTION_CONTRIBUTION	Ansatz	Bildbesitzer: untere Randfigur im korbartigen Gefäß. Folge: absetzen lassen. Angaben: Ansatz.	YES
E255	f83r	B3	B3-S012	shedy	SHED+DY	absetzen und den Schritt schließen	absetzen lassen	absetzen lassen	Bildbesitzer: untere Randfigur im korbartigen Gefäß. Folge: absetzen lassen. Angaben: Ansatz.	YES
E256	f83r	B3	B3-S013	qokaiin	OK+AIIN	nach vorgeschriebenem Maß in Einsatz bringen	einsetzen	bis zum Sollmaß beschicken	Bildbesitzer: untere Randfigur im korbartigen Gefäß. Folge: setze nach Maß an → dosiert zugeben → einwirken lassen. Angaben: bereit · kurz · dies.	YES
E257	f83r	B3	B3-S013	chkain	K+AIN	den laufenden Posten nach Portion zuführen	dosiert zugeben	dosiert zugeben	Bildbesitzer: untere Randfigur im korbartigen Gefäß. Folge: setze nach Maß an → dosiert zugeben → einwirken lassen. Angaben: bereit · kurz · dies.	YES
E258	f83r	B3	B3-S013	shcthey	CTH+E+Y	bereit · kurz · dieser Posten	NON_ACTION_CONTRIBUTION	bereit · kurz · dieser Posten	Bildbesitzer: untere Randfigur im korbartigen Gefäß. Folge: setze nach Maß an → dosiert zugeben → einwirken lassen. Angaben: bereit · kurz · dies.	YES
E259	f83r	B3	B3-S013	qokedy	OK+E+DY	den laufenden Posten kurz ansetzen; Schritt schließen	einwirken lassen	einwirken lassen	Bildbesitzer: untere Randfigur im korbartigen Gefäß. Folge: setze nach Maß an → dosiert zugeben → einwirken lassen. Angaben: bereit · kurz · dies.	YES
E260	f83r	B3	B3-S014	okair	OK+AIR	den laufenden Posten durch laufender Bestand ansetzen	einleiten	einleiten	Bildbesitzer: untere Randfigur im korbartigen Gefäß. Folge: einleiten → ruhen lassen.	YES
E261	f83r	B3	B3-S014	sheedy	SH+EE+DY	den laufenden Posten länger halten; Schritt schließen	ruhen lassen	ruhen lassen	Bildbesitzer: untere Randfigur im korbartigen Gefäß. Folge: einleiten → ruhen lassen.	YES
E262	f83r	B3	B3-S015	lchedy	L+CHD+DY	weiterleiten, überführen und den Schritt schließen	abführen + überführen	abführen + überführen	Bildbesitzer: untere Randfigur im korbartigen Gefäß. Folge: abführen + überführen.	YES
E263	f83r	B3	B3-S016	lo	L+O	den Arbeitsgang führen	führen	führen	Bildbesitzer: untere Randfigur im korbartigen Gefäß. Folge: führen → einsetzen + überführen.	YES
E264	f83r	B3	B3-S016	qokchedy	OK+CHD+DY	den laufenden Posten ansetzen und umsetzen; Schritt schließen	einsetzen + überführen	einsetzen + überführen	Bildbesitzer: untere Randfigur im korbartigen Gefäß. Folge: führen → einsetzen + überführen.	YES
E265	f83r	B3	B3-S017	qokeedy	OK+EE+DY	den laufenden Posten länger ansetzen; Schritt schließen	einwirken lassen	einwirken lassen	Bildbesitzer: unverbundener Zwischenbereich. Folge: einwirken lassen.	YES
E266	f83r	B3	B3-S018	shedy	SHED+DY	absetzen und den Schritt schließen	absetzen lassen	absetzen lassen	Bildbesitzer: unverbundener Zwischenbereich. Folge: absetzen lassen.	YES
E267	f83r	B3	B3-S019	qokshedy	OK+SH+E+DY	den laufenden Posten kurz ansetzen und halten; Schritt schließen	einwirken lassen + ruhen lassen	einwirken lassen + ruhen lassen	Bildbesitzer: unverbundener Zwischenbereich. Folge: einwirken lassen + ruhen lassen.	YES
E268	f83r	B3	B3-S020	dal	AL	bezeichnete Stelle	NON_ACTION_CONTRIBUTION	bezeichnete Stelle	Bildbesitzer: unverbundener Zwischenbereich. Folge: hinleiten + umfüllen. Angaben: Ziel.	YES
E269	f83r	B3	B3-S020	lchedy	L+CHD+DY	weiterleiten, überführen und den Schritt schließen	hinleiten + umfüllen	hinleiten + umfüllen	Bildbesitzer: unverbundener Zwischenbereich. Folge: hinleiten + umfüllen. Angaben: Ziel.	YES
E270	f83r	B3	B3-S021	qokaiin	OK+AIIN	nach vorgeschriebenem Maß in Einsatz bringen	einsetzen	bis zum Sollmaß beschicken	Bildbesitzer: unverbundener Zwischenbereich. Folge: setze nach Maß an → ablagern → stehen lassen → umfüllen. Angaben: bereit · dies | Ziel | dies | Maß | dies | Ziel | bereit · dies.	YES
E271	f83r	B3	B3-S021	shcthy	CTH+Y	bereit · dieser Posten	NON_ACTION_CONTRIBUTION	bereit · dieser Posten	Bildbesitzer: unverbundener Zwischenbereich. Folge: setze nach Maß an → ablagern → stehen lassen → umfüllen. Angaben: bereit · dies | Ziel | dies | Maß | dies | Ziel | bereit · dies.	YES
E272	f83r	B3	B3-S021	dal	AL	bezeichnete Stelle	NON_ACTION_CONTRIBUTION	bezeichnete Stelle	Bildbesitzer: unverbundener Zwischenbereich. Folge: setze nach Maß an → ablagern → stehen lassen → umfüllen. Angaben: bereit · dies | Ziel | dies | Maß | dies | Ziel | bereit · dies.	YES
E273	f83r	B3	B3-S021	sy	Y	dieser Posten	NON_ACTION_CONTRIBUTION	dieser Posten	Bildbesitzer: unverbundener Zwischenbereich. Folge: setze nach Maß an → ablagern → stehen lassen → umfüllen. Angaben: bereit · dies | Ziel | dies | Maß | dies | Ziel | bereit · dies.	YES
E274	f83r	B3	B3-S021	saiin	AIIN	vorgeschriebenes Maß	NON_ACTION_CONTRIBUTION	vorgeschriebenes Maß	Bildbesitzer: unverbundener Zwischenbereich. Folge: setze nach Maß an → ablagern → stehen lassen → umfüllen. Angaben: bereit · dies | Ziel | dies | Maß | dies | Ziel | bereit · dies.	YES
E275	f83r	B3	B3-S021	shedal	SHED+AL	den laufenden Posten an bezeichnete Stelle absetzen	ablagern	ablagern	Bildbesitzer: unverbundener Zwischenbereich. Folge: setze nach Maß an → ablagern → stehen lassen → umfüllen. Angaben: bereit · dies | Ziel | dies | Maß | dies | Ziel | bereit · dies.	YES
E276	f83r	B3	B3-S021	shecthy	SH+E+CTH+Y	diesen Posten kurz halten bis bereit	halten	stehen lassen	Bildbesitzer: unverbundener Zwischenbereich. Folge: setze nach Maß an → ablagern → stehen lassen → umfüllen. Angaben: bereit · dies | Ziel | dies | Maß | dies | Ziel | bereit · dies.	YES
E277	f83r	B3	B3-S021	chey	Y	dieser Posten	NON_ACTION_CONTRIBUTION	dieser Posten	Bildbesitzer: unverbundener Zwischenbereich. Folge: setze nach Maß an → ablagern → stehen lassen → umfüllen. Angaben: bereit · dies | Ziel | dies | Maß | dies | Ziel | bereit · dies.	YES
E278	f83r	B3	B3-S021	tal	AL	bezeichnete Stelle	NON_ACTION_CONTRIBUTION	bezeichnete Stelle	Bildbesitzer: unverbundener Zwischenbereich. Folge: setze nach Maß an → ablagern → stehen lassen → umfüllen. Angaben: bereit · dies | Ziel | dies | Maß | dies | Ziel | bereit · dies.	YES
E279	f83r	B3	B3-S021	shcthy	CTH+Y	bereit · dieser Posten	NON_ACTION_CONTRIBUTION	bereit · dieser Posten	Bildbesitzer: unverbundener Zwischenbereich. Folge: setze nach Maß an → ablagern → stehen lassen → umfüllen. Angaben: bereit · dies | Ziel | dies | Maß | dies | Ziel | bereit · dies.	YES
E280	f83r	B3	B3-S021	dalchdy	AL+CHD+DY	den laufenden Posten an bezeichnete Stelle umsetzen; Schritt schließen	umfüllen	umfüllen	Bildbesitzer: unverbundener Zwischenbereich. Folge: setze nach Maß an → ablagern → stehen lassen → umfüllen. Angaben: bereit · dies | Ziel | dies | Maß | dies | Ziel | bereit · dies.	YES
E281	f83r	B3	B3-S022	qotchedy	OT+CHD+DY	danach den laufenden Posten umsetzen; Schritt schließen	überführen	in die nächste Station weitergeben	Bildbesitzer: unverbundener Zwischenbereich. Folge: führe zur nächsten Station.	YES
E282	f83r	B3	B3-S023	lchedy	L+CHD+DY	weiterleiten, überführen und den Schritt schließen	abführen + überführen	abführen + überführen	Bildbesitzer: unverbundener Zwischenbereich. Folge: abführen + überführen.	YES
E283	f83r	B3	B3-S024	tchedy	CHD+DY	überführen und den Schritt schließen	überführen	in die nächste Station weitergeben	Bildbesitzer: unverbundener Zwischenbereich. Folge: führe zur nächsten Station.	YES
E284	f83r	B3	B3-S025	qokchdy	OK+CHD+DY	den laufenden Posten ansetzen und umsetzen; Schritt schließen	einsetzen + überführen	einsetzen + überführen	Bildbesitzer: unverbundener Zwischenbereich. Folge: einsetzen + überführen.	YES
E285	f83r	B3	B3-S026	cheedar	EE+AR	länger · von dort	NON_ACTION_CONTRIBUTION	länger · von dort	Bildbesitzer: unverbundener Zwischenbereich. Folge: ableiten → umschöpfen → gib einen Teil hinein → abkühlen lassen → auffangen und stehen lassen. Angaben: länger · davon | bereit · dies.	YES
E286	f83r	B3	B3-S026	chldaiin	L+AIIN	den laufenden Posten nach vorgeschriebenes Maß führen	ableiten	ableiten	Bildbesitzer: unverbundener Zwischenbereich. Folge: ableiten → umschöpfen → gib einen Teil hinein → abkühlen lassen → auffangen und stehen lassen. Angaben: länger · davon | bereit · dies.	YES
E287	f83r	B3	B3-S026	chedy	CHD+Y	den aktuellen Posten umsetzen	umsetzen	umschöpfen	Bildbesitzer: unverbundener Zwischenbereich. Folge: ableiten → umschöpfen → gib einen Teil hinein → abkühlen lassen → auffangen und stehen lassen. Angaben: länger · davon | bereit · dies.	YES
E288	f83r	B3	B3-S026	qokain	OK+AIN	den laufenden Posten nach Portion ansetzen	einsetzen	eine Portion einfüllen	Bildbesitzer: unverbundener Zwischenbereich. Folge: ableiten → umschöpfen → gib einen Teil hinein → abkühlen lassen → auffangen und stehen lassen. Angaben: länger · davon | bereit · dies.	YES
