event_serial	event_id	record_unit_id	page	locus	field_id	statement_id	joint_tuple_id	surface_display	previous_architecture	carrier_closure_status	carrier_rule_ids	closed_architecture	teaching_symbol	closed_parse	closed_card_reading_de	contextual_event_reading_de	step_closure_role
180	E180	B2	f82r	f82r.3	F050	B2-S005	b5fcea1eaed06b2f2291	qokaiin	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	OK_SET+AIIN_TARGET_MEASURE	auf Sollmaß einstellen	auf Sollmaß einstellen	NO_EVENT_CLOSE
181	E181	B2	f82r	f82r.4	F051	B2-S005	b5fcea1eaed06b2f2291	qokaiin	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	OK_SET+AIIN_TARGET_MEASURE	auf Sollmaß einstellen	auf Sollmaß einstellen	NO_EVENT_CLOSE
182	E182	B2	f82r	f82r.4	F051	B2-S005	a8f891de626fc00028e9	octheol	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	CTH_READY+OL_CONTINUE	bereit weiterfuehren	bereit weiterfuehren	NO_EVENT_CLOSE
183	E183	B2	f82r	f82r.4	F051	B2-S005	f0db6d30cd34f4cb2a4d	chkeey	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	CHK_WARM+GRADE_2+Y_CURRENT	länger wärmen	länger wärmen	NO_EVENT_CLOSE
184	E184	B2	f82r	f82r.4	F051	B2-S005	04a3877f0fc81b7597c9	ldy	PARTIAL_COMPOSITION	PROMOTED_FROM_PARTIAL	C02_TERMINAL_D_FRAME	PRODUCTIVE_COMPOSITION	P	L_OUT+CLOSE_EXACT	abziehen; Ende	abziehen; Ende	COMMIT_CELL
185	E185	B2	f82r	f82r.4	F052	B2-S006	5d5e0b288cf36864ed9d	oteey	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	OT_FOLLOW+GRADE_2+Y_ITEM	langer Folgeposten	langer Folgeposten	NO_EVENT_CLOSE
186	E186	B2	f82r	f82r.4	F052	B2-S006	308e8ea2d5d190c498e8	qokal	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	OK_SET+AL_TO	dort ansetzen	dort ansetzen	NO_EVENT_CLOSE
187	E187	B2	f82r	f82r.4	F052	B2-S006	c1913ec4ff84148da6d3	sheckhy	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	CKH_THROUGH+E_SHORT+Y_CURRENT	kurz durchleiten	kurz durchleiten	NO_EVENT_CLOSE
188	E188	B2	f82r	f82r.4	F052	B2-S006	276a7c2d74d1143446f4	qoky	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	OK_SET+Y_OPEN	Posten ansetzen	Posten ansetzen	NO_EVENT_CLOSE
189	E189	B2	f82r	f82r.7	F053	B2-S007	cbb42a4fe68068325d6b	dshedy	MEMORIZED_WHOLE_CARD	UNCHANGED_WHOLE	NONE	MEMORIZED_WHOLE_CARD	W	DSHE_FRESH_WATER+DY_CLOSE	Frischwasser	Frischwasser	COMMIT_CELL
190	E190	B2	f82r	f82r.7	F054	B2-S008	54d0e228ca346110af05	sotaiin	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	OT_FOLLOW+AIIN_MEASURE	Folgemaß	Folgemaß	NO_EVENT_CLOSE
191	E191	B2	f82r	f82r.7	F054	B2-S008	3ae9a121ba0045b913e8	qokar	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	OK_SET+AR_FROM	daraus ansetzen	daraus ansetzen	NO_EVENT_CLOSE
192	E192	B2	f82r	f82r.7	F054	B2-S008	bc4f1f5c006c74a4d26d	shedy	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	SHED_SETTLE+GRADE_1+DY_CLOSE	absetzen; Schluss	absetzen; Schluss	COMMIT_CELL
193	E193	B2	f82r	f82r.7	F055	B2-S009	daa1347f456415fe8737	solshedy	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	OL_CONTINUE+SHED_SETTLE+CLOSE	weiter absetzen; Schluss	weiter absetzen; Schluss	COMMIT_CELL
194	E194	B2	f82r	f82r.7	F056	B2-S010	0275fbf14e07935b0a45	qokeey	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	OK_SET+GRADE_2+Y_OPEN	länger ansetzen	länger ansetzen	NO_EVENT_CLOSE
195	E195	B2	f82r	f82r.7	F056	B2-S010	276a7c2d74d1143446f4	qoky	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	OK_SET+Y_OPEN	Posten ansetzen	Posten ansetzen	NO_EVENT_CLOSE
196	E196	B2	f82r	f82r.7	F056	B2-S010	5eff216ba51fbfb21f22	ls	PARTIAL_COMPOSITION	PROMOTED_FROM_PARTIAL	C04_S_PORT	PRODUCTIVE_COMPOSITION	P	L_OUT+S_PORT	Auslass	Auslass	NO_EVENT_CLOSE
197	E197	B2	f82r	f82r.7	F056	B2-S010	b5df9126607030b95175	cheey	MEMORIZED_WHOLE_CARD	UNCHANGED_WHOLE	NONE	MEMORIZED_WHOLE_CARD	W	SHEY_CLEAR_LIQUID_WHOLE	Klarlauf	Klarlauf	NO_EVENT_CLOSE
198	E198	B2	f82r	f82r.19	F057	B2-S011	1645e612504fcef59ced	okain	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	OK+AIN_PORTION	eine Portion zugeben	eine Portion zugeben	NO_EVENT_CLOSE
199	E199	B2	f82r	f82r.19	F057	B2-S011	4d4559019a961b834aa1	char	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	AR_FROM	daraus	daraus	NO_EVENT_CLOSE
200	E200	B2	f82r	f82r.19	F057	B2-S011	1645e612504fcef59ced	okain	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	OK+AIN_PORTION	eine Portion zugeben	eine Portion zugeben	NO_EVENT_CLOSE
201	E201	B2	f82r	f82r.19	F057	B2-S011	7d25241b0e56c836372a	qokeedy	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	OK_SET+GRADE_2+DY_CLOSE	länger ansetzen; Schluss	länger ansetzen; Schluss	COMMIT_CELL
202	E202	B2	f82r	f82r.19	F058	B2-S012	0ab57b7166de99db3a55	lchy	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	LCH_WITHDRAW+Y_ITEM	abziehen	abziehen	NO_EVENT_CLOSE
203	E203	B2	f82r	f82r.23	F059	B2-S012	b5df9126607030b95175	cheey	MEMORIZED_WHOLE_CARD	UNCHANGED_WHOLE	NONE	MEMORIZED_WHOLE_CARD	W	SHEY_CLEAR_LIQUID_WHOLE	Klarlauf	Klarlauf	NO_EVENT_CLOSE
204	E204	B2	f82r	f82r.23	F059	B2-S012	6b89d6dd70635bc60fe0	qcthey	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	CTH_READY+GRADE_1+Y_CURRENT	kurz bereithalten	kurz bereithalten	NO_EVENT_CLOSE
205	E205	B2	f82r	f82r.23	F059	B2-S012	0275fbf14e07935b0a45	qokeey	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	OK_SET+GRADE_2+Y_OPEN	länger ansetzen	länger ansetzen	NO_EVENT_CLOSE
206	E206	B2	f82r	f82r.23	F059	B2-S012	5fca8fc3dee57e1d8c1f	lcheey	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	L_OUT+CHEEY_CLEAR_FLOW	Klarlauf abfuehren	Klarlauf abfuehren	NO_EVENT_CLOSE
207	E207	B2	f82r	f82r.23	F059	B2-S012	2f1c5e56e8f0ff459065	daiin	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	AIIN_TARGET_MEASURE	Sollmaß	Sollmaß	NO_EVENT_CLOSE
208	E208	B2	f82r	f82r.23	F059	B2-S012	b921a237be883a820352	chey	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	Y_CURRENT_ITEM_CARD	dieser Posten	dieser Posten	NO_EVENT_CLOSE
209	E209	B2	f82r	f82r.23	F059	B2-S012	d25110e0d8488927278f	qokeeedy	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	OK_SET+GRADE_3+DY_CLOSE	vollständig ansetzen; Schluss	vollständig ansetzen; Schluss	COMMIT_CELL
210	E210	B2	f82r	f82r.23	F060	B2-S013	de7321bface5628e35d6	lchedy	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	L_OUT+CHED_TRANSFER+TERMINAL	abführen; Schluss	abführen; Schluss	COMMIT_CELL
211	E211	B2	f82r	f82r.23	F061	B2-S014	29e0eb222ef2fb99523a	lar	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	L_OUT+AR_FROM	von dort abfuehren	von dort abfuehren	NO_EVENT_CLOSE
212	E212	B2	f82r	f82r.26	F062	B2-S015	d4a31dbcf1ed6d9e5aa9	tshey	PARTIAL_COMPOSITION	PROMOTED_FROM_PARTIAL	C01_LOCAL_FRAME	PRODUCTIVE_COMPOSITION	P	T_FRAME+SHEY_CLEAR_FLOW	Klarlauf	Klarlauf	NO_EVENT_CLOSE
213	E213	B2	f82r	f82r.26	F062	B2-S015	7d25241b0e56c836372a	qokeedy	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	OK_SET+GRADE_2+DY_CLOSE	länger ansetzen; Schluss	länger ansetzen; Schluss	COMMIT_CELL
214	E214	B2	f82r	f82r.26	F063	B2-S016	dd0ecaf5e27d81befffc	cheal	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	AL_TO	dorthin	dorthin	NO_EVENT_CLOSE
215	E215	B2	f82r	f82r.26	F063	B2-S016	0f15effeca7ab10bb026	lchedar	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	L_OUT+CHED_TRANSFER+AR_FROM	von dort abführen	von dort abführen	NO_EVENT_CLOSE
216	E216	B2	f82r	f82r.26	F063	B2-S016	db729b598e89e11452e0	ches	MEMORIZED_WHOLE_CARD	UNCHANGED_WHOLE	NONE	MEMORIZED_WHOLE_CARD	W	MEMORIZED_WHOLE_CARD	teilen	teilen	NO_EVENT_CLOSE
217	E217	B2	f82r	f82r.26	F063	B2-S016	2f1c5e56e8f0ff459065	aiin	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	AIIN_TARGET_MEASURE	Sollmaß	Sollmaß	NO_EVENT_CLOSE
218	E218	B2	f82r	f82r.26	F063	B2-S016	5d5e0b288cf36864ed9d	oteey	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	OT_FOLLOW+GRADE_2+Y_ITEM	langer Folgeposten	langer Folgeposten	NO_EVENT_CLOSE
219	E219	B2	f82r	f82r.26	F063	B2-S016	b5fcea1eaed06b2f2291	qokaiin	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	OK_SET+AIIN_TARGET_MEASURE	auf Sollmaß einstellen	auf Sollmaß einstellen	NO_EVENT_CLOSE
220	E220	B2	f82r	f82r.26	F063	B2-S016	08bd5ca0c2ad137a056d	okey	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	OK_SET+GRADE_1+Y_OPEN	kurz ansetzen	kurz ansetzen	NO_EVENT_CLOSE
221	E221	B2	f82r	f82r.27	F064	B2-S016	65df3cd9e59060042d47	pchedy	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	P_IN+CHED_TRANSFER+TERMINAL	einführen; Schluss	einführen; Schluss	COMMIT_CELL
222	E222	B2	f82r	f82r.27	F065	B2-S017	98bdc4244c84cbef3321	rsheal	PARTIAL_COMPOSITION	PROMOTED_FROM_PARTIAL	C01_LOCAL_FRAME	PRODUCTIVE_COMPOSITION	P	R_FRAME+SH_REST+E_SHORT+AL_TO	kurz am Ziel ruhen	kurz am Ziel ruhen	NO_EVENT_CLOSE
223	E223	B2	f82r	f82r.27	F065	B2-S017	78b3b3140714da19090d	daldy	PARTIAL_COMPOSITION	PROMOTED_FROM_PARTIAL	C02_TERMINAL_D_FRAME	PRODUCTIVE_COMPOSITION	P	D_SIDE_FRAME+AL_TO+CLOSE_EXACT	Nebenoeffnung; Schluss	Nebenöffnung; Schluss	COMMIT_CELL
224	E224	B2	f82r	f82r.27	F066	B2-S018	7d25241b0e56c836372a	qokeedy	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	OK_SET+GRADE_2+DY_CLOSE	länger ansetzen; Schluss	länger ansetzen; Schluss	COMMIT_CELL
225	E225	B2	f82r	f82r.27	F067	B2-S019	7f68f60279efe6b28cd7	rshedy	MEMORIZED_WHOLE_CARD	UNCHANGED_WHOLE	NONE	MEMORIZED_WHOLE_CARD	W	RSHE_WASH_WHOLE_CARD+DY_CLOSE	Waschgang	Waschgang	COMMIT_CELL
226	E226	B2	f82r	f82r.27	F068	B2-S020	ff178343c18e287ce3b7	qoteedy	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	OT_FOLLOW+GRADE_2+CLOSE	lange Folge; Schluss	lange Folge; Schluss	COMMIT_CELL
227	E227	B2	f82r	f82r.27	F069	B2-S021	7d25241b0e56c836372a	qokeedy	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	OK_SET+GRADE_2+DY_CLOSE	länger ansetzen; Schluss	länger ansetzen; Schluss	COMMIT_CELL
228	E228	B2	f82r	f82r.27	F070	B2-S022	f2af6326898fb5b490a4	lochedy	PARTIAL_COMPOSITION	PROMOTED_FROM_PARTIAL	C03_O_RESIDUAL_BRANCH|C02_TERMINAL_D_FRAME	PRODUCTIVE_COMPOSITION	P	L_OUT+O_RESIDUAL_BRANCH+CHED_TRANSFER+CLOSE_EXACT	Rest abfuehren; Schluss	Rest abführen; Schluss	COMMIT_CELL
229	E229	B3	f83r	f83r.3	F071	B3-S001	3b70942557b3a40e8030	olkeedy	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	SOLK_COLLECT+EE_LONG+TERMINAL	länger sammeln; Schluss	länger sammeln; Schluss	COMMIT_CELL
230	E230	B3	f83r	f83r.3	F072	B3-S002	90bcf0a9ec0ef56399e6	qotal	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	OT_NEXT+AL_TO	danach dorthin	danach dorthin	NO_EVENT_CLOSE
231	E231	B3	f83r	f83r.3	F072	B3-S002	a84fbe3ad380df345b97	chkeedy	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	CHK_WARM+GRADE_2+DY_CLOSE	länger wärmen; Schluss	länger wärmen; Schluss	COMMIT_CELL
232	E232	B3	f83r	f83r.3	F073	B3-S003	b921a237be883a820352	chey	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	Y_CURRENT_ITEM_CARD	dieser Posten	dieser Posten	NO_EVENT_CLOSE
233	E233	B3	f83r	f83r.3	F073	B3-S003	2f1c5e56e8f0ff459065	daiin	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	AIIN_TARGET_MEASURE	Sollmaß	Sollmaß	NO_EVENT_CLOSE
234	E234	B3	f83r	f83r.3	F073	B3-S003	b921a237be883a820352	chey	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	Y_CURRENT_ITEM_CARD	dieser Posten	dieser Posten	NO_EVENT_CLOSE
235	E235	B3	f83r	f83r.3	F073	B3-S003	de7321bface5628e35d6	lchedy	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	L_OUT+CHED_TRANSFER+TERMINAL	abführen; Schluss	abführen; Schluss	COMMIT_CELL
236	E236	B3	f83r	f83r.3	F074	B3-S004	b5fcea1eaed06b2f2291	qokaiin	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	OK_SET+AIIN_TARGET_MEASURE	auf Sollmaß einstellen	auf Sollmaß einstellen	NO_EVENT_CLOSE
237	E237	B3	f83r	f83r.3	F074	B3-S004	90bcf0a9ec0ef56399e6	qotal	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	OT_NEXT+AL_TO	danach dorthin	danach dorthin	NO_EVENT_CLOSE
238	E238	B3	f83r	f83r.3	F074	B3-S004	4d4559019a961b834aa1	dar	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	AR_FROM	daraus	daraus	NO_EVENT_CLOSE
239	E239	B3	f83r	f83r.6	F075	B3-S005	259b2b3b0bf859882e2c	schedy	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	CHED_TRANSFER+TERMINAL	umsetzen; Schluss	umsetzen; Schluss	COMMIT_CELL
240	E240	B3	f83r	f83r.6	F076	B3-S006	5e8441397e7c0faf042b	chedchy	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	CHED_TRANSFER+CHY_ITEM	umsetzen	umsetzen	NO_EVENT_CLOSE
241	E241	B3	f83r	f83r.6	F076	B3-S006	308e8ea2d5d190c498e8	qokal	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	OK_SET+AL_TO	dort ansetzen	dort ansetzen	NO_EVENT_CLOSE
242	E242	B3	f83r	f83r.6	F076	B3-S006	28ffbc88b97772a75f1e	olchedy	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	OL_CONTINUE+CHED_TRANSFER+TERMINAL_CLOSE	fortsetzen; Schluss	fortsetzen; Schluss	COMMIT_CELL
243	E243	B3	f83r	f83r.6	F077	B3-S007	b5fcea1eaed06b2f2291	qokaiin	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	OK_SET+AIIN_TARGET_MEASURE	auf Sollmaß einstellen	auf Sollmaß einstellen	NO_EVENT_CLOSE
244	E244	B3	f83r	f83r.6	F077	B3-S007	6f7ff8287eddf4da9fdb	chedy	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	CHD~CHED_TRANSFER+Y_ITEM	umsetzen	umsetzen	NO_EVENT_CLOSE
245	E245	B3	f83r	f83r.6	F077	B3-S007	7d25241b0e56c836372a	qokeedy	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	OK_SET+GRADE_2+DY_CLOSE	länger ansetzen; Schluss	länger ansetzen; Schluss	COMMIT_CELL
246	E246	B3	f83r	f83r.6	F078	B3-S008	de7321bface5628e35d6	lchedy	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	L_OUT+CHED_TRANSFER+TERMINAL	abführen; Schluss	abführen; Schluss	COMMIT_CELL
247	E247	B3	f83r	f83r.6	F079	B3-S009	276a7c2d74d1143446f4	qoky	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	OK_SET+Y_OPEN	Posten ansetzen	Posten ansetzen	NO_EVENT_CLOSE
248	E248	B3	f83r	f83r.8	F080	B3-S010	ba540da978ea132f6da5	pchedal	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	P_IN+CHED_TRANSFER+AL_TO	Einlass	Einlass	NO_EVENT_CLOSE
249	E249	B3	f83r	f83r.8	F080	B3-S010	c45ebac60774620561e2	otedy	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	OT_FOLLOW+GRADE_1+CLOSE	kurze Folge; Schluss	kurze Folge; Schluss	COMMIT_CELL
250	E250	B3	f83r	f83r.8	F081	B3-S011	348e81ba084c5acdb32b	shecthedchy	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	CTH_READY+CHED_TRANSFER+Y_CURRENT	bereiten Posten umsetzen	bereiten Posten umsetzen	NO_EVENT_CLOSE
251	E251	B3	f83r	f83r.8	F081	B3-S011	276a7c2d74d1143446f4	qoky	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	OK_SET+Y_OPEN	Posten ansetzen	Posten ansetzen	NO_EVENT_CLOSE
252	E252	B3	f83r	f83r.8	F081	B3-S011	6f7ff8287eddf4da9fdb	chedy	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	CHD~CHED_TRANSFER+Y_ITEM	umsetzen	umsetzen	NO_EVENT_CLOSE
253	E253	B3	f83r	f83r.8	F081	B3-S011	0bdc8b6db811b4e67a63	chary	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	AR_FROM+Y_CURRENT	daraus	daraus	NO_EVENT_CLOSE
254	E254	B3	f83r	f83r.11	F082	B3-S012	7a4bb8136330ee4e6e56	sor	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	OR_BATCH	Ansatz	Ansatz	NO_EVENT_CLOSE
255	E255	B3	f83r	f83r.11	F082	B3-S012	bc4f1f5c006c74a4d26d	shedy	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	SHED_SETTLE+GRADE_1+DY_CLOSE	absetzen; Schluss	absetzen; Schluss	COMMIT_CELL
256	E256	B3	f83r	f83r.11	F083	B3-S013	b5fcea1eaed06b2f2291	qokaiin	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	OK_SET+AIIN_TARGET_MEASURE	auf Sollmaß einstellen	auf Sollmaß einstellen	NO_EVENT_CLOSE
257	E257	B3	f83r	f83r.11	F083	B3-S013	9da1b6ac2c929daea697	chkain	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	AIN_PORTION	eine Portion	eine Portion	NO_EVENT_CLOSE
258	E258	B3	f83r	f83r.11	F083	B3-S013	6b89d6dd70635bc60fe0	shcthey	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	CTH_READY+GRADE_1+Y_CURRENT	kurz bereithalten	kurz bereithalten	NO_EVENT_CLOSE
259	E259	B3	f83r	f83r.11	F083	B3-S013	7db18b2f0fb7ed0fcfd3	qokedy	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	OK_SET+GRADE_1+DY_CLOSE	kurz ansetzen; Schluss	kurz ansetzen; Schluss	COMMIT_CELL
260	E260	B3	f83r	f83r.11	F084	B3-S014	7d2404c835b10a2c06af	okair	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	OK_SET+AIR_WATER	Wasser einlassen	Wasser einlassen	NO_EVENT_CLOSE
261	E261	B3	f83r	f83r.11	F084	B3-S014	03626ca94cb17800d767	sheedy	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	SHED_SETTLE+GRADE_2+DY_CLOSE	länger absetzen; Schluss	länger absetzen; Schluss	COMMIT_CELL
262	E262	B3	f83r	f83r.11	F085	B3-S015	de7321bface5628e35d6	lchedy	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	L_OUT+CHED_TRANSFER+TERMINAL	abführen; Schluss	abführen; Schluss	COMMIT_CELL
263	E263	B3	f83r	f83r.11	F086	B3-S016	2b7fa918d1b2f5c656e3	lo	PARTIAL_COMPOSITION	PROMOTED_FROM_PARTIAL	C03_O_RESIDUAL_BRANCH	PRODUCTIVE_COMPOSITION	P	L_OUT+O_RESIDUAL_BRANCH	abfuehren	abfuehren	NO_EVENT_CLOSE
264	E264	B3	f83r	f83r.14	F087	B3-S016	07913ef9b1fb773cd325	qokchedy	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	OK+CHED_TRANSFER+CLOSE	umsetzen; Schluss	umsetzen; Schluss	COMMIT_CELL
265	E265	B3	f83r	f83r.14	F088	B3-S017	7d25241b0e56c836372a	qokeedy	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	OK_SET+GRADE_2+DY_CLOSE	länger ansetzen; Schluss	länger ansetzen; Schluss	COMMIT_CELL
266	E266	B3	f83r	f83r.14	F089	B3-S018	bc4f1f5c006c74a4d26d	shedy	PRODUCTIVE_COMPOSITION	UNCHANGED_PRODUCTIVE	NONE	PRODUCTIVE_COMPOSITION	P	SHED_SETTLE+GRADE_1+DY_CLOSE	absetzen; Schluss	absetzen; Schluss	COMMIT_CELL
