atom_id	event_id	physical_page	locus	surface	channel	component_position	component	abstract_core_de	register_expansion_de
P931-A02544	P912-E1075	f81v	f81v.24	qokal	WORKSHOP_PROSE	2	AL	ZIEL	Ziel- oder Anschlussstelle
P931-A02545	P912-E1076	f81v	f81v.24	okeey	WORKSHOP_PROSE	1	OK	AKTIVIEREN	Arbeitsgang ansetzen
P931-A02546	P912-E1076	f81v	f81v.24	okeey	WORKSHOP_PROSE	2	EE	GRAD_2	länger oder gehalten
P931-A02547	P912-E1076	f81v	f81v.24	okeey	WORKSHOP_PROSE	3	Y	REFERENT	dieser Arbeitsgegenstand
P931-A02548	P912-E1077	f81v	f81v.24	qol	WORKSHOP_PROSE	1	OL	FORTSETZUNG	im selben Arbeitsgang fortfahren
P931-A02549	P912-E1078	f81v	f81v.24	cheedy	WORKSHOP_PROSE	1	CH	AUSWAHL_ENTNAHME	bezeichneten Anteil entnehmen
P931-A02550	P912-E1078	f81v	f81v.24	cheedy	WORKSHOP_PROSE	2	EE	GRAD_2	länger oder gehalten
P931-A02551	P912-E1078	f81v	f81v.24	cheedy	WORKSHOP_PROSE	3	D_ADDR	UNTERADRESSE	bezeichneter Teil
P931-A02552	P912-E1078	f81v	f81v.24	cheedy	WORKSHOP_PROSE	4	Y	REFERENT	dieser Arbeitsgegenstand
P931-A02553	P912-E1079	f81v	f81v.24	sal	WORKSHOP_PROSE	1	S	AUSWAHL	Arbeitsvariante auswählen
P931-A02554	P912-E1079	f81v	f81v.24	sal	WORKSHOP_PROSE	2	AL	ZIEL	Ziel- oder Anschlussstelle
P931-A02555	P912-E1080	f81v	f81v.24	teol	WORKSHOP_PROSE	1	E	GRAD_1	kurz oder direkt
P931-A02556	P912-E1080	f81v	f81v.24	teol	WORKSHOP_PROSE	2	OL	FORTSETZUNG	im selben Arbeitsgang fortfahren
P931-A02557	P912-E1081	f81v	f81v.24	dchdy	WORKSHOP_PROSE	1	CHD	WECHSEL	Arbeitsgut umsetzen
P931-A02558	P912-E1081	f81v	f81v.24	dchdy	WORKSHOP_PROSE	2	DY	ABSCHLUSS	Arbeitsschritt schließen
P931-A02559	P912-E1082	f81v	f81v.24	ly	WORKSHOP_PROSE	1	L	VERBINDUNG	entlang des Arbeitswegs führen
P931-A02560	P912-E1082	f81v	f81v.24	ly	WORKSHOP_PROSE	2	Y	REFERENT	dieser Arbeitsgegenstand
P931-A02561	P912-E1083	f81v	f81v.25	oshedy	WORKSHOP_PROSE	1	O	LAUF	Arbeitsgang ausführen
P931-A02562	P912-E1083	f81v	f81v.25	oshedy	WORKSHOP_PROSE	2	SHED	ABSETZUNG	absetzen lassen
P931-A02563	P912-E1083	f81v	f81v.25	oshedy	WORKSHOP_PROSE	3	Y	REFERENT	dieser Arbeitsgegenstand
P931-A02564	P912-E1084	f81v	f81v.25	qotedy	WORKSHOP_PROSE	1	OT	NAECHSTER	danach oder nächster Posten
P931-A02565	P912-E1084	f81v	f81v.25	qotedy	WORKSHOP_PROSE	2	E	GRAD_1	kurz oder direkt
P931-A02566	P912-E1084	f81v	f81v.25	qotedy	WORKSHOP_PROSE	3	DY	ABSCHLUSS	Arbeitsschritt schließen
P931-A02567	P912-E1085	f81v	f81v.25	shol	WORKSHOP_PROSE	1	SH	HALTEN	Arbeitsgegenstand halten
P931-A02568	P912-E1085	f81v	f81v.25	shol	WORKSHOP_PROSE	2	OL	FORTSETZUNG	im selben Arbeitsgang fortfahren
P931-A02569	P912-E1086	f81v	f81v.25	chedy	WORKSHOP_PROSE	1	CHD	WECHSEL	Arbeitsgut umsetzen
P931-A02570	P912-E1086	f81v	f81v.25	chedy	WORKSHOP_PROSE	2	Y	REFERENT	dieser Arbeitsgegenstand
P931-A02571	P912-E1087	f81v	f81v.25	y	WORKSHOP_PROSE	1	Y	REFERENT	dieser Arbeitsgegenstand
P931-A02572	P912-E1088	f81v	f81v.25	shchey	WORKSHOP_PROSE	1	SH	HALTEN	Arbeitsgegenstand halten
P931-A02573	P912-E1088	f81v	f81v.25	shchey	WORKSHOP_PROSE	2	Y	REFERENT	dieser Arbeitsgegenstand
P931-A02574	P912-E1089	f81v	f81v.25	ol	WORKSHOP_PROSE	1	OL	FORTSETZUNG	im selben Arbeitsgang fortfahren
P931-A02575	P912-E1090	f81v	f81v.25	chey	WORKSHOP_PROSE	1	Y	REFERENT	dieser Arbeitsgegenstand
P931-A02576	P912-E1091	f81v	f81v.25	qol	WORKSHOP_PROSE	1	OL	FORTSETZUNG	im selben Arbeitsgang fortfahren
P931-A02577	P912-E1092	f81v	f81v.25	chedy	WORKSHOP_PROSE	1	CHD	WECHSEL	Arbeitsgut umsetzen
P931-A02578	P912-E1092	f81v	f81v.25	chedy	WORKSHOP_PROSE	2	Y	REFERENT	dieser Arbeitsgegenstand
P931-A02579	P912-E1093	f81v	f81v.25	tchd	WORKSHOP_PROSE	1	T	EINSTELLUNG	Arbeitsgang einstellen
P931-A02580	P912-E1093	f81v	f81v.25	tchd	WORKSHOP_PROSE	2	CHD	WECHSEL	Arbeitsgut umsetzen
P931-A02581	P912-E1094	f81v	f81v.25	oky	WORKSHOP_PROSE	1	OK	AKTIVIEREN	Arbeitsgang ansetzen
P931-A02582	P912-E1094	f81v	f81v.25	oky	WORKSHOP_PROSE	2	Y	REFERENT	dieser Arbeitsgegenstand
P931-A02583	P912-E1095	f81v	f81v.26	ol	WORKSHOP_PROSE	1	OL	FORTSETZUNG	im selben Arbeitsgang fortfahren
P931-A02584	P912-E1096	f81v	f81v.26	checholtar	WORKSHOP_PROSE	1	CH	AUSWAHL_ENTNAHME	bezeichneten Anteil entnehmen
P931-A02585	P912-E1096	f81v	f81v.26	checholtar	WORKSHOP_PROSE	2	E	GRAD_1	kurz oder direkt
P931-A02586	P912-E1096	f81v	f81v.26	checholtar	WORKSHOP_PROSE	3	OL	FORTSETZUNG	im selben Arbeitsgang fortfahren
P931-A02587	P912-E1096	f81v	f81v.26	checholtar	WORKSHOP_PROSE	4	T	EINSTELLUNG	Arbeitsgang einstellen
P931-A02588	P912-E1096	f81v	f81v.26	checholtar	WORKSHOP_PROSE	5	AR	QUELLE	Entnahmestelle
P931-A02589	P912-E1097	f81v	f81v.26	oiin	WORKSHOP_PROSE	1	O	LAUF	Arbeitsgang ausführen
P931-A02590	P912-E1097	f81v	f81v.26	oiin	WORKSHOP_PROSE	2	IIN	STUFE	Arbeitsstufe
P931-A02591	P912-E1098	f81v	f81v.26	okedy	WORKSHOP_PROSE	1	OK	AKTIVIEREN	Arbeitsgang ansetzen
P931-A02592	P912-E1098	f81v	f81v.26	okedy	WORKSHOP_PROSE	2	E	GRAD_1	kurz oder direkt
P931-A02593	P912-E1098	f81v	f81v.26	okedy	WORKSHOP_PROSE	3	DY	ABSCHLUSS	Arbeitsschritt schließen
P931-A02594	P912-E1099	f81v	f81v.26	dal	WORKSHOP_PROSE	1	AL	ZIEL	Ziel- oder Anschlussstelle
P931-A02595	P912-E1100	f81v	f81v.26	shey	WORKSHOP_PROSE	1	SH	HALTEN	Arbeitsgegenstand halten
P931-A02596	P912-E1100	f81v	f81v.26	shey	WORKSHOP_PROSE	2	E	GRAD_1	kurz oder direkt
P931-A02597	P912-E1100	f81v	f81v.26	shey	WORKSHOP_PROSE	3	Y	REFERENT	dieser Arbeitsgegenstand
P931-A02598	P912-E1101	f81v	f81v.26	olkeol	WORKSHOP_PROSE	1	OL	FORTSETZUNG	im selben Arbeitsgang fortfahren
P931-A02599	P912-E1101	f81v	f81v.26	olkeol	WORKSHOP_PROSE	2	K	ZUORDNUNG	Material zugeben
P931-A02600	P912-E1101	f81v	f81v.26	olkeol	WORKSHOP_PROSE	3	E	GRAD_1	kurz oder direkt
P931-A02601	P912-E1101	f81v	f81v.26	olkeol	WORKSHOP_PROSE	4	OL	FORTSETZUNG	im selben Arbeitsgang fortfahren
P931-A02602	P912-E1102	f81v	f81v.26	olkeedy	WORKSHOP_PROSE	1	SOLK	SAMMELSTELLE	auffangen
P931-A02603	P912-E1102	f81v	f81v.26	olkeedy	WORKSHOP_PROSE	2	EE	GRAD_2	länger oder gehalten
P931-A02604	P912-E1102	f81v	f81v.26	olkeedy	WORKSHOP_PROSE	3	DY	ABSCHLUSS	Arbeitsschritt schließen
P931-A02605	P912-E1103	f81v	f81v.26	okeol	WORKSHOP_PROSE	1	OK	AKTIVIEREN	Arbeitsgang ansetzen
P931-A02606	P912-E1103	f81v	f81v.26	okeol	WORKSHOP_PROSE	2	E	GRAD_1	kurz oder direkt
P931-A02607	P912-E1103	f81v	f81v.26	okeol	WORKSHOP_PROSE	3	OL	FORTSETZUNG	im selben Arbeitsgang fortfahren
P931-A02608	P912-E1104	f81v	f81v.27	dsheol	WORKSHOP_PROSE	1	SH	HALTEN	Arbeitsgegenstand halten
P931-A02609	P912-E1104	f81v	f81v.27	dsheol	WORKSHOP_PROSE	2	E	GRAD_1	kurz oder direkt
P931-A02610	P912-E1104	f81v	f81v.27	dsheol	WORKSHOP_PROSE	3	OL	FORTSETZUNG	im selben Arbeitsgang fortfahren
P931-A02611	P912-E1105	f81v	f81v.27	oiiin	WORKSHOP_PROSE	1	O	LAUF	Arbeitsgang ausführen
P931-A02612	P912-E1105	f81v	f81v.27	oiiin	WORKSHOP_PROSE	2	IIN	STUFE	Arbeitsstufe
P931-A02613	P912-E1106	f81v	f81v.27	olkeedy	WORKSHOP_PROSE	1	SOLK	SAMMELSTELLE	auffangen
P931-A02614	P912-E1106	f81v	f81v.27	olkeedy	WORKSHOP_PROSE	2	EE	GRAD_2	länger oder gehalten
P931-A02615	P912-E1106	f81v	f81v.27	olkeedy	WORKSHOP_PROSE	3	DY	ABSCHLUSS	Arbeitsschritt schließen
P931-A02616	P912-E1107	f81v	f81v.27	tedy	WORKSHOP_PROSE	1	T	EINSTELLUNG	Arbeitsgang einstellen
P931-A02617	P912-E1107	f81v	f81v.27	tedy	WORKSHOP_PROSE	2	E	GRAD_1	kurz oder direkt
P931-A02618	P912-E1107	f81v	f81v.27	tedy	WORKSHOP_PROSE	3	DY	ABSCHLUSS	Arbeitsschritt schließen
P931-A02619	P912-E1108	f81v	f81v.27	cheky	WORKSHOP_PROSE	1	CHK	BEHANDLUNG	Arbeitsgegenstand behandeln
P931-A02620	P912-E1108	f81v	f81v.27	cheky	WORKSHOP_PROSE	2	E	GRAD_1	kurz oder direkt
P931-A02621	P912-E1108	f81v	f81v.27	cheky	WORKSHOP_PROSE	3	Y	REFERENT	dieser Arbeitsgegenstand
P931-A02622	P912-E1109	f81v	f81v.27	shckhedy	WORKSHOP_PROSE	1	SH	HALTEN	Arbeitsgegenstand halten
P931-A02623	P912-E1109	f81v	f81v.27	shckhedy	WORKSHOP_PROSE	2	CKH	DURCHLASS	durch einen Durchlass führen
P931-A02624	P912-E1109	f81v	f81v.27	shckhedy	WORKSHOP_PROSE	3	E	GRAD_1	kurz oder direkt
P931-A02625	P912-E1109	f81v	f81v.27	shckhedy	WORKSHOP_PROSE	4	DY	ABSCHLUSS	Arbeitsschritt schließen
P931-A02626	P912-E1110	f81v	f81v.27	chal	WORKSHOP_PROSE	1	CH	AUSWAHL_ENTNAHME	bezeichneten Anteil entnehmen
P931-A02627	P912-E1110	f81v	f81v.27	chal	WORKSHOP_PROSE	2	AL	ZIEL	Ziel- oder Anschlussstelle
P931-A02628	P912-E1111	f81v	f81v.28	otain	OWNER_ADDRESS_OR_DIAGRAM	1	OT	NAECHSTER	nächster Bildplatz
P931-A02629	P912-E1111	f81v	f81v.28	otain	OWNER_ADDRESS_OR_DIAGRAM	2	AIN	EINHEIT	Einheit oder Index
P931-A02630	P912-E1112	f81v	f81v.28	olkal	OWNER_ADDRESS_OR_DIAGRAM	1	OL	FORTSETZUNG	dieselbe Reihe fortführen
P931-A02631	P912-E1112	f81v	f81v.28	olkal	OWNER_ADDRESS_OR_DIAGRAM	2	K	ZUORDNUNG	Wert zuordnen
P931-A02632	P912-E1112	f81v	f81v.28	olkal	OWNER_ADDRESS_OR_DIAGRAM	3	AL	ZIEL	Zielplatz
P931-A02633	P912-E1113	f82r	f82r.1	qosheedy	WORKSHOP_PROSE	1	CARRIER_Q	EINTRITT	neuen Kartenblock beginnen
P931-A02634	P912-E1113	f82r	f82r.1	qosheedy	WORKSHOP_PROSE	2	O	LAUF	Arbeitsgang ausführen
P931-A02635	P912-E1113	f82r	f82r.1	qosheedy	WORKSHOP_PROSE	3	SH	HALTEN	Arbeitsgegenstand halten
P931-A02636	P912-E1113	f82r	f82r.1	qosheedy	WORKSHOP_PROSE	4	EE	GRAD_2	länger oder gehalten
P931-A02637	P912-E1113	f82r	f82r.1	qosheedy	WORKSHOP_PROSE	5	D_ADDR	UNTERADRESSE	bezeichneter Teil
P931-A02638	P912-E1113	f82r	f82r.1	qosheedy	WORKSHOP_PROSE	6	Y	REFERENT	dieser Arbeitsgegenstand
P931-A02639	P912-E1114	f82r	f82r.1	qokeol	WORKSHOP_PROSE	1	OK	AKTIVIEREN	Arbeitsgang ansetzen
P931-A02640	P912-E1114	f82r	f82r.1	qokeol	WORKSHOP_PROSE	2	E	GRAD_1	kurz oder direkt
P931-A02641	P912-E1114	f82r	f82r.1	qokeol	WORKSHOP_PROSE	3	OL	FORTSETZUNG	im selben Arbeitsgang fortfahren
P931-A02642	P912-E1115	f82r	f82r.1	daiin	WORKSHOP_PROSE	1	AIIN	SOLLWERT	Sollmaß
P931-A02643	P912-E1116	f82r	f82r.1	shckhy	WORKSHOP_PROSE	1	SH	HALTEN	Arbeitsgegenstand halten
P931-A02644	P912-E1116	f82r	f82r.1	shckhy	WORKSHOP_PROSE	2	CKH	DURCHLASS	durch einen Durchlass führen
P931-A02645	P912-E1116	f82r	f82r.1	shckhy	WORKSHOP_PROSE	3	Y	REFERENT	dieser Arbeitsgegenstand
P931-A02646	P912-E1117	f82r	f82r.1	okeeor	WORKSHOP_PROSE	1	OK	AKTIVIEREN	Arbeitsgang ansetzen
P931-A02647	P912-E1117	f82r	f82r.1	okeeor	WORKSHOP_PROSE	2	EE	GRAD_2	länger oder gehalten
P931-A02648	P912-E1117	f82r	f82r.1	okeeor	WORKSHOP_PROSE	3	OR	EINTRAG	Ansatz oder Zubereitung
P931-A02649	P912-E1118	f82r	f82r.1	cheey	WORKSHOP_PROSE	1	SH	HALTEN	Arbeitsgegenstand halten
P931-A02650	P912-E1118	f82r	f82r.1	cheey	WORKSHOP_PROSE	2	EE	GRAD_2	länger oder gehalten
P931-A02651	P912-E1118	f82r	f82r.1	cheey	WORKSHOP_PROSE	3	Y	REFERENT	dieser Arbeitsgegenstand
P931-A02652	P912-E1119	f82r	f82r.1	daiin	WORKSHOP_PROSE	1	AIIN	SOLLWERT	Sollmaß
P931-A02653	P912-E1120	f82r	f82r.1	shey	WORKSHOP_PROSE	1	SH	HALTEN	Arbeitsgegenstand halten
P931-A02654	P912-E1120	f82r	f82r.1	shey	WORKSHOP_PROSE	2	E	GRAD_1	kurz oder direkt
P931-A02655	P912-E1120	f82r	f82r.1	shey	WORKSHOP_PROSE	3	Y	REFERENT	dieser Arbeitsgegenstand
P931-A02656	P912-E1121	f82r	f82r.2	dchedy	WORKSHOP_PROSE	1	D_ADDR	UNTERADRESSE	bezeichneter Teil
P931-A02657	P912-E1121	f82r	f82r.2	dchedy	WORKSHOP_PROSE	2	CHD	WECHSEL	Arbeitsgut umsetzen
P931-A02658	P912-E1121	f82r	f82r.2	dchedy	WORKSHOP_PROSE	3	Y	REFERENT	dieser Arbeitsgegenstand
P931-A02659	P912-E1122	f82r	f82r.2	qolchedy	WORKSHOP_PROSE	1	OL	FORTSETZUNG	im selben Arbeitsgang fortfahren
P931-A02660	P912-E1122	f82r	f82r.2	qolchedy	WORKSHOP_PROSE	2	CHD	WECHSEL	Arbeitsgut umsetzen
P931-A02661	P912-E1122	f82r	f82r.2	qolchedy	WORKSHOP_PROSE	3	DY	ABSCHLUSS	Arbeitsschritt schließen
P931-A02662	P912-E1123	f82r	f82r.2	qokain	WORKSHOP_PROSE	1	OK	AKTIVIEREN	Arbeitsgang ansetzen
P931-A02663	P912-E1123	f82r	f82r.2	qokain	WORKSHOP_PROSE	2	AIN	EINHEIT	Portion
P931-A02664	P912-E1124	f82r	f82r.2	dy	WORKSHOP_PROSE	1	Y	REFERENT	dieser Arbeitsgegenstand
P931-A02665	P912-E1125	f82r	f82r.2	qokeedy	WORKSHOP_PROSE	1	OK	AKTIVIEREN	Arbeitsgang ansetzen
P931-A02666	P912-E1125	f82r	f82r.2	qokeedy	WORKSHOP_PROSE	2	EE	GRAD_2	länger oder gehalten
P931-A02667	P912-E1125	f82r	f82r.2	qokeedy	WORKSHOP_PROSE	3	DY	ABSCHLUSS	Arbeitsschritt schließen
P931-A02668	P912-E1126	f82r	f82r.2	qokal	WORKSHOP_PROSE	1	OK	AKTIVIEREN	Arbeitsgang ansetzen
P931-A02669	P912-E1126	f82r	f82r.2	qokal	WORKSHOP_PROSE	2	AL	ZIEL	Ziel- oder Anschlussstelle
P931-A02670	P912-E1127	f82r	f82r.2	lcheckhy	WORKSHOP_PROSE	1	L	VERBINDUNG	entlang des Arbeitswegs führen
P931-A02671	P912-E1127	f82r	f82r.2	lcheckhy	WORKSHOP_PROSE	2	CKH	DURCHLASS	durch einen Durchlass führen
P931-A02672	P912-E1127	f82r	f82r.2	lcheckhy	WORKSHOP_PROSE	3	Y	REFERENT	dieser Arbeitsgegenstand
P931-A02673	P912-E1128	f82r	f82r.2	lched	WORKSHOP_PROSE	1	L	VERBINDUNG	entlang des Arbeitswegs führen
P931-A02674	P912-E1128	f82r	f82r.2	lched	WORKSHOP_PROSE	2	CHD	WECHSEL	Arbeitsgut umsetzen
P931-A02675	P912-E1129	f82r	f82r.3	qokeey	WORKSHOP_PROSE	1	OK	AKTIVIEREN	Arbeitsgang ansetzen
P931-A02676	P912-E1129	f82r	f82r.3	qokeey	WORKSHOP_PROSE	2	EE	GRAD_2	länger oder gehalten
P931-A02677	P912-E1129	f82r	f82r.3	qokeey	WORKSHOP_PROSE	3	Y	REFERENT	dieser Arbeitsgegenstand
P931-A02678	P912-E1130	f82r	f82r.3	lcheckhedy	WORKSHOP_PROSE	1	L	VERBINDUNG	entlang des Arbeitswegs führen
P931-A02679	P912-E1130	f82r	f82r.3	lcheckhedy	WORKSHOP_PROSE	2	CKH	DURCHLASS	durch einen Durchlass führen
P931-A02680	P912-E1130	f82r	f82r.3	lcheckhedy	WORKSHOP_PROSE	3	E	GRAD_1	kurz oder direkt
P931-A02681	P912-E1130	f82r	f82r.3	lcheckhedy	WORKSHOP_PROSE	4	DY	ABSCHLUSS	Arbeitsschritt schließen
P931-A02682	P912-E1131	f82r	f82r.3	qokaly	WORKSHOP_PROSE	1	OK	AKTIVIEREN	Arbeitsgang ansetzen
P931-A02683	P912-E1131	f82r	f82r.3	qokaly	WORKSHOP_PROSE	2	AL	ZIEL	Ziel- oder Anschlussstelle
P931-A02684	P912-E1131	f82r	f82r.3	qokaly	WORKSHOP_PROSE	3	Y	REFERENT	dieser Arbeitsgegenstand
P931-A02685	P912-E1132	f82r	f82r.3	solkaiin	WORKSHOP_PROSE	1	SOLK	SAMMELSTELLE	auffangen
P931-A02686	P912-E1132	f82r	f82r.3	solkaiin	WORKSHOP_PROSE	2	AIIN	SOLLWERT	Sollmaß
P931-A02687	P912-E1133	f82r	f82r.3	chckhy	WORKSHOP_PROSE	1	CKH	DURCHLASS	durch einen Durchlass führen
P931-A02688	P912-E1133	f82r	f82r.3	chckhy	WORKSHOP_PROSE	2	Y	REFERENT	dieser Arbeitsgegenstand
P931-A02689	P912-E1134	f82r	f82r.3	qokaiin	WORKSHOP_PROSE	1	OK	AKTIVIEREN	Arbeitsgang ansetzen
P931-A02690	P912-E1134	f82r	f82r.3	qokaiin	WORKSHOP_PROSE	2	AIIN	SOLLWERT	Sollmaß
P931-A02691	P912-E1135	f82r	f82r.4	qokaiin	WORKSHOP_PROSE	1	OK	AKTIVIEREN	Arbeitsgang ansetzen
P931-A02692	P912-E1135	f82r	f82r.4	qokaiin	WORKSHOP_PROSE	2	AIIN	SOLLWERT	Sollmaß
P931-A02693	P912-E1136	f82r	f82r.4	octheol	WORKSHOP_PROSE	1	O	LAUF	Arbeitsgang ausführen
P931-A02694	P912-E1136	f82r	f82r.4	octheol	WORKSHOP_PROSE	2	CTH	BEREITSTATUS	bis bereit führen
P931-A02695	P912-E1136	f82r	f82r.4	octheol	WORKSHOP_PROSE	3	E	GRAD_1	kurz oder direkt
P931-A02696	P912-E1136	f82r	f82r.4	octheol	WORKSHOP_PROSE	4	OL	FORTSETZUNG	im selben Arbeitsgang fortfahren
P931-A02697	P912-E1137	f82r	f82r.4	chkeey	WORKSHOP_PROSE	1	CHK	BEHANDLUNG	Arbeitsgegenstand behandeln
P931-A02698	P912-E1137	f82r	f82r.4	chkeey	WORKSHOP_PROSE	2	EE	GRAD_2	länger oder gehalten
P931-A02699	P912-E1137	f82r	f82r.4	chkeey	WORKSHOP_PROSE	3	Y	REFERENT	dieser Arbeitsgegenstand
P931-A02700	P912-E1138	f82r	f82r.4	ldy	WORKSHOP_PROSE	1	L	VERBINDUNG	entlang des Arbeitswegs führen
P931-A02701	P912-E1138	f82r	f82r.4	ldy	WORKSHOP_PROSE	2	DY	ABSCHLUSS	Arbeitsschritt schließen
P931-A02702	P912-E1139	f82r	f82r.4	oteey	WORKSHOP_PROSE	1	OT	NAECHSTER	danach oder nächster Posten
P931-A02703	P912-E1139	f82r	f82r.4	oteey	WORKSHOP_PROSE	2	EE	GRAD_2	länger oder gehalten
P931-A02704	P912-E1139	f82r	f82r.4	oteey	WORKSHOP_PROSE	3	Y	REFERENT	dieser Arbeitsgegenstand
P931-A02705	P912-E1140	f82r	f82r.4	qokal	WORKSHOP_PROSE	1	OK	AKTIVIEREN	Arbeitsgang ansetzen
P931-A02706	P912-E1140	f82r	f82r.4	qokal	WORKSHOP_PROSE	2	AL	ZIEL	Ziel- oder Anschlussstelle
P931-A02707	P912-E1141	f82r	f82r.4	sheckhy	WORKSHOP_PROSE	1	SH	HALTEN	Arbeitsgegenstand halten
P931-A02708	P912-E1141	f82r	f82r.4	sheckhy	WORKSHOP_PROSE	2	E	GRAD_1	kurz oder direkt
P931-A02709	P912-E1141	f82r	f82r.4	sheckhy	WORKSHOP_PROSE	3	CKH	DURCHLASS	durch einen Durchlass führen
P931-A02710	P912-E1141	f82r	f82r.4	sheckhy	WORKSHOP_PROSE	4	Y	REFERENT	dieser Arbeitsgegenstand
P931-A02711	P912-E1142	f82r	f82r.4	qoky	WORKSHOP_PROSE	1	OK	AKTIVIEREN	Arbeitsgang ansetzen
P931-A02712	P912-E1142	f82r	f82r.4	qoky	WORKSHOP_PROSE	2	Y	REFERENT	dieser Arbeitsgegenstand
P931-A02713	P912-E1143	f82r	f82r.5	sol	WORKSHOP_PROSE	1	OL	FORTSETZUNG	im selben Arbeitsgang fortfahren
P931-A02714	P912-E1144	f82r	f82r.5	lkchedy	WORKSHOP_PROSE	1	L	VERBINDUNG	entlang des Arbeitswegs führen
P931-A02715	P912-E1144	f82r	f82r.5	lkchedy	WORKSHOP_PROSE	2	K	ZUORDNUNG	Material zugeben
P931-A02716	P912-E1144	f82r	f82r.5	lkchedy	WORKSHOP_PROSE	3	CHD	WECHSEL	Arbeitsgut umsetzen
P931-A02717	P912-E1144	f82r	f82r.5	lkchedy	WORKSHOP_PROSE	4	Y	REFERENT	dieser Arbeitsgegenstand
P931-A02718	P912-E1145	f82r	f82r.5	qokeedy	WORKSHOP_PROSE	1	OK	AKTIVIEREN	Arbeitsgang ansetzen
P931-A02719	P912-E1145	f82r	f82r.5	qokeedy	WORKSHOP_PROSE	2	EE	GRAD_2	länger oder gehalten
P931-A02720	P912-E1145	f82r	f82r.5	qokeedy	WORKSHOP_PROSE	3	DY	ABSCHLUSS	Arbeitsschritt schließen
P931-A02721	P912-E1146	f82r	f82r.5	qokal	WORKSHOP_PROSE	1	OK	AKTIVIEREN	Arbeitsgang ansetzen
P931-A02722	P912-E1146	f82r	f82r.5	qokal	WORKSHOP_PROSE	2	AL	ZIEL	Ziel- oder Anschlussstelle
P931-A02723	P912-E1147	f82r	f82r.5	cthol	WORKSHOP_PROSE	1	CTH	BEREITSTATUS	bis bereit führen
P931-A02724	P912-E1147	f82r	f82r.5	cthol	WORKSHOP_PROSE	2	OL	FORTSETZUNG	im selben Arbeitsgang fortfahren
P931-A02725	P912-E1148	f82r	f82r.5	chedy	WORKSHOP_PROSE	1	CHD	WECHSEL	Arbeitsgut umsetzen
P931-A02726	P912-E1148	f82r	f82r.5	chedy	WORKSHOP_PROSE	2	Y	REFERENT	dieser Arbeitsgegenstand
P931-A02727	P912-E1149	f82r	f82r.5	qoteedy	WORKSHOP_PROSE	1	OT	NAECHSTER	danach oder nächster Posten
P931-A02728	P912-E1149	f82r	f82r.5	qoteedy	WORKSHOP_PROSE	2	EE	GRAD_2	länger oder gehalten
P931-A02729	P912-E1149	f82r	f82r.5	qoteedy	WORKSHOP_PROSE	3	DY	ABSCHLUSS	Arbeitsschritt schließen
P931-A02730	P912-E1150	f82r	f82r.5	qokal	WORKSHOP_PROSE	1	OK	AKTIVIEREN	Arbeitsgang ansetzen
P931-A02731	P912-E1150	f82r	f82r.5	qokal	WORKSHOP_PROSE	2	AL	ZIEL	Ziel- oder Anschlussstelle
P931-A02732	P912-E1151	f82r	f82r.6	sar	WORKSHOP_PROSE	1	S	AUSWAHL	Arbeitsvariante auswählen
P931-A02733	P912-E1151	f82r	f82r.6	sar	WORKSHOP_PROSE	2	AR	QUELLE	Entnahmestelle
P931-A02734	P912-E1152	f82r	f82r.6	shedy	WORKSHOP_PROSE	1	SHED	ABSETZUNG	absetzen lassen
P931-A02735	P912-E1152	f82r	f82r.6	shedy	WORKSHOP_PROSE	2	DY	ABSCHLUSS	Arbeitsschritt schließen
P931-A02736	P912-E1153	f82r	f82r.6	qol	WORKSHOP_PROSE	1	OL	FORTSETZUNG	im selben Arbeitsgang fortfahren
P931-A02737	P912-E1154	f82r	f82r.6	shedaiin	WORKSHOP_PROSE	1	SHED	ABSETZUNG	absetzen lassen
P931-A02738	P912-E1154	f82r	f82r.6	shedaiin	WORKSHOP_PROSE	2	AIIN	SOLLWERT	Sollmaß
P931-A02739	P912-E1155	f82r	f82r.6	sheckhy	WORKSHOP_PROSE	1	SH	HALTEN	Arbeitsgegenstand halten
P931-A02740	P912-E1155	f82r	f82r.6	sheckhy	WORKSHOP_PROSE	2	E	GRAD_1	kurz oder direkt
P931-A02741	P912-E1155	f82r	f82r.6	sheckhy	WORKSHOP_PROSE	3	CKH	DURCHLASS	durch einen Durchlass führen
P931-A02742	P912-E1155	f82r	f82r.6	sheckhy	WORKSHOP_PROSE	4	Y	REFERENT	dieser Arbeitsgegenstand
P931-A02743	P912-E1156	f82r	f82r.6	okal	WORKSHOP_PROSE	1	OK	AKTIVIEREN	Arbeitsgang ansetzen
P931-A02744	P912-E1156	f82r	f82r.6	okal	WORKSHOP_PROSE	2	AL	ZIEL	Ziel- oder Anschlussstelle
P931-A02745	P912-E1157	f82r	f82r.6	sheky	WORKSHOP_PROSE	1	SH	HALTEN	Arbeitsgegenstand halten
P931-A02746	P912-E1157	f82r	f82r.6	sheky	WORKSHOP_PROSE	2	E	GRAD_1	kurz oder direkt
P931-A02747	P912-E1157	f82r	f82r.6	sheky	WORKSHOP_PROSE	3	K	ZUORDNUNG	Material zugeben
P931-A02748	P912-E1157	f82r	f82r.6	sheky	WORKSHOP_PROSE	4	Y	REFERENT	dieser Arbeitsgegenstand
P931-A02749	P912-E1158	f82r	f82r.6	qotaiin	WORKSHOP_PROSE	1	OT	NAECHSTER	danach oder nächster Posten
