group_serial	page	locus	event_index	source_event_serial	surface_ZL3b	locus_role	inventory_item	default_content_German	content_status	external_label_status	historical_basis_ids	rotation_start_status	f68_f69_mapping	confidence
111	f67r2	f67r2.44	2	11951	sheody	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I44	[LOKALER EXEMPLARTEXT 2/3; KEINE KARTENGLOSSE] handle nicht stark bei	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
112	f67r2	f67r2.44	3	11952	aiin	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I44	[LOKALER EXEMPLARTEXT 3/3; KEINE KARTENGLOSSE] Mond in der Waage.	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
113	f67r2	f67r2.45	1	11953	ycheody	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I45	[LOKALER EXEMPLARTEXT 1/3; KEINE KARTENGLOSSE] An Genitalien und Blase	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
114	f67r2	f67r2.45	2	11954	es	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I45	[LOKALER EXEMPLARTEXT 2/3; KEINE KARTENGLOSSE] handle nicht stark bei	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
115	f67r2	f67r2.45	3	11955	odaiiin	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I45	[LOKALER EXEMPLARTEXT 3/3; KEINE KARTENGLOSSE] Mond im Skorpion.	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
116	f67r2	f67r2.46	1	11956	yekees	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I46	[LOKALER EXEMPLARTEXT 1/2; KEINE KARTENGLOSSE] An Hüften und Schenkeln handle nicht	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
117	f67r2	f67r2.46	2	11957	oraly	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I46	[LOKALER EXEMPLARTEXT 2/2; KEINE KARTENGLOSSE] stark bei Mond im Schützen.	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
118	f67r2	f67r2.47	1	11958	yfain	SEVEN_PLANET_LOCAL_EXEMPLAR	P07	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Externer Editionswert Planet 7: Mond; überlieferte Grundqualität: kalt und feucht; als Tages- oder Stundenherr prüfen.	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	S1|S2|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.44
119	f67r2	f67r2.48	1	11959	todaiin	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I48	[LOKALER EXEMPLARTEXT 1/3; KEINE KARTENGLOSSE] An den Knien handle	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
120	f67r2	f67r2.48	2	11960	dain	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I48	[LOKALER EXEMPLARTEXT 2/3; KEINE KARTENGLOSSE] nicht stark bei	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
121	f67r2	f67r2.48	3	11961	dy	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I48	[LOKALER EXEMPLARTEXT 3/3; KEINE KARTENGLOSSE] Mond im Steinbock.	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
122	f67r2	f67r2.49	1	11962	os	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I49	[LOKALER EXEMPLARTEXT 1/3; KEINE KARTENGLOSSE] An Schienbeinen und Knöcheln	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
123	f67r2	f67r2.49	2	11963	choer	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I49	[LOKALER EXEMPLARTEXT 2/3; KEINE KARTENGLOSSE] handle nicht stark bei	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
124	f67r2	f67r2.49	3	11964	aiin	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I49	[LOKALER EXEMPLARTEXT 3/3; KEINE KARTENGLOSSE] Mond im Wassermann.	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
125	f67r2	f67r2.50	1	11965	choeea	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I50	[LOKALER EXEMPLARTEXT 1/2; KEINE KARTENGLOSSE] An den Füßen handle nicht stark	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
126	f67r2	f67r2.50	2	11966	sal	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I50	[LOKALER EXEMPLARTEXT 2/2; KEINE KARTENGLOSSE] bei Mond in den Fischen.	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
127	f67r2	f67r2.51	1	11967	dadaiin	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I51	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Wenn Zeichen oder Körperbezirk unsicher bleibt, verschiebe die Maßnahme.	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
128	f67r2	f67r2.52	1	11968	qotoear	TWELVE_HOUSE_CONTROL_LOCAL_EXEMPLAR	H01	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Externer Editionswert Haus I: Kranker und Körper; das Haus rahmt die Frage, nicht die Voynich-Oberfläche.	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	S1|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.31
129	f67r2	f67r2.53	1	11969	dchdar	TWELVE_HOUSE_CONTROL_LOCAL_EXEMPLAR	H02	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Externer Editionswert Haus II: Mittel und Vorrat; das Haus rahmt die Frage, nicht die Voynich-Oberfläche.	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	S1|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.31
130	f67r2	f67r2.54	1	11970	y	TWELVE_HOUSE_CONTROL_LOCAL_EXEMPLAR	H03	[LOKALER EXEMPLARTEXT 1/2; KEINE KARTENGLOSSE] Externer Editionswert Haus III: Nachricht und kurzer Weg;	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	S1|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.31
131	f67r2	f67r2.54	2	11971	saldal	TWELVE_HOUSE_CONTROL_LOCAL_EXEMPLAR	H03	[LOKALER EXEMPLARTEXT 2/2; KEINE KARTENGLOSSE] das Haus rahmt die Frage, nicht die Voynich-Oberfläche.	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	S1|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.31
132	f67r2	f67r2.55	1	11972	ytodal	TWELVE_HOUSE_CONTROL_LOCAL_EXEMPLAR	H04	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Externer Editionswert Haus IV: Grund und Ausgang; das Haus rahmt die Frage, nicht die Voynich-Oberfläche.	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	S1|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.31
133	f67r2	f67r2.56	1	11973	tol	TWELVE_HOUSE_CONTROL_LOCAL_EXEMPLAR	H05	[LOKALER EXEMPLARTEXT 1/2; KEINE KARTENGLOSSE] Externer Editionswert Haus V: Kinder und Zeugung; das	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	S1|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.31
134	f67r2	f67r2.56	2	11974	daiin	TWELVE_HOUSE_CONTROL_LOCAL_EXEMPLAR	H05	[LOKALER EXEMPLARTEXT 2/2; KEINE KARTENGLOSSE] Haus rahmt die Frage, nicht die Voynich-Oberfläche.	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	S1|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.31
135	f67r2	f67r2.57	1	11975	otar	TWELVE_HOUSE_CONTROL_LOCAL_EXEMPLAR	H06	[LOKALER EXEMPLARTEXT 1/2; KEINE KARTENGLOSSE] Externer Editionswert Haus VI: Krankheit und Leiden; das	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	S1|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.31
136	f67r2	f67r2.57	2	11976	dy	TWELVE_HOUSE_CONTROL_LOCAL_EXEMPLAR	H06	[LOKALER EXEMPLARTEXT 2/2; KEINE KARTENGLOSSE] Haus rahmt die Frage, nicht die Voynich-Oberfläche.	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	S1|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.31
137	f67r2	f67r2.58	1	11977	cho	TWELVE_HOUSE_CONTROL_LOCAL_EXEMPLAR	H07	[LOKALER EXEMPLARTEXT 1/3; KEINE KARTENGLOSSE] Externer Editionswert Haus VII: Arzt	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	S1|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.31
138	f67r2	f67r2.58	2	11978	dal	TWELVE_HOUSE_CONTROL_LOCAL_EXEMPLAR	H07	[LOKALER EXEMPLARTEXT 2/3; KEINE KARTENGLOSSE] oder Gegenpartei; das Haus rahmt	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	S1|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.31
139	f67r2	f67r2.58	3	11979	g	TWELVE_HOUSE_CONTROL_LOCAL_EXEMPLAR	H07	[LOKALER EXEMPLARTEXT 3/3; KEINE KARTENGLOSSE] die Frage, nicht die Voynich-Oberfläche.	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	S1|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.31
140	f67r2	f67r2.59	1	11980	ytchodly	TWELVE_HOUSE_CONTROL_LOCAL_EXEMPLAR	H08	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Externer Editionswert Haus VIII: Krise und Tod; das Haus rahmt die Frage, nicht die Voynich-Oberfläche.	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	S1|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.31
141	f67r2	f67r2.60	1	11981	octhys	TWELVE_HOUSE_CONTROL_LOCAL_EXEMPLAR	H09	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Externer Editionswert Haus IX: Lehre und ferner Weg; das Haus rahmt die Frage, nicht die Voynich-Oberfläche.	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	S1|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.31
142	f67r2	f67r2.61	1	11982	ytokar	TWELVE_HOUSE_CONTROL_LOCAL_EXEMPLAR	H10	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Externer Editionswert Haus X: Behandlung und leitender Meister; das Haus rahmt die Frage, nicht die Voynich-Oberfläche.	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	S1|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.31
143	f67r2	f67r2.62	1	11983	otolor	TWELVE_HOUSE_CONTROL_LOCAL_EXEMPLAR	H11	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Externer Editionswert Haus XI: Helfer und Hoffnung; das Haus rahmt die Frage, nicht die Voynich-Oberfläche.	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	S1|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.31
144	f67r2	f67r2.63	1	11984	okodar	TWELVE_HOUSE_CONTROL_LOCAL_EXEMPLAR	H12	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Externer Editionswert Haus XII: verborgene Gefahr und Einschließung; das Haus rahmt die Frage, nicht die Voynich-Oberfläche.	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	S1|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.31
145	f67r2	f67r2.64	1	11985	s	EIGHT_ELECTION_CONDITION_LOCAL_EXEMPLAR	C01	[LOKALER EXEMPLARTEXT 1/2; KEINE KARTENGLOSSE] Bedingung I: Der Mond sei	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	EXTERNAL_LOCAL_EXEMPLAR_CONDITION_NOT_VOYNICH_READING	S5|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.30
146	f67r2	f67r2.64	2	11986	air	EIGHT_ELECTION_CONDITION_LOCAL_EXEMPLAR	C01	[LOKALER EXEMPLARTEXT 2/2; KEINE KARTENGLOSSE] frei von Saturn; andernfalls verschieben.	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	EXTERNAL_LOCAL_EXEMPLAR_CONDITION_NOT_VOYNICH_READING	S5|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.30
147	f67r2	f67r2.65	1	11987	soear	EIGHT_ELECTION_CONDITION_LOCAL_EXEMPLAR	C02	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Bedingung II: Der Mond sei frei von Mars; andernfalls nur mild handeln.	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	EXTERNAL_LOCAL_EXEMPLAR_CONDITION_NOT_VOYNICH_READING	S5|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.30
148	f67r2	f67r2.66	1	11988	cpheey	EIGHT_ELECTION_CONDITION_LOCAL_EXEMPLAR	C03	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Bedingung III: Der Mond sei nicht von der Sonne verbrannt.	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	EXTERNAL_LOCAL_EXEMPLAR_CONDITION_NOT_VOYNICH_READING	S5|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.30
149	f67r2	f67r2.67	1	11989	okodar	EIGHT_ELECTION_CONDITION_LOCAL_EXEMPLAR	C04	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Bedingung IV: Der Mond trenne sich vom Übeltäter.	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	EXTERNAL_LOCAL_EXEMPLAR_CONDITION_NOT_VOYNICH_READING	S5|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.30
150	f67r2	f67r2.68	1	11990	oepchod	EIGHT_ELECTION_CONDITION_LOCAL_EXEMPLAR	C05	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Bedingung V: Der Mond wende sich einem Wohltäter zu.	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	EXTERNAL_LOCAL_EXEMPLAR_CONDITION_NOT_VOYNICH_READING	S5|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.30
151	f67r2	f67r2.69	1	11991	s	EIGHT_ELECTION_CONDITION_LOCAL_EXEMPLAR	C06	[LOKALER EXEMPLARTEXT 1/2; KEINE KARTENGLOSSE] Bedingung VI: Trigon oder Sextil	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	EXTERNAL_LOCAL_EXEMPLAR_CONDITION_NOT_VOYNICH_READING	S5|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.30
152	f67r2	f67r2.69	2	11992	ay	EIGHT_ELECTION_CONDITION_LOCAL_EXEMPLAR	C06	[LOKALER EXEMPLARTEXT 2/2; KEINE KARTENGLOSSE] gelten als günstige Verbindung.	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	EXTERNAL_LOCAL_EXEMPLAR_CONDITION_NOT_VOYNICH_READING	S5|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.30
153	f67r2	f67r2.70	1	11993	osar	EIGHT_ELECTION_CONDITION_LOCAL_EXEMPLAR	C07	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Bedingung VII: Tages- oder Nachtzeichen müsse zur Arbeitszeit passen.	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	EXTERNAL_LOCAL_EXEMPLAR_CONDITION_NOT_VOYNICH_READING	S5|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.30
154	f67r2	f67r2.71	1	11994	oran	EIGHT_ELECTION_CONDITION_LOCAL_EXEMPLAR	C08	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Bedingung VIII: Bei unsicherem Stand werde die Maßnahme verschoben.	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	EXTERNAL_LOCAL_EXEMPLAR_CONDITION_NOT_VOYNICH_READING	S5|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.30
155	f67r2	f67r2.72	1	11995	dar	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I72	[LOKALER EXEMPLARTEXT 1/12; KEINE KARTENGLOSSE] Merke: Der Planet	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
156	f67r2	f67r2.72	2	11996	aldaiin	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I72	[LOKALER EXEMPLARTEXT 2/12; KEINE KARTENGLOSSE] ist der Herr	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
157	f67r2	f67r2.72	3	11997	ydaiin	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I72	[LOKALER EXEMPLARTEXT 3/12; KEINE KARTENGLOSSE] des Tages oder	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
158	f67r2	f67r2.72	4	11998	qkoy	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I72	[LOKALER EXEMPLARTEXT 4/12; KEINE KARTENGLOSSE] der Stunde; das	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
159	f67r2	f67r2.72	5	11999	ydaiin	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I72	[LOKALER EXEMPLARTEXT 5/12; KEINE KARTENGLOSSE] Zeichen bezeichnet den	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
160	f67r2	f67r2.72	6	12000	qofair	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I72	[LOKALER EXEMPLARTEXT 6/12; KEINE KARTENGLOSSE] geschonten Körperbezirk; das	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
161	f67r2	f67r2.72	7	12001	ypair	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I72	[LOKALER EXEMPLARTEXT 7/12; KEINE KARTENGLOSSE] Haus bezeichnet die	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
162	f67r2	f67r2.72	8	12002	ykoaiin	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I72	[LOKALER EXEMPLARTEXT 8/12; KEINE KARTENGLOSSE] gestellte Frage; der	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
163	f67r2	f67r2.72	9	12003	ydoly	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I72	[LOKALER EXEMPLARTEXT 9/12; KEINE KARTENGLOSSE] Zustand des Mondes	LOCAL_EXEMPLAR_SEGMENT_NOT_PORTABLE_CARD_VALUE	NONE	S1|S2|S3|S4|S8	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	0.36
