local_locus_id	diagram_id	page	source_locus	locus_ordinal_editorial	group_count	local_group_ids	surface_sequence_display_only	instrument_component	local_lookup_address	technical_role_sequence	complete_technical_locus_reading_German	medical_election_comparator	orientation_contract	crosspage_contract	source_lineage
A2:L001	A2	f68r1	f68r1.1	1	9	A2:G001|A2:G002|A2:G003|A2:G004|A2:G005|A2:G006|A2:G007|A2:G008|A2:G009	shokchy chteey choteey cphol cheor opcheeol otor choctheeey okchoal	HEADER	A2:HEADER:L01	CATALOGUE_HEADER_FRAGMENT > CATALOGUE_HEADER_FRAGMENT > CATALOGUE_HEADER_FRAGMENT > CATALOGUE_HEADER_FRAGMENT > CATALOGUE_HEADER_FRAGMENT > CATALOGUE_HEADER_FRAGMENT > CATALOGUE_HEADER_FRAGMENT > CATALOGUE_HEADER_FRAGMENT > CATALOGUE_HEADER_FRAGMENT	Katalogkopf-Fragment 01.01 lesen; keine Stationsnummer ableiten ; Katalogkopf-Fragment 01.02 lesen; keine Stationsnummer ableiten ; Katalogkopf-Fragment 01.03 lesen; keine Stationsnummer ableiten ; Katalogkopf-Fragment 01.04 lesen; keine Stationsnummer ableiten ; Katalogkopf-Fragment 01.05 lesen; keine Stationsnummer ableiten ; Katalogkopf-Fragment 01.06 lesen; keine Stationsnummer ableiten ; Katalogkopf-Fragment 01.07 lesen; keine Stationsnummer ableiten ; Katalogkopf-Fragment 01.08 lesen; keine Stationsnummer ableiten ; Katalogkopf-Fragment 01.09 lesen; keine Stationsnummer ableiten	identify ; the lunar station ; by its drawn place ; and consult its rule ; without changing the catalogue order ; identify ; the lunar station ; by its drawn place ; and consult its rule	LOCUS_IS_PRIMARY;EDITORIAL_ORDINAL_NOT_AUTHORIAL_ORIGIN	NONE	GUARDED_V22_ASTRO_LOCUS>V55_SELECTED_INSTRUMENT>V66_R3_LOCUS_FUNCTION
A2:L002	A2	f68r1	f68r1.2	2	9	A2:G010|A2:G011|A2:G012|A2:G013|A2:G014|A2:G015|A2:G016|A2:G017|A2:G018	tochso otchl qokeeedy cheey cheeteey yteody chpor cheokorchey chod	HEADER	A2:HEADER:L02	CATALOGUE_HEADER_FRAGMENT > CATALOGUE_HEADER_FRAGMENT > CATALOGUE_HEADER_FRAGMENT > CATALOGUE_HEADER_FRAGMENT > CATALOGUE_HEADER_FRAGMENT > CATALOGUE_HEADER_FRAGMENT > CATALOGUE_HEADER_FRAGMENT > CATALOGUE_HEADER_FRAGMENT > CATALOGUE_HEADER_FRAGMENT	Katalogkopf-Fragment 02.01 lesen; keine Stationsnummer ableiten ; Katalogkopf-Fragment 02.02 lesen; keine Stationsnummer ableiten ; Katalogkopf-Fragment 02.03 lesen; keine Stationsnummer ableiten ; Katalogkopf-Fragment 02.04 lesen; keine Stationsnummer ableiten ; Katalogkopf-Fragment 02.05 lesen; keine Stationsnummer ableiten ; Katalogkopf-Fragment 02.06 lesen; keine Stationsnummer ableiten ; Katalogkopf-Fragment 02.07 lesen; keine Stationsnummer ableiten ; Katalogkopf-Fragment 02.08 lesen; keine Stationsnummer ableiten ; Katalogkopf-Fragment 02.09 lesen; keine Stationsnummer ableiten	the lunar station ; by its drawn place ; and consult its rule ; without changing the catalogue order ; identify ; the lunar station ; by its drawn place ; and consult its rule ; without changing the catalogue order	LOCUS_IS_PRIMARY;EDITORIAL_ORDINAL_NOT_AUTHORIAL_ORIGIN	NONE	GUARDED_V22_ASTRO_LOCUS>V55_SELECTED_INSTRUMENT>V66_R3_LOCUS_FUNCTION
A2:L003	A2	f68r1	f68r1.3	3	8	A2:G019|A2:G020|A2:G021|A2:G022|A2:G023|A2:G024|A2:G025|A2:G026	ykor shey qocheey chokal okeey ror eckhear daram	HEADER	A2:HEADER:L03	CATALOGUE_HEADER_FRAGMENT > CATALOGUE_HEADER_FRAGMENT > CATALOGUE_HEADER_FRAGMENT > CATALOGUE_HEADER_FRAGMENT > CATALOGUE_HEADER_FRAGMENT > CATALOGUE_HEADER_FRAGMENT > CATALOGUE_HEADER_FRAGMENT > CATALOGUE_HEADER_FRAGMENT	Katalogkopf-Fragment 03.01 lesen; keine Stationsnummer ableiten ; Katalogkopf-Fragment 03.02 lesen; keine Stationsnummer ableiten ; Katalogkopf-Fragment 03.03 lesen; keine Stationsnummer ableiten ; Katalogkopf-Fragment 03.04 lesen; keine Stationsnummer ableiten ; Katalogkopf-Fragment 03.05 lesen; keine Stationsnummer ableiten ; Katalogkopf-Fragment 03.06 lesen; keine Stationsnummer ableiten ; Katalogkopf-Fragment 03.07 lesen; keine Stationsnummer ableiten ; Katalogkopf-Fragment 03.08 lesen; keine Stationsnummer ableiten	by its drawn place ; and consult its rule ; without changing the catalogue order ; identify ; the lunar station ; by its drawn place ; and consult its rule ; without changing the catalogue order	LOCUS_IS_PRIMARY;EDITORIAL_ORDINAL_NOT_AUTHORIAL_ORIGIN	NONE	GUARDED_V22_ASTRO_LOCUS>V55_SELECTED_INSTRUMENT>V66_R3_LOCUS_FUNCTION
A2:L004	A2	f68r1	f68r1.4	4	2	A2:G027|A2:G028	dchor okaiiin	HEADER	A2:HEADER:L04	CATALOGUE_HEADER_FRAGMENT > CATALOGUE_HEADER_FRAGMENT	Katalogkopf-Fragment 04.01 lesen; keine Stationsnummer ableiten ; Katalogkopf-Fragment 04.02 lesen; keine Stationsnummer ableiten	and consult its rule ; without changing the catalogue order	LOCUS_IS_PRIMARY;EDITORIAL_ORDINAL_NOT_AUTHORIAL_ORIGIN	NONE	GUARDED_V22_ASTRO_LOCUS>V55_SELECTED_INSTRUMENT>V66_R3_LOCUS_FUNCTION
A2:L005	A2	f68r1	f68r1.5	5	1	A2:G029	yky	HEADER	A2:HEADER:L05	CATALOGUE_HEADER_FRAGMENT	Katalogkopf-Fragment 05.01 lesen; keine Stationsnummer ableiten	without changing the catalogue order	LOCUS_IS_PRIMARY;EDITORIAL_ORDINAL_NOT_AUTHORIAL_ORIGIN	NONE	GUARDED_V22_ASTRO_LOCUS>V55_SELECTED_INSTRUMENT>V66_R3_LOCUS_FUNCTION
A2:L006	A2	f68r1	f68r1.6	6	1	A2:G030	dary	HEADER	A2:HEADER:L06	CATALOGUE_HEADER_FRAGMENT	Katalogkopf-Fragment 06.01 lesen; keine Stationsnummer ableiten	identify	LOCUS_IS_PRIMARY;EDITORIAL_ORDINAL_NOT_AUTHORIAL_ORIGIN	NONE	GUARDED_V22_ASTRO_LOCUS>V55_SELECTED_INSTRUMENT>V66_R3_LOCUS_FUNCTION
A2:L007	A2	f68r1	f68r1.7	7	1	A2:G031	chkchykoly	HEADER	A2:HEADER:L07	CATALOGUE_HEADER_FRAGMENT	Katalogkopf-Fragment 07.01 lesen; keine Stationsnummer ableiten	the lunar station	LOCUS_IS_PRIMARY;EDITORIAL_ORDINAL_NOT_AUTHORIAL_ORIGIN	NONE	GUARDED_V22_ASTRO_LOCUS>V55_SELECTED_INSTRUMENT>V66_R3_LOCUS_FUNCTION
A2:L008	A2	f68r1	f68r1.8	8	1	A2:G032	okodaly	CENTER	A2:CENTER	CENTRAL_OWNER_KEY	Zentralen Katalogbesitzer als opaken Mittelpunkt setzen	the Moon governing the twenty-eight stations	LOCUS_IS_PRIMARY;EDITORIAL_ORDINAL_NOT_AUTHORIAL_ORIGIN	NONE	GUARDED_V22_ASTRO_LOCUS>V55_SELECTED_INSTRUMENT>V66_R3_LOCUS_FUNCTION
A2:L009	A2	f68r1	f68r1.9	9	1	A2:G033	odchecthy	STATION_28	A2:LOC:f68r1.9	SPATIAL_ADDRESS_LABEL	Gezeichnete Ortsadresse f68r1.9 nach Bildlage aufsuchen und ihr lokales Label bewahren	noncentral lunar station at source locus f68r1.9	LOCUS_IS_PRIMARY;EDITORIAL_ORDINAL_NOT_AUTHORIAL_ORIGIN	NONE	GUARDED_V22_ASTRO_LOCUS>V55_SELECTED_INSTRUMENT>V66_R3_LOCUS_FUNCTION
A2:L010	A2	f68r1	f68r1.10	10	1	A2:G034	otcheody	STATION_28	A2:LOC:f68r1.10	SPATIAL_ADDRESS_LABEL	Gezeichnete Ortsadresse f68r1.10 nach Bildlage aufsuchen und ihr lokales Label bewahren	noncentral lunar station at source locus f68r1.10	LOCUS_IS_PRIMARY;EDITORIAL_ORDINAL_NOT_AUTHORIAL_ORIGIN	NONE	GUARDED_V22_ASTRO_LOCUS>V55_SELECTED_INSTRUMENT>V66_R3_LOCUS_FUNCTION
A2:L011	A2	f68r1	f68r1.11	11	1	A2:G035	okoaly	STATION_28	A2:LOC:f68r1.11	SPATIAL_ADDRESS_LABEL	Gezeichnete Ortsadresse f68r1.11 nach Bildlage aufsuchen und ihr lokales Label bewahren	noncentral lunar station at source locus f68r1.11	LOCUS_IS_PRIMARY;EDITORIAL_ORDINAL_NOT_AUTHORIAL_ORIGIN	NONE	GUARDED_V22_ASTRO_LOCUS>V55_SELECTED_INSTRUMENT>V66_R3_LOCUS_FUNCTION
A2:L012	A2	f68r1	f68r1.12	12	1	A2:G036	chocfhy	STATION_28	A2:LOC:f68r1.12	SPATIAL_ADDRESS_LABEL	Gezeichnete Ortsadresse f68r1.12 nach Bildlage aufsuchen und ihr lokales Label bewahren	noncentral lunar station at source locus f68r1.12	LOCUS_IS_PRIMARY;EDITORIAL_ORDINAL_NOT_AUTHORIAL_ORIGIN	NONE	GUARDED_V22_ASTRO_LOCUS>V55_SELECTED_INSTRUMENT>V66_R3_LOCUS_FUNCTION
A2:L013	A2	f68r1	f68r1.13	13	1	A2:G037	octhey	STATION_28	A2:LOC:f68r1.13	SPATIAL_ADDRESS_LABEL	Gezeichnete Ortsadresse f68r1.13 nach Bildlage aufsuchen und ihr lokales Label bewahren	noncentral lunar station at source locus f68r1.13	LOCUS_IS_PRIMARY;EDITORIAL_ORDINAL_NOT_AUTHORIAL_ORIGIN	NONE	GUARDED_V22_ASTRO_LOCUS>V55_SELECTED_INSTRUMENT>V66_R3_LOCUS_FUNCTION
A2:L014	A2	f68r1	f68r1.14	14	1	A2:G038	otshey	STATION_28	A2:LOC:f68r1.14	SPATIAL_ADDRESS_LABEL	Gezeichnete Ortsadresse f68r1.14 nach Bildlage aufsuchen und ihr lokales Label bewahren	noncentral lunar station at source locus f68r1.14	LOCUS_IS_PRIMARY;EDITORIAL_ORDINAL_NOT_AUTHORIAL_ORIGIN	NONE	GUARDED_V22_ASTRO_LOCUS>V55_SELECTED_INSTRUMENT>V66_R3_LOCUS_FUNCTION
A2:L015	A2	f68r1	f68r1.15	15	1	A2:G039	otydy	STATION_28	A2:LOC:f68r1.15	SPATIAL_ADDRESS_LABEL	Gezeichnete Ortsadresse f68r1.15 nach Bildlage aufsuchen und ihr lokales Label bewahren	noncentral lunar station at source locus f68r1.15	LOCUS_IS_PRIMARY;EDITORIAL_ORDINAL_NOT_AUTHORIAL_ORIGIN	NONE	GUARDED_V22_ASTRO_LOCUS>V55_SELECTED_INSTRUMENT>V66_R3_LOCUS_FUNCTION
A2:L016	A2	f68r1	f68r1.16	16	1	A2:G040	okear	STATION_28	A2:LOC:f68r1.16	SPATIAL_ADDRESS_LABEL	Gezeichnete Ortsadresse f68r1.16 nach Bildlage aufsuchen und ihr lokales Label bewahren	noncentral lunar station at source locus f68r1.16	LOCUS_IS_PRIMARY;EDITORIAL_ORDINAL_NOT_AUTHORIAL_ORIGIN	NONE	GUARDED_V22_ASTRO_LOCUS>V55_SELECTED_INSTRUMENT>V66_R3_LOCUS_FUNCTION
A2:L017	A2	f68r1	f68r1.17	17	1	A2:G041	cphocthy	STATION_28	A2:LOC:f68r1.17	SPATIAL_ADDRESS_LABEL	Gezeichnete Ortsadresse f68r1.17 nach Bildlage aufsuchen und ihr lokales Label bewahren	noncentral lunar station at source locus f68r1.17	LOCUS_IS_PRIMARY;EDITORIAL_ORDINAL_NOT_AUTHORIAL_ORIGIN	NONE	GUARDED_V22_ASTRO_LOCUS>V55_SELECTED_INSTRUMENT>V66_R3_LOCUS_FUNCTION
A2:L018	A2	f68r1	f68r1.18	18	1	A2:G042	ytchody	STATION_28	A2:LOC:f68r1.18	SPATIAL_ADDRESS_LABEL	Gezeichnete Ortsadresse f68r1.18 nach Bildlage aufsuchen und ihr lokales Label bewahren	noncentral lunar station at source locus f68r1.18	LOCUS_IS_PRIMARY;EDITORIAL_ORDINAL_NOT_AUTHORIAL_ORIGIN	NONE	GUARDED_V22_ASTRO_LOCUS>V55_SELECTED_INSTRUMENT>V66_R3_LOCUS_FUNCTION
A2:L019	A2	f68r1	f68r1.19	19	1	A2:G043	otys	STATION_28	A2:LOC:f68r1.19	SPATIAL_ADDRESS_LABEL	Gezeichnete Ortsadresse f68r1.19 nach Bildlage aufsuchen und ihr lokales Label bewahren	noncentral lunar station at source locus f68r1.19	LOCUS_IS_PRIMARY;EDITORIAL_ORDINAL_NOT_AUTHORIAL_ORIGIN	NONE	GUARDED_V22_ASTRO_LOCUS>V55_SELECTED_INSTRUMENT>V66_R3_LOCUS_FUNCTION
A2:L020	A2	f68r1	f68r1.20	20	1	A2:G044	olor	STATION_28	A2:LOC:f68r1.20	SPATIAL_ADDRESS_LABEL	Gezeichnete Ortsadresse f68r1.20 nach Bildlage aufsuchen und ihr lokales Label bewahren	noncentral lunar station at source locus f68r1.20	LOCUS_IS_PRIMARY;EDITORIAL_ORDINAL_NOT_AUTHORIAL_ORIGIN	NONE	GUARDED_V22_ASTRO_LOCUS>V55_SELECTED_INSTRUMENT>V66_R3_LOCUS_FUNCTION
A2:L021	A2	f68r1	f68r1.21	21	1	A2:G045	ockhy	STATION_28	A2:LOC:f68r1.21	SPATIAL_ADDRESS_LABEL	Gezeichnete Ortsadresse f68r1.21 nach Bildlage aufsuchen und ihr lokales Label bewahren	noncentral lunar station at source locus f68r1.21	LOCUS_IS_PRIMARY;EDITORIAL_ORDINAL_NOT_AUTHORIAL_ORIGIN	NONE	GUARDED_V22_ASTRO_LOCUS>V55_SELECTED_INSTRUMENT>V66_R3_LOCUS_FUNCTION
A2:L022	A2	f68r1	f68r1.22	22	1	A2:G046	ofcheor	STATION_28	A2:LOC:f68r1.22	SPATIAL_ADDRESS_LABEL	Gezeichnete Ortsadresse f68r1.22 nach Bildlage aufsuchen und ihr lokales Label bewahren	noncentral lunar station at source locus f68r1.22	LOCUS_IS_PRIMARY;EDITORIAL_ORDINAL_NOT_AUTHORIAL_ORIGIN	NONE	GUARDED_V22_ASTRO_LOCUS>V55_SELECTED_INSTRUMENT>V66_R3_LOCUS_FUNCTION
A2:L023	A2	f68r1	f68r1.23	23	1	A2:G047	otchdy	STATION_28	A2:LOC:f68r1.23	SPATIAL_ADDRESS_LABEL	Gezeichnete Ortsadresse f68r1.23 nach Bildlage aufsuchen und ihr lokales Label bewahren	noncentral lunar station at source locus f68r1.23	LOCUS_IS_PRIMARY;EDITORIAL_ORDINAL_NOT_AUTHORIAL_ORIGIN	NONE	GUARDED_V22_ASTRO_LOCUS>V55_SELECTED_INSTRUMENT>V66_R3_LOCUS_FUNCTION
A2:L024	A2	f68r1	f68r1.24	24	1	A2:G048	otykchs	STATION_28	A2:LOC:f68r1.24	SPATIAL_ADDRESS_LABEL	Gezeichnete Ortsadresse f68r1.24 nach Bildlage aufsuchen und ihr lokales Label bewahren	noncentral lunar station at source locus f68r1.24	LOCUS_IS_PRIMARY;EDITORIAL_ORDINAL_NOT_AUTHORIAL_ORIGIN	NONE	GUARDED_V22_ASTRO_LOCUS>V55_SELECTED_INSTRUMENT>V66_R3_LOCUS_FUNCTION
A2:L025	A2	f68r1	f68r1.25	25	1	A2:G049	otol	STATION_28	A2:LOC:f68r1.25	SPATIAL_ADDRESS_LABEL	Gezeichnete Ortsadresse f68r1.25 nach Bildlage aufsuchen und ihr lokales Label bewahren	noncentral lunar station at source locus f68r1.25	LOCUS_IS_PRIMARY;EDITORIAL_ORDINAL_NOT_AUTHORIAL_ORIGIN	NONE	GUARDED_V22_ASTRO_LOCUS>V55_SELECTED_INSTRUMENT>V66_R3_LOCUS_FUNCTION
A2:L026	A2	f68r1	f68r1.26	26	1	A2:G050	otor	STATION_28	A2:LOC:f68r1.26	SPATIAL_ADDRESS_LABEL	Gezeichnete Ortsadresse f68r1.26 nach Bildlage aufsuchen und ihr lokales Label bewahren	noncentral lunar station at source locus f68r1.26	LOCUS_IS_PRIMARY;EDITORIAL_ORDINAL_NOT_AUTHORIAL_ORIGIN	NONE	GUARDED_V22_ASTRO_LOCUS>V55_SELECTED_INSTRUMENT>V66_R3_LOCUS_FUNCTION
A2:L027	A2	f68r1	f68r1.27	27	1	A2:G051	oiinar	STATION_28	A2:LOC:f68r1.27	SPATIAL_ADDRESS_LABEL	Gezeichnete Ortsadresse f68r1.27 nach Bildlage aufsuchen und ihr lokales Label bewahren	noncentral lunar station at source locus f68r1.27	LOCUS_IS_PRIMARY;EDITORIAL_ORDINAL_NOT_AUTHORIAL_ORIGIN	NONE	GUARDED_V22_ASTRO_LOCUS>V55_SELECTED_INSTRUMENT>V66_R3_LOCUS_FUNCTION
A2:L028	A2	f68r1	f68r1.28	28	1	A2:G052	okoldy	STATION_28	A2:LOC:f68r1.28	SPATIAL_ADDRESS_LABEL	Gezeichnete Ortsadresse f68r1.28 nach Bildlage aufsuchen und ihr lokales Label bewahren	noncentral lunar station at source locus f68r1.28	LOCUS_IS_PRIMARY;EDITORIAL_ORDINAL_NOT_AUTHORIAL_ORIGIN	NONE	GUARDED_V22_ASTRO_LOCUS>V55_SELECTED_INSTRUMENT>V66_R3_LOCUS_FUNCTION
A2:L029	A2	f68r1	f68r1.29	29	1	A2:G053	ykchdy	STATION_28	A2:LOC:f68r1.29	SPATIAL_ADDRESS_LABEL	Gezeichnete Ortsadresse f68r1.29 nach Bildlage aufsuchen und ihr lokales Label bewahren	noncentral lunar station at source locus f68r1.29	LOCUS_IS_PRIMARY;EDITORIAL_ORDINAL_NOT_AUTHORIAL_ORIGIN	NONE	GUARDED_V22_ASTRO_LOCUS>V55_SELECTED_INSTRUMENT>V66_R3_LOCUS_FUNCTION
A2:L030	A2	f68r1	f68r1.30	30	1	A2:G054	oeeody	STATION_28	A2:LOC:f68r1.30	SPATIAL_ADDRESS_LABEL	Gezeichnete Ortsadresse f68r1.30 nach Bildlage aufsuchen und ihr lokales Label bewahren	noncentral lunar station at source locus f68r1.30	LOCUS_IS_PRIMARY;EDITORIAL_ORDINAL_NOT_AUTHORIAL_ORIGIN	NONE	GUARDED_V22_ASTRO_LOCUS>V55_SELECTED_INSTRUMENT>V66_R3_LOCUS_FUNCTION
A2:L031	A2	f68r1	f68r1.31	31	1	A2:G055	ocphy	STATION_28	A2:LOC:f68r1.31	SPATIAL_ADDRESS_LABEL	Gezeichnete Ortsadresse f68r1.31 nach Bildlage aufsuchen und ihr lokales Label bewahren	noncentral lunar station at source locus f68r1.31	LOCUS_IS_PRIMARY;EDITORIAL_ORDINAL_NOT_AUTHORIAL_ORIGIN	NONE	GUARDED_V22_ASTRO_LOCUS>V55_SELECTED_INSTRUMENT>V66_R3_LOCUS_FUNCTION
A2:L032	A2	f68r1	f68r1.32	32	1	A2:G056	okeeodal	STATION_28	A2:LOC:f68r1.32	SPATIAL_ADDRESS_LABEL	Gezeichnete Ortsadresse f68r1.32 nach Bildlage aufsuchen und ihr lokales Label bewahren	noncentral lunar station at source locus f68r1.32	LOCUS_IS_PRIMARY;EDITORIAL_ORDINAL_NOT_AUTHORIAL_ORIGIN	NONE	GUARDED_V22_ASTRO_LOCUS>V55_SELECTED_INSTRUMENT>V66_R3_LOCUS_FUNCTION
A2:L033	A2	f68r1	f68r1.33	33	1	A2:G057	okshor	STATION_28	A2:LOC:f68r1.33	SPATIAL_ADDRESS_LABEL	Gezeichnete Ortsadresse f68r1.33 nach Bildlage aufsuchen und ihr lokales Label bewahren	noncentral lunar station at source locus f68r1.33	LOCUS_IS_PRIMARY;EDITORIAL_ORDINAL_NOT_AUTHORIAL_ORIGIN	NONE	GUARDED_V22_ASTRO_LOCUS>V55_SELECTED_INSTRUMENT>V66_R3_LOCUS_FUNCTION
A2:L034	A2	f68r1	f68r1.34	34	1	A2:G058	osdaiin	STATION_28	A2:LOC:f68r1.34	SPATIAL_ADDRESS_LABEL	Gezeichnete Ortsadresse f68r1.34 nach Bildlage aufsuchen und ihr lokales Label bewahren	noncentral lunar station at source locus f68r1.34	LOCUS_IS_PRIMARY;EDITORIAL_ORDINAL_NOT_AUTHORIAL_ORIGIN	NONE	GUARDED_V22_ASTRO_LOCUS>V55_SELECTED_INSTRUMENT>V66_R3_LOCUS_FUNCTION
A2:L035	A2	f68r1	f68r1.35	35	1	A2:G059	otochedy	STATION_28	A2:LOC:f68r1.35	SPATIAL_ADDRESS_LABEL	Gezeichnete Ortsadresse f68r1.35 nach Bildlage aufsuchen und ihr lokales Label bewahren	noncentral lunar station at source locus f68r1.35	LOCUS_IS_PRIMARY;EDITORIAL_ORDINAL_NOT_AUTHORIAL_ORIGIN	NONE	GUARDED_V22_ASTRO_LOCUS>V55_SELECTED_INSTRUMENT>V66_R3_LOCUS_FUNCTION
A2:L036	A2	f68r1	f68r1.36	36	1	A2:G060	dolchedy	STATION_28	A2:LOC:f68r1.36	SPATIAL_ADDRESS_LABEL	Gezeichnete Ortsadresse f68r1.36 nach Bildlage aufsuchen und ihr lokales Label bewahren	noncentral lunar station at source locus f68r1.36	LOCUS_IS_PRIMARY;EDITORIAL_ORDINAL_NOT_AUTHORIAL_ORIGIN	NONE	GUARDED_V22_ASTRO_LOCUS>V55_SELECTED_INSTRUMENT>V66_R3_LOCUS_FUNCTION
A2:L037	A2	f68r1	f68r1.37	37	5	A2:G061|A2:G062|A2:G063|A2:G064|A2:G065	oky okchdy okardy qear oygy	LEGEND	A2:LEGEND	CENTRAL_LEGEND_FRAGMENT > CENTRAL_LEGEND_FRAGMENT > CENTRAL_LEGEND_FRAGMENT > CENTRAL_LEGEND_FRAGMENT > CENTRAL_LEGEND_FRAGMENT	Zentrallegende Fragment 01 lesen; keine Umlaufrichtung erzeugen ; Zentrallegende Fragment 02 lesen; keine Umlaufrichtung erzeugen ; Zentrallegende Fragment 03 lesen; keine Umlaufrichtung erzeugen ; Zentrallegende Fragment 04 lesen; keine Umlaufrichtung erzeugen ; Zentrallegende Fragment 05 lesen; keine Umlaufrichtung erzeugen	the Moon ; governs ; the whole circuit ; of twenty-eight ; lunar stations	LOCUS_IS_PRIMARY;EDITORIAL_ORDINAL_NOT_AUTHORIAL_ORIGIN	NONE	GUARDED_V22_ASTRO_LOCUS>V55_SELECTED_INSTRUMENT>V66_R3_LOCUS_FUNCTION
