model	edition	locus	index	word	hypothesis
N	RF1b	f76v.4	3	shecth@222;	⟦shecth@222;⟧
N	RF1b	f76v.4	4	daiin	Menge Γ
N	RF1b	f76v.4	5	ok@221;r	⟦ok@221;r⟧
N	RF1b	f76v.4	6	chpched@222;	⟦chpched@222;⟧
N	RF1b	f76v.4	7	{cp}chy	⟦{cp}chy⟧
N	RF1b	f76v.4	8	oty	⟦oty⟧
N	RF1b	f76v.4	9	olor	⟦olor⟧
N	RF1b	f76v.4	10	otchy	Material T
N	RF1b	f76v.4	11	r	⟦r⟧
N	RF1b	f76v.4	12	alchl	⟦alchl⟧
N	RF1b	f94v.4	1	dchdy	⟦dchdy⟧
N	RF1b	f94v.4	2	otar	⟦otar⟧
N	RF1b	f94v.4	3	otchy	Material T
N	RF1b	f94v.4	4	kedy	⟦kedy⟧
N	RF1b	f94v.4	5	qokch@152;y	⟦qokch@152;y⟧
N	RF1b	f94v.4	6	ol	auch
N	RF1b	f94v.4	7	okchy	⟦okchy⟧
N	RF1b	f94v.6	1	ycheeo	⟦ycheeo⟧
N	RF1b	f94v.6	2	lkeol	⟦lkeol⟧
N	RF1b	f94v.6	3	otar	⟦otar⟧
N	RF1b	f94v.6	4	opchdy	⟦opchdy⟧
N	RF1b	f94v.6	5	qotar	⟦qotar⟧
N	RF1b	f94v.6	6	aral	⟦aral⟧
N	RF1b	f94v.6	7	otor	⟦otor⟧
N	RF1b	f94v.6	8	otchy	Material T
N	RF1b	f94v.6	9	tady	⟦tady⟧
N	RF1b	f94v.6	10	oty	⟦oty⟧
N	RF1b	f94v.8	1	pchedaiin	⟦pchedaiin⟧
N	RF1b	f94v.8	2	sheocthy	⟦sheocthy⟧
N	RF1b	f94v.8	3	daiin	Menge Γ
N	RF1b	f94v.8	4	cphedy	⟦cphedy⟧
N	RF1b	f94v.8	5	fch@152;	⟦fch@152;⟧
N	RF1b	f94v.8	6	otchy	Material T
N	RF1b	f94v.8	7	qotchy	zugeben
N	RF1b	f94v.8	8	par	⟦par⟧
N	RF1b	f94v.8	9	ar	Anteil
Q	ZL3b	f103r.2	1	dain	Menge Β
Q	ZL3b	f103r.2	2	shek	⟦shek⟧
Q	ZL3b	f103r.2	3	ch{cphh}dy	⟦ch{cphh}dy⟧
Q	ZL3b	f103r.2	4	daloky	⟦daloky⟧
Q	ZL3b	f103r.2	5	opchedy	⟦opchedy⟧
Q	ZL3b	f103r.2	6	peshol	⟦peshol⟧
Q	ZL3b	f103r.2	7	chep	⟦chep⟧
Q	ZL3b	f103r.2	8	ar	Anteil
Q	ZL3b	f103r.2	9	otchy	Eigenschaft T
Q	ZL3b	f103r.2	10	sal	⟦sal⟧
Q	ZL3b	f103r.2	11	lkeey	⟦lkeey⟧
Q	ZL3b	f103r.2	12	sar	⟦sar⟧
Q	ZL3b	f103r.2	13	ain	⟦ain⟧
Q	ZL3b	f103r.2	14	ok??	⟦ok??⟧
Q	ZL3b	f103r.2	15	chedy	⟦chedy⟧
Q	ZL3b	f105v.2	1	ysheod	⟦ysheod⟧
Q	ZL3b	f105v.2	2	ykeeedy	⟦ykeeedy⟧
Q	ZL3b	f105v.2	3	keshed	⟦keshed⟧
Q	ZL3b	f105v.2	4	qodaiin	⟦qodaiin⟧
Q	ZL3b	f105v.2	5	oteodair	⟦oteodair⟧
Q	ZL3b	f105v.2	6	or	⟦or⟧
Q	ZL3b	f105v.2	7	chkar	⟦chkar⟧
Q	ZL3b	f105v.2	8	otaiin	⟦otaiin⟧
Q	ZL3b	f105v.2	9	chpor	⟦chpor⟧
Q	ZL3b	f105v.2	10	or	⟦or⟧
Q	ZL3b	f105v.2	11	otchy	Eigenschaft T
Q	ZL3b	f105v.2	12	otor	⟦otor⟧
Q	ZL3b	f107r.28	1	kar	⟦kar⟧
Q	ZL3b	f107r.28	2	aiin	⟦aiin⟧
Q	ZL3b	f107r.28	3	chl	⟦chl⟧
Q	ZL3b	f107r.28	4	cholor	⟦cholor⟧
Q	ZL3b	f107r.28	5	sheees	⟦sheees⟧
Q	ZL3b	f107r.28	6	aiin	⟦aiin⟧
Q	ZL3b	f107r.28	7	cheey	⟦cheey⟧
Q	ZL3b	f107r.28	8	otchy	Eigenschaft T
Q	ZL3b	f107r.28	9	lkaiin	⟦lkaiin⟧
Q	ZL3b	f107r.28	10	ykaiin	⟦ykaiin⟧
Q	ZL3b	f107r.28	11	ykalkal	⟦ykalkal⟧
Q	ZL3b	f107r.51	1	sar	⟦sar⟧
Q	ZL3b	f107r.51	2	ain	⟦ain⟧
Q	ZL3b	f107r.51	3	chol	getrocknet
Q	ZL3b	f107r.51	4	ol	auch
Q	ZL3b	f107r.51	5	cheey	⟦cheey⟧
Q	ZL3b	f107r.51	6	otal	⟦otal⟧
Q	ZL3b	f107r.51	7	otal	⟦otal⟧
Q	ZL3b	f107r.51	8	ol	auch
Q	ZL3b	f107r.51	9	otchy	Eigenschaft T
Q	ZL3b	f107r.51	10	qoky	⟦qoky⟧
Q	ZL3b	f107r.51	11	otaily	⟦otaily⟧
Q	ZL3b	f13v.1	1	koair	⟦koair⟧
Q	ZL3b	f13v.1	2	chtoiin	⟦chtoiin⟧
Q	ZL3b	f13v.1	3	otchy	Eigenschaft T
Q	ZL3b	f13v.1	4	kchod	⟦kchod⟧
Q	ZL3b	f13v.1	5	otol	⟦otol⟧
Q	ZL3b	f13v.1	6	otchy	Eigenschaft T
Q	ZL3b	f13v.1	7	octhos	⟦octhos⟧
Q	ZL3b	f13v.3	1	qokchy	⟦qokchy⟧
Q	ZL3b	f13v.3	2	qokod	⟦qokod⟧
Q	ZL3b	f13v.3	3	chy	Wasser
Q	ZL3b	f13v.3	4	otchy	Eigenschaft T
Q	ZL3b	f13v.3	5	cthody	⟦cthody⟧
Q	ZL3b	f13v.8	1	otchy	Eigenschaft T
Q	ZL3b	f13v.8	2	daiin	Menge Γ
Q	ZL3b	f13v.8	3	y	⟦y⟧
Q	ZL3b	f13v.8	4	dain	Menge Β
Q	ZL3b	f13v.8	5	ykol	⟦ykol⟧
Q	ZL3b	f13v.8	6	okchy	⟦okchy⟧
Q	ZL3b	f13v.8	7	o	⟦o⟧
Q	ZL3b	f13v.8	8	kald	⟦kald⟧
Q	ZL3b	f13v.8	9	d	⟦d⟧
Q	ZL3b	f13v.8	10	y	⟦y⟧
Q	ZL3b	f13v.8	11	taiin	⟦taiin⟧
Q	ZL3b	f15v.6	1	qotchey	⟦qotchey⟧
Q	ZL3b	f15v.6	2	choty	⟦choty⟧
Q	ZL3b	f15v.6	3	kaiin	⟦kaiin⟧
Q	ZL3b	f15v.6	4	otchy	Eigenschaft T
Q	ZL3b	f15v.6	5	r	⟦r⟧
Q	ZL3b	f15v.6	6	aiin	⟦aiin⟧
Q	ZL3b	f17r.1	1	fshody	⟦fshody⟧
Q	ZL3b	f17r.1	2	daram	⟦daram⟧
Q	ZL3b	f17r.1	3	ydar	⟦ydar⟧
Q	ZL3b	f17r.1	4	chog	⟦chog⟧
Q	ZL3b	f17r.1	5	opydy	⟦opydy⟧
Q	ZL3b	f17r.1	6	ypod	⟦ypod⟧
Q	ZL3b	f17r.1	7	chop	⟦chop⟧
Q	ZL3b	f17r.1	8	otchy	Eigenschaft T
Q	ZL3b	f17r.1	9	dody	⟦dody⟧
Q	ZL3b	f17r.1	10	oldckhy	⟦oldckhy⟧
Q	ZL3b	f19r.5	1	otchy	Eigenschaft T
Q	ZL3b	f19r.5	2	tchy	⟦tchy⟧
Q	ZL3b	f19r.5	3	qoky	⟦qoky⟧
Q	ZL3b	f19r.5	4	daiin	Menge Γ
Q	ZL3b	f19r.5	5	@243;	⟦@243;⟧
Q	ZL3b	f19v.3	1	otchy	Eigenschaft T
Q	ZL3b	f19v.3	2	chol	getrocknet
Q	ZL3b	f19v.3	3	daiin	Menge Γ
Q	ZL3b	f19v.3	4	qotol	⟦qotol⟧
Q	ZL3b	f19v.3	5	ytol	⟦ytol⟧
Q	ZL3b	f19v.3	6	daiiin	⟦daiiin⟧
Q	ZL3b	f21v.7	1	ykcho	⟦ykcho⟧
Q	ZL3b	f21v.7	2	lchol	⟦lchol⟧
Q	ZL3b	f21v.7	3	cho	⟦cho⟧
Q	ZL3b	f21v.7	4	l	⟦l⟧
Q	ZL3b	f21v.7	5	chaiin	⟦chaiin⟧
Q	ZL3b	f21v.7	6	otchy	Eigenschaft T
Q	ZL3b	f21v.7	7	s	und
Q	ZL3b	f21v.7	8	sheaiin	⟦sheaiin⟧
Q	ZL3b	f23r.2	1	to	⟦to⟧
Q	ZL3b	f23r.2	2	ar	Anteil
Q	ZL3b	f23r.2	3	chor	Blüten
Q	ZL3b	f23r.2	4	daiin	Menge Γ
Q	ZL3b	f23r.2	5	chk	⟦chk⟧
Q	ZL3b	f23r.2	6	dain	Menge Β
Q	ZL3b	f23r.2	7	otchy	Eigenschaft T
Q	ZL3b	f23r.2	8	lolchor	⟦lolchor⟧
Q	ZL3b	f23r.2	9	daiin	Menge Γ
Q	ZL3b	f23r.2	10	dam	⟦dam⟧
Q	ZL3b	f23r.2	11	okchol	⟦okchol⟧
Q	ZL3b	f23r.2	12	dain	Menge Β
Q	ZL3b	f23r.2	13	g	⟦g⟧
Q	ZL3b	f47r.10	1	shy	⟦shy⟧
Q	ZL3b	f47r.10	2	otcho	⟦otcho⟧
Q	ZL3b	f47r.10	3	keey	⟦keey⟧
Q	ZL3b	f47r.10	4	tor	⟦tor⟧
Q	ZL3b	f47r.10	5	chey	⟦chey⟧
Q	ZL3b	f47r.10	6	otchy	Eigenschaft T
Q	ZL3b	f47r.10	7	tchol	⟦tchol⟧
Q	ZL3b	f47r.10	8	dain	Menge Β
Q	ZL3b	f47r.10	9	dam	⟦dam⟧
Q	ZL3b	f5r.3	1	qoaiin	⟦qoaiin⟧
Q	ZL3b	f5r.3	2	otan	⟦otan⟧
Q	ZL3b	f5r.3	3	chy	Wasser
Q	ZL3b	f5r.3	4	daiin	Menge Γ
Q	ZL3b	f5r.3	5	oteeeb	⟦oteeeb⟧
Q	ZL3b	f5r.3	6	chocthy	⟦chocthy⟧
Q	ZL3b	f5r.3	7	otchy	Eigenschaft T
Q	ZL3b	f5r.3	8	qotchody	⟦qotchody⟧
Q	ZL3b	f7r.2	1	dcheey	⟦dcheey⟧
Q	ZL3b	f7r.2	2	keo	⟦keo⟧
Q	ZL3b	f7r.2	3	r	⟦r⟧
Q	ZL3b	f7r.2	4	shor	Früchte
Q	ZL3b	f7r.2	5	dold	⟦dold⟧
Q	ZL3b	f7r.2	6	dchey	⟦dchey⟧
Q	ZL3b	f7r.2	7	kchey	⟦kchey⟧
Q	ZL3b	f7r.2	8	otchy	Eigenschaft T
Q	ZL3b	f7r.2	9	cheody	⟦cheody⟧
Q	ZL3b	f85r1.29	1	oees	⟦oees⟧
Q	ZL3b	f85r1.29	2	aiin	⟦aiin⟧
Q	ZL3b	f85r1.29	3	ol	auch
Q	ZL3b	f85r1.29	4	keeody	⟦keeody⟧
Q	ZL3b	f85r1.29	5	or	⟦or⟧
Q	ZL3b	f85r1.29	6	s	und
Q	ZL3b	f85r1.29	7	cheey	⟦cheey⟧
Q	ZL3b	f85r1.29	8	qokchdy	⟦qokchdy⟧
Q	ZL3b	f85r1.29	9	qotol	⟦qotol⟧
Q	ZL3b	f85r1.29	10	okar	⟦okar⟧
Q	ZL3b	f85r1.29	11	otar	⟦otar⟧
Q	ZL3b	f85r1.29	12	otchy	Eigenschaft T
Q	ZL3b	f85r1.29	13	okam	⟦okam⟧
Q	ZL3b	f85r1.8	1	daiin	Menge Γ
Q	ZL3b	f85r1.8	2	chckhdy	⟦chckhdy⟧
Q	ZL3b	f85r1.8	3	qotchdy	⟦qotchdy⟧
Q	ZL3b	f85r1.8	4	opchsd	⟦opchsd⟧
Q	ZL3b	f85r1.8	5	qokchdy	⟦qokchdy⟧
Q	ZL3b	f85r1.8	6	otchy	Eigenschaft T
Q	ZL3b	f85r1.8	7	qodal	⟦qodal⟧
Q	ZL3b	f85r1.8	8	daiin	Menge Γ
Q	ZL3b	f85r1.8	9	dal	⟦dal⟧
Q	ZL3b	f85r1.8	10	shdar	⟦shdar⟧
Q	ZL3b	f85r1.8	11	oram	⟦oram⟧
Q	ZL3b	f9v.6	1	odol	⟦odol⟧
Q	ZL3b	f9v.6	2	choy	⟦choy⟧
Q	ZL3b	f9v.6	3	ksheody	⟦ksheody⟧
Q	ZL3b	f9v.6	4	chody	⟦chody⟧
Q	ZL3b	f9v.6	5	da[in:iin]	⟦da[in:iin]⟧
Q	ZL3b	f9v.6	6	otchy	Eigenschaft T
Q	ZL3b	f9v.6	7	cthod	⟦cthod⟧
Q	ZL3b	f9v.6	8	yko	⟦yko⟧
Q	IT2a	f103r.2	1	dain	Menge Β
Q	IT2a	f103r.2	2	shek	⟦shek⟧
Q	IT2a	f103r.2	3	chcphhdy	⟦chcphhdy⟧
Q	IT2a	f103r.2	4	daloky	⟦daloky⟧
Q	IT2a	f103r.2	5	opchedy	⟦opchedy⟧
Q	IT2a	f103r.2	6	peshol	⟦peshol⟧
Q	IT2a	f103r.2	7	chep	⟦chep⟧
Q	IT2a	f103r.2	8	ar	Anteil
Q	IT2a	f103r.2	9	otchy	Eigenschaft T
Q	IT2a	f103r.2	10	sal	⟦sal⟧
Q	IT2a	f103r.2	11	lkeey	⟦lkeey⟧
Q	IT2a	f103r.2	12	sar	⟦sar⟧
Q	IT2a	f103r.2	13	ain	⟦ain⟧
Q	IT2a	f103r.2	14	ok??	⟦ok??⟧
Q	IT2a	f103r.2	15	chedy	⟦chedy⟧
Q	IT2a	f105v.2	1	ysheod	⟦ysheod⟧
Q	IT2a	f105v.2	2	ykeeedy	⟦ykeeedy⟧
Q	IT2a	f105v.2	3	keshed	⟦keshed⟧
Q	IT2a	f105v.2	4	qodaiin	⟦qodaiin⟧
Q	IT2a	f105v.2	5	oteodair	⟦oteodair⟧
Q	IT2a	f105v.2	6	or	⟦or⟧
Q	IT2a	f105v.2	7	chkas	⟦chkas⟧
Q	IT2a	f105v.2	8	otaiin	⟦otaiin⟧
Q	IT2a	f105v.2	9	chpor	⟦chpor⟧
Q	IT2a	f105v.2	10	or	⟦or⟧
Q	IT2a	f105v.2	11	otchy	Eigenschaft T
Q	IT2a	f105v.2	12	otor	⟦otor⟧
Q	IT2a	f107r.28	1	kar	⟦kar⟧
Q	IT2a	f107r.28	2	aiin	⟦aiin⟧
Q	IT2a	f107r.28	3	chl	⟦chl⟧
Q	IT2a	f107r.28	4	cholor	⟦cholor⟧
Q	IT2a	f107r.28	5	sheees	⟦sheees⟧
Q	IT2a	f107r.28	6	aiin	⟦aiin⟧
Q	IT2a	f107r.28	7	cheey	⟦cheey⟧
Q	IT2a	f107r.28	8	otchy	Eigenschaft T
Q	IT2a	f107r.28	9	lkaiin	⟦lkaiin⟧
Q	IT2a	f107r.28	10	ykaiin	⟦ykaiin⟧
Q	IT2a	f107r.28	11	ykal	⟦ykal⟧
Q	IT2a	f107r.28	12	kal	⟦kal⟧
Q	IT2a	f107r.51	1	sar	⟦sar⟧
Q	IT2a	f107r.51	2	ain	⟦ain⟧
Q	IT2a	f107r.51	3	chol	getrocknet
Q	IT2a	f107r.51	4	olcheey	⟦olcheey⟧
Q	IT2a	f107r.51	5	otal	⟦otal⟧
Q	IT2a	f107r.51	6	otal	⟦otal⟧
Q	IT2a	f107r.51	7	ol	auch
Q	IT2a	f107r.51	8	otchy	Eigenschaft T
Q	IT2a	f107r.51	9	qoky	⟦qoky⟧
Q	IT2a	f107r.51	10	otaily	⟦otaily⟧
Q	IT2a	f13v.1	1	koair	⟦koair⟧
Q	IT2a	f13v.1	2	chtoiin	⟦chtoiin⟧
Q	IT2a	f13v.1	3	otchy	Eigenschaft T
Q	IT2a	f13v.1	4	kchod	⟦kchod⟧
Q	IT2a	f13v.1	5	otol	⟦otol⟧
Q	IT2a	f13v.1	6	otchy	Eigenschaft T
Q	IT2a	f13v.1	7	octhos	⟦octhos⟧
Q	IT2a	f13v.3	1	qokchy	⟦qokchy⟧
Q	IT2a	f13v.3	2	qokod	⟦qokod⟧
Q	IT2a	f13v.3	3	chy	Wasser
Q	IT2a	f13v.3	4	otchy	Eigenschaft T
Q	IT2a	f13v.3	5	cthody	⟦cthody⟧
Q	IT2a	f13v.8	1	otchy	Eigenschaft T
Q	IT2a	f13v.8	2	daiin	Menge Γ
Q	IT2a	f13v.8	3	y	⟦y⟧
Q	IT2a	f13v.8	4	dain	Menge Β
Q	IT2a	f13v.8	5	ykol	⟦ykol⟧
Q	IT2a	f13v.8	6	okchy	⟦okchy⟧
Q	IT2a	f13v.8	7	okald	⟦okald⟧
Q	IT2a	f13v.8	8	d	⟦d⟧
Q	IT2a	f13v.8	9	ytaiin	⟦ytaiin⟧
Q	IT2a	f15v.6	1	qotchey	⟦qotchey⟧
Q	IT2a	f15v.6	2	choty	⟦choty⟧
Q	IT2a	f15v.6	3	kaiin	⟦kaiin⟧
Q	IT2a	f15v.6	4	otchy	Eigenschaft T
Q	IT2a	f15v.6	5	r	⟦r⟧
Q	IT2a	f15v.6	6	aiin	⟦aiin⟧
Q	IT2a	f17r.1	1	fshody	⟦fshody⟧
Q	IT2a	f17r.1	2	daram	⟦daram⟧
Q	IT2a	f17r.1	3	ydarchom	⟦ydarchom⟧
Q	IT2a	f17r.1	4	opydy	⟦opydy⟧
Q	IT2a	f17r.1	5	ypod	⟦ypod⟧
Q	IT2a	f17r.1	6	chop	⟦chop⟧
Q	IT2a	f17r.1	7	otchy	Eigenschaft T
Q	IT2a	f17r.1	8	dody	⟦dody⟧
Q	IT2a	f17r.1	9	oldckhy	⟦oldckhy⟧
Q	IT2a	f19r.5	1	otchy	Eigenschaft T
Q	IT2a	f19r.5	2	tchy	⟦tchy⟧
Q	IT2a	f19r.5	3	qoky	⟦qoky⟧
Q	IT2a	f19r.5	4	daiin	Menge Γ
Q	IT2a	f19r.5	5	r	⟦r⟧
Q	IT2a	f19v.3	1	otchy	Eigenschaft T
Q	IT2a	f19v.3	2	chol	getrocknet
Q	IT2a	f19v.3	3	daiin	Menge Γ
Q	IT2a	f19v.3	4	qotol	⟦qotol⟧
Q	IT2a	f19v.3	5	ytol	⟦ytol⟧
Q	IT2a	f19v.3	6	daiin	Menge Γ
Q	IT2a	f21v.7	1	ykcho	⟦ykcho⟧
Q	IT2a	f21v.7	2	lchol	⟦lchol⟧
Q	IT2a	f21v.7	3	cholchaiin	⟦cholchaiin⟧
Q	IT2a	f21v.7	4	otchy	Eigenschaft T
Q	IT2a	f21v.7	5	s	und
Q	IT2a	f21v.7	6	sheaiin	⟦sheaiin⟧
Q	IT2a	f23r.2	1	to	⟦to⟧
Q	IT2a	f23r.2	2	ar	Anteil
Q	IT2a	f23r.2	3	chor	Blüten
Q	IT2a	f23r.2	4	daiin	Menge Γ
Q	IT2a	f23r.2	5	chkdain	⟦chkdain⟧
Q	IT2a	f23r.2	6	otchy	Eigenschaft T
Q	IT2a	f23r.2	7	lolchor	⟦lolchor⟧
Q	IT2a	f23r.2	8	daiin	Menge Γ
Q	IT2a	f23r.2	9	dam	⟦dam⟧
Q	IT2a	f23r.2	10	okchol	⟦okchol⟧
Q	IT2a	f23r.2	11	daing	⟦daing⟧
Q	IT2a	f47r.10	1	shy	⟦shy⟧
Q	IT2a	f47r.10	2	otcho	⟦otcho⟧
Q	IT2a	f47r.10	3	keey	⟦keey⟧
Q	IT2a	f47r.10	4	tor	⟦tor⟧
Q	IT2a	f47r.10	5	chey	⟦chey⟧
Q	IT2a	f47r.10	6	otchy	Eigenschaft T
Q	IT2a	f47r.10	7	tchol	⟦tchol⟧
Q	IT2a	f47r.10	8	dain	Menge Β
Q	IT2a	f47r.10	9	dam	⟦dam⟧
Q	IT2a	f5r.3	1	qoaiin	⟦qoaiin⟧
Q	IT2a	f5r.3	2	otan	⟦otan⟧
Q	IT2a	f5r.3	3	chy	Wasser
Q	IT2a	f5r.3	4	daiin	Menge Γ
Q	IT2a	f5r.3	5	oteeen	⟦oteeen⟧
Q	IT2a	f5r.3	6	cho	⟦cho⟧
Q	IT2a	f5r.3	7	cthy	Kraut
Q	IT2a	f5r.3	8	otchy	Eigenschaft T
Q	IT2a	f5r.3	9	qotcho	⟦qotcho⟧
Q	IT2a	f5r.3	10	dy	⟦dy⟧
Q	IT2a	f79v.29	1	dain	Menge Β
Q	IT2a	f79v.29	2	shey	erwärmen
Q	IT2a	f79v.29	3	keedy	⟦keedy⟧
Q	IT2a	f79v.29	4	lko	⟦lko⟧
Q	IT2a	f79v.29	5	opchedy	⟦opchedy⟧
Q	IT2a	f79v.29	6	qotedy	⟦qotedy⟧
Q	IT2a	f79v.29	7	otey	⟦otey⟧
Q	IT2a	f79v.29	8	tal	⟦tal⟧
Q	IT2a	f79v.29	9	dain	Menge Β
Q	IT2a	f79v.29	10	otchy	Eigenschaft T
Q	IT2a	f79v.29	11	oty	⟦oty⟧
Q	IT2a	f7r.2	1	dcheey	⟦dcheey⟧
Q	IT2a	f7r.2	2	keor	⟦keor⟧
Q	IT2a	f7r.2	3	shor	Früchte
Q	IT2a	f7r.2	4	dold	⟦dold⟧
Q	IT2a	f7r.2	5	dchey	⟦dchey⟧
Q	IT2a	f7r.2	6	kchey	⟦kchey⟧
Q	IT2a	f7r.2	7	otchy	Eigenschaft T
Q	IT2a	f7r.2	8	cheody	⟦cheody⟧
Q	IT2a	f85r1.29	1	oees	⟦oees⟧
Q	IT2a	f85r1.29	2	aiin	⟦aiin⟧
Q	IT2a	f85r1.29	3	olkeeody	⟦olkeeody⟧
Q	IT2a	f85r1.29	4	ors	⟦ors⟧
Q	IT2a	f85r1.29	5	cheey	⟦cheey⟧
Q	IT2a	f85r1.29	6	qokchdy	⟦qokchdy⟧
Q	IT2a	f85r1.29	7	qotol	⟦qotol⟧
Q	IT2a	f85r1.29	8	okar	⟦okar⟧
Q	IT2a	f85r1.29	9	otar	⟦otar⟧
Q	IT2a	f85r1.29	10	otchy	Eigenschaft T
Q	IT2a	f85r1.29	11	dkam	⟦dkam⟧
Q	IT2a	f85r1.8	1	daiin	Menge Γ
Q	IT2a	f85r1.8	2	chckhdy	⟦chckhdy⟧
Q	IT2a	f85r1.8	3	qotchdy	⟦qotchdy⟧
Q	IT2a	f85r1.8	4	opchsd	⟦opchsd⟧
Q	IT2a	f85r1.8	5	qokchdy	⟦qokchdy⟧
Q	IT2a	f85r1.8	6	otchy	Eigenschaft T
Q	IT2a	f85r1.8	7	qodal	⟦qodal⟧
Q	IT2a	f85r1.8	8	daiin	Menge Γ
Q	IT2a	f85r1.8	9	dal	⟦dal⟧
Q	IT2a	f85r1.8	10	shdar	⟦shdar⟧
Q	IT2a	f85r1.8	11	oram	⟦oram⟧
Q	IT2a	f9v.6	1	odol	⟦odol⟧
Q	IT2a	f9v.6	2	choy	⟦choy⟧
Q	IT2a	f9v.6	3	ksheody	⟦ksheody⟧
Q	IT2a	f9v.6	4	chody	⟦chody⟧
Q	IT2a	f9v.6	5	dain	Menge Β
Q	IT2a	f9v.6	6	otchy	Eigenschaft T
Q	IT2a	f9v.6	7	cthod	⟦cthod⟧
Q	IT2a	f9v.6	8	yky	⟦yky⟧
Q	RF1b	f103r.2	1	dain	Menge Β
Q	RF1b	f103r.2	2	shek	⟦shek⟧
Q	RF1b	f103r.2	3	ch{cphh}dy	⟦ch{cphh}dy⟧
Q	RF1b	f103r.2	4	daloky	⟦daloky⟧
Q	RF1b	f103r.2	5	opche@152;y	⟦opche@152;y⟧
Q	RF1b	f103r.2	6	pcheo'l	⟦pcheo'l⟧
Q	RF1b	f103r.2	7	chep	⟦chep⟧
Q	RF1b	f103r.2	8	ar	Anteil
Q	RF1b	f103r.2	9	otchy	Eigenschaft T
Q	RF1b	f103r.2	10	sal	⟦sal⟧
Q	RF1b	f103r.2	11	lkeey	⟦lkeey⟧
Q	RF1b	f103r.2	12	sar	⟦sar⟧
Q	RF1b	f103r.2	13	ain	⟦ain⟧
Q	RF1b	f103r.2	14	okad	⟦okad⟧
Q	RF1b	f103r.2	15	che@152;y	⟦che@152;y⟧
Q	RF1b	f105v.2	1	ysheod	⟦ysheod⟧
Q	RF1b	f105v.2	2	ykeeedy	⟦ykeeedy⟧
Q	RF1b	f105v.2	3	keshed	⟦keshed⟧
Q	RF1b	f105v.2	4	qodaiin	⟦qodaiin⟧
Q	RF1b	f105v.2	5	oteodair	⟦oteodair⟧
Q	RF1b	f105v.2	6	or	⟦or⟧
Q	RF1b	f105v.2	7	chkar	⟦chkar⟧
Q	RF1b	f105v.2	8	otaiin	⟦otaiin⟧
Q	RF1b	f105v.2	9	chpor	⟦chpor⟧
Q	RF1b	f105v.2	10	or	⟦or⟧
Q	RF1b	f105v.2	11	otchy	Eigenschaft T
Q	RF1b	f105v.2	12	otor	⟦otor⟧
Q	RF1b	f107r.28	1	kar	⟦kar⟧
Q	RF1b	f107r.28	2	aiin	⟦aiin⟧
Q	RF1b	f107r.28	3	chl	⟦chl⟧
Q	RF1b	f107r.28	4	cholor	⟦cholor⟧
Q	RF1b	f107r.28	5	sheees	⟦sheees⟧
Q	RF1b	f107r.28	6	aiin	⟦aiin⟧
Q	RF1b	f107r.28	7	cheey	⟦cheey⟧
Q	RF1b	f107r.28	8	otchy	Eigenschaft T
Q	RF1b	f107r.28	9	lkaiin	⟦lkaiin⟧
Q	RF1b	f107r.28	10	ykaiin	⟦ykaiin⟧
Q	RF1b	f107r.28	11	ykalkal	⟦ykalkal⟧
Q	RF1b	f107r.51	1	sar	⟦sar⟧
Q	RF1b	f107r.51	2	ain	⟦ain⟧
Q	RF1b	f107r.51	3	chol	getrocknet
Q	RF1b	f107r.51	4	ol	auch
Q	RF1b	f107r.51	5	cheey	⟦cheey⟧
Q	RF1b	f107r.51	6	otal	⟦otal⟧
Q	RF1b	f107r.51	7	otal	⟦otal⟧
Q	RF1b	f107r.51	8	ol	auch
Q	RF1b	f107r.51	9	otchy	Eigenschaft T
Q	RF1b	f107r.51	10	qoky	⟦qoky⟧
Q	RF1b	f107r.51	11	otaily	⟦otaily⟧
Q	RF1b	f13v.1	1	koair	⟦koair⟧
Q	RF1b	f13v.1	2	chtoiin	⟦chtoiin⟧
Q	RF1b	f13v.1	3	otchy	Eigenschaft T
Q	RF1b	f13v.1	4	kchod	⟦kchod⟧
Q	RF1b	f13v.1	5	otol	⟦otol⟧
Q	RF1b	f13v.1	6	otchy	Eigenschaft T
Q	RF1b	f13v.1	7	octhos	⟦octhos⟧
Q	RF1b	f13v.3	1	qokchy	⟦qokchy⟧
Q	RF1b	f13v.3	2	qokod	⟦qokod⟧
Q	RF1b	f13v.3	3	chy	Wasser
Q	RF1b	f13v.3	4	otchy	Eigenschaft T
Q	RF1b	f13v.3	5	cthody	⟦cthody⟧
Q	RF1b	f13v.8	1	otchy	Eigenschaft T
Q	RF1b	f13v.8	2	daiin	Menge Γ
Q	RF1b	f13v.8	3	ydain	⟦ydain⟧
Q	RF1b	f13v.8	4	ykol	⟦ykol⟧
Q	RF1b	f13v.8	5	okchy	⟦okchy⟧
Q	RF1b	f13v.8	6	okald	⟦okald⟧
Q	RF1b	f13v.8	7	dytaiin	⟦dytaiin⟧
Q	RF1b	f15v.6	1	qotchey	⟦qotchey⟧
Q	RF1b	f15v.6	2	choty	⟦choty⟧
Q	RF1b	f15v.6	3	kaiin	⟦kaiin⟧
Q	RF1b	f15v.6	4	otchy	Eigenschaft T
Q	RF1b	f15v.6	5	r	⟦r⟧
Q	RF1b	f15v.6	6	aiin	⟦aiin⟧
Q	RF1b	f17r.1	1	fshody	⟦fshody⟧
Q	RF1b	f17r.1	2	daram	⟦daram⟧
Q	RF1b	f17r.1	3	ydar	⟦ydar⟧
