statement_id	record_unit_id	page	scribe_id	tuple_sequence	original_surface_sequence	scribe_surface_sequence	line_broken_copy	changed_token_count	current_minimal_card_reading_de	current_owner_reading_de	selected_source_vocabulary_de	current_controlled_unit_reading_de	semantic_policy	surface_change_may_change_meaning	legacy_rich_readback_status
B2-S017	B2	f82r	S1_BARE_MASTER	98bdc4244c84cbef3321 78b3b3140714da19090d	rsheal daldy	rsheal daldy	rsheal daldy	0	halten + kurz + Ziel; Ziel + Ende	Bei den Randstationen des unteren Beckens: halten + kurz + Ziel; Ziel + Ende.	Badende; Becken; Beckenstation; Öffnung; Einlass; Ablauf; Flüssigkeitslauf; Waschflüssigkeit; Zusatz; Temperatur; Dauer; örtliche Stelle; Teilbad; Filtern	An jeder Beckenstation die Öffnung wählen, Waschflüssigkeit am Einlass in den Flüssigkeitslauf führen und am Ablauf halten. Zusatz und Temperatur einstellen; die Badenden für die Dauer im Teilbad an der örtlichen Stelle halten und danach filtern.	SAME_MINIMAL_CARDS_AND_SELECTED_SOURCE_ACROSS_ALL_HANDS	NO	SUPERSEDED_BY_SELECTED_SOURCE_EDITION
B2-S017	B2	f82r	S2_Q_CELL_SCRIBE	98bdc4244c84cbef3321 78b3b3140714da19090d	rsheal daldy	rsheal daldy	rsheal daldy	0	halten + kurz + Ziel; Ziel + Ende	Bei den Randstationen des unteren Beckens: halten + kurz + Ziel; Ziel + Ende.	Badende; Becken; Beckenstation; Öffnung; Einlass; Ablauf; Flüssigkeitslauf; Waschflüssigkeit; Zusatz; Temperatur; Dauer; örtliche Stelle; Teilbad; Filtern	An jeder Beckenstation die Öffnung wählen, Waschflüssigkeit am Einlass in den Flüssigkeitslauf führen und am Ablauf halten. Zusatz und Temperatur einstellen; die Badenden für die Dauer im Teilbad an der örtlichen Stelle halten und danach filtern.	SAME_MINIMAL_CARDS_AND_SELECTED_SOURCE_ACROSS_ALL_HANDS	NO	SUPERSEDED_BY_SELECTED_SOURCE_EDITION
B2-S017	B2	f82r	S3_S_LINE_SCRIBE	98bdc4244c84cbef3321 78b3b3140714da19090d	rsheal daldy	rsheal daldy	rsheal daldy	0	halten + kurz + Ziel; Ziel + Ende	Bei den Randstationen des unteren Beckens: halten + kurz + Ziel; Ziel + Ende.	Badende; Becken; Beckenstation; Öffnung; Einlass; Ablauf; Flüssigkeitslauf; Waschflüssigkeit; Zusatz; Temperatur; Dauer; örtliche Stelle; Teilbad; Filtern	An jeder Beckenstation die Öffnung wählen, Waschflüssigkeit am Einlass in den Flüssigkeitslauf führen und am Ablauf halten. Zusatz und Temperatur einstellen; die Badenden für die Dauer im Teilbad an der örtlichen Stelle halten und danach filtern.	SAME_MINIMAL_CARDS_AND_SELECTED_SOURCE_ACROSS_ALL_HANDS	NO	SUPERSEDED_BY_SELECTED_SOURCE_EDITION
B2-S017	B2	f82r	S4_MIXED_COMPACT	98bdc4244c84cbef3321 78b3b3140714da19090d	rsheal daldy	rsheal daldy	rsheal daldy	0	halten + kurz + Ziel; Ziel + Ende	Bei den Randstationen des unteren Beckens: halten + kurz + Ziel; Ziel + Ende.	Badende; Becken; Beckenstation; Öffnung; Einlass; Ablauf; Flüssigkeitslauf; Waschflüssigkeit; Zusatz; Temperatur; Dauer; örtliche Stelle; Teilbad; Filtern	An jeder Beckenstation die Öffnung wählen, Waschflüssigkeit am Einlass in den Flüssigkeitslauf führen und am Ablauf halten. Zusatz und Temperatur einstellen; die Badenden für die Dauer im Teilbad an der örtlichen Stelle halten und danach filtern.	SAME_MINIMAL_CARDS_AND_SELECTED_SOURCE_ACROSS_ALL_HANDS	NO	SUPERSEDED_BY_SELECTED_SOURCE_EDITION
B2-S018	B2	f82r	S1_BARE_MASTER	7d25241b0e56c836372a	qokeedy	qokeedy	qokeedy	0	ansetzen + länger + Ende	Bei den Randstationen des unteren Beckens: ansetzen + länger + Ende.	Badende; Becken; Beckenstation; Öffnung; Einlass; Ablauf; Flüssigkeitslauf; Waschflüssigkeit; Zusatz; Temperatur; Dauer; örtliche Stelle; Teilbad; Filtern	An jeder Beckenstation die Öffnung wählen, Waschflüssigkeit am Einlass in den Flüssigkeitslauf führen und am Ablauf halten. Zusatz und Temperatur einstellen; die Badenden für die Dauer im Teilbad an der örtlichen Stelle halten und danach filtern.	SAME_MINIMAL_CARDS_AND_SELECTED_SOURCE_ACROSS_ALL_HANDS	NO	SUPERSEDED_BY_SELECTED_SOURCE_EDITION
B2-S018	B2	f82r	S2_Q_CELL_SCRIBE	7d25241b0e56c836372a	qokeedy	qokeedy	qokeedy	0	ansetzen + länger + Ende	Bei den Randstationen des unteren Beckens: ansetzen + länger + Ende.	Badende; Becken; Beckenstation; Öffnung; Einlass; Ablauf; Flüssigkeitslauf; Waschflüssigkeit; Zusatz; Temperatur; Dauer; örtliche Stelle; Teilbad; Filtern	An jeder Beckenstation die Öffnung wählen, Waschflüssigkeit am Einlass in den Flüssigkeitslauf führen und am Ablauf halten. Zusatz und Temperatur einstellen; die Badenden für die Dauer im Teilbad an der örtlichen Stelle halten und danach filtern.	SAME_MINIMAL_CARDS_AND_SELECTED_SOURCE_ACROSS_ALL_HANDS	NO	SUPERSEDED_BY_SELECTED_SOURCE_EDITION
B2-S018	B2	f82r	S3_S_LINE_SCRIBE	7d25241b0e56c836372a	qokeedy	qokeedy	qokeedy	0	ansetzen + länger + Ende	Bei den Randstationen des unteren Beckens: ansetzen + länger + Ende.	Badende; Becken; Beckenstation; Öffnung; Einlass; Ablauf; Flüssigkeitslauf; Waschflüssigkeit; Zusatz; Temperatur; Dauer; örtliche Stelle; Teilbad; Filtern	An jeder Beckenstation die Öffnung wählen, Waschflüssigkeit am Einlass in den Flüssigkeitslauf führen und am Ablauf halten. Zusatz und Temperatur einstellen; die Badenden für die Dauer im Teilbad an der örtlichen Stelle halten und danach filtern.	SAME_MINIMAL_CARDS_AND_SELECTED_SOURCE_ACROSS_ALL_HANDS	NO	SUPERSEDED_BY_SELECTED_SOURCE_EDITION
B2-S018	B2	f82r	S4_MIXED_COMPACT	7d25241b0e56c836372a	qokeedy	qokeedy	qokeedy	0	ansetzen + länger + Ende	Bei den Randstationen des unteren Beckens: ansetzen + länger + Ende.	Badende; Becken; Beckenstation; Öffnung; Einlass; Ablauf; Flüssigkeitslauf; Waschflüssigkeit; Zusatz; Temperatur; Dauer; örtliche Stelle; Teilbad; Filtern	An jeder Beckenstation die Öffnung wählen, Waschflüssigkeit am Einlass in den Flüssigkeitslauf führen und am Ablauf halten. Zusatz und Temperatur einstellen; die Badenden für die Dauer im Teilbad an der örtlichen Stelle halten und danach filtern.	SAME_MINIMAL_CARDS_AND_SELECTED_SOURCE_ACROSS_ALL_HANDS	NO	SUPERSEDED_BY_SELECTED_SOURCE_EDITION
B2-S019	B2	f82r	S1_BARE_MASTER	7f68f60279efe6b28cd7	rshedy	rshedy	rshedy	0	waschen + Ende	Bei den Randstationen des unteren Beckens: waschen + Ende.	Badende; Becken; Beckenstation; Öffnung; Einlass; Ablauf; Flüssigkeitslauf; Waschflüssigkeit; Zusatz; Temperatur; Dauer; örtliche Stelle; Teilbad; Filtern	An jeder Beckenstation die Öffnung wählen, Waschflüssigkeit am Einlass in den Flüssigkeitslauf führen und am Ablauf halten. Zusatz und Temperatur einstellen; die Badenden für die Dauer im Teilbad an der örtlichen Stelle halten und danach filtern.	SAME_MINIMAL_CARDS_AND_SELECTED_SOURCE_ACROSS_ALL_HANDS	NO	SUPERSEDED_BY_SELECTED_SOURCE_EDITION
B2-S019	B2	f82r	S2_Q_CELL_SCRIBE	7f68f60279efe6b28cd7	rshedy	rshedy	rshedy	0	waschen + Ende	Bei den Randstationen des unteren Beckens: waschen + Ende.	Badende; Becken; Beckenstation; Öffnung; Einlass; Ablauf; Flüssigkeitslauf; Waschflüssigkeit; Zusatz; Temperatur; Dauer; örtliche Stelle; Teilbad; Filtern	An jeder Beckenstation die Öffnung wählen, Waschflüssigkeit am Einlass in den Flüssigkeitslauf führen und am Ablauf halten. Zusatz und Temperatur einstellen; die Badenden für die Dauer im Teilbad an der örtlichen Stelle halten und danach filtern.	SAME_MINIMAL_CARDS_AND_SELECTED_SOURCE_ACROSS_ALL_HANDS	NO	SUPERSEDED_BY_SELECTED_SOURCE_EDITION
B2-S019	B2	f82r	S3_S_LINE_SCRIBE	7f68f60279efe6b28cd7	rshedy	rshedy	rshedy	0	waschen + Ende	Bei den Randstationen des unteren Beckens: waschen + Ende.	Badende; Becken; Beckenstation; Öffnung; Einlass; Ablauf; Flüssigkeitslauf; Waschflüssigkeit; Zusatz; Temperatur; Dauer; örtliche Stelle; Teilbad; Filtern	An jeder Beckenstation die Öffnung wählen, Waschflüssigkeit am Einlass in den Flüssigkeitslauf führen und am Ablauf halten. Zusatz und Temperatur einstellen; die Badenden für die Dauer im Teilbad an der örtlichen Stelle halten und danach filtern.	SAME_MINIMAL_CARDS_AND_SELECTED_SOURCE_ACROSS_ALL_HANDS	NO	SUPERSEDED_BY_SELECTED_SOURCE_EDITION
B2-S019	B2	f82r	S4_MIXED_COMPACT	7f68f60279efe6b28cd7	rshedy	rshedy	rshedy	0	waschen + Ende	Bei den Randstationen des unteren Beckens: waschen + Ende.	Badende; Becken; Beckenstation; Öffnung; Einlass; Ablauf; Flüssigkeitslauf; Waschflüssigkeit; Zusatz; Temperatur; Dauer; örtliche Stelle; Teilbad; Filtern	An jeder Beckenstation die Öffnung wählen, Waschflüssigkeit am Einlass in den Flüssigkeitslauf führen und am Ablauf halten. Zusatz und Temperatur einstellen; die Badenden für die Dauer im Teilbad an der örtlichen Stelle halten und danach filtern.	SAME_MINIMAL_CARDS_AND_SELECTED_SOURCE_ACROSS_ALL_HANDS	NO	SUPERSEDED_BY_SELECTED_SOURCE_EDITION
B2-S020	B2	f82r	S1_BARE_MASTER	ff178343c18e287ce3b7	qoteedy	qoteedy	qoteedy	0	danach + länger + Ende	Bei den Randstationen des unteren Beckens: danach + länger + Ende.	Badende; Becken; Beckenstation; Öffnung; Einlass; Ablauf; Flüssigkeitslauf; Waschflüssigkeit; Zusatz; Temperatur; Dauer; örtliche Stelle; Teilbad; Filtern	An jeder Beckenstation die Öffnung wählen, Waschflüssigkeit am Einlass in den Flüssigkeitslauf führen und am Ablauf halten. Zusatz und Temperatur einstellen; die Badenden für die Dauer im Teilbad an der örtlichen Stelle halten und danach filtern.	SAME_MINIMAL_CARDS_AND_SELECTED_SOURCE_ACROSS_ALL_HANDS	NO	SUPERSEDED_BY_SELECTED_SOURCE_EDITION
B2-S020	B2	f82r	S2_Q_CELL_SCRIBE	ff178343c18e287ce3b7	qoteedy	qoteedy	qoteedy	0	danach + länger + Ende	Bei den Randstationen des unteren Beckens: danach + länger + Ende.	Badende; Becken; Beckenstation; Öffnung; Einlass; Ablauf; Flüssigkeitslauf; Waschflüssigkeit; Zusatz; Temperatur; Dauer; örtliche Stelle; Teilbad; Filtern	An jeder Beckenstation die Öffnung wählen, Waschflüssigkeit am Einlass in den Flüssigkeitslauf führen und am Ablauf halten. Zusatz und Temperatur einstellen; die Badenden für die Dauer im Teilbad an der örtlichen Stelle halten und danach filtern.	SAME_MINIMAL_CARDS_AND_SELECTED_SOURCE_ACROSS_ALL_HANDS	NO	SUPERSEDED_BY_SELECTED_SOURCE_EDITION
B2-S020	B2	f82r	S3_S_LINE_SCRIBE	ff178343c18e287ce3b7	qoteedy	qoteedy	qoteedy	0	danach + länger + Ende	Bei den Randstationen des unteren Beckens: danach + länger + Ende.	Badende; Becken; Beckenstation; Öffnung; Einlass; Ablauf; Flüssigkeitslauf; Waschflüssigkeit; Zusatz; Temperatur; Dauer; örtliche Stelle; Teilbad; Filtern	An jeder Beckenstation die Öffnung wählen, Waschflüssigkeit am Einlass in den Flüssigkeitslauf führen und am Ablauf halten. Zusatz und Temperatur einstellen; die Badenden für die Dauer im Teilbad an der örtlichen Stelle halten und danach filtern.	SAME_MINIMAL_CARDS_AND_SELECTED_SOURCE_ACROSS_ALL_HANDS	NO	SUPERSEDED_BY_SELECTED_SOURCE_EDITION
B2-S020	B2	f82r	S4_MIXED_COMPACT	ff178343c18e287ce3b7	qoteedy	qoteedy	qoteedy	0	danach + länger + Ende	Bei den Randstationen des unteren Beckens: danach + länger + Ende.	Badende; Becken; Beckenstation; Öffnung; Einlass; Ablauf; Flüssigkeitslauf; Waschflüssigkeit; Zusatz; Temperatur; Dauer; örtliche Stelle; Teilbad; Filtern	An jeder Beckenstation die Öffnung wählen, Waschflüssigkeit am Einlass in den Flüssigkeitslauf führen und am Ablauf halten. Zusatz und Temperatur einstellen; die Badenden für die Dauer im Teilbad an der örtlichen Stelle halten und danach filtern.	SAME_MINIMAL_CARDS_AND_SELECTED_SOURCE_ACROSS_ALL_HANDS	NO	SUPERSEDED_BY_SELECTED_SOURCE_EDITION
B2-S021	B2	f82r	S1_BARE_MASTER	7d25241b0e56c836372a	qokeedy	qokeedy	qokeedy	0	ansetzen + länger + Ende	Bei den Randstationen des unteren Beckens: ansetzen + länger + Ende.	Badende; Becken; Beckenstation; Öffnung; Einlass; Ablauf; Flüssigkeitslauf; Waschflüssigkeit; Zusatz; Temperatur; Dauer; örtliche Stelle; Teilbad; Filtern	An jeder Beckenstation die Öffnung wählen, Waschflüssigkeit am Einlass in den Flüssigkeitslauf führen und am Ablauf halten. Zusatz und Temperatur einstellen; die Badenden für die Dauer im Teilbad an der örtlichen Stelle halten und danach filtern.	SAME_MINIMAL_CARDS_AND_SELECTED_SOURCE_ACROSS_ALL_HANDS	NO	SUPERSEDED_BY_SELECTED_SOURCE_EDITION
B2-S021	B2	f82r	S2_Q_CELL_SCRIBE	7d25241b0e56c836372a	qokeedy	qokeedy	qokeedy	0	ansetzen + länger + Ende	Bei den Randstationen des unteren Beckens: ansetzen + länger + Ende.	Badende; Becken; Beckenstation; Öffnung; Einlass; Ablauf; Flüssigkeitslauf; Waschflüssigkeit; Zusatz; Temperatur; Dauer; örtliche Stelle; Teilbad; Filtern	An jeder Beckenstation die Öffnung wählen, Waschflüssigkeit am Einlass in den Flüssigkeitslauf führen und am Ablauf halten. Zusatz und Temperatur einstellen; die Badenden für die Dauer im Teilbad an der örtlichen Stelle halten und danach filtern.	SAME_MINIMAL_CARDS_AND_SELECTED_SOURCE_ACROSS_ALL_HANDS	NO	SUPERSEDED_BY_SELECTED_SOURCE_EDITION
B2-S021	B2	f82r	S3_S_LINE_SCRIBE	7d25241b0e56c836372a	qokeedy	qokeedy	qokeedy	0	ansetzen + länger + Ende	Bei den Randstationen des unteren Beckens: ansetzen + länger + Ende.	Badende; Becken; Beckenstation; Öffnung; Einlass; Ablauf; Flüssigkeitslauf; Waschflüssigkeit; Zusatz; Temperatur; Dauer; örtliche Stelle; Teilbad; Filtern	An jeder Beckenstation die Öffnung wählen, Waschflüssigkeit am Einlass in den Flüssigkeitslauf führen und am Ablauf halten. Zusatz und Temperatur einstellen; die Badenden für die Dauer im Teilbad an der örtlichen Stelle halten und danach filtern.	SAME_MINIMAL_CARDS_AND_SELECTED_SOURCE_ACROSS_ALL_HANDS	NO	SUPERSEDED_BY_SELECTED_SOURCE_EDITION
B2-S021	B2	f82r	S4_MIXED_COMPACT	7d25241b0e56c836372a	qokeedy	qokeedy	qokeedy	0	ansetzen + länger + Ende	Bei den Randstationen des unteren Beckens: ansetzen + länger + Ende.	Badende; Becken; Beckenstation; Öffnung; Einlass; Ablauf; Flüssigkeitslauf; Waschflüssigkeit; Zusatz; Temperatur; Dauer; örtliche Stelle; Teilbad; Filtern	An jeder Beckenstation die Öffnung wählen, Waschflüssigkeit am Einlass in den Flüssigkeitslauf führen und am Ablauf halten. Zusatz und Temperatur einstellen; die Badenden für die Dauer im Teilbad an der örtlichen Stelle halten und danach filtern.	SAME_MINIMAL_CARDS_AND_SELECTED_SOURCE_ACROSS_ALL_HANDS	NO	SUPERSEDED_BY_SELECTED_SOURCE_EDITION
B2-S022	B2	f82r	S1_BARE_MASTER	f2af6326898fb5b490a4	lochedy	lochedy	lochedy	0	Rest abfuehren; Schluss	Bei den Randstationen des unteren Beckens: Rest abfuehren; Schluss.	Badende; Becken; Beckenstation; Öffnung; Einlass; Ablauf; Flüssigkeitslauf; Waschflüssigkeit; Zusatz; Temperatur; Dauer; örtliche Stelle; Teilbad; Filtern	An jeder Beckenstation die Öffnung wählen, Waschflüssigkeit am Einlass in den Flüssigkeitslauf führen und am Ablauf halten. Zusatz und Temperatur einstellen; die Badenden für die Dauer im Teilbad an der örtlichen Stelle halten und danach filtern.	SAME_MINIMAL_CARDS_AND_SELECTED_SOURCE_ACROSS_ALL_HANDS	NO	SUPERSEDED_BY_SELECTED_SOURCE_EDITION
B2-S022	B2	f82r	S2_Q_CELL_SCRIBE	f2af6326898fb5b490a4	lochedy	lochedy	lochedy	0	Rest abfuehren; Schluss	Bei den Randstationen des unteren Beckens: Rest abfuehren; Schluss.	Badende; Becken; Beckenstation; Öffnung; Einlass; Ablauf; Flüssigkeitslauf; Waschflüssigkeit; Zusatz; Temperatur; Dauer; örtliche Stelle; Teilbad; Filtern	An jeder Beckenstation die Öffnung wählen, Waschflüssigkeit am Einlass in den Flüssigkeitslauf führen und am Ablauf halten. Zusatz und Temperatur einstellen; die Badenden für die Dauer im Teilbad an der örtlichen Stelle halten und danach filtern.	SAME_MINIMAL_CARDS_AND_SELECTED_SOURCE_ACROSS_ALL_HANDS	NO	SUPERSEDED_BY_SELECTED_SOURCE_EDITION
B2-S022	B2	f82r	S3_S_LINE_SCRIBE	f2af6326898fb5b490a4	lochedy	lochedy	lochedy	0	Rest abfuehren; Schluss	Bei den Randstationen des unteren Beckens: Rest abfuehren; Schluss.	Badende; Becken; Beckenstation; Öffnung; Einlass; Ablauf; Flüssigkeitslauf; Waschflüssigkeit; Zusatz; Temperatur; Dauer; örtliche Stelle; Teilbad; Filtern	An jeder Beckenstation die Öffnung wählen, Waschflüssigkeit am Einlass in den Flüssigkeitslauf führen und am Ablauf halten. Zusatz und Temperatur einstellen; die Badenden für die Dauer im Teilbad an der örtlichen Stelle halten und danach filtern.	SAME_MINIMAL_CARDS_AND_SELECTED_SOURCE_ACROSS_ALL_HANDS	NO	SUPERSEDED_BY_SELECTED_SOURCE_EDITION
B2-S022	B2	f82r	S4_MIXED_COMPACT	f2af6326898fb5b490a4	lochedy	lochedy	lochedy	0	Rest abfuehren; Schluss	Bei den Randstationen des unteren Beckens: Rest abfuehren; Schluss.	Badende; Becken; Beckenstation; Öffnung; Einlass; Ablauf; Flüssigkeitslauf; Waschflüssigkeit; Zusatz; Temperatur; Dauer; örtliche Stelle; Teilbad; Filtern	An jeder Beckenstation die Öffnung wählen, Waschflüssigkeit am Einlass in den Flüssigkeitslauf führen und am Ablauf halten. Zusatz und Temperatur einstellen; die Badenden für die Dauer im Teilbad an der örtlichen Stelle halten und danach filtern.	SAME_MINIMAL_CARDS_AND_SELECTED_SOURCE_ACROSS_ALL_HANDS	NO	SUPERSEDED_BY_SELECTED_SOURCE_EDITION
B3-S001	B3	f83r	S1_BARE_MASTER	3b70942557b3a40e8030	olkeedy	olkeedy	olkeedy	0	sammeln + länger + Ende	Bei der oberen offenen Fächerstation: sammeln + länger + Ende.	Badende; Becken; Beckenstation; Öffnung; Ablauf; Flüssigkeitslauf; Auffanggefäß; Waschflüssigkeit; Temperatur; Dauer; örtliche Stelle; Filtern	Badende und Beckenstation getrennt adressieren. Waschflüssigkeit durch die Öffnung in den Flüssigkeitslauf führen, an der örtlichen Stelle für die Dauer halten, filtern und im Auffanggefäß sammeln; danach am Ablauf abführen.	SAME_MINIMAL_CARDS_AND_SELECTED_SOURCE_ACROSS_ALL_HANDS	NO	SUPERSEDED_BY_SELECTED_SOURCE_EDITION
B3-S001	B3	f83r	S2_Q_CELL_SCRIBE	3b70942557b3a40e8030	olkeedy	olkeedy	olkeedy	0	sammeln + länger + Ende	Bei der oberen offenen Fächerstation: sammeln + länger + Ende.	Badende; Becken; Beckenstation; Öffnung; Ablauf; Flüssigkeitslauf; Auffanggefäß; Waschflüssigkeit; Temperatur; Dauer; örtliche Stelle; Filtern	Badende und Beckenstation getrennt adressieren. Waschflüssigkeit durch die Öffnung in den Flüssigkeitslauf führen, an der örtlichen Stelle für die Dauer halten, filtern und im Auffanggefäß sammeln; danach am Ablauf abführen.	SAME_MINIMAL_CARDS_AND_SELECTED_SOURCE_ACROSS_ALL_HANDS	NO	SUPERSEDED_BY_SELECTED_SOURCE_EDITION
B3-S001	B3	f83r	S3_S_LINE_SCRIBE	3b70942557b3a40e8030	olkeedy	solkeedy	solkeedy	1	sammeln + länger + Ende	Bei der oberen offenen Fächerstation: sammeln + länger + Ende.	Badende; Becken; Beckenstation; Öffnung; Ablauf; Flüssigkeitslauf; Auffanggefäß; Waschflüssigkeit; Temperatur; Dauer; örtliche Stelle; Filtern	Badende und Beckenstation getrennt adressieren. Waschflüssigkeit durch die Öffnung in den Flüssigkeitslauf führen, an der örtlichen Stelle für die Dauer halten, filtern und im Auffanggefäß sammeln; danach am Ablauf abführen.	SAME_MINIMAL_CARDS_AND_SELECTED_SOURCE_ACROSS_ALL_HANDS	NO	SUPERSEDED_BY_SELECTED_SOURCE_EDITION
B3-S001	B3	f83r	S4_MIXED_COMPACT	3b70942557b3a40e8030	olkeedy	solkeedy	solkeedy	1	sammeln + länger + Ende	Bei der oberen offenen Fächerstation: sammeln + länger + Ende.	Badende; Becken; Beckenstation; Öffnung; Ablauf; Flüssigkeitslauf; Auffanggefäß; Waschflüssigkeit; Temperatur; Dauer; örtliche Stelle; Filtern	Badende und Beckenstation getrennt adressieren. Waschflüssigkeit durch die Öffnung in den Flüssigkeitslauf führen, an der örtlichen Stelle für die Dauer halten, filtern und im Auffanggefäß sammeln; danach am Ablauf abführen.	SAME_MINIMAL_CARDS_AND_SELECTED_SOURCE_ACROSS_ALL_HANDS	NO	SUPERSEDED_BY_SELECTED_SOURCE_EDITION
B3-S002	B3	f83r	S1_BARE_MASTER	90bcf0a9ec0ef56399e6 a84fbe3ad380df345b97	qotal chkeedy	otal chkeedy	otal chkeedy	1	danach + Ziel; wärmen + länger + Ende	Bei der oberen offenen Fächerstation: danach + Ziel; wärmen + länger + Ende.	Badende; Becken; Beckenstation; Öffnung; Ablauf; Flüssigkeitslauf; Auffanggefäß; Waschflüssigkeit; Temperatur; Dauer; örtliche Stelle; Filtern	Badende und Beckenstation getrennt adressieren. Waschflüssigkeit durch die Öffnung in den Flüssigkeitslauf führen, an der örtlichen Stelle für die Dauer halten, filtern und im Auffanggefäß sammeln; danach am Ablauf abführen.	SAME_MINIMAL_CARDS_AND_SELECTED_SOURCE_ACROSS_ALL_HANDS	NO	SUPERSEDED_BY_SELECTED_SOURCE_EDITION
B3-S002	B3	f83r	S2_Q_CELL_SCRIBE	90bcf0a9ec0ef56399e6 a84fbe3ad380df345b97	qotal chkeedy	qotal chkeedy	qotal chkeedy	0	danach + Ziel; wärmen + länger + Ende	Bei der oberen offenen Fächerstation: danach + Ziel; wärmen + länger + Ende.	Badende; Becken; Beckenstation; Öffnung; Ablauf; Flüssigkeitslauf; Auffanggefäß; Waschflüssigkeit; Temperatur; Dauer; örtliche Stelle; Filtern	Badende und Beckenstation getrennt adressieren. Waschflüssigkeit durch die Öffnung in den Flüssigkeitslauf führen, an der örtlichen Stelle für die Dauer halten, filtern und im Auffanggefäß sammeln; danach am Ablauf abführen.	SAME_MINIMAL_CARDS_AND_SELECTED_SOURCE_ACROSS_ALL_HANDS	NO	SUPERSEDED_BY_SELECTED_SOURCE_EDITION
B3-S002	B3	f83r	S3_S_LINE_SCRIBE	90bcf0a9ec0ef56399e6 a84fbe3ad380df345b97	qotal chkeedy	otal chkeedy	otal chkeedy	1	danach + Ziel; wärmen + länger + Ende	Bei der oberen offenen Fächerstation: danach + Ziel; wärmen + länger + Ende.	Badende; Becken; Beckenstation; Öffnung; Ablauf; Flüssigkeitslauf; Auffanggefäß; Waschflüssigkeit; Temperatur; Dauer; örtliche Stelle; Filtern	Badende und Beckenstation getrennt adressieren. Waschflüssigkeit durch die Öffnung in den Flüssigkeitslauf führen, an der örtlichen Stelle für die Dauer halten, filtern und im Auffanggefäß sammeln; danach am Ablauf abführen.	SAME_MINIMAL_CARDS_AND_SELECTED_SOURCE_ACROSS_ALL_HANDS	NO	SUPERSEDED_BY_SELECTED_SOURCE_EDITION
B3-S002	B3	f83r	S4_MIXED_COMPACT	90bcf0a9ec0ef56399e6 a84fbe3ad380df345b97	qotal chkeedy	qotal chkeedy	qotal chkeedy	0	danach + Ziel; wärmen + länger + Ende	Bei der oberen offenen Fächerstation: danach + Ziel; wärmen + länger + Ende.	Badende; Becken; Beckenstation; Öffnung; Ablauf; Flüssigkeitslauf; Auffanggefäß; Waschflüssigkeit; Temperatur; Dauer; örtliche Stelle; Filtern	Badende und Beckenstation getrennt adressieren. Waschflüssigkeit durch die Öffnung in den Flüssigkeitslauf führen, an der örtlichen Stelle für die Dauer halten, filtern und im Auffanggefäß sammeln; danach am Ablauf abführen.	SAME_MINIMAL_CARDS_AND_SELECTED_SOURCE_ACROSS_ALL_HANDS	NO	SUPERSEDED_BY_SELECTED_SOURCE_EDITION
B3-S003	B3	f83r	S1_BARE_MASTER	b921a237be883a820352 2f1c5e56e8f0ff459065 b921a237be883a820352 de7321bface5628e35d6	chey daiin chey lchedy	chey aiin chey lchedy	chey aiin chey lchedy	1	dies; Sollwert; dies; abführen; Schluss	Bei der oberen offenen Fächerstation: dies; Sollwert; dies; abführen; Schluss.	Badende; Becken; Beckenstation; Öffnung; Ablauf; Flüssigkeitslauf; Auffanggefäß; Waschflüssigkeit; Temperatur; Dauer; örtliche Stelle; Filtern	Badende und Beckenstation getrennt adressieren. Waschflüssigkeit durch die Öffnung in den Flüssigkeitslauf führen, an der örtlichen Stelle für die Dauer halten, filtern und im Auffanggefäß sammeln; danach am Ablauf abführen.	SAME_MINIMAL_CARDS_AND_SELECTED_SOURCE_ACROSS_ALL_HANDS	NO	SUPERSEDED_BY_SELECTED_SOURCE_EDITION
B3-S003	B3	f83r	S2_Q_CELL_SCRIBE	b921a237be883a820352 2f1c5e56e8f0ff459065 b921a237be883a820352 de7321bface5628e35d6	chey daiin chey lchedy	chey aiin chey lchedy	chey aiin chey lchedy	1	dies; Sollwert; dies; abführen; Schluss	Bei der oberen offenen Fächerstation: dies; Sollwert; dies; abführen; Schluss.	Badende; Becken; Beckenstation; Öffnung; Ablauf; Flüssigkeitslauf; Auffanggefäß; Waschflüssigkeit; Temperatur; Dauer; örtliche Stelle; Filtern	Badende und Beckenstation getrennt adressieren. Waschflüssigkeit durch die Öffnung in den Flüssigkeitslauf führen, an der örtlichen Stelle für die Dauer halten, filtern und im Auffanggefäß sammeln; danach am Ablauf abführen.	SAME_MINIMAL_CARDS_AND_SELECTED_SOURCE_ACROSS_ALL_HANDS	NO	SUPERSEDED_BY_SELECTED_SOURCE_EDITION
