group_serial	page	locus	opaque_local_id	local_namespace	condition_shelf	condition_family_de	copied_local_label	orientation_status	crosspage_key	word_translation
105	f67r2	f67r2.42	A1:G105	A1_LEFT_WHEEL_ONLY	C2	Stern-, Strahlen- oder Aspektbedingung	Kopiersegment 03/03 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, lokales Radial- oder Ringfeld L42: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
106	f67r2	f67r2.43	A1:G106	A1_LEFT_WHEEL_ONLY	C2	Stern-, Strahlen- oder Aspektbedingung	Kopiersegment 01/04 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, lokales Radial- oder Ringfeld L43: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
107	f67r2	f67r2.43	A1:G107	A1_LEFT_WHEEL_ONLY	C2	Stern-, Strahlen- oder Aspektbedingung	Kopiersegment 02/04 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, lokales Radial- oder Ringfeld L43: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
108	f67r2	f67r2.43	A1:G108	A1_LEFT_WHEEL_ONLY	C2	Stern-, Strahlen- oder Aspektbedingung	Kopiersegment 03/04 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, lokales Radial- oder Ringfeld L43: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
109	f67r2	f67r2.43	A1:G109	A1_LEFT_WHEEL_ONLY	C2	Stern-, Strahlen- oder Aspektbedingung	Kopiersegment 04/04 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, lokales Radial- oder Ringfeld L43: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
110	f67r2	f67r2.44	A1:G110	A1_LEFT_WHEEL_ONLY	C2	Stern-, Strahlen- oder Aspektbedingung	Kopiersegment 01/03 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, lokales Radial- oder Ringfeld L44: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
111	f67r2	f67r2.44	A1:G111	A1_LEFT_WHEEL_ONLY	C2	Stern-, Strahlen- oder Aspektbedingung	Kopiersegment 02/03 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, lokales Radial- oder Ringfeld L44: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
112	f67r2	f67r2.44	A1:G112	A1_LEFT_WHEEL_ONLY	C2	Stern-, Strahlen- oder Aspektbedingung	Kopiersegment 03/03 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, lokales Radial- oder Ringfeld L44: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
113	f67r2	f67r2.45	A1:G113	A1_LEFT_WHEEL_ONLY	C2	Stern-, Strahlen- oder Aspektbedingung	Kopiersegment 01/03 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, lokales Radial- oder Ringfeld L45: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
114	f67r2	f67r2.45	A1:G114	A1_LEFT_WHEEL_ONLY	C2	Stern-, Strahlen- oder Aspektbedingung	Kopiersegment 02/03 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, lokales Radial- oder Ringfeld L45: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
115	f67r2	f67r2.45	A1:G115	A1_LEFT_WHEEL_ONLY	C2	Stern-, Strahlen- oder Aspektbedingung	Kopiersegment 03/03 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, lokales Radial- oder Ringfeld L45: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
116	f67r2	f67r2.46	A1:G116	A1_LEFT_WHEEL_ONLY	C2	Stern-, Strahlen- oder Aspektbedingung	Kopiersegment 01/02 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, lokales Radial- oder Ringfeld L46: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
117	f67r2	f67r2.46	A1:G117	A1_LEFT_WHEEL_ONLY	C2	Stern-, Strahlen- oder Aspektbedingung	Kopiersegment 02/02 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, lokales Radial- oder Ringfeld L46: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
118	f67r2	f67r2.47	A1:G118	A1_LEFT_WHEEL_ONLY	C2	Stern-, Strahlen- oder Aspektbedingung	Vollständiges lokales Etikett: Linkes f67r2-Rad, lokales Radial- oder Ringfeld L47: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
119	f67r2	f67r2.48	A1:G119	A1_LEFT_WHEEL_ONLY	C2	Stern-, Strahlen- oder Aspektbedingung	Kopiersegment 01/03 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, lokales Radial- oder Ringfeld L48: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
120	f67r2	f67r2.48	A1:G120	A1_LEFT_WHEEL_ONLY	C2	Stern-, Strahlen- oder Aspektbedingung	Kopiersegment 02/03 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, lokales Radial- oder Ringfeld L48: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
121	f67r2	f67r2.48	A1:G121	A1_LEFT_WHEEL_ONLY	C2	Stern-, Strahlen- oder Aspektbedingung	Kopiersegment 03/03 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, lokales Radial- oder Ringfeld L48: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
122	f67r2	f67r2.49	A1:G122	A1_LEFT_WHEEL_ONLY	C2	Stern-, Strahlen- oder Aspektbedingung	Kopiersegment 01/03 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, lokales Radial- oder Ringfeld L49: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
123	f67r2	f67r2.49	A1:G123	A1_LEFT_WHEEL_ONLY	C2	Stern-, Strahlen- oder Aspektbedingung	Kopiersegment 02/03 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, lokales Radial- oder Ringfeld L49: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
124	f67r2	f67r2.49	A1:G124	A1_LEFT_WHEEL_ONLY	C2	Stern-, Strahlen- oder Aspektbedingung	Kopiersegment 03/03 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, lokales Radial- oder Ringfeld L49: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
125	f67r2	f67r2.50	A1:G125	A1_LEFT_WHEEL_ONLY	C2	Stern-, Strahlen- oder Aspektbedingung	Kopiersegment 01/02 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, lokales Radial- oder Ringfeld L50: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
126	f67r2	f67r2.50	A1:G126	A1_LEFT_WHEEL_ONLY	C2	Stern-, Strahlen- oder Aspektbedingung	Kopiersegment 02/02 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, lokales Radial- oder Ringfeld L50: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
127	f67r2	f67r2.51	A1:G127	A1_LEFT_WHEEL_ONLY	C2	Stern-, Strahlen- oder Aspektbedingung	Vollständiges lokales Etikett: Linkes f67r2-Rad, lokales Radial- oder Ringfeld L51: Ein Stern-, Strahlen- oder Aspektvermerk wird an dieser Stelle aus dem Exemplar kopiert und nur im linken Rad nachgeschlagen; genauer Himmelsname und Gebrauchswert bleiben unbekannt.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
128	f67r2	f67r2.52	A1:G128	A1_LEFT_WHEEL_ONLY	C2	Stern-, Strahlen- oder Aspektbedingung	Vollständiges lokales Etikett: Linkes f67r2-Rad, äußerer Sternplatz L01: Lokales Stern- oder Himmelspositionsetikett mit eigenem Begleitvermerk; der sichtbare Stern macht weder seine astronomische Identität noch eine Reihenfolge kenntlich.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
129	f67r2	f67r2.53	A1:G129	A1_LEFT_WHEEL_ONLY	C2	Stern-, Strahlen- oder Aspektbedingung	Vollständiges lokales Etikett: Linkes f67r2-Rad, äußerer Sternplatz L02: Lokales Stern- oder Himmelspositionsetikett mit eigenem Begleitvermerk; der sichtbare Stern macht weder seine astronomische Identität noch eine Reihenfolge kenntlich.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
130	f67r2	f67r2.54	A1:G130	A1_LEFT_WHEEL_ONLY	C2	Stern-, Strahlen- oder Aspektbedingung	Kopiersegment 01/02 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, äußerer Sternplatz L03: Lokales Stern- oder Himmelspositionsetikett mit eigenem Begleitvermerk; der sichtbare Stern macht weder seine astronomische Identität noch eine Reihenfolge kenntlich.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
131	f67r2	f67r2.54	A1:G131	A1_LEFT_WHEEL_ONLY	C2	Stern-, Strahlen- oder Aspektbedingung	Kopiersegment 02/02 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, äußerer Sternplatz L03: Lokales Stern- oder Himmelspositionsetikett mit eigenem Begleitvermerk; der sichtbare Stern macht weder seine astronomische Identität noch eine Reihenfolge kenntlich.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
132	f67r2	f67r2.55	A1:G132	A1_LEFT_WHEEL_ONLY	C2	Stern-, Strahlen- oder Aspektbedingung	Vollständiges lokales Etikett: Linkes f67r2-Rad, äußerer Sternplatz L04: Lokales Stern- oder Himmelspositionsetikett mit eigenem Begleitvermerk; der sichtbare Stern macht weder seine astronomische Identität noch eine Reihenfolge kenntlich.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
133	f67r2	f67r2.56	A1:G133	A1_LEFT_WHEEL_ONLY	C2	Stern-, Strahlen- oder Aspektbedingung	Kopiersegment 01/02 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, äußerer Sternplatz L05: Lokales Stern- oder Himmelspositionsetikett mit eigenem Begleitvermerk; der sichtbare Stern macht weder seine astronomische Identität noch eine Reihenfolge kenntlich.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
134	f67r2	f67r2.56	A1:G134	A1_LEFT_WHEEL_ONLY	C2	Stern-, Strahlen- oder Aspektbedingung	Kopiersegment 02/02 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, äußerer Sternplatz L05: Lokales Stern- oder Himmelspositionsetikett mit eigenem Begleitvermerk; der sichtbare Stern macht weder seine astronomische Identität noch eine Reihenfolge kenntlich.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
135	f67r2	f67r2.57	A1:G135	A1_LEFT_WHEEL_ONLY	C2	Stern-, Strahlen- oder Aspektbedingung	Kopiersegment 01/02 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, äußerer Sternplatz L06: Lokales Stern- oder Himmelspositionsetikett mit eigenem Begleitvermerk; der sichtbare Stern macht weder seine astronomische Identität noch eine Reihenfolge kenntlich.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
136	f67r2	f67r2.57	A1:G136	A1_LEFT_WHEEL_ONLY	C2	Stern-, Strahlen- oder Aspektbedingung	Kopiersegment 02/02 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, äußerer Sternplatz L06: Lokales Stern- oder Himmelspositionsetikett mit eigenem Begleitvermerk; der sichtbare Stern macht weder seine astronomische Identität noch eine Reihenfolge kenntlich.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
137	f67r2	f67r2.58	A1:G137	A1_LEFT_WHEEL_ONLY	C2	Stern-, Strahlen- oder Aspektbedingung	Kopiersegment 01/03 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, äußerer Sternplatz L07: Lokales Stern- oder Himmelspositionsetikett mit eigenem Begleitvermerk; der sichtbare Stern macht weder seine astronomische Identität noch eine Reihenfolge kenntlich.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
138	f67r2	f67r2.58	A1:G138	A1_LEFT_WHEEL_ONLY	C2	Stern-, Strahlen- oder Aspektbedingung	Kopiersegment 02/03 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, äußerer Sternplatz L07: Lokales Stern- oder Himmelspositionsetikett mit eigenem Begleitvermerk; der sichtbare Stern macht weder seine astronomische Identität noch eine Reihenfolge kenntlich.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
139	f67r2	f67r2.58	A1:G139	A1_LEFT_WHEEL_ONLY	C2	Stern-, Strahlen- oder Aspektbedingung	Kopiersegment 03/03 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, äußerer Sternplatz L07: Lokales Stern- oder Himmelspositionsetikett mit eigenem Begleitvermerk; der sichtbare Stern macht weder seine astronomische Identität noch eine Reihenfolge kenntlich.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
140	f67r2	f67r2.59	A1:G140	A1_LEFT_WHEEL_ONLY	C2	Stern-, Strahlen- oder Aspektbedingung	Vollständiges lokales Etikett: Linkes f67r2-Rad, äußerer Sternplatz L08: Lokales Stern- oder Himmelspositionsetikett mit eigenem Begleitvermerk; der sichtbare Stern macht weder seine astronomische Identität noch eine Reihenfolge kenntlich.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
141	f67r2	f67r2.60	A1:G141	A1_LEFT_WHEEL_ONLY	C2	Stern-, Strahlen- oder Aspektbedingung	Vollständiges lokales Etikett: Linkes f67r2-Rad, äußerer Sternplatz L09: Lokales Stern- oder Himmelspositionsetikett mit eigenem Begleitvermerk; der sichtbare Stern macht weder seine astronomische Identität noch eine Reihenfolge kenntlich.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
142	f67r2	f67r2.61	A1:G142	A1_LEFT_WHEEL_ONLY	C2	Stern-, Strahlen- oder Aspektbedingung	Vollständiges lokales Etikett: Linkes f67r2-Rad, äußerer Sternplatz L10: Lokales Stern- oder Himmelspositionsetikett mit eigenem Begleitvermerk; der sichtbare Stern macht weder seine astronomische Identität noch eine Reihenfolge kenntlich.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
143	f67r2	f67r2.62	A1:G143	A1_LEFT_WHEEL_ONLY	C2	Stern-, Strahlen- oder Aspektbedingung	Vollständiges lokales Etikett: Linkes f67r2-Rad, äußerer Sternplatz L11: Lokales Stern- oder Himmelspositionsetikett mit eigenem Begleitvermerk; der sichtbare Stern macht weder seine astronomische Identität noch eine Reihenfolge kenntlich.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
144	f67r2	f67r2.63	A1:G144	A1_LEFT_WHEEL_ONLY	C2	Stern-, Strahlen- oder Aspektbedingung	Vollständiges lokales Etikett: Linkes f67r2-Rad, äußerer Sternplatz L12: Lokales Stern- oder Himmelspositionsetikett mit eigenem Begleitvermerk; der sichtbare Stern macht weder seine astronomische Identität noch eine Reihenfolge kenntlich.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
145	f67r2	f67r2.64	A1:G145	A1_RIGHT_WHEEL_ONLY	C1	Kalender-, Sektor- oder Phasenbedingung	Kopiersegment 01/02 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Rechtes f67r2-Rad, Scheiben- oder Bedingungsplatz R01: Lokale Phasen-, Licht- oder Kalenderbedingung für dieses Rad; die genaue Bedingung wird nur als Exemplarwert kopiert und nicht aus ihrer Lage berechnet.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
146	f67r2	f67r2.64	A1:G146	A1_RIGHT_WHEEL_ONLY	C1	Kalender-, Sektor- oder Phasenbedingung	Kopiersegment 02/02 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Rechtes f67r2-Rad, Scheiben- oder Bedingungsplatz R01: Lokale Phasen-, Licht- oder Kalenderbedingung für dieses Rad; die genaue Bedingung wird nur als Exemplarwert kopiert und nicht aus ihrer Lage berechnet.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
147	f67r2	f67r2.65	A1:G147	A1_RIGHT_WHEEL_ONLY	C1	Kalender-, Sektor- oder Phasenbedingung	Vollständiges lokales Etikett: Rechtes f67r2-Rad, Scheiben- oder Bedingungsplatz R02: Lokale Phasen-, Licht- oder Kalenderbedingung für dieses Rad; die genaue Bedingung wird nur als Exemplarwert kopiert und nicht aus ihrer Lage berechnet.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
148	f67r2	f67r2.66	A1:G148	A1_RIGHT_WHEEL_ONLY	C1	Kalender-, Sektor- oder Phasenbedingung	Vollständiges lokales Etikett: Rechtes f67r2-Rad, Scheiben- oder Bedingungsplatz R03: Lokale Phasen-, Licht- oder Kalenderbedingung für dieses Rad; die genaue Bedingung wird nur als Exemplarwert kopiert und nicht aus ihrer Lage berechnet.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
149	f67r2	f67r2.67	A1:G149	A1_RIGHT_WHEEL_ONLY	C1	Kalender-, Sektor- oder Phasenbedingung	Vollständiges lokales Etikett: Rechtes f67r2-Rad, Scheiben- oder Bedingungsplatz R04: Lokale Phasen-, Licht- oder Kalenderbedingung für dieses Rad; die genaue Bedingung wird nur als Exemplarwert kopiert und nicht aus ihrer Lage berechnet.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
150	f67r2	f67r2.68	A1:G150	A1_RIGHT_WHEEL_ONLY	C1	Kalender-, Sektor- oder Phasenbedingung	Vollständiges lokales Etikett: Rechtes f67r2-Rad, Scheiben- oder Bedingungsplatz R05: Lokale Phasen-, Licht- oder Kalenderbedingung für dieses Rad; die genaue Bedingung wird nur als Exemplarwert kopiert und nicht aus ihrer Lage berechnet.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
151	f67r2	f67r2.69	A1:G151	A1_RIGHT_WHEEL_ONLY	C1	Kalender-, Sektor- oder Phasenbedingung	Kopiersegment 01/02 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Rechtes f67r2-Rad, Scheiben- oder Bedingungsplatz R06: Lokale Phasen-, Licht- oder Kalenderbedingung für dieses Rad; die genaue Bedingung wird nur als Exemplarwert kopiert und nicht aus ihrer Lage berechnet.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
152	f67r2	f67r2.69	A1:G152	A1_RIGHT_WHEEL_ONLY	C1	Kalender-, Sektor- oder Phasenbedingung	Kopiersegment 02/02 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Rechtes f67r2-Rad, Scheiben- oder Bedingungsplatz R06: Lokale Phasen-, Licht- oder Kalenderbedingung für dieses Rad; die genaue Bedingung wird nur als Exemplarwert kopiert und nicht aus ihrer Lage berechnet.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
153	f67r2	f67r2.70	A1:G153	A1_RIGHT_WHEEL_ONLY	C1	Kalender-, Sektor- oder Phasenbedingung	Vollständiges lokales Etikett: Rechtes f67r2-Rad, Scheiben- oder Bedingungsplatz R07: Lokale Phasen-, Licht- oder Kalenderbedingung für dieses Rad; die genaue Bedingung wird nur als Exemplarwert kopiert und nicht aus ihrer Lage berechnet.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
154	f67r2	f67r2.71	A1:G154	A1_RIGHT_WHEEL_ONLY	C1	Kalender-, Sektor- oder Phasenbedingung	Vollständiges lokales Etikett: Rechtes f67r2-Rad, Scheiben- oder Bedingungsplatz R08: Lokale Phasen-, Licht- oder Kalenderbedingung für dieses Rad; die genaue Bedingung wird nur als Exemplarwert kopiert und nicht aus ihrer Lage berechnet.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
155	f67r2	f67r2.72	A1:G155	A1_LEFT_WHEEL_ONLY	C2	Stern-, Strahlen- oder Aspektbedingung	Kopiersegment 01/12 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, äußeres Textband: Selbständige Gebrauchsrubrik für die Stern-, Strahlen- und Randplätze des linken Rades; sie definiert weder einen Startpunkt noch eine Laufrichtung und reicht nicht in das rechte Rad.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
156	f67r2	f67r2.72	A1:G156	A1_LEFT_WHEEL_ONLY	C2	Stern-, Strahlen- oder Aspektbedingung	Kopiersegment 02/12 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, äußeres Textband: Selbständige Gebrauchsrubrik für die Stern-, Strahlen- und Randplätze des linken Rades; sie definiert weder einen Startpunkt noch eine Laufrichtung und reicht nicht in das rechte Rad.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
157	f67r2	f67r2.72	A1:G157	A1_LEFT_WHEEL_ONLY	C2	Stern-, Strahlen- oder Aspektbedingung	Kopiersegment 03/12 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, äußeres Textband: Selbständige Gebrauchsrubrik für die Stern-, Strahlen- und Randplätze des linken Rades; sie definiert weder einen Startpunkt noch eine Laufrichtung und reicht nicht in das rechte Rad.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
158	f67r2	f67r2.72	A1:G158	A1_LEFT_WHEEL_ONLY	C2	Stern-, Strahlen- oder Aspektbedingung	Kopiersegment 04/12 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, äußeres Textband: Selbständige Gebrauchsrubrik für die Stern-, Strahlen- und Randplätze des linken Rades; sie definiert weder einen Startpunkt noch eine Laufrichtung und reicht nicht in das rechte Rad.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
159	f67r2	f67r2.72	A1:G159	A1_LEFT_WHEEL_ONLY	C2	Stern-, Strahlen- oder Aspektbedingung	Kopiersegment 05/12 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, äußeres Textband: Selbständige Gebrauchsrubrik für die Stern-, Strahlen- und Randplätze des linken Rades; sie definiert weder einen Startpunkt noch eine Laufrichtung und reicht nicht in das rechte Rad.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
160	f67r2	f67r2.72	A1:G160	A1_LEFT_WHEEL_ONLY	C2	Stern-, Strahlen- oder Aspektbedingung	Kopiersegment 06/12 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, äußeres Textband: Selbständige Gebrauchsrubrik für die Stern-, Strahlen- und Randplätze des linken Rades; sie definiert weder einen Startpunkt noch eine Laufrichtung und reicht nicht in das rechte Rad.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
161	f67r2	f67r2.72	A1:G161	A1_LEFT_WHEEL_ONLY	C2	Stern-, Strahlen- oder Aspektbedingung	Kopiersegment 07/12 derselben lokalen Etikette; Einzelwortwert unbekannt. Vollständige Etikette: Linkes f67r2-Rad, äußeres Textband: Selbständige Gebrauchsrubrik für die Stern-, Strahlen- und Randplätze des linken Rades; sie definiert weder einen Startpunkt noch eine Laufrichtung und reicht nicht in das rechte Rad.	NONE	NONE	NONE__LOCAL_LABEL_ONLY
