clause_id	physical_page	locus_span	visible_owner_or_namespace_de	event_count	surface_sequence	complete_working_translation_de	reading_source	end_reason	event_ids
P915-C136	f81v	f81v.5|f81v.6	gemeinsames zweireihiges Badfeld	15	qoky kar daiin okar qokain okaiin ol chedy cheol lky l s aiin okain daldy	Den aktuellen Posten aus der Quellstation nach Sollwert ansetzen, zur nächsten Aufnahme umsetzen und den Auszug weiterleiten; eine weitere Portion zugeben und an der Zielstelle schließen.	MANUAL_LONG_CLAUSE_REWRITE	LICENSED_DY_CLOSE	P912-E0905|P912-E0906|P912-E0907|P912-E0908|P912-E0909|P912-E0910|P912-E0911|P912-E0912|P912-E0913|P912-E0914|P912-E0915|P912-E0916|P912-E0917|P912-E0918|P912-E0919
P915-C137	f81v	f81v.7	gemeinsames zweireihiges Badfeld	8	olor ol sheckhal daiin qokeedal daiin chckhy schedy	Im gemeinsamen zweireihigen Badfeld über den sichtbaren Weg zur nächsten Station führen, durch den angeschlossenen Durchlass geben und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0920|P912-E0921|P912-E0922|P912-E0923|P912-E0924|P912-E0925|P912-E0926|P912-E0927
P915-C138	f81v	f81v.7|f81v.8	gemeinsames zweireihiges Badfeld	4	qol ykol or shedy	Im gemeinsamen zweireihigen Badfeld absetzen lassen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0928|P912-E0929|P912-E0930|P912-E0931
P915-C139	f81v	f81v.8	gemeinsames zweireihiges Badfeld	1	sheedy	Im gemeinsamen zweireihigen Badfeld länger halten und behandeln und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0932
P915-C140	f81v	f81v.8	gemeinsames zweireihiges Badfeld	4	qolkeedy daiin dkain cphedy	Im gemeinsamen zweireihigen Badfeld die vorgesehene Füllung einstellen, über den sichtbaren Weg zur nächsten Station führen, im Empfangsbecken auffangen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0933|P912-E0934|P912-E0935|P912-E0936
P915-C141	f81v	f81v.8	gemeinsames zweireihiges Badfeld	1	oldy	Im gemeinsamen zweireihigen Badfeld den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0937
P915-C142	f81v	f81v.9	gemeinsames zweireihiges Badfeld	8	yar olchey kaiin okeey daiin olor checkhy daiidy	Im gemeinsamen zweireihigen Badfeld durch den angeschlossenen Durchlass geben und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0938|P912-E0939|P912-E0940|P912-E0941|P912-E0942|P912-E0943|P912-E0944|P912-E0945
P915-C143	f81v	f81v.10	gemeinsames zweireihiges Badfeld	4	polshy ashyteed qop okeedy	Im gemeinsamen zweireihigen Badfeld in die Arbeitsstation geben, länger halten und behandeln und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0946|P912-E0947|P912-E0948|P912-E0949
P915-C144	f81v	f81v.10	gemeinsames zweireihiges Badfeld	1	otedy	Im gemeinsamen zweireihigen Badfeld den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0950
P915-C145	f81v	f81v.10	gemeinsames zweireihiges Badfeld	1	okshedy	Im gemeinsamen zweireihigen Badfeld kurz halten und behandeln und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0951
P915-C146	f81v	f81v.10|f81v.11|f81v.12	gemeinsames zweireihiges Badfeld	17	qoty dairam yshey qokeey okeey oky ykeey qoky oky lky olchy ky dsholyd qol ol chdy shedy	Im zweireihigen Bad den Posten in den inneren Beckenlauf geben, länger halten, von Becken zu Becken weiterführen und schließlich absetzen; den Teilgang schließen.	MANUAL_LONG_CLAUSE_REWRITE	LICENSED_DY_CLOSE	P912-E0952|P912-E0953|P912-E0954|P912-E0955|P912-E0956|P912-E0957|P912-E0958|P912-E0959|P912-E0960|P912-E0961|P912-E0962|P912-E0963|P912-E0964|P912-E0965|P912-E0966|P912-E0967|P912-E0968
P915-C147	f81v	f81v.12	gemeinsames zweireihiges Badfeld	1	qokedy	Im gemeinsamen zweireihigen Badfeld den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0969
P915-C148	f81v	f81v.12	gemeinsames zweireihiges Badfeld	1	ytedy	Im gemeinsamen zweireihigen Badfeld den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0970
P915-C149	f81v	f81v.12	gemeinsames zweireihiges Badfeld	3	chetedy lkedey ytedy	Im gemeinsamen zweireihigen Badfeld über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0971|P912-E0972|P912-E0973
P915-C150	f81v	f81v.13	gemeinsames zweireihiges Badfeld	3	ykeshey dchsed ytedy	Im gemeinsamen zweireihigen Badfeld den bezeichneten Stationsposten wählen, kurz halten und behandeln und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0974|P912-E0975|P912-E0976
P915-C151	f81v	f81v.13	gemeinsames zweireihiges Badfeld	1	ytedy	Im gemeinsamen zweireihigen Badfeld den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0977
P915-C152	f81v	f81v.13	gemeinsames zweireihiges Badfeld	4	dar ykeday qoty ykedy	Im gemeinsamen zweireihigen Badfeld den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0978|P912-E0979|P912-E0980|P912-E0981
P915-C153	f81v	f81v.13|f81v.14	gemeinsames zweireihiges Badfeld	2	okal dshedy	Im gemeinsamen zweireihigen Badfeld kurz halten und behandeln und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0982|P912-E0983
P915-C154	f81v	f81v.14	gemeinsames zweireihiges Badfeld	4	ykeedy sheeky daiin okedy	Im gemeinsamen zweireihigen Badfeld länger halten und behandeln und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0984|P912-E0985|P912-E0986|P912-E0987
P915-C155	f81v	f81v.14	gemeinsames zweireihiges Badfeld	2	qokeed qokedy	Im gemeinsamen zweireihigen Badfeld den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0988|P912-E0989
P915-C156	f81v	f81v.14|f81v.15|f81v.16	gemeinsames zweireihiges Badfeld	12	lchpchdy qokal chedy ol sheey salshcthdy qofchedy r chedy ltary lor shedy	Im gemeinsamen zweireihigen Badfeld den bezeichneten Stationsposten wählen, in die Arbeitsstation geben, länger halten und behandeln, über den sichtbaren Weg zur nächsten Station führen, die Station spülen, bis zur Gebrauchsbereitschaft führen, absetzen lassen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E0990|P912-E0991|P912-E0992|P912-E0993|P912-E0994|P912-E0995|P912-E0996|P912-E0997|P912-E0998|P912-E0999|P912-E1000|P912-E1001
P915-C157	f81v	f81v.16	gemeinsames zweireihiges Badfeld	5	qoeedy ol chy rshdy lshedy	Im gemeinsamen zweireihigen Badfeld länger halten und behandeln, die Station spülen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1002|P912-E1003|P912-E1004|P912-E1005|P912-E1006
P915-C158	f81v	f81v.16|f81v.17	gemeinsames zweireihiges Badfeld	4	dar chdy pchdy sshkchdy	Im gemeinsamen zweireihigen Badfeld in die Arbeitsstation geben und über den sichtbaren Weg zur nächsten Station führen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1007|P912-E1008|P912-E1009|P912-E1010
P915-C159	f81v	f81v.17	gemeinsames zweireihiges Badfeld	3	chedy ol shedy	Im gemeinsamen zweireihigen Badfeld über den sichtbaren Weg zur nächsten Station führen, absetzen lassen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1011|P912-E1012|P912-E1013
P915-C160	f81v	f81v.17	gemeinsames zweireihiges Badfeld	1	qolchedy	Im gemeinsamen zweireihigen Badfeld über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1014
P915-C161	f81v	f81v.17|f81v.18	gemeinsames zweireihiges Badfeld	5	qokain ckhy dl ral qokchdy	Im gemeinsamen zweireihigen Badfeld die vorgesehene Füllung einstellen, über den sichtbaren Weg zur nächsten Station führen, durch den angeschlossenen Durchlass geben und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1015|P912-E1016|P912-E1017|P912-E1018|P912-E1019
P915-C162	f81v	f81v.18	gemeinsames zweireihiges Badfeld	5	chey ol cheky ol shedy	Im gemeinsamen zweireihigen Badfeld kurz halten und behandeln, absetzen lassen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1020|P912-E1021|P912-E1022|P912-E1023|P912-E1024
P915-C163	f81v	f81v.18	gemeinsames zweireihiges Badfeld	1	qokedy	Im gemeinsamen zweireihigen Badfeld den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1025
P915-C164	f81v	f81v.18	gemeinsames zweireihiges Badfeld	1	qokedy	Im gemeinsamen zweireihigen Badfeld den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1026
P915-C165	f81v	f81v.18|f81v.19	gemeinsames zweireihiges Badfeld	5	chckhy qoky solkeey ol shedy	Im gemeinsamen zweireihigen Badfeld durch den angeschlossenen Durchlass geben, im Empfangsbecken auffangen, absetzen lassen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1027|P912-E1028|P912-E1029|P912-E1030|P912-E1031
P915-C166	f81v	f81v.19	gemeinsames zweireihiges Badfeld	3	qokar shckhy dedy	Im gemeinsamen zweireihigen Badfeld kurz halten und behandeln, durch den angeschlossenen Durchlass geben und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1032|P912-E1033|P912-E1034
P915-C167	f81v	f81v.19|f81v.20	gemeinsames zweireihiges Badfeld	8	qokar qokal dol chy qocthey chekal chedy qokedy	Im gemeinsamen zweireihigen Badfeld kurz halten und behandeln, über den sichtbaren Weg zur nächsten Station führen, bis zur Gebrauchsbereitschaft führen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1035|P912-E1036|P912-E1037|P912-E1038|P912-E1039|P912-E1040|P912-E1041|P912-E1042
P915-C168	f81v	f81v.20	gemeinsames zweireihiges Badfeld	2	lshety qoldy	Im gemeinsamen zweireihigen Badfeld die Station spülen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1043|P912-E1044
P915-C169	f81v	f81v.20	gemeinsames zweireihiges Badfeld	1	ltedy	Im gemeinsamen zweireihigen Badfeld über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1045
P915-C170	f81v	f81v.20|f81v.21	gemeinsames zweireihiges Badfeld	4	qotain lsho qokey lshedy	Im gemeinsamen zweireihigen Badfeld die vorgesehene Füllung einstellen, die Station spülen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1046|P912-E1047|P912-E1048|P912-E1049
P915-C171	f81v	f81v.21	gemeinsames zweireihiges Badfeld	1	lshedy	Im gemeinsamen zweireihigen Badfeld die Station spülen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1050
P915-C172	f81v	f81v.21|f81v.22	gemeinsames zweireihiges Badfeld	11	chedy qolky lchedal qol otar qokal qol oiin cheey dal lchedy	Im gemeinsamen zweireihigen Badfeld länger halten und behandeln, über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1051|P912-E1052|P912-E1053|P912-E1054|P912-E1055|P912-E1056|P912-E1057|P912-E1058|P912-E1059|P912-E1060|P912-E1061
P915-C173	f81v	f81v.22|f81v.23	gemeinsames zweireihiges Badfeld	7	chedy salchtedytar shol qetchy ykaiin olkain shedy	Im gemeinsamen zweireihigen Badfeld den bezeichneten Stationsposten wählen, die vorgesehene Füllung einstellen, kurz halten und behandeln, über den sichtbaren Weg zur nächsten Station führen, absetzen lassen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1062|P912-E1063|P912-E1064|P912-E1065|P912-E1066|P912-E1067|P912-E1068
P915-C174	f81v	f81v.23|f81v.24	gemeinsames zweireihiges Badfeld	6	qoky dchedy rol olcthdy ytey okchedy	Im gemeinsamen zweireihigen Badfeld über den sichtbaren Weg zur nächsten Station führen, bis zur Gebrauchsbereitschaft führen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1069|P912-E1070|P912-E1071|P912-E1072|P912-E1073|P912-E1074
P915-C175	f81v	f81v.24	gemeinsames zweireihiges Badfeld	7	qokal okeey qol cheedy sal teol dchdy	Im gemeinsamen zweireihigen Badfeld den bezeichneten Stationsposten wählen, über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1075|P912-E1076|P912-E1077|P912-E1078|P912-E1079|P912-E1080|P912-E1081
P915-C176	f81v	f81v.24|f81v.25	gemeinsames zweireihiges Badfeld	3	ly oshedy qotedy	Im gemeinsamen zweireihigen Badfeld absetzen lassen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1082|P912-E1083|P912-E1084
P915-C177	f81v	f81v.25|f81v.26	gemeinsames zweireihiges Badfeld	14	shol chedy y shchey ol chey qol chedy tchd oky ol checholtar oiin okedy	Den aktuellen Posten im selben Becken weiterhalten, zur nächsten Station umsetzen, dort nach eingestellter Stufe behandeln und kurz schließen.	MANUAL_LONG_CLAUSE_REWRITE	LICENSED_DY_CLOSE	P912-E1085|P912-E1086|P912-E1087|P912-E1088|P912-E1089|P912-E1090|P912-E1091|P912-E1092|P912-E1093|P912-E1094|P912-E1095|P912-E1096|P912-E1097|P912-E1098
P915-C178	f81v	f81v.26	gemeinsames zweireihiges Badfeld	4	dal shey olkeol olkeedy	Im gemeinsamen zweireihigen Badfeld länger halten und behandeln, im Empfangsbecken auffangen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1099|P912-E1100|P912-E1101|P912-E1102
P915-C179	f81v	f81v.26|f81v.27	gemeinsames zweireihiges Badfeld	4	okeol dsheol oiiin olkeedy	Im gemeinsamen zweireihigen Badfeld im Empfangsbecken auffangen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1103|P912-E1104|P912-E1105|P912-E1106
P915-C180	f81v	f81v.27	gemeinsames zweireihiges Badfeld	1	tedy	Im gemeinsamen zweireihigen Badfeld den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1107
P915-C181	f81v	f81v.27	gemeinsames zweireihiges Badfeld	2	cheky shckhedy	Im gemeinsamen zweireihigen Badfeld kurz halten und behandeln, durch den angeschlossenen Durchlass geben und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1108|P912-E1109
P915-C182	f81v	f81v.27	gemeinsames zweireihiges Badfeld	1	chal	Im gemeinsamen zweireihigen Badfeld den bezeichneten Stationsgang nach der Vorlage ausführen.	COMPACT_OWNER_ACTION_REWRITE	NONPROSE_OWNER_OR_DIAGRAM_BOUNDARY	P912-E1110
P915-C183	f82r	f82r.1|f82r.2	mehrere getrennte Bad- und Leitungsstationen	10	qosheedy qokeol daiin shckhy okeeor cheey daiin shey dchedy qolchedy	An der jeweils gezeigten Bad- oder Leitungsstation länger halten und behandeln, über den sichtbaren Weg zur nächsten Station führen, durch den angeschlossenen Durchlass geben und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1113|P912-E1114|P912-E1115|P912-E1116|P912-E1117|P912-E1118|P912-E1119|P912-E1120|P912-E1121|P912-E1122
P915-C184	f82r	f82r.2	mehrere getrennte Bad- und Leitungsstationen	3	qokain dy qokeedy	An der jeweils gezeigten Bad- oder Leitungsstation die vorgesehene Füllung einstellen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1123|P912-E1124|P912-E1125
P915-C185	f82r	f82r.2|f82r.3	mehrere getrennte Bad- und Leitungsstationen	5	qokal lcheckhy lched qokeey lcheckhedy	An der jeweils gezeigten Bad- oder Leitungsstation über den sichtbaren Weg zur nächsten Station führen, durch den angeschlossenen Durchlass geben und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1126|P912-E1127|P912-E1128|P912-E1129|P912-E1130
P915-C186	f82r	f82r.3|f82r.4	mehrere getrennte Bad- und Leitungsstationen	8	qokaly solkaiin chckhy qokaiin qokaiin octheol chkeey ldy	An der jeweils gezeigten Bad- oder Leitungsstation länger halten und behandeln, über den sichtbaren Weg zur nächsten Station führen, durch den angeschlossenen Durchlass geben und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1131|P912-E1132|P912-E1133|P912-E1134|P912-E1135|P912-E1136|P912-E1137|P912-E1138
P915-C187	f82r	f82r.4|f82r.5	mehrere getrennte Bad- und Leitungsstationen	7	oteey qokal sheckhy qoky sol lkchedy qokeedy	An der jeweils gezeigten Bad- oder Leitungsstation über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1139|P912-E1140|P912-E1141|P912-E1142|P912-E1143|P912-E1144|P912-E1145
P915-C188	f82r	f82r.5	mehrere getrennte Bad- und Leitungsstationen	4	qokal cthol chedy qoteedy	An der jeweils gezeigten Bad- oder Leitungsstation über den sichtbaren Weg zur nächsten Station führen, bis zur Gebrauchsbereitschaft führen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1146|P912-E1147|P912-E1148|P912-E1149
P915-C189	f82r	f82r.5|f82r.6	mehrere getrennte Bad- und Leitungsstationen	3	qokal sar shedy	An der jeweils gezeigten Bad- oder Leitungsstation den bezeichneten Stationsposten wählen, absetzen lassen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1150|P912-E1151|P912-E1152
P915-C190	f82r	f82r.6|f82r.7	mehrere getrennte Bad- und Leitungsstationen	8	qol shedaiin sheckhy okal sheky qotaiin chedol dshedy	An der jeweils gezeigten Bad- oder Leitungsstation kurz halten und behandeln, über den sichtbaren Weg zur nächsten Station führen und absetzen lassen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1153|P912-E1154|P912-E1155|P912-E1156|P912-E1157|P912-E1158|P912-E1159|P912-E1160
P915-C191	f82r	f82r.7	mehrere getrennte Bad- und Leitungsstationen	3	sotaiin qokar shedy	An der jeweils gezeigten Bad- oder Leitungsstation den bezeichneten Stationsposten wählen, absetzen lassen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1161|P912-E1162|P912-E1163
P915-C192	f82r	f82r.7	mehrere getrennte Bad- und Leitungsstationen	1	solshedy	An der jeweils gezeigten Bad- oder Leitungsstation kurz halten und behandeln und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1164
P915-C193	f82r	f82r.7|f82r.8	mehrere getrennte Bad- und Leitungsstationen	6	qokeey qoky ls cheey qekeey sheedy	An der jeweils gezeigten Bad- oder Leitungsstation länger halten und behandeln und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1165|P912-E1166|P912-E1167|P912-E1168|P912-E1169|P912-E1170
P915-C194	f82r	f82r.8	mehrere getrennte Bad- und Leitungsstationen	1	qokedy	An der jeweils gezeigten Bad- oder Leitungsstation den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1171
P915-C195	f82r	f82r.8|f82r.9	mehrere getrennte Bad- und Leitungsstationen	13	lcho r cheey qokey qotal chedy qoteor ssholshecthy qokaiin chkedy rchey dairchey qokaiin	An der jeweils gezeigten Bad- oder Leitungsstation den bezeichneten Stationsposten wählen, kurz halten und behandeln, über den sichtbaren Weg zur nächsten Station führen, die Station spülen und bis zur Gebrauchsbereitschaft führen.	COMPACT_OWNER_ACTION_REWRITE	NONPROSE_OWNER_OR_DIAGRAM_BOUNDARY	P912-E1172|P912-E1173|P912-E1174|P912-E1175|P912-E1176|P912-E1177|P912-E1178|P912-E1179|P912-E1180|P912-E1181|P912-E1182|P912-E1183|P912-E1184
P915-C196	f82r	f82r.11	mehrere getrennte Bad- und Leitungsstationen	2	kolchdy qokedy	An der jeweils gezeigten Bad- oder Leitungsstation über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1186|P912-E1187
P915-C197	f82r	f82r.11|f82r.12	mehrere getrennte Bad- und Leitungsstationen	7	qopol qotedor chopchedy qotal chedy kam otedy	An der jeweils gezeigten Bad- oder Leitungsstation in die Arbeitsstation geben, über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1188|P912-E1189|P912-E1190|P912-E1191|P912-E1192|P912-E1193|P912-E1194
P915-C198	f82r	f82r.12|f82r.13	mehrere getrennte Bad- und Leitungsstationen	9	qodched olqo dar checkho lolol okal okarchedy tcheol olchedy	An der jeweils gezeigten Bad- oder Leitungsstation über den sichtbaren Weg zur nächsten Station führen, durch den angeschlossenen Durchlass geben, den Auszug weiterverwenden und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1195|P912-E1196|P912-E1197|P912-E1198|P912-E1199|P912-E1200|P912-E1201|P912-E1202|P912-E1203
P915-C199	f82r	f82r.13	mehrere getrennte Bad- und Leitungsstationen	1	qokeedy	An der jeweils gezeigten Bad- oder Leitungsstation den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1204
P915-C200	f82r	f82r.13	mehrere getrennte Bad- und Leitungsstationen	1	qotedy	An der jeweils gezeigten Bad- oder Leitungsstation den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1205
P915-C201	f82r	f82r.13|f82r.14	mehrere getrennte Bad- und Leitungsstationen	13	chedar cheey lchey solarol r olchy qokal chey qokain deeedy qokeey qokaiin olchedy	An der jeweils gezeigten Bad- oder Leitungsstation den bezeichneten Stationsposten wählen, die vorgesehene Füllung einstellen, über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1206|P912-E1207|P912-E1208|P912-E1209|P912-E1210|P912-E1211|P912-E1212|P912-E1213|P912-E1214|P912-E1215|P912-E1216|P912-E1217|P912-E1218
P915-C202	f82r	f82r.15	mehrere getrennte Bad- und Leitungsstationen	1	kedy	An der jeweils gezeigten Bad- oder Leitungsstation den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1219
P915-C203	f82r	f82r.15	mehrere getrennte Bad- und Leitungsstationen	1	lchedy	An der jeweils gezeigten Bad- oder Leitungsstation über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1220
P915-C204	f82r	f82r.15	mehrere getrennte Bad- und Leitungsstationen	1	qokedy	An der jeweils gezeigten Bad- oder Leitungsstation den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1221
P915-C205	f82r	f82r.15	mehrere getrennte Bad- und Leitungsstationen	1	qokeedy	An der jeweils gezeigten Bad- oder Leitungsstation den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1222
P915-C206	f82r	f82r.15|f82r.16	mehrere getrennte Bad- und Leitungsstationen	7	lkeedy qokaiin dy daiin chdy dy qokeedy	An der jeweils gezeigten Bad- oder Leitungsstation über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1223|P912-E1224|P912-E1225|P912-E1226|P912-E1227|P912-E1228|P912-E1229
P915-C207	f82r	f82r.16	mehrere getrennte Bad- und Leitungsstationen	1	lchedy	An der jeweils gezeigten Bad- oder Leitungsstation über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1230
P915-C208	f82r	f82r.16	mehrere getrennte Bad- und Leitungsstationen	1	qokeedy	An der jeweils gezeigten Bad- oder Leitungsstation den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1231
P915-C209	f82r	f82r.16|f82r.17	mehrere getrennte Bad- und Leitungsstationen	10	cheey r or ol s aiin chey ra dam dshedy	An der jeweils gezeigten Bad- oder Leitungsstation den bezeichneten Stationsposten wählen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1232|P912-E1233|P912-E1234|P912-E1235|P912-E1236|P912-E1237|P912-E1238|P912-E1239|P912-E1240|P912-E1241
P915-C210	f82r	f82r.17	mehrere getrennte Bad- und Leitungsstationen	4	qoteey chedy qokeeey qokedy	An der jeweils gezeigten Bad- oder Leitungsstation über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1242|P912-E1243|P912-E1244|P912-E1245
P915-C211	f82r	f82r.17	mehrere getrennte Bad- und Leitungsstationen	2	lteedy qokeedy	An der jeweils gezeigten Bad- oder Leitungsstation über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1246|P912-E1247
P915-C212	f82r	f82r.17|f82r.18	mehrere getrennte Bad- und Leitungsstationen	4	ralchey polched otain shedy	An der jeweils gezeigten Bad- oder Leitungsstation die vorgesehene Füllung einstellen, in die Arbeitsstation geben, über den sichtbaren Weg zur nächsten Station führen, absetzen lassen und den Teilgang schließen.	COMPACT_OWNER_ACTION_REWRITE	LICENSED_DY_CLOSE	P912-E1248|P912-E1249|P912-E1250|P912-E1251
