event_id	page	record	locus	card_no	component_parse	spoken_value_de	renderer_source	renderer_rule	final_surface	writing_instruction_de	surface_changes_meaning	requires_local_event_lookup
E270	f83r	B3	f83r.14	PROC038	OK+AIIN	ansetzen · vorgeschriebenes Maß	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	qokaiin	schreibe die globale Vorzugsform qokaiin	NO	NO
E271	f83r	B3	f83r.14	PROC014	CTH+Y	bereit · dieser Posten	FORMULA_CADENCE_RULE	FC09	shcthy	in der gelernten Formelkadenz FC09 schreibe shcthy	NO	NO
E272	f83r	B3	f83r.14	PROC055	AL	bezeichnete Stelle	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	dal	schreibe die globale Vorzugsform dal	NO	NO
E273	f83r	B3	f83r.14	PROC019	Y	dieser Posten	FORMULA_CADENCE_RULE	FC09	sy	in der gelernten Formelkadenz FC09 schreibe sy	NO	NO
E274	f83r	B3	f83r.15	PROC009	AIIN	vorgeschriebenes Maß	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	saiin	schreibe die globale Vorzugsform saiin	NO	NO
E275	f83r	B3	f83r.15	PROC142	SHED+AL	absetzen · bezeichnete Stelle	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	shedal	schreibe die globale Vorzugsform shedal	NO	NO
E276	f83r	B3	f83r.15	PROC143	SH+E+CTH+Y	halten · kurz · bereit · dieser Posten	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	shecthy	schreibe die globale Vorzugsform shecthy	NO	NO
E277	f83r	B3	f83r.15	PROC019	Y	dieser Posten	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	chey	schreibe die globale Vorzugsform chey	NO	NO
E278	f83r	B3	f83r.15	PROC055	AL	bezeichnete Stelle	FORMULA_CADENCE_RULE	FC10	tal	in der gelernten Formelkadenz FC10 schreibe tal	NO	NO
E279	f83r	B3	f83r.15	PROC014	CTH+Y	bereit · dieser Posten	FORMULA_CADENCE_RULE	FC10	shcthy	in der gelernten Formelkadenz FC10 schreibe shcthy	NO	NO
E280	f83r	B3	f83r.15	PROC144	AL+CHD+DY	bezeichnete Stelle · umsetzen · Schluss	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	dalchdy	schreibe die globale Vorzugsform dalchdy	NO	NO
E281	f83r	B3	f83r.15	PROC145	OT+CHD+DY	danach · umsetzen · Schluss	FORMULA_CADENCE_RULE	FC10	qotchedy	in der gelernten Formelkadenz FC10 schreibe qotchedy	NO	NO
E282	f83r	B3	f83r.15	PROC120	L+CHD+DY	führen · umsetzen · Schluss	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	lchedy	schreibe die globale Vorzugsform lchedy	NO	NO
E283	f83r	B3	f83r.16	PROC076	CHD+DY	umsetzen · Schluss	RECORD_WRAPPER_MELODY	RM07:2	tchedy	am Recordmelodieplatz RM07:2 schreibe tchedy	NO	NO
E284	f83r	B3	f83r.16	PROC082	OK+CHD+DY	ansetzen · umsetzen · Schluss	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	qokchdy	schreibe die globale Vorzugsform qokchdy	NO	NO
E285	f83r	B3	f83r.16	PROC146	EE+AR	länger · von dort	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	cheedar	schreibe die globale Vorzugsform cheedar	NO	NO
E286	f83r	B3	f83r.16	PROC147	L+AIIN	führen · vorgeschriebenes Maß	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	chldaiin	schreibe die globale Vorzugsform chldaiin	NO	NO
E287	f83r	B3	f83r.16	PROC042	CHD+Y	umsetzen · dieser Posten	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	chedy	schreibe die globale Vorzugsform chedy	NO	NO
E288	f83r	B3	f83r.16	PROC080	OK+AIN	ansetzen · Portion	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	qokain	schreibe die globale Vorzugsform qokain	NO	NO
E289	f83r	B3	f83r.16	PROC014	CTH+Y	bereit · dieser Posten	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	checthy	schreibe die globale Vorzugsform checthy	NO	NO
E290	f83r	B3	f83r.16	PROC148	AL+R+OR	bezeichnete Stelle · abkühlen · Ansatz	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	chealror	schreibe die globale Vorzugsform chealror	NO	NO
E291	f83r	B3	f83r.20	PROC098	SOLK+EE+DY	auffangen · länger · Schluss	RECORD_WRAPPER_MELODY	RM07:3	solkeedy	am Recordmelodieplatz RM07:3 schreibe solkeedy	NO	NO
E292	f83r	B3	f83r.20	PROC129	OT+EE+DY	danach · länger · Schluss	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	qoteedy	schreibe die globale Vorzugsform qoteedy	NO	NO
E293	f83r	B3	f83r.20	PROC092	OK+EE+Y	ansetzen · länger · dieser Posten	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	qokeey	schreibe die globale Vorzugsform qokeey	NO	NO
E294	f83r	B3	f83r.20	PROC067	OK+E+DY	ansetzen · kurz · Schluss	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	qokedy	schreibe die globale Vorzugsform qokedy	NO	NO
E295	f83r	B3	f83r.20	PROC013	OL	fortsetzen	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	sol	schreibe die globale Vorzugsform sol	NO	NO
E296	f83r	B3	f83r.20	PROC149	EEE+T+Y	vollständig · eintragen · dieser Posten	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	cheeety	schreibe die globale Vorzugsform cheeety	NO	NO
E297	f83r	B3	f83r.20	PROC067	OK+E+DY	ansetzen · kurz · Schluss	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	qokedy	schreibe die globale Vorzugsform qokedy	NO	NO
E298	f83r	B3	f83r.20	PROC008	OK+Y	ansetzen · dieser Posten	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	qoky	schreibe die globale Vorzugsform qoky	NO	NO
E299	f83r	B3	f83r.20	PROC009	AIIN	vorgeschriebenes Maß	RECORD_WRAPPER_MELODY	RM07:3	saiin	am Recordmelodieplatz RM07:3 schreibe saiin	NO	NO
E300	f83r	B3	f83r.22	PROC150	CHD+AIR	umsetzen · laufender Bestand	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	schedair	schreibe die globale Vorzugsform schedair	NO	NO
E301	f83r	B3	f83r.22	PROC145	OT+CHD+DY	danach · umsetzen · Schluss	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	otchedy	schreibe die globale Vorzugsform otchedy	NO	NO
E302	f83r	B3	f83r.22	PROC100	OK+EE+DY	ansetzen · länger · Schluss	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	qokeedy	schreibe die globale Vorzugsform qokeedy	NO	NO
E303	f83r	B3	f83r.22	PROC151	CHD+AIN	umsetzen · Portion	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	chedain	schreibe die globale Vorzugsform chedain	NO	NO
E304	f83r	B3	f83r.22	PROC042	CHD+Y	umsetzen · dieser Posten	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	chedy	schreibe die globale Vorzugsform chedy	NO	NO
E305	f83r	B3	f83r.22	PROC152	OT+E+AIIN	danach · kurz · vorgeschriebenes Maß	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	qotedaiin	schreibe die globale Vorzugsform qotedaiin	NO	NO
E306	f83r	B3	f83r.22	PROC112	OT+AIIN	danach · vorgeschriebenes Maß	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	otaiin	schreibe die globale Vorzugsform otaiin	NO	NO
E307	f83r	B3	f83r.22	PROC135	OT+E+DY	danach · kurz · Schluss	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	otedy	schreibe die globale Vorzugsform otedy	NO	NO
E308	f83r	B3	f83r.22	PROC108	L+DY	führen · Schluss	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	ldy	schreibe die globale Vorzugsform ldy	NO	NO
E309	f83r	B3	f83r.24	PROC097	O+IIN	Arbeitsgang · Sollstufe	FORMULA_CADENCE_RULE	FC11	soiiin	in der gelernten Formelkadenz FC11 schreibe soiiin	NO	NO
E310	f83r	B3	f83r.24	PROC014	CTH+Y	bereit · dieser Posten	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	checthy	schreibe die globale Vorzugsform checthy	NO	NO
E311	f83r	B3	f83r.24	PROC004	T+Y	eintragen · dieser Posten	FORMULA_CADENCE_RULE	FC11	chety	in der gelernten Formelkadenz FC11 schreibe chety	NO	NO
E312	f83r	B3	f83r.24	PROC112	OT+AIIN	danach · vorgeschriebenes Maß	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	otaiin	schreibe die globale Vorzugsform otaiin	NO	NO
E313	f83r	B3	f83r.24	PROC153	OL+AL+Y	fortsetzen · bezeichnete Stelle · dieser Posten	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	olsaly	schreibe die globale Vorzugsform olsaly	NO	NO
E314	f83r	B3	f83r.24	PROC078	SHED+DY	absetzen · Schluss	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	shedy	schreibe die globale Vorzugsform shedy	NO	NO
E315	f83r	B4	f83r.25	PROC100	OK+EE+DY	ansetzen · länger · Schluss	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	qokeedy	schreibe die globale Vorzugsform qokeedy	NO	NO
E316	f83r	B4	f83r.25	PROC154	OL+Y	fortsetzen · dieser Posten	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	qolchey	schreibe die globale Vorzugsform qolchey	NO	NO
E317	f83r	B4	f83r.25	PROC092	OK+EE+Y	ansetzen · länger · dieser Posten	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	qokeey	schreibe die globale Vorzugsform qokeey	NO	NO
E318	f83r	B4	f83r.25	PROC067	OK+E+DY	ansetzen · kurz · Schluss	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	qokedy	schreibe die globale Vorzugsform qokedy	NO	NO
E319	f83r	B4	f83r.25	PROC042	CHD+Y	umsetzen · dieser Posten	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	chedy	schreibe die globale Vorzugsform chedy	NO	NO
E320	f83r	B4	f83r.25	PROC131	OT+AL	danach · bezeichnete Stelle	RECORD_WRAPPER_MELODY	RM08:1	otal	am Recordmelodieplatz RM08:1 schreibe otal	NO	NO
E321	f83r	B4	f83r.26	PROC065	OT+Y	danach · dieser Posten	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	otchey	schreibe die globale Vorzugsform otchey	NO	NO
E322	f83r	B4	f83r.26	PROC092	OK+EE+Y	ansetzen · länger · dieser Posten	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	qokeey	schreibe die globale Vorzugsform qokeey	NO	NO
E323	f83r	B4	f83r.26	PROC008	OK+Y	ansetzen · dieser Posten	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	qoky	schreibe die globale Vorzugsform qoky	NO	NO
E324	f83r	B4	f83r.26	PROC013	OL	fortsetzen	RECORD_WRAPPER_MELODY	RM08:2	tol	am Recordmelodieplatz RM08:2 schreibe tol	NO	NO
E325	f83r	B4	f83r.26	PROC078	SHED+DY	absetzen · Schluss	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	shedy	schreibe die globale Vorzugsform shedy	NO	NO
E326	f83r	B4	f83r.26	PROC155	OK+Y+LD+DY	ansetzen · dieser Posten · befestigen · Schluss	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	qokylddy	schreibe die globale Vorzugsform qokylddy	NO	NO
E327	f83r	B4	f83r.27	PROC156	AIN	Portion	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	dain	schreibe die globale Vorzugsform dain	NO	NO
E328	f83r	B4	f83r.27	PROC042	CHD+Y	umsetzen · dieser Posten	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	chedy	schreibe die globale Vorzugsform chedy	NO	NO
E329	f83r	B4	f83r.27	PROC100	OK+EE+DY	ansetzen · länger · Schluss	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	qokeedy	schreibe die globale Vorzugsform qokeedy	NO	NO
E330	f83r	B4	f83r.27	PROC099	SH+CKH+E+DY	halten · Durchlass · kurz · Schluss	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	shckhedy	schreibe die globale Vorzugsform shckhedy	NO	NO
E331	f83r	B4	f83r.27	PROC099	SH+CKH+E+DY	halten · Durchlass · kurz · Schluss	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	shckhedy	schreibe die globale Vorzugsform shckhedy	NO	NO
E332	f83r	B4	f83r.28	PROC009	AIIN	vorgeschriebenes Maß	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	saiin	schreibe die globale Vorzugsform saiin	NO	NO
E333	f83r	B4	f83r.28	PROC046	CHK+EE+Y	wärmen · länger · dieser Posten	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	cheeky	schreibe die globale Vorzugsform cheeky	NO	NO
E334	f83r	B4	f83r.28	PROC157	SH+EE+Y	halten · länger · dieser Posten	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	sheey	schreibe die globale Vorzugsform sheey	NO	NO
E335	f83r	B4	f83r.28	PROC067	OK+E+DY	ansetzen · kurz · Schluss	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	qokedy	schreibe die globale Vorzugsform qokedy	NO	NO
E336	f83r	B4	f83r.28	PROC078	SHED+DY	absetzen · Schluss	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	shedy	schreibe die globale Vorzugsform shedy	NO	NO
E337	f83r	B4	f83r.28	PROC047	OL+DY	fortsetzen · Schluss	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	oldy	schreibe die globale Vorzugsform oldy	NO	NO
E338	f83r	B4	f83r.35	PROC009	AIIN	vorgeschriebenes Maß	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	saiin	schreibe die globale Vorzugsform saiin	NO	NO
E339	f83r	B4	f83r.35	PROC083	CHK+E+Y	wärmen · kurz · dieser Posten	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	cheky	schreibe die globale Vorzugsform cheky	NO	NO
E340	f83r	B4	f83r.35	PROC158	OK+EE+OL	ansetzen · länger · fortsetzen	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	okeeol	schreibe die globale Vorzugsform okeeol	NO	NO
E341	f83r	B4	f83r.35	PROC080	OK+AIN	ansetzen · Portion	AUTOMATIC_CONTEXT_RULE	WR01	okain	wenn der unmittelbare Kontext WR01 ausloest, schreibe okain	NO	NO
E342	f83r	B4	f83r.35	PROC042	CHD+Y	umsetzen · dieser Posten	RECORD_WRAPPER_MELODY	RM08:3	chdy	am Recordmelodieplatz RM08:3 schreibe chdy	NO	NO
E343	f83r	B4	f83r.37	PROC013	OL	fortsetzen	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	sol	schreibe die globale Vorzugsform sol	NO	NO
E344	f83r	B4	f83r.37	PROC159	L+K+E+DY	führen · zuführen · kurz · Schluss	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	lkedy	schreibe die globale Vorzugsform lkedy	NO	NO
E345	f83r	B4	f83r.37	PROC120	L+CHD+DY	führen · umsetzen · Schluss	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	lchedy	schreibe die globale Vorzugsform lchedy	NO	NO
E346	f83r	B4	f83r.37	PROC160	OK+OL	ansetzen · fortsetzen	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	qokol	schreibe die globale Vorzugsform qokol	NO	NO
E347	f83r	B4	f83r.37	PROC078	SHED+DY	absetzen · Schluss	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	shedy	schreibe die globale Vorzugsform shedy	NO	NO
E348	f83r	B4	f83r.38	PROC016	OR	Ansatz	AUTOMATIC_CONTEXT_RULE	WR02	or	wenn der unmittelbare Kontext WR02 ausloest, schreibe or	NO	NO
E349	f83r	B4	f83r.38	PROC019	Y	dieser Posten	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	chey	schreibe die globale Vorzugsform chey	NO	NO
E350	f83r	B4	f83r.38	PROC161	O+CKH+E+Y	Arbeitsgang · Durchlass · kurz · dieser Posten	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	qockhey	schreibe die globale Vorzugsform qockhey	NO	NO
E351	f83r	B4	f83r.38	PROC162	AIR+Y+DY	laufender Bestand · dieser Posten · Schluss	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	dairydy	schreibe die globale Vorzugsform dairydy	NO	NO
E352	f83r	B4	f83r.39	PROC080	OK+AIN	ansetzen · Portion	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	qokain	schreibe die globale Vorzugsform qokain	NO	NO
E353	f83r	B4	f83r.39	PROC031	SH+EE+Y	halten · länger · dieser Posten	AUTOMATIC_CONTEXT_RULE	WR03	shey	wenn der unmittelbare Kontext WR03 ausloest, schreibe shey	NO	NO
E354	f83r	B4	f83r.39	PROC069	K+AIN	zuführen · Portion	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	kain	schreibe die globale Vorzugsform kain	NO	NO
E355	f83r	B4	f83r.39	PROC163	CH+CKH+AL	abziehen · Durchlass · bezeichnete Stelle	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	chckhal	schreibe die globale Vorzugsform chckhal	NO	NO
E356	f83r	B4	f83r.41	PROC164	SOLK+E+Y	auffangen · kurz · dieser Posten	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	solkey	schreibe die globale Vorzugsform solkey	NO	NO
E357	f83r	B4	f83r.41	PROC120	L+CHD+DY	führen · umsetzen · Schluss	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	lchedy	schreibe die globale Vorzugsform lchedy	NO	NO
E358	f83r	B4	f83r.41	PROC070	OL+K+AIN	fortsetzen · zuführen · Portion	RECORD_WRAPPER_MELODY	RM08:4	qolkain	am Recordmelodieplatz RM08:4 schreibe qolkain	NO	NO
E359	f83r	B4	f83r.41	PROC055	AL	bezeichnete Stelle	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	dal	schreibe die globale Vorzugsform dal	NO	NO
E360	f83r	B4	f83r.44	PROC165	K+AR	zuführen · von dort	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	skar	schreibe die globale Vorzugsform skar	NO	NO
E361	f83r	B4	f83r.44	PROC078	SHED+DY	absetzen · Schluss	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	shedy	schreibe die globale Vorzugsform shedy	NO	NO
E362	f83r	B5	f83r.47	PROC166	OT+CHD+DY	danach · umsetzen · Schluss	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	otchdy	schreibe die globale Vorzugsform otchdy	NO	NO
E363	f83r	B5	f83r.47	PROC082	OK+CHD+DY	ansetzen · umsetzen · Schluss	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	qokchdy	schreibe die globale Vorzugsform qokchdy	NO	NO
E364	f83r	B5	f83r.47	PROC142	SHED+AL	absetzen · bezeichnete Stelle	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	shedal	schreibe die globale Vorzugsform shedal	NO	NO
E365	f83r	B5	f83r.48	PROC055	AL	bezeichnete Stelle	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	dal	schreibe die globale Vorzugsform dal	NO	NO
E366	f83r	B5	f83r.48	PROC013	OL	fortsetzen	FORMULA_CADENCE_RULE	FC07	cheol	in der gelernten Formelkadenz FC07 schreibe cheol	NO	NO
E367	f83r	B5	f83r.48	PROC167	L+OL	führen · fortsetzen	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	lol	schreibe die globale Vorzugsform lol	NO	NO
E368	f83r	B5	f83r.48	PROC168	CHD+AL	umsetzen · bezeichnete Stelle	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	chdal	schreibe die globale Vorzugsform chdal	NO	NO
E369	f83r	B5	f83r.48	PROC009	AIIN	vorgeschriebenes Maß	FORMULA_CADENCE_RULE	FC07	aiin	in der gelernten Formelkadenz FC07 schreibe aiin	NO	NO
E370	f83r	B5	f83r.49	PROC013	OL	fortsetzen	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	sol	schreibe die globale Vorzugsform sol	NO	NO
E371	f83r	B5	f83r.49	PROC169	DA+IIN	zweite · Sollstufe	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	daiiin	schreibe die globale Vorzugsform daiiin	NO	NO
E372	f83r	B5	f83r.49	PROC042	CHD+Y	umsetzen · dieser Posten	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	chedy	schreibe die globale Vorzugsform chedy	NO	NO
E373	f83r	B6	f83r.52	PROC170	SOLK+EE+Y	auffangen · länger · dieser Posten	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	solkeey	schreibe die globale Vorzugsform solkeey	NO	NO
E374	f83r	B6	f83r.52	PROC171	E+K+E+Y	kurz · zuführen · kurz · dieser Posten	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	qekey	schreibe die globale Vorzugsform qekey	NO	NO
E375	f83r	B6	f83r.52	PROC172	R+AL+Y	abkühlen · bezeichnete Stelle · dieser Posten	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	raly	schreibe die globale Vorzugsform raly	NO	NO
E376	f83r	B6	f83r.52	PROC013	OL	fortsetzen	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	ol	schreibe die globale Vorzugsform ol	NO	NO
E377	f83r	B6	f83r.54	PROC009	AIIN	vorgeschriebenes Maß	RECORD_WRAPPER_MELODY	RM09:1	daiin	am Recordmelodieplatz RM09:1 schreibe daiin	NO	NO
E378	f83r	B6	f83r.54	PROC013	OL	fortsetzen	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	ol	schreibe die globale Vorzugsform ol	NO	NO
E379	f83r	B6	f83r.54	PROC156	AIN	Portion	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	dain	schreibe die globale Vorzugsform dain	NO	NO
E380	f83r	B6	f83r.54	PROC019	Y	dieser Posten	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	chey	schreibe die globale Vorzugsform chey	NO	NO
E381	f83r	B6	f83r.54	PROC173	L+AL+OR	führen · bezeichnete Stelle · Ansatz	GLOBAL_RULE_RENDERER	GLOBAL_CARD_SURFACE	ldalor	schreibe die globale Vorzugsform ldalor	NO	NO
