statement_id	record_unit_id	page	loci	surface_sequence	formula_family	terminal_status	owner_sequence	owner_reading_de	internal_owner_reset	line_crossing	family_sequence_de	station_translation_de	global_flow_policy
B4-S002	B4	f83r	f83r.25	qolchey · qokeey · qokedy	FLOW_TRANSFER_PROCESS	CLOSED	B4_MAIN_ARCH_LINKED_PAIR	sichtbar verbundenen Gefäßpaar des Hauptbogens	NO	NO:f83r.25	WEITER_GLEICHER_LAUF + DIES_AKTUELLER_POSTEN; EINSETZEN + GRAD + DIES_AKTUELLER_POSTEN; EINSETZEN + GRAD + FESTSETZEN	Am sichtbar verbundenen Gefäßpaar des Hauptbogens: Bearbeite den laufenden Posten und führe ihn durch den örtlichen Lauf oder in das bezeichnete Gefäß. Kartenlesung: Weiterposten; länger einwirken lassen; kurz einwirken; Schluss; Arbeitsschritt festsetzen. Setze diesen Stationsschritt fest.	LOCAL_STATION_ONLY__NO_GLOBAL_CIRCUIT
B4-S003	B4	f83r	f83r.25|f83r.26	chedy · otal · otchey · qokeey · qoky · tol · shedy	TARGET_APPLICATION_PROCESS	CLOSED	B4_MAIN_ARCH_LINKED_PAIR	sichtbar verbundenen Gefäßpaar des Hauptbogens	NO	YES:f83r.25→f83r.26; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	DIES_AKTUELLER_POSTEN + UEBERFUEHREN; FOLGEPOSTEN + ZU_ZIEL; FOLGEPOSTEN + DIES_AKTUELLER_POSTEN; EINSETZEN + GRAD + DIES_AKTUELLER_POSTEN; EINSETZEN + DIES_AKTUELLER_POSTEN; WEITER_GLEICHER_LAUF; GRAD + FESTSETZEN + ABSETZEN	Am sichtbar verbundenen Gefäßpaar des Hauptbogens: Setze den laufenden Posten an der bezeichneten Arbeits- oder Körperstelle an und führe die Anwendung dort aus. Kartenlesung: überführen; danach dorthin; das nächste; länger einwirken lassen; einsetzen; weiter; kurz absetzen; Schluss; Arbeitsschritt festsetzen. Setze diesen Stationsschritt fest.	LOCAL_STATION_ONLY__NO_GLOBAL_CIRCUIT
B4-S004	B4	f83r	f83r.26	qokylddy	SOURCED_PROCESS	CLOSED	B4_MAIN_ARCH_LINKED_PAIR	sichtbar verbundenen Gefäßpaar des Hauptbogens	NO	NO:f83r.26	befestigen; Schluss	Am sichtbar verbundenen Gefäßpaar des Hauptbogens: Nimm den Arbeitsstoff aus der örtlich bezeichneten Quelle und bearbeite ihn an dieser Station weiter. Kartenlesung: befestigen; Schluss. Setze diesen Stationsschritt fest.	LOCAL_STATION_ONLY__NO_GLOBAL_CIRCUIT
B4-S005	B4	f83r	f83r.27	dain · chedy · qokeedy	SOURCED_PROCESS	CLOSED	B4_MAIN_ARCH_LINKED_PAIR	sichtbar verbundenen Gefäßpaar des Hauptbogens	NO	NO:f83r.27	Einlage; DIES_AKTUELLER_POSTEN + UEBERFUEHREN; EINSETZEN + GRAD + FESTSETZEN	Am sichtbar verbundenen Gefäßpaar des Hauptbogens: Nimm den Arbeitsstoff aus der örtlich bezeichneten Quelle und bearbeite ihn an dieser Station weiter. Kartenlesung: Einlage; überführen; lange einwirken; Schluss; Arbeitsschritt festsetzen. Setze diesen Stationsschritt fest.	LOCAL_STATION_ONLY__NO_GLOBAL_CIRCUIT
B4-S006	B4	f83r	f83r.27	shckhedy	SIMPLE_OR_ELLIPTIC_PROCESS	CLOSED	B4_MAIN_ARCH_LINKED_PAIR	sichtbar verbundenen Gefäßpaar des Hauptbogens	NO	NO:f83r.27	SEIHEN	Am sichtbar verbundenen Gefäßpaar des Hauptbogens: Vollziehe den bezeichneten örtlichen Arbeitsschritt; Gefäß, Stoff oder Körperstelle werden aus dem Bildplatz mitgelesen. Kartenlesung: durchlassen; Schluss. Setze diesen Stationsschritt fest.	LOCAL_STATION_ONLY__NO_GLOBAL_CIRCUIT
B4-S007	B4	f83r	f83r.27	shckhedy	SIMPLE_OR_ELLIPTIC_PROCESS	CLOSED	B4_MAIN_ARCH_LINKED_PAIR	sichtbar verbundenen Gefäßpaar des Hauptbogens	NO	NO:f83r.27	SEIHEN	Am sichtbar verbundenen Gefäßpaar des Hauptbogens: Vollziehe den bezeichneten örtlichen Arbeitsschritt; Gefäß, Stoff oder Körperstelle werden aus dem Bildplatz mitgelesen. Kartenlesung: durchlassen; Schluss. Setze diesen Stationsschritt fest.	LOCAL_STATION_ONLY__NO_GLOBAL_CIRCUIT
B4-S008	B4	f83r	f83r.28	saiin · cheeky · sheey · qokedy	FLOW_TRANSFER_PROCESS	CLOSED	B4_MAIN_ARCH_LINKED_PAIR	sichtbar verbundenen Gefäßpaar des Hauptbogens	NO	NO:f83r.28	SOLLWERT; GRAD + DIES_AKTUELLER_POSTEN + ZUSTAND_JUSTIEREN; GRAD + DIES_AKTUELLER_POSTEN; EINSETZEN + GRAD + FESTSETZEN	Am sichtbar verbundenen Gefäßpaar des Hauptbogens: Bearbeite den laufenden Posten und führe ihn durch den örtlichen Lauf oder in das bezeichnete Gefäß. Kartenlesung: Sollmaß; länger bearbeiten; Langhalt; kurz einwirken; Schluss; Arbeitsschritt festsetzen. Setze diesen Stationsschritt fest.	LOCAL_STATION_ONLY__NO_GLOBAL_CIRCUIT
B4-S009	B4	f83r	f83r.28	shedy	SIMPLE_OR_ELLIPTIC_PROCESS	CLOSED	B4_MAIN_ARCH_LINKED_PAIR	sichtbar verbundenen Gefäßpaar des Hauptbogens	NO	NO:f83r.28	GRAD + FESTSETZEN + ABSETZEN	Am sichtbar verbundenen Gefäßpaar des Hauptbogens: Vollziehe den bezeichneten örtlichen Arbeitsschritt; Gefäß, Stoff oder Körperstelle werden aus dem Bildplatz mitgelesen. Kartenlesung: kurz absetzen; Schluss; Arbeitsschritt festsetzen. Setze diesen Stationsschritt fest.	LOCAL_STATION_ONLY__NO_GLOBAL_CIRCUIT
B4-S010	B4	f83r	f83r.28	oldy	SIMPLE_OR_ELLIPTIC_PROCESS	CLOSED	B4_MAIN_ARCH_LINKED_PAIR	sichtbar verbundenen Gefäßpaar des Hauptbogens	NO	NO:f83r.28	WEITER_GLEICHER_LAUF + FESTSETZEN	Am sichtbar verbundenen Gefäßpaar des Hauptbogens: Vollziehe den bezeichneten örtlichen Arbeitsschritt; Gefäß, Stoff oder Körperstelle werden aus dem Bildplatz mitgelesen. Kartenlesung: fertig; Arbeitsschritt festsetzen. Setze diesen Stationsschritt fest.	LOCAL_STATION_ONLY__NO_GLOBAL_CIRCUIT
B4-S011	B4	f83r	f83r.35|f83r.37	saiin · cheky · okeeol · okain · chdy · sol · lkedy	FLOW_TRANSFER_PROCESS	CLOSED	B4_MAIN_LEFT_OPEN_FRINGE_STATION	linken offenen Randplatz des Hauptfeldes	NO	YES:f83r.35→f83r.37; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	SOLLWERT; GRAD + DIES_AKTUELLER_POSTEN + ZUSTAND_JUSTIEREN; EINSETZEN + WEITER_GLEICHER_LAUF + GRAD; EINSETZEN + PORTION; DIES_AKTUELLER_POSTEN + UEBERFUEHREN; WEITER_GLEICHER_LAUF; weiter abziehen; Schluss	Am linken offenen Randplatz des Hauptfeldes: Bearbeite den laufenden Posten und führe ihn durch den örtlichen Lauf oder in das bezeichnete Gefäß. Kartenlesung: Sollmaß; kurz wärmen; Langfortsetzung; Anteil zugeben; überführen; weiter; weiter abziehen; Schluss. Setze diesen Stationsschritt fest.	LOCAL_STATION_ONLY__NO_GLOBAL_CIRCUIT
B4-S012	B4	f83r	f83r.37	lchedy	FLOW_TRANSFER_PROCESS	CLOSED	B4_MAIN_LEFT_OPEN_FRINGE_STATION	linken offenen Randplatz des Hauptfeldes	NO	NO:f83r.37	AB + UEBERFUEHREN	Am linken offenen Randplatz des Hauptfeldes: Bearbeite den laufenden Posten und führe ihn durch den örtlichen Lauf oder in das bezeichnete Gefäß. Kartenlesung: abführen; Schluss. Setze diesen Stationsschritt fest.	LOCAL_STATION_ONLY__NO_GLOBAL_CIRCUIT
B4-S013	B4	f83r	f83r.37	qokol · shedy	GRADED_PROCESS	CLOSED	B4_MAIN_LEFT_OPEN_FRINGE_STATION	linken offenen Randplatz des Hauptfeldes	NO	NO:f83r.37	EINSETZEN + WEITER_GLEICHER_LAUF; GRAD + FESTSETZEN + ABSETZEN	Am linken offenen Randplatz des Hauptfeldes: Führe den Arbeitsgang bis zur bezeichneten Stufe und halte den Posten dort entsprechend kurz, länger oder vollständig. Kartenlesung: Weiter einsetzen; kurz absetzen; Schluss; Arbeitsschritt festsetzen. Setze diesen Stationsschritt fest.	LOCAL_STATION_ONLY__NO_GLOBAL_CIRCUIT
B4-S014	B4	f83r	f83r.38	or · chey · qockhey · dairydy	FLOW_TRANSFER_PROCESS	CLOSED	B4_MAIN_LEFT_OPEN_FRINGE_STATION	linken offenen Randplatz des Hauptfeldes	NO	NO:f83r.38	BEDINGUNGSANSATZ; DIES_AKTUELLER_POSTEN; EINSETZEN + GRAD + DIES_AKTUELLER_POSTEN + DURCHLASS; DIES_AKTUELLER_POSTEN + FESTSETZEN + LAUF_BAHN	Am linken offenen Randplatz des Hauptfeldes: Bearbeite den laufenden Posten und führe ihn durch den örtlichen Lauf oder in das bezeichnete Gefäß. Kartenlesung: Ansatz; dies; Kurzdurchgang; Laufschluss; Arbeitsschritt festsetzen. Setze diesen Stationsschritt fest.	LOCAL_STATION_ONLY__NO_GLOBAL_CIRCUIT
B4-S015	B4	f83r	f83r.39|f83r.41	qokain · shey · kain · chckhal · solkey · lchedy	FLOW_TRANSFER_PROCESS	CLOSED	B4_MAIN_LEFT_OPEN_FRINGE_STATION > B4_MAIN_RIGHT_S_RUN_MULTIPORT_STATION	linken offenen Randplatz des Hauptfeldes; danach ohne sichtbare Verbindung im rechten S-förmigen Mehranschlusslauf	YES	YES:f83r.39→f83r.41; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	EINSETZEN + PORTION; Klarlauf; PORTION; ZU_ZIEL + DURCHLASS; GRAD + DIES_AKTUELLER_POSTEN + SAMMELN; AB + UEBERFUEHREN	Am linken offenen Randplatz des Hauptfeldes; danach ohne sichtbare Verbindung im rechten S-förmigen Mehranschlusslauf: Bearbeite den laufenden Posten und führe ihn durch den örtlichen Lauf oder in das bezeichnete Gefäß. Kartenlesung: Anteil zugeben; Klarlauf; Portion; Zielpassage; Kurzsammlung; abführen; Schluss. Setze diesen Stationsschritt fest. Die Aussage überschreitet dabei eine Bildbesitzergrenze ohne gezeichnete Verbindung.	LOCAL_STATION_ONLY__NO_GLOBAL_CIRCUIT
B4-S016	B4	f83r	f83r.41|f83r.44	qolkain · dal · skar · shedy	FULL_ADDRESS_PROCESS	CLOSED	B4_MAIN_RIGHT_S_RUN_MULTIPORT_STATION	rechten S-förmigen Mehranschlusslauf	NO	YES:f83r.41→f83r.44; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	WEITER_GLEICHER_LAUF + PORTION; ZU_ZIEL; VON_QUELLE; GRAD + FESTSETZEN + ABSETZEN	Am rechten S-förmigen Mehranschlusslauf: Nimm den Posten aus der bezeichneten Quelle, bemiss ihn, führe ihn zur bezeichneten Stelle und vollziehe dort den Arbeitsgang. Kartenlesung: weiterer Anteil; dorthin; Quellausguss; kurz absetzen; Schluss; Arbeitsschritt festsetzen. Setze diesen Stationsschritt fest.	LOCAL_STATION_ONLY__NO_GLOBAL_CIRCUIT
B5-S001	B5	f83r	f83r.47	otchdy	LINKED_PROCESS	CLOSED	B5_LEFT_OPEN_FRINGE_STATION	linken offenen Randplatz des Nachtrags	NO	NO:f83r.47	FOLGEPOSTEN + FESTSETZEN + UEBERFUEHREN	Am linken offenen Randplatz des Nachtrags: Verknüpfe diesen Posten mit dem vorherigen oder dem nächsten Stationsposten und führe den verbundenen Gang weiter. Kartenlesung: Nachtransfer; Schluss; Arbeitsschritt festsetzen. Setze diesen Stationsschritt fest.	LOCAL_STATION_ONLY__NO_GLOBAL_CIRCUIT
B5-S002	B5	f83r	f83r.47	qokchdy	SOURCED_PROCESS	CLOSED	B5_LEFT_OPEN_FRINGE_STATION	linken offenen Randplatz des Nachtrags	NO	NO:f83r.47	EINSETZEN + FESTSETZEN + UEBERFUEHREN	Am linken offenen Randplatz des Nachtrags: Nimm den Arbeitsstoff aus der örtlich bezeichneten Quelle und bearbeite ihn an dieser Station weiter. Kartenlesung: neuen Posten einsetzen; Schluss; Arbeitsschritt festsetzen. Setze diesen Stationsschritt fest.	LOCAL_STATION_ONLY__NO_GLOBAL_CIRCUIT
B5-S003	B5	f83r	f83r.47|f83r.48|f83r.49	shedal · dal · cheol · lol · chdal · aiin · sol · daiiin · chedy	FULL_ADDRESS_PROCESS	OPEN	B5_LEFT_OPEN_FRINGE_STATION	linken offenen Randplatz des Nachtrags	NO	YES:f83r.47→f83r.48→f83r.49; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	ZU_ZIEL + ABSETZEN; ZU_ZIEL; WEITER_GLEICHER_LAUF; WEITER_GLEICHER_LAUF + AB; ZU_ZIEL + UEBERFUEHREN; SOLLWERT; WEITER_GLEICHER_LAUF; STUFE; DIES_AKTUELLER_POSTEN + UEBERFUEHREN	Am linken offenen Randplatz des Nachtrags: Nimm den Posten aus der bezeichneten Quelle, bemiss ihn, führe ihn zur bezeichneten Stelle und vollziehe dort den Arbeitsgang. Kartenlesung: am Ziel absetzen; dorthin; weiter; Weiterabzug; Zieltransfer; Sollmaß; weiter; Endstufe; überführen. Halte den Posten für die folgende Stationszelle offen.	LOCAL_STATION_ONLY__NO_GLOBAL_CIRCUIT
B6-S001	B6	f83r	f83r.52|f83r.54	solkeey · qekey · raly · ol · daiin · ol · dain · chey · ldalor	FULL_ADDRESS_PROCESS	OPEN	B6_RIGHT_S_RUN_MULTIPORT_STATION	rechten S-förmigen Mehranschlusslauf des Nachtrags	NO	YES:f83r.52→f83r.54; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	GRAD + DIES_AKTUELLER_POSTEN + SAMMELN; kurz bearbeiten; ZU_ZIEL + DIES_AKTUELLER_POSTEN; WEITER_GLEICHER_LAUF; SOLLWERT; WEITER_GLEICHER_LAUF; Einlage; DIES_AKTUELLER_POSTEN; ZU_ZIEL + AB	Am rechten S-förmigen Mehranschlusslauf des Nachtrags: Nimm den Posten aus der bezeichneten Quelle, bemiss ihn, führe ihn zur bezeichneten Stelle und vollziehe dort den Arbeitsgang. Kartenlesung: Langsammlung; kurz bearbeiten; Endposten; weiter; Sollmaß; weiter; Einlage; dies; Endziel. Halte den Posten für die folgende Stationszelle offen.	LOCAL_STATION_ONLY__NO_GLOBAL_CIRCUIT
