relation_id	candidate_surface	known_neighbor_surface	whole_levenshtein_distance	within_raw_closest_layer	raw_selected_radius	known_neighbor_reading_ids	known_neighbor_levels	known_neighbor_max_score_not_probability	known_neighbor_occurrences	known_neighbor_pages	known_neighbor_core_axes	known_neighbor_union_axes	known_neighbor_best_gloss_de	known_neighbor_all_glosses_de	candidate_raw_consensus_axes	candidate_raw_rival_axes	candidate_raw_analogy_tier	relation_scope	selector_credit	literal_identity_credit	component_export_credit
G781-A0108	otlaiin	olaiin	1	1	1	olaiin#GLOBAL	W3_SOLID_WORKING_THEORY	76	39	31	AMOUNT|MATERIAL	AMOUNT|MATERIAL	drei Portionen Drogenstoff	drei Portionen Drogenstoff	COLD|PREPARATION|LEVEL_III	AMOUNT|MATERIAL|PASS|MIDDLE_STAGE	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0109	otlaiin	otaiin	1	1	1	otaiin#1	W3_SOLID_WORKING_THEORY	66	3	2	COLD|PREPARATION|LEVEL_III	COLD|PREPARATION|LEVEL_III	kalter Ansatz, Grad III	kalter Ansatz, Grad III	COLD|PREPARATION|LEVEL_III	AMOUNT|MATERIAL|PASS|MIDDLE_STAGE	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0110	otlaiin	oteaiin	1	1	1	oteaiin#GLOBAL	W2_PROVISIONAL_WORKING	48	2	2	COLD|PREPARATION|PASS|MIDDLE_STAGE|LEVEL_III	COLD|PREPARATION|PASS|MIDDLE_STAGE|LEVEL_III	Kaltansatz nach mittlerer Behandlung auf Stufe III	Kaltansatz nach mittlerer Behandlung auf Stufe III	COLD|PREPARATION|LEVEL_III	AMOUNT|MATERIAL|PASS|MIDDLE_STAGE	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0111	shdair	chdain	2	1	2	chdain#GLOBAL	W3_SOLID_WORKING_THEORY	71	8	8	DRY|AMOUNT|MATERIAL	DRY|AMOUNT|MATERIAL	zwei Portionen Trockendroge	zwei Portionen Trockendroge	MATERIAL	HOT|DRY|MOIST|AMOUNT|PART|PROCESS|BEGIN_STAGE|MIDDLE_STAGE|LEVEL_II	A2_DISTANCE2_MULTIWHOLE_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0112	shdair	dair	2	1	2	dair#1	W2_PROVISIONAL_WORKING	56	3	3	PART	PART	abgemessener Anteil II	abgemessener Anteil II	MATERIAL	HOT|DRY|MOIST|AMOUNT|PART|PROCESS|BEGIN_STAGE|MIDDLE_STAGE|LEVEL_II	A2_DISTANCE2_MULTIWHOLE_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0113	shdair	shain	2	1	2	shain#GLOBAL	W2_PROVISIONAL_WORKING	59	9	8	MOIST|LEVEL_II	MOIST|LEVEL_II	feucht, Grad II	feucht, Grad II	MATERIAL	HOT|DRY|MOIST|AMOUNT|PART|PROCESS|BEGIN_STAGE|MIDDLE_STAGE|LEVEL_II	A2_DISTANCE2_MULTIWHOLE_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0114	shdair	shar	2	1	2	shar#GLOBAL	W3_SOLID_WORKING_THEORY	76	29	25	MOIST|PART|MATERIAL	MOIST|PART|MATERIAL	angefeuchtete Drogenfraktion I	angefeuchtete Drogenfraktion I	MATERIAL	HOT|DRY|MOIST|AMOUNT|PART|PROCESS|BEGIN_STAGE|MIDDLE_STAGE|LEVEL_II	A2_DISTANCE2_MULTIWHOLE_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0115	shdair	shdaiin	2	1	2	shdaiin#GLOBAL	W3_SOLID_WORKING_THEORY	66	4	4	AMOUNT|MATERIAL	AMOUNT|MATERIAL	drei Portionen eingeweichter Droge	drei Portionen eingeweichter Droge	MATERIAL	HOT|DRY|MOIST|AMOUNT|PART|PROCESS|BEGIN_STAGE|MIDDLE_STAGE|LEVEL_II	A2_DISTANCE2_MULTIWHOLE_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0116	shdair	shdal	2	1	2	shdal#1	W2_PROVISIONAL_WORKING	46	2	2	MOIST|MATERIAL|BEGIN_STAGE	MOIST|MATERIAL|BEGIN_STAGE	feuchtes, abgemessenes Material I, Anfangsstufe	feuchtes, abgemessenes Material I, Anfangsstufe	MATERIAL	HOT|DRY|MOIST|AMOUNT|PART|PROCESS|BEGIN_STAGE|MIDDLE_STAGE|LEVEL_II	A2_DISTANCE2_MULTIWHOLE_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0117	shdair	shear	2	1	2	shear#GLOBAL	W3_SOLID_WORKING_THEORY	76	22	18	MOIST|PART|PROCESS|MIDDLE_STAGE	MOIST|PART|PROCESS|MIDDLE_STAGE	erste Fraktion bis zur Mittelstufe einweichen	erste Fraktion bis zur Mittelstufe einweichen	MATERIAL	HOT|DRY|MOIST|AMOUNT|PART|PROCESS|BEGIN_STAGE|MIDDLE_STAGE|LEVEL_II	A2_DISTANCE2_MULTIWHOLE_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0118	shdair	shedain	2	1	2	shedain#GLOBAL	W3_SOLID_WORKING_THEORY	76	12	9	AMOUNT|MATERIAL|MIDDLE_STAGE	AMOUNT|MATERIAL|MIDDLE_STAGE	zwei Portionen bis zur Mittelstufe eingeweichter Droge	zwei Portionen bis zur Mittelstufe eingeweichter Droge	MATERIAL	HOT|DRY|MOIST|AMOUNT|PART|PROCESS|BEGIN_STAGE|MIDDLE_STAGE|LEVEL_II	A2_DISTANCE2_MULTIWHOLE_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0119	shdair	shkain	2	1	2	shkain#GLOBAL	W2_PROVISIONAL_WORKING	48	2	2	HOT|MATERIAL|LEVEL_II	HOT|MATERIAL|LEVEL_II	eingeweichte und erhitzte Droge auf Stufe II	eingeweichte und erhitzte Droge auf Stufe II	MATERIAL	HOT|DRY|MOIST|AMOUNT|PART|PROCESS|BEGIN_STAGE|MIDDLE_STAGE|LEVEL_II	A2_DISTANCE2_MULTIWHOLE_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0120	shdair	ydair	2	1	2	ydair#GLOBAL	W2_PROVISIONAL_WORKING	40	2	2	PART	PART	davon zwei Teile der Fraktion	davon zwei Teile der Fraktion	MATERIAL	HOT|DRY|MOIST|AMOUNT|PART|PROCESS|BEGIN_STAGE|MIDDLE_STAGE|LEVEL_II	A2_DISTANCE2_MULTIWHOLE_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0121	sheckhal	chckhal	2	1	2	chckhal#GLOBAL	W3_SOLID_WORKING_THEORY	61	4	4	DRY|MATERIAL|PREPARATION	DRY|MATERIAL|PREPARATION	trockenes Arzneikompositum, Rohstoffform I	trockenes Arzneikompositum, Rohstoffform I	MOIST|MATERIAL|PREPARATION	HOT|DRY|BEGIN_STAGE|MIDDLE_STAGE	A2_DISTANCE2_MULTIWHOLE_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0122	sheckhal	checkhol	2	1	2	checkhol#GLOBAL	W2_PROVISIONAL_WORKING	48	2	2	DRY|MATERIAL|PREPARATION	DRY|MATERIAL|PREPARATION	getrockneter Arzneikompositum-Grundstoff	getrockneter Arzneikompositum-Grundstoff	MOIST|MATERIAL|PREPARATION	HOT|DRY|BEGIN_STAGE|MIDDLE_STAGE	A2_DISTANCE2_MULTIWHOLE_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0123	sheckhal	sheckhey	2	1	2	sheckhey#GLOBAL	W3_SOLID_WORKING_THEORY	61	4	4	MOIST|PREPARATION|MIDDLE_STAGE	MOIST|PREPARATION|MIDDLE_STAGE	feuchtes Arzneikompositum in der Gradmitte	feuchtes Arzneikompositum in der Gradmitte	MOIST|MATERIAL|PREPARATION	HOT|DRY|BEGIN_STAGE|MIDDLE_STAGE	A2_DISTANCE2_MULTIWHOLE_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0124	sheckhal	sheckhy	2	1	2	sheckhy#1	W2_PROVISIONAL_WORKING	45	1	1	MOIST|PREPARATION|BEGIN_STAGE	MOIST|PREPARATION|BEGIN_STAGE	feuchte Mischung, Anfangsstufe	feuchte Mischung, Anfangsstufe	MOIST|MATERIAL|PREPARATION	HOT|DRY|BEGIN_STAGE|MIDDLE_STAGE	A2_DISTANCE2_MULTIWHOLE_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0125	sheckhal	shekal	2	1	2	shekal#GLOBAL	W2_PROVISIONAL_WORKING	56	3	3	HOT|MOIST|MATERIAL|BEGIN_STAGE|MIDDLE_STAGE	HOT|MOIST|MATERIAL|BEGIN_STAGE|MIDDLE_STAGE	Rohstoffklasse I: feucht in der Gradmitte; heiß am Gradanfang	Rohstoffklasse I: feucht in der Gradmitte; heiß am Gradanfang	MOIST|MATERIAL|PREPARATION	HOT|DRY|BEGIN_STAGE|MIDDLE_STAGE	A2_DISTANCE2_MULTIWHOLE_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0126	sheeoy	sheedy	1	1	1	sheedy#1	W2_PROVISIONAL_WORKING	54	1	1	MOIST|END_STAGE	MOIST|END_STAGE	feucht am Ende des Grades	feucht am Ende des Grades	MOIST|END_STAGE	HOT|PREPARATION|PROCESS|BEGIN_STAGE	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0127	sheeoy	sheeky	1	1	1	sheeky#1	W2_PROVISIONAL_WORKING	50	1	1	HOT|MOIST|PROCESS|END_STAGE	HOT|MOIST|PROCESS|END_STAGE	vollständig einweichen, erhitzen und abschließen	vollständig einweichen, erhitzen und abschließen	MOIST|END_STAGE	HOT|PREPARATION|PROCESS|BEGIN_STAGE	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0128	sheeoy	sheeo	1	1	1	sheeo#GLOBAL	W2_PROVISIONAL_WORKING	53	8	8	PREPARATION|END_STAGE	PREPARATION|END_STAGE	vollständig eingeweichter Ansatz	vollständig eingeweichter Ansatz	MOIST|END_STAGE	HOT|PREPARATION|PROCESS|BEGIN_STAGE	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0129	sheeoy	sheeod	1	1	1	sheeod#GLOBAL	W2_PROVISIONAL_WORKING	40	2	2	PREPARATION|END_STAGE	PREPARATION|END_STAGE	vollständig eingeweichten Ansatz abschließen	vollständig eingeweichten Ansatz abschließen	MOIST|END_STAGE	HOT|PREPARATION|PROCESS|BEGIN_STAGE	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0130	sheeoy	sheety	1	1	1	sheety#GLOBAL	W3_SOLID_WORKING_THEORY	61	7	5	MOIST|END_STAGE	MOIST|END_STAGE	vollständig angefeuchtet und gekühlt	vollständig angefeuchtet und gekühlt	MOIST|END_STAGE	HOT|PREPARATION|PROCESS|BEGIN_STAGE	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0131	sheeoy	sheoy	1	1	1	sheoy#GLOBAL	W2_PROVISIONAL_WORKING	56	3	3	MOIST|PREPARATION|BEGIN_STAGE	MOIST|PREPARATION|BEGIN_STAGE	feucht angesetzte Zubereitung am Gradanfang	feucht angesetzte Zubereitung am Gradanfang	MOIST|END_STAGE	HOT|PREPARATION|PROCESS|BEGIN_STAGE	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0132	sheoly	sheoky	1	1	1	sheoky#GLOBAL	W3_SOLID_WORKING_THEORY	66	7	7	HOT|MOIST|PREPARATION|BEGIN_STAGE	HOT|MOIST|PREPARATION|BEGIN_STAGE	feucht angesetzte heiße Zubereitung am Gradanfang	feucht angesetzte heiße Zubereitung am Gradanfang	MOIST	HOT|MATERIAL|PREPARATION|PROCESS|CLOSE|BEGIN_STAGE|MIDDLE_STAGE|END_STAGE	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0133	sheoly	sheol	1	1	1	sheol#GLOBAL	W3_SOLID_WORKING_THEORY	76	90	52	MOIST|MATERIAL	MOIST|MATERIAL	feuchtes Material	feuchtes Material	MOIST	HOT|MATERIAL|PREPARATION|PROCESS|CLOSE|BEGIN_STAGE|MIDDLE_STAGE|END_STAGE	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0134	sheoly	sheoldy	1	1	1	sheoldy#GLOBAL	W2_PROVISIONAL_WORKING	56	3	3	MOIST|MATERIAL|PROCESS|CLOSE|MIDDLE_STAGE|END_STAGE	MOIST|MATERIAL|PROCESS|CLOSE|MIDDLE_STAGE|END_STAGE	Drogenstoff bis zur Mittelstufe einweichen und fertigstellen	Drogenstoff bis zur Mittelstufe einweichen und fertigstellen	MOIST	HOT|MATERIAL|PREPARATION|PROCESS|CLOSE|BEGIN_STAGE|MIDDLE_STAGE|END_STAGE	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
G781-A0135	sheoly	sheoy	1	1	1	sheoy#GLOBAL	W2_PROVISIONAL_WORKING	56	3	3	MOIST|PREPARATION|BEGIN_STAGE	MOIST|PREPARATION|BEGIN_STAGE	feucht angesetzte Zubereitung am Gradanfang	feucht angesetzte Zubereitung am Gradanfang	MOIST	HOT|MATERIAL|PREPARATION|PROCESS|CLOSE|BEGIN_STAGE|MIDDLE_STAGE|END_STAGE	A3_DISTANCE1_MULTIWHOLE_CONSENSUS	COMPLETE_WHOLE_EDIT_ANALOGY_ONLY	0	0	0
