master_card_id	master_form	registered_surfaces	portable_value_de	syntactic_type	portable_scope	event_count	observed_slot	observed_role_combinations	terminal_events	finality_rule	forward_palette_slots	forward_alignment	writing_class	composition_class
MC156	cphy	cphy	Nachseihen	LEARNED_PROCESS_OR_PATH	LOCAL_LEARNED_WHOLE_CARD	1	G4	OPERATION	0	NOT_OBSERVED_AS_CLOSE	NOT_YET_USED	UNUSED_IN_FORWARD_PALETTE	LOCAL_LEARNED_SLOT_CANDIDATE	COMPOSED_FRAME_PLUS_MEMORIZED_BODY
MC157	cholor	cholor|olor	derselbe Ansatz	CARRIED_PREPARATION	ACTIVE_CROSS_RECORD	2	G1	PREPARATION	0	NOT_OBSERVED_AS_CLOSE	NOT_YET_USED	UNUSED_IN_FORWARD_PALETTE	NEW_PORTABLE_SLOT_CANDIDATE	FULLY_COMPOSED_FROM_OTHER_CARDS
MC158	cthoor	cthoor	Vorbereitung	LEARNED_OBJECT	LOCAL_LEARNED_WHOLE_CARD	1	G4	OPERATION	0	NOT_OBSERVED_AS_CLOSE	NOT_YET_USED	UNUSED_IN_FORWARD_PALETTE	LOCAL_LEARNED_SLOT_CANDIDATE	FULLY_COMPOSED_FROM_OTHER_CARDS
MC159	os	os	Aufnahmegefäß	LEARNED_OBJECT	LOCAL_LEARNED_WHOLE_CARD	1	G4	OPERATION	0	NOT_OBSERVED_AS_CLOSE	NOT_YET_USED	UNUSED_IN_FORWARD_PALETTE	LOCAL_LEARNED_SLOT_CANDIDATE	MEMORIZED_WHOLE_CARD
MC160	talam	talam	Verwahrort	LEARNED_TRANSFER_OR_ADDRESS	LOCAL_LEARNED_WHOLE_CARD	1	G1	PREPARATION	0	NOT_OBSERVED_AS_CLOSE	G1|G3	FORWARD_SLOT_EXTENSION	CURRENT_25_CARD_PALETTE	COMPOSED_FRAME_PLUS_MEMORIZED_BODY
MC161	checthy	checthy|cthy|shcthy	bereit	STATE	ACTIVE_CROSS_RECORD	7	G3	STATE_GRADE	0	NOT_OBSERVED_AS_CLOSE	NOT_YET_USED	UNUSED_IN_FORWARD_PALETTE	NEW_PORTABLE_SLOT_CANDIDATE	COMMON_CARD_NOT_IN_RARE_AUDIT
MC162	qolchey	qolchey	Weiterposten	LEARNED_ORDER_OR_LINK	LOCAL_LEARNED_WHOLE_CARD	1	G4	OPERATION	0	NOT_OBSERVED_AS_CLOSE	NOT_YET_USED	UNUSED_IN_FORWARD_PALETTE	LOCAL_LEARNED_SLOT_CANDIDATE	FULLY_COMPOSED_FROM_OTHER_CARDS
MC163	qotchol	qotchol	Weitergang	LEARNED_ORDER_OR_LINK	LOCAL_LEARNED_WHOLE_CARD	1	G4	OPERATION	0	NOT_OBSERVED_AS_CLOSE	NOT_YET_USED	UNUSED_IN_FORWARD_PALETTE	LOCAL_LEARNED_SLOT_CANDIDATE	FULLY_COMPOSED_FROM_OTHER_CARDS
MC164	qokylddy	qokylddy	Festsetzen; Schluss	LEARNED_APPLICATION_ACTION	LOCAL_LEARNED_WHOLE_CARD	1	G4	OWNER_ITEM+OPERATION+CLOSE	1	ALWAYS_FIELD_FINAL	NOT_YET_USED	UNUSED_IN_FORWARD_PALETTE	LOCAL_LEARNED_SLOT_CANDIDATE	COMPOSED_FRAME_PLUS_MEMORIZED_BODY
MC165	qockhey	qockhey	Kurzdurchgang	LEARNED_PROCESS_OR_PATH	LOCAL_LEARNED_WHOLE_CARD	1	G4	OPERATION	0	NOT_OBSERVED_AS_CLOSE	NOT_YET_USED	UNUSED_IN_FORWARD_PALETTE	LOCAL_LEARNED_SLOT_CANDIDATE	FULLY_COMPOSED_FROM_OTHER_CARDS
MC166	chkeey	chkeey	Langwärmen	LEARNED_PROCESS_OR_STATE	LOCAL_LEARNED_WHOLE_CARD	1	G4	OPERATION	0	NOT_OBSERVED_AS_CLOSE	NOT_YET_USED	UNUSED_IN_FORWARD_PALETTE	LOCAL_LEARNED_SLOT_CANDIDATE	FULLY_COMPOSED_FROM_OTHER_CARDS
MC167	lochedy	lochedy	Abführung; Schluss	LEARNED_TRANSFER_OR_ADDRESS	LOCAL_LEARNED_WHOLE_CARD	1	G4	OPERATION+FLOW_TRANSFER+CLOSE	1	ALWAYS_FIELD_FINAL	NOT_YET_USED	UNUSED_IN_FORWARD_PALETTE	LOCAL_LEARNED_SLOT_CANDIDATE	FULLY_COMPOSED_FROM_OTHER_CARDS
MC168	lcheckhy	lcheckhy	Abführpassage	LEARNED_PROCESS_OR_PATH	LOCAL_LEARNED_WHOLE_CARD	1	G4	OPERATION	0	NOT_OBSERVED_AS_CLOSE	NOT_YET_USED	UNUSED_IN_FORWARD_PALETTE	LOCAL_LEARNED_SLOT_CANDIDATE	FULLY_COMPOSED_FROM_OTHER_CARDS
MC169	cthaiin	cthaiin	Sollvorbereitung	LEARNED_PROCESS_OR_STATE	LOCAL_LEARNED_WHOLE_CARD	1	G4	OPERATION	0	NOT_OBSERVED_AS_CLOSE	NOT_YET_USED	UNUSED_IN_FORWARD_PALETTE	LOCAL_LEARNED_SLOT_CANDIDATE	FULLY_COMPOSED_FROM_OTHER_CARDS
MC170	ykaiin	ykaiin	Sollportion	LEARNED_QUANTITY_OR_STAGE	LOCAL_LEARNED_WHOLE_CARD	1	G2	OWNER_ITEM+QUANTITY	0	NOT_OBSERVED_AS_CLOSE	G2	EXACT_SLOT_MATCH	CURRENT_25_CARD_PALETTE	FULLY_COMPOSED_FROM_OTHER_CARDS
MC171	otchey	otchey	das nächste	ORDER_ANAPHOR	ACTIVE_CROSS_RECORD	2	G2	OWNER_ITEM	0	NOT_OBSERVED_AS_CLOSE	NOT_YET_USED	UNUSED_IN_FORWARD_PALETTE	NEW_PORTABLE_SLOT_CANDIDATE	FULLY_COMPOSED_FROM_OTHER_CARDS
MC172	daiiin	daiiin	Endstufe	LEARNED_QUANTITY_OR_STAGE	LOCAL_LEARNED_WHOLE_CARD	1	G3	QUANTITY+STATE_GRADE	0	NOT_OBSERVED_AS_CLOSE	NOT_YET_USED	UNUSED_IN_FORWARD_PALETTE	LOCAL_LEARNED_SLOT_CANDIDATE	FULLY_COMPOSED_FROM_OTHER_CARDS
MC173	qoteedy	qoteedy	lange Folgestufe; Schluss	TERMINAL_ORDERED_STATE	ACTIVE_BIO_CROSS_RECORD	2	G6	CLOSE	2	ALWAYS_FIELD_FINAL	NOT_YET_USED	UNUSED_IN_FORWARD_PALETTE	NEW_PORTABLE_SLOT_CANDIDATE	FULLY_COMPOSED_FROM_OTHER_CARDS
