occurrence_ordinal	surface	event_id	statement_id	card_ordinal_in_statement	physical_page	register	final_recipe	explicit_action_roots	incoming_action_root	incoming_action_source_event_id	incoming_action_distance_cards	explicit_argument_roots	incoming_argument_root	incoming_argument_source_event_id	incoming_argument_distance_cards	known_occurrence_requirement	known_clause_needs_active_action	known_clause_needs_active_argument	future_action_contract	future_argument_contract	resolved_action_root	resolved_argument_root	neutral_surface_phrase_de	known_contextual_clause_de	exact_recipe_roundtrip	guard
80	chctho	G515-E0353	G515-S041	3	f66r	SOURCE_SECTION_T	CH+CH+T+O	CH|CH|T	NONE	NONE	NONE	NONE	Y	G515-E0352	1	REQUIRES_ACTIVE_ARGUMENT	NO	YES	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	T	Y	Nehmen, erneut nehmen und einstellen; zur Ausführung.	Entnimm den laufenden Eintrag [wie zuvor], entnimm den laufenden Eintrag [wie zuvor] und lege den laufenden Eintrag [wie zuvor] fest; zur Ausführung.	CH+CH+T+O	KNOWN_OCCURRENCE_REQUIREMENT__FUTURE_CONTEXT_RULE_IS_WORKING_DEFAULT
81	rotaiin	G515-E0354	G515-S041	4	f66r	SOURCE_SECTION_T	R+OT+AIIN	R	NONE	NONE	NONE	AIIN	NONE	NONE	NONE	SELF_CONTAINED	NO	NO	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	R	AIIN	Den Wert markieren; danach.	Danach: kennzeichne den Kennwert.	R+OT+AIIN	KNOWN_OCCURRENCE_REQUIREMENT__FUTURE_CONTEXT_RULE_IS_WORKING_DEFAULT
82	sheodaiin	G515-E0357	G515-S041	7	f66r	SOURCE_SECTION_T	SH+E+O+D_ADDR+AIIN	SH	NONE	NONE	NONE	AIIN	NONE	NONE	NONE	SELF_CONTAINED	NO	NO	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	SH	AIIN	Den Wert halten; auf Grad I; zur Ausführung; hier.	Halte den Kennwert fest; auf Grad I und zur Ausführung; an der bezeichneten Stelle.	SH+E+O+D_ADDR+AIIN	KNOWN_OCCURRENCE_REQUIREMENT__FUTURE_CONTEXT_RULE_IS_WORKING_DEFAULT
83	tocpheey	G515-E0358	G515-S042	1	f66r	SOURCE_SECTION_T	T+O+CH+P+EE+Y	T|CH|P	NONE	NONE	NONE	Y	NONE	NONE	NONE	SELF_CONTAINED	NO	NO	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	P	Y	Den Posten einstellen, nehmen und einsetzen; zur Ausführung; auf Grad II.	Lege den laufenden Eintrag fest, entnimm den laufenden Eintrag und setze den laufenden Eintrag ein; zur Ausführung und auf Grad II.	T+O+CH+P+EE+Y	KNOWN_OCCURRENCE_REQUIREMENT__FUTURE_CONTEXT_RULE_IS_WORKING_DEFAULT
84	kchody	G515-E0360	G515-S042	3	f66r	SOURCE_SECTION_T	K+CH+O+D_ADDR+Y	K|CH	NONE	NONE	NONE	Y	NONE	NONE	NONE	SELF_CONTAINED	NO	NO	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	CH	Y	Den Posten geben und nehmen; zur Ausführung; hier.	Ordne den laufenden Eintrag zu und entnimm den laufenden Eintrag; zur Ausführung; an der bezeichneten Stelle.	K+CH+O+D_ADDR+Y	KNOWN_OCCURRENCE_REQUIREMENT__FUTURE_CONTEXT_RULE_IS_WORKING_DEFAULT
85	qopaiin	G515-E0363	G515-S042	6	f66r	SOURCE_SECTION_T	CARRIER_Q+O+P+AIIN	P	NONE	NONE	NONE	AIIN	NONE	NONE	NONE	SELF_CONTAINED	NO	NO	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	P	AIIN	Mit Beginnmarker; zur Ausführung; den Wert einsetzen.	Setze den Kennwert ein; mit Beginnmarker und zur Ausführung.	CARRIER_Q+O+P+AIIN	KNOWN_OCCURRENCE_REQUIREMENT__FUTURE_CONTEXT_RULE_IS_WORKING_DEFAULT
86	dairykodas	G515-E0364	G515-S042	7	f66r	SOURCE_SECTION_T	D_ADDR+AIR+Y+K+O+DA+S	K|S	NONE	NONE	NONE	Y	NONE	NONE	NONE	SELF_CONTAINED	NO	NO	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	S	Y	Hier; entlang der Bahn; den Posten geben und wählen; zur Ausführung; auf der zweiten Stufe.	Ordne den laufenden Eintrag zu und wähle den laufenden Eintrag; entlang der Lesebahn; zur Ausführung und auf der zweiten Stufe; an der bezeichneten Stelle.	D_ADDR+AIR+Y+K+O+DA+S	KNOWN_OCCURRENCE_REQUIREMENT__FUTURE_CONTEXT_RULE_IS_WORKING_DEFAULT
87	dsholdaiir	G515-E0366	G515-S042	9	f66r	SOURCE_SECTION_T	D_ADDR+SH+OL+DA+IIN+R	SH|R	NONE	NONE	NONE	NONE	Y	G515-E0365	1	REQUIRES_ACTIVE_ARGUMENT	NO	YES	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	R	Y	Hier; halten und markieren; fortsetzen; auf der zweiten Stufe; auf der bezeichneten Stufe.	Halte den laufenden Eintrag [wie zuvor] fest und kennzeichne den laufenden Eintrag [wie zuvor]; auf der zweiten Stufe und auf der bezeichneten Stufe; an der bezeichneten Stelle; führe fort.	D_ADDR+SH+OL+DA+IIN+R	KNOWN_OCCURRENCE_REQUIREMENT__FUTURE_CONTEXT_RULE_IS_WORKING_DEFAULT
88	dalky	G515-E0367	G515-S042	10	f66r	SOURCE_SECTION_T	AL+K+Y	K	NONE	NONE	NONE	Y	NONE	NONE	NONE	SELF_CONTAINED	NO	NO	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	K	Y	Am Zielort; den Posten geben.	Ordne den laufenden Eintrag zu; zur Zielspalte.	AL+K+Y	KNOWN_OCCURRENCE_REQUIREMENT__FUTURE_CONTEXT_RULE_IS_WORKING_DEFAULT
89	shekair	G515-E0370	G515-S042	13	f66r	SOURCE_SECTION_T	SH+E+K+AIR	SH|K	NONE	NONE	NONE	NONE	Y	G515-E0369	1	REQUIRES_ACTIVE_ARGUMENT	NO	YES	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	K	Y	Halten und geben; auf Grad I; entlang der Bahn.	Halte den laufenden Eintrag [wie zuvor] fest und ordne den laufenden Eintrag [wie zuvor] zu; entlang der Lesebahn; auf Grad I.	SH+E+K+AIR	KNOWN_OCCURRENCE_REQUIREMENT__FUTURE_CONTEXT_RULE_IS_WORKING_DEFAULT
90	dalalshedy	G515-E0379	G515-S042	22	f66r	SOURCE_SECTION_T	AL+AL+SH+E+DY	SH	NONE	NONE	NONE	NONE	Y	G515-E0378	1	REQUIRES_ACTIVE_ARGUMENT	NO	YES	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	SH	Y	Am Zielort; erneut am Zielort; halten; auf Grad I; abschließen.	Halte den laufenden Eintrag [wie zuvor] fest; zur Zielspalte [außen] und zur Zielspalte [innen]; auf Grad I; schließe den Schritt.	AL+AL+SH+E+DY	KNOWN_OCCURRENCE_REQUIREMENT__FUTURE_CONTEXT_RULE_IS_WORKING_DEFAULT
91	cheta	G515-E0380	G515-S043	1	f66r	SOURCE_SECTION_T	CH+E+T+A_ADDR	CH|T	NONE	NONE	NONE	NONE	NONE	NONE	NONE	SELF_CONTAINED	NO	NO	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	T	NONE	Nehmen und einstellen; auf Grad I; hier.	Entnimm und lege fest; auf Grad I; an der bezeichneten Stelle.	CH+E+T+A_ADDR	KNOWN_OCCURRENCE_REQUIREMENT__FUTURE_CONTEXT_RULE_IS_WORKING_DEFAULT
92	sheod	G515-E0382	G515-S043	3	f66r	SOURCE_SECTION_T	SH+E+O+D_ADDR	SH	NONE	NONE	NONE	NONE	NONE	NONE	NONE	SELF_CONTAINED	NO	NO	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	SH	NONE	Halten; auf Grad I; zur Ausführung; hier.	Halte fest; auf Grad I und zur Ausführung; an der bezeichneten Stelle.	SH+E+O+D_ADDR	KNOWN_OCCURRENCE_REQUIREMENT__FUTURE_CONTEXT_RULE_IS_WORKING_DEFAULT
93	shokaiir	G515-E0383	G515-S043	4	f66r	SOURCE_SECTION_T	SH+OK+IIN+R	SH|OK|R	NONE	NONE	NONE	NONE	NONE	NONE	NONE	SELF_CONTAINED	NO	NO	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	R	NONE	Halten, setzen und markieren; auf der bezeichneten Stufe.	Halte fest, trage ein und kennzeichne; auf der bezeichneten Stufe.	SH+OK+IIN+R	KNOWN_OCCURRENCE_REQUIREMENT__FUTURE_CONTEXT_RULE_IS_WORKING_DEFAULT
94	dard	G515-E0385	G515-S043	6	f66r	SOURCE_SECTION_T	D_ADDR+AR+D_ADDR	NONE	R	G515-E0383	2	NONE	Y	G515-E0384	1	REQUIRES_ACTIVE_ACTION_AND_ARGUMENT	YES	YES	USE_SAME_STATEMENT_ACTIVE_ACTION__ELSE_RENDER_NONVERBAL_FRAGMENT	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	R	Y	Hier; vom Ausgang; erneut hier.	Im laufenden Satz kennzeichne den laufenden Eintrag [wie zuvor]; von der Ausgangszeile; an der bezeichneten Stelle [außen] und an der bezeichneten Stelle [innen].	D_ADDR+AR+D_ADDR	KNOWN_OCCURRENCE_REQUIREMENT__FUTURE_CONTEXT_RULE_IS_WORKING_DEFAULT
95	chedaiir	G515-E0392	G515-S043	13	f66r	SOURCE_SECTION_T	CHD+IIN+R	CHD|R	NONE	NONE	NONE	NONE	Y	G515-E0391	1	REQUIRES_ACTIVE_ARGUMENT	NO	YES	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	R	Y	Bearbeiten und markieren; auf der bezeichneten Stufe.	Bearbeite den laufenden Eintrag [wie zuvor] und kennzeichne den laufenden Eintrag [wie zuvor]; auf der bezeichneten Stufe.	CHD+IIN+R	KNOWN_OCCURRENCE_REQUIREMENT__FUTURE_CONTEXT_RULE_IS_WORKING_DEFAULT
96	kardy	G515-E0394	G515-S043	15	f66r	SOURCE_SECTION_T	K+AR+DY	K	NONE	NONE	NONE	NONE	Y	G515-E0391	3	REQUIRES_ACTIVE_ARGUMENT	NO	YES	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	K	Y	Geben; vom Ausgang; abschließen.	Ordne den laufenden Eintrag [wie zuvor] zu; von der Ausgangszeile; schließe den Schritt.	K+AR+DY	KNOWN_OCCURRENCE_REQUIREMENT__FUTURE_CONTEXT_RULE_IS_WORKING_DEFAULT
97	qokchey	G515-E0395	G515-S044	1	f66r	SOURCE_SECTION_T	OK+CH+E+Y	OK|CH	NONE	NONE	NONE	Y	NONE	NONE	NONE	SELF_CONTAINED	NO	NO	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	CH	Y	Den Posten setzen und nehmen; auf Grad I.	Trage den laufenden Eintrag ein und entnimm den laufenden Eintrag; auf Grad I.	OK+CH+E+Y	KNOWN_OCCURRENCE_REQUIREMENT__FUTURE_CONTEXT_RULE_IS_WORKING_DEFAULT
98	qokaiir	G515-E0396	G515-S044	2	f66r	SOURCE_SECTION_T	OK+IIN+R	OK|R	NONE	NONE	NONE	NONE	Y	G515-E0395	1	REQUIRES_ACTIVE_ARGUMENT	NO	YES	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	R	Y	Setzen und markieren; auf der bezeichneten Stufe.	Trage den laufenden Eintrag [wie zuvor] ein und kennzeichne den laufenden Eintrag [wie zuvor]; auf der bezeichneten Stufe.	OK+IIN+R	KNOWN_OCCURRENCE_REQUIREMENT__FUTURE_CONTEXT_RULE_IS_WORKING_DEFAULT
99	axor	G515-E0410	G515-S046	5	f66r	SOURCE_SECTION_T	A_ADDR+LOCAL_X+OR	NONE	K	G515-E0409	1	OR	NONE	NONE	NONE	REQUIRES_ACTIVE_ACTION	YES	NO	USE_SAME_STATEMENT_ACTIVE_ACTION__ELSE_RENDER_NONVERBAL_FRAGMENT	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	K	OR	Hier; mit lokalem X-Zeichen-/Namenskern; Einheit.	Im laufenden Satz ordne die Eintragseinheit zu; an der bezeichneten Stelle und mit dem lokalen X-Zeichen-/Namenskern.	A_ADDR+LOCAL_X+OR	KNOWN_OCCURRENCE_REQUIREMENT__FUTURE_CONTEXT_RULE_IS_WORKING_DEFAULT
100	akar	G515-E0411	G515-S046	6	f66r	SOURCE_SECTION_T	A_ADDR+K+AR	K	NONE	NONE	NONE	NONE	OR	G515-E0410	1	REQUIRES_ACTIVE_ARGUMENT	NO	YES	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	K	OR	Hier; geben; vom Ausgang.	Ordne die Eintragseinheit [wie zuvor] zu; von der Ausgangszeile; an der bezeichneten Stelle.	A_ADDR+K+AR	KNOWN_OCCURRENCE_REQUIREMENT__FUTURE_CONTEXT_RULE_IS_WORKING_DEFAULT
101	pchof	G515-E0414	G515-S047	1	f66r	SOURCE_SECTION_T	P+CH+O+LOCAL_CHAR_F	P|CH	NONE	NONE	NONE	NONE	NONE	NONE	NONE	SELF_CONTAINED	NO	NO	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	CH	NONE	Einsetzen und nehmen; zur Ausführung; hier.	Setze ein und entnimm; zur Ausführung; an der bezeichneten Stelle.	P+CH+O+LOCAL_CHAR_F	KNOWN_OCCURRENCE_REQUIREMENT__FUTURE_CONTEXT_RULE_IS_WORKING_DEFAULT
102	sholfordaiin	G515-E0415	G515-S047	2	f66r	SOURCE_SECTION_T	SH+OL+LOCAL_CHAR_F+OR+D_ADDR+AIIN	SH	NONE	NONE	NONE	OR|AIIN	NONE	NONE	NONE	SELF_CONTAINED	NO	NO	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	SH	AIIN	Die Einheit und den Wert halten; fortsetzen; hier; hier.	Halte die Eintragseinheit und den Kennwert fest; an der bezeichneten Stelle und an der bezeichneten Stelle; führe fort.	SH+OL+LOCAL_CHAR_F+OR+D_ADDR+AIIN	KNOWN_OCCURRENCE_REQUIREMENT__FUTURE_CONTEXT_RULE_IS_WORKING_DEFAULT
103	otalor	G515-E0417	G515-S047	4	f66r	SOURCE_SECTION_T	OT+AL+OR	NONE	SH	G515-E0415	2	OR	NONE	NONE	NONE	REQUIRES_ACTIVE_ACTION	YES	NO	USE_SAME_STATEMENT_ACTIVE_ACTION__ELSE_RENDER_NONVERBAL_FRAGMENT	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	SH	OR	Danach; am Zielort; Einheit.	Danach: im laufenden Satz halte die Eintragseinheit fest; zur Zielspalte.	OT+AL+OR	KNOWN_OCCURRENCE_REQUIREMENT__FUTURE_CONTEXT_RULE_IS_WORKING_DEFAULT
104	fchedyr	G515-E0418	G515-S047	5	f66r	SOURCE_SECTION_T	LOCAL_CHAR_F+CHD+Y+R	CHD|R	NONE	NONE	NONE	Y	NONE	NONE	NONE	SELF_CONTAINED	NO	NO	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	R	Y	Hier; den Posten bearbeiten und markieren.	Bearbeite den laufenden Eintrag und kennzeichne den laufenden Eintrag; an der bezeichneten Stelle.	LOCAL_CHAR_F+CHD+Y+R	KNOWN_OCCURRENCE_REQUIREMENT__FUTURE_CONTEXT_RULE_IS_WORKING_DEFAULT
105	ofaram	G515-E0422	G515-S047	9	f66r	SOURCE_SECTION_T	O+LOCAL_CHAR_F+AR+AM_ADDR	NONE	CHD	G515-E0419	3	NONE	Y	G515-E0419	3	REQUIRES_ACTIVE_ACTION_AND_ARGUMENT	YES	YES	USE_SAME_STATEMENT_ACTIVE_ACTION__ELSE_RENDER_NONVERBAL_FRAGMENT	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	CHD	Y	Zur Ausführung; hier; vom Ausgang; hier.	Im laufenden Satz bearbeite den laufenden Eintrag [wie zuvor]; von der Ausgangszeile; zur Ausführung; an der bezeichneten Stelle und an der bezeichneten Stelle.	O+LOCAL_CHAR_F+AR+AM_ADDR	KNOWN_OCCURRENCE_REQUIREMENT__FUTURE_CONTEXT_RULE_IS_WORKING_DEFAULT
106	dalcheeeky	G515-E0423	G515-S047	10	f66r	SOURCE_SECTION_T	AL+CH+K+EEE+Y	CH|K	NONE	NONE	NONE	Y	NONE	NONE	NONE	SELF_CONTAINED	NO	NO	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	K	Y	Am Zielort; den Posten nehmen und geben; auf Grad III.	Entnimm den laufenden Eintrag und ordne den laufenden Eintrag zu; zur Zielspalte; auf Grad III.	AL+CH+K+EEE+Y	KNOWN_OCCURRENCE_REQUIREMENT__FUTURE_CONTEXT_RULE_IS_WORKING_DEFAULT
107	dairody	G515-E0425	G515-S047	12	f66r	SOURCE_SECTION_T	D_ADDR+AIR+O+DY	NONE	SH	G515-E0424	1	NONE	Y	G515-E0423	2	REQUIRES_ACTIVE_ACTION_AND_ARGUMENT	YES	YES	USE_SAME_STATEMENT_ACTIVE_ACTION__ELSE_RENDER_NONVERBAL_FRAGMENT	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	SH	Y	Hier; entlang der Bahn; zur Ausführung; abschließen.	Im laufenden Satz halte den laufenden Eintrag [wie zuvor] fest; entlang der Lesebahn; zur Ausführung; an der bezeichneten Stelle; schließe den Schritt.	D_ADDR+AIR+O+DY	KNOWN_OCCURRENCE_REQUIREMENT__FUTURE_CONTEXT_RULE_IS_WORKING_DEFAULT
108	chekchy	G515-E0426	G515-S048	1	f66r	SOURCE_SECTION_T	CH+K+Y	CH|K	NONE	NONE	NONE	Y	NONE	NONE	NONE	SELF_CONTAINED	NO	NO	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	K	Y	Den Posten nehmen und geben.	Entnimm den laufenden Eintrag und ordne den laufenden Eintrag zu.	CH+K+Y	KNOWN_OCCURRENCE_REQUIREMENT__FUTURE_CONTEXT_RULE_IS_WORKING_DEFAULT
109	ykesho	G515-E0428	G515-S048	3	f66r	SOURCE_SECTION_T	Y+K+E+SH+O	K|SH	NONE	NONE	NONE	Y	NONE	NONE	NONE	SELF_CONTAINED	NO	NO	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	SH	Y	Den Posten geben und halten; auf Grad I; zur Ausführung.	Ordne den laufenden Eintrag zu und halte den laufenden Eintrag fest; auf Grad I und zur Ausführung.	Y+K+E+SH+O	KNOWN_OCCURRENCE_REQUIREMENT__FUTURE_CONTEXT_RULE_IS_WORKING_DEFAULT
110	kcheody	G515-E0437	G515-S050	1	f66r	SOURCE_SECTION_T	K+CH+E+O+D_ADDR+Y	K|CH	NONE	NONE	NONE	Y	NONE	NONE	NONE	SELF_CONTAINED	NO	NO	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	CH	Y	Den Posten geben und nehmen; auf Grad I; zur Ausführung; hier.	Ordne den laufenden Eintrag zu und entnimm den laufenden Eintrag; auf Grad I und zur Ausführung; an der bezeichneten Stelle.	K+CH+E+O+D_ADDR+Y	KNOWN_OCCURRENCE_REQUIREMENT__FUTURE_CONTEXT_RULE_IS_WORKING_DEFAULT
111	chxar	G515-E0438	G515-S050	2	f66r	SOURCE_SECTION_T	CH+LOCAL_X+AR	CH	NONE	NONE	NONE	NONE	Y	G515-E0437	1	REQUIRES_ACTIVE_ARGUMENT	NO	YES	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	CH	Y	Nehmen; mit lokalem X-Zeichen-/Namenskern; vom Ausgang.	Entnimm den laufenden Eintrag [wie zuvor]; von der Ausgangszeile; mit dem lokalen X-Zeichen-/Namenskern.	CH+LOCAL_X+AR	KNOWN_OCCURRENCE_REQUIREMENT__FUTURE_CONTEXT_RULE_IS_WORKING_DEFAULT
112	fchdar	G515-E0440	G515-S050	4	f66r	SOURCE_SECTION_T	LOCAL_CHAR_F+CHD+AR	CHD	NONE	NONE	NONE	NONE	Y	G515-E0439	1	REQUIRES_ACTIVE_ARGUMENT	NO	YES	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	CHD	Y	Hier; bearbeiten; vom Ausgang.	Bearbeite den laufenden Eintrag [wie zuvor]; von der Ausgangszeile; an der bezeichneten Stelle.	LOCAL_CHAR_F+CHD+AR	KNOWN_OCCURRENCE_REQUIREMENT__FUTURE_CONTEXT_RULE_IS_WORKING_DEFAULT
113	shckheody	G515-E0445	G515-S050	9	f66r	SOURCE_SECTION_T	SH+CH+K+E+O+DY	SH|CH|K	NONE	NONE	NONE	NONE	OR	G515-E0444	1	REQUIRES_ACTIVE_ARGUMENT	NO	YES	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	K	OR	Halten, nehmen und geben; auf Grad I; zur Ausführung; abschließen.	Halte die Eintragseinheit [wie zuvor] fest, entnimm die Eintragseinheit [wie zuvor] und ordne die Eintragseinheit [wie zuvor] zu; auf Grad I und zur Ausführung; schließe den Schritt.	SH+CH+K+E+O+DY	KNOWN_OCCURRENCE_REQUIREMENT__FUTURE_CONTEXT_RULE_IS_WORKING_DEFAULT
114	psheody	G515-E0451	G515-S053	1	f66r	SOURCE_SECTION_T	P+SH+E+O+D_ADDR+Y	P|SH	NONE	NONE	NONE	Y	NONE	NONE	NONE	SELF_CONTAINED	NO	NO	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	SH	Y	Den Posten einsetzen und halten; auf Grad I; zur Ausführung; hier.	Setze den laufenden Eintrag ein und halte den laufenden Eintrag fest; auf Grad I und zur Ausführung; an der bezeichneten Stelle.	P+SH+E+O+D_ADDR+Y	KNOWN_OCCURRENCE_REQUIREMENT__FUTURE_CONTEXT_RULE_IS_WORKING_DEFAULT
115	shofol	G515-E0453	G515-S053	3	f66r	SOURCE_SECTION_T	SH+O+LOCAL_CHAR_F+OL	SH	NONE	NONE	NONE	NONE	Y	G515-E0451	2	REQUIRES_ACTIVE_ARGUMENT	NO	YES	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	SH	Y	Halten; zur Ausführung; hier; fortsetzen.	Halte den laufenden Eintrag [wie zuvor] fest; zur Ausführung; an der bezeichneten Stelle; führe fort.	SH+O+LOCAL_CHAR_F+OL	KNOWN_OCCURRENCE_REQUIREMENT__FUTURE_CONTEXT_RULE_IS_WORKING_DEFAULT
116	ytarody	G515-E0456	G515-S053	6	f66r	SOURCE_SECTION_T	Y+T+AR+O+DY	T	NONE	NONE	NONE	Y	NONE	NONE	NONE	SELF_CONTAINED	NO	NO	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	T	Y	Den Posten einstellen; vom Ausgang; zur Ausführung; abschließen.	Lege den laufenden Eintrag fest; von der Ausgangszeile; zur Ausführung; schließe den Schritt.	Y+T+AR+O+DY	KNOWN_OCCURRENCE_REQUIREMENT__FUTURE_CONTEXT_RULE_IS_WORKING_DEFAULT
