surface_ordinal	surface	final_recipe	event_count	physical_pages	event_ids	observed_requirement_modes	observed_mode_count	self_contained_occurrence_count	active_action_occurrence_count	active_argument_occurrence_count	both_active_occurrence_count	surface_evidence_class	visible_action_roots	visible_argument_roots	observed_incoming_action_roots	observed_incoming_argument_roots	max_action_source_distance_cards	max_argument_source_distance_cards	future_action_contract	future_argument_contract	minimum_future_state_for_verbal_clause	new_page_intake_de	neutral_surface_phrase_de	known_contextual_readings_de	guard
70	lpchees	L+P+CH+EE+S	1	f66r	G515-E0534	REQUIRES_ACTIVE_ARGUMENT	1	0	0	1	0	SINGLETON_ONE_OBSERVED_MODE	P|CH|S	NONE	NONE	Y	NONE	1	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	NONE	Sichtbare Handlung lesen; laufendes Satzargument übernehmen, falls eines vorhanden ist, sonst objektlos lesen.	Über die Verbindung; einsetzen, nehmen und wählen; auf Grad II.	Setze den laufenden Eintrag [wie zuvor] ein, entnimm den laufenden Eintrag [wie zuvor] und wähle den laufenden Eintrag [wie zuvor]; über die Eintragsverbindung; auf Grad II.	SURFACE_CONTRACT_IS_PREDICTIVE_DEFAULT__OBSERVED_MODES_ARE_NOT_UNIVERSAL
71	lsheody	L+SH+E+O+D_ADDR+Y	1	f66r	G515-E0527	SELF_CONTAINED	1	1	0	0	0	SINGLETON_ONE_OBSERVED_MODE	SH	Y	NONE	NONE	NONE	NONE	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Sichtbare Handlung und sichtbares Argument lesen.	Über die Verbindung; den Posten halten; auf Grad I; zur Ausführung; hier.	Halte den laufenden Eintrag fest; über die Eintragsverbindung; auf Grad I und zur Ausführung; an der bezeichneten Stelle.	SURFACE_CONTRACT_IS_PREDICTIVE_DEFAULT__OBSERVED_MODES_ARE_NOT_UNIVERSAL
72	ltsholy	L+T+SH+OL+Y	1	f66r	G515-E0539	SELF_CONTAINED	1	1	0	0	0	SINGLETON_ONE_OBSERVED_MODE	T|SH	Y	NONE	NONE	NONE	NONE	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Sichtbare Handlung und sichtbares Argument lesen.	Über die Verbindung; den Posten einstellen und halten; fortsetzen.	Lege den laufenden Eintrag fest und halte den laufenden Eintrag fest; über die Eintragsverbindung; führe fort.	SURFACE_CONTRACT_IS_PREDICTIVE_DEFAULT__OBSERVED_MODES_ARE_NOT_UNIVERSAL
73	ofaram	O+LOCAL_CHAR_F+AR+AM_ADDR	1	f66r	G515-E0422	REQUIRES_ACTIVE_ACTION_AND_ARGUMENT	1	0	0	0	1	SINGLETON_ONE_OBSERVED_MODE	NONE	NONE	CHD	Y	3	3	USE_SAME_STATEMENT_ACTIVE_ACTION__ELSE_RENDER_NONVERBAL_FRAGMENT	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	ACTIVE_ACTION	Laufende Satzhandlung einsetzen und ein laufendes Satzargument übernehmen, falls eines vorhanden ist; ohne Handlung nur als Fragment.	Zur Ausführung; hier; vom Ausgang; hier.	Im laufenden Satz bearbeite den laufenden Eintrag [wie zuvor]; von der Ausgangszeile; zur Ausführung; an der bezeichneten Stelle und an der bezeichneten Stelle.	SURFACE_CONTRACT_IS_PREDICTIVE_DEFAULT__OBSERVED_MODES_ARE_NOT_UNIVERSAL
74	okalchedy	OK+AL+CHD+Y	1	f66r	G515-E0574	SELF_CONTAINED	1	1	0	0	0	SINGLETON_ONE_OBSERVED_MODE	OK|CHD	Y	NONE	NONE	NONE	NONE	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Sichtbare Handlung und sichtbares Argument lesen.	Den Posten setzen und bearbeiten; am Zielort.	Trage den laufenden Eintrag ein und bearbeite den laufenden Eintrag; zur Zielspalte.	SURFACE_CONTRACT_IS_PREDICTIVE_DEFAULT__OBSERVED_MODES_ARE_NOT_UNIVERSAL
75	okedals	OK+AL+S	1	f66r	G515-E0308	REQUIRES_ACTIVE_ARGUMENT	1	0	0	1	0	SINGLETON_ONE_OBSERVED_MODE	OK|S	NONE	NONE	Y	NONE	2	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	NONE	Sichtbare Handlung lesen; laufendes Satzargument übernehmen, falls eines vorhanden ist, sonst objektlos lesen.	Setzen und wählen; am Zielort.	Trage den laufenden Eintrag [wie zuvor] ein und wähle den laufenden Eintrag [wie zuvor]; zur Zielspalte.	SURFACE_CONTRACT_IS_PREDICTIVE_DEFAULT__OBSERVED_MODES_ARE_NOT_UNIVERSAL
76	okedam	OK+E+D_ADDR+AM_ADDR	1	f31r	G515-E0251	REQUIRES_ACTIVE_ARGUMENT	1	0	0	1	0	SINGLETON_ONE_OBSERVED_MODE	OK	NONE	NONE	Y	NONE	1	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	NONE	Sichtbare Handlung lesen; laufendes Satzargument übernehmen, falls eines vorhanden ist, sonst objektlos lesen.	Setzen; auf Grad I; hier; hier.	Setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; auf Grad I; an der bezeichneten Stelle und an der bezeichneten Stelle.	SURFACE_CONTRACT_IS_PREDICTIVE_DEFAULT__OBSERVED_MODES_ARE_NOT_UNIVERSAL
77	okoy	OK+O+Y	1	f20v	G515-E0067	SELF_CONTAINED	1	1	0	0	0	SINGLETON_ONE_OBSERVED_MODE	OK	Y	NONE	NONE	NONE	NONE	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Sichtbare Handlung und sichtbares Argument lesen.	Den Posten setzen; zur Ausführung.	Setze den Pflanzenposten im Arbeitsgang an; zur Ausführung.	SURFACE_CONTRACT_IS_PREDICTIVE_DEFAULT__OBSERVED_MODES_ARE_NOT_UNIVERSAL
78	olsheor	OL+SH+E+OR	1	f31r	G515-E0238	SELF_CONTAINED	1	1	0	0	0	SINGLETON_ONE_OBSERVED_MODE	SH	OR	NONE	NONE	NONE	NONE	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Sichtbare Handlung und sichtbares Argument lesen.	Fortsetzen; die Einheit halten; auf Grad I.	Halte die Arbeitseinheit; auf Grad I; führe fort.	SURFACE_CONTRACT_IS_PREDICTIVE_DEFAULT__OBSERVED_MODES_ARE_NOT_UNIVERSAL
79	otalor	OT+AL+OR	1	f66r	G515-E0417	REQUIRES_ACTIVE_ACTION	1	0	1	0	0	SINGLETON_ONE_OBSERVED_MODE	NONE	OR	SH	NONE	2	NONE	USE_SAME_STATEMENT_ACTIVE_ACTION__ELSE_RENDER_NONVERBAL_FRAGMENT	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	ACTIVE_ACTION	Laufende Satzhandlung einsetzen; sichtbares Argument lesen; ohne laufende Handlung nur als Fragment ausgeben.	Danach; am Zielort; Einheit.	Danach: im laufenden Satz halte die Eintragseinheit fest; zur Zielspalte.	SURFACE_CONTRACT_IS_PREDICTIVE_DEFAULT__OBSERVED_MODES_ARE_NOT_UNIVERSAL
80	oteochey	OT+E+O+CH+E+Y	1	f66r	G515-E0525	SELF_CONTAINED	1	1	0	0	0	SINGLETON_ONE_OBSERVED_MODE	CH	Y	NONE	NONE	NONE	NONE	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Sichtbare Handlung und sichtbares Argument lesen.	Danach; auf Grad I; zur Ausführung; den Posten nehmen; erneut auf Grad I.	Danach: entnimm den laufenden Eintrag; auf Grad I [außen], zur Ausführung und auf Grad I [innen].	SURFACE_CONTRACT_IS_PREDICTIVE_DEFAULT__OBSERVED_MODES_ARE_NOT_UNIVERSAL
81	pchof	P+CH+O+LOCAL_CHAR_F	1	f66r	G515-E0414	SELF_CONTAINED	1	1	0	0	0	SINGLETON_ONE_OBSERVED_MODE	P|CH	NONE	NONE	NONE	NONE	NONE	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	NONE	Sichtbare Handlung lesen; laufendes Satzargument übernehmen, falls eines vorhanden ist, sonst objektlos lesen.	Einsetzen und nehmen; zur Ausführung; hier.	Setze ein und entnimm; zur Ausführung; an der bezeichneten Stelle.	SURFACE_CONTRACT_IS_PREDICTIVE_DEFAULT__OBSERVED_MODES_ARE_NOT_UNIVERSAL
82	pdaiin	P+AIIN	1	f66r	G515-E0300	SELF_CONTAINED	1	1	0	0	0	SINGLETON_ONE_OBSERVED_MODE	P	AIIN	NONE	NONE	NONE	NONE	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Sichtbare Handlung und sichtbares Argument lesen.	Den Wert einsetzen.	Setze den Kennwert ein.	SURFACE_CONTRACT_IS_PREDICTIVE_DEFAULT__OBSERVED_MODES_ARE_NOT_UNIVERSAL
83	pofochey	P+O+LOCAL_CHAR_F+O+CH+E+Y	1	f20v	G515-E0069	SELF_CONTAINED	1	1	0	0	0	SINGLETON_ONE_OBSERVED_MODE	P|CH	Y	NONE	NONE	NONE	NONE	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Sichtbare Handlung und sichtbares Argument lesen.	Den Posten einsetzen und nehmen; zur Ausführung; hier; erneut zur Ausführung; auf Grad I.	Setze den Pflanzenposten ein und nimm den Pflanzenposten; zur Ausführung [außen], zur Ausführung [innen] und auf Grad I; an der bezeichneten Stelle.	SURFACE_CONTRACT_IS_PREDICTIVE_DEFAULT__OBSERVED_MODES_ARE_NOT_UNIVERSAL
84	psheody	P+SH+E+O+D_ADDR+Y	1	f66r	G515-E0451	SELF_CONTAINED	1	1	0	0	0	SINGLETON_ONE_OBSERVED_MODE	P|SH	Y	NONE	NONE	NONE	NONE	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Sichtbare Handlung und sichtbares Argument lesen.	Den Posten einsetzen und halten; auf Grad I; zur Ausführung; hier.	Setze den laufenden Eintrag ein und halte den laufenden Eintrag fest; auf Grad I und zur Ausführung; an der bezeichneten Stelle.	SURFACE_CONTRACT_IS_PREDICTIVE_DEFAULT__OBSERVED_MODES_ARE_NOT_UNIVERSAL
85	pydaiin	P+Y+D_ADDR+AIIN	1	f4r	G515-E0032	SELF_CONTAINED	1	1	0	0	0	SINGLETON_ONE_OBSERVED_MODE	P	Y|AIIN	NONE	NONE	NONE	NONE	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Sichtbare Handlung und sichtbares Argument lesen.	Den Posten und den Wert einsetzen; hier.	Setze den Pflanzenposten und den Arbeitswert ein; an der bezeichneten Stelle.	SURFACE_CONTRACT_IS_PREDICTIVE_DEFAULT__OBSERVED_MODES_ARE_NOT_UNIVERSAL
86	qef	E+LOCAL_CHAR_F	1	f31r	G515-E0165	REQUIRES_ACTIVE_ACTION_AND_ARGUMENT	1	0	0	0	1	SINGLETON_ONE_OBSERVED_MODE	NONE	NONE	K	Y	1	1	USE_SAME_STATEMENT_ACTIVE_ACTION__ELSE_RENDER_NONVERBAL_FRAGMENT	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	ACTIVE_ACTION	Laufende Satzhandlung einsetzen und ein laufendes Satzargument übernehmen, falls eines vorhanden ist; ohne Handlung nur als Fragment.	Auf Grad I; hier.	Im laufenden Satz gib den Pflanzenposten [wie zuvor] zu; auf Grad I; an der bezeichneten Stelle.	SURFACE_CONTRACT_IS_PREDICTIVE_DEFAULT__OBSERVED_MODES_ARE_NOT_UNIVERSAL
87	qocthedy	CARRIER_Q+O+CH+T+E+Y	1	f66r	G515-E0545	SELF_CONTAINED	1	1	0	0	0	SINGLETON_ONE_OBSERVED_MODE	CH|T	Y	NONE	NONE	NONE	NONE	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Sichtbare Handlung und sichtbares Argument lesen.	Mit Beginnmarker; zur Ausführung; den Posten nehmen und einstellen; auf Grad I.	Entnimm den laufenden Eintrag und lege den laufenden Eintrag fest; mit Beginnmarker, zur Ausführung und auf Grad I.	SURFACE_CONTRACT_IS_PREDICTIVE_DEFAULT__OBSERVED_MODES_ARE_NOT_UNIVERSAL
88	qoekedy	CARRIER_Q+O+E+K+E+DY	1	f31r	G515-E0239	REQUIRES_ACTIVE_ARGUMENT	1	0	0	1	0	SINGLETON_ONE_OBSERVED_MODE	K	NONE	NONE	OR	NONE	1	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	NONE	Sichtbare Handlung lesen; laufendes Satzargument übernehmen, falls eines vorhanden ist, sonst objektlos lesen.	Mit Beginnmarker; zur Ausführung; auf Grad I; geben; erneut auf Grad I; abschließen.	Gib die Arbeitseinheit [wie zuvor] zu; mit Beginnmarker, zur Ausführung, auf Grad I [außen] und auf Grad I [innen]; schließe den Schritt.	SURFACE_CONTRACT_IS_PREDICTIVE_DEFAULT__OBSERVED_MODES_ARE_NOT_UNIVERSAL
89	qokaiir	OK+IIN+R	1	f66r	G515-E0396	REQUIRES_ACTIVE_ARGUMENT	1	0	0	1	0	SINGLETON_ONE_OBSERVED_MODE	OK|R	NONE	NONE	Y	NONE	1	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	NONE	Sichtbare Handlung lesen; laufendes Satzargument übernehmen, falls eines vorhanden ist, sonst objektlos lesen.	Setzen und markieren; auf der bezeichneten Stufe.	Trage den laufenden Eintrag [wie zuvor] ein und kennzeichne den laufenden Eintrag [wie zuvor]; auf der bezeichneten Stufe.	SURFACE_CONTRACT_IS_PREDICTIVE_DEFAULT__OBSERVED_MODES_ARE_NOT_UNIVERSAL
90	qokchey	OK+CH+E+Y	1	f66r	G515-E0395	SELF_CONTAINED	1	1	0	0	0	SINGLETON_ONE_OBSERVED_MODE	OK|CH	Y	NONE	NONE	NONE	NONE	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Sichtbare Handlung und sichtbares Argument lesen.	Den Posten setzen und nehmen; auf Grad I.	Trage den laufenden Eintrag ein und entnimm den laufenden Eintrag; auf Grad I.	SURFACE_CONTRACT_IS_PREDICTIVE_DEFAULT__OBSERVED_MODES_ARE_NOT_UNIVERSAL
91	qokee	OK+EE	1	f31r	G515-E0156	REQUIRES_ACTIVE_ARGUMENT	1	0	0	1	0	SINGLETON_ONE_OBSERVED_MODE	OK	NONE	NONE	AIIN	NONE	1	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	NONE	Sichtbare Handlung lesen; laufendes Satzargument übernehmen, falls eines vorhanden ist, sonst objektlos lesen.	Setzen; auf Grad II.	Setze den Arbeitswert [wie zuvor] im Arbeitsgang an; auf Grad II.	SURFACE_CONTRACT_IS_PREDICTIVE_DEFAULT__OBSERVED_MODES_ARE_NOT_UNIVERSAL
92	qokeedar	OK+EE+D_ADDR+AR	1	f66r	G515-E0311	REQUIRES_ACTIVE_ARGUMENT	1	0	0	1	0	SINGLETON_ONE_OBSERVED_MODE	OK	NONE	NONE	Y	NONE	1	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	NONE	Sichtbare Handlung lesen; laufendes Satzargument übernehmen, falls eines vorhanden ist, sonst objektlos lesen.	Setzen; auf Grad II; hier; vom Ausgang.	Trage den laufenden Eintrag [wie zuvor] ein; von der Ausgangszeile; auf Grad II; an der bezeichneten Stelle.	SURFACE_CONTRACT_IS_PREDICTIVE_DEFAULT__OBSERVED_MODES_ARE_NOT_UNIVERSAL
93	qokees	OK+EE+S	2	f31r|f66r	G515-E0161|G515-E0321	SELF_CONTAINED|REQUIRES_ACTIVE_ARGUMENT	2	1	0	1	0	REPEATED_CONTEXT_SWITCH	OK|S	NONE	NONE	Y	NONE	1	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	NONE	Sichtbare Handlung lesen; laufendes Satzargument übernehmen, falls eines vorhanden ist, sonst objektlos lesen.	Setzen und wählen; auf Grad II.	Setze im Arbeitsgang an und wähle; auf Grad II. || Trage den laufenden Eintrag [wie zuvor] ein und wähle den laufenden Eintrag [wie zuvor]; auf Grad II.	SURFACE_CONTRACT_IS_PREDICTIVE_DEFAULT__OBSERVED_MODES_ARE_NOT_UNIVERSAL
94	qokshd	OK+SH+D_ADDR	1	f66r	G515-E0317	SELF_CONTAINED	1	1	0	0	0	SINGLETON_ONE_OBSERVED_MODE	OK|SH	NONE	NONE	NONE	NONE	NONE	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	NONE	Sichtbare Handlung lesen; laufendes Satzargument übernehmen, falls eines vorhanden ist, sonst objektlos lesen.	Setzen und halten; hier.	Trage ein und halte fest; an der bezeichneten Stelle.	SURFACE_CONTRACT_IS_PREDICTIVE_DEFAULT__OBSERVED_MODES_ARE_NOT_UNIVERSAL
95	qopaiin	CARRIER_Q+O+P+AIIN	1	f66r	G515-E0363	SELF_CONTAINED	1	1	0	0	0	SINGLETON_ONE_OBSERVED_MODE	P	AIIN	NONE	NONE	NONE	NONE	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Sichtbare Handlung und sichtbares Argument lesen.	Mit Beginnmarker; zur Ausführung; den Wert einsetzen.	Setze den Kennwert ein; mit Beginnmarker und zur Ausführung.	SURFACE_CONTRACT_IS_PREDICTIVE_DEFAULT__OBSERVED_MODES_ARE_NOT_UNIVERSAL
96	qotchoiin	OT+CH+O+IIN	1	f4r	G515-E0057	REQUIRES_ACTIVE_ARGUMENT	1	0	0	1	0	SINGLETON_ONE_OBSERVED_MODE	CH	NONE	NONE	AIIN	NONE	1	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	NONE	Sichtbare Handlung lesen; laufendes Satzargument übernehmen, falls eines vorhanden ist, sonst objektlos lesen.	Danach; nehmen; zur Ausführung; auf der bezeichneten Stufe.	Danach: nimm den Arbeitswert [wie zuvor]; zur Ausführung und auf der bezeichneten Stufe.	SURFACE_CONTRACT_IS_PREDICTIVE_DEFAULT__OBSERVED_MODES_ARE_NOT_UNIVERSAL
97	qotedal	OT+E+AL	1	f66r	G515-E0332	REQUIRES_ACTIVE_ACTION_AND_ARGUMENT	1	0	0	0	1	SINGLETON_ONE_OBSERVED_MODE	NONE	NONE	CHD	Y	1	1	USE_SAME_STATEMENT_ACTIVE_ACTION__ELSE_RENDER_NONVERBAL_FRAGMENT	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	ACTIVE_ACTION	Laufende Satzhandlung einsetzen und ein laufendes Satzargument übernehmen, falls eines vorhanden ist; ohne Handlung nur als Fragment.	Danach; auf Grad I; am Zielort.	Danach: im laufenden Satz bearbeite den laufenden Eintrag [wie zuvor]; zur Zielspalte; auf Grad I.	SURFACE_CONTRACT_IS_PREDICTIVE_DEFAULT__OBSERVED_MODES_ARE_NOT_UNIVERSAL
98	qoteeod	OT+EE+O+D_ADDR	1	f66r	G515-E0513	REQUIRES_ACTIVE_ACTION_AND_ARGUMENT	1	0	0	0	1	SINGLETON_ONE_OBSERVED_MODE	NONE	NONE	SH	Y	1	1	USE_SAME_STATEMENT_ACTIVE_ACTION__ELSE_RENDER_NONVERBAL_FRAGMENT	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	ACTIVE_ACTION	Laufende Satzhandlung einsetzen und ein laufendes Satzargument übernehmen, falls eines vorhanden ist; ohne Handlung nur als Fragment.	Danach; auf Grad II; zur Ausführung; hier.	Danach: im laufenden Satz halte den laufenden Eintrag [wie zuvor] fest; auf Grad II und zur Ausführung; an der bezeichneten Stelle.	SURFACE_CONTRACT_IS_PREDICTIVE_DEFAULT__OBSERVED_MODES_ARE_NOT_UNIVERSAL
99	qoteoly	OT+E+OL+Y	1	f66r	G515-E0581	REQUIRES_ACTIVE_ACTION	1	0	1	0	0	SINGLETON_ONE_OBSERVED_MODE	NONE	Y	SH	NONE	1	NONE	USE_SAME_STATEMENT_ACTIVE_ACTION__ELSE_RENDER_NONVERBAL_FRAGMENT	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	ACTIVE_ACTION	Laufende Satzhandlung einsetzen; sichtbares Argument lesen; ohne laufende Handlung nur als Fragment ausgeben.	Danach; auf Grad I; fortsetzen; Posten.	Danach: im laufenden Satz halte den laufenden Eintrag fest; auf Grad I; führe fort.	SURFACE_CONTRACT_IS_PREDICTIVE_DEFAULT__OBSERVED_MODES_ARE_NOT_UNIVERSAL
100	rotaiin	R+OT+AIIN	1	f66r	G515-E0354	SELF_CONTAINED	1	1	0	0	0	SINGLETON_ONE_OBSERVED_MODE	R	AIIN	NONE	NONE	NONE	NONE	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Sichtbare Handlung und sichtbares Argument lesen.	Den Wert markieren; danach.	Danach: kennzeichne den Kennwert.	SURFACE_CONTRACT_IS_PREDICTIVE_DEFAULT__OBSERVED_MODES_ARE_NOT_UNIVERSAL
101	saiis	S+A_ADDR+IIN+S	1	f31r	G515-E0243	SELF_CONTAINED	1	1	0	0	0	SINGLETON_ONE_OBSERVED_MODE	S|S	NONE	NONE	NONE	NONE	NONE	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	NONE	Sichtbare Handlung lesen; laufendes Satzargument übernehmen, falls eines vorhanden ist, sonst objektlos lesen.	Zweimal wählen; hier; auf der bezeichneten Stufe.	Wähle und wähle; auf der bezeichneten Stufe; an der bezeichneten Stelle.	SURFACE_CONTRACT_IS_PREDICTIVE_DEFAULT__OBSERVED_MODES_ARE_NOT_UNIVERSAL
102	shain	SH+AIN	2	f20v|f4r	G515-E0025|G515-E0124	SELF_CONTAINED	1	2	0	0	0	REPEATED_CONSISTENT_MODE	SH	AIN	NONE	NONE	NONE	NONE	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_VISIBLE_ARGUMENTS__LAST_VISIBLE_ARGUMENT_BECOMES_ACTIVE	NONE	Sichtbare Handlung und sichtbares Argument lesen.	Den Anteil halten.	Halte den Materialanteil.	SURFACE_CONTRACT_IS_PREDICTIVE_DEFAULT__OBSERVED_MODES_ARE_NOT_UNIVERSAL
103	shckhar	SH+CH+K+AR	1	f66r	G515-E0592	REQUIRES_ACTIVE_ARGUMENT	1	0	0	1	0	SINGLETON_ONE_OBSERVED_MODE	SH|CH|K	NONE	NONE	Y	NONE	1	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	NONE	Sichtbare Handlung lesen; laufendes Satzargument übernehmen, falls eines vorhanden ist, sonst objektlos lesen.	Halten, nehmen und geben; vom Ausgang.	Halte den laufenden Eintrag [wie zuvor] fest, entnimm den laufenden Eintrag [wie zuvor] und ordne den laufenden Eintrag [wie zuvor] zu; von der Ausgangszeile.	SURFACE_CONTRACT_IS_PREDICTIVE_DEFAULT__OBSERVED_MODES_ARE_NOT_UNIVERSAL
104	shckheody	SH+CH+K+E+O+DY	1	f66r	G515-E0445	REQUIRES_ACTIVE_ARGUMENT	1	0	0	1	0	SINGLETON_ONE_OBSERVED_MODE	SH|CH|K	NONE	NONE	OR	NONE	1	USE_VISIBLE_ACTIONS__LAST_VISIBLE_ACTION_BECOMES_ACTIVE	USE_SAME_STATEMENT_ACTIVE_ARGUMENT_IF_AVAILABLE__ELSE_OBJECTLESS	NONE	Sichtbare Handlung lesen; laufendes Satzargument übernehmen, falls eines vorhanden ist, sonst objektlos lesen.	Halten, nehmen und geben; auf Grad I; zur Ausführung; abschließen.	Halte die Eintragseinheit [wie zuvor] fest, entnimm die Eintragseinheit [wie zuvor] und ordne die Eintragseinheit [wie zuvor] zu; auf Grad I und zur Ausführung; schließe den Schritt.	SURFACE_CONTRACT_IS_PREDICTIVE_DEFAULT__OBSERVED_MODES_ARE_NOT_UNIVERSAL
