instruction_id	clause_id	physical_page	register	instruction_order	phase	start_event	end_event	event_count	minimal_verb_sequence	current_fluent_de
P917-I0384	P915-C046	f75r	BIOLOGICAL	7	TRANSFER	P912-E0572	P912-E0572	1	CHD	Diesen Posten umsetzen.
P917-I0385	P915-C046	f75r	BIOLOGICAL	8	CONDITION	P912-E0573	P912-E0575	3	SHED	Weiter den Ansatz absetzen; fertig.
P917-I0386	P915-C047	f75r	BIOLOGICAL	1	PREPARE	P912-E0576	P912-E0576	1	OK>CHD	Ansetzen und umsetzen; fertig.
P917-I0387	P915-C048	f75r	BIOLOGICAL	1	PREPARE	P912-E0577	P912-E0577	1	OK	Diesen Posten ansetzen.
P917-I0388	P915-C048	f75r	BIOLOGICAL	2	CONDITION	P912-E0578	P912-E0578	1	SH	Kurz halten; fertig.
P917-I0389	P915-C049	f75r	BIOLOGICAL	1	PREPARE	P912-E0579	P912-E0579	1	OK	Von der Entnahmestelle ansetzen.
P917-I0390	P915-C049	f75r	BIOLOGICAL	2	CONDITION	P912-E0580	P912-E0580	1	SH	Länger halten; fertig.
P917-I0391	P915-C050	f75r	BIOLOGICAL	1	SELECT	P912-E0581	P912-E0581	1	CH	Entnehmen in den nächsten Lauf.
P917-I0392	P915-C050	f75r	BIOLOGICAL	2	CONDITION	P912-E0582	P912-E0582	1	SH>OK	Als eine Portion halten und ansetzen.
P917-I0393	P915-C050	f75r	BIOLOGICAL	3	PREPARE	P912-E0583	P912-E0584	2	OK>SH	Diesen Posten kurz ansetzen und halten; fertig.
P917-I0394	P915-C051	f75r	BIOLOGICAL	1	PREPARE	P912-E0585	P912-E0585	1	OK	Als eine Portion ansetzen.
P917-I0395	P915-C051	f75r	BIOLOGICAL	2	TRANSFER	P912-E0586	P912-E0586	1	CHD	Diesen Posten umsetzen.
P917-I0396	P915-C051	f75r	BIOLOGICAL	3	PREPARE	P912-E0587	P912-E0587	1	P>CHD	Von der Entnahmestelle einsetzen und umsetzen.
P917-I0397	P915-C051	f75r	BIOLOGICAL	4	CONDITION	P912-E0588	P912-E0588	1	SH>P	Diesen Posten kurz halten und einsetzen.
P917-I0398	P915-C051	f75r	BIOLOGICAL	5	CONDITION	P912-E0589	P912-E0589	1	SH	Aus diesem Teil von der Entnahmestelle diesen Posten kurz halten in den nächsten Lauf.
P917-I0399	P915-C051	f75r	BIOLOGICAL	6	CONDITION	P912-E0590	P912-E0591	2	SH	Halten zur Ziel- oder Anschlussstelle.
P917-I0400	P915-C051	f75r	BIOLOGICAL	7	PREPARE	P912-E0592	P912-E0593	2	K	Weiter diesen Posten zugeben.
P917-I0401	P915-C051	f75r	BIOLOGICAL	8	CONDITION	P912-E0594	P912-E0594	1	SHED	Absetzen; fertig.
P917-I0402	P915-C052	f75r	BIOLOGICAL	1	PREPARE	P912-E0595	P912-E0595	1	OK	Ansetzen zur Innenstelle.
P917-I0403	P915-C052	f75r	BIOLOGICAL	2	CONDITION	P912-E0596	P912-E0597	2	SH	Weiter länger halten; fertig.
P917-I0404	P915-C053	f75r	BIOLOGICAL	1	CONDITION	P912-E0598	P912-E0599	2	SHED	Weiter absetzen; fertig.
P917-I0405	P915-C054	f75r	BIOLOGICAL	1	SELECT	P912-E0600	P912-E0603	4	S	Weiter danach von der Entnahmestelle als eine Portion wählen.
P917-I0406	P915-C054	f75r	BIOLOGICAL	2	PREPARE	P912-E0604	P912-E0605	2	OK>SH	Weiter diesen Posten kurz ansetzen und halten; fertig.
P917-I0407	P915-C055	f75r	BIOLOGICAL	1	CONDITION	P912-E0606	P912-E0607	2	SH	Weiter diesen Posten kurz halten.
P917-I0408	P915-C055	f75r	BIOLOGICAL	2	PREPARE	P912-E0608	P912-E0608	1	OK	Diesen Posten ansetzen.
P917-I0409	P915-C055	f75r	BIOLOGICAL	3	CONDITION	P912-E0609	P912-E0609	1	SH	Diesen Posten kurz halten.
P917-I0410	P915-C055	f75r	BIOLOGICAL	4	PREPARE	P912-E0610	P912-E0611	2	OK	Als eine Portion diesen Posten kurz ansetzen.
P917-I0411	P915-C055	f75r	BIOLOGICAL	5	CONDITION	P912-E0612	P912-E0613	2	R	Von der Entnahmestelle diesen Posten kennzeichnen.
P917-I0412	P915-C055	f75r	BIOLOGICAL	6	CONDITION	P912-E0614	P912-E0614	1	SH	Diesen Posten kurz halten.
P917-I0413	P915-C055	f75r	BIOLOGICAL	7	EXECUTE	P912-E0615	P912-E0618	4	O	Den Ansatz und diesen Posten ausführen in den nächsten Lauf.
P917-I0414	P915-C055	f75r	BIOLOGICAL	8	CONDITION	P912-E0619	P912-E0620	2	SH	Als eine Portion diesen Posten kurz halten.
P917-I0415	P915-C055	f75r	BIOLOGICAL	9	PREPARE	P912-E0621	P912-E0621	1	OK	Als eine Portion ansetzen.
P917-I0416	P915-C055	f75r	BIOLOGICAL	10	EXECUTE	P912-E0622	P912-E0622	1	O>OK	Als eine Portion ausführen und ansetzen.
P917-I0417	P915-C055	f75r	BIOLOGICAL	11	CONDITION	P912-E0623	P912-E0626	4	SH	Diesen Posten und den Ansatz kurz halten durch den Durchlass.
P917-I0418	P915-C055	f75r	BIOLOGICAL	12	EXECUTE	P912-E0627	P912-E0630	4	O	Weiter aus diesem Teil von der Entnahmestelle den Ansatz ausführen in den nächsten Lauf zur Innenstelle.
P917-I0419	P915-C055	f75r	BIOLOGICAL	13	CONDITION	P912-E0631	P912-E0631	1	SH	Diesen Posten kurz halten.
P917-I0420	P915-C055	f75r	BIOLOGICAL	14	PREPARE	P912-E0632	P912-E0632	1	OK	Als eine Portion ansetzen.
P917-I0421	P915-C055	f75r	BIOLOGICAL	15	TRANSFER	P912-E0633	P912-E0633	1	CHD	Diesen Posten umsetzen.
P917-I0422	P915-C055	f75r	BIOLOGICAL	16	CONDITION	P912-E0634	P912-E0635	2	SH	Den Ansatz und diesen Posten kurz halten.
P917-I0423	P915-C055	f75r	BIOLOGICAL	17	PREPARE	P912-E0636	P912-E0636	1	K	Von der Entnahmestelle zugeben.
P917-I0424	P915-C055	f75r	BIOLOGICAL	18	TRANSFER	P912-E0637	P912-E0637	1	CHD	Diesen Posten umsetzen.
P917-I0425	P915-C055	f75r	BIOLOGICAL	19	SELECT	P912-E0638	P912-E0638	1	S	Von der Entnahmestelle wählen.
P917-I0426	P915-C055	f75r	BIOLOGICAL	20	PREPARE	P912-E0639	P912-E0639	1	P	Diesen Posten einsetzen.
P917-I0427	P915-C055	f75r	BIOLOGICAL	21	PREPARE	P912-E0640	P912-E0640	1	K>SH	Diesen Posten kurz zugeben und halten.
P917-I0428	P915-C055	f75r	BIOLOGICAL	22	PREPARE	P912-E0641	P912-E0641	1	OK	Diesen Posten länger ansetzen.
P917-I0429	P915-C055	f75r	BIOLOGICAL	23	PREPARE	P912-E0642	P912-E0642	1	OK	Ansetzen zur Ziel- oder Anschlussstelle.
P917-I0430	P915-C055	f75r	BIOLOGICAL	24	SELECT	P912-E0643	P912-E0643	1	S>SH	Diesen Posten kurz wählen und halten.
P917-I0431	P915-C055	f75r	BIOLOGICAL	25	TRANSFER	P912-E0644	P912-E0645	2	CHD>OK	Weiter diesen Posten umsetzen und ansetzen zur Innenstelle.
P917-I0432	P915-C055	f75r	BIOLOGICAL	26	PREPARE	P912-E0646	P912-E0646	1	OK	Als eine Portion ansetzen.
P917-I0433	P915-C055	f75r	BIOLOGICAL	27	TRANSFER	P912-E0647	P912-E0647	1	SOLK	Diesen Posten länger auffangen.
P917-I0434	P915-C055	f75r	BIOLOGICAL	28	TRANSFER	P912-E0648	P912-E0648	1	SOLK	Von der Entnahmestelle diesen Posten auffangen.
P917-I0435	P915-C055	f75r	BIOLOGICAL	29	SELECT	P912-E0649	P912-E0649	1	S	Als eine Portion wählen.
P917-I0436	P915-C055	f75r	BIOLOGICAL	30	CONDITION	P912-E0650	P912-E0650	1	CTH	Diesen Posten bereitstellen.
P917-I0437	P915-C055	f75r	BIOLOGICAL	31	SELECT	P912-E0651	P912-E0653	3	S	Weiter als eine Portion den Ansatz wählen in den nächsten Lauf.
P917-I0438	P915-C055	f75r	BIOLOGICAL	32	CONDITION	P912-E0654	P912-E0654	1	SH	Diesen Posten halten durch den Durchlass.
P917-I0439	P915-C055	f75r	BIOLOGICAL	33	PREPARE	P912-E0655	P912-E0655	1	OK	Länger ansetzen; fertig.
P917-I0440	P915-C056	f75r	BIOLOGICAL	1	PREPARE	P912-E0656	P912-E0658	3	OK	Diesen Posten länger ansetzen; fertig.
P917-I0441	P915-C057	f75r	BIOLOGICAL	1	TRANSFER	P912-E0659	P912-E0659	1	CHD	Umsetzen in den nächsten Lauf; fertig.
P917-I0442	P915-C058	f75r	BIOLOGICAL	1	CONDITION	P912-E0660	P912-E0660	1	R	Kennzeichnen zur Innenstelle.
P917-I0443	P915-C058	f75r	BIOLOGICAL	2	CONDITION	P912-E0661	P912-E0663	3	SH	Weiter als eine Portion kurz halten.
P917-I0444	P915-C058	f75r	BIOLOGICAL	3	PREPARE	P912-E0664	P912-E0669	6	P>SH	Weiter aus diesem Teil von der Entnahmestelle von der lokalen Stelle als eine Portion diesen Posten und den Ansatz einsetzen und halten zur Ziel- oder Anschlussstelle.
P917-I0445	P915-C058	f75r	BIOLOGICAL	4	CONDITION	P912-E0670	P912-E0670	1	SH>T	Weiter halten und einstellen.
P917-I0446	P915-C058	f75r	BIOLOGICAL	5	PREPARE	P912-E0671	P912-E0672	2	P>SH	Danach von der Entnahmestelle diesen Posten einsetzen und halten.
P917-I0447	P915-C058	f75r	BIOLOGICAL	6	CONDITION	P912-E0673	P912-E0673	1	SHED	Absetzen; fertig.
P917-I0448	P915-C059	f75r	BIOLOGICAL	1	PREPARE	P912-E0674	P912-E0674	1	OK	Ansetzen zur Ziel- oder Anschlussstelle; fertig.
P917-I0449	P915-C060	f75r	BIOLOGICAL	1	EXECUTE	P912-E0675	P912-E0677	3	O	Danach aus diesem Teil von der Entnahmestelle ausführen; fertig.
P917-I0450	P915-C061	f75r	BIOLOGICAL	1	CONDITION	P912-E0678	P912-E0679	2	R	Weiter diesen Posten kennzeichnen.
P917-I0451	P915-C061	f75r	BIOLOGICAL	2	EXECUTE	P912-E0680	P912-E0680	1	T>CHD	Diesen Posten einstellen und umsetzen.
P917-I0452	P915-C061	f75r	BIOLOGICAL	3	PREPARE	P912-E0681	P912-E0681	1	P>CHD	Einsetzen und umsetzen; fertig.
P917-I0453	P915-C062	f75r	BIOLOGICAL	1	PREPARE	P912-E0682	P912-E0682	1	OK	Diesen Posten länger ansetzen.
P917-I0454	P915-C062	f75r	BIOLOGICAL	2	CONDITION	P912-E0683	P912-E0685	3	SH>CTH	Weiter aus diesem Teil diesen Posten kurz halten und bereitstellen entlang des Laufs.
P917-I0455	P915-C062	f75r	BIOLOGICAL	3	CONDITION	P912-E0686	P912-E0688	3	SH	Weiter länger halten in den nächsten Lauf; fertig.
P917-I0456	P915-C063	f75r	BIOLOGICAL	1	PREPARE	P912-E0689	P912-E0689	1	OK	Länger ansetzen; fertig.
P917-I0457	P915-C064	f75r	BIOLOGICAL	1	TRANSFER	P912-E0690	P912-E0690	1	CHD	Weiter umsetzen in den nächsten Lauf; fertig.
P917-I0458	P915-C065	f75r	BIOLOGICAL	1	CONDITION	P912-E0691	P912-E0692	2	CHK	Als eine Portion behandeln zur Ziel- oder Anschlussstelle.
P917-I0459	P915-C065	f75r	BIOLOGICAL	2	EXECUTE	P912-E0693	P912-E0694	2	O	Diesen Posten ausführen in den nächsten Lauf.
P917-I0460	P915-C065	f75r	BIOLOGICAL	3	PREPARE	P912-E0695	P912-E0695	1	K	Nach Sollmaß zugeben in den nächsten Lauf.
P917-I0461	P915-C065	f75r	BIOLOGICAL	4	PREPARE	P912-E0696	P912-E0697	2	OK	Weiter länger ansetzen; fertig.
P917-I0462	P915-C065	f75r	BIOLOGICAL	5	PREPARE	P912-E0698	P912-E0700	3	OK	Weiter als eine Portion diesen Posten länger ansetzen; fertig.
P917-I0463	P915-C066	f75r	BIOLOGICAL	1	TRANSFER	P912-E0701	P912-E0701	1	CHD	Diesen Posten umsetzen.
P917-I0464	P915-C066	f75r	BIOLOGICAL	2	EXECUTE	P912-E0702	P912-E0703	2	O	Danach ausführen.
P917-I0465	P915-C066	f75r	BIOLOGICAL	3	CONDITION	P912-E0704	P912-E0705	2	CHK	Als eine Portion diesen Posten länger behandeln.
P917-I0466	P915-C066	f75r	BIOLOGICAL	4	PREPARE	P912-E0706	P912-E0706	1	OK	Diesen Posten kurz ansetzen.
P917-I0467	P915-C066	f75r	BIOLOGICAL	5	PREPARE	P912-E0707	P912-E0707	1	OK	Als eine Portion ansetzen.
P917-I0468	P915-C066	f75r	BIOLOGICAL	6	CONDITION	P912-E0708	P912-E0708	1	CHK	Diesen Posten kurz behandeln.
P917-I0469	P915-C066	f75r	BIOLOGICAL	7	PREPARE	P912-E0709	P912-E0709	1	OK	Ansetzen zur Ziel- oder Anschlussstelle.
P917-I0470	P915-C066	f75r	BIOLOGICAL	8	TRANSFER	P912-E0710	P912-E0711	2	CHD	Als eine Portion diesen Posten umsetzen.
P917-I0471	P915-C066	f75r	BIOLOGICAL	9	EXECUTE	P912-E0712	P912-E0712	1	O	Ausführen.
P917-I0472	P915-C066	f75r	BIOLOGICAL	10	PREPARE	P912-E0713	P912-E0713	1	K	Weiter zugeben zur Ziel- oder Anschlussstelle.
P917-I0473	P915-C066	f75r	BIOLOGICAL	11	CONDITION	P912-E0714	P912-E0714	1	SHED	Absetzen; fertig.
P917-I0474	P915-C067	f75r	BIOLOGICAL	1	PREPARE	P912-E0715	P912-E0715	1	OK	Von der Entnahmestelle ansetzen.
P917-I0475	P915-C067	f75r	BIOLOGICAL	2	EXECUTE	P912-E0716	P912-E0716	1	O	Weiter ausführen zur Innenstelle.
P917-I0476	P915-C067	f75r	BIOLOGICAL	3	CONDITION	P912-E0717	P912-E0717	1	SH	Kurz halten; fertig.
P917-I0477	P915-C068	f75r	BIOLOGICAL	1	PREPARE	P912-E0718	P912-E0718	1	OK	Diesen Posten kurz ansetzen.
P917-I0478	P915-C068	f75r	BIOLOGICAL	2	PREPARE	P912-E0719	P912-E0720	2	OK	Von der Entnahmestelle diesen Posten ansetzen durch den Durchlass.
P917-I0479	P915-C068	f75r	BIOLOGICAL	3	CONDITION	P912-E0721	P912-E0721	1	SHED	Absetzen; fertig.
P917-I0480	P915-C069	f75r	BIOLOGICAL	1	PREPARE	P912-E0722	P912-E0723	2	OK	Aus diesem Teil diesen Posten kurz ansetzen.
P917-I0481	P915-C069	f75r	BIOLOGICAL	2	PREPARE	P912-E0724	P912-E0724	1	OK	Kurz ansetzen; fertig.
P917-I0482	P915-C070	f75r	BIOLOGICAL	1	CONTEXT	P912-E0725	P912-E0725	1	NONE	Zur Ziel- oder Anschlussstelle weiterarbeiten; fertig.
P917-I0483	P915-C071	f75r	BIOLOGICAL	1	PREPARE	P912-E0726	P912-E0726	1	P>SH	Weiter diesen Posten einsetzen und halten.
P917-I0484	P915-C071	f75r	BIOLOGICAL	2	CONDITION	P912-E0727	P912-E0728	2	SHED	Absetzen zur Ziel- oder Anschlussstelle; fertig.
P917-I0485	P915-C072	f75r	BIOLOGICAL	1	PREPARE	P912-E0729	P912-E0729	1	OK	Als eine Portion ansetzen.
P917-I0486	P915-C072	f75r	BIOLOGICAL	2	SELECT	P912-E0730	P912-E0731	2	CH>S	Aus diesem Teil von der Entnahmestelle entnehmen und wählen; fertig.
P917-I0487	P915-C073	f75r	BIOLOGICAL	1	CONDITION	P912-E0732	P912-E0732	1	SHED	Absetzen; fertig.
P917-I0488	P915-C074	f75r	BIOLOGICAL	1	CONDITION	P912-E0733	P912-E0734	2	SHED	Danach von der Entnahmestelle absetzen; fertig.
P917-I0489	P915-C075	f75r	BIOLOGICAL	1	CONTEXT	P912-E0735	P912-E0735	1	NONE	In den nächsten Lauf weiterarbeiten; fertig.
P917-I0490	P915-C076	f75r	BIOLOGICAL	1	PREPARE	P912-E0736	P912-E0736	1	OK	Diesen Posten länger ansetzen.
P917-I0491	P915-C076	f75r	BIOLOGICAL	2	CONDITION	P912-E0737	P912-E0738	2	SHED	Absetzen in den nächsten Lauf; fertig.
P917-I0492	P915-C077	f75r	BIOLOGICAL	1	EXECUTE	P912-E0739	P912-E0739	1	O	Ausführen.
P917-I0493	P915-C077	f75r	BIOLOGICAL	2	TRANSFER	P912-E0740	P912-E0741	2	CHD	Diesen Posten umsetzen in den nächsten Lauf.
P917-I0494	P915-C077	f75r	BIOLOGICAL	3	PREPARE	P912-E0742	P912-E0742	1	OK	Als eine Portion ansetzen.
P917-I0495	P915-C077	f75r	BIOLOGICAL	4	SELECT	P912-E0743	P912-E0743	1	CH>CTH	Kurz entnehmen und bereitstellen; fertig.
P917-I0496	P915-C078	f75r	BIOLOGICAL	1	EXECUTE	P912-E0744	P912-E0744	1	T	Kurz einstellen in den nächsten Lauf; fertig.
P917-I0497	P915-C079	f75r	BIOLOGICAL	1	EXECUTE	P912-E0745	P912-E0745	1	O	Aus diesem Teil von der Entnahmestelle ausführen zur Innenstelle.
P917-I0498	P915-C079	f75r	BIOLOGICAL	2	SELECT	P912-E0746	P912-E0746	1	S	Wählen.
P917-I0499	P915-C079	f75r	BIOLOGICAL	3	TRANSFER	P912-E0747	P912-E0747	1	SOLK	Kurz auffangen; fertig.
P917-I0500	P915-C080	f75r	BIOLOGICAL	1	PREPARE	P912-E0748	P912-E0748	1	OK	Ansetzen zur Ziel- oder Anschlussstelle.
P917-I0501	P915-C080	f75r	BIOLOGICAL	2	PREPARE	P912-E0749	P912-E0751	3	OK	Danach aus diesem Teil von der Entnahmestelle diesen Posten ansetzen.
P917-I0502	P915-C080	f75r	BIOLOGICAL	3	PREPARE	P912-E0752	P912-E0754	3	K	Danach weiter von der Entnahmestelle als eine Portion zugeben.
P917-I0503	P915-C080	f75r	BIOLOGICAL	4	EXECUTE	P912-E0755	P912-E0755	1	T	Weiter kurz einstellen; fertig.
P917-I0504	P915-C081	f75r	BIOLOGICAL	1	PREPARE	P912-E0756	P912-E0756	1	OK	Als eine Portion ansetzen.
P917-I0505	P915-C081	f75r	BIOLOGICAL	2	CONDITION	P912-E0757	P912-E0757	1	SH>T	Diesen Posten länger halten und einstellen.
P917-I0506	P915-C081	f75r	BIOLOGICAL	3	PREPARE	P912-E0758	P912-E0758	1	OK	Als eine Portion ansetzen.
P917-I0507	P915-C081	f75r	BIOLOGICAL	4	CONDITION	P912-E0759	P912-E0761	3	SHED	Aus diesem Teil von der Entnahmestelle absetzen; fertig.
P917-I0508	P915-C082	f75r	BIOLOGICAL	1	PREPARE	P912-E0762	P912-E0762	1	OK	Als eine Portion ansetzen.
P917-I0509	P915-C082	f75r	BIOLOGICAL	2	CONTEXT	P912-E0763	P912-E0763	1	NONE	Weiter weiterarbeiten; fertig.
P917-I0510	P915-C083	f75r	BIOLOGICAL	1	PREPARE	P912-E0764	P912-E0765	2	K	Weiter länger zugeben; fertig.
P917-I0511	P915-C084	f75r	BIOLOGICAL	1	PREPARE	P912-E0766	P912-E0766	1	OK	Länger ansetzen; fertig.
P917-I0512	P915-C085	f75r	BIOLOGICAL	1	PREPARE	P912-E0767	P912-E0767	1	OK	Diesen Posten kurz ansetzen.
P917-I0513	P915-C085	f75r	BIOLOGICAL	2	PREPARE	P912-E0768	P912-E0768	1	OK	Von der Entnahmestelle ansetzen.
P917-I0514	P915-C085	f75r	BIOLOGICAL	3	CONTEXT	P912-E0769	P912-E0770	2	NONE	Danach von der Entnahmestelle aus diesem Teil weiterarbeiten; fertig.
P917-I0515	P915-C086	f75r	BIOLOGICAL	1	PREPARE	P912-E0771	P912-E0771	1	OK	Kurz ansetzen; fertig.
P917-I0516	P915-C087	f75r	BIOLOGICAL	1	CONDITION	P912-E0772	P912-E0773	2	SH>T	Diesen Posten länger halten und einstellen.
P917-I0517	P915-C087	f75r	BIOLOGICAL	2	PREPARE	P912-E0774	P912-E0774	1	OK	Kurz ansetzen; fertig.
P917-I0518	P915-C088	f75r	BIOLOGICAL	1	PREPARE	P912-E0775	P912-E0775	1	OK	Länger ansetzen; fertig.
P917-I0519	P915-C089	f75r	BIOLOGICAL	1	PREPARE	P912-E0776	P912-E0776	1	OK>CHD	Kurz ansetzen und umsetzen; fertig.
P917-I0520	P915-C090	f75r	BIOLOGICAL	1	PREPARE	P912-E0777	P912-E0778	2	OK	Weiter länger ansetzen in den nächsten Lauf; fertig.
P917-I0521	P915-C091	f75r	BIOLOGICAL	1	PREPARE	P912-E0779	P912-E0779	1	OK	Länger ansetzen; fertig.
P917-I0522	P915-C092	f75r	BIOLOGICAL	1	PREPARE	P912-E0780	P912-E0780	1	OK	Kurz ansetzen; fertig.
P917-I0523	P915-C093	f75r	BIOLOGICAL	1	PREPARE	P912-E0781	P912-E0781	1	OK	Kurz ansetzen; fertig.
P917-I0524	P915-C094	f75r	BIOLOGICAL	1	PREPARE	P912-E0782	P912-E0782	1	OK	Länger ansetzen; fertig.
P917-I0525	P915-C095	f75r	BIOLOGICAL	1	CONTEXT	P912-E0783	P912-E0783	1	NONE	In den nächsten Lauf weiterarbeiten; fertig.
P917-I0526	P915-C096	f75r	BIOLOGICAL	1	CONDITION	P912-E0784	P912-E0784	1	SH	Diesen Posten kurz halten; fertig.
P917-I0527	P915-C097	f75r	BIOLOGICAL	1	PREPARE	P912-E0785	P912-E0785	1	OK	Länger ansetzen; fertig.
P917-I0528	P915-C098	f75r	BIOLOGICAL	1	PREPARE	P912-E0786	P912-E0786	1	OK	Länger ansetzen; fertig.
P917-I0529	P915-C099	f75r	BIOLOGICAL	1	TRANSFER	P912-E0787	P912-E0787	1	SOLK	Länger auffangen; fertig.
P917-I0530	P915-C100	f75r	BIOLOGICAL	1	PREPARE	P912-E0788	P912-E0789	2	K	Danach weiter diesen Posten kurz zugeben; fertig.
P917-I0531	P915-C101	f75r	BIOLOGICAL	1	CONDITION	P912-E0790	P912-E0791	2	SHED	Aus diesem Teil von der Entnahmestelle absetzen; fertig.
P917-I0532	P915-C102	f75r	BIOLOGICAL	1	PREPARE	P912-E0792	P912-E0792	1	OK	Als eine Portion ansetzen.
P917-I0533	P915-C102	f75r	BIOLOGICAL	2	CONDITION	P912-E0793	P912-E0793	1	SHED	Absetzen; fertig.
P917-I0534	P915-C103	f75r	BIOLOGICAL	1	PREPARE	P912-E0794	P912-E0795	2	K	Länger zugeben zur Ziel- oder Anschlussstelle; fertig.
P917-I0535	P915-C104	f75r	BIOLOGICAL	1	CONDITION	P912-E0796	P912-E0796	1	R>SHED	Kennzeichnen und absetzen; fertig.
P917-I0536	P915-C105	f75r	BIOLOGICAL	1	SELECT	P912-E0797	P912-E0797	1	S>OK	Länger wählen und ansetzen; fertig.
P917-I0537	P915-C106	f75r	BIOLOGICAL	1	PREPARE	P912-E0798	P912-E0798	1	OK	Länger ansetzen; fertig.
P917-I0538	P915-C107	f75r	BIOLOGICAL	1	CONTEXT	P912-E0799	P912-E0799	1	NONE	Danach länger weiterarbeiten; fertig.
P917-I0539	P915-C108	f75r	BIOLOGICAL	1	PREPARE	P912-E0800	P912-E0800	1	OK	Diesen Posten ansetzen.
P917-I0540	P915-C108	f75r	BIOLOGICAL	2	PREPARE	P912-E0801	P912-E0802	2	K	Diesen Posten länger zugeben; fertig.
P917-I0541	P915-C109	f75r	BIOLOGICAL	1	CONDITION	P912-E0803	P912-E0804	2	SH	Diesen Posten kurz halten; fertig.
P917-I0542	P915-C110	f75r	BIOLOGICAL	1	PREPARE	P912-E0805	P912-E0805	1	OK	Kurz ansetzen; fertig.
P917-I0543	P915-C111	f75r	BIOLOGICAL	1	PREPARE	P912-E0806	P912-E0806	1	OK	Länger ansetzen; fertig.
P917-I0544	P915-C112	f75r	BIOLOGICAL	1	CONTEXT	P912-E0807	P912-E0808	2	NONE	Danach diesen Posten länger weiterarbeiten; fertig.
P917-I0545	P915-C113	f75r	BIOLOGICAL	1	CONDITION	P912-E0809	P912-E0810	2	SH	Aus diesem Teil den Ansatz und diesen Posten kurz halten; fertig.
P917-I0546	P915-C114	f75r	BIOLOGICAL	1	CONDITION	P912-E0811	P912-E0811	1	CHK	Von der Entnahmestelle behandeln.
P917-I0547	P915-C114	f75r	BIOLOGICAL	2	CONTEXT	P912-E0812	P912-E0812	1	NONE	Weiter weiterarbeiten; fertig.
P917-I0548	P915-C115	f75r	BIOLOGICAL	1	PREPARE	P912-E0813	P912-E0813	1	OK	Als eine Portion ansetzen.
P917-I0549	P915-C115	f75r	BIOLOGICAL	2	CONDITION	P912-E0814	P912-E0814	1	CHK	Von der Entnahmestelle behandeln.
P917-I0550	P915-C115	f75r	BIOLOGICAL	3	CONTEXT	P912-E0815	P912-E0816	2	NONE	Danach weiter von der Entnahmestelle weiterarbeiten; fertig.
P917-I0551	P915-C116	f75r	BIOLOGICAL	1	TRANSFER	P912-E0817	P912-E0817	1	CHD	Aus diesem Teil diesen Posten umsetzen.
P917-I0552	P915-C116	f75r	BIOLOGICAL	2	SELECT	P912-E0818	P912-E0818	1	S	Als eine Portion wählen.
P917-I0553	P915-C116	f75r	BIOLOGICAL	3	PREPARE	P912-E0819	P912-E0819	1	OK	Kurz ansetzen; fertig.
P917-I0554	P915-C117	f75r	BIOLOGICAL	1	PREPARE	P912-E0820	P912-E0820	1	OK	Kurz ansetzen; fertig.
P917-I0555	P915-C118	f75r	BIOLOGICAL	1	CONTEXT	P912-E0821	P912-E0821	1	NONE	Danach kurz weiterarbeiten; fertig.
P917-I0556	P915-C119	f75r	BIOLOGICAL	1	PREPARE	P912-E0822	P912-E0822	1	OK	Weiter ansetzen; fertig.
P917-I0557	P915-C120	f75r	BIOLOGICAL	1	SELECT	P912-E0823	P912-E0826	4	CH	Danach weiter von der Entnahmestelle nach Sollmaß entnehmen zur Innenstelle.
P917-I0558	P915-C120	f75r	BIOLOGICAL	2	SELECT	P912-E0827	P912-E0829	3	S>SH	Aus diesem Teil von der Entnahmestelle diesen Posten kurz wählen und halten; fertig.
P917-I0559	P915-C121	f75r	BIOLOGICAL	1	CONDITION	P912-E0830	P912-E0830	1	SH	Diesen Posten halten durch den Durchlass.
P917-I0560	P915-C121	f75r	BIOLOGICAL	2	PREPARE	P912-E0831	P912-E0831	1	OK	Diesen Posten kurz ansetzen.
P917-I0561	P915-C121	f75r	BIOLOGICAL	3	PREPARE	P912-E0832	P912-E0832	1	OK	Kurz ansetzen; fertig.
P917-I0562	P915-C122	f75r	BIOLOGICAL	1	SELECT	P912-E0833	P912-E0833	1	S	Weiter von der Entnahmestelle wählen.
P917-I0563	P915-C122	f75r	BIOLOGICAL	2	CONTEXT	P912-E0834	P912-E0835	2	NONE	Danach diesen Posten kurz weiterarbeiten; fertig.
P917-I0564	P915-C123	f75r	BIOLOGICAL	1	CONTEXT	P912-E0836	P912-E0836	1	NONE	Danach kurz weiterarbeiten; fertig.
P917-I0565	P915-C124	f75r	BIOLOGICAL	1	CONTEXT	P912-E0837	P912-E0837	1	NONE	Danach kurz weiterarbeiten; fertig.
P917-I0566	P915-C125	f75r	BIOLOGICAL	1	PREPARE	P912-E0838	P912-E0838	1	OK	Nach Sollmaß ansetzen.
P917-I0567	P915-C125	f75r	BIOLOGICAL	2	PREPARE	P912-E0839	P912-E0839	1	OK	Diesen Posten kurz ansetzen.
P917-I0568	P915-C125	f75r	BIOLOGICAL	3	PREPARE	P912-E0840	P912-E0840	1	OK	Kurz ansetzen; fertig.
P917-I0569	P915-C126	f75r	BIOLOGICAL	1	CONDITION	P912-E0841	P912-E0841	1	SH	Weiter kurz halten.
P917-I0570	P915-C126	f75r	BIOLOGICAL	2	PREPARE	P912-E0842	P912-E0842	1	OK	Kurz ansetzen; fertig.
