clause_id	physical_page	register	start_event	end_event	events	instructions	crosses_physical_line	end_reason	phase_run_sequence	phase_runs	verb_counts	source_quantity_inventory	target_path_inventory	grade_inventory	natural_process_summary_de
P915-C092	f75r	BIOLOGICAL	P912-E0780	P912-E0780	1	1	NO	LICENSED_DY_CLOSE	PREPAREx1	1	OK:1	NONE	NONE	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
P915-C093	f75r	BIOLOGICAL	P912-E0781	P912-E0781	1	1	NO	LICENSED_DY_CLOSE	PREPAREx1	1	OK:1	NONE	NONE	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
P915-C094	f75r	BIOLOGICAL	P912-E0782	P912-E0782	1	1	NO	LICENSED_DY_CLOSE	PREPAREx1	1	OK:1	NONE	NONE	länger	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
P915-C095	f75r	BIOLOGICAL	P912-E0783	P912-E0783	1	1	NO	LICENSED_DY_CLOSE	CONTEXTx1	1	NONE	NONE	weiterer Lauf	NONE	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind nur Bezug und Weiterführung. Der Gang führt über weiterer Lauf. Danach wird der Arbeitsschritt geschlossen.
P915-C096	f75r	BIOLOGICAL	P912-E0784	P912-E0784	1	1	NO	LICENSED_DY_CLOSE	CONDITIONx1	1	SH:1	NONE	NONE	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× halten. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
P915-C097	f75r	BIOLOGICAL	P912-E0785	P912-E0785	1	1	NO	LICENSED_DY_CLOSE	PREPAREx1	1	OK:1	NONE	NONE	länger	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
P915-C098	f75r	BIOLOGICAL	P912-E0786	P912-E0786	1	1	NO	LICENSED_DY_CLOSE	PREPAREx1	1	OK:1	NONE	NONE	länger	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
P915-C099	f75r	BIOLOGICAL	P912-E0787	P912-E0787	1	1	NO	LICENSED_DY_CLOSE	TRANSFERx1	1	SOLK:1	NONE	NONE	länger	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× auffangen. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
P915-C100	f75r	BIOLOGICAL	P912-E0788	P912-E0789	2	1	NO	LICENSED_DY_CLOSE	PREPAREx1	1	K:1	NONE	NONE	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× zugeben. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
P915-C101	f75r	BIOLOGICAL	P912-E0790	P912-E0791	2	1	NO	LICENSED_DY_CLOSE	CONDITIONx1	1	SHED:1	Entnahmestelle oder bezeichnetes Teil	NONE	NONE	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× absetzen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil. Danach wird der Arbeitsschritt geschlossen.
P915-C102	f75r	BIOLOGICAL	P912-E0792	P912-E0793	2	2	NO	LICENSED_DY_CLOSE	PREPAREx1>CONDITIONx1	2	OK:1;SHED:1	Portion	NONE	NONE	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen, 1× absetzen. Als Einsatzgrößen erscheinen Portion. Danach wird der Arbeitsschritt geschlossen.
P915-C103	f75r	BIOLOGICAL	P912-E0794	P912-E0795	2	1	NO	LICENSED_DY_CLOSE	PREPAREx1	1	K:1	NONE	Ziel- oder Anschlussstelle	länger	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× zugeben. Der Gang führt über Ziel- oder Anschlussstelle. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
P915-C104	f75r	BIOLOGICAL	P912-E0796	P912-E0796	1	1	NO	LICENSED_DY_CLOSE	CONDITIONx1	1	R:1;SHED:1	NONE	NONE	NONE	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× kennzeichnen, 1× absetzen. Danach wird der Arbeitsschritt geschlossen.
P915-C105	f75r	BIOLOGICAL	P912-E0797	P912-E0797	1	1	NO	LICENSED_DY_CLOSE	SELECTx1	1	S:1;OK:1	NONE	NONE	länger	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× auswählen, 1× ansetzen. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
P915-C106	f75r	BIOLOGICAL	P912-E0798	P912-E0798	1	1	NO	LICENSED_DY_CLOSE	PREPAREx1	1	OK:1	NONE	NONE	länger	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
P915-C107	f75r	BIOLOGICAL	P912-E0799	P912-E0799	1	1	NO	LICENSED_DY_CLOSE	CONTEXTx1	1	NONE	NONE	NONE	länger	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind nur Bezug und Weiterführung. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
P915-C108	f75r	BIOLOGICAL	P912-E0800	P912-E0802	3	2	NO	LICENSED_DY_CLOSE	PREPAREx2	1	OK:1;K:1	NONE	NONE	länger	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen, 1× zugeben. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
P915-C109	f75r	BIOLOGICAL	P912-E0803	P912-E0804	2	1	YES	LICENSED_DY_CLOSE	CONDITIONx1	1	SH:1	NONE	NONE	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× halten. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
P915-C110	f75r	BIOLOGICAL	P912-E0805	P912-E0805	1	1	NO	LICENSED_DY_CLOSE	PREPAREx1	1	OK:1	NONE	NONE	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
P915-C111	f75r	BIOLOGICAL	P912-E0806	P912-E0806	1	1	NO	LICENSED_DY_CLOSE	PREPAREx1	1	OK:1	NONE	NONE	länger	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
P915-C112	f75r	BIOLOGICAL	P912-E0807	P912-E0808	2	1	NO	LICENSED_DY_CLOSE	CONTEXTx1	1	NONE	NONE	NONE	länger	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind nur Bezug und Weiterführung. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
P915-C113	f75r	BIOLOGICAL	P912-E0809	P912-E0810	2	1	YES	LICENSED_DY_CLOSE	CONDITIONx1	1	SH:1	Entnahmestelle oder bezeichnetes Teil;Ansatz	NONE	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× halten. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil, Ansatz. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
P915-C114	f75r	BIOLOGICAL	P912-E0811	P912-E0812	2	2	NO	LICENSED_DY_CLOSE	CONDITIONx1>CONTEXTx1	2	CHK:1	Entnahmestelle oder bezeichnetes Teil	NONE	NONE	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× behandeln. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil. Danach wird der Arbeitsschritt geschlossen.
P915-C115	f75r	BIOLOGICAL	P912-E0813	P912-E0816	4	3	NO	LICENSED_DY_CLOSE	PREPAREx1>CONDITIONx1>CONTEXTx1	3	OK:1;CHK:1	Entnahmestelle oder bezeichnetes Teil;Portion	NONE	NONE	An der gezeigten Bad- oder Arbeitsstation stehen 3 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen, 1× behandeln. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil, Portion. Danach wird der Arbeitsschritt geschlossen.
P915-C116	f75r	BIOLOGICAL	P912-E0817	P912-E0819	3	3	NO	LICENSED_DY_CLOSE	TRANSFERx1>SELECTx1>PREPAREx1	3	CHD:1;S:1;OK:1	Entnahmestelle oder bezeichnetes Teil;Portion	NONE	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 3 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× umsetzen, 1× auswählen, 1× ansetzen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil, Portion. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
P915-C117	f75r	BIOLOGICAL	P912-E0820	P912-E0820	1	1	NO	LICENSED_DY_CLOSE	PREPAREx1	1	OK:1	NONE	NONE	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
P915-C118	f75r	BIOLOGICAL	P912-E0821	P912-E0821	1	1	NO	LICENSED_DY_CLOSE	CONTEXTx1	1	NONE	NONE	NONE	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind nur Bezug und Weiterführung. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
P915-C119	f75r	BIOLOGICAL	P912-E0822	P912-E0822	1	1	NO	LICENSED_DY_CLOSE	PREPAREx1	1	OK:1	NONE	NONE	NONE	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen. Danach wird der Arbeitsschritt geschlossen.
P915-C120	f75r	BIOLOGICAL	P912-E0823	P912-E0829	7	2	YES	LICENSED_DY_CLOSE	SELECTx2	1	CH:1;S:1;SH:1	Entnahmestelle oder bezeichnetes Teil;Sollmaß	NONE	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× entnehmen, 1× auswählen, 1× halten. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil, Sollmaß. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
P915-C121	f75r	BIOLOGICAL	P912-E0830	P912-E0832	3	3	NO	LICENSED_DY_CLOSE	CONDITIONx1>PREPAREx2	2	OK:2;SH:1	NONE	Durchlass	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 3 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× ansetzen, 1× halten. Der Gang führt über Durchlass. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
P915-C122	f75r	BIOLOGICAL	P912-E0833	P912-E0835	3	2	NO	LICENSED_DY_CLOSE	SELECTx1>CONTEXTx1	2	S:1	Entnahmestelle oder bezeichnetes Teil	NONE	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× auswählen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
P915-C123	f75r	BIOLOGICAL	P912-E0836	P912-E0836	1	1	NO	LICENSED_DY_CLOSE	CONTEXTx1	1	NONE	NONE	NONE	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind nur Bezug und Weiterführung. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
P915-C124	f75r	BIOLOGICAL	P912-E0837	P912-E0837	1	1	NO	LICENSED_DY_CLOSE	CONTEXTx1	1	NONE	NONE	NONE	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind nur Bezug und Weiterführung. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
P915-C125	f75r	BIOLOGICAL	P912-E0838	P912-E0840	3	3	YES	LICENSED_DY_CLOSE	PREPAREx3	1	OK:3	Sollmaß	NONE	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 3 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 3× ansetzen. Als Einsatzgrößen erscheinen Sollmaß. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
P915-C126	f75r	BIOLOGICAL	P912-E0841	P912-E0842	2	2	NO	LICENSED_DY_CLOSE	CONDITIONx1>PREPAREx1	2	SH:1;OK:1	NONE	NONE	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× halten, 1× ansetzen. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
P915-C127	f75r	BIOLOGICAL	P912-E0843	P912-E0844	2	1	NO	LICENSED_DY_CLOSE	CONDITIONx1	1	SHED:1	Portion	NONE	NONE	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× absetzen. Als Einsatzgrößen erscheinen Portion. Danach wird der Arbeitsschritt geschlossen.
P915-C128	f75r	BIOLOGICAL	P912-E0845	P912-E0847	3	2	NO	NONPROSE_OWNER_OR_DIAGRAM_BOUNDARY	TRANSFERx1>CONTEXTx1	2	CHD:1	Ansatz	NONE	NONE	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× umsetzen. Als Einsatzgrößen erscheinen Ansatz. Der Arbeitsgang bleibt für die folgende Klausel oder Seite offen.
P915-C129	f81v	BIOLOGICAL	P912-E0858	P912-E0860	3	3	NO	LICENSED_DY_CLOSE	PREPAREx1>CONDITIONx1>PREPAREx1	3	P:1;SH:1;K:1	Entnahmestelle oder bezeichnetes Teil	NONE	kurz;länger	An der gezeigten Bad- oder Arbeitsstation stehen 3 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× einsetzen, 1× halten, 1× zugeben. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil. Die notierten Wirkstufen sind kurz, länger. Danach wird der Arbeitsschritt geschlossen.
P915-C130	f81v	BIOLOGICAL	P912-E0861	P912-E0865	5	2	NO	LICENSED_DY_CLOSE	CONDITIONx1>PREPAREx1	2	SH:1;K:1;P:1;CHD:1	Entnahmestelle oder bezeichnetes Teil	Ziel- oder Anschlussstelle	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× halten, 1× zugeben, 1× einsetzen, 1× umsetzen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil. Der Gang führt über Ziel- oder Anschlussstelle. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
P915-C131	f81v	BIOLOGICAL	P912-E0866	P912-E0869	4	3	YES	LICENSED_DY_CLOSE	CONDITIONx1>EXECUTEx1>PREPAREx1	3	K:2;SH:1;O:1;LSH:1;OK:1	Portion	NONE	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 3 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× zugeben, 1× halten, 1× ausführen, 1× spülen, 1× ansetzen. Als Einsatzgrößen erscheinen Portion. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
P915-C132	f81v	BIOLOGICAL	P912-E0870	P912-E0883	14	9	YES	LICENSED_DY_CLOSE	PREPAREx3>SELECTx1>PREPAREx2>CONDITIONx1>SELECTx1>TRANSFERx1	6	K:3;OK:2;S:2;R:1;SOLK:1	Entnahmestelle oder bezeichnetes Teil;Sollmaß;Portion	Ziel- oder Anschlussstelle;weiterer Lauf	länger	An der gezeigten Bad- oder Arbeitsstation stehen 9 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 3× zugeben, 2× ansetzen, 2× auswählen, 1× kennzeichnen, 1× auffangen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil, Sollmaß, Portion. Der Gang führt über Ziel- oder Anschlussstelle, weiterer Lauf. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
P915-C133	f81v	BIOLOGICAL	P912-E0884	P912-E0884	1	1	NO	LICENSED_DY_CLOSE	PREPAREx1	1	OK:1	NONE	NONE	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
P915-C134	f81v	BIOLOGICAL	P912-E0885	P912-E0889	5	4	NO	LICENSED_DY_CLOSE	PREPAREx1>CONDITIONx1>TRANSFERx1>CONTEXTx1	4	K:2;SH:1;CHD:1	Entnahmestelle oder bezeichnetes Teil;Portion	Ziel- oder Anschlussstelle	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 4 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× zugeben, 1× halten, 1× umsetzen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil, Portion. Der Gang führt über Ziel- oder Anschlussstelle. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
P915-C135	f81v	BIOLOGICAL	P912-E0890	P912-E0904	15	7	YES	LICENSED_DY_CLOSE	PREPAREx2>CONDITIONx1>PREPAREx1>SELECTx1>PREPAREx2	5	OK:4;CHK:1;K:1;CH:1;CTH:1	Sollmaß;Portion	Durchlass	länger	An der gezeigten Bad- oder Arbeitsstation stehen 7 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 4× ansetzen, 1× behandeln, 1× zugeben, 1× entnehmen, 1× bereitstellen. Als Einsatzgrößen erscheinen Sollmaß, Portion. Der Gang führt über Durchlass. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
P915-C136	f81v	BIOLOGICAL	P912-E0905	P912-E0919	15	10	YES	LICENSED_DY_CLOSE	PREPAREx5>TRANSFERx1>PREPAREx1>SELECTx1>PREPAREx1>CONTEXTx1	6	OK:5;K:2;CHD:1;S:1	Entnahmestelle oder bezeichnetes Teil;Auszug;Sollmaß;Portion	Ziel- oder Anschlussstelle;weiterer Lauf	NONE	An der gezeigten Bad- oder Arbeitsstation stehen 10 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 5× ansetzen, 2× zugeben, 1× umsetzen, 1× auswählen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil, Auszug, Sollmaß, Portion. Der Gang führt über Ziel- oder Anschlussstelle, weiterer Lauf. Danach wird der Arbeitsschritt geschlossen.
P915-C137	f81v	BIOLOGICAL	P912-E0920	P912-E0927	8	3	NO	LICENSED_DY_CLOSE	CONDITIONx1>PREPAREx1>TRANSFERx1	3	SH:1;OK:1;CHD:1	Ansatz;Sollmaß	Ziel- oder Anschlussstelle;Durchlass	kurz;länger	An der gezeigten Bad- oder Arbeitsstation stehen 3 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× halten, 1× ansetzen, 1× umsetzen. Als Einsatzgrößen erscheinen Ansatz, Sollmaß. Der Gang führt über Ziel- oder Anschlussstelle, Durchlass. Die notierten Wirkstufen sind kurz, länger. Danach wird der Arbeitsschritt geschlossen.
P915-C138	f81v	BIOLOGICAL	P912-E0928	P912-E0931	4	2	YES	LICENSED_DY_CLOSE	PREPAREx1>CONDITIONx1	2	K:1;SHED:1	Ansatz	NONE	NONE	An der gezeigten Bad- oder Arbeitsstation stehen 2 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× zugeben, 1× absetzen. Als Einsatzgrößen erscheinen Ansatz. Danach wird der Arbeitsschritt geschlossen.
P915-C139	f81v	BIOLOGICAL	P912-E0932	P912-E0932	1	1	NO	LICENSED_DY_CLOSE	CONDITIONx1	1	SH:1	NONE	NONE	länger	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× halten. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
P915-C140	f81v	BIOLOGICAL	P912-E0933	P912-E0936	4	3	NO	LICENSED_DY_CLOSE	TRANSFERx1>PREPAREx1>TRANSFERx1	3	SOLK:1;K:1;CPH:1	Entnahmestelle oder bezeichnetes Teil;Sollmaß;Portion	NONE	kurz;länger	An der gezeigten Bad- oder Arbeitsstation stehen 3 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× auffangen, 1× zugeben, 1× umleiten. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil, Sollmaß, Portion. Die notierten Wirkstufen sind kurz, länger. Danach wird der Arbeitsschritt geschlossen.
P915-C141	f81v	BIOLOGICAL	P912-E0937	P912-E0937	1	1	NO	LICENSED_DY_CLOSE	CONTEXTx1	1	NONE	NONE	NONE	NONE	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind nur Bezug und Weiterführung. Danach wird der Arbeitsschritt geschlossen.
P915-C142	f81v	BIOLOGICAL	P912-E0938	P912-E0945	8	4	NO	LICENSED_DY_CLOSE	PREPAREx2>SELECTx1>CONTEXTx1	3	K:1;OK:1;CH:1	Entnahmestelle oder bezeichnetes Teil;Ansatz;Sollmaß	Durchlass	kurz;länger	An der gezeigten Bad- oder Arbeitsstation stehen 4 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× zugeben, 1× ansetzen, 1× entnehmen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil, Ansatz, Sollmaß. Der Gang führt über Durchlass. Die notierten Wirkstufen sind kurz, länger. Danach wird der Arbeitsschritt geschlossen.
P915-C143	f81v	BIOLOGICAL	P912-E0946	P912-E0949	4	4	NO	LICENSED_DY_CLOSE	PREPAREx1>CONDITIONx1>EXECUTEx1>PREPAREx1	4	P:2;SH:2;T:1;O:1;OK:1	Entnahmestelle oder bezeichnetes Teil	NONE	länger	An der gezeigten Bad- oder Arbeitsstation stehen 4 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 2× einsetzen, 2× halten, 1× einstellen, 1× ausführen, 1× ansetzen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil. Die notierten Wirkstufen sind länger. Danach wird der Arbeitsschritt geschlossen.
P915-C144	f81v	BIOLOGICAL	P912-E0950	P912-E0950	1	1	NO	LICENSED_DY_CLOSE	CONTEXTx1	1	NONE	NONE	NONE	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind nur Bezug und Weiterführung. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
P915-C145	f81v	BIOLOGICAL	P912-E0951	P912-E0951	1	1	NO	LICENSED_DY_CLOSE	PREPAREx1	1	OK:1;SH:1	NONE	NONE	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen, 1× halten. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
P915-C146	f81v	BIOLOGICAL	P912-E0952	P912-E0968	17	13	YES	LICENSED_DY_CLOSE	CONDITIONx1>PREPAREx7>SELECTx1>PREPAREx1>CONDITIONx1>TRANSFERx1>CONDITIONx1	7	OK:5;K:3;SH:2;CH:1;CHD:1;SHED:1	Entnahmestelle oder bezeichnetes Teil	weiterer Lauf	kurz;länger	An der gezeigten Bad- oder Arbeitsstation stehen 13 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 5× ansetzen, 3× zugeben, 2× halten, 1× entnehmen, 1× umsetzen, 1× absetzen. Als Einsatzgrößen erscheinen Entnahmestelle oder bezeichnetes Teil. Der Gang führt über weiterer Lauf. Die notierten Wirkstufen sind kurz, länger. Danach wird der Arbeitsschritt geschlossen.
P915-C147	f81v	BIOLOGICAL	P912-E0969	P912-E0969	1	1	NO	LICENSED_DY_CLOSE	PREPAREx1	1	OK:1	NONE	NONE	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× ansetzen. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
P915-C148	f81v	BIOLOGICAL	P912-E0970	P912-E0970	1	1	NO	LICENSED_DY_CLOSE	EXECUTEx1	1	T:1	NONE	NONE	kurz	An der gezeigten Bad- oder Arbeitsstation stehen 1 Arbeitszüge in einer zusammenhängenden Klausel. Die wiederkehrenden Handlungen sind 1× einstellen. Die notierten Wirkstufen sind kurz. Danach wird der Arbeitsschritt geschlossen.
