event_id	page	record	statement_id	observed_surface	card_no	component_parse	semantic_source	semantic_value_de	local_action_de	card_roundtrip	surface_roundtrip	complete
E294	f83r	B3	B3-S028	qokedy	PROC067	OK+E+DY	GENERATE_FROM_COMPONENTS_AND_FRAME	den laufenden Posten kurz ansetzen; Schritt schließen	einwirken lassen	YES	YES	YES
E295	f83r	B3	B3-S029	sol	PROC013	OL	GENERATE_FROM_COMPONENTS_AND_FRAME	fortsetzen	NON_ACTION_CONTRIBUTION	YES	YES	YES
E296	f83r	B3	B3-S029	cheeety	PROC149	EEE+T+Y	GENERATE_FROM_COMPONENTS_AND_FRAME	diesen Posten vollständig eintragen	eintragen	YES	YES	YES
E297	f83r	B3	B3-S029	qokedy	PROC067	OK+E+DY	GENERATE_FROM_COMPONENTS_AND_FRAME	den laufenden Posten kurz ansetzen; Schritt schließen	einwirken lassen	YES	YES	YES
E298	f83r	B3	B3-S030	qoky	PROC008	OK+Y	GENERATE_FROM_COMPONENTS_AND_FRAME	den aktuellen Posten in Einsatz bringen	einsetzen	YES	YES	YES
E299	f83r	B3	B3-S030	saiin	PROC009	AIIN	GENERATE_FROM_COMPONENTS_AND_FRAME	vorgeschriebenes Maß	NON_ACTION_CONTRIBUTION	YES	YES	YES
E300	f83r	B3	B3-S030	schedair	PROC150	CHD+AIR	GENERATE_FROM_COMPONENTS_AND_FRAME	den laufenden Posten durch laufender Bestand umsetzen	durchleiten	YES	YES	YES
E301	f83r	B3	B3-S030	otchedy	PROC145	OT+CHD+DY	GENERATE_FROM_COMPONENTS_AND_FRAME	danach den laufenden Posten umsetzen; Schritt schließen	überführen	YES	YES	YES
E302	f83r	B3	B3-S031	qokeedy	PROC100	OK+EE+DY	GENERATE_FROM_COMPONENTS_AND_FRAME	den laufenden Posten länger ansetzen; Schritt schließen	einwirken lassen	YES	YES	YES
E303	f83r	B3	B3-S032	chedain	PROC151	CHD+AIN	GENERATE_FROM_COMPONENTS_AND_FRAME	den laufenden Posten nach Portion umsetzen	abmessen und umsetzen	YES	YES	YES
E304	f83r	B3	B3-S032	chedy	PROC042	CHD+Y	GENERATE_FROM_COMPONENTS_AND_FRAME	den aktuellen Posten umsetzen	abmessen und umsetzen	YES	YES	YES
E305	f83r	B3	B3-S032	qotedaiin	PROC152	OT+E+AIIN	GENERATE_FROM_COMPONENTS_AND_FRAME	danach · kurz · vorgeschriebenes Maß	NON_ACTION_CONTRIBUTION	YES	YES	YES
E306	f83r	B3	B3-S032	otaiin	PROC112	OT+AIIN	GENERATE_FROM_COMPONENTS_AND_FRAME	danach · vorgeschriebenes Maß	NON_ACTION_CONTRIBUTION	YES	YES	YES
E307	f83r	B3	B3-S032	otedy	PROC135	OT+E+DY	GENERATE_FROM_COMPONENTS_AND_FRAME	danach · kurz; Schritt schließen	NON_ACTION_CONTRIBUTION	YES	YES	YES
E308	f83r	B3	B3-S033	ldy	PROC108	L+DY	GENERATE_FROM_COMPONENTS_AND_FRAME	den laufenden Posten führen; Schritt schließen	abführen	YES	YES	YES
E309	f83r	B3	B3-S034	soiiin	PROC097	O+IIN	GENERATE_FROM_COMPONENTS_AND_FRAME	Arbeitsgang · Sollstufe	NON_ACTION_CONTRIBUTION	YES	YES	YES
E310	f83r	B3	B3-S034	checthy	PROC014	CTH+Y	GENERATE_FROM_COMPONENTS_AND_FRAME	bereit · dieser Posten	NON_ACTION_CONTRIBUTION	YES	YES	YES
E311	f83r	B3	B3-S034	chety	PROC004	T+Y	GENERATE_FROM_COMPONENTS_AND_FRAME	den aktuellen Posten eintragen	eintragen	YES	YES	YES
E312	f83r	B3	B3-S034	otaiin	PROC112	OT+AIIN	GENERATE_FROM_COMPONENTS_AND_FRAME	danach · vorgeschriebenes Maß	NON_ACTION_CONTRIBUTION	YES	YES	YES
E313	f83r	B3	B3-S034	olsaly	PROC153	OL+AL+Y	GENERATE_FROM_COMPONENTS_AND_FRAME	fortsetzen · bezeichnete Stelle · dieser Posten	NON_ACTION_CONTRIBUTION	YES	YES	YES
E314	f83r	B3	B3-S034	shedy	PROC078	SHED+DY	GENERATE_FROM_COMPONENTS_AND_FRAME	absetzen und den Schritt schließen	ablagern	YES	YES	YES
E315	f83r	B4	B4-S001	qokeedy	PROC100	OK+EE+DY	GENERATE_FROM_COMPONENTS_AND_FRAME	den laufenden Posten länger ansetzen; Schritt schließen	einwirken lassen	YES	YES	YES
E316	f83r	B4	B4-S002	qolchey	PROC154	OL+Y	GENERATE_FROM_COMPONENTS_AND_FRAME	fortsetzen · dieser Posten	NON_ACTION_CONTRIBUTION	YES	YES	YES
E317	f83r	B4	B4-S002	qokeey	PROC092	OK+EE+Y	GENERATE_FROM_COMPONENTS_AND_FRAME	den aktuellen Posten länger in Einsatz halten	wirken lassen	YES	YES	YES
E318	f83r	B4	B4-S002	qokedy	PROC067	OK+E+DY	GENERATE_FROM_COMPONENTS_AND_FRAME	den laufenden Posten kurz ansetzen; Schritt schließen	einwirken lassen	YES	YES	YES
E319	f83r	B4	B4-S003	chedy	PROC042	CHD+Y	GENERATE_FROM_COMPONENTS_AND_FRAME	den aktuellen Posten umsetzen	umsetzen	YES	YES	YES
E320	f83r	B4	B4-S003	otal	PROC131	OT+AL	GENERATE_FROM_COMPONENTS_AND_FRAME	danach · bezeichnete Stelle	NON_ACTION_CONTRIBUTION	YES	YES	YES
E321	f83r	B4	B4-S003	otchey	PROC065	OT+Y	GENERATE_FROM_COMPONENTS_AND_FRAME	danach · dieser Posten	NON_ACTION_CONTRIBUTION	YES	YES	YES
E322	f83r	B4	B4-S003	qokeey	PROC092	OK+EE+Y	GENERATE_FROM_COMPONENTS_AND_FRAME	den aktuellen Posten länger in Einsatz halten	anlegen	YES	YES	YES
E323	f83r	B4	B4-S003	qoky	PROC008	OK+Y	GENERATE_FROM_COMPONENTS_AND_FRAME	den aktuellen Posten in Einsatz bringen	einsetzen	YES	YES	YES
E324	f83r	B4	B4-S003	tol	PROC013	OL	GENERATE_FROM_COMPONENTS_AND_FRAME	fortsetzen	NON_ACTION_CONTRIBUTION	YES	YES	YES
E325	f83r	B4	B4-S003	shedy	PROC078	SHED+DY	GENERATE_FROM_COMPONENTS_AND_FRAME	absetzen und den Schritt schließen	absetzen lassen	YES	YES	YES
E326	f83r	B4	B4-S004	qokylddy	PROC155	OK+Y+LD+DY	LEARN_SPECIALIST_VALUE_OR_INNER_ATOM	diesen Posten ansetzen und befestigen; Schritt schließen	einsetzen + festbinden	YES	YES	YES
E327	f83r	B4	B4-S005	dain	PROC156	AIN	GENERATE_FROM_COMPONENTS_AND_FRAME	Portion	NON_ACTION_CONTRIBUTION	YES	YES	YES
E328	f83r	B4	B4-S005	chedy	PROC042	CHD+Y	GENERATE_FROM_COMPONENTS_AND_FRAME	den aktuellen Posten umsetzen	abmessen und umsetzen	YES	YES	YES
E329	f83r	B4	B4-S005	qokeedy	PROC100	OK+EE+DY	GENERATE_FROM_COMPONENTS_AND_FRAME	den laufenden Posten länger ansetzen; Schritt schließen	einwirken lassen	YES	YES	YES
E330	f83r	B4	B4-S006	shckhedy	PROC099	SH+CKH+E+DY	GENERATE_FROM_COMPONENTS_AND_FRAME	den laufenden Posten durch Durchlass kurz halten; Schritt schließen	zurückhalten	YES	YES	YES
E331	f83r	B4	B4-S007	shckhedy	PROC099	SH+CKH+E+DY	GENERATE_FROM_COMPONENTS_AND_FRAME	den laufenden Posten durch Durchlass kurz halten; Schritt schließen	zurückhalten	YES	YES	YES
E332	f83r	B4	B4-S008	saiin	PROC009	AIIN	GENERATE_FROM_COMPONENTS_AND_FRAME	vorgeschriebenes Maß	NON_ACTION_CONTRIBUTION	YES	YES	YES
E333	f83r	B4	B4-S008	cheeky	PROC046	CHK+EE+Y	GENERATE_FROM_COMPONENTS_AND_FRAME	den aktuellen Posten länger wärmen	warm halten	YES	YES	YES
E334	f83r	B4	B4-S008	sheey	PROC157	SH+EE+Y	GENERATE_FROM_COMPONENTS_AND_FRAME	diesen Posten länger halten	halten	YES	YES	YES
E335	f83r	B4	B4-S008	qokedy	PROC067	OK+E+DY	GENERATE_FROM_COMPONENTS_AND_FRAME	den laufenden Posten kurz ansetzen; Schritt schließen	einwirken lassen	YES	YES	YES
E336	f83r	B4	B4-S009	shedy	PROC078	SHED+DY	GENERATE_FROM_COMPONENTS_AND_FRAME	absetzen und den Schritt schließen	absetzen lassen	YES	YES	YES
E337	f83r	B4	B4-S010	oldy	PROC047	OL+DY	GENERATE_FROM_COMPONENTS_AND_FRAME	fortsetzen; Schritt schließen	NON_ACTION_CONTRIBUTION	YES	YES	YES
E338	f83r	B4	B4-S011	saiin	PROC009	AIIN	GENERATE_FROM_COMPONENTS_AND_FRAME	vorgeschriebenes Maß	NON_ACTION_CONTRIBUTION	YES	YES	YES
E339	f83r	B4	B4-S011	cheky	PROC083	CHK+E+Y	GENERATE_FROM_COMPONENTS_AND_FRAME	diesen Posten kurz wärmen	warm halten	YES	YES	YES
E340	f83r	B4	B4-S011	okeeol	PROC158	OK+EE+OL	GENERATE_FROM_COMPONENTS_AND_FRAME	fortsetzen den laufenden Posten länger ansetzen	wirken lassen	YES	YES	YES
E341	f83r	B4	B4-S011	okain	PROC080	OK+AIN	GENERATE_FROM_COMPONENTS_AND_FRAME	den laufenden Posten nach Portion ansetzen	einsetzen	YES	YES	YES
E342	f83r	B4	B4-S011	chdy	PROC042	CHD+Y	GENERATE_FROM_COMPONENTS_AND_FRAME	den aktuellen Posten umsetzen	umsetzen	YES	YES	YES
E343	f83r	B4	B4-S011	sol	PROC013	OL	GENERATE_FROM_COMPONENTS_AND_FRAME	fortsetzen	NON_ACTION_CONTRIBUTION	YES	YES	YES
E344	f83r	B4	B4-S011	lkedy	PROC159	L+K+E+DY	GENERATE_FROM_COMPONENTS_AND_FRAME	den laufenden Posten kurz führen und zuführen; Schritt schließen	abführen + zugeben	YES	YES	YES
E345	f83r	B4	B4-S012	lchedy	PROC120	L+CHD+DY	GENERATE_FROM_COMPONENTS_AND_FRAME	weiterleiten, überführen und den Schritt schließen	abführen + überführen	YES	YES	YES
E346	f83r	B4	B4-S013	qokol	PROC160	OK+OL	GENERATE_FROM_COMPONENTS_AND_FRAME	fortsetzen den laufenden Posten ansetzen	einsetzen	YES	YES	YES
E347	f83r	B4	B4-S013	shedy	PROC078	SHED+DY	GENERATE_FROM_COMPONENTS_AND_FRAME	absetzen und den Schritt schließen	absetzen lassen	YES	YES	YES
E348	f83r	B4	B4-S014	or	PROC016	OR	GENERATE_FROM_COMPONENTS_AND_FRAME	Ansatz	NON_ACTION_CONTRIBUTION	YES	YES	YES
E349	f83r	B4	B4-S014	chey	PROC019	Y	GENERATE_FROM_COMPONENTS_AND_FRAME	dieser Posten	NON_ACTION_CONTRIBUTION	YES	YES	YES
E350	f83r	B4	B4-S014	qockhey	PROC161	O+CKH+E+Y	GENERATE_FROM_COMPONENTS_AND_FRAME	Arbeitsgang · Durchlass · kurz · dieser Posten	NON_ACTION_CONTRIBUTION	YES	YES	YES
E351	f83r	B4	B4-S014	dairydy	PROC162	AIR+Y+DY	GENERATE_FROM_COMPONENTS_AND_FRAME	laufender Bestand · dieser Posten; Schritt schließen	NON_ACTION_CONTRIBUTION	YES	YES	YES
E352	f83r	B4	B4-S015	qokain	PROC080	OK+AIN	GENERATE_FROM_COMPONENTS_AND_FRAME	den laufenden Posten nach Portion ansetzen	einsetzen	YES	YES	YES
E353	f83r	B4	B4-S015	shey	PROC031	SH+EE+Y	GENERATE_FROM_COMPONENTS_AND_FRAME	diesen Posten länger halten	halten	YES	YES	YES
E354	f83r	B4	B4-S015	kain	PROC069	K+AIN	GENERATE_FROM_COMPONENTS_AND_FRAME	den laufenden Posten nach Portion zuführen	dosiert zugeben	YES	YES	YES
E355	f83r	B4	B4-S015	chckhal	PROC163	CH+CKH+AL	GENERATE_FROM_COMPONENTS_AND_FRAME	den laufenden Posten an bezeichnete Stelle durch Durchlass abziehen	ablaufen lassen	YES	YES	YES
E356	f83r	B4	B4-S015	solkey	PROC164	SOLK+E+Y	GENERATE_FROM_COMPONENTS_AND_FRAME	diesen Posten kurz auffangen	auffangen	YES	YES	YES
E357	f83r	B4	B4-S015	lchedy	PROC120	L+CHD+DY	GENERATE_FROM_COMPONENTS_AND_FRAME	weiterleiten, überführen und den Schritt schließen	abführen + überführen	YES	YES	YES
E358	f83r	B4	B4-S016	qolkain	PROC070	OL+K+AIN	GENERATE_FROM_COMPONENTS_AND_FRAME	fortsetzen den laufenden Posten nach Portion zuführen	dosiert zugeben	YES	YES	YES
E359	f83r	B4	B4-S016	dal	PROC055	AL	GENERATE_FROM_COMPONENTS_AND_FRAME	bezeichnete Stelle	NON_ACTION_CONTRIBUTION	YES	YES	YES
E360	f83r	B4	B4-S016	skar	PROC165	K+AR	GENERATE_FROM_COMPONENTS_AND_FRAME	den laufenden Posten von dort zuführen	zuführen	YES	YES	YES
E361	f83r	B4	B4-S016	shedy	PROC078	SHED+DY	GENERATE_FROM_COMPONENTS_AND_FRAME	absetzen und den Schritt schließen	absetzen lassen	YES	YES	YES
E362	f83r	B5	B5-S001	otchdy	PROC166	OT+CHD+DY	GENERATE_FROM_COMPONENTS_AND_FRAME	danach den laufenden Posten umsetzen; Schritt schließen	überführen	YES	YES	YES
E363	f83r	B5	B5-S002	qokchdy	PROC082	OK+CHD+DY	GENERATE_FROM_COMPONENTS_AND_FRAME	den laufenden Posten ansetzen und umsetzen; Schritt schließen	einsetzen + überführen	YES	YES	YES
E364	f83r	B5	B5-S003	shedal	PROC142	SHED+AL	GENERATE_FROM_COMPONENTS_AND_FRAME	den laufenden Posten an bezeichnete Stelle absetzen	ablagern	YES	YES	YES
E365	f83r	B5	B5-S003	dal	PROC055	AL	GENERATE_FROM_COMPONENTS_AND_FRAME	bezeichnete Stelle	NON_ACTION_CONTRIBUTION	YES	YES	YES
E366	f83r	B5	B5-S003	cheol	PROC013	OL	GENERATE_FROM_COMPONENTS_AND_FRAME	fortsetzen	NON_ACTION_CONTRIBUTION	YES	YES	YES
E367	f83r	B5	B5-S003	lol	PROC167	L+OL	GENERATE_FROM_COMPONENTS_AND_FRAME	fortsetzen den laufenden Posten führen	hinleiten	YES	YES	YES
E368	f83r	B5	B5-S003	chdal	PROC168	CHD+AL	GENERATE_FROM_COMPONENTS_AND_FRAME	den laufenden Posten an bezeichnete Stelle umsetzen	umfüllen	YES	YES	YES
E369	f83r	B5	B5-S003	aiin	PROC009	AIIN	GENERATE_FROM_COMPONENTS_AND_FRAME	vorgeschriebenes Maß	NON_ACTION_CONTRIBUTION	YES	YES	YES
E370	f83r	B5	B5-S003	sol	PROC013	OL	GENERATE_FROM_COMPONENTS_AND_FRAME	fortsetzen	NON_ACTION_CONTRIBUTION	YES	YES	YES
E371	f83r	B5	B5-S003	daiiin	PROC169	DA+IIN	LEARN_SPECIALIST_VALUE_OR_INNER_ATOM	zweite · Sollstufe	NON_ACTION_CONTRIBUTION	YES	YES	YES
E372	f83r	B5	B5-S003	chedy	PROC042	CHD+Y	GENERATE_FROM_COMPONENTS_AND_FRAME	den aktuellen Posten umsetzen	abmessen und umsetzen	YES	YES	YES
E373	f83r	B6	B6-S001	solkeey	PROC170	SOLK+EE+Y	GENERATE_FROM_COMPONENTS_AND_FRAME	diesen Posten länger auffangen	auffangen	YES	YES	YES
E374	f83r	B6	B6-S001	qekey	PROC171	E+K+E+Y	GENERATE_FROM_COMPONENTS_AND_FRAME	diesen Posten kurz kurz zuführen	zugeben	YES	YES	YES
E375	f83r	B6	B6-S001	raly	PROC172	R+AL+Y	GENERATE_FROM_COMPONENTS_AND_FRAME	diesen Posten an bezeichnete Stelle abkühlen	abkühlen lassen	YES	YES	YES
E376	f83r	B6	B6-S001	ol	PROC013	OL	GENERATE_FROM_COMPONENTS_AND_FRAME	fortsetzen	NON_ACTION_CONTRIBUTION	YES	YES	YES
E377	f83r	B6	B6-S001	daiin	PROC009	AIIN	GENERATE_FROM_COMPONENTS_AND_FRAME	vorgeschriebenes Maß	NON_ACTION_CONTRIBUTION	YES	YES	YES
E378	f83r	B6	B6-S001	ol	PROC013	OL	GENERATE_FROM_COMPONENTS_AND_FRAME	fortsetzen	NON_ACTION_CONTRIBUTION	YES	YES	YES
E379	f83r	B6	B6-S001	dain	PROC156	AIN	GENERATE_FROM_COMPONENTS_AND_FRAME	Portion	NON_ACTION_CONTRIBUTION	YES	YES	YES
E380	f83r	B6	B6-S001	chey	PROC019	Y	GENERATE_FROM_COMPONENTS_AND_FRAME	dieser Posten	NON_ACTION_CONTRIBUTION	YES	YES	YES
E381	f83r	B6	B6-S001	ldalor	PROC173	L+AL+OR	GENERATE_FROM_COMPONENTS_AND_FRAME	den Ansatz an bezeichnete Stelle führen	hinleiten	YES	YES	YES
