gdt755_occurrence_id	surface	page	locus	token_ordinal	line_position	field_channel	boundary_complete	selected_role_axes	historical_expression	working_candidate_de	working_confidence	spoken_candidate_render_de	written_line_eva	candidate_hybrid_line_de	unmapped_tokens_preserved_as_eva	candidate_layer_not_plaintext	literal_identity	confirmed_lexeme	component_export_credit
G755-O0130	lky	f76v	f76v.19	11	LAST	DESCRIPTIVE_MATERIA	0	HOT	calidum	heiß oder warm	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: heiß oder warm	or as sheey otar shedy otchedy checkhey olchedy checkhy checkhy lky	<or> <as> <sheey> <otar> <shedy> <otchedy> <checkhey> <olchedy> <checkhy> <checkhy> [heiß oder warm]	1	1	OPEN	0	0
G755-O0131	chees	f76v	f76v.21	5	MIDDLE	PRESCRIPTIVE_RECIPE	1	DRY|END_STAGE|MATERIAL|PREPARATION|PROCESS	siccum	vollständig getrocknet	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: vollständig getrocknet	cthedy oteol chdar chckhy chees salkchdy chey lcheedy lchedy qoteedy	<cthedy> <oteol> <chdar> <chckhy> [vollständig getrocknet] <salkchdy> <chey> <lcheedy> <lchedy> <qoteedy>	1	1	OPEN	0	0
G755-O0132	opchedy	f76v	f76v.25	7	MIDDLE	QUANTITY_OR_PART	1	DRY|MATERIAL|PREPARATION|PROCESS|CLOSE	sicca	trockne	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: trockne	psheoldy opalshedy qokshedy qokedy dor shey opchedy dal so fcham	<psheoldy> <opalshedy> <qokshedy> <qokedy> <dor> <shey> [trockne] <dal> <so> <fcham>	1	1	OPEN	0	0
G755-O0133	chees	f76v	f76v.30	4	MIDDLE	DESCRIPTIVE_QUALITY	1	DRY|END_STAGE|MATERIAL|PREPARATION|PROCESS	siccum	vollständig getrocknet	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: vollständig getrocknet	tchedy lshees aiin chees tchy rshed chkaiin sheky shtal cheedy lsan	<tchedy> <lshees> <aiin> [vollständig getrocknet] <tchy> <rshed> <chkaiin> <sheky> <shtal> <cheedy> <lsan>	1	1	OPEN	0	0
G755-O0134	chees	f76v	f76v.37	3	MIDDLE	DESCRIPTIVE_QUALITY	0	DRY|END_STAGE|MATERIAL|PREPARATION|PROCESS	siccum	vollständig getrocknet	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: vollständig getrocknet	qoeedy lchedy chees ol oiiin chchky shekeey qokey qoky saiin sy	<qoeedy> <lchedy> [vollständig getrocknet] <ol> <oiiin> <chchky> <shekeey> <qokey> <qoky> <saiin> <sy>	1	1	OPEN	0	0
G755-O0135	qopchedy	f77r	f77r.9	5	MIDDLE	PRESCRIPTIVE_RECIPE	1	DRY|MIDDLE_STAGE|MATERIAL|PREPARATION|PROCESS|CLOSE	usque ad mediam partem	bis zur Hälfte trocknen	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: bis zur Hälfte trocknen	poldarais ol qokol chey qopchedy qopchedy dylches olkedy loly	<poldarais> <ol> <qokol> <chey> [bis zur Hälfte trocknen] [bis zur Hälfte trocknen] <dylches> <olkedy> <loly>	1	1	OPEN	0	0
G755-O0136	qopchedy	f77r	f77r.9	6	MIDDLE	PRESCRIPTIVE_RECIPE	1	DRY|MIDDLE_STAGE|MATERIAL|PREPARATION|PROCESS|CLOSE	usque ad mediam partem	bis zur Hälfte trocknen	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: bis zur Hälfte trocknen	poldarais ol qokol chey qopchedy qopchedy dylches olkedy loly	<poldarais> <ol> <qokol> <chey> [bis zur Hälfte trocknen] [bis zur Hälfte trocknen] <dylches> <olkedy> <loly>	1	1	OPEN	0	0
G755-O0137	chees	f77r	f77r.18	7	MIDDLE	DESCRIPTIVE_MATERIA	1	DRY|END_STAGE|MATERIAL|PREPARATION|PROCESS	siccum	vollständig getrocknet	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: vollständig getrocknet	daiin cheedy lshey qo l or chees sheckhedy qol cheedy qotaiin	<daiin> <cheedy> <lshey> <qo> <l> <or> [vollständig getrocknet] <sheckhedy> <qol> <cheedy> <qotaiin>	1	1	OPEN	0	0
G755-O0138	olchedy	f77v	f77v.9	5	MIDDLE	DESCRIPTIVE_QUALITY	0	DRY|MATERIAL|PREPARATION|PROCESS|CLOSE	siccum	getrocknet	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: getrocknet	dcheol kshey qolchshy cheol olchedy ol chs ol sheedy qokedy chedy	<dcheol> <kshey> <qolchshy> <cheol> [getrocknet] <ol> <chs> <ol> <sheedy> <qokedy> <chedy>	1	1	OPEN	0	0
G755-O0139	olchedy	f77v	f77v.17	1	FIRST	DESCRIPTIVE_QUALITY	0	DRY|MATERIAL|PREPARATION|PROCESS|CLOSE	siccum	getrocknet	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: getrocknet	olchedy qol shedy qokchedy qokeey daiin olol	[getrocknet] <qol> <shedy> <qokchedy> <qokeey> <daiin> <olol>	1	1	OPEN	0	0
G755-O0140	chees	f77v	f77v.23	2	MIDDLE	DESCRIPTIVE_MATERIA	0	DRY|END_STAGE|MATERIAL|PREPARATION|PROCESS	siccum	vollständig getrocknet	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: vollständig getrocknet	qokal chees ol shedy doraiin ol qoky ches ol dal	<qokal> [vollständig getrocknet] <ol> <shedy> <doraiin> <ol> <qoky> <ches> <ol> <dal>	1	1	OPEN	0	0
G755-O0141	lkaiin	f77v	f77v.41	3	MIDDLE	OPEN	1	HOT|LEVEL_III	calide in tertio gradu	heiß im dritten Grad	C2_STRONG_EXPLORATORY	Arbeitshypothese: heiß im dritten Grad	chedy lchedy lkaiin dy qokal dar chdain ldchey ol raiin oldy	<chedy> <lchedy> [heiß im dritten Grad] <dy> <qokal> <dar> <chdain> <ldchey> <ol> <raiin> <oldy>	1	1	OPEN	0	0
G755-O0142	qopchedy	f78r	f78r.3	3	MIDDLE	PRESCRIPTIVE_PROCESS	1	DRY|MIDDLE_STAGE|MATERIAL|PREPARATION|PROCESS|CLOSE	usque ad mediam partem	bis zur Hälfte trocknen	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: bis zur Hälfte trocknen	tshedor shedy qopchedy qokedy dy qokol oky	<tshedor> <shedy> [bis zur Hälfte trocknen] <qokedy> <dy> <qokol> <oky>	1	1	OPEN	0	0
G755-O0143	ykedy	f78r	f78r.8	6	MIDDLE	DESCRIPTIVE_QUALITY	0	HOT|MIDDLE_STAGE|CLOSE|PASS	custodiatur	warm halten oder aufbewahren	C0_FORCED_DEFAULT	Arbeitshypothese: warm halten oder aufbewahren	dshedy qokedy okar qokedy shedy ykedy shedy qoky	<dshedy> <qokedy> <okar> <qokedy> <shedy> [warm halten oder aufbewahren] <shedy> <qoky>	1	1	OPEN	0	0
G755-O0144	olchedy	f78r	f78r.31	7	MIDDLE	MATERIA_OR_INGREDIENT	0	DRY|MATERIAL|PREPARATION|PROCESS|CLOSE	siccum	getrocknet	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: getrocknet	solkeedy sheckhy qokedy otal shedy otar olchedy cthdy	<solkeedy> <sheckhy> <qokedy> <otal> <shedy> <otar> [getrocknet] <cthdy>	1	1	OPEN	0	0
G755-O0145	olchedy	f78v	f78v.5	11	LAST	DESCRIPTIVE_QUALITY	0	DRY|MATERIAL|PREPARATION|PROCESS|CLOSE	siccum	getrocknet	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: getrocknet	qor olkeey olkain ol chsey ol cheeky dar okal dal olchedy	<qor> <olkeey> <olkain> <ol> <chsey> <ol> <cheeky> <dar> <okal> <dal> [getrocknet]	1	1	OPEN	0	0
G755-O0146	opchedy	f78v	f78v.10	9	LAST	OPEN	1	DRY|MATERIAL|PREPARATION|PROCESS|CLOSE	sicca	trockne	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: trockne	dshedy qokedy or shedy pchedy qoke dy okedy opchedy	<dshedy> <qokedy> <or> <shedy> <pchedy> <qoke> <dy> <okedy> [trockne]	1	1	OPEN	0	0
G755-O0147	otaly	f78v	f78v.12	5	MIDDLE	DESCRIPTIVE_MATERIA	1	COLD|BEGIN_STAGE|LEVEL_I|MATERIAL|PREPARATION|CLOSE	frigida in primo gradu	kalt im ersten Grad	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: kalt im ersten Grad	sheor ol qokaiin shckhy otaly qolsheey qokal sain	<sheor> <ol> <qokaiin> <shckhy> [kalt im ersten Grad] <qolsheey> <qokal> <sain>	1	1	OPEN	0	0
G755-O0148	orain	f78v	f78v.19	7	LAST	OPEN	1	LEVEL_II|PART	ii partes	zwei Teile	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: zwei Teile	lchedy ol chedar shedy lor shedaldy orain	<lchedy> <ol> <chedar> <shedy> <lor> <shedaldy> [zwei Teile]	1	1	OPEN	0	0
G755-O0149	opchedy	f78v	f78v.20	2	MIDDLE	OPEN	1	DRY|MATERIAL|PREPARATION|PROCESS|CLOSE	sicca	trockne	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: trockne	qofcheol opchedy qokain op chedy lchey cphar ol okalor	<qofcheol> [trockne] <qokain> <op> <chedy> <lchey> <cphar> <ol> <okalor>	1	1	OPEN	0	0
G755-O0150	air	f79r	f79r.17	5	MIDDLE	QUANTITY_OR_PART	0	LEVEL_II|PART	parte	zweiter Teil oder Abschnitt	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: zweiter Teil oder Abschnitt	qokaiin shy lsheey ls air or aror otaiin ches olol ol	<qokaiin> <shy> <lsheey> <ls> [zweiter Teil oder Abschnitt] <or> <aror> <otaiin> <ches> <olol> <ol>	1	1	OPEN	0	0
G755-O0151	opchedy	f79r	f79r.26	6	MIDDLE	DESCRIPTIVE_QUALITY	1	DRY|MATERIAL|PREPARATION|PROCESS|CLOSE	sicca	trockne	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: trockne	polaiin olteedy qotchey dykeedy qokchdy opchedy shol ory	<polaiin> <olteedy> <qotchey> <dykeedy> <qokchdy> [trockne] <shol> <ory>	1	1	OPEN	0	0
G755-O0152	opchedy	f79v	f79v.10	6	MIDDLE	DESCRIPTIVE_QUALITY	1	DRY|MATERIAL|PREPARATION|PROCESS|CLOSE	sicca	trockne	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: trockne	pchedy lsheckhedy qokeey qokaiin olky opchedy pchedy	<pchedy> <lsheckhedy> <qokeey> <qokaiin> <olky> [trockne] <pchedy>	1	1	OPEN	0	0
G755-O0153	orain	f79v	f79v.21	5	MIDDLE	QUANTITY_OR_PART	1	LEVEL_II|PART	ii partes	zwei Teile	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: zwei Teile	dshey qokal sheedy sheky orain otshdy dain cther aror	<dshey> <qokal> <sheedy> <sheky> [zwei Teile] <otshdy> <dain> <cther> <aror>	1	1	OPEN	0	0
G755-O0154	orain	f79v	f79v.41	9	LAST	OPEN	1	LEVEL_II|PART	ii partes	zwei Teile	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: zwei Teile	yshedy qokeey okain ol keey daldy chedy raiin orain	<yshedy> <qokeey> <okain> <ol> <keey> <daldy> <chedy> <raiin> [zwei Teile]	1	1	OPEN	0	0
G755-O0155	lky	f80r	f80r.14	3	MIDDLE	DESCRIPTIVE_MATERIA	0	HOT	calidum	heiß oder warm	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: heiß oder warm	solkain shl lky chcthy qokain qotchy qotal dy chckhy lchey qotar otal	<solkain> <shl> [heiß oder warm] <chcthy> <qokain> <qotchy> <qotal> <dy> <chckhy> <lchey> <qotar> <otal>	1	1	OPEN	0	0
G755-O0156	qockhey	f80r	f80r.34	6	MIDDLE	OPEN	1	BEGIN_STAGE|MIDDLE_STAGE|MATERIAL|PREPARATION|PROCESS|CLOSE	misce	mische	C0_FORCED_DEFAULT	Arbeitshypothese: mische	ey rcheky shepchedy qokar ol qockhey olchey qokedy koroiin y	<ey> <rcheky> <shepchedy> <qokar> <ol> [mische] <olchey> <qokedy> <koroiin> <y>	1	1	OPEN	0	0
G755-O0157	opchedy	f80r	f80r.38	9	MIDDLE	DESCRIPTIVE_MATERIA	0	DRY|MATERIAL|PREPARATION|PROCESS|CLOSE	sicca	trockne	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: trockne	sor olky qoty ty tor sheyky t otol opchedy qokain sheky qokain ol	<sor> <olky> <qoty> <ty> <tor> <sheyky> <t> <otol> [trockne] <qokain> <sheky> <qokain> <ol>	1	1	OPEN	0	0
G755-O0158	otaly	f80r	f80r.51	7	MIDDLE	OPEN	0	COLD|BEGIN_STAGE|LEVEL_I|MATERIAL|PREPARATION|CLOSE	frigida in primo gradu	kalt im ersten Grad	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: kalt im ersten Grad	talkl ol s al cheoly daiin otaly otain chey lkain olom	<talkl> <ol> <s> <al> <cheoly> <daiin> [kalt im ersten Grad] <otain> <chey> <lkain> <olom>	1	1	OPEN	0	0
G755-O0159	lkaiin	f80r	f80r.52	5	MIDDLE	OPEN	0	HOT|LEVEL_III	calide in tertio gradu	heiß im dritten Grad	C2_STRONG_EXPLORATORY	Arbeitshypothese: heiß im dritten Grad	sol tl shey qoklcheey lkaiin ol olor aiin y daiin cheol kain	<sol> <tl> <shey> <qoklcheey> [heiß im dritten Grad] <ol> <olor> <aiin> <y> <daiin> <cheol> <kain>	1	1	OPEN	0	0
G755-O0160	qolchedy	f80v	f80v.3	2	MIDDLE	OPEN	0	DRY|MIDDLE_STAGE|PROCESS|CLOSE	usque ad mediam partem	bis zur Hälfte trocknen	C0_FORCED_DEFAULT	Arbeitshypothese: bis zur Hälfte trocknen	schedy qolchedy qokaiin chcthy otaiin sheeky qol	<schedy> [bis zur Hälfte trocknen] <qokaiin> <chcthy> <otaiin> <sheeky> <qol>	1	1	OPEN	0	0
G755-O0161	olar	f80v	f80v.40	4	MIDDLE	PRESCRIPTIVE_RECIPE	0	LEVEL_I|PART|MATERIAL|PREPARATION	prima pars	erster Teil oder Anteil	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: erster Teil oder Anteil	qokain ol cheeor olar chey tchar ol chedy qotal olchedy	<qokain> <ol> <cheeor> [erster Teil oder Anteil] <chey> <tchar> <ol> <chedy> <qotal> [getrocknet]	1	1	OPEN	0	0
G755-O0162	olchedy	f80v	f80v.40	10	LAST	PRESCRIPTIVE_RECIPE	0	DRY|MATERIAL|PREPARATION|PROCESS|CLOSE	siccum	getrocknet	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: getrocknet	qokain ol cheeor olar chey tchar ol chedy qotal olchedy	<qokain> <ol> <cheeor> [erster Teil oder Anteil] <chey> <tchar> <ol> <chedy> <qotal> [getrocknet]	1	1	OPEN	0	0
G755-O0163	qopchedy	f81r	f81r.20	1	FIRST	DESCRIPTIVE_MATERIA	1	DRY|MIDDLE_STAGE|MATERIAL|PREPARATION|PROCESS|CLOSE	usque ad mediam partem	bis zur Hälfte trocknen	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: bis zur Hälfte trocknen	qopchedy qol chedy qokeey odaiin rain daly	[bis zur Hälfte trocknen] <qol> <chedy> <qokeey> <odaiin> <rain> <daly>	1	1	OPEN	0	0
G755-O0164	lky	f81v	f81v.6	6	MIDDLE	OPEN	0	HOT	calidum	heiß oder warm	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: heiß oder warm	qokain okaiin ol chedy cheol lky l s aiin okain daldy	<qokain> <okaiin> <ol> <chedy> <cheol> [heiß oder warm] <l> <s> <aiin> <okain> <daldy>	1	1	OPEN	0	0
G755-O0165	olchy	f81v	f81v.11	9	MIDDLE	DESCRIPTIVE_QUALITY	1	DRY|MATERIAL|PREPARATION|PROCESS	siccum	trockene Zubereitung	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: trockene Zubereitung	yshey qokeey okeey oky ykeey qoky oky lky olchy ky dsholyd	<yshey> <qokeey> <okeey> <oky> <ykeey> <qoky> <oky> <lky> [trockene Zubereitung] <ky> <dsholyd>	1	1	OPEN	0	0
G755-O0166	qolchedy	f81v	f81v.17	5	MIDDLE	MATERIA_OR_INGREDIENT	1	DRY|MIDDLE_STAGE|PROCESS|CLOSE	usque ad mediam partem	bis zur Hälfte trocknen	C0_FORCED_DEFAULT	Arbeitshypothese: bis zur Hälfte trocknen	sshkchdy chedy ol shedy qolchedy qokain ckhy dl ral	<sshkchdy> <chedy> <ol> <shedy> [bis zur Hälfte trocknen] <qokain> <ckhy> <dl> <ral>	1	1	OPEN	0	0
G755-O0167	okeol	f81v	f81v.26	9	LAST	OPEN	0	HOT|MIDDLE_STAGE	calide in secundo gradu	heiß im zweiten Grad	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: heiß im zweiten Grad	ol checholtar oiin okedy dal shey olkeol olkeedy okeol	<ol> <checholtar> <oiin> <okedy> <dal> <shey> <olkeol> <olkeedy> [heiß im zweiten Grad]	1	1	OPEN	0	0
G755-O0168	qokeol	f82r	f82r.1	2	MIDDLE	OPEN	0	HOT|MIDDLE_STAGE	calide in secundo gradu	heiß im zweiten Grad	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: heiß im zweiten Grad	qosheedy qokeol daiin shckhy okeeor cheey daiin shey	<qosheedy> [heiß im zweiten Grad] <daiin> <shckhy> <okeeor> <cheey> <daiin> <shey>	1	1	OPEN	0	0
G755-O0169	qolchedy	f82r	f82r.2	2	MIDDLE	OPEN	1	DRY|MIDDLE_STAGE|PROCESS|CLOSE	usque ad mediam partem	bis zur Hälfte trocknen	C0_FORCED_DEFAULT	Arbeitshypothese: bis zur Hälfte trocknen	dchedy qolchedy qokain dy qokeedy qokal lcheckhy lched	<dchedy> [bis zur Hälfte trocknen] <qokain> <dy> <qokeedy> <qokal> <lcheckhy> <lched>	1	1	OPEN	0	0
G755-O0170	olchedy	f82r	f82r.13	2	MIDDLE	DESCRIPTIVE_MATERIA	1	DRY|MATERIAL|PREPARATION|PROCESS|CLOSE	siccum	getrocknet	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: getrocknet	tcheol olchedy qokeedy qotedy chedar cheey lchey solarol	<tcheol> [getrocknet] <qokeedy> <qotedy> <chedar> <cheey> <lchey> <solarol>	1	1	OPEN	0	0
G755-O0171	lkaiin	f82r	f82r.20	7	MIDDLE	OPEN	0	HOT|LEVEL_III	calide in tertio gradu	heiß im dritten Grad	C2_STRONG_EXPLORATORY	Arbeitshypothese: heiß im dritten Grad	posalshy qokedy cphal shedy sheol keeedy lkaiin shedy qoly	<posalshy> <qokedy> <cphal> <shedy> <sheol> <keeedy> [heiß im dritten Grad] <shedy> <qoly>	1	1	OPEN	0	0
G755-O0172	olchedy	f82v	f82v.24	3	MIDDLE	DESCRIPTIVE_MATERIA	0	DRY|MATERIAL|PREPARATION|PROCESS|CLOSE	siccum	getrocknet	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: getrocknet	dshedy qokaiin olchedy qokal shedy qotal dytar y l l	<dshedy> <qokaiin> [getrocknet] <qokal> <shedy> <qotal> <dytar> <y> <l> <l>	1	1	OPEN	0	0
G755-O0173	qolchedy	f82v	f82v.27	3	MIDDLE	DESCRIPTIVE_MATERIA	1	DRY|MIDDLE_STAGE|PROCESS|CLOSE	usque ad mediam partem	bis zur Hälfte trocknen	C0_FORCED_DEFAULT	Arbeitshypothese: bis zur Hälfte trocknen	qokain sheal qolchedy qokaiir olkaiin shedy	<qokain> <sheal> [bis zur Hälfte trocknen] <qokaiir> <olkaiin> <shedy>	1	1	OPEN	0	0
G755-O0174	otaly	f82v	f82v.31	7	MIDDLE	OPEN	0	COLD|BEGIN_STAGE|LEVEL_I|MATERIAL|PREPARATION|CLOSE	frigida in primo gradu	kalt im ersten Grad	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: kalt im ersten Grad	qokeey r ain chey qolkain oky otaly qokal olshalsy	<qokeey> <r> <ain> <chey> <qolkain> <oky> [kalt im ersten Grad] <qokal> <olshalsy>	1	1	OPEN	0	0
G755-O0175	opchedy	f82v	f82v.33	7	MIDDLE	DESCRIPTIVE_MATERIA	0	DRY|MATERIAL|PREPARATION|PROCESS|CLOSE	sicca	trockne	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: trockne	qody shar ay qokchey kchey olkain opchedy qfol shty oral	<qody> <shar> <ay> <qokchey> <kchey> <olkain> [trockne] <qfol> <shty> <oral>	1	1	OPEN	0	0
G755-O0176	qopchedy	f83r	f83r.1	7	LAST	OPEN	1	DRY|MIDDLE_STAGE|MATERIAL|PREPARATION|PROCESS|CLOSE	usque ad mediam partem	bis zur Hälfte trocknen	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: bis zur Hälfte trocknen	tchedy lpchedy opedy chepol pchedar shedy qopchedy	<tchedy> <lpchedy> <opedy> <chepol> <pchedar> <shedy> [bis zur Hälfte trocknen]	1	1	OPEN	0	0
G755-O0177	olchedy	f83r	f83r.6	4	MIDDLE	OPEN	1	DRY|MATERIAL|PREPARATION|PROCESS|CLOSE	siccum	getrocknet	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: getrocknet	schedy chedchy qokal olchedy qokaiin chedy qokeedy lchedy qoky	<schedy> <chedchy> <qokal> [getrocknet] <qokaiin> <chedy> <qokeedy> <lchedy> <qoky>	1	1	OPEN	0	0
G755-O0178	chky	f83r	f83r.10	11	MIDDLE	OPEN	1	HOT|DRY|BEGIN_STAGE|PROCESS|CLOSE	calidum et siccum in primo gradu	heiß und trocken im ersten Grad	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: heiß und trocken im ersten Grad	olkeey rchs cheeb ols aiin skal dain cthal s aiin chky lal sam	<olkeey> <rchs> <cheeb> <ols> <aiin> <skal> <dain> <cthal> <s> <aiin> [heiß und trocken im ersten Grad] <lal> <sam>	1	1	OPEN	0	0
G755-O0179	qockhey	f83r	f83r.38	3	MIDDLE	OPEN	1	BEGIN_STAGE|MIDDLE_STAGE|MATERIAL|PREPARATION|PROCESS|CLOSE	misce	mische	C0_FORCED_DEFAULT	Arbeitshypothese: mische	or chey qockhey dairydy	<or> <chey> [mische] <dairydy>	1	1	OPEN	0	0
G755-O0180	opchedy	f83v	f83v.1	5	MIDDLE	DESCRIPTIVE_MATERIA	1	DRY|MATERIAL|PREPARATION|PROCESS|CLOSE	sicca	trockne	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: trockne	poldaky dalol otedy chtair opchedy qotal chedy chepchedy opchey	<poldaky> <dalol> <otedy> <chtair> [trockne] <qotal> <chedy> <chepchedy> <opchey>	1	1	OPEN	0	0
G755-O0181	okeol	f83v	f83v.6	7	MIDDLE	PRESCRIPTIVE_PROCESS	1	HOT|MIDDLE_STAGE	calide in secundo gradu	heiß im zweiten Grad	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: heiß im zweiten Grad	chedy qoteedy otalshedy sol chl es okeol shedy qokolchedy qokal	<chedy> <qoteedy> <otalshedy> <sol> <chl> <es> [heiß im zweiten Grad] <shedy> <qokolchedy> <qokal>	1	1	OPEN	0	0
G755-O0182	qolchedy	f83v	f83v.14	4	MIDDLE	OPEN	1	DRY|MIDDLE_STAGE|PROCESS|CLOSE	usque ad mediam partem	bis zur Hälfte trocknen	C0_FORCED_DEFAULT	Arbeitshypothese: bis zur Hälfte trocknen	salched qol shedy qolchedy qolchdy qol rchedy cheol qokeor sholdy	<salched> <qol> <shedy> [bis zur Hälfte trocknen] <qolchdy> <qol> <rchedy> <cheol> <qokeor> <sholdy>	1	1	OPEN	0	0
G755-O0183	qolchedy	f83v	f83v.19	1	FIRST	OPEN	0	DRY|MIDDLE_STAGE|PROCESS|CLOSE	usque ad mediam partem	bis zur Hälfte trocknen	C0_FORCED_DEFAULT	Arbeitshypothese: bis zur Hälfte trocknen	qolchedy qolteedy qokeedy qokal okaiin chear checkhy dal checkhdy	[bis zur Hälfte trocknen] <qolteedy> <qokeedy> <qokal> <okaiin> <chear> <checkhy> <dal> <checkhdy>	1	1	OPEN	0	0
G755-O0184	qopchedy	f85r1	f85r1.26	4	MIDDLE	OPEN	0	DRY|MIDDLE_STAGE|MATERIAL|PREPARATION|PROCESS|CLOSE	usque ad mediam partem	bis zur Hälfte trocknen	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: bis zur Hälfte trocknen	pchdair or shshdar qopchedy opchdy qofchdy dar s aiin chcphdy dar or daiin	<pchdair> <or> <shshdar> [bis zur Hälfte trocknen] <opchdy> <qofchdy> <dar> <s> <aiin> <chcphdy> <dar> <or> <daiin>	1	1	OPEN	0	0
G755-O0185	chees	f85r1	f85r1.32	7	MIDDLE	DESCRIPTIVE_MATERIA	0	DRY|END_STAGE|MATERIAL|PREPARATION|PROCESS	siccum	vollständig getrocknet	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: vollständig getrocknet	ytor chol shdy tody qotchdy otchol chees or eeodaiin or aral olkam	<ytor> <chol> <shdy> <tody> <qotchdy> <otchol> [vollständig getrocknet] <or> <eeodaiin> <or> <aral> <olkam>	1	1	OPEN	0	0
G755-O0186	opchedy	f86v6	f86v6.13	8	MIDDLE	OPEN	0	DRY|MATERIAL|PREPARATION|PROCESS|CLOSE	sicca	trockne	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: trockne	oly qopaiin yfchdy cpholkaiin cholfchy qopar aroiiin opchedy opoly	<oly> <qopaiin> <yfchdy> <cpholkaiin> <cholfchy> <qopar> <aroiiin> [trockne] <opoly>	1	1	OPEN	0	0
G755-O0187	okam	f86v6	f86v6.16	7	MIDDLE	OPEN	0	HOT|LEVEL_I|AMOUNT|MATERIAL|PREPARATION	drachma i	eine Drachme	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: eine Drachme	taiin okaiin qokaiin ykeey otain chey okam qokar qokain okaiin	<taiin> <okaiin> <qokaiin> <ykeey> <otain> <chey> [eine Drachme] <qokar> <qokain> <okaiin>	1	1	OPEN	0	0
G755-O0188	chees	f86v6	f86v6.22	6	MIDDLE	DESCRIPTIVE_QUALITY	0	DRY|END_STAGE|MATERIAL|PREPARATION|PROCESS	siccum	vollständig getrocknet	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: vollständig getrocknet	lshechy tshy qokeedy kain ytaiin chees tairoar qotar tay d amom	<lshechy> <tshy> <qokeedy> <kain> <ytaiin> [vollständig getrocknet] <tairoar> <qotar> <tay> <d> <amom>	1	1	OPEN	0	0
G755-O0189	opchedy	f86v6	f86v6.23	6	MIDDLE	OPEN	0	DRY|MATERIAL|PREPARATION|PROCESS|CLOSE	sicca	trockne	C1_CONSTRAINED_CANDIDATE	Arbeitshypothese: trockne	qokar olkedy otor chedy qokar opchedy dar ykar ar dair ain ol keodar	<qokar> <olkedy> <otor> <chedy> <qokar> [trockne] <dar> <ykar> <ar> <dair> <ain> <ol> <keodar>	1	1	OPEN	0	0
G755-O0190	qopchey	f86v6	f86v6.30	3	MIDDLE	OPEN	1	DRY|BEGIN_STAGE|MIDDLE_STAGE|MATERIAL|PREPARATION|PROCESS|CLOSE	sicca	trockne	C0_FORCED_DEFAULT	Arbeitshypothese: trockne	polkeey tshed qopchey paroiin chefchy qopar qopchedy qopydaiin qopary	<polkeey> <tshed> [trockne] <paroiin> <chefchy> <qopar> <qopchedy> <qopydaiin> <qopary>	1	1	OPEN	0	0
