page	locus	target_surfaces	zl3b_line	v26_tokenwise_de	v27_tokenwise_de	v27_working_reading_de	complete_v27
f78r	f78r.31	sheckhy	solkeedy sheckhy qokedy otal shedy otar olchedy cthdy	[solkeedy:?] | [sheckhy:?] | heiß in der Mitte des Grades, abgeschlossen | Ansatz aus kaltem Rohstoff, Form I | feucht in der Mitte des Grades, abgeschlossen | [otar:?] | [olchedy:?] | [cthdy:?]	[solkeedy:?] | feuchte Arzneimischung, Anfangsgrad, gebunden | heiß in der Mitte des Grades, abgeschlossen | Ansatz aus kaltem Rohstoff, Form I | feucht in der Mitte des Grades, abgeschlossen | [otar:?] | [olchedy:?] | [cthdy:?]	[solkeedy:?]; feuchte Arzneimischung, Anfangsgrad, gebunden; heiß in der Mitte des Grades, abgeschlossen; Ansatz aus kaltem Rohstoff, Form I; feucht in der Mitte des Grades, abgeschlossen; [otar:?]; [olchedy:?]; [cthdy:?]	False
f78v	f78v.25	sheckhedy	teeol olkeshey qolcheol ol or sheckhedy or ol sham	[teeol:?] | [olkeshey:?] | [qolcheol:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Teil-/Nominalträger; genaue Basisbedeutung offen | [sheckhedy:?] | Teil-/Nominalträger; genaue Basisbedeutung offen | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [sham:?]	[teeol:?] | [olkeshey:?] | [qolcheol:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Teil-/Nominalträger; genaue Basisbedeutung offen | feuchte Arzneimischung, Mittelgrad, gebunden und abgeschlossen | Teil-/Nominalträger; genaue Basisbedeutung offen | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [sham:?]	[teeol:?]; [olkeshey:?]; [qolcheol:?]; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; Teil-/Nominalträger; genaue Basisbedeutung offen; feuchte Arzneimischung, Mittelgrad, gebunden und abgeschlossen; Teil-/Nominalträger; genaue Basisbedeutung offen; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; [sham:?]	False
f79r	f79r.27	cholor	qokeedy sheey kas cheey olkaiin ol ory cholor oty oky	heiß am Ende des Grades, abgeschlossen | feucht am Ende des Grades | [kas:?] | trocken am Ende des Grades | [olkaiin:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [ory:?] | [cholor:?] | kalter Ansatz am Anfang des Grades | heißer Ansatz am Anfang des Grades	heiß am Ende des Grades, abgeschlossen | feucht am Ende des Grades | [kas:?] | trocken am Ende des Grades | [olkaiin:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [ory:?] | trockene Zutat | kalter Ansatz am Anfang des Grades | heißer Ansatz am Anfang des Grades	heiß am Ende des Grades, abgeschlossen; feucht am Ende des Grades; [kas:?]; trocken am Ende des Grades; [olkaiin:?]; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; [ory:?]; trockene Zutat; kalter Ansatz am Anfang des Grades; heißer Ansatz am Anfang des Grades	False
f80r	f80r.17	sheckhy	solky sheckhy sheky shkeol qokar sheky chetain ol olkar okain sheky qokal da	[solky:?] | [sheckhy:?] | [sheky:?] | [shkeol:?] | heiße Portion | [sheky:?] | [chetain:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [olkar:?] | heiß im Zubereitungsrahmen, Grad II | [sheky:?] | heiße Substanz | [da:?]	[solky:?] | feuchte Arzneimischung, Anfangsgrad, gebunden | [sheky:?] | [shkeol:?] | heiße Portion | [sheky:?] | [chetain:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [olkar:?] | heiß im Zubereitungsrahmen, Grad II | [sheky:?] | heiße Substanz | [da:?]	[solky:?]; feuchte Arzneimischung, Anfangsgrad, gebunden; [sheky:?]; [shkeol:?]; heiße Portion; [sheky:?]; [chetain:?]; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; [olkar:?]; heiß im Zubereitungsrahmen, Grad II; [sheky:?]; heiße Substanz; [da:?]	False
f80r	f80r.24	sheckhy	lol chey rchy r ol dain oty qoty otalor sheckhy olkeey ral chedyor	Holzstoff | trocken in der Mitte des Grades | Wurzel/Wurzeldroge, trockene Grundform | [r:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Qualitätsgrad II | kalter Ansatz am Anfang des Grades | kalt am Anfang des Grades | [otalor:?] | [sheckhy:?] | [olkeey:?] | Wurzelrohstoff I | [chedyor:?]	Holzstoff | trocken in der Mitte des Grades | Wurzel/Wurzeldroge, trockene Grundform | [r:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Qualitätsgrad II | kalter Ansatz am Anfang des Grades | kalt am Anfang des Grades | [otalor:?] | feuchte Arzneimischung, Anfangsgrad, gebunden | [olkeey:?] | Wurzelrohstoff I | [chedyor:?]	Holzstoff; trocken in der Mitte des Grades; Wurzel/Wurzeldroge, trockene Grundform; [r:?]; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; Qualitätsgrad II; kalter Ansatz am Anfang des Grades; kalt am Anfang des Grades; [otalor:?]; feuchte Arzneimischung, Anfangsgrad, gebunden; [olkeey:?]; Wurzelrohstoff I; [chedyor:?]	False
f80r	f80r.32	sheckhy	solchey qoky r cheykain sheckhy qokain okain ol	[solchey:?] | heiß am Anfang des Grades | [r:?] | [cheykain:?] | [sheckhy:?] | heiß, Grad II | heiß im Zubereitungsrahmen, Grad II | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	[solchey:?] | heiß am Anfang des Grades | [r:?] | [cheykain:?] | feuchte Arzneimischung, Anfangsgrad, gebunden | heiß, Grad II | heiß im Zubereitungsrahmen, Grad II | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	[solchey:?]; heiß am Anfang des Grades; [r:?]; [cheykain:?]; feuchte Arzneimischung, Anfangsgrad, gebunden; heiß, Grad II; heiß im Zubereitungsrahmen, Grad II; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	False
f80r	f80r.36	sheckhy	qokeey rchey tain oteey qokain shekaiin sheckhy qolshey qokain ol lom	heiß am Ende des Grades | Wurzel/Wurzeldroge, trocken gebunden, Form I | kalt, Grad II | kalter Ansatz am Ende des Grades | heiß, Grad II | [shekaiin:?] | [sheckhy:?] | [qolshey:?] | heiß, Grad II | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [lom:?]	heiß am Ende des Grades | Wurzel/Wurzeldroge, trocken gebunden, Form I | kalt, Grad II | kalter Ansatz am Ende des Grades | heiß, Grad II | [shekaiin:?] | feuchte Arzneimischung, Anfangsgrad, gebunden | [qolshey:?] | heiß, Grad II | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [lom:?]	heiß am Ende des Grades; Wurzel/Wurzeldroge, trocken gebunden, Form I; kalt, Grad II; kalter Ansatz am Ende des Grades; heiß, Grad II; [shekaiin:?]; feuchte Arzneimischung, Anfangsgrad, gebunden; [qolshey:?]; heiß, Grad II; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; [lom:?]	False
f80r	f80r.43	sheckhy	sor sheckhy qokar checkhy okain sheckhy qokeey ly	Samenportion | [sheckhy:?] | heiße Portion | [checkhy:?] | heiß im Zubereitungsrahmen, Grad II | [sheckhy:?] | heiß am Ende des Grades | rohes Drogenholz	Samenportion | feuchte Arzneimischung, Anfangsgrad, gebunden | heiße Portion | [checkhy:?] | heiß im Zubereitungsrahmen, Grad II | feuchte Arzneimischung, Anfangsgrad, gebunden | heiß am Ende des Grades | rohes Drogenholz	Samenportion; feuchte Arzneimischung, Anfangsgrad, gebunden; heiße Portion; [checkhy:?]; heiß im Zubereitungsrahmen, Grad II; feuchte Arzneimischung, Anfangsgrad, gebunden; heiß am Ende des Grades; rohes Drogenholz	False
f80v	f80v.11	sheckhy	tol sheedy qokar olky rorcheey sheckhy qotain chedy rol	kalt; nominal kaltes Gut/Material | feucht am Ende des Grades, abgeschlossen | heiße Portion | [olky:?] | [rorcheey:?] | [sheckhy:?] | kalt im qo-Rahmen, Grad II | trocken in der Mitte des Grades, abgeschlossen | Wurzelstoff	kalt; nominal kaltes Gut/Material | feucht am Ende des Grades, abgeschlossen | heiße Portion | [olky:?] | [rorcheey:?] | feuchte Arzneimischung, Anfangsgrad, gebunden | kalt im qo-Rahmen, Grad II | trocken in der Mitte des Grades, abgeschlossen | Wurzelstoff	kalt; nominal kaltes Gut/Material; feucht am Ende des Grades, abgeschlossen; heiße Portion; [olky:?]; [rorcheey:?]; feuchte Arzneimischung, Anfangsgrad, gebunden; kalt im qo-Rahmen, Grad II; trocken in der Mitte des Grades, abgeschlossen; Wurzelstoff	False
f80v	f80v.12	ycheol	ycheol kain shey qokain chedy qokol olkain shy l	[ycheol:?] | heiß, Grad II | feucht in der Mitte des Grades | heiß, Grad II | trocken in der Mitte des Grades, abgeschlossen | [qokol:?] | [olkain:?] | feucht am Anfang des Grades | [l:?]	trockener Drogenstoff dieser Droge | heiß, Grad II | feucht in der Mitte des Grades | heiß, Grad II | trocken in der Mitte des Grades, abgeschlossen | [qokol:?] | [olkain:?] | feucht am Anfang des Grades | [l:?]	trockener Drogenstoff dieser Droge; heiß, Grad II; feucht in der Mitte des Grades; heiß, Grad II; trocken in der Mitte des Grades, abgeschlossen; [qokol:?]; [olkain:?]; feucht am Anfang des Grades; [l:?]	False
f81r	f81r.11	sheckhedy	olsheol olkedy sheckhedy oltedy	[olsheol:?] | [olkedy:?] | [sheckhedy:?] | [oltedy:?]	[olsheol:?] | [olkedy:?] | feuchte Arzneimischung, Mittelgrad, gebunden und abgeschlossen | [oltedy:?]	[olsheol:?]; [olkedy:?]; feuchte Arzneimischung, Mittelgrad, gebunden und abgeschlossen; [oltedy:?]	False
f81r	f81r.23	sheckhy	chey okain sheckhy soiin chey lchey	trocken in der Mitte des Grades | heiß im Zubereitungsrahmen, Grad II | [sheckhy:?] | Samen/Saatgutzubereitung, Form III | trocken in der Mitte des Grades | Drogenholz, trocken gebunden, Form I	trocken in der Mitte des Grades | heiß im Zubereitungsrahmen, Grad II | feuchte Arzneimischung, Anfangsgrad, gebunden | Samen/Saatgutzubereitung, Form III | trocken in der Mitte des Grades | Drogenholz, trocken gebunden, Form I	trocken in der Mitte des Grades; heiß im Zubereitungsrahmen, Grad II; feuchte Arzneimischung, Anfangsgrad, gebunden; Samen/Saatgutzubereitung, Form III; trocken in der Mitte des Grades; Drogenholz, trocken gebunden, Form I	True
f82r	f82r.4	sheckhy	qokaiin octheol chkeey ldy oteey qokal sheckhy qoky	heiß, Grad III | [octheol:?] | [chkeey:?] | [ldy:?] | kalter Ansatz am Ende des Grades | heiße Substanz | [sheckhy:?] | heiß am Anfang des Grades	heiß, Grad III | [octheol:?] | [chkeey:?] | [ldy:?] | kalter Ansatz am Ende des Grades | heiße Substanz | feuchte Arzneimischung, Anfangsgrad, gebunden | heiß am Anfang des Grades	heiß, Grad III; [octheol:?]; [chkeey:?]; [ldy:?]; kalter Ansatz am Ende des Grades; heiße Substanz; feuchte Arzneimischung, Anfangsgrad, gebunden; heiß am Anfang des Grades	False
f82r	f82r.6	sheckhy	sar shedy qol shedaiin sheckhy okal sheky qotaiin chedol	Samenfraktion I | feucht in der Mitte des Grades, abgeschlossen | [qol:?] | [shedaiin:?] | [sheckhy:?] | Ansatz aus heißem Rohstoff, Form I | [sheky:?] | kalt, Grad III | [chedol:?]	Samenfraktion I | feucht in der Mitte des Grades, abgeschlossen | [qol:?] | [shedaiin:?] | feuchte Arzneimischung, Anfangsgrad, gebunden | Ansatz aus heißem Rohstoff, Form I | [sheky:?] | kalt, Grad III | [chedol:?]	Samenfraktion I; feucht in der Mitte des Grades, abgeschlossen; [qol:?]; [shedaiin:?]; feuchte Arzneimischung, Anfangsgrad, gebunden; Ansatz aus heißem Rohstoff, Form I; [sheky:?]; kalt, Grad III; [chedol:?]	False
f82v	f82v.15	sheckhy	tar sheckhy qokal qokain cheol tedy rchedy pchedy rsheol dal	[tar:?] | [sheckhy:?] | heiße Substanz | heiß, Grad II | trockener Drogenstoff | kalt in der Mitte des Grades, abgeschlossen | getrocknete Wurzel | getrocknetes Pulver | [rsheol:?] | [dal:?]	[tar:?] | feuchte Arzneimischung, Anfangsgrad, gebunden | heiße Substanz | heiß, Grad II | trockener Drogenstoff | kalt in der Mitte des Grades, abgeschlossen | getrocknete Wurzel | getrocknetes Pulver | [rsheol:?] | [dal:?]	[tar:?]; feuchte Arzneimischung, Anfangsgrad, gebunden; heiße Substanz; heiß, Grad II; trockener Drogenstoff; kalt in der Mitte des Grades, abgeschlossen; getrocknete Wurzel; getrocknetes Pulver; [rsheol:?]; [dal:?]	False
f82v	f82v.9	sheckhy	solshedy lchedy dolshedy qokal sheckhy shey teeol oteedy qokedy	[solshedy:?] | getrocknetes Drogenholz | eingeweichtes Material | heiße Substanz | [sheckhy:?] | feucht in der Mitte des Grades | [teeol:?] | kalter Ansatz am Ende des Grades, abgeschlossen | heiß in der Mitte des Grades, abgeschlossen	[solshedy:?] | getrocknetes Drogenholz | eingeweichtes Material | heiße Substanz | feuchte Arzneimischung, Anfangsgrad, gebunden | feucht in der Mitte des Grades | [teeol:?] | kalter Ansatz am Ende des Grades, abgeschlossen | heiß in der Mitte des Grades, abgeschlossen	[solshedy:?]; getrocknetes Drogenholz; eingeweichtes Material; heiße Substanz; feuchte Arzneimischung, Anfangsgrad, gebunden; feucht in der Mitte des Grades; [teeol:?]; kalter Ansatz am Ende des Grades, abgeschlossen; heiß in der Mitte des Grades, abgeschlossen	False
f83r	f83r.12	sheckhy	qockhol sheckhy otal qokeal sheckhdy al okedy qokedy qokal	[qockhol:?] | [sheckhy:?] | Ansatz aus kaltem Rohstoff, Form I | [qokeal:?] | [sheckhdy:?] | [al:?] | heißer Ansatz in der Mitte des Grades, abgeschlossen | heiß in der Mitte des Grades, abgeschlossen | heiße Substanz	[qockhol:?] | feuchte Arzneimischung, Anfangsgrad, gebunden | Ansatz aus kaltem Rohstoff, Form I | [qokeal:?] | [sheckhdy:?] | [al:?] | heißer Ansatz in der Mitte des Grades, abgeschlossen | heiß in der Mitte des Grades, abgeschlossen | heiße Substanz	[qockhol:?]; feuchte Arzneimischung, Anfangsgrad, gebunden; Ansatz aus kaltem Rohstoff, Form I; [qokeal:?]; [sheckhdy:?]; [al:?]; heißer Ansatz in der Mitte des Grades, abgeschlossen; heiß in der Mitte des Grades, abgeschlossen; heiße Substanz	False
f83v	f83v.16	sheckhey	daiin qokal sheckhey qokeey chal qokeey qokaiin chedy sar al	Grad-/Maßwert III | heiße Substanz | [sheckhey:?] | heiß am Ende des Grades | [chal:?] | heiß am Ende des Grades | heiß, Grad III | trocken in der Mitte des Grades, abgeschlossen | Samenfraktion I | [al:?]	Grad-/Maßwert III | heiße Substanz | feuchte Arzneimischung, Mittelgrad, gebunden | heiß am Ende des Grades | [chal:?] | heiß am Ende des Grades | heiß, Grad III | trocken in der Mitte des Grades, abgeschlossen | Samenfraktion I | [al:?]	Grad-/Maßwert III; heiße Substanz; feuchte Arzneimischung, Mittelgrad, gebunden; heiß am Ende des Grades; [chal:?]; heiß am Ende des Grades; heiß, Grad III; trocken in der Mitte des Grades, abgeschlossen; Samenfraktion I; [al:?]	False
f85r2	f85r2.4	sheo	dair sheo oraiin chol daiin	abgemessene Fraktion II | [sheo:?] | Portion III | trocken; nominal trockenes Gut/Material | Qualitätsgrad III	abgemessene Fraktion II | Feuchtzubereitung | Portion III | trocken; nominal trockenes Gut/Material | Qualitätsgrad III	abgemessene Fraktion II; Feuchtzubereitung; Portion III; trocken; nominal trockenes Gut/Material; Qualitätsgrad III	True
f86v5	f86v5.18	otcho	poldaiin shea teraiin otcho lkaiin os al ody qotar ytedy daiin	[poldaiin:?] | [shea:?] | [teraiin:?] | [otcho:?] | [lkaiin:?] | [os:?] | [al:?] | [ody:?] | [qotar:?] | [ytedy:?] | Grad-/Maßwert III	[poldaiin:?] | [shea:?] | [teraiin:?] | kalt-trockene Zubereitung | [lkaiin:?] | [os:?] | [al:?] | [ody:?] | [qotar:?] | [ytedy:?] | Grad-/Maßwert III	[poldaiin:?]; [shea:?]; [teraiin:?]; kalt-trockene Zubereitung; [lkaiin:?]; [os:?]; [al:?]; [ody:?]; [qotar:?]; [ytedy:?]; Grad-/Maßwert III	False
f87r	f87r.6	sheo	tos she keodaiin pcheos sheo so shkeody soraiin	[tos:?] | feucht, attributiv gebunden | [keodaiin:?] | [pcheos:?] | [sheo:?] | [so:?] | [shkeody:?] | Samenportion III	[tos:?] | feucht, attributiv gebunden | [keodaiin:?] | [pcheos:?] | Feuchtzubereitung | [so:?] | [shkeody:?] | Samenportion III	[tos:?]; feucht, attributiv gebunden; [keodaiin:?]; [pcheos:?]; Feuchtzubereitung; [so:?]; [shkeody:?]; Samenportion III	False
f88v	f88v.16	sheo	ysheod sheo sheody qokeody qoky chees cheody qokeody dal	[ysheod:?] | [sheo:?] | [sheody:?] | [qokeody:?] | heiß am Anfang des Grades | [chees:?] | getrockneter Ansatz | [qokeody:?] | [dal:?]	[ysheod:?] | Feuchtzubereitung | [sheody:?] | [qokeody:?] | heiß am Anfang des Grades | [chees:?] | getrockneter Ansatz | [qokeody:?] | [dal:?]	[ysheod:?]; Feuchtzubereitung; [sheody:?]; [qokeody:?]; heiß am Anfang des Grades; [chees:?]; getrockneter Ansatz; [qokeody:?]; [dal:?]	False
f88v	f88v.19	sheo	odaiin sheo ol qokeey olaiin cheody chocthey oteody dy	Zubereitungsdosis III | [sheo:?] | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | heiß am Ende des Grades | [olaiin:?] | getrockneter Ansatz | [chocthey:?] | [oteody:?] | [dy:?]	Zubereitungsdosis III | Feuchtzubereitung | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | heiß am Ende des Grades | [olaiin:?] | getrockneter Ansatz | [chocthey:?] | [oteody:?] | [dy:?]	Zubereitungsdosis III; Feuchtzubereitung; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; heiß am Ende des Grades; [olaiin:?]; getrockneter Ansatz; [chocthey:?]; [oteody:?]; [dy:?]	False
f89r1	f89r1.19	sheo	pshol sheo qoay cheocphy s sheyr qokair ydam daly	[pshol:?] | [sheo:?] | [qoay:?] | [cheocphy:?] | [s:?] | [sheyr:?] | [qokair:?] | [ydam:?] | [daly:?]	[pshol:?] | Feuchtzubereitung | [qoay:?] | [cheocphy:?] | [s:?] | [sheyr:?] | [qokair:?] | [ydam:?] | [daly:?]	[pshol:?]; Feuchtzubereitung; [qoay:?]; [cheocphy:?]; [s:?]; [sheyr:?]; [qokair:?]; [ydam:?]; [daly:?]	False
f93r	f93r.11	sheo	okeol oteol s odam sheo al sal	[okeol:?] | [oteol:?] | [s:?] | [odam:?] | [sheo:?] | [al:?] | Saat-Rohstoff I	[okeol:?] | [oteol:?] | [s:?] | [odam:?] | Feuchtzubereitung | [al:?] | Saat-Rohstoff I	[okeol:?]; [oteol:?]; [s:?]; [odam:?]; Feuchtzubereitung; [al:?]; Saat-Rohstoff I	False
f93r	f93r.2	sheo	ycham s chol chotom cthodar sheo s oteodal s ofchoshy cthoshol	[ycham:?] | [s:?] | trocken; nominal trockenes Gut/Material | [chotom:?] | [cthodar:?] | [sheo:?] | [s:?] | [oteodal:?] | [s:?] | [ofchoshy:?] | [cthoshol:?]	[ycham:?] | [s:?] | trocken; nominal trockenes Gut/Material | [chotom:?] | [cthodar:?] | Feuchtzubereitung | [s:?] | [oteodal:?] | [s:?] | [ofchoshy:?] | [cthoshol:?]	[ycham:?]; [s:?]; trocken; nominal trockenes Gut/Material; [chotom:?]; [cthodar:?]; Feuchtzubereitung; [s:?]; [oteodal:?]; [s:?]; [ofchoshy:?]; [cthoshol:?]	False
f96r	f96r.9	sheo	todar sheo cthody shokocfhy chopcho dory	[todar:?] | [sheo:?] | [cthody:?] | [shokocfhy:?] | [chopcho:?] | abgemessene Portion	[todar:?] | Feuchtzubereitung | [cthody:?] | [shokocfhy:?] | [chopcho:?] | abgemessene Portion	[todar:?]; Feuchtzubereitung; [cthody:?]; [shokocfhy:?]; [chopcho:?]; abgemessene Portion	False
