event_serial	event_id	record_unit_id	page	locus	field_id	statement_id	joint_tuple_id	surface_display	semantic_segmentation	stable_concrete_nucleus_de	concrete_word_reading_de	contextual_event_reading_de	statement_continuation
251	E251	B3	f83r	f83r.8	F081	B3-S011	276a7c2d74d1143446f4	qoky	ok=geben + y=Ansatz	geben + Ansatz	Ansatz geben	Die Waschflotte am bezeichneten Körper- oder Beckenbereich gebrauchen	CONTINUES_ACROSS_LINE
252	E252	B3	f83r	f83r.8	F081	B3-S011	6f7ff8287eddf4da9fdb	chedy	ch(e)d=rühren	rühren	rühren	Rühre, bis alles gleichmäßig vermischt ist	CONTINUES_ACROSS_LINE
253	E253	B3	f83r	f83r.8	F081	B3-S011	0bdc8b6db811b4e67a63	chary	chary=abkühlen	abkühlen	abkühlen	Und lasse es abkühlen	CONTINUES_ACROSS_LINE
254	E254	B3	f83r	f83r.11	F082	B3-S012	7a4bb8136330ee4e6e56	sor	or=Zubereitung	Zubereitung	Zubereitung	Den recordlokalen aktiven Posten im Arbeitsgang fortführen	CONTINUES_ACROSS_LINE
255	E255	B3	f83r	f83r.11	F082	B3-S012	bc4f1f5c006c74a4d26d	shedy	e=ruhen + dy=Ende	ruhen + Ende	ruhen; Ende	Lasse es bis zur Bereitschaft stehen und beende den Schritt	CONTINUES_ACROSS_LINE
256	E256	B3	f83r	f83r.11	F083	B3-S013	b5fcea1eaed06b2f2291	qokaiin	ok=geben + aiin=Maß	geben + Maß	nach Maß geben	nach dem örtlichen Maß beziehungsweise als vorgeschriebene Dosis	CONTINUES_ACROSS_LINE
257	E257	B3	f83r	f83r.11	F083	B3-S013	9da1b6ac2c929daea697	chkain	ain=Portion	Portion	abgemessener Teil	einen abgemessenen Anteil	CONTINUES_ACROSS_LINE
258	E258	B3	f83r	f83r.11	F083	B3-S013	6b89d6dd70635bc60fe0	shcthey	cthey=bei gleicher Einstellung	bei gleicher Einstellung	bei gleicher Einstellung	Unter derselben Einstellung	CONTINUES_ACROSS_LINE
259	E259	B3	f83r	f83r.11	F083	B3-S013	7db18b2f0fb7ed0fcfd3	qokedy	oke=spülen + dy=Ende	spülen + Ende	spülen; Ende	Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen	CONTINUES_ACROSS_LINE
260	E260	B3	f83r	f83r.11	F084	B3-S014	7d2404c835b10a2c06af	okair	air=fließende Flüssigkeit	fließende Flüssigkeit	Wasserlauf öffnen	Öffne danach den oberen Lauf	CONTINUES_ACROSS_LINE
261	E261	B3	f83r	f83r.11	F084	B3-S014	03626ca94cb17800d767	sheedy	shee=waschen + dy=Ende	waschen + Ende	waschen; Ende	Wasche einmal und beende den Schritt	CONTINUES_ACROSS_LINE
262	E262	B3	f83r	f83r.11	F085	B3-S015	de7321bface5628e35d6	lchedy	lch=ablassen + dy=Ende	ablassen + Ende	Flüssigkeit ablassen; Ende	Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen	CONTINUES_ACROSS_LINE
263	E263	B3	f83r	f83r.11	F086	B3-S016	2b7fa918d1b2f5c656e3	lo	lo=unterer Ablauf	unterer Ablauf	unterer Ablauf	Schließe den unteren Ablauf	CONTINUES_ACROSS_LINE
264	E264	B3	f83r	f83r.14	F087	B3-S016	07913ef9b1fb773cd325	qokchedy	okche=abkühlen + dy=Ende	abkühlen + Ende	abkühlen; Ende	Lasse es abkühlen und beende den Schritt	CONTINUES_ACROSS_LINE
265	E265	B3	f83r	f83r.14	F088	B3-S017	7d25241b0e56c836372a	qokeedy	okee=baden + dy=Ende	baden + Ende	baden; Ende	Wasche oder bade den bezeichneten Körper- oder Beckenbereich und beende den Schritt	CONTINUES_ACROSS_LINE
266	E266	B3	f83r	f83r.14	F089	B3-S018	bc4f1f5c006c74a4d26d	shedy	e=ruhen + dy=Ende	ruhen + Ende	ruhen; Ende	Lasse es bis zur Bereitschaft stehen und beende den Schritt	CONTINUES_ACROSS_LINE
267	E267	B3	f83r	f83r.14	F090	B3-S019	db167f8e9b53eefb58f8	qokshedy	qokshe=Badezusatz erwärmen + dy=Ende	Badezusatz erwärmen + Ende	Badezusatz erwärmen; Ende	Erwärme den Bade- oder Waschzusatz sanft und beende den Arbeitsschritt	CONTINUES_ACROSS_LINE
268	E268	B3	f83r	f83r.14	F091	B3-S020	dd0ecaf5e27d81befffc	dal	al=Stelle	Stelle	an der Stelle	Den aktiven Posten an der örtlich bezeichneten Station führen	CONTINUES_ACROSS_LINE
269	E269	B3	f83r	f83r.14	F091	B3-S020	de7321bface5628e35d6	lchedy	lch=ablassen + dy=Ende	ablassen + Ende	Flüssigkeit ablassen; Ende	Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen	CONTINUES_ACROSS_LINE
270	E270	B3	f83r	f83r.14	F092	B3-S021	b5fcea1eaed06b2f2291	qokaiin	ok=geben + aiin=Maß	geben + Maß	nach Maß geben	nach dem örtlichen Maß beziehungsweise als vorgeschriebene Dosis	CONTINUES_ACROSS_LINE
271	E271	B3	f83r	f83r.14	F092	B3-S021	e0b630cb1b5df5e7105b	shcthy	cthy=bereit	bereit	bereit	den örtlichen Prüfzustand	CONTINUES_ACROSS_LINE
272	E272	B3	f83r	f83r.14	F092	B3-S021	dd0ecaf5e27d81befffc	dal	al=Stelle	Stelle	an der Stelle	Den aktiven Posten an der örtlich bezeichneten Station führen	CONTINUES_ACROSS_LINE
273	E273	B3	f83r	f83r.14	F092	B3-S021	b921a237be883a820352	sy	y=Ansatz	Ansatz	Ansatz	Diese aktive Portion	CONTINUES_ACROSS_LINE
274	E274	B3	f83r	f83r.15	F093	B3-S021	2f1c5e56e8f0ff459065	saiin	aiin=Maß	Maß	Maß	Den aktiven Posten nach der örtlichen Vorschrift bemessen	CONTINUES_ACROSS_LINE
275	E275	B3	f83r	f83r.15	F093	B3-S021	abb23e5e6936b4147f76	shedal	shedal=Zeitabschnitt	Zeitabschnitt	Zeitabschnitt	Für einen Zeitabschnitt	CONTINUES_ACROSS_LINE
276	E276	B3	f83r	f83r.15	F093	B3-S021	cb57b696b815fdef9cb7	shecthy	shecthy=warmes Wasser	warmes Wasser	warmes Wasser	Warmes Wasser	CONTINUES_ACROSS_LINE
277	E277	B3	f83r	f83r.15	F093	B3-S021	b921a237be883a820352	chey	y=Ansatz	Ansatz	Ansatz	Diese aktive Portion	CONTINUES_ACROSS_LINE
278	E278	B3	f83r	f83r.15	F093	B3-S021	dd0ecaf5e27d81befffc	tal	al=Stelle	Stelle	an der Stelle	Den aktiven Posten an der örtlich bezeichneten Station führen	CONTINUES_ACROSS_LINE
279	E279	B3	f83r	f83r.15	F093	B3-S021	e0b630cb1b5df5e7105b	shcthy	cthy=bereit	bereit	bereit	Den örtlichen Prüfzustand der Charge feststellen	CONTINUES_ACROSS_LINE
280	E280	B3	f83r	f83r.15	F093	B3-S021	2bc2ed2630dbdaaa6b59	dalchdy	dalch=Rückstand behalten + dy=Ende	Rückstand behalten + Ende	Rückstand behalten; Ende	Behalte den Rückstand und beende den Schritt	CONTINUES_ACROSS_LINE
281	E281	B3	f83r	f83r.15	F094	B3-S022	4de12cf322dfb76ded1e	qotchedy	otche=gleichteilig mischen + dy=Ende	gleichteilig mischen + Ende	gleichteilig mischen; Ende	Mische zu gleichen Teilen und beende den Schritt	CONTINUES_ACROSS_LINE
282	E282	B3	f83r	f83r.15	F095	B3-S023	de7321bface5628e35d6	lchedy	lch=ablassen + dy=Ende	ablassen + Ende	Flüssigkeit ablassen; Ende	Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen	CONTINUES_ACROSS_LINE
283	E283	B3	f83r	f83r.16	F096	B3-S024	259b2b3b0bf859882e2c	tchedy	che=ausspülen + dy=Ende	ausspülen + Ende	ausspülen; Ende	Spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt	CONTINUES_ACROSS_LINE
284	E284	B3	f83r	f83r.16	F097	B3-S025	87411f84689b4f93a303	qokchdy	qokch=einmal erhitzen + dy=Ende	einmal erhitzen + Ende	einmal erhitzen; Ende	Erwärme es einmal und beende den Schritt	CONTINUES_ACROSS_LINE
285	E285	B3	f83r	f83r.16	F098	B3-S026	342c3f0777337648f4b3	cheedar	cheedar=Beckenstation	Beckenstation	Beckenstation	Richte die bezeichnete Beckenstation ein	CONTINUES_ACROSS_LINE
286	E286	B3	f83r	f83r.16	F098	B3-S026	d72f71baff01cd0a0406	chldaiin	chldaiin=absetzen lassen	absetzen lassen	absetzen lassen	Nach dem Absetzen	CONTINUES_ACROSS_LINE
287	E287	B3	f83r	f83r.16	F098	B3-S026	6f7ff8287eddf4da9fdb	chedy	ch(e)d=rühren	rühren	rühren	Rühre, bis alles gleichmäßig vermischt ist	CONTINUES_ACROSS_LINE
288	E288	B3	f83r	f83r.16	F098	B3-S026	1645e612504fcef59ced	qokain	ok=geben + ain=Portion	geben + Portion	Portion geben	Gib einen abgemessenen Anteil in das Gefäß	CONTINUES_ACROSS_LINE
289	E289	B3	f83r	f83r.16	F098	B3-S026	e0b630cb1b5df5e7105b	checthy	cthy=bereit	bereit	bereit	Den örtlichen Prüfzustand der Charge feststellen	CONTINUES_ACROSS_LINE
290	E290	B3	f83r	f83r.16	F098	B3-S026	d788d8d72d41b25a3c71	chealror	chealror=bis klar	bis klar	bis klar	Bis der Strom klar wird	CONTINUES_ACROSS_LINE
291	E291	B3	f83r	f83r.20	F099	B3-S026	3b70942557b3a40e8030	solkeedy	olkee=absetzen + dy=Ende	absetzen + Ende	absetzen; Ende	Lasse die Flüssigkeit sich setzen und beende den Schritt	CONTINUES_ACROSS_LINE
292	E292	B3	f83r	f83r.20	F100	B3-S027	ff178343c18e287ce3b7	qoteedy	qotee=warmes Tuch auflegen + dy=Ende	warmes Tuch auflegen + Ende	warmes Tuch auflegen; Ende	Lege ein warmes Tuch auf die bezeichnete äußere Stelle und beende den Schritt	CONTINUES_ACROSS_LINE
293	E293	B3	f83r	f83r.20	F101	B3-S028	0275fbf14e07935b0a45	qokeey	ok=geben + eey=warm	geben + warm	Wärme geben	Die Charge für den vorgesehenen Gebrauch temperieren	CONTINUES_ACROSS_LINE
294	E294	B3	f83r	f83r.20	F101	B3-S028	7db18b2f0fb7ed0fcfd3	qokedy	oke=spülen + dy=Ende	spülen + Ende	spülen; Ende	Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen	CONTINUES_ACROSS_LINE
295	E295	B3	f83r	f83r.20	F102	B3-S029	dcda95c81a5460feb191	sol	ol=weiter	weiter	mit Vorigem weiter	und mit dem vorigen Ansatz weiter	CONTINUES_ACROSS_LINE
296	E296	B3	f83r	f83r.20	F102	B3-S029	9247e38d29c79a0d2fa5	cheeety	cheeety=erste Spülung	erste Spülung	erste Spülung	Nach der ersten Spülung	CONTINUES_ACROSS_LINE
297	E297	B3	f83r	f83r.20	F102	B3-S029	7db18b2f0fb7ed0fcfd3	qokedy	oke=spülen + dy=Ende	spülen + Ende	spülen; Ende	Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen	CONTINUES_ACROSS_LINE
298	E298	B3	f83r	f83r.20	F103	B3-S030	276a7c2d74d1143446f4	qoky	ok=geben + y=Ansatz	geben + Ansatz	Ansatz geben	Die Waschflotte am bezeichneten Körper- oder Beckenbereich gebrauchen	CONTINUES_ACROSS_LINE
299	E299	B3	f83r	f83r.20	F103	B3-S030	2f1c5e56e8f0ff459065	saiin	aiin=Maß	Maß	Maß	Den aktiven Posten nach der örtlichen Vorschrift bemessen	CONTINUES_ACROSS_LINE
300	E300	B3	f83r	f83r.22	F104	B3-S030	b154ff779abe5f196c80	schedair	air=fließende Flüssigkeit	fließende Flüssigkeit	klare Flüssigkeit abziehen	Ziehe die klare Flüssigkeit ab	CONTINUES_ACROSS_LINE
301	E301	B3	f83r	f83r.22	F104	B3-S030	4de12cf322dfb76ded1e	otchedy	otche=gleichteilig mischen + dy=Ende	gleichteilig mischen + Ende	gleichteilig mischen; Ende	Mische zu gleichen Teilen und beende den Schritt	CONTINUES_ACROSS_LINE
302	E302	B3	f83r	f83r.22	F105	B3-S031	7d25241b0e56c836372a	qokeedy	okee=baden + dy=Ende	baden + Ende	baden; Ende	Wasche oder bade den bezeichneten Körper- oder Beckenbereich und beende den Schritt	CONTINUES_ACROSS_LINE
303	E303	B3	f83r	f83r.22	F106	B3-S032	d784b2abcaf1a3703de2	chedain	chedain=Spülung beginnen	Spülung beginnen	Spülung beginnen	Beginne die Spülung	CONTINUES_ACROSS_LINE
304	E304	B3	f83r	f83r.22	F106	B3-S032	6f7ff8287eddf4da9fdb	chedy	ch(e)d=rühren	rühren	rühren	Rühre, bis alles gleichmäßig vermischt ist	CONTINUES_ACROSS_LINE
305	E305	B3	f83r	f83r.22	F106	B3-S032	1779decef17481ec2853	qotedaiin	qotedaiin=breites Gefäß	breites Gefäß	breites Gefäß	Das breite Gefäß	CONTINUES_ACROSS_LINE
306	E306	B3	f83r	f83r.22	F106	B3-S032	54d0e228ca346110af05	otaiin	ot=danach + aiin=Maß	danach + Maß	voriges Maß wiederholen	Für dieselbe Dauer wie zuvor	CONTINUES_ACROSS_LINE
307	E307	B3	f83r	f83r.22	F106	B3-S032	c45ebac60774620561e2	otedy	ote=bis klar + dy=Ende	bis klar + Ende	bis klar; Ende	Lasse es bis zur Klarheit ziehen und beende den Schritt	CONTINUES_ACROSS_LINE
308	E308	B3	f83r	f83r.22	F107	B3-S033	04a3877f0fc81b7597c9	ldy	l=abziehen + dy=Ende	abziehen + Ende	abziehen; Ende	Ziehe es ab und beende den Schritt	CONTINUES_ACROSS_LINE
309	E309	B3	f83r	f83r.24	F108	B3-S034	2c82523794dcb7d2b343	soiiin	oiiin=klar	klar	klar	Bis es klar ist	CONTINUES_ACROSS_LINE
310	E310	B3	f83r	f83r.24	F108	B3-S034	e0b630cb1b5df5e7105b	checthy	cthy=bereit	bereit	bereit	Den örtlichen Prüfzustand der Charge feststellen	CONTINUES_ACROSS_LINE
311	E311	B3	f83r	f83r.24	F108	B3-S034	80ebbbbf238eee9f0aef	chety	ch=zerkleinern	zerkleinern	zerkleinern	Gleichmäßig bearbeiten	CONTINUES_ACROSS_LINE
312	E312	B3	f83r	f83r.24	F108	B3-S034	54d0e228ca346110af05	otaiin	ot=danach + aiin=Maß	danach + Maß	voriges Maß wiederholen	Für dieselbe Dauer wie zuvor	CONTINUES_ACROSS_LINE
313	E313	B3	f83r	f83r.24	F108	B3-S034	7811a7daff25d476e28d	olsaly	al=Stelle	Stelle	untere Stelle	Das untere Becken	CONTINUES_ACROSS_LINE
314	E314	B3	f83r	f83r.24	F108	B3-S034	bc4f1f5c006c74a4d26d	shedy	e=ruhen + dy=Ende	ruhen + Ende	ruhen; Ende	Lasse es bis zur Bereitschaft stehen und beende den Schritt	CONTINUES_ACROSS_LINE
315	E315	B4	f83r	f83r.25	F109	B4-S001	7d25241b0e56c836372a	qokeedy	okee=baden + dy=Ende	baden + Ende	baden; Ende	Tauche das Tuch oder die Auflage in die temperierte Flüssigkeit und beende den Schritt	CONTINUES_ACROSS_LINE
316	E316	B4	f83r	f83r.25	F110	B4-S002	e2eb77ca9d9e1a8ba29a	qolchey	qolchey=Gefäß füllen	Gefäß füllen	Gefäß füllen	Fülle danach das Gefäß	CONTINUES_ACROSS_LINE
317	E317	B4	f83r	f83r.25	F110	B4-S002	0275fbf14e07935b0a45	qokeey	ok=geben + eey=warm	geben + warm	Wärme geben	Die Charge für den vorgesehenen Gebrauch temperieren	CONTINUES_ACROSS_LINE
318	E318	B4	f83r	f83r.25	F110	B4-S002	7db18b2f0fb7ed0fcfd3	qokedy	oke=spülen + dy=Ende	spülen + Ende	spülen; Ende	Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen	CONTINUES_ACROSS_LINE
319	E319	B4	f83r	f83r.25	F111	B4-S003	6f7ff8287eddf4da9fdb	chedy	ch(e)d=rühren	rühren	rühren	Rühre, bis alles gleichmäßig vermischt ist	CONTINUES_ACROSS_LINE
320	E320	B4	f83r	f83r.25	F111	B4-S003	90bcf0a9ec0ef56399e6	otal	ot=danach + al=Stelle	danach + Stelle	danach zur Ablaufstelle	Zum unteren Ablauf hin	CONTINUES_ACROSS_LINE
321	E321	B4	f83r	f83r.26	F112	B4-S003	faf321940aed922846a9	otchey	otchey=Teil auswählen	Teil auswählen	Teil auswählen	Einen recordlokalen Anteil auswählen	CONTINUES_ACROSS_LINE
322	E322	B4	f83r	f83r.26	F112	B4-S003	0275fbf14e07935b0a45	qokeey	ok=geben + eey=warm	geben + warm	Wärme geben	Die Charge für den vorgesehenen Gebrauch temperieren	CONTINUES_ACROSS_LINE
323	E323	B4	f83r	f83r.26	F112	B4-S003	276a7c2d74d1143446f4	qoky	ok=geben + y=Ansatz	geben + Ansatz	Ansatz geben	Den gefilterten Waschposten an der äußeren Haut- oder Wundstelle gebrauchen	CONTINUES_ACROSS_LINE
324	E324	B4	f83r	f83r.26	F112	B4-S003	dcda95c81a5460feb191	tol	ol=weiter	weiter	mit Vorigem weiter	und mit dem vorigen Ansatz weiter	CONTINUES_ACROSS_LINE
325	E325	B4	f83r	f83r.26	F112	B4-S003	bc4f1f5c006c74a4d26d	shedy	e=ruhen + dy=Ende	ruhen + Ende	ruhen; Ende	Lasse es bis zur Bereitschaft stehen und beende den Schritt	CONTINUES_ACROSS_LINE
326	E326	B4	f83r	f83r.26	F113	B4-S004	eb2e4bc143f623ee03ac	qokylddy	qokyld=warmes Tuch auflegen + dy=Ende	warmes Tuch auflegen + Ende	warmes Tuch auflegen; Ende	Lege das warme Tuch auf die äußere Haut- oder Wundstelle und beende den Schritt	CONTINUES_ACROSS_LINE
327	E327	B4	f83r	f83r.27	F114	B4-S005	53cd0637c6820ba5e91f	dain	dain=durch Tuch	durch Tuch	durch Tuch	Durch ein Tuch	CONTINUES_ACROSS_LINE
328	E328	B4	f83r	f83r.27	F114	B4-S005	6f7ff8287eddf4da9fdb	chedy	ch(e)d=rühren	rühren	rühren	Rühre, bis alles gleichmäßig vermischt ist	CONTINUES_ACROSS_LINE
329	E329	B4	f83r	f83r.27	F114	B4-S005	7d25241b0e56c836372a	qokeedy	okee=baden + dy=Ende	baden + Ende	baden; Ende	Tauche das Tuch oder die Auflage in die temperierte Flüssigkeit und beende den Schritt	CONTINUES_ACROSS_LINE
330	E330	B4	f83r	f83r.27	F115	B4-S006	d68bc8de3bcee09db23c	shckhedy	ckhe=durch Tuch seihen + dy=Ende	durch Tuch seihen + Ende	durch Tuch seihen; Ende	Seihe es einmal durch ein Tuch und beende den Schritt	CONTINUES_ACROSS_LINE
331	E331	B4	f83r	f83r.27	F116	B4-S007	d68bc8de3bcee09db23c	shckhedy	ckhe=durch Tuch seihen + dy=Ende	durch Tuch seihen + Ende	durch Tuch seihen; Ende	Seihe es einmal durch ein Tuch und beende den Schritt	CONTINUES_ACROSS_LINE
332	E332	B4	f83r	f83r.28	F117	B4-S008	2f1c5e56e8f0ff459065	saiin	aiin=Maß	Maß	Maß	Den aktiven Posten nach der örtlichen Vorschrift bemessen	CONTINUES_ACROSS_LINE
333	E333	B4	f83r	f83r.28	F117	B4-S008	2c1a5fd92b9e3c762242	cheeky	cheeky=vorgeschriebene Zeit	vorgeschriebene Zeit	vorgeschriebene Zeit	Solange es noch warm ist	CONTINUES_ACROSS_LINE
334	E334	B4	f83r	f83r.28	F117	B4-S008	92e43836d82f98bf02d3	sheey	sheey=erste Öffnung	erste Öffnung	erste Öffnung	Die erste Öffnung	CONTINUES_ACROSS_LINE
335	E335	B4	f83r	f83r.28	F117	B4-S008	7db18b2f0fb7ed0fcfd3	qokedy	oke=spülen + dy=Ende	spülen + Ende	spülen; Ende	Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen	CONTINUES_ACROSS_LINE
336	E336	B4	f83r	f83r.28	F118	B4-S009	bc4f1f5c006c74a4d26d	shedy	e=ruhen + dy=Ende	ruhen + Ende	ruhen; Ende	Lasse es bis zur Bereitschaft stehen und beende den Schritt	CONTINUES_ACROSS_LINE
337	E337	B4	f83r	f83r.28	F119	B4-S010	1b1ffdd869fb1429ad03	oldy	ol=weiter + dy=Ende	weiter + Ende	weiterführen; Ende	Erwärme den Bade- oder Waschzusatz sanft und beende den Arbeitsschritt	CONTINUES_ACROSS_LINE
338	E338	B4	f83r	f83r.35	F120	B4-S011	2f1c5e56e8f0ff459065	saiin	aiin=Maß	Maß	Maß	Den aktiven Posten nach der örtlichen Vorschrift bemessen	CONTINUES_ACROSS_LINE
339	E339	B4	f83r	f83r.35	F120	B4-S011	d904bf7b044dd3922781	cheky	cheky=sanfte Wärme	sanfte Wärme	sanfte Wärme	Bei sanfter Wärme	CONTINUES_ACROSS_LINE
340	E340	B4	f83r	f83r.35	F120	B4-S011	daf32e6db9e04413ce7f	okeeol	okeeol=breites Gefäß	breites Gefäß	breites Gefäß	Das breite Gefäß	CONTINUES_ACROSS_LINE
341	E341	B4	f83r	f83r.35	F120	B4-S011	1645e612504fcef59ced	okain	ok=geben + ain=Portion	geben + Portion	Portion geben	Gib einen abgemessenen Anteil in das Gefäß	CONTINUES_ACROSS_LINE
342	E342	B4	f83r	f83r.35	F120	B4-S011	6f7ff8287eddf4da9fdb	chdy	ch(e)d=rühren	rühren	rühren	Rühre, bis alles gleichmäßig vermischt ist	CONTINUES_ACROSS_LINE
343	E343	B4	f83r	f83r.37	F121	B4-S011	dcda95c81a5460feb191	sol	ol=weiter	weiter	mit Vorigem weiter	und mit dem vorigen Ansatz weiter	CONTINUES_ACROSS_LINE
344	E344	B4	f83r	f83r.37	F121	B4-S011	b958a512ca6a3559e86e	lkedy	lke=zweimal waschen + dy=Ende	zweimal waschen + Ende	zweimal waschen; Ende	Wasche zweimal und beende den Schritt	CONTINUES_ACROSS_LINE
345	E345	B4	f83r	f83r.37	F122	B4-S012	de7321bface5628e35d6	lchedy	lch=ablassen + dy=Ende	ablassen + Ende	Flüssigkeit ablassen; Ende	Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen	CONTINUES_ACROSS_LINE
346	E346	B4	f83r	f83r.37	F123	B4-S013	232195d6ff2f326322f7	qokol	qokol=einlaufen lassen	einlaufen lassen	einlaufen lassen	Lasse die Mischung einlaufen	CONTINUES_ACROSS_LINE
347	E347	B4	f83r	f83r.37	F123	B4-S013	bc4f1f5c006c74a4d26d	shedy	e=ruhen + dy=Ende	ruhen + Ende	ruhen; Ende	Lasse es bis zur Bereitschaft stehen und beende den Schritt	CONTINUES_ACROSS_LINE
348	E348	B4	f83r	f83r.38	F124	B4-S014	7a4bb8136330ee4e6e56	or	or=Zubereitung	Zubereitung	Zubereitung	Den recordlokalen aktiven Posten im Arbeitsgang fortführen	CONTINUES_ACROSS_LINE
349	E349	B4	f83r	f83r.38	F124	B4-S014	b921a237be883a820352	chey	y=Ansatz	Ansatz	Ansatz	Diese aktive Portion	CONTINUES_ACROSS_LINE
350	E350	B4	f83r	f83r.38	F124	B4-S014	ecce30bc8dcc400bf2c8	qockhey	qockhey=über der Stelle	über der Stelle	über der Stelle	Über der örtlich bezeichneten Stelle	CONTINUES_ACROSS_LINE
351	E351	B4	f83r	f83r.38	F124	B4-S014	8aedd154964a78e555d6	dairydy	dairy=sofort gebrauchen + dy=Ende	sofort gebrauchen + Ende	sofort gebrauchen; Ende	Gebrauche sie sofort und beende den Schritt	CONTINUES_ACROSS_LINE
352	E352	B4	f83r	f83r.39	F125	B4-S015	1645e612504fcef59ced	qokain	ok=geben + ain=Portion	geben + Portion	Portion geben	Gib einen abgemessenen Anteil in das Gefäß	CONTINUES_ACROSS_LINE
353	E353	B4	f83r	f83r.39	F125	B4-S015	b5df9126607030b95175	shey	sh-/ch-=klar + ey=Wasser	klar + Wasser	klare Flüssigkeit	Den örtlichen Prüfzustand der Charge feststellen	CONTINUES_ACROSS_LINE
354	E354	B4	f83r	f83r.39	F125	B4-S015	9da1b6ac2c929daea697	kain	ain=Portion	Portion	abgemessener Teil	Ein abgemessener Anteil	CONTINUES_ACROSS_LINE
355	E355	B4	f83r	f83r.39	F125	B4-S015	21ed2873b71e57269c08	chckhal	chckhal=Dauer	Dauer	Dauer	Für die angegebene Dauer	CONTINUES_ACROSS_LINE
356	E356	B4	f83r	f83r.41	F126	B4-S015	42cdc187d5b9ffc60063	solkey	solkey=oberen Lauf öffnen	oberen Lauf öffnen	oberen Lauf öffnen	Öffne danach den oberen Lauf	CONTINUES_ACROSS_LINE
357	E357	B4	f83r	f83r.41	F126	B4-S015	de7321bface5628e35d6	lchedy	lch=ablassen + dy=Ende	ablassen + Ende	Flüssigkeit ablassen; Ende	Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen	CONTINUES_ACROSS_LINE
358	E358	B4	f83r	f83r.41	F127	B4-S016	94df4847b7b16c98394a	qolkain	olkain=unteres Becken	unteres Becken	unteres Becken	Das untere Becken	CONTINUES_ACROSS_LINE
359	E359	B4	f83r	f83r.41	F127	B4-S016	dd0ecaf5e27d81befffc	dal	al=Stelle	Stelle	an der Stelle	Den aktiven Posten an der örtlich bezeichneten Station führen	CONTINUES_ACROSS_LINE
360	E360	B4	f83r	f83r.44	F128	B4-S016	883a6708116c342cb10b	skar	ar=aus	aus	warmes Wasser ausgießen	Gieße das erwärmte Wasser ein	CONTINUES_ACROSS_LINE
361	E361	B4	f83r	f83r.44	F128	B4-S016	bc4f1f5c006c74a4d26d	shedy	e=ruhen + dy=Ende	ruhen + Ende	ruhen; Ende	Lasse es bis zur Bereitschaft stehen und beende den Schritt	CONTINUES_ACROSS_LINE
362	E362	B5	f83r	f83r.47	F129	B5-S001	601b77449028deed39de	otchdy	otch=abziehen + dy=Ende	abziehen + Ende	abziehen; Ende	Ziehe es ab und beende den Schritt	CONTINUES_ACROSS_LINE
363	E363	B5	f83r	f83r.47	F130	B5-S002	87411f84689b4f93a303	qokchdy	qokch=einmal erhitzen + dy=Ende	einmal erhitzen + Ende	einmal erhitzen; Ende	Erwärme es einmal und beende den Schritt	CONTINUES_ACROSS_LINE
364	E364	B5	f83r	f83r.47	F131	B5-S003	abb23e5e6936b4147f76	shedal	shedal=Zeitabschnitt	Zeitabschnitt	Zeitabschnitt	Für einen Zeitabschnitt	CONTINUES_ACROSS_LINE
365	E365	B5	f83r	f83r.48	F132	B5-S003	dd0ecaf5e27d81befffc	dal	al=Stelle	Stelle	an der Stelle	Den aktiven Posten an der örtlich bezeichneten Station führen	CONTINUES_ACROSS_LINE
366	E366	B5	f83r	f83r.48	F132	B5-S003	dcda95c81a5460feb191	cheol	ol=weiter	weiter	mit Vorigem weiter	und mit dem vorigen Ansatz weiter	CONTINUES_ACROSS_LINE
367	E367	B5	f83r	f83r.48	F132	B5-S003	8c97dfde96fbc78e3355	lol	lol=bis warm	bis warm	bis warm	Bis es warm ist	CONTINUES_ACROSS_LINE
368	E368	B5	f83r	f83r.48	F132	B5-S003	00d8ebe3c68294eeac39	chdal	chdal=weiterrühren	weiterrühren	weiterrühren	Mit der vorigen Mischung	CONTINUES_ACROSS_LINE
369	E369	B5	f83r	f83r.48	F132	B5-S003	2f1c5e56e8f0ff459065	aiin	aiin=Maß	Maß	Maß	Den aktiven Posten nach der örtlichen Vorschrift bemessen	CONTINUES_ACROSS_LINE
370	E370	B5	f83r	f83r.49	F133	B5-S003	dcda95c81a5460feb191	sol	ol=weiter	weiter	mit Vorigem weiter	und mit dem vorigen Ansatz weiter	CONTINUES_ACROSS_LINE
371	E371	B5	f83r	f83r.49	F133	B5-S003	fcc1deda9e24ec268eb0	daiiin	daiiin=zweite Öffnung	zweite Öffnung	zweite Öffnung	Die zweite Öffnung	CONTINUES_ACROSS_LINE
